anio,tabla,pregunta,ambito,categoria,variable,porcentaje
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",tamano_empresa,De 50 a 249 trabajadores,TOTAL,100.0
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",tamano_empresa,De 250 a 499 trabajadores,TOTAL,100.0
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",tamano_empresa,Más de 499 trabajadores,TOTAL,100.0
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Industria,TOTAL,100.0
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Construcción,TOTAL,100.0
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Comercio y reparación de vehículos,TOTAL,100.0
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Transporte y almacenamiento,TOTAL,100.0
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Hostelería,TOTAL,100.0
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,"Información, comunicaciones, actividades financieras, de seguros e inmobiliarias",TOTAL,100.0
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,"Actividades profesionales, científicas y técnicas",TOTAL,100.0
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Actividades administrativas y servicios auxiliares,TOTAL,100.0
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,"Actividades artísticas, recreativas y de entretenimiento y otros servicios",TOTAL,100.0
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Andalucía,TOTAL,100.0
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Aragón,TOTAL,100.0
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Asturias (Principado de),TOTAL,100.0
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Balears (Illes),TOTAL,100.0
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Canarias,TOTAL,100.0
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Cantabria,TOTAL,100.0
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Castilla-La Mancha,TOTAL,100.0
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Castilla y León,TOTAL,100.0
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Cataluña,TOTAL,100.0
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Comunitat Valenciana,TOTAL,100.0
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Extremadura,TOTAL,100.0
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Galicia,TOTAL,100.0
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Madrid (Comunidad de),TOTAL,100.0
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Murcia (Región de),TOTAL,100.0
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Navarra (Comunidad Foral de),TOTAL,100.0
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,País Vasco,TOTAL,100.0
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,"Rioja, La",TOTAL,100.0
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",total_empresas,TOTAL,EMPRESAS QUE PROPORCIONAN FORMACIÓN - TOTAL,72.947
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",tamano_empresa,De 5 a 9 trabajadores,EMPRESAS QUE PROPORCIONAN FORMACIÓN - TOTAL,64.671
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",tamano_empresa,De 10 a 49 trabajadores,EMPRESAS QUE PROPORCIONAN FORMACIÓN - TOTAL,79.048
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",tamano_empresa,De 50 a 249 trabajadores,EMPRESAS QUE PROPORCIONAN FORMACIÓN - TOTAL,94.064
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",tamano_empresa,De 250 a 499 trabajadores,EMPRESAS QUE PROPORCIONAN FORMACIÓN - TOTAL,98.295
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",tamano_empresa,Más de 499 trabajadores,EMPRESAS QUE PROPORCIONAN FORMACIÓN - TOTAL,99.284
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Industria,EMPRESAS QUE PROPORCIONAN FORMACIÓN - TOTAL,78.356
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Construcción,EMPRESAS QUE PROPORCIONAN FORMACIÓN - TOTAL,79.396
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Comercio y reparación de vehículos,EMPRESAS QUE PROPORCIONAN FORMACIÓN - TOTAL,70.702
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Transporte y almacenamiento,EMPRESAS QUE PROPORCIONAN FORMACIÓN - TOTAL,79.607
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Hostelería,EMPRESAS QUE PROPORCIONAN FORMACIÓN - TOTAL,58.388
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,"Información, comunicaciones, actividades financieras, de seguros e inmobiliarias",EMPRESAS QUE PROPORCIONAN FORMACIÓN - TOTAL,81.277
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,"Actividades profesionales, científicas y técnicas",EMPRESAS QUE PROPORCIONAN FORMACIÓN - TOTAL,82.794
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Actividades administrativas y servicios auxiliares,EMPRESAS QUE PROPORCIONAN FORMACIÓN - TOTAL,72.704
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,"Actividades artísticas, recreativas y de entretenimiento y otros servicios",EMPRESAS QUE PROPORCIONAN FORMACIÓN - TOTAL,71.844
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Andalucía,EMPRESAS QUE PROPORCIONAN FORMACIÓN - TOTAL,73.308
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Aragón,EMPRESAS QUE PROPORCIONAN FORMACIÓN - TOTAL,78.902
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Asturias (Principado de),EMPRESAS QUE PROPORCIONAN FORMACIÓN - TOTAL,74.885
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Balears (Illes),EMPRESAS QUE PROPORCIONAN FORMACIÓN - TOTAL,67.026
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Canarias,EMPRESAS QUE PROPORCIONAN FORMACIÓN - TOTAL,62.517
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Cantabria,EMPRESAS QUE PROPORCIONAN FORMACIÓN - TOTAL,77.086
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Castilla-La Mancha,EMPRESAS QUE PROPORCIONAN FORMACIÓN - TOTAL,69.832
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Castilla y León,EMPRESAS QUE PROPORCIONAN FORMACIÓN - TOTAL,74.857
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Cataluña,EMPRESAS QUE PROPORCIONAN FORMACIÓN - TOTAL,74.482
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Comunitat Valenciana,EMPRESAS QUE PROPORCIONAN FORMACIÓN - TOTAL,72.761
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Extremadura,EMPRESAS QUE PROPORCIONAN FORMACIÓN - TOTAL,68.832
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Galicia,EMPRESAS QUE PROPORCIONAN FORMACIÓN - TOTAL,75.982
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Madrid (Comunidad de),EMPRESAS QUE PROPORCIONAN FORMACIÓN - TOTAL,72.909
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Murcia (Región de),EMPRESAS QUE PROPORCIONAN FORMACIÓN - TOTAL,73.761
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Navarra (Comunidad Foral de),EMPRESAS QUE PROPORCIONAN FORMACIÓN - TOTAL,72.334
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,País Vasco,EMPRESAS QUE PROPORCIONAN FORMACIÓN - TOTAL,73.801
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,"Rioja, La",EMPRESAS QUE PROPORCIONAN FORMACIÓN - TOTAL,74.424
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",total_empresas,TOTAL,EMPRESAS QUE PROPORCIONAN FORMACIÓN - IMPARTICIÓN DE CURSOS Y OTROS TIPOS DE FORMACIÓN (1),58.571
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",tamano_empresa,De 5 a 9 trabajadores,EMPRESAS QUE PROPORCIONAN FORMACIÓN - IMPARTICIÓN DE CURSOS Y OTROS TIPOS DE FORMACIÓN (1),50.639
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",tamano_empresa,De 10 a 49 trabajadores,EMPRESAS QUE PROPORCIONAN FORMACIÓN - IMPARTICIÓN DE CURSOS Y OTROS TIPOS DE FORMACIÓN (1),61.463
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",tamano_empresa,De 50 a 249 trabajadores,EMPRESAS QUE PROPORCIONAN FORMACIÓN - IMPARTICIÓN DE CURSOS Y OTROS TIPOS DE FORMACIÓN (1),80.26
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",tamano_empresa,De 250 a 499 trabajadores,EMPRESAS QUE PROPORCIONAN FORMACIÓN - IMPARTICIÓN DE CURSOS Y OTROS TIPOS DE FORMACIÓN (1),85.824
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",tamano_empresa,Más de 499 trabajadores,EMPRESAS QUE PROPORCIONAN FORMACIÓN - IMPARTICIÓN DE CURSOS Y OTROS TIPOS DE FORMACIÓN (1),90.515
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Industria,EMPRESAS QUE PROPORCIONAN FORMACIÓN - IMPARTICIÓN DE CURSOS Y OTROS TIPOS DE FORMACIÓN (1),60.451
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Construcción,EMPRESAS QUE PROPORCIONAN FORMACIÓN - IMPARTICIÓN DE CURSOS Y OTROS TIPOS DE FORMACIÓN (1),61.345
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Comercio y reparación de vehículos,EMPRESAS QUE PROPORCIONAN FORMACIÓN - IMPARTICIÓN DE CURSOS Y OTROS TIPOS DE FORMACIÓN (1),60.194
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Transporte y almacenamiento,EMPRESAS QUE PROPORCIONAN FORMACIÓN - IMPARTICIÓN DE CURSOS Y OTROS TIPOS DE FORMACIÓN (1),49.784
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Hostelería,EMPRESAS QUE PROPORCIONAN FORMACIÓN - IMPARTICIÓN DE CURSOS Y OTROS TIPOS DE FORMACIÓN (1),46.873
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,"Información, comunicaciones, actividades financieras, de seguros e inmobiliarias",EMPRESAS QUE PROPORCIONAN FORMACIÓN - IMPARTICIÓN DE CURSOS Y OTROS TIPOS DE FORMACIÓN (1),64.818
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,"Actividades profesionales, científicas y técnicas",EMPRESAS QUE PROPORCIONAN FORMACIÓN - IMPARTICIÓN DE CURSOS Y OTROS TIPOS DE FORMACIÓN (1),67.342
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Actividades administrativas y servicios auxiliares,EMPRESAS QUE PROPORCIONAN FORMACIÓN - IMPARTICIÓN DE CURSOS Y OTROS TIPOS DE FORMACIÓN (1),60.599
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,"Actividades artísticas, recreativas y de entretenimiento y otros servicios",EMPRESAS QUE PROPORCIONAN FORMACIÓN - IMPARTICIÓN DE CURSOS Y OTROS TIPOS DE FORMACIÓN (1),57.268
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Andalucía,EMPRESAS QUE PROPORCIONAN FORMACIÓN - IMPARTICIÓN DE CURSOS Y OTROS TIPOS DE FORMACIÓN (1),54.173
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Aragón,EMPRESAS QUE PROPORCIONAN FORMACIÓN - IMPARTICIÓN DE CURSOS Y OTROS TIPOS DE FORMACIÓN (1),61.979
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Asturias (Principado de),EMPRESAS QUE PROPORCIONAN FORMACIÓN - IMPARTICIÓN DE CURSOS Y OTROS TIPOS DE FORMACIÓN (1),54.888
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Balears (Illes),EMPRESAS QUE PROPORCIONAN FORMACIÓN - IMPARTICIÓN DE CURSOS Y OTROS TIPOS DE FORMACIÓN (1),61.916
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Canarias,EMPRESAS QUE PROPORCIONAN FORMACIÓN - IMPARTICIÓN DE CURSOS Y OTROS TIPOS DE FORMACIÓN (1),56.921
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Cantabria,EMPRESAS QUE PROPORCIONAN FORMACIÓN - IMPARTICIÓN DE CURSOS Y OTROS TIPOS DE FORMACIÓN (1),55.087
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Castilla-La Mancha,EMPRESAS QUE PROPORCIONAN FORMACIÓN - IMPARTICIÓN DE CURSOS Y OTROS TIPOS DE FORMACIÓN (1),56.353
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Castilla y León,EMPRESAS QUE PROPORCIONAN FORMACIÓN - IMPARTICIÓN DE CURSOS Y OTROS TIPOS DE FORMACIÓN (1),54.045
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Cataluña,EMPRESAS QUE PROPORCIONAN FORMACIÓN - IMPARTICIÓN DE CURSOS Y OTROS TIPOS DE FORMACIÓN (1),61.035
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Comunitat Valenciana,EMPRESAS QUE PROPORCIONAN FORMACIÓN - IMPARTICIÓN DE CURSOS Y OTROS TIPOS DE FORMACIÓN (1),59.305
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Extremadura,EMPRESAS QUE PROPORCIONAN FORMACIÓN - IMPARTICIÓN DE CURSOS Y OTROS TIPOS DE FORMACIÓN (1),53.881
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Galicia,EMPRESAS QUE PROPORCIONAN FORMACIÓN - IMPARTICIÓN DE CURSOS Y OTROS TIPOS DE FORMACIÓN (1),55.112
2023,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Madrid (Comunidad de),EMPRESAS QUE PROPORCIONAN FORMACIÓN - IMPARTICIÓN DE CURSOS Y OTROS TIPOS DE FORMACIÓN (1),64.412
