provincia,origen,periodo,viajeros,año,mes
Tarragona,El Extranjero,2022M03,13987,2022,Marzo
Tarragona,El Extranjero,2022M02,9522,2022,Febrero
Tarragona,El Extranjero,2022M01,10416,2022,Enero
Tarragona,El Extranjero,2021M12,16169,2021,Diciembre
Tarragona,El Extranjero,2021M11,19985,2021,Noviembre
Tarragona,El Extranjero,2021M10,71383,2021,Octubre
Tarragona,El Extranjero,2021M09,63595,2021,Septiembre
Tarragona,El Extranjero,2021M08,109468,2021,Agosto
Tarragona,El Extranjero,2021M07,73108,2021,Julio
Tarragona,El Extranjero,2021M06,27916,2021,Junio
Tarragona,El Extranjero,2021M05,11122,2021,Mayo
Tarragona,El Extranjero,2021M04,4139,2021,Abril
Tarragona,El Extranjero,2021M03,3045,2021,Marzo
Tarragona,El Extranjero,2021M02,1660,2021,Febrero
Tarragona,El Extranjero,2021M01,2095,2021,Enero
Alicante/Alacant,España,2022M12,163532,2022,Diciembre
Alicante/Alacant,España,2022M11,169490,2022,Noviembre
Alicante/Alacant,España,2022M10,186149,2022,Octubre
Alicante/Alacant,España,2022M09,209071,2022,Septiembre
Alicante/Alacant,España,2022M08,341418,2022,Agosto
Alicante/Alacant,España,2022M07,319351,2022,Julio
Alicante/Alacant,España,2022M06,253485,2022,Junio
Alicante/Alacant,España,2022M05,209441,2022,Mayo
Alicante/Alacant,España,2022M04,221231,2022,Abril
Alicante/Alacant,España,2022M03,135526,2022,Marzo
Alicante/Alacant,España,2022M02,133494,2022,Febrero
Alicante/Alacant,España,2022M01,75778,2022,Enero
Alicante/Alacant,España,2021M12,128079,2021,Diciembre
Alicante/Alacant,España,2021M11,123399,2021,Noviembre
Alicante/Alacant,España,2021M10,200707,2021,Octubre
Alicante/Alacant,España,2021M09,228753,2021,Septiembre
Alicante/Alacant,España,2021M08,393893,2021,Agosto
Alicante/Alacant,España,2021M07,348139,2021,Julio
Alicante/Alacant,España,2021M06,238968,2021,Junio
Alicante/Alacant,España,2021M05,133769,2021,Mayo
Alicante/Alacant,España,2021M04,74600,2021,Abril
Alicante/Alacant,España,2021M03,53051,2021,Marzo
Alicante/Alacant,España,2021M02,22719,2021,Febrero
Alicante/Alacant,España,2021M01,26735,2021,Enero
Alicante/Alacant,El Extranjero,2022M12,97349,2022,Diciembre
Alicante/Alacant,El Extranjero,2022M11,123020,2022,Noviembre
Alicante/Alacant,El Extranjero,2022M10,187378,2022,Octubre
Alicante/Alacant,El Extranjero,2022M09,210661,2022,Septiembre
Alicante/Alacant,El Extranjero,2022M08,219568,2022,Agosto
Alicante/Alacant,El Extranjero,2022M07,217146,2022,Julio
Alicante/Alacant,El Extranjero,2022M06,195961,2022,Junio
Alicante/Alacant,El Extranjero,2022M05,196679,2022,Mayo
Alicante/Alacant,El Extranjero,2022M04,168677,2022,Abril
Alicante/Alacant,El Extranjero,2022M03,124360,2022,Marzo
Alicante/Alacant,El Extranjero,2022M02,78422,2022,Febrero
Alicante/Alacant,El Extranjero,2022M01,49765,2022,Enero
Alicante/Alacant,El Extranjero,2021M12,61512,2021,Diciembre
Alicante/Alacant,El Extranjero,2021M11,92713,2021,Noviembre
Alicante/Alacant,El Extranjero,2021M10,140659,2021,Octubre
Alicante/Alacant,El Extranjero,2021M09,116046,2021,Septiembre
Alicante/Alacant,El Extranjero,2021M08,127562,2021,Agosto
Alicante/Alacant,El Extranjero,2021M07,85451,2021,Julio
Alicante/Alacant,El Extranjero,2021M06,49979,2021,Junio
Alicante/Alacant,El Extranjero,2021M05,28038,2021,Mayo
Alicante/Alacant,El Extranjero,2021M04,12563,2021,Abril
Alicante/Alacant,El Extranjero,2021M03,9187,2021,Marzo
Alicante/Alacant,El Extranjero,2021M02,4684,2021,Febrero
Alicante/Alacant,El Extranjero,2021M01,8012,2021,Enero
Castellón/Castelló,España,2022M12,33850,2022,Diciembre
Castellón/Castelló,España,2022M11,40063,2022,Noviembre
Castellón/Castelló,España,2022M10,69502,2022,Octubre
Castellón/Castelló,España,2022M09,103521,2022,Septiembre
Castellón/Castelló,España,2022M08,146163,2022,Agosto
Castellón/Castelló,España,2022M07,131937,2022,Julio
Castellón/Castelló,España,2022M06,118470,2022,Junio
Castellón/Castelló,España,2022M05,85605,2022,Mayo
Castellón/Castelló,España,2022M04,94760,2022,Abril
Castellón/Castelló,España,2022M03,46342,2022,Marzo
Castellón/Castelló,España,2022M02,33824,2022,Febrero
Castellón/Castelló,España,2022M01,20213,2022,Enero
Castellón/Castelló,España,2021M12,34020,2021,Diciembre
Castellón/Castelló,España,2021M11,41782,2021,Noviembre
Castellón/Castelló,España,2021M10,76431,2021,Octubre
Castellón/Castelló,España,2021M09,101612,2021,Septiembre
Castellón/Castelló,España,2021M08,158857,2021,Agosto
Castellón/Castelló,España,2021M07,136502,2021,Julio
Castellón/Castelló,España,2021M06,99185,2021,Junio
Castellón/Castelló,España,2021M05,41582,2021,Mayo
Castellón/Castelló,España,2021M04,28043,2021,Abril
Castellón/Castelló,España,2021M03,20098,2021,Marzo
Castellón/Castelló,España,2021M02,9463,2021,Febrero
Castellón/Castelló,España,2021M01,8889,2021,Enero
Castellón/Castelló,El Extranjero,2022M12,8314,2022,Diciembre
Castellón/Castelló,El Extranjero,2022M11,9960,2022,Noviembre
Castellón/Castelló,El Extranjero,2022M10,19394,2022,Octubre
Castellón/Castelló,El Extranjero,2022M09,26445,2022,Septiembre
Castellón/Castelló,El Extranjero,2022M08,27952,2022,Agosto
Castellón/Castelló,El Extranjero,2022M07,24499,2022,Julio
Castellón/Castelló,El Extranjero,2022M06,19592,2022,Junio
Castellón/Castelló,El Extranjero,2022M05,21038,2022,Mayo
Castellón/Castelló,El Extranjero,2022M04,19320,2022,Abril
Castellón/Castelló,El Extranjero,2022M03,10901,2022,Marzo
Castellón/Castelló,El Extranjero,2022M02,10203,2022,Febrero
Castellón/Castelló,El Extranjero,2022M01,6080,2022,Enero
Castellón/Castelló,El Extranjero,2021M12,7393,2021,Diciembre
Castellón/Castelló,El Extranjero,2021M11,9834,2021,Noviembre
Castellón/Castelló,El Extranjero,2021M10,14643,2021,Octubre
Castellón/Castelló,El Extranjero,2021M09,16693,2021,Septiembre
Castellón/Castelló,El Extranjero,2021M08,15941,2021,Agosto
Castellón/Castelló,El Extranjero,2021M07,13267,2021,Julio
Castellón/Castelló,El Extranjero,2021M06,8697,2021,Junio
Castellón/Castelló,El Extranjero,2021M05,5722,2021,Mayo
Castellón/Castelló,El Extranjero,2021M04,3077,2021,Abril
Castellón/Castelló,El Extranjero,2021M03,2779,2021,Marzo
Castellón/Castelló,El Extranjero,2021M02,1590,2021,Febrero
Castellón/Castelló,El Extranjero,2021M01,2275,2021,Enero
Valencia/València,España,2022M12,140763,2022,Diciembre
Valencia/València,España,2022M11,148180,2022,Noviembre
Valencia/València,España,2022M10,165661,2022,Octubre
Valencia/València,España,2022M09,181953,2022,Septiembre
Valencia/València,España,2022M08,199207,2022,Agosto
Valencia/València,España,2022M07,216352,2022,Julio
Valencia/València,España,2022M06,208777,2022,Junio
Valencia/València,España,2022M05,185418,2022,Mayo
Valencia/València,España,2022M04,187588,2022,Abril
Valencia/València,España,2022M03,158121,2022,Marzo
Valencia/València,España,2022M02,134112,2022,Febrero
Valencia/València,España,2022M01,98146,2022,Enero
Valencia/València,España,2021M12,116542,2021,Diciembre
Valencia/València,España,2021M11,124807,2021,Noviembre
Valencia/València,España,2021M10,159452,2021,Octubre
Valencia/València,España,2021M09,171396,2021,Septiembre
Valencia/València,España,2021M08,218372,2021,Agosto
Valencia/València,España,2021M07,199856,2021,Julio
Valencia/València,España,2021M06,164909,2021,Junio
Valencia/València,España,2021M05,119752,2021,Mayo
Valencia/València,España,2021M04,74992,2021,Abril
Valencia/València,España,2021M03,64460,2021,Marzo
Valencia/València,España,2021M02,42170,2021,Febrero
Valencia/València,España,2021M01,38843,2021,Enero
Valencia/València,El Extranjero,2022M12,84102,2022,Diciembre
Valencia/València,El Extranjero,2022M11,100210,2022,Noviembre
Valencia/València,El Extranjero,2022M10,139364,2022,Octubre
Valencia/València,El Extranjero,2022M09,137372,2022,Septiembre
Valencia/València,El Extranjero,2022M08,167917,2022,Agosto
Valencia/València,El Extranjero,2022M07,155496,2022,Julio
Valencia/València,El Extranjero,2022M06,126241,2022,Junio
Valencia/València,El Extranjero,2022M05,135221,2022,Mayo
Valencia/València,El Extranjero,2022M04,117070,2022,Abril
Valencia/València,El Extranjero,2022M03,88282,2022,Marzo
Valencia/València,El Extranjero,2022M02,67378,2022,Febrero
Valencia/València,El Extranjero,2022M01,49897,2022,Enero
Valencia/València,El Extranjero,2021M12,62649,2021,Diciembre
Valencia/València,El Extranjero,2021M11,80484,2021,Noviembre
Valencia/València,El Extranjero,2021M10,100288,2021,Octubre
Valencia/València,El Extranjero,2021M09,94206,2021,Septiembre
Valencia/València,El Extranjero,2021M08,110061,2021,Agosto
Valencia/València,El Extranjero,2021M07,87770,2021,Julio
Valencia/València,El Extranjero,2021M06,43793,2021,Junio
Valencia/València,El Extranjero,2021M05,26848,2021,Mayo
Valencia/València,El Extranjero,2021M04,14785,2021,Abril
Valencia/València,El Extranjero,2021M03,12506,2021,Marzo
Valencia/València,El Extranjero,2021M02,8136,2021,Febrero
Valencia/València,El Extranjero,2021M01,9394,2021,Enero
Badajoz,España,2022M12,38340,2022,Diciembre
Badajoz,España,2022M11,44154,2022,Noviembre
Badajoz,España,2022M10,56354,2022,Octubre
Badajoz,España,2022M09,60489,2022,Septiembre
Badajoz,España,2022M08,71387,2022,Agosto
Badajoz,España,2022M07,62813,2022,Julio
Badajoz,España,2022M06,54271,2022,Junio
Badajoz,España,2022M05,53779,2022,Mayo
Badajoz,España,2022M04,59035,2022,Abril
Badajoz,España,2022M03,43846,2022,Marzo
Badajoz,España,2022M02,41121,2022,Febrero
Badajoz,España,2022M01,26897,2022,Enero
Badajoz,España,2021M12,37215,2021,Diciembre
Badajoz,España,2021M11,46185,2021,Noviembre
Badajoz,España,2021M10,54585,2021,Octubre
Badajoz,España,2021M09,55209,2021,Septiembre
Badajoz,España,2021M08,64227,2021,Agosto
Badajoz,España,2021M07,54103,2021,Julio
Badajoz,España,2021M06,41639,2021,Junio
Badajoz,España,2021M05,34878,2021,Mayo
Badajoz,España,2021M04,19319,2021,Abril
Badajoz,España,2021M03,18992,2021,Marzo
Badajoz,España,2021M02,12525,2021,Febrero
Badajoz,España,2021M01,10650,2021,Enero
Badajoz,El Extranjero,2022M12,5775,2022,Diciembre
Badajoz,El Extranjero,2022M11,6270,2022,Noviembre
Badajoz,El Extranjero,2022M10,9535,2022,Octubre
Badajoz,El Extranjero,2022M09,11103,2022,Septiembre
Badajoz,El Extranjero,2022M08,16665,2022,Agosto
Badajoz,El Extranjero,2022M07,14142,2022,Julio
Badajoz,El Extranjero,2022M06,11197,2022,Junio
Badajoz,El Extranjero,2022M05,8775,2022,Mayo
Badajoz,El Extranjero,2022M04,10053,2022,Abril
Badajoz,El Extranjero,2022M03,6404,2022,Marzo
Badajoz,El Extranjero,2022M02,5203,2022,Febrero
Badajoz,El Extranjero,2022M01,3534,2022,Enero
Badajoz,El Extranjero,2021M12,3481,2021,Diciembre
Badajoz,El Extranjero,2021M11,6143,2021,Noviembre
Badajoz,El Extranjero,2021M10,9120,2021,Octubre
Badajoz,El Extranjero,2021M09,7201,2021,Septiembre
Badajoz,El Extranjero,2021M08,9883,2021,Agosto
Badajoz,El Extranjero,2021M07,6653,2021,Julio
Badajoz,El Extranjero,2021M06,5612,2021,Junio
Badajoz,El Extranjero,2021M05,3432,2021,Mayo
Badajoz,El Extranjero,2021M04,1391,2021,Abril
Badajoz,El Extranjero,2021M03,1305,2021,Marzo
Badajoz,El Extranjero,2021M02,757,2021,Febrero
Badajoz,El Extranjero,2021M01,1179,2021,Enero
Cáceres,España,2022M12,35233,2022,Diciembre
Cáceres,España,2022M11,44120,2022,Noviembre
Cáceres,España,2022M10,52986,2022,Octubre
Cáceres,España,2022M09,54099,2022,Septiembre
Cáceres,España,2022M08,62308,2022,Agosto
Cáceres,España,2022M07,54390,2022,Julio
Cáceres,España,2022M06,51317,2022,Junio
Cáceres,España,2022M05,47993,2022,Mayo
Cáceres,España,2022M04,59719,2022,Abril
Cáceres,España,2022M03,42026,2022,Marzo
Cáceres,España,2022M02,36899,2022,Febrero
Cáceres,España,2022M01,26424,2022,Enero
Cáceres,España,2021M12,36017,2021,Diciembre
Cáceres,España,2021M11,39696,2021,Noviembre
Cáceres,España,2021M10,52223,2021,Octubre
Cáceres,España,2021M09,53884,2021,Septiembre
Cáceres,España,2021M08,73891,2021,Agosto
Cáceres,España,2021M07,53845,2021,Julio
Cáceres,España,2021M06,42015,2021,Junio
Cáceres,España,2021M05,28849,2021,Mayo
Cáceres,España,2021M04,16831,2021,Abril
Cáceres,España,2021M03,21470,2021,Marzo
Cáceres,España,2021M02,9931,2021,Febrero
Cáceres,España,2021M01,6296,2021,Enero
Cáceres,El Extranjero,2022M12,4596,2022,Diciembre
Cáceres,El Extranjero,2022M11,5448,2022,Noviembre
Cáceres,El Extranjero,2022M10,10543,2022,Octubre
Cáceres,El Extranjero,2022M09,11130,2022,Septiembre
Cáceres,El Extranjero,2022M08,10673,2022,Agosto
Cáceres,El Extranjero,2022M07,8945,2022,Julio
Cáceres,El Extranjero,2022M06,8766,2022,Junio
Cáceres,El Extranjero,2022M05,11463,2022,Mayo
Cáceres,El Extranjero,2022M04,9711,2022,Abril
Cáceres,El Extranjero,2022M03,5420,2022,Marzo
Cáceres,El Extranjero,2022M02,4022,2022,Febrero
Cáceres,El Extranjero,2022M01,3101,2022,Enero
Cáceres,El Extranjero,2021M12,3691,2021,Diciembre
Cáceres,El Extranjero,2021M11,5267,2021,Noviembre
Cáceres,El Extranjero,2021M10,7542,2021,Octubre
Cáceres,El Extranjero,2021M09,6779,2021,Septiembre
Cáceres,El Extranjero,2021M08,5608,2021,Agosto
Cáceres,El Extranjero,2021M07,5175,2021,Julio
Cáceres,El Extranjero,2021M06,3401,2021,Junio
Cáceres,El Extranjero,2021M05,1845,2021,Mayo
Cáceres,El Extranjero,2021M04,1139,2021,Abril
Cáceres,El Extranjero,2021M03,802,2021,Marzo
Cáceres,El Extranjero,2021M02,626,2021,Febrero
Cáceres,El Extranjero,2021M01,508,2021,Enero
"Coruña, A",España,2022M12,79982,2022,Diciembre
"Coruña, A",España,2022M11,94029,2022,Noviembre
"Coruña, A",España,2022M10,131666,2022,Octubre
"Coruña, A",España,2022M09,150900,2022,Septiembre
"Coruña, A",España,2022M08,232843,2022,Agosto
"Coruña, A",España,2022M07,194874,2022,Julio
"Coruña, A",España,2022M06,132289,2022,Junio
"Coruña, A",España,2022M05,119893,2022,Mayo
"Coruña, A",España,2022M04,119875,2022,Abril
"Coruña, A",España,2022M03,82649,2022,Marzo
"Coruña, A",España,2022M02,72223,2022,Febrero
"Coruña, A",España,2022M01,51283,2022,Enero
"Coruña, A",España,2021M12,72860,2021,Diciembre
"Coruña, A",España,2021M11,87886,2021,Noviembre
"Coruña, A",España,2021M10,131919,2021,Octubre
"Coruña, A",España,2021M09,155066,2021,Septiembre
"Coruña, A",España,2021M08,238614,2021,Agosto
"Coruña, A",España,2021M07,181981,2021,Julio
"Coruña, A",España,2021M06,94042,2021,Junio
"Coruña, A",España,2021M05,51953,2021,Mayo
"Coruña, A",España,2021M04,38958,2021,Abril
"Coruña, A",España,2021M03,31340,2021,Marzo
"Coruña, A",España,2021M02,16188,2021,Febrero
"Coruña, A",España,2021M01,16597,2021,Enero
"Coruña, A",El Extranjero,2022M12,18050,2022,Diciembre
"Coruña, A",El Extranjero,2022M11,28034,2022,Noviembre
"Coruña, A",El Extranjero,2022M10,94199,2022,Octubre
"Coruña, A",El Extranjero,2022M09,105761,2022,Septiembre
"Coruña, A",El Extranjero,2022M08,80681,2022,Agosto
"Coruña, A",El Extranjero,2022M07,82142,2022,Julio
"Coruña, A",El Extranjero,2022M06,94573,2022,Junio
"Coruña, A",El Extranjero,2022M05,97410,2022,Mayo
"Coruña, A",El Extranjero,2022M04,57536,2022,Abril
"Coruña, A",El Extranjero,2022M03,24794,2022,Marzo
"Coruña, A",El Extranjero,2022M02,13320,2022,Febrero
"Coruña, A",El Extranjero,2022M01,10804,2022,Enero
"Coruña, A",El Extranjero,2021M12,12458,2021,Diciembre
"Coruña, A",El Extranjero,2021M11,20755,2021,Noviembre
"Coruña, A",El Extranjero,2021M10,52210,2021,Octubre
"Coruña, A",El Extranjero,2021M09,50405,2021,Septiembre
"Coruña, A",El Extranjero,2021M08,38091,2021,Agosto
"Coruña, A",El Extranjero,2021M07,31093,2021,Julio
"Coruña, A",El Extranjero,2021M06,17566,2021,Junio
"Coruña, A",El Extranjero,2021M05,7570,2021,Mayo
"Coruña, A",El Extranjero,2021M04,2890,2021,Abril
"Coruña, A",El Extranjero,2021M03,2879,2021,Marzo
"Coruña, A",El Extranjero,2021M02,1380,2021,Febrero
"Coruña, A",El Extranjero,2021M01,1697,2021,Enero
Lugo,España,2022M12,22705,2022,Diciembre
Lugo,España,2022M11,26377,2022,Noviembre
Lugo,España,2022M10,46484,2022,Octubre
Lugo,España,2022M09,61765,2022,Septiembre
Lugo,España,2022M08,90797,2022,Agosto
Lugo,España,2022M07,71689,2022,Julio
Lugo,España,2022M06,48858,2022,Junio
Lugo,España,2022M05,46610,2022,Mayo
Lugo,España,2022M04,46688,2022,Abril
Lugo,España,2022M03,25183,2022,Marzo
Lugo,España,2022M02,20387,2022,Febrero
Lugo,España,2022M01,15178,2022,Enero
Lugo,España,2021M12,19059,2021,Diciembre
Lugo,España,2021M11,26657,2021,Noviembre
Lugo,España,2021M10,50773,2021,Octubre
Lugo,España,2021M09,64093,2021,Septiembre
Lugo,España,2021M08,100984,2021,Agosto
Lugo,España,2021M07,73480,2021,Julio
Lugo,España,2021M06,39225,2021,Junio
Lugo,España,2021M05,24045,2021,Mayo
Lugo,España,2021M04,13877,2021,Abril
Lugo,España,2021M03,12237,2021,Marzo
Lugo,España,2021M02,4735,2021,Febrero
Lugo,España,2021M01,5173,2021,Enero
Lugo,El Extranjero,2022M12,2013,2022,Diciembre
Lugo,El Extranjero,2022M11,4270,2022,Noviembre
Lugo,El Extranjero,2022M10,21110,2022,Octubre
Lugo,El Extranjero,2022M09,32015,2022,Septiembre
Lugo,El Extranjero,2022M08,17783,2022,Agosto
Lugo,El Extranjero,2022M07,19315,2022,Julio
Lugo,El Extranjero,2022M06,24760,2022,Junio
Lugo,El Extranjero,2022M05,25110,2022,Mayo
Lugo,El Extranjero,2022M04,12083,2022,Abril
Lugo,El Extranjero,2022M03,4318,2022,Marzo
Lugo,El Extranjero,2022M02,1652,2022,Febrero
Lugo,El Extranjero,2022M01,1028,2022,Enero
Lugo,El Extranjero,2021M12,1389,2021,Diciembre
Lugo,El Extranjero,2021M11,3302,2021,Noviembre
Lugo,El Extranjero,2021M10,12560,2021,Octubre
Lugo,El Extranjero,2021M09,14884,2021,Septiembre
Lugo,El Extranjero,2021M08,10047,2021,Agosto
Lugo,El Extranjero,2021M07,8789,2021,Julio
Lugo,El Extranjero,2021M06,4033,2021,Junio
Lugo,El Extranjero,2021M05,2105,2021,Mayo
Lugo,El Extranjero,2021M04,709,2021,Abril
Lugo,El Extranjero,2021M03,611,2021,Marzo
Lugo,El Extranjero,2021M02,357,2021,Febrero
Lugo,El Extranjero,2021M01,472,2021,Enero
Ourense,España,2022M12,20757,2022,Diciembre
Ourense,España,2022M11,22520,2022,Noviembre
Ourense,España,2022M10,28596,2022,Octubre
Ourense,España,2022M09,29880,2022,Septiembre
Ourense,España,2022M08,40206,2022,Agosto
Ourense,España,2022M07,28671,2022,Julio
Ourense,España,2022M06,27538,2022,Junio
Ourense,España,2022M05,25904,2022,Mayo
Ourense,España,2022M04,26880,2022,Abril
Ourense,España,2022M03,20122,2022,Marzo
Ourense,España,2022M02,19981,2022,Febrero
Ourense,España,2022M01,13326,2022,Enero
Ourense,España,2021M12,19722,2021,Diciembre
Ourense,España,2021M11,21166,2021,Noviembre
Ourense,España,2021M10,27606,2021,Octubre
Ourense,España,2021M09,28985,2021,Septiembre
Ourense,España,2021M08,39765,2021,Agosto
Ourense,España,2021M07,29725,2021,Julio
Ourense,España,2021M06,19174,2021,Junio
Ourense,España,2021M05,17149,2021,Mayo
Ourense,España,2021M04,14687,2021,Abril
Ourense,España,2021M03,12148,2021,Marzo
Ourense,España,2021M02,6118,2021,Febrero
Ourense,España,2021M01,6801,2021,Enero
Ourense,El Extranjero,2022M12,1914,2022,Diciembre
Ourense,El Extranjero,2022M11,2254,2022,Noviembre
Ourense,El Extranjero,2022M10,3452,2022,Octubre
Ourense,El Extranjero,2022M09,4515,2022,Septiembre
Ourense,El Extranjero,2022M08,5437,2022,Agosto
Ourense,El Extranjero,2022M07,4180,2022,Julio
Ourense,El Extranjero,2022M06,4128,2022,Junio
Ourense,El Extranjero,2022M05,3530,2022,Mayo
Ourense,El Extranjero,2022M04,2827,2022,Abril
Ourense,El Extranjero,2022M03,1427,2022,Marzo
Ourense,El Extranjero,2022M02,1733,2022,Febrero
Ourense,El Extranjero,2022M01,959,2022,Enero
Ourense,El Extranjero,2021M12,1290,2021,Diciembre
Ourense,El Extranjero,2021M11,1749,2021,Noviembre
Ourense,El Extranjero,2021M10,3191,2021,Octubre
Ourense,El Extranjero,2021M09,2998,2021,Septiembre
Ourense,El Extranjero,2021M08,3603,2021,Agosto
Ourense,El Extranjero,2021M07,2183,2021,Julio
Ourense,El Extranjero,2021M06,2243,2021,Junio
Ourense,El Extranjero,2021M05,1158,2021,Mayo
Ourense,El Extranjero,2021M04,1054,2021,Abril
Ourense,El Extranjero,2021M03,640,2021,Marzo
Ourense,El Extranjero,2021M02,558,2021,Febrero
Ourense,El Extranjero,2021M01,465,2021,Enero
Pontevedra,España,2022M12,79742,2022,Diciembre
Pontevedra,España,2022M11,64716,2022,Noviembre
Pontevedra,España,2022M10,95810,2022,Octubre
Pontevedra,España,2022M09,123636,2022,Septiembre
Pontevedra,España,2022M08,201361,2022,Agosto
Pontevedra,España,2022M07,173123,2022,Julio
Pontevedra,España,2022M06,105027,2022,Junio
Pontevedra,España,2022M05,79215,2022,Mayo
Pontevedra,España,2022M04,79816,2022,Abril
Pontevedra,España,2022M03,46776,2022,Marzo
Pontevedra,España,2022M02,41780,2022,Febrero
Pontevedra,España,2022M01,30782,2022,Enero
Pontevedra,España,2021M12,68570,2021,Diciembre
Pontevedra,España,2021M11,60501,2021,Noviembre
Pontevedra,España,2021M10,94488,2021,Octubre
Pontevedra,España,2021M09,117065,2021,Septiembre
Pontevedra,España,2021M08,194589,2021,Agosto
Pontevedra,España,2021M07,151982,2021,Julio
Pontevedra,España,2021M06,76867,2021,Junio
Pontevedra,España,2021M05,44741,2021,Mayo
Pontevedra,España,2021M04,26433,2021,Abril
Pontevedra,España,2021M03,25730,2021,Marzo
Pontevedra,España,2021M02,11886,2021,Febrero
Pontevedra,España,2021M01,10899,2021,Enero
Pontevedra,El Extranjero,2022M12,24449,2022,Diciembre
Pontevedra,El Extranjero,2022M11,11522,2022,Noviembre
Pontevedra,El Extranjero,2022M10,36607,2022,Octubre
Pontevedra,El Extranjero,2022M09,58969,2022,Septiembre
Pontevedra,El Extranjero,2022M08,54275,2022,Agosto
Pontevedra,El Extranjero,2022M07,45052,2022,Julio
Pontevedra,El Extranjero,2022M06,44002,2022,Junio
Pontevedra,El Extranjero,2022M05,44016,2022,Mayo
Pontevedra,El Extranjero,2022M04,29273,2022,Abril
Pontevedra,El Extranjero,2022M03,11223,2022,Marzo
Pontevedra,El Extranjero,2022M02,8476,2022,Febrero
Pontevedra,El Extranjero,2022M01,5105,2022,Enero
Pontevedra,El Extranjero,2021M12,7194,2021,Diciembre
Pontevedra,El Extranjero,2021M11,8870,2021,Noviembre
Pontevedra,El Extranjero,2021M10,26384,2021,Octubre
Pontevedra,El Extranjero,2021M09,30996,2021,Septiembre
Pontevedra,El Extranjero,2021M08,30259,2021,Agosto
Pontevedra,El Extranjero,2021M07,19722,2021,Julio
Pontevedra,El Extranjero,2021M06,16961,2021,Junio
Pontevedra,El Extranjero,2021M05,5479,2021,Mayo
Pontevedra,El Extranjero,2021M04,2289,2021,Abril
Pontevedra,El Extranjero,2021M03,1845,2021,Marzo
Pontevedra,El Extranjero,2021M02,1418,2021,Febrero
Pontevedra,El Extranjero,2021M01,1743,2021,Enero
Madrid,España,2022M12,620080,2022,Diciembre
Madrid,España,2022M11,593671,2022,Noviembre
Madrid,España,2022M10,582487,2022,Octubre
Madrid,España,2022M09,550019,2022,Septiembre
Madrid,España,2022M08,448780,2022,Agosto
Madrid,España,2022M07,480539,2022,Julio
Madrid,España,2022M06,554884,2022,Junio
Madrid,España,2022M05,550965,2022,Mayo
Madrid,España,2022M04,555151,2022,Abril
Madrid,España,2022M03,525292,2022,Marzo
Madrid,España,2022M02,484422,2022,Febrero
Madrid,España,2022M01,386597,2022,Enero
Madrid,España,2021M12,528498,2021,Diciembre
Madrid,España,2021M11,528624,2021,Noviembre
Madrid,España,2021M10,564761,2021,Octubre
Madrid,España,2021M09,452686,2021,Septiembre
Madrid,España,2021M08,363898,2021,Agosto
Madrid,España,2021M07,376416,2021,Julio
Madrid,España,2021M06,371203,2021,Junio
Madrid,España,2021M05,316121,2021,Mayo
Madrid,España,2021M04,232440,2021,Abril
Madrid,España,2021M03,235502,2021,Marzo
Madrid,España,2021M02,196967,2021,Febrero
Madrid,España,2021M01,181252,2021,Enero
Madrid,El Extranjero,2022M12,347670,2022,Diciembre
Madrid,El Extranjero,2022M11,410424,2022,Noviembre
Madrid,El Extranjero,2022M10,521538,2022,Octubre
Madrid,El Extranjero,2022M09,498605,2022,Septiembre
Madrid,El Extranjero,2022M08,406755,2022,Agosto
Madrid,El Extranjero,2022M07,480915,2022,Julio
Madrid,El Extranjero,2022M06,461468,2022,Junio
Madrid,El Extranjero,2022M05,460034,2022,Mayo
Madrid,El Extranjero,2022M04,396769,2022,Abril
Madrid,El Extranjero,2022M03,323693,2022,Marzo
Madrid,El Extranjero,2022M02,236771,2022,Febrero
Madrid,El Extranjero,2022M01,182870,2022,Enero
Madrid,El Extranjero,2021M12,241894,2021,Diciembre
Madrid,El Extranjero,2021M11,294284,2021,Noviembre
Madrid,El Extranjero,2021M10,321023,2021,Octubre
Madrid,El Extranjero,2021M09,256777,2021,Septiembre
Madrid,El Extranjero,2021M08,193907,2021,Agosto
Madrid,El Extranjero,2021M07,179424,2021,Julio
Madrid,El Extranjero,2021M06,119886,2021,Junio
Madrid,El Extranjero,2021M05,97076,2021,Mayo
Madrid,El Extranjero,2021M04,61516,2021,Abril
Madrid,El Extranjero,2021M03,61297,2021,Marzo
Madrid,El Extranjero,2021M02,43405,2021,Febrero
Madrid,El Extranjero,2021M01,46649,2021,Enero
Murcia,España,2022M12,69122,2022,Diciembre
Murcia,España,2022M11,67905,2022,Noviembre
Murcia,España,2022M10,88542,2022,Octubre
Murcia,España,2022M09,95122,2022,Septiembre
Murcia,España,2022M08,124452,2022,Agosto
Murcia,España,2022M07,118870,2022,Julio
Murcia,España,2022M06,98921,2022,Junio
Murcia,España,2022M05,87949,2022,Mayo
Murcia,España,2022M04,96291,2022,Abril
Murcia,España,2022M03,65218,2022,Marzo
Murcia,España,2022M02,60251,2022,Febrero
Murcia,España,2022M01,40387,2022,Enero
Murcia,España,2021M12,54952,2021,Diciembre
Murcia,España,2021M11,62769,2021,Noviembre
Murcia,España,2021M10,78444,2021,Octubre
Murcia,España,2021M09,82343,2021,Septiembre
Murcia,España,2021M08,112310,2021,Agosto
Murcia,España,2021M07,101987,2021,Julio
Murcia,España,2021M06,78987,2021,Junio
