provincia,origen,periodo,viajeros,año,mes
Murcia,España,2021M05,53128,2021,Mayo
Murcia,España,2021M04,40665,2021,Abril
Murcia,España,2021M03,37164,2021,Marzo
Murcia,España,2021M02,24846,2021,Febrero
Murcia,España,2021M01,19148,2021,Enero
Murcia,El Extranjero,2022M12,12241,2022,Diciembre
Murcia,El Extranjero,2022M11,18573,2022,Noviembre
Murcia,El Extranjero,2022M10,25753,2022,Octubre
Murcia,El Extranjero,2022M09,35660,2022,Septiembre
Murcia,El Extranjero,2022M08,41286,2022,Agosto
Murcia,El Extranjero,2022M07,35545,2022,Julio
Murcia,El Extranjero,2022M06,28600,2022,Junio
Murcia,El Extranjero,2022M05,28140,2022,Mayo
Murcia,El Extranjero,2022M04,25754,2022,Abril
Murcia,El Extranjero,2022M03,17646,2022,Marzo
Murcia,El Extranjero,2022M02,15326,2022,Febrero
Murcia,El Extranjero,2022M01,10326,2022,Enero
Murcia,El Extranjero,2021M12,12402,2021,Diciembre
Murcia,El Extranjero,2021M11,16356,2021,Noviembre
Murcia,El Extranjero,2021M10,25637,2021,Octubre
Murcia,El Extranjero,2021M09,22357,2021,Septiembre
Murcia,El Extranjero,2021M08,23796,2021,Agosto
Murcia,El Extranjero,2021M07,16397,2021,Julio
Murcia,El Extranjero,2021M06,12673,2021,Junio
Murcia,El Extranjero,2021M05,7499,2021,Mayo
Murcia,El Extranjero,2021M04,4272,2021,Abril
Murcia,El Extranjero,2021M03,3840,2021,Marzo
Murcia,El Extranjero,2021M02,2729,2021,Febrero
Murcia,El Extranjero,2021M01,2623,2021,Enero
Navarra,España,2022M12,46776,2022,Diciembre
Navarra,España,2022M11,54646,2022,Noviembre
Navarra,España,2022M10,76216,2022,Octubre
Navarra,España,2022M09,70809,2022,Septiembre
Navarra,España,2022M08,85584,2022,Agosto
Navarra,España,2022M07,69289,2022,Julio
Navarra,España,2022M06,66879,2022,Junio
Navarra,España,2022M05,61664,2022,Mayo
Navarra,España,2022M04,67900,2022,Abril
Navarra,España,2022M03,51681,2022,Marzo
Navarra,España,2022M02,43592,2022,Febrero
Navarra,España,2022M01,29734,2022,Enero
Navarra,España,2021M12,40190,2021,Diciembre
Navarra,España,2021M11,50216,2021,Noviembre
Navarra,España,2021M10,76267,2021,Octubre
Navarra,España,2021M09,68208,2021,Septiembre
Navarra,España,2021M08,95560,2021,Agosto
Navarra,España,2021M07,65830,2021,Julio
Navarra,España,2021M06,47726,2021,Junio
Navarra,España,2021M05,39412,2021,Mayo
Navarra,España,2021M04,29023,2021,Abril
Navarra,España,2021M03,27341,2021,Marzo
Navarra,España,2021M02,23930,2021,Febrero
Navarra,España,2021M01,19374,2021,Enero
Navarra,El Extranjero,2022M12,10187,2022,Diciembre
Navarra,El Extranjero,2022M11,12227,2022,Noviembre
Navarra,El Extranjero,2022M10,23198,2022,Octubre
Navarra,El Extranjero,2022M09,37234,2022,Septiembre
Navarra,El Extranjero,2022M08,45586,2022,Agosto
Navarra,El Extranjero,2022M07,34930,2022,Julio
Navarra,El Extranjero,2022M06,29313,2022,Junio
Navarra,El Extranjero,2022M05,32934,2022,Mayo
Navarra,El Extranjero,2022M04,23867,2022,Abril
Navarra,El Extranjero,2022M03,11633,2022,Marzo
Navarra,El Extranjero,2022M02,8379,2022,Febrero
Navarra,El Extranjero,2022M01,6802,2022,Enero
Navarra,El Extranjero,2021M12,6581,2021,Diciembre
Navarra,El Extranjero,2021M11,10885,2021,Noviembre
Navarra,El Extranjero,2021M10,18405,2021,Octubre
Navarra,El Extranjero,2021M09,25557,2021,Septiembre
Navarra,El Extranjero,2021M08,24286,2021,Agosto
Navarra,El Extranjero,2021M07,16395,2021,Julio
Navarra,El Extranjero,2021M06,7856,2021,Junio
Navarra,El Extranjero,2021M05,5925,2021,Mayo
Navarra,El Extranjero,2021M04,3202,2021,Abril
Navarra,El Extranjero,2021M03,2837,2021,Marzo
Navarra,El Extranjero,2021M02,2285,2021,Febrero
Navarra,El Extranjero,2021M01,2138,2021,Enero
Araba/Álava,España,2022M12,24316,2022,Diciembre
Araba/Álava,España,2022M11,24043,2022,Noviembre
Araba/Álava,España,2022M10,28037,2022,Octubre
Araba/Álava,España,2022M09,26529,2022,Septiembre
Araba/Álava,España,2022M08,31811,2022,Agosto
Araba/Álava,España,2022M07,28057,2022,Julio
Araba/Álava,España,2022M06,24420,2022,Junio
Araba/Álava,España,2022M05,25469,2022,Mayo
Araba/Álava,España,2022M04,26586,2022,Abril
Araba/Álava,España,2022M03,23209,2022,Marzo
Araba/Álava,España,2022M02,18289,2022,Febrero
Araba/Álava,España,2022M01,14076,2022,Enero
Araba/Álava,España,2021M12,21270,2021,Diciembre
Araba/Álava,España,2021M11,22056,2021,Noviembre
Araba/Álava,España,2021M10,29148,2021,Octubre
Araba/Álava,España,2021M09,26044,2021,Septiembre
Araba/Álava,España,2021M08,38753,2021,Agosto
Araba/Álava,España,2021M07,28214,2021,Julio
Araba/Álava,España,2021M06,20582,2021,Junio
Araba/Álava,España,2021M05,15377,2021,Mayo
Araba/Álava,España,2021M04,12639,2021,Abril
Araba/Álava,España,2021M03,12678,2021,Marzo
Araba/Álava,España,2021M02,6304,2021,Febrero
Araba/Álava,España,2021M01,6823,2021,Enero
Araba/Álava,El Extranjero,2022M12,5299,2022,Diciembre
Araba/Álava,El Extranjero,2022M11,6280,2022,Noviembre
Araba/Álava,El Extranjero,2022M10,10666,2022,Octubre
Araba/Álava,El Extranjero,2022M09,14493,2022,Septiembre
Araba/Álava,El Extranjero,2022M08,20632,2022,Agosto
Araba/Álava,El Extranjero,2022M07,20638,2022,Julio
Araba/Álava,El Extranjero,2022M06,13411,2022,Junio
Araba/Álava,El Extranjero,2022M05,11329,2022,Mayo
Araba/Álava,El Extranjero,2022M04,8969,2022,Abril
Araba/Álava,El Extranjero,2022M03,6003,2022,Marzo
Araba/Álava,El Extranjero,2022M02,4280,2022,Febrero
Araba/Álava,El Extranjero,2022M01,4006,2022,Enero
Araba/Álava,El Extranjero,2021M12,4488,2021,Diciembre
Araba/Álava,El Extranjero,2021M11,6302,2021,Noviembre
Araba/Álava,El Extranjero,2021M10,9204,2021,Octubre
Araba/Álava,El Extranjero,2021M09,10044,2021,Septiembre
Araba/Álava,El Extranjero,2021M08,12265,2021,Agosto
Araba/Álava,El Extranjero,2021M07,10619,2021,Julio
Araba/Álava,El Extranjero,2021M06,4264,2021,Junio
Araba/Álava,El Extranjero,2021M05,2643,2021,Mayo
Araba/Álava,El Extranjero,2021M04,2098,2021,Abril
Araba/Álava,El Extranjero,2021M03,1986,2021,Marzo
Araba/Álava,El Extranjero,2021M02,1226,2021,Febrero
Araba/Álava,El Extranjero,2021M01,2155,2021,Enero
Bizkaia,España,2022M12,75258,2022,Diciembre
Bizkaia,España,2022M11,73183,2022,Noviembre
Bizkaia,España,2022M10,83235,2022,Octubre
Bizkaia,España,2022M09,81732,2022,Septiembre
Bizkaia,España,2022M08,101780,2022,Agosto
Bizkaia,España,2022M07,97637,2022,Julio
Bizkaia,España,2022M06,79859,2022,Junio
Bizkaia,España,2022M05,76646,2022,Mayo
Bizkaia,España,2022M04,78300,2022,Abril
Bizkaia,España,2022M03,67728,2022,Marzo
Bizkaia,España,2022M02,60525,2022,Febrero
Bizkaia,España,2022M01,43582,2022,Enero
Bizkaia,España,2021M12,62072,2021,Diciembre
Bizkaia,España,2021M11,70764,2021,Noviembre
Bizkaia,España,2021M10,86673,2021,Octubre
Bizkaia,España,2021M09,76472,2021,Septiembre
Bizkaia,España,2021M08,109113,2021,Agosto
Bizkaia,España,2021M07,78618,2021,Julio
Bizkaia,España,2021M06,53137,2021,Junio
Bizkaia,España,2021M05,41145,2021,Mayo
Bizkaia,España,2021M04,37627,2021,Abril
Bizkaia,España,2021M03,36746,2021,Marzo
Bizkaia,España,2021M02,23121,2021,Febrero
Bizkaia,España,2021M01,22762,2021,Enero
Bizkaia,El Extranjero,2022M12,27780,2022,Diciembre
Bizkaia,El Extranjero,2022M11,33199,2022,Noviembre
Bizkaia,El Extranjero,2022M10,59291,2022,Octubre
Bizkaia,El Extranjero,2022M09,74437,2022,Septiembre
Bizkaia,El Extranjero,2022M08,87215,2022,Agosto
Bizkaia,El Extranjero,2022M07,87345,2022,Julio
Bizkaia,El Extranjero,2022M06,62479,2022,Junio
Bizkaia,El Extranjero,2022M05,61952,2022,Mayo
Bizkaia,El Extranjero,2022M04,52795,2022,Abril
Bizkaia,El Extranjero,2022M03,28981,2022,Marzo
Bizkaia,El Extranjero,2022M02,18391,2022,Febrero
Bizkaia,El Extranjero,2022M01,14084,2022,Enero
Bizkaia,El Extranjero,2021M12,20582,2021,Diciembre
Bizkaia,El Extranjero,2021M11,30204,2021,Noviembre
Bizkaia,El Extranjero,2021M10,41376,2021,Octubre
Bizkaia,El Extranjero,2021M09,40970,2021,Septiembre
Bizkaia,El Extranjero,2021M08,47135,2021,Agosto
Bizkaia,El Extranjero,2021M07,33758,2021,Julio
Bizkaia,El Extranjero,2021M06,15043,2021,Junio
Bizkaia,El Extranjero,2021M05,8394,2021,Mayo
Bizkaia,El Extranjero,2021M04,5069,2021,Abril
Bizkaia,El Extranjero,2021M03,5064,2021,Marzo
Bizkaia,El Extranjero,2021M02,3226,2021,Febrero
Bizkaia,El Extranjero,2021M01,3798,2021,Enero
Gipuzkoa,España,2022M12,53999,2022,Diciembre
Gipuzkoa,España,2022M11,57573,2022,Noviembre
Gipuzkoa,España,2022M10,62028,2022,Octubre
Gipuzkoa,España,2022M09,58492,2022,Septiembre
Gipuzkoa,España,2022M08,69437,2022,Agosto
Gipuzkoa,España,2022M07,62091,2022,Julio
Gipuzkoa,España,2022M06,55951,2022,Junio
Gipuzkoa,España,2022M05,56910,2022,Mayo
Gipuzkoa,España,2022M04,66252,2022,Abril
Gipuzkoa,España,2022M03,53037,2022,Marzo
Gipuzkoa,España,2022M02,48356,2022,Febrero
Gipuzkoa,España,2022M01,34508,2022,Enero
Gipuzkoa,España,2021M12,45767,2021,Diciembre
Gipuzkoa,España,2021M11,53623,2021,Noviembre
Gipuzkoa,España,2021M10,74213,2021,Octubre
Gipuzkoa,España,2021M09,65488,2021,Septiembre
Gipuzkoa,España,2021M08,93256,2021,Agosto
Gipuzkoa,España,2021M07,79123,2021,Julio
Gipuzkoa,España,2021M06,51253,2021,Junio
Gipuzkoa,España,2021M05,30715,2021,Mayo
Gipuzkoa,España,2021M04,28987,2021,Abril
Gipuzkoa,España,2021M03,27763,2021,Marzo
Gipuzkoa,España,2021M02,12924,2021,Febrero
Gipuzkoa,España,2021M01,14156,2021,Enero
Gipuzkoa,El Extranjero,2022M12,31197,2022,Diciembre
Gipuzkoa,El Extranjero,2022M11,37501,2022,Noviembre
Gipuzkoa,El Extranjero,2022M10,59156,2022,Octubre
Gipuzkoa,El Extranjero,2022M09,71154,2022,Septiembre
Gipuzkoa,El Extranjero,2022M08,77361,2022,Agosto
Gipuzkoa,El Extranjero,2022M07,80861,2022,Julio
Gipuzkoa,El Extranjero,2022M06,65157,2022,Junio
Gipuzkoa,El Extranjero,2022M05,61060,2022,Mayo
Gipuzkoa,El Extranjero,2022M04,46930,2022,Abril
Gipuzkoa,El Extranjero,2022M03,31919,2022,Marzo
Gipuzkoa,El Extranjero,2022M02,26408,2022,Febrero
Gipuzkoa,El Extranjero,2022M01,21825,2022,Enero
Gipuzkoa,El Extranjero,2021M12,26521,2021,Diciembre
Gipuzkoa,El Extranjero,2021M11,30485,2021,Noviembre
Gipuzkoa,El Extranjero,2021M10,47496,2021,Octubre
Gipuzkoa,El Extranjero,2021M09,46328,2021,Septiembre
Gipuzkoa,El Extranjero,2021M08,52437,2021,Agosto
Gipuzkoa,El Extranjero,2021M07,45096,2021,Julio
Gipuzkoa,El Extranjero,2021M06,20843,2021,Junio
Gipuzkoa,El Extranjero,2021M05,14598,2021,Mayo
Gipuzkoa,El Extranjero,2021M04,6001,2021,Abril
Gipuzkoa,El Extranjero,2021M03,5816,2021,Marzo
Gipuzkoa,El Extranjero,2021M02,4151,2021,Febrero
Gipuzkoa,El Extranjero,2021M01,6483,2021,Enero
"Rioja, La",España,2022M12,28079,2022,Diciembre
"Rioja, La",España,2022M11,33209,2022,Noviembre
"Rioja, La",España,2022M10,41755,2022,Octubre
"Rioja, La",España,2022M09,39576,2022,Septiembre
"Rioja, La",España,2022M08,55047,2022,Agosto
"Rioja, La",España,2022M07,40958,2022,Julio
"Rioja, La",España,2022M06,34665,2022,Junio
"Rioja, La",España,2022M05,34706,2022,Mayo
"Rioja, La",España,2022M04,39257,2022,Abril
"Rioja, La",España,2022M03,27001,2022,Marzo
"Rioja, La",España,2022M02,24736,2022,Febrero
"Rioja, La",España,2022M01,16581,2022,Enero
"Rioja, La",España,2021M12,25015,2021,Diciembre
"Rioja, La",España,2021M11,33031,2021,Noviembre
"Rioja, La",España,2021M10,44285,2021,Octubre
"Rioja, La",España,2021M09,40716,2021,Septiembre
"Rioja, La",España,2021M08,61963,2021,Agosto
"Rioja, La",España,2021M07,36695,2021,Julio
"Rioja, La",España,2021M06,23854,2021,Junio
"Rioja, La",España,2021M05,17531,2021,Mayo
"Rioja, La",España,2021M04,8558,2021,Abril
"Rioja, La",España,2021M03,8978,2021,Marzo
"Rioja, La",España,2021M02,4493,2021,Febrero
"Rioja, La",España,2021M01,4127,2021,Enero
"Rioja, La",El Extranjero,2022M12,3326,2022,Diciembre
"Rioja, La",El Extranjero,2022M11,4994,2022,Noviembre
"Rioja, La",El Extranjero,2022M10,11233,2022,Octubre
"Rioja, La",El Extranjero,2022M09,17525,2022,Septiembre
"Rioja, La",El Extranjero,2022M08,13168,2022,Agosto
"Rioja, La",El Extranjero,2022M07,11233,2022,Julio
"Rioja, La",El Extranjero,2022M06,13543,2022,Junio
"Rioja, La",El Extranjero,2022M05,16442,2022,Mayo
"Rioja, La",El Extranjero,2022M04,10381,2022,Abril
"Rioja, La",El Extranjero,2022M03,5222,2022,Marzo
"Rioja, La",El Extranjero,2022M02,3264,2022,Febrero
"Rioja, La",El Extranjero,2022M01,2273,2022,Enero
"Rioja, La",El Extranjero,2021M12,3132,2021,Diciembre
"Rioja, La",El Extranjero,2021M11,3909,2021,Noviembre
"Rioja, La",El Extranjero,2021M10,9545,2021,Octubre
"Rioja, La",El Extranjero,2021M09,12728,2021,Septiembre
"Rioja, La",El Extranjero,2021M08,9234,2021,Agosto
"Rioja, La",El Extranjero,2021M07,5986,2021,Julio
"Rioja, La",El Extranjero,2021M06,3725,2021,Junio
"Rioja, La",El Extranjero,2021M05,1881,2021,Mayo
"Rioja, La",El Extranjero,2021M04,1050,2021,Abril
"Rioja, La",El Extranjero,2021M03,929,2021,Marzo
"Rioja, La",El Extranjero,2021M02,453,2021,Febrero
"Rioja, La",El Extranjero,2021M01,487,2021,Enero
