Totales Territoriales,Comunidades y Ciudades Autónomas,Provincias,Fecha,Año,Mes,Mes_nombre,media_pernoctaciones
Total Nacional,Castilla - La Mancha,Ciudad Real,2021-11-01,2021,11,Noviembre,1.63
Total Nacional,Castilla - La Mancha,Ciudad Real,2021-10-01,2021,10,Octubre,1.72
Total Nacional,Castilla - La Mancha,Ciudad Real,2021-09-01,2021,9,Septiembre,1.59
Total Nacional,Castilla - La Mancha,Ciudad Real,2021-08-01,2021,8,Agosto,1.67
Total Nacional,Castilla - La Mancha,Ciudad Real,2021-07-01,2021,7,Julio,1.6
Total Nacional,Castilla - La Mancha,Ciudad Real,2021-06-01,2021,6,Junio,1.62
Total Nacional,Castilla - La Mancha,Ciudad Real,2021-05-01,2021,5,Mayo,1.75
Total Nacional,Castilla - La Mancha,Ciudad Real,2021-04-01,2021,4,Abril,1.7
Total Nacional,Castilla - La Mancha,Ciudad Real,2021-03-01,2021,3,Marzo,1.63
Total Nacional,Castilla - La Mancha,Ciudad Real,2021-02-01,2021,2,Febrero,1.77
Total Nacional,Castilla - La Mancha,Ciudad Real,2021-01-01,2021,1,Enero,1.83
Total Nacional,Castilla - La Mancha,Cuenca,2022-12-01,2022,12,Diciembre,1.73
Total Nacional,Castilla - La Mancha,Cuenca,2022-11-01,2022,11,Noviembre,1.74
Total Nacional,Castilla - La Mancha,Cuenca,2022-10-01,2022,10,Octubre,1.81
Total Nacional,Castilla - La Mancha,Cuenca,2022-09-01,2022,9,Septiembre,1.83
Total Nacional,Castilla - La Mancha,Cuenca,2022-08-01,2022,8,Agosto,1.77
Total Nacional,Castilla - La Mancha,Cuenca,2022-07-01,2022,7,Julio,1.8
Total Nacional,Castilla - La Mancha,Cuenca,2022-06-01,2022,6,Junio,1.82
Total Nacional,Castilla - La Mancha,Cuenca,2022-05-01,2022,5,Mayo,1.88
Total Nacional,Castilla - La Mancha,Cuenca,2022-04-01,2022,4,Abril,1.89
Total Nacional,Castilla - La Mancha,Cuenca,2022-03-01,2022,3,Marzo,1.94
Total Nacional,Castilla - La Mancha,Cuenca,2022-02-01,2022,2,Febrero,1.89
Total Nacional,Castilla - La Mancha,Cuenca,2022-01-01,2022,1,Enero,1.95
Total Nacional,Castilla - La Mancha,Cuenca,2021-12-01,2021,12,Diciembre,1.91
Total Nacional,Castilla - La Mancha,Cuenca,2021-11-01,2021,11,Noviembre,1.83
Total Nacional,Castilla - La Mancha,Cuenca,2021-10-01,2021,10,Octubre,1.88
Total Nacional,Castilla - La Mancha,Cuenca,2021-09-01,2021,9,Septiembre,1.87
Total Nacional,Castilla - La Mancha,Cuenca,2021-08-01,2021,8,Agosto,1.86
Total Nacional,Castilla - La Mancha,Cuenca,2021-07-01,2021,7,Julio,1.81
Total Nacional,Castilla - La Mancha,Cuenca,2021-06-01,2021,6,Junio,1.73
Total Nacional,Castilla - La Mancha,Cuenca,2021-05-01,2021,5,Mayo,1.84
Total Nacional,Castilla - La Mancha,Cuenca,2021-04-01,2021,4,Abril,1.94
Total Nacional,Castilla - La Mancha,Cuenca,2021-03-01,2021,3,Marzo,1.88
Total Nacional,Castilla - La Mancha,Cuenca,2021-02-01,2021,2,Febrero,2.18
Total Nacional,Castilla - La Mancha,Cuenca,2021-01-01,2021,1,Enero,2.15
Total Nacional,Castilla - La Mancha,Guadalajara,2022-12-01,2022,12,Diciembre,2.0
Total Nacional,Castilla - La Mancha,Guadalajara,2022-11-01,2022,11,Noviembre,1.65
Total Nacional,Castilla - La Mancha,Guadalajara,2022-10-01,2022,10,Octubre,1.82
Total Nacional,Castilla - La Mancha,Guadalajara,2022-09-01,2022,9,Septiembre,1.82
Total Nacional,Castilla - La Mancha,Guadalajara,2022-08-01,2022,8,Agosto,1.86
Total Nacional,Castilla - La Mancha,Guadalajara,2022-07-01,2022,7,Julio,1.77
Total Nacional,Castilla - La Mancha,Guadalajara,2022-06-01,2022,6,Junio,1.92
Total Nacional,Castilla - La Mancha,Guadalajara,2022-05-01,2022,5,Mayo,1.84
Total Nacional,Castilla - La Mancha,Guadalajara,2022-04-01,2022,4,Abril,1.85
Total Nacional,Castilla - La Mancha,Guadalajara,2022-03-01,2022,3,Marzo,1.79
Total Nacional,Castilla - La Mancha,Guadalajara,2022-02-01,2022,2,Febrero,1.72
Total Nacional,Castilla - La Mancha,Guadalajara,2022-01-01,2022,1,Enero,1.62
Total Nacional,Castilla - La Mancha,Guadalajara,2021-12-01,2021,12,Diciembre,1.68
Total Nacional,Castilla - La Mancha,Guadalajara,2021-11-01,2021,11,Noviembre,1.74
Total Nacional,Castilla - La Mancha,Guadalajara,2021-10-01,2021,10,Octubre,1.72
Total Nacional,Castilla - La Mancha,Guadalajara,2021-09-01,2021,9,Septiembre,1.66
Total Nacional,Castilla - La Mancha,Guadalajara,2021-08-01,2021,8,Agosto,1.72
Total Nacional,Castilla - La Mancha,Guadalajara,2021-07-01,2021,7,Julio,1.82
Total Nacional,Castilla - La Mancha,Guadalajara,2021-06-01,2021,6,Junio,1.83
Total Nacional,Castilla - La Mancha,Guadalajara,2021-05-01,2021,5,Mayo,1.74
Total Nacional,Castilla - La Mancha,Guadalajara,2021-04-01,2021,4,Abril,1.69
Total Nacional,Castilla - La Mancha,Guadalajara,2021-03-01,2021,3,Marzo,1.86
Total Nacional,Castilla - La Mancha,Guadalajara,2021-02-01,2021,2,Febrero,1.89
Total Nacional,Castilla - La Mancha,Guadalajara,2021-01-01,2021,1,Enero,1.84
Total Nacional,Castilla - La Mancha,Toledo,2022-12-01,2022,12,Diciembre,1.67
Total Nacional,Castilla - La Mancha,Toledo,2022-11-01,2022,11,Noviembre,1.67
Total Nacional,Castilla - La Mancha,Toledo,2022-10-01,2022,10,Octubre,1.69
Total Nacional,Castilla - La Mancha,Toledo,2022-09-01,2022,9,Septiembre,1.66
Total Nacional,Castilla - La Mancha,Toledo,2022-08-01,2022,8,Agosto,1.65
Total Nacional,Castilla - La Mancha,Toledo,2022-07-01,2022,7,Julio,1.57
Total Nacional,Castilla - La Mancha,Toledo,2022-06-01,2022,6,Junio,1.61
Total Nacional,Castilla - La Mancha,Toledo,2022-05-01,2022,5,Mayo,1.66
Total Nacional,Castilla - La Mancha,Toledo,2022-04-01,2022,4,Abril,1.71
Total Nacional,Castilla - La Mancha,Toledo,2022-03-01,2022,3,Marzo,1.72
Total Nacional,Castilla - La Mancha,Toledo,2022-02-01,2022,2,Febrero,1.65
Total Nacional,Castilla - La Mancha,Toledo,2022-01-01,2022,1,Enero,1.64
Total Nacional,Castilla - La Mancha,Toledo,2021-12-01,2021,12,Diciembre,1.7
Total Nacional,Castilla - La Mancha,Toledo,2021-11-01,2021,11,Noviembre,1.64
Total Nacional,Castilla - La Mancha,Toledo,2021-10-01,2021,10,Octubre,1.62
Total Nacional,Castilla - La Mancha,Toledo,2021-09-01,2021,9,Septiembre,1.61
Total Nacional,Castilla - La Mancha,Toledo,2021-08-01,2021,8,Agosto,1.61
Total Nacional,Castilla - La Mancha,Toledo,2021-07-01,2021,7,Julio,1.58
Total Nacional,Castilla - La Mancha,Toledo,2021-06-01,2021,6,Junio,1.59
Total Nacional,Castilla - La Mancha,Toledo,2021-05-01,2021,5,Mayo,1.58
Total Nacional,Castilla - La Mancha,Toledo,2021-04-01,2021,4,Abril,1.73
Total Nacional,Castilla - La Mancha,Toledo,2021-03-01,2021,3,Marzo,1.83
Total Nacional,Castilla - La Mancha,Toledo,2021-02-01,2021,2,Febrero,1.83
Total Nacional,Castilla - La Mancha,Toledo,2021-01-01,2021,1,Enero,1.93
Total Nacional,Cataluï¿½a,,2022-12-01,2022,12,Diciembre,2.23
Total Nacional,Cataluï¿½a,,2022-11-01,2022,11,Noviembre,2.3
Total Nacional,Cataluï¿½a,,2022-10-01,2022,10,Octubre,2.56
Total Nacional,Cataluï¿½a,,2022-09-01,2022,9,Septiembre,2.93
Total Nacional,Cataluï¿½a,,2022-08-01,2022,8,Agosto,3.48
Total Nacional,Cataluï¿½a,,2022-07-01,2022,7,Julio,3.2
Total Nacional,Cataluï¿½a,,2022-06-01,2022,6,Junio,2.82
Total Nacional,Cataluï¿½a,,2022-05-01,2022,5,Mayo,2.67
Total Nacional,Cataluï¿½a,,2022-04-01,2022,4,Abril,2.58
Total Nacional,Cataluï¿½a,,2022-03-01,2022,3,Marzo,2.45
Total Nacional,Cataluï¿½a,,2022-02-01,2022,2,Febrero,2.28
Total Nacional,Cataluï¿½a,,2022-01-01,2022,1,Enero,2.25
Total Nacional,Cataluï¿½a,,2021-12-01,2021,12,Diciembre,2.18
Total Nacional,Cataluï¿½a,,2021-11-01,2021,11,Noviembre,2.23
Total Nacional,Cataluï¿½a,,2021-10-01,2021,10,Octubre,2.38
Total Nacional,Cataluï¿½a,,2021-09-01,2021,9,Septiembre,2.68
Total Nacional,Cataluï¿½a,,2021-08-01,2021,8,Agosto,3.15
Total Nacional,Cataluï¿½a,,2021-07-01,2021,7,Julio,2.75
Total Nacional,Cataluï¿½a,,2021-06-01,2021,6,Junio,2.17
Total Nacional,Cataluï¿½a,,2021-05-01,2021,5,Mayo,1.91
Total Nacional,Cataluï¿½a,,2021-04-01,2021,4,Abril,2.07
Total Nacional,Cataluï¿½a,,2021-03-01,2021,3,Marzo,1.86
Total Nacional,Cataluï¿½a,,2021-02-01,2021,2,Febrero,1.89
Total Nacional,Cataluï¿½a,,2021-01-01,2021,1,Enero,2.04
Total Nacional,Cataluï¿½a,Barcelona,2022-12-01,2022,12,Diciembre,2.37
Total Nacional,Cataluï¿½a,Barcelona,2022-11-01,2022,11,Noviembre,2.42
Total Nacional,Cataluï¿½a,Barcelona,2022-10-01,2022,10,Octubre,2.53
Total Nacional,Cataluï¿½a,Barcelona,2022-09-01,2022,9,Septiembre,2.7
Total Nacional,Cataluï¿½a,Barcelona,2022-08-01,2022,8,Agosto,3.14
Total Nacional,Cataluï¿½a,Barcelona,2022-07-01,2022,7,Julio,2.92
Total Nacional,Cataluï¿½a,Barcelona,2022-06-01,2022,6,Junio,2.81
Total Nacional,Cataluï¿½a,Barcelona,2022-05-01,2022,5,Mayo,2.7
Total Nacional,Cataluï¿½a,Barcelona,2022-04-01,2022,4,Abril,2.65
Total Nacional,Cataluï¿½a,Barcelona,2022-03-01,2022,3,Marzo,2.56
Total Nacional,Cataluï¿½a,Barcelona,2022-02-01,2022,2,Febrero,2.4
Total Nacional,Cataluï¿½a,Barcelona,2022-01-01,2022,1,Enero,2.38
Total Nacional,Cataluï¿½a,Barcelona,2021-12-01,2021,12,Diciembre,2.36
Total Nacional,Cataluï¿½a,Barcelona,2021-11-01,2021,11,Noviembre,2.43
Total Nacional,Cataluï¿½a,Barcelona,2021-10-01,2021,10,Octubre,2.53
Total Nacional,Cataluï¿½a,Barcelona,2021-09-01,2021,9,Septiembre,2.64
Total Nacional,Cataluï¿½a,Barcelona,2021-08-01,2021,8,Agosto,3.05
Total Nacional,Cataluï¿½a,Barcelona,2021-07-01,2021,7,Julio,2.66
Total Nacional,Cataluï¿½a,Barcelona,2021-06-01,2021,6,Junio,2.25
Total Nacional,Cataluï¿½a,Barcelona,2021-05-01,2021,5,Mayo,2.14
Total Nacional,Cataluï¿½a,Barcelona,2021-04-01,2021,4,Abril,2.21
Total Nacional,Cataluï¿½a,Barcelona,2021-03-01,2021,3,Marzo,1.98
Total Nacional,Cataluï¿½a,Barcelona,2021-02-01,2021,2,Febrero,1.94
Total Nacional,Cataluï¿½a,Barcelona,2021-01-01,2021,1,Enero,2.12
Total Nacional,Cataluï¿½a,Girona,2022-12-01,2022,12,Diciembre,1.92
Total Nacional,Cataluï¿½a,Girona,2022-11-01,2022,11,Noviembre,2.04
Total Nacional,Cataluï¿½a,Girona,2022-10-01,2022,10,Octubre,2.49
Total Nacional,Cataluï¿½a,Girona,2022-09-01,2022,9,Septiembre,3.03
Total Nacional,Cataluï¿½a,Girona,2022-08-01,2022,8,Agosto,3.76
Total Nacional,Cataluï¿½a,Girona,2022-07-01,2022,7,Julio,3.52
Total Nacional,Cataluï¿½a,Girona,2022-06-01,2022,6,Junio,2.72
Total Nacional,Cataluï¿½a,Girona,2022-05-01,2022,5,Mayo,2.58
Total Nacional,Cataluï¿½a,Girona,2022-04-01,2022,4,Abril,2.5
Total Nacional,Cataluï¿½a,Girona,2022-03-01,2022,3,Marzo,2.14
Total Nacional,Cataluï¿½a,Girona,2022-02-01,2022,2,Febrero,1.83
Total Nacional,Cataluï¿½a,Girona,2022-01-01,2022,1,Enero,1.84
Total Nacional,Cataluï¿½a,Girona,2021-12-01,2021,12,Diciembre,1.8
Total Nacional,Cataluï¿½a,Girona,2021-11-01,2021,11,Noviembre,1.83
Total Nacional,Cataluï¿½a,Girona,2021-10-01,2021,10,Octubre,2.27
Total Nacional,Cataluï¿½a,Girona,2021-09-01,2021,9,Septiembre,2.78
Total Nacional,Cataluï¿½a,Girona,2021-08-01,2021,8,Agosto,3.31
Total Nacional,Cataluï¿½a,Girona,2021-07-01,2021,7,Julio,2.95
Total Nacional,Cataluï¿½a,Girona,2021-06-01,2021,6,Junio,2.12
Total Nacional,Cataluï¿½a,Girona,2021-05-01,2021,5,Mayo,1.71
Total Nacional,Cataluï¿½a,Girona,2021-04-01,2021,4,Abril,1.76
Total Nacional,Cataluï¿½a,Girona,2021-03-01,2021,3,Marzo,1.59
Total Nacional,Cataluï¿½a,Girona,2021-02-01,2021,2,Febrero,1.66
Total Nacional,Cataluï¿½a,Girona,2021-01-01,2021,1,Enero,1.65
Total Nacional,Cataluï¿½a,Lleida,2022-12-01,2022,12,Diciembre,2.43
Total Nacional,Cataluï¿½a,Lleida,2022-11-01,2022,11,Noviembre,1.87
Total Nacional,Cataluï¿½a,Lleida,2022-10-01,2022,10,Octubre,1.98
Total Nacional,Cataluï¿½a,Lleida,2022-09-01,2022,9,Septiembre,2.01
Total Nacional,Cataluï¿½a,Lleida,2022-08-01,2022,8,Agosto,2.47
Total Nacional,Cataluï¿½a,Lleida,2022-07-01,2022,7,Julio,2.34
Total Nacional,Cataluï¿½a,Lleida,2022-06-01,2022,6,Junio,2.0
Total Nacional,Cataluï¿½a,Lleida,2022-05-01,2022,5,Mayo,1.88
Total Nacional,Cataluï¿½a,Lleida,2022-04-01,2022,4,Abril,2.13
Total Nacional,Cataluï¿½a,Lleida,2022-03-01,2022,3,Marzo,2.33
Total Nacional,Cataluï¿½a,Lleida,2022-02-01,2022,2,Febrero,2.5
Total Nacional,Cataluï¿½a,Lleida,2022-01-01,2022,1,Enero,2.54
Total Nacional,Cataluï¿½a,Lleida,2021-12-01,2021,12,Diciembre,2.28
Total Nacional,Cataluï¿½a,Lleida,2021-11-01,2021,11,Noviembre,1.71
Total Nacional,Cataluï¿½a,Lleida,2021-10-01,2021,10,Octubre,1.77
Total Nacional,Cataluï¿½a,Lleida,2021-09-01,2021,9,Septiembre,1.91
Total Nacional,Cataluï¿½a,Lleida,2021-08-01,2021,8,Agosto,2.59
Total Nacional,Cataluï¿½a,Lleida,2021-07-01,2021,7,Julio,2.24
Total Nacional,Cataluï¿½a,Lleida,2021-06-01,2021,6,Junio,1.91
Total Nacional,Cataluï¿½a,Lleida,2021-05-01,2021,5,Mayo,1.8
Total Nacional,Cataluï¿½a,Lleida,2021-04-01,2021,4,Abril,2.13
Total Nacional,Cataluï¿½a,Lleida,2021-03-01,2021,3,Marzo,1.86
Total Nacional,Cataluï¿½a,Lleida,2021-02-01,2021,2,Febrero,2.13
Total Nacional,Cataluï¿½a,Lleida,2021-01-01,2021,1,Enero,2.32
Total Nacional,Cataluï¿½a,Tarragona,2022-12-01,2022,12,Diciembre,1.57
Total Nacional,Cataluï¿½a,Tarragona,2022-11-01,2022,11,Noviembre,1.73
Total Nacional,Cataluï¿½a,Tarragona,2022-10-01,2022,10,Octubre,2.94
Total Nacional,Cataluï¿½a,Tarragona,2022-09-01,2022,9,Septiembre,3.74
Total Nacional,Cataluï¿½a,Tarragona,2022-08-01,2022,8,Agosto,4.21
Total Nacional,Cataluï¿½a,Tarragona,2022-07-01,2022,7,Julio,3.71
Total Nacional,Cataluï¿½a,Tarragona,2022-06-01,2022,6,Junio,3.1
Total Nacional,Cataluï¿½a,Tarragona,2022-05-01,2022,5,Mayo,2.77
Total Nacional,Cataluï¿½a,Tarragona,2022-04-01,2022,4,Abril,2.49
Total Nacional,Cataluï¿½a,Tarragona,2022-03-01,2022,3,Marzo,1.93
Total Nacional,Cataluï¿½a,Tarragona,2022-02-01,2022,2,Febrero,1.71
Total Nacional,Cataluï¿½a,Tarragona,2022-01-01,2022,1,Enero,1.59
Total Nacional,Cataluï¿½a,Tarragona,2021-12-01,2021,12,Diciembre,1.58
Total Nacional,Cataluï¿½a,Tarragona,2021-11-01,2021,11,Noviembre,1.6
Total Nacional,Cataluï¿½a,Tarragona,2021-10-01,2021,10,Octubre,2.22
Total Nacional,Cataluï¿½a,Tarragona,2021-09-01,2021,9,Septiembre,2.86
Total Nacional,Cataluï¿½a,Tarragona,2021-08-01,2021,8,Agosto,3.25
Total Nacional,Cataluï¿½a,Tarragona,2021-07-01,2021,7,Julio,2.78
