anio,tabla,pregunta,ambito,categoria,TOTAL,DE 5 A 9 TRABAJADORES,DE 10 A 49 TRABAJADORES,DE 50 A 249 TRABAJADORES,DE 250 A 499 TRABAJADORES,MÁS DE 499 TRABAJADORES
2023,EAL-20,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN TAMAÑO DE LA EMPRESA, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",total_empresas,De dirección,11.720302260634622,10.023979551503334,12.073995143850333,16.862629825592787,19.844834626378113,25.89376915219612
2023,EAL-20,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN TAMAÑO DE LA EMPRESA, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",total_empresas,De trabajo en equipo,25.101615980470772,28.78161040694968,21.26050273376771,25.132275132275133,28.460596161698653,31.205311542390195
2023,EAL-20,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN TAMAÑO DE LA EMPRESA, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",total_empresas,De atención al público/ trato a clientes,21.546537946507925,22.843816701362353,20.61942110503607,19.238683127572017,20.048999591670068,26.251276813074565
2023,EAL-20,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN TAMAÑO DE LA EMPRESA, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",total_empresas,Administrativas de oficina,15.40415312116101,15.530492678770631,15.496008524464164,14.66294336664707,14.250714577378522,11.8488253319714
2023,EAL-20,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN TAMAÑO DE LA EMPRESA, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",total_empresas,Técnicas específicas del puesto de trabajo,41.047325988805454,36.335608316424675,44.172620399322234,48.334313149127965,45.77378521845651,50.40858018386108
2023,EAL-20,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN TAMAÑO DE LA EMPRESA, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",total_empresas,"De resolución de problemas (localización de problemas o fallos, análisis de sus causas y búsqueda de soluciones)",12.247243827002002,13.544493926058658,10.52282215661956,14.124044679600235,13.719885667619437,16.24106230847804
2023,EAL-20,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN TAMAÑO DE LA EMPRESA, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",total_empresas,En lenguas extranjeras,8.198404954988762,5.161312990241289,8.189948818278687,20.649617871840093,29.236423029808083,29.16241062308478
2023,EAL-20,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN TAMAÑO DE LA EMPRESA, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",total_empresas,Generales de tecnologías de la información,12.089240358825876,11.988897379816772,11.151676070361766,15.902410346854792,19.926500612494895,23.23799795709908
2023,EAL-20,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN TAMAÑO DE LA EMPRESA, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",total_empresas,Profesionales de tecnologías de la información,6.125399452517983,6.826706017725544,5.137387111988401,7.084068195179306,8.697427521437321,9.85699693564862
2023,EAL-20,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN TAMAÑO DE LA EMPRESA, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",total_empresas,Básicas de cálculo y/o comunicación oral o escrita,1.914212016953772,2.087011515454953,1.688298076755114,1.76856750930825,4.001633319722336,3.9836567926455566
2023,EAL-20,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN TAMAÑO DE LA EMPRESA, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",total_empresas,Otras,18.897609802535165,19.45154461689812,18.852516289063185,17.21536351165981,15.067374438546343,11.644535240040858
