concepto,elemento,estadistico,desglose,categoria,unidadMedida,ola,valor,errorEstandar
CONOCIMIENTOS FINANCIEROS,INFLACION_CORRECTAS,PORCENTAJE DE RESPUESTAS,Todos los individuos,Todos los individuos,%,2016,58.20085907,0
CONOCIMIENTOS FINANCIEROS,INFLACION_INCORRECTAS,PORCENTAJE DE RESPUESTAS,Todos los individuos,Todos los individuos,%,2016,32.6615715,0
CONOCIMIENTOS FINANCIEROS,INFLACION_NO SABE,PORCENTAJE DE RESPUESTAS,Todos los individuos,Todos los individuos,%,2016,8.9248209,0
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_CORRECTAS,PORCENTAJE DE RESPUESTAS,Todos los individuos,Todos los individuos,%,2016,45.68555832,0
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_INCORRECTAS,PORCENTAJE DE RESPUESTAS,Todos los individuos,Todos los individuos,%,2016,43.67771149,0
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_NO SABE,PORCENTAJE DE RESPUESTAS,Todos los individuos,Todos los individuos,%,2016,10.39014721,0
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_CORRECTAS,PORCENTAJE DE RESPUESTAS,Todos los individuos,Todos los individuos,%,2016,48.50449371,0
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_INCORRECTAS,PORCENTAJE DE RESPUESTAS,Todos los individuos,Todos los individuos,%,2016,24.08043098,0
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_NO SABE,PORCENTAJE DE RESPUESTAS,Todos los individuos,Todos los individuos,%,2016,27.2233963,0
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_CORRECTAS,PORCENTAJE DE RESPUESTAS,Todos los individuos,Todos los individuos,%,2016,50.79697037,0
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_INCORRECTAS,PORCENTAJE DE RESPUESTAS,Todos los individuos,Todos los individuos,%,2016,33.47323608,0
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_NO SABE,PORCENTAJE DE RESPUESTAS,Todos los individuos,Todos los individuos,%,2016,15.51278782,0
CONOCIMIENTOS FINANCIEROS,INFLACION_CORRECTAS,PORCENTAJE DE RESPUESTAS,TOTAL,TOTAL,%,2016,0.6133268,1
CONOCIMIENTOS FINANCIEROS,INFLACION_INCORRECTAS,PORCENTAJE DE RESPUESTAS,TOTAL,TOTAL,%,2016,0.5845561,1
CONOCIMIENTOS FINANCIEROS,INFLACION_NO SABE,PORCENTAJE DE RESPUESTAS,TOTAL,TOTAL,%,2016,0.345801,1
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_CORRECTAS,PORCENTAJE DE RESPUESTAS,TOTAL,TOTAL,%,2016,0.5923694,1
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_INCORRECTAS,PORCENTAJE DE RESPUESTAS,TOTAL,TOTAL,%,2016,0.5998745,1
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_NO SABE,PORCENTAJE DE RESPUESTAS,TOTAL,TOTAL,%,2016,0.3565129,1
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_CORRECTAS,PORCENTAJE DE RESPUESTAS,TOTAL,TOTAL,%,2016,0.6237134,1
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_INCORRECTAS,PORCENTAJE DE RESPUESTAS,TOTAL,TOTAL,%,2016,0.5160178,1
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_NO SABE,PORCENTAJE DE RESPUESTAS,TOTAL,TOTAL,%,2016,0.5582686,1
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_CORRECTAS,PORCENTAJE DE RESPUESTAS,TOTAL,TOTAL,%,2016,0.3914241,1
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_INCORRECTAS,PORCENTAJE DE RESPUESTAS,TOTAL,TOTAL,%,2016,0.348904,1
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_NO SABE,PORCENTAJE DE RESPUESTAS,TOTAL,TOTAL,%,2016,0.3042703,1
CONOCIMIENTOS FINANCIEROS,INFLACION_CORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 18 y 34,%,2016,49.46765137,0
CONOCIMIENTOS FINANCIEROS,INFLACION_INCORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 18 y 34,%,2016,43.22806168,0
CONOCIMIENTOS FINANCIEROS,INFLACION_NO SABE,PORCENTAJE DE RESPUESTAS,EDAD,Entre 18 y 34,%,2016,7.096574306,0
CONOCIMIENTOS FINANCIEROS,INFLACION_CORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 35 y 44,%,2016,59.01486969,0
CONOCIMIENTOS FINANCIEROS,INFLACION_INCORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 35 y 44,%,2016,34.0255928,0
CONOCIMIENTOS FINANCIEROS,INFLACION_NO SABE,PORCENTAJE DE RESPUESTAS,EDAD,Entre 35 y 44,%,2016,6.824914455,0
CONOCIMIENTOS FINANCIEROS,INFLACION_CORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 45 y 54,%,2016,64.74649048,0
CONOCIMIENTOS FINANCIEROS,INFLACION_INCORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 45 y 54,%,2016,28.6431694,0
CONOCIMIENTOS FINANCIEROS,INFLACION_NO SABE,PORCENTAJE DE RESPUESTAS,EDAD,Entre 45 y 54,%,2016,6.569346905,0
CONOCIMIENTOS FINANCIEROS,INFLACION_CORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 55 y 64,%,2016,63.24263382,0
CONOCIMIENTOS FINANCIEROS,INFLACION_INCORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 55 y 64,%,2016,27.55307007,0
CONOCIMIENTOS FINANCIEROS,INFLACION_NO SABE,PORCENTAJE DE RESPUESTAS,EDAD,Entre 55 y 64,%,2016,8.829444885,0
CONOCIMIENTOS FINANCIEROS,INFLACION_CORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 65 y 79,%,2016,56.88360977,0
CONOCIMIENTOS FINANCIEROS,INFLACION_INCORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 65 y 79,%,2016,25.47050667,0
CONOCIMIENTOS FINANCIEROS,INFLACION_NO SABE,PORCENTAJE DE RESPUESTAS,EDAD,Entre 65 y 79,%,2016,17.27235413,0
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_CORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 18 y 34,%,2016,45.9852066,0
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_INCORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 18 y 34,%,2016,47.06541443,0
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_NO SABE,PORCENTAJE DE RESPUESTAS,EDAD,Entre 18 y 34,%,2016,6.826039314,0
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_CORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 35 y 44,%,2016,50.47497559,0
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_INCORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 35 y 44,%,2016,44.10248566,0
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_NO SABE,PORCENTAJE DE RESPUESTAS,EDAD,Entre 35 y 44,%,2016,5.369694233,0
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_CORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 45 y 54,%,2016,48.2939682,0
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_INCORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 45 y 54,%,2016,44.06068039,0
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_NO SABE,PORCENTAJE DE RESPUESTAS,EDAD,Entre 45 y 54,%,2016,7.298605919,0
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_CORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 55 y 64,%,2016,45.89489365,0
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_INCORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 55 y 64,%,2016,41.39468765,0
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_NO SABE,PORCENTAJE DE RESPUESTAS,EDAD,Entre 55 y 64,%,2016,12.2045002,0
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_CORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 65 y 79,%,2016,35.64888763,0
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_INCORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 65 y 79,%,2016,39.9713707,0
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_NO SABE,PORCENTAJE DE RESPUESTAS,EDAD,Entre 65 y 79,%,2016,24.07872963,0
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_CORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 18 y 34,%,2016,42.63950729,0
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_INCORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 18 y 34,%,2016,33.8567276,0
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_NO SABE,PORCENTAJE DE RESPUESTAS,EDAD,Entre 18 y 34,%,2016,23.29175758,0
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_CORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 35 y 44,%,2016,50.9768486,0
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_INCORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 35 y 44,%,2016,23.0740509,0
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_NO SABE,PORCENTAJE DE RESPUESTAS,EDAD,Entre 35 y 44,%,2016,25.84947968,0
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_CORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 45 y 54,%,2016,54.14765549,0
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_INCORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 45 y 54,%,2016,22.48345375,0
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_NO SABE,PORCENTAJE DE RESPUESTAS,EDAD,Entre 45 y 54,%,2016,23.11581612,0
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_CORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 55 y 64,%,2016,53.33411789,0
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_INCORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 55 y 64,%,2016,18.8895874,0
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_NO SABE,PORCENTAJE DE RESPUESTAS,EDAD,Entre 55 y 64,%,2016,27.707901,0
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_CORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 65 y 79,%,2016,42.19145966,0
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_INCORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 65 y 79,%,2016,18.22262573,0
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_NO SABE,PORCENTAJE DE RESPUESTAS,EDAD,Entre 65 y 79,%,2016,39.25948334,0
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_CORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 18 y 34,%,2016,46.03078842,0
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_INCORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 18 y 34,%,2016,41.38339996,0
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_NO SABE,PORCENTAJE DE RESPUESTAS,EDAD,Entre 18 y 34,%,2016,12.40478992,0
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_CORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 35 y 44,%,2016,53.48889542,0
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_INCORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 35 y 44,%,2016,33.73404312,0
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_NO SABE,PORCENTAJE DE RESPUESTAS,EDAD,Entre 35 y 44,%,2016,12.68136215,0
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_CORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 45 y 54,%,2016,55.72937012,0
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_INCORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 45 y 54,%,2016,31.72909927,0
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_NO SABE,PORCENTAJE DE RESPUESTAS,EDAD,Entre 45 y 54,%,2016,12.32792282,0
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_CORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 55 y 64,%,2016,54.1572113,0
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_INCORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 55 y 64,%,2016,29.27911377,0
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_NO SABE,PORCENTAJE DE RESPUESTAS,EDAD,Entre 55 y 64,%,2016,16.24728203,0
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_CORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 65 y 79,%,2016,44.90798569,0
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_INCORRECTAS,PORCENTAJE DE RESPUESTAS,EDAD,Entre 65 y 79,%,2016,27.88816833,0
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_NO SABE,PORCENTAJE DE RESPUESTAS,EDAD,Entre 65 y 79,%,2016,26.87018967,0
CONOCIMIENTOS FINANCIEROS,INFLACION_CORRECTAS,PORCENTAJE DE RESPUESTAS,SEXO,Hombre,%,2016,62.90786362,0
CONOCIMIENTOS FINANCIEROS,INFLACION_INCORRECTAS,PORCENTAJE DE RESPUESTAS,SEXO,Hombre,%,2016,30.55810547,0
CONOCIMIENTOS FINANCIEROS,INFLACION_NO SABE,PORCENTAJE DE RESPUESTAS,SEXO,Hombre,%,2016,6.337902546,0
CONOCIMIENTOS FINANCIEROS,INFLACION_CORRECTAS,PORCENTAJE DE RESPUESTAS,SEXO,Mujer,%,2016,53.60817337,0
CONOCIMIENTOS FINANCIEROS,INFLACION_INCORRECTAS,PORCENTAJE DE RESPUESTAS,SEXO,Mujer,%,2016,34.71395493,0
CONOCIMIENTOS FINANCIEROS,INFLACION_NO SABE,PORCENTAJE DE RESPUESTAS,SEXO,Mujer,%,2016,11.44891644,0
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_CORRECTAS,PORCENTAJE DE RESPUESTAS,SEXO,Hombre,%,2016,49.8885994,0
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_INCORRECTAS,PORCENTAJE DE RESPUESTAS,SEXO,Hombre,%,2016,42.89942932,0
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_NO SABE,PORCENTAJE DE RESPUESTAS,SEXO,Hombre,%,2016,6.846866608,0
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_CORRECTAS,PORCENTAJE DE RESPUESTAS,SEXO,Mujer,%,2016,41.58459091,0
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_INCORRECTAS,PORCENTAJE DE RESPUESTAS,SEXO,Mujer,%,2016,44.43709183,0
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_NO SABE,PORCENTAJE DE RESPUESTAS,SEXO,Mujer,%,2016,13.84737778,0
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_CORRECTAS,PORCENTAJE DE RESPUESTAS,SEXO,Hombre,%,2016,54.81444168,0
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_INCORRECTAS,PORCENTAJE DE RESPUESTAS,SEXO,Hombre,%,2016,23.63925552,0
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_NO SABE,PORCENTAJE DE RESPUESTAS,SEXO,Hombre,%,2016,21.43789864,0
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_CORRECTAS,PORCENTAJE DE RESPUESTAS,SEXO,Mujer,%,2016,42.34779358,0
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_INCORRECTAS,PORCENTAJE DE RESPUESTAS,SEXO,Mujer,%,2016,24.51089287,0
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_NO SABE,PORCENTAJE DE RESPUESTAS,SEXO,Mujer,%,2016,32.86839294,0
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_CORRECTAS,PORCENTAJE DE RESPUESTAS,SEXO,Hombre,%,2016,55.87030029,0
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_INCORRECTAS,PORCENTAJE DE RESPUESTAS,SEXO,Hombre,%,2016,32.36559677,0
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_NO SABE,PORCENTAJE DE RESPUESTAS,SEXO,Hombre,%,2016,11.54088879,0
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_CORRECTAS,PORCENTAJE DE RESPUESTAS,SEXO,Mujer,%,2016,45.84685135,0
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_INCORRECTAS,PORCENTAJE DE RESPUESTAS,SEXO,Mujer,%,2016,34.55397797,0
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_NO SABE,PORCENTAJE DE RESPUESTAS,SEXO,Mujer,%,2016,19.38822746,0
CONOCIMIENTOS FINANCIEROS,INFLACION_CORRECTAS,PORCENTAJE DE RESPUESTAS,EDUCACION,Inferior a bachillerato,%,2016,47.753479,0
CONOCIMIENTOS FINANCIEROS,INFLACION_INCORRECTAS,PORCENTAJE DE RESPUESTAS,EDUCACION,Inferior a bachillerato,%,2016,37.75540924,0
CONOCIMIENTOS FINANCIEROS,INFLACION_NO SABE,PORCENTAJE DE RESPUESTAS,EDUCACION,Inferior a bachillerato,%,2016,14.28466988,0
CONOCIMIENTOS FINANCIEROS,INFLACION_CORRECTAS,PORCENTAJE DE RESPUESTAS,EDUCACION,Bachillerato,%,2016,61.01615906,0
CONOCIMIENTOS FINANCIEROS,INFLACION_INCORRECTAS,PORCENTAJE DE RESPUESTAS,EDUCACION,Bachillerato,%,2016,32.69630051,0
CONOCIMIENTOS FINANCIEROS,INFLACION_NO SABE,PORCENTAJE DE RESPUESTAS,EDUCACION,Bachillerato,%,2016,6.133217335,0
CONOCIMIENTOS FINANCIEROS,INFLACION_CORRECTAS,PORCENTAJE DE RESPUESTAS,EDUCACION,Universitaria o equivalente,%,2016,69.73552704,0
CONOCIMIENTOS FINANCIEROS,INFLACION_INCORRECTAS,PORCENTAJE DE RESPUESTAS,EDUCACION,Universitaria o equivalente,%,2016,26.1204834,0
CONOCIMIENTOS FINANCIEROS,INFLACION_NO SABE,PORCENTAJE DE RESPUESTAS,EDUCACION,Universitaria o equivalente,%,2016,3.909147978,0
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_CORRECTAS,PORCENTAJE DE RESPUESTAS,EDUCACION,Inferior a bachillerato,%,2016,38.71124649,0
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_INCORRECTAS,PORCENTAJE DE RESPUESTAS,EDUCACION,Inferior a bachillerato,%,2016,41.85587311,0
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_NO SABE,PORCENTAJE DE RESPUESTAS,EDUCACION,Inferior a bachillerato,%,2016,19.27083588,0
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_CORRECTAS,PORCENTAJE DE RESPUESTAS,EDUCACION,Bachillerato,%,2016,47.78887177,0
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_INCORRECTAS,PORCENTAJE DE RESPUESTAS,EDUCACION,Bachillerato,%,2016,46.37166595,0
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_NO SABE,PORCENTAJE DE RESPUESTAS,EDUCACION,Bachillerato,%,2016,5.353627205,0
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_CORRECTAS,PORCENTAJE DE RESPUESTAS,EDUCACION,Universitaria o equivalente,%,2016,53.25272751,0
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_INCORRECTAS,PORCENTAJE DE RESPUESTAS,EDUCACION,Universitaria o equivalente,%,2016,44.22512054,0
CONOCIMIENTOS FINANCIEROS,TIPO INTERES COMPUESTO_NO SABE,PORCENTAJE DE RESPUESTAS,EDUCACION,Universitaria o equivalente,%,2016,2.350826025,0
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_CORRECTAS,PORCENTAJE DE RESPUESTAS,EDUCACION,Inferior a bachillerato,%,2016,37.95249557,0
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_INCORRECTAS,PORCENTAJE DE RESPUESTAS,EDUCACION,Inferior a bachillerato,%,2016,23.88240814,0
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_NO SABE,PORCENTAJE DE RESPUESTAS,EDUCACION,Inferior a bachillerato,%,2016,37.94813919,0
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_CORRECTAS,PORCENTAJE DE RESPUESTAS,EDUCACION,Bachillerato,%,2016,50.9361496,0
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_INCORRECTAS,PORCENTAJE DE RESPUESTAS,EDUCACION,Bachillerato,%,2016,25.16049957,0
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_NO SABE,PORCENTAJE DE RESPUESTAS,EDUCACION,Bachillerato,%,2016,23.64466286,0
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_CORRECTAS,PORCENTAJE DE RESPUESTAS,EDUCACION,Universitaria o equivalente,%,2016,60.42384338,0
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_INCORRECTAS,PORCENTAJE DE RESPUESTAS,EDUCACION,Universitaria o equivalente,%,2016,23.62768173,0
CONOCIMIENTOS FINANCIEROS,DIVERSIFICACION RIESGO_NO SABE,PORCENTAJE DE RESPUESTAS,EDUCACION,Universitaria o equivalente,%,2016,15.83364201,0
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_CORRECTAS,PORCENTAJE DE RESPUESTAS,EDUCACION,Inferior a bachillerato,%,2016,41.47240448,0
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_INCORRECTAS,PORCENTAJE DE RESPUESTAS,EDUCACION,Inferior a bachillerato,%,2016,34.49789429,0
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_NO SABE,PORCENTAJE DE RESPUESTAS,EDUCACION,Inferior a bachillerato,%,2016,23.83454704,0
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_CORRECTAS,PORCENTAJE DE RESPUESTAS,EDUCACION,Bachillerato,%,2016,53.24706268,0
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_INCORRECTAS,PORCENTAJE DE RESPUESTAS,EDUCACION,Bachillerato,%,2016,34.74282074,0
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_NO SABE,PORCENTAJE DE RESPUESTAS,EDUCACION,Bachillerato,%,2016,11.71050167,0
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_CORRECTAS,PORCENTAJE DE RESPUESTAS,EDUCACION,Universitaria o equivalente,%,2016,61.13736343,0
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_INCORRECTAS,PORCENTAJE DE RESPUESTAS,EDUCACION,Universitaria o equivalente,%,2016,31.32442665,0
CONOCIMIENTOS FINANCIEROS,INDICE TRES PREGUNTAS_NO SABE,PORCENTAJE DE RESPUESTAS,EDUCACION,Universitaria o equivalente,%,2016,7.364538193,0
CONOCIMIENTOS FINANCIEROS,INFLACION_CORRECTAS,PORCENTAJE DE RESPUESTAS,SITUACION LABORAL,Cuenta propia,%,2016,64.75955963,0
CONOCIMIENTOS FINANCIEROS,INFLACION_INCORRECTAS,PORCENTAJE DE RESPUESTAS,SITUACION LABORAL,Cuenta propia,%,2016,30.15424347,0
CONOCIMIENTOS FINANCIEROS,INFLACION_NO SABE,PORCENTAJE DE RESPUESTAS,SITUACION LABORAL,Cuenta propia,%,2016,4.765607834,0
CONOCIMIENTOS FINANCIEROS,INFLACION_CORRECTAS,PORCENTAJE DE RESPUESTAS,SITUACION LABORAL,Cuenta ajena,%,2016,61.04004288,0
CONOCIMIENTOS FINANCIEROS,INFLACION_INCORRECTAS,PORCENTAJE DE RESPUESTAS,SITUACION LABORAL,Cuenta ajena,%,2016,32.63783646,0
CONOCIMIENTOS FINANCIEROS,INFLACION_NO SABE,PORCENTAJE DE RESPUESTAS,SITUACION LABORAL,Cuenta ajena,%,2016,6.209867001,0
CONOCIMIENTOS FINANCIEROS,INFLACION_CORRECTAS,PORCENTAJE DE RESPUESTAS,SITUACION LABORAL,Desempleo,%,2016,50.71822357,0
CONOCIMIENTOS FINANCIEROS,INFLACION_INCORRECTAS,PORCENTAJE DE RESPUESTAS,SITUACION LABORAL,Desempleo,%,2016,38.81973648,0
CONOCIMIENTOS FINANCIEROS,INFLACION_NO SABE,PORCENTAJE DE RESPUESTAS,SITUACION LABORAL,Desempleo,%,2016,10.33084965,0
CONOCIMIENTOS FINANCIEROS,INFLACION_CORRECTAS,PORCENTAJE DE RESPUESTAS,SITUACION LABORAL,Jubilacion,%,2016,60.26470184,0
CONOCIMIENTOS FINANCIEROS,INFLACION_INCORRECTAS,PORCENTAJE DE RESPUESTAS,SITUACION LABORAL,Jubilacion,%,2016,25.71207809,0
CONOCIMIENTOS FINANCIEROS,INFLACION_NO SABE,PORCENTAJE DE RESPUESTAS,SITUACION LABORAL,Jubilacion,%,2016,13.60717106,0
CONOCIMIENTOS FINANCIEROS,INFLACION_CORRECTAS,PORCENTAJE DE RESPUESTAS,SITUACION LABORAL,Otros inactivos,%,2016,51.03634644,0
CONOCIMIENTOS FINANCIEROS,INFLACION_INCORRECTAS,PORCENTAJE DE RESPUESTAS,SITUACION LABORAL,Otros inactivos,%,2016,35.88233185,0
CONOCIMIENTOS FINANCIEROS,INFLACION_NO SABE,PORCENTAJE DE RESPUESTAS,SITUACION LABORAL,Otros inactivos,%,2016,12.81311703,0
