Tipo de alojamiento,Total Nacional,Comunidades y Ciudades Autónomas,Residencia: Nivel 2,Viajeros y pernoctaciones,Periodo,Total,año,mes,cod_comunidad,nombre_comunidad
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2025M12,6937385,2025,12,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2025M11,7413495,2025,11,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2025M10,11041430,2025,10,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2025M09,12050972,2025,9,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2025M08,13828672,2025,8,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2025M07,13044764,2025,7,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2025M06,12256716,2025,6,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2025M05,11803477,2025,5,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2025M04,10049832,2025,4,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2025M03,7708029,2025,3,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2025M02,6542730,2025,2,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2025M01,5774050,2025,1,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2024M12,6561380,2024,12,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2024M11,7152418,2024,11,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2024M10,10757739,2024,10,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2024M09,11753507,2024,9,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2024M08,13622908,2024,8,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2024M07,12692328,2024,7,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2024M06,11865112,2024,6,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2024M05,11768411,2024,5,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2024M04,9386103,2024,4,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2024M03,8433226,2024,3,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2024M02,6512168,2024,2,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2024M01,5660859,2024,1,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2023M12,6586138,2023,12,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2023M11,6798815,2023,11,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2023M10,10390441,2023,10,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2023M09,11627872,2023,9,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2023M08,13266497,2023,8,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2023M07,12680483,2023,7,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2023M06,11535550,2023,6,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2023M05,10580202,2023,5,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2023M04,9829384,2023,4,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2023M03,7361364,2023,3,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2023M02,5967064,2023,2,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2023M01,5367962,2023,1,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2022M12,6054556,2022,12,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2022M11,6284698,2022,11,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2022M10,9743259,2022,10,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2022M09,11050305,2022,9,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2022M08,12889916,2022,8,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2022M07,12292936,2022,7,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2022M06,10990468,2022,6,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2022M05,9920671,2022,5,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2022M04,8689822,2022,4,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2022M03,6061398,2022,3,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2022M02,5133961,2022,2,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2022M01,3770578,2022,1,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2021M12,4881952,2021,12,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2021M11,5391958,2021,11,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2021M10,8131666,2021,10,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2021M09,8256057,2021,9,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2021M08,10408035,2021,8,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2021M07,8544001,2021,7,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2021M06,5676067,2021,6,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2021M05,3404118,2021,5,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2021M04,1955719,2021,4,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2021M03,1770722,2021,3,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2021M02,1179236,2021,2,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Viajero,2021M01,1124601,2021,1,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2025M12,18546462,2025,12,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2025M11,20301411,2025,11,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2025M10,34281206,2025,10,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2025M09,39420118,2025,9,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2025M08,48181913,2025,8,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2025M07,44691923,2025,7,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2025M06,38982683,2025,6,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2025M05,35565862,2025,5,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2025M04,28957925,2025,4,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2025M03,22393743,2025,3,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2025M02,18373966,2025,2,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2025M01,16830947,2025,1,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2024M12,18025526,2024,12,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2024M11,19978052,2024,11,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2024M10,33836772,2024,10,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2024M09,38965938,2024,9,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2024M08,47760600,2024,8,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2024M07,43918939,2024,7,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2024M06,38185201,2024,6,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2024M05,35701080,2024,5,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2024M04,27099375,2024,4,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2024M03,24520234,2024,3,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2024M02,18581766,2024,2,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2024M01,16491597,2024,1,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2023M12,17913857,2023,12,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2023M11,19023828,2023,11,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2023M10,32415687,2023,10,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2023M09,37980229,2023,9,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2023M08,46695607,2023,8,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2023M07,43109417,2023,7,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2023M06,36255025,2023,6,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2023M05,32187667,2023,5,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2023M04,28046754,2023,4,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2023M03,20597741,2023,3,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2023M02,16816547,2023,2,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2023M01,15472477,2023,1,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2022M12,16627833,2022,12,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2022M11,17661676,2022,11,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2022M10,29865924,2022,10,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2022M09,35999861,2022,9,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2022M08,46140100,2022,8,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2022M07,42121775,2022,7,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2022M06,35111326,2022,6,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2022M05,29785395,2022,5,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2022M04,25197638,2022,4,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2022M03,17632648,2022,3,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2022M02,13623546,2022,2,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2022M01,10598385,2022,1,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2021M12,13220155,2021,12,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2021M11,14930647,2021,11,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2021M10,23935219,2021,10,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2021M09,25679512,2021,9,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2021M08,34460041,2021,8,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2021M07,26351353,2021,7,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2021M06,14259621,2021,6,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2021M05,7342738,2021,5,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2021M04,4142415,2021,4,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2021M03,3588559,2021,3,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2021M02,2436961,2021,2,,
Encuesta de Ocupación Hotelera,Total Nacional,,,Pernoctaciones,2021M01,2459473,2021,1,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2025M12,3777442,2025,12,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2025M11,3819809,2025,11,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2025M10,4645026,2025,10,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2025M09,5085693,2025,9,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2025M08,6409255,2025,8,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2025M07,5842459,2025,7,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2025M06,5440374,2025,6,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2025M05,4933125,2025,5,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2025M04,4593215,2025,4,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2025M03,3794808,2025,3,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2025M02,3423944,2025,2,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2025M01,2916184,2025,1,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2024M12,3645324,2024,12,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2024M11,3755355,2024,11,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2024M10,4523969,2024,10,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2024M09,4991258,2024,9,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2024M08,6363350,2024,8,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2024M07,5756518,2024,7,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2024M06,5419681,2024,6,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2024M05,4928517,2024,5,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2024M04,4181084,2024,4,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2024M03,4412670,2024,3,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2024M02,3422317,2024,2,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2024M01,2919329,2024,1,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2023M12,3736128,2023,12,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2023M11,3586759,2023,11,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2023M10,4589155,2023,10,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2023M09,5122862,2023,9,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2023M08,6381789,2023,8,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2023M07,6012479,2023,7,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2023M06,5455490,2023,6,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2023M05,4553381,2023,5,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2023M04,4983861,2023,4,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2023M03,3983218,2023,3,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2023M02,3337995,2023,2,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2023M01,2964949,2023,1,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2022M12,3567132,2022,12,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2022M11,3541109,2022,11,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2022M10,4657750,2022,10,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2022M09,5178258,2022,9,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2022M08,6526507,2022,8,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2022M07,6075062,2022,7,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2022M06,5422886,2022,6,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2022M05,4672236,2022,5,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2022M04,4733976,2022,4,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2022M03,3432900,2022,3,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2022M02,3164177,2022,2,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2022M01,2342492,2022,1,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2021M12,3164988,2021,12,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2021M11,3218059,2021,11,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2021M10,4590112,2021,10,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2021M09,4952050,2021,9,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2021M08,6935006,2021,8,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2021M07,5772248,2021,7,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2021M06,4179628,2021,6,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2021M05,2580060,2021,5,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2021M04,1559023,2021,4,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2021M03,1456708,2021,3,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2021M02,975226,2021,2,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Viajero,2021M01,889575,2021,1,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2025M12,7228948,2025,12,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2025M11,7528091,2025,11,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2025M10,9566101,2025,10,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2025M09,11902934,2025,9,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2025M08,17218949,2025,8,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2025M07,14895856,2025,7,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2025M06,12191754,2025,6,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2025M05,10891067,2025,5,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2025M04,10101779,2025,4,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2025M03,8077931,2025,3,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2025M02,6554049,2025,2,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2025M01,5704151,2025,1,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2024M12,7206683,2024,12,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2024M11,7578414,2024,11,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2024M10,9614409,2024,10,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2024M09,11754777,2024,9,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2024M08,17310199,2024,8,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2024M07,14743902,2024,7,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2024M06,12347782,2024,6,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2024M05,10623796,2024,5,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2024M04,8884448,2024,4,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2024M03,9421644,2024,3,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2024M02,6774732,2024,2,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2024M01,5762176,2024,1,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2023M12,7363463,2023,12,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2023M11,6957475,2023,11,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2023M10,9662174,2023,10,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2023M09,11783151,2023,9,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2023M08,17548462,2023,8,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2023M07,15303797,2023,7,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2023M06,12216070,2023,6,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2023M05,9784069,2023,5,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2023M04,10749390,2023,4,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2023M03,8037671,2023,3,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2023M02,6508332,2023,2,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2023M01,5810812,2023,1,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2022M12,7121128,2022,12,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2022M11,7046984,2022,11,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2022M10,9771323,2022,10,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2022M09,12065204,2022,9,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2022M08,18268800,2022,8,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2022M07,15608687,2022,7,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2022M06,12216496,2022,6,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2022M05,10052067,2022,5,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2022M04,10260559,2022,4,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2022M03,7071757,2022,3,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2022M02,6018570,2022,2,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2022M01,4536018,2022,1,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2021M12,6316273,2021,12,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2021M11,6088018,2021,11,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2021M10,9526090,2021,10,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2021M09,11812962,2021,9,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2021M08,19570475,2021,8,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2021M07,14839925,2021,7,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2021M06,8961374,2021,6,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2021M05,4695099,2021,5,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2021M04,2841406,2021,4,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2021M03,2591447,2021,3,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2021M02,1774784,2021,2,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en España,Pernoctaciones,2021M01,1682063,2021,1,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en el Extranjero,Viajero,2025M12,3159943,2025,12,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en el Extranjero,Viajero,2025M11,3593686,2025,11,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en el Extranjero,Viajero,2025M10,6396404,2025,10,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en el Extranjero,Viajero,2025M09,6965279,2025,9,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en el Extranjero,Viajero,2025M08,7419417,2025,8,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en el Extranjero,Viajero,2025M07,7202305,2025,7,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en el Extranjero,Viajero,2025M06,6816343,2025,6,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en el Extranjero,Viajero,2025M05,6870352,2025,5,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en el Extranjero,Viajero,2025M04,5456618,2025,4,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en el Extranjero,Viajero,2025M03,3913221,2025,3,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en el Extranjero,Viajero,2025M02,3118786,2025,2,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en el Extranjero,Viajero,2025M01,2857866,2025,1,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en el Extranjero,Viajero,2024M12,2916057,2024,12,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en el Extranjero,Viajero,2024M11,3397063,2024,11,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en el Extranjero,Viajero,2024M10,6233770,2024,10,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en el Extranjero,Viajero,2024M09,6762248,2024,9,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en el Extranjero,Viajero,2024M08,7259558,2024,8,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en el Extranjero,Viajero,2024M07,6935810,2024,7,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en el Extranjero,Viajero,2024M06,6445432,2024,6,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en el Extranjero,Viajero,2024M05,6839894,2024,5,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en el Extranjero,Viajero,2024M04,5205019,2024,4,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en el Extranjero,Viajero,2024M03,4020556,2024,3,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en el Extranjero,Viajero,2024M02,3089851,2024,2,,
Encuesta de Ocupación Hotelera,Total Nacional,,Residentes en el Extranjero,Viajero,2024M01,2741530,2024,1,,
