Tipo de alojamiento,Total Nacional,Comunidades y Ciudades Autónomas,Residencia: Nivel 2,Viajeros y pernoctaciones,Periodo,Total,año,mes,cod_comunidad,nombre_comunidad
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Viajero,2022M04,,2022,4,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Viajero,2022M03,,2022,3,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Viajero,2022M02,,2022,2,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Viajero,2022M01,,2022,1,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Viajero,2021M12,,2021,12,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Viajero,2021M11,,2021,11,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Viajero,2021M10,106,2021,10,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Viajero,2021M09,1475,2021,9,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Viajero,2021M08,6772,2021,8,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Viajero,2021M07,4862,2021,7,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Viajero,2021M06,3472,2021,6,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Viajero,2021M05,2821,2021,5,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Viajero,2021M04,,2021,4,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Viajero,2021M03,,2021,3,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Viajero,2021M02,,2021,2,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Viajero,2021M01,,2021,1,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2025M12,,2025,12,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2025M11,,2025,11,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2025M10,,2025,10,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2025M09,,2025,9,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2025M08,32591,2025,8,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2025M07,19987,2025,7,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2025M06,,2025,6,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2025M05,8248,2025,5,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2025M04,,2025,4,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2025M03,,2025,3,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2025M02,,2025,2,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2025M01,,2025,1,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2024M12,,2024,12,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2024M11,,2024,11,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2024M10,,2024,10,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2024M09,16028,2024,9,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2024M08,32401,2024,8,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2024M07,22166,2024,7,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2024M06,16530,2024,6,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2024M05,7587,2024,5,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2024M04,,2024,4,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2024M03,,2024,3,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2024M02,,2024,2,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2024M01,,2024,1,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2023M12,,2023,12,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2023M11,,2023,11,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2023M10,525,2023,10,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2023M09,12575,2023,9,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2023M08,34342,2023,8,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2023M07,22138,2023,7,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2023M06,18238,2023,6,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2023M05,7651,2023,5,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2023M04,,2023,4,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2023M03,,2023,3,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2023M02,,2023,2,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2023M01,,2023,1,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2022M12,,2022,12,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2022M11,,2022,11,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2022M10,548,2022,10,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2022M09,14710,2022,9,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2022M08,35273,2022,8,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2022M07,23123,2022,7,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2022M06,18525,2022,6,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2022M05,5774,2022,5,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2022M04,,2022,4,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2022M03,,2022,3,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2022M02,,2022,2,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2022M01,,2022,1,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2021M12,,2021,12,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2021M11,,2021,11,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2021M10,748,2021,10,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2021M09,12439,2021,9,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2021M08,34232,2021,8,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2021M07,23122,2021,7,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2021M06,13115,2021,6,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2021M05,8397,2021,5,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2021M04,,2021,4,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2021M03,,2021,3,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2021M02,,2021,2,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en España,Pernoctaciones,2021M01,,2021,1,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2025M12,,2025,12,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2025M11,,2025,11,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2025M10,,2025,10,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2025M09,,2025,9,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2025M08,6240,2025,8,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2025M07,6725,2025,7,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2025M06,,2025,6,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2025M05,1899,2025,5,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2025M04,,2025,4,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2025M03,,2025,3,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2025M02,,2025,2,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2025M01,,2025,1,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2024M12,,2024,12,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2024M11,,2024,11,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2024M10,,2024,10,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2024M09,4032,2024,9,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2024M08,5225,2024,8,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2024M07,6183,2024,7,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2024M06,3737,2024,6,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2024M05,2575,2024,5,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2024M04,,2024,4,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2024M03,,2024,3,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2024M02,,2024,2,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2024M01,,2024,1,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2023M12,,2023,12,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2023M11,,2023,11,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2023M10,1530,2023,10,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2023M09,4048,2023,9,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2023M08,5500,2023,8,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2023M07,7043,2023,7,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2023M06,3231,2023,6,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2023M05,1974,2023,5,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2023M04,,2023,4,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2023M03,,2023,3,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2023M02,,2023,2,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2023M01,,2023,1,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2022M12,,2022,12,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2022M11,,2022,11,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2022M10,1337,2022,10,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2022M09,3882,2022,9,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2022M08,4751,2022,8,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2022M07,6806,2022,7,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2022M06,3452,2022,6,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2022M05,2085,2022,5,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2022M04,,2022,4,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2022M03,,2022,3,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2022M02,,2022,2,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2022M01,,2022,1,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2021M12,,2021,12,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2021M11,,2021,11,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2021M10,1269,2021,10,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2021M09,2249,2021,9,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2021M08,3630,2021,8,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2021M07,4165,2021,7,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2021M06,1700,2021,6,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2021M05,381,2021,5,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2021M04,,2021,4,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2021M03,,2021,3,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2021M02,,2021,2,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Viajero,2021M01,,2021,1,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2025M12,,2025,12,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2025M11,,2025,11,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2025M10,,2025,10,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2025M09,,2025,9,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2025M08,35394,2025,8,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2025M07,44395,2025,7,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2025M06,,2025,6,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2025M05,12506,2025,5,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2025M04,,2025,4,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2025M03,,2025,3,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2025M02,,2025,2,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2025M01,,2025,1,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2024M12,,2024,12,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2024M11,,2024,11,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2024M10,,2024,10,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2024M09,25268,2024,9,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2024M08,39982,2024,8,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2024M07,42493,2024,7,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2024M06,22113,2024,6,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2024M05,15285,2024,5,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2024M04,,2024,4,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2024M03,,2024,3,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2024M02,,2024,2,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2024M01,,2024,1,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2023M12,,2023,12,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2023M11,,2023,11,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2023M10,10478,2023,10,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2023M09,24781,2023,9,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2023M08,41063,2023,8,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2023M07,43325,2023,7,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2023M06,21572,2023,6,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2023M05,13346,2023,5,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2023M04,,2023,4,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2023M03,,2023,3,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2023M02,,2023,2,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2023M01,,2023,1,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2022M12,,2022,12,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2022M11,,2022,11,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2022M10,9449,2022,10,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2022M09,23957,2022,9,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2022M08,35390,2022,8,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2022M07,46174,2022,7,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2022M06,22924,2022,6,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2022M05,13543,2022,5,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2022M04,,2022,4,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2022M03,,2022,3,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2022M02,,2022,2,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2022M01,,2022,1,04,"Balears, Illes"
Encuesta de Ocupación en Campings,Total Nacional,"04 Balears, Illes",Residentes en el Extranjero,Pernoctaciones,2021M12,,2021,12,04,"Balears, Illes"
