Totales Territoriales,Comunidades y Ciudades Autónomas,Provincias,Viajeros y pernoctaciones,Residencia: Nivel 2,Periodo,Total,cod_comunidad,nombre_comunidad,cod_provincia,nombre_provincia,año,mes
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2023M11,26594,16,País Vasco,01,Araba/Álava,2023,11
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2023M10,29266,16,País Vasco,01,Araba/Álava,2023,10
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2023M09,30018,16,País Vasco,01,Araba/Álava,2023,9
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2023M08,34306,16,País Vasco,01,Araba/Álava,2023,8
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2023M07,29070,16,País Vasco,01,Araba/Álava,2023,7
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2023M06,25701,16,País Vasco,01,Araba/Álava,2023,6
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2023M05,24774,16,País Vasco,01,Araba/Álava,2023,5
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2023M04,26990,16,País Vasco,01,Araba/Álava,2023,4
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2023M03,24858,16,País Vasco,01,Araba/Álava,2023,3
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2023M02,19895,16,País Vasco,01,Araba/Álava,2023,2
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2023M01,20262,16,País Vasco,01,Araba/Álava,2023,1
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2022M12,24316,16,País Vasco,01,Araba/Álava,2022,12
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2022M11,24043,16,País Vasco,01,Araba/Álava,2022,11
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2022M10,28037,16,País Vasco,01,Araba/Álava,2022,10
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2022M09,26529,16,País Vasco,01,Araba/Álava,2022,9
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2022M08,31811,16,País Vasco,01,Araba/Álava,2022,8
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2022M07,28057,16,País Vasco,01,Araba/Álava,2022,7
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2022M06,24420,16,País Vasco,01,Araba/Álava,2022,6
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2022M05,25469,16,País Vasco,01,Araba/Álava,2022,5
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2022M04,26586,16,País Vasco,01,Araba/Álava,2022,4
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2022M03,23209,16,País Vasco,01,Araba/Álava,2022,3
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2022M02,18289,16,País Vasco,01,Araba/Álava,2022,2
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2022M01,14076,16,País Vasco,01,Araba/Álava,2022,1
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2021M12,21270,16,País Vasco,01,Araba/Álava,2021,12
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2021M11,22056,16,País Vasco,01,Araba/Álava,2021,11
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2021M10,29148,16,País Vasco,01,Araba/Álava,2021,10
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2021M09,26044,16,País Vasco,01,Araba/Álava,2021,9
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2021M08,38753,16,País Vasco,01,Araba/Álava,2021,8
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2021M07,28214,16,País Vasco,01,Araba/Álava,2021,7
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2021M06,20582,16,País Vasco,01,Araba/Álava,2021,6
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2021M05,15377,16,País Vasco,01,Araba/Álava,2021,5
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2021M04,12639,16,País Vasco,01,Araba/Álava,2021,4
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2021M03,12678,16,País Vasco,01,Araba/Álava,2021,3
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2021M02,6304,16,País Vasco,01,Araba/Álava,2021,2
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2021M01,6823,16,País Vasco,01,Araba/Álava,2021,1
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2025M12,7988,16,País Vasco,01,Araba/Álava,2025,12
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2025M11,8525,16,País Vasco,01,Araba/Álava,2025,11
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2025M10,15296,16,País Vasco,01,Araba/Álava,2025,10
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2025M09,17212,16,País Vasco,01,Araba/Álava,2025,9
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2025M08,22999,16,País Vasco,01,Araba/Álava,2025,8
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2025M07,22066,16,País Vasco,01,Araba/Álava,2025,7
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2025M06,14839,16,País Vasco,01,Araba/Álava,2025,6
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2025M05,16128,16,País Vasco,01,Araba/Álava,2025,5
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2025M04,12322,16,País Vasco,01,Araba/Álava,2025,4
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2025M03,8586,16,País Vasco,01,Araba/Álava,2025,3
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2025M02,5674,16,País Vasco,01,Araba/Álava,2025,2
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2025M01,6241,16,País Vasco,01,Araba/Álava,2025,1
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2024M12,8003,16,País Vasco,01,Araba/Álava,2024,12
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2024M11,7959,16,País Vasco,01,Araba/Álava,2024,11
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2024M10,14405,16,País Vasco,01,Araba/Álava,2024,10
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2024M09,16424,16,País Vasco,01,Araba/Álava,2024,9
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2024M08,22835,16,País Vasco,01,Araba/Álava,2024,8
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2024M07,21720,16,País Vasco,01,Araba/Álava,2024,7
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2024M06,14638,16,País Vasco,01,Araba/Álava,2024,6
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2024M05,14939,16,País Vasco,01,Araba/Álava,2024,5
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2024M04,11349,16,País Vasco,01,Araba/Álava,2024,4
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2024M03,8415,16,País Vasco,01,Araba/Álava,2024,3
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2024M02,5430,16,País Vasco,01,Araba/Álava,2024,2
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2024M01,6337,16,País Vasco,01,Araba/Álava,2024,1
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2023M12,6525,16,País Vasco,01,Araba/Álava,2023,12
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2023M11,7790,16,País Vasco,01,Araba/Álava,2023,11
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2023M10,12874,16,País Vasco,01,Araba/Álava,2023,10
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2023M09,17288,16,País Vasco,01,Araba/Álava,2023,9
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2023M08,22656,16,País Vasco,01,Araba/Álava,2023,8
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2023M07,20627,16,País Vasco,01,Araba/Álava,2023,7
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2023M06,13805,16,País Vasco,01,Araba/Álava,2023,6
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2023M05,13554,16,País Vasco,01,Araba/Álava,2023,5
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2023M04,10599,16,País Vasco,01,Araba/Álava,2023,4
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2023M03,7003,16,País Vasco,01,Araba/Álava,2023,3
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2023M02,5553,16,País Vasco,01,Araba/Álava,2023,2
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2023M01,5387,16,País Vasco,01,Araba/Álava,2023,1
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2022M12,5299,16,País Vasco,01,Araba/Álava,2022,12
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2022M11,6280,16,País Vasco,01,Araba/Álava,2022,11
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2022M10,10666,16,País Vasco,01,Araba/Álava,2022,10
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2022M09,14493,16,País Vasco,01,Araba/Álava,2022,9
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2022M08,20632,16,País Vasco,01,Araba/Álava,2022,8
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2022M07,20638,16,País Vasco,01,Araba/Álava,2022,7
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2022M06,13411,16,País Vasco,01,Araba/Álava,2022,6
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2022M05,11329,16,País Vasco,01,Araba/Álava,2022,5
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2022M04,8969,16,País Vasco,01,Araba/Álava,2022,4
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2022M03,6003,16,País Vasco,01,Araba/Álava,2022,3
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2022M02,4280,16,País Vasco,01,Araba/Álava,2022,2
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2022M01,4006,16,País Vasco,01,Araba/Álava,2022,1
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2021M12,4488,16,País Vasco,01,Araba/Álava,2021,12
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2021M11,6302,16,País Vasco,01,Araba/Álava,2021,11
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2021M10,9204,16,País Vasco,01,Araba/Álava,2021,10
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2021M09,10044,16,País Vasco,01,Araba/Álava,2021,9
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2021M08,12265,16,País Vasco,01,Araba/Álava,2021,8
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2021M07,10619,16,País Vasco,01,Araba/Álava,2021,7
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2021M06,4264,16,País Vasco,01,Araba/Álava,2021,6
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2021M05,2643,16,País Vasco,01,Araba/Álava,2021,5
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2021M04,2098,16,País Vasco,01,Araba/Álava,2021,4
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2021M03,1986,16,País Vasco,01,Araba/Álava,2021,3
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2021M02,1226,16,País Vasco,01,Araba/Álava,2021,2
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en el Extranjero,2021M01,2155,16,País Vasco,01,Araba/Álava,2021,1
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2025M12,78059,16,País Vasco,01,Araba/Álava,2025,12
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2025M11,82196,16,País Vasco,01,Araba/Álava,2025,11
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2025M10,102663,16,País Vasco,01,Araba/Álava,2025,10
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2025M09,105735,16,País Vasco,01,Araba/Álava,2025,9
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2025M08,122624,16,País Vasco,01,Araba/Álava,2025,8
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2025M07,111447,16,País Vasco,01,Araba/Álava,2025,7
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2025M06,99114,16,País Vasco,01,Araba/Álava,2025,6
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2025M05,100448,16,País Vasco,01,Araba/Álava,2025,5
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2025M04,91448,16,País Vasco,01,Araba/Álava,2025,4
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2025M03,81180,16,País Vasco,01,Araba/Álava,2025,3
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2025M02,61879,16,País Vasco,01,Araba/Álava,2025,2
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2025M01,64033,16,País Vasco,01,Araba/Álava,2025,1
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2024M12,78903,16,País Vasco,01,Araba/Álava,2024,12
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2024M11,79656,16,País Vasco,01,Araba/Álava,2024,11
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2024M10,89515,16,País Vasco,01,Araba/Álava,2024,10
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2024M09,98183,16,País Vasco,01,Araba/Álava,2024,9
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2024M08,114600,16,País Vasco,01,Araba/Álava,2024,8
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2024M07,102086,16,País Vasco,01,Araba/Álava,2024,7
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2024M06,84419,16,País Vasco,01,Araba/Álava,2024,6
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2024M05,86138,16,País Vasco,01,Araba/Álava,2024,5
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2024M04,75158,16,País Vasco,01,Araba/Álava,2024,4
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2024M03,82303,16,País Vasco,01,Araba/Álava,2024,3
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2024M02,59508,16,País Vasco,01,Araba/Álava,2024,2
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2024M01,57608,16,País Vasco,01,Araba/Álava,2024,1
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2023M12,68216,16,País Vasco,01,Araba/Álava,2023,12
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2023M11,72766,16,País Vasco,01,Araba/Álava,2023,11
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2023M10,88765,16,País Vasco,01,Araba/Álava,2023,10
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2023M09,97783,16,País Vasco,01,Araba/Álava,2023,9
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2023M08,116387,16,País Vasco,01,Araba/Álava,2023,8
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2023M07,97581,16,País Vasco,01,Araba/Álava,2023,7
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2023M06,76670,16,País Vasco,01,Araba/Álava,2023,6
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2023M05,72411,16,País Vasco,01,Araba/Álava,2023,5
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2023M04,73201,16,País Vasco,01,Araba/Álava,2023,4
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2023M03,63182,16,País Vasco,01,Araba/Álava,2023,3
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2023M02,54743,16,País Vasco,01,Araba/Álava,2023,2
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2023M01,50186,16,País Vasco,01,Araba/Álava,2023,1
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2022M12,57603,16,País Vasco,01,Araba/Álava,2022,12
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2022M11,60198,16,País Vasco,01,Araba/Álava,2022,11
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2022M10,77130,16,País Vasco,01,Araba/Álava,2022,10
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2022M09,77425,16,País Vasco,01,Araba/Álava,2022,9
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2022M08,101297,16,País Vasco,01,Araba/Álava,2022,8
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2022M07,90083,16,País Vasco,01,Araba/Álava,2022,7
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2022M06,73155,16,País Vasco,01,Araba/Álava,2022,6
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2022M05,70577,16,País Vasco,01,Araba/Álava,2022,5
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2022M04,66587,16,País Vasco,01,Araba/Álava,2022,4
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2022M03,58421,16,País Vasco,01,Araba/Álava,2022,3
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2022M02,44740,16,País Vasco,01,Araba/Álava,2022,2
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2022M01,35783,16,País Vasco,01,Araba/Álava,2022,1
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2021M12,51574,16,País Vasco,01,Araba/Álava,2021,12
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2021M11,56484,16,País Vasco,01,Araba/Álava,2021,11
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2021M10,73305,16,País Vasco,01,Araba/Álava,2021,10
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2021M09,69669,16,País Vasco,01,Araba/Álava,2021,9
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2021M08,98198,16,País Vasco,01,Araba/Álava,2021,8
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2021M07,69394,16,País Vasco,01,Araba/Álava,2021,7
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2021M06,46650,16,País Vasco,01,Araba/Álava,2021,6
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2021M05,32455,16,País Vasco,01,Araba/Álava,2021,5
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2021M04,28800,16,País Vasco,01,Araba/Álava,2021,4
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2021M03,27656,16,País Vasco,01,Araba/Álava,2021,3
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2021M02,16621,16,País Vasco,01,Araba/Álava,2021,2
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,,2021M01,17261,16,País Vasco,01,Araba/Álava,2021,1
Total Nacional,16 País Vasco,01 Araba/Álava,Pernoctaciones,Residentes en España,2025M12,56500,16,País Vasco,01,Araba/Álava,2025,12
