Puntos turísticos,Viajeros y pernoctaciones,Residencia,Periodo,Total,año,mes,cod_postal_ciudad,nombre_ciudad
29054 Fuengirola,Pernoctaciones,Residentes en España,2025M01,12063,2025,1,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2024M12,23501,2024,12,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2024M11,21635,2024,11,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2024M10,26194,2024,10,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2024M09,37172,2024,9,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2024M08,130269,2024,8,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2024M07,93163,2024,7,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2024M06,60581,2024,6,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2024M05,38304,2024,5,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2024M04,25282,2024,4,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2024M03,30889,2024,3,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2024M02,23557,2024,2,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2024M01,21702,2024,1,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2023M12,24236,2023,12,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2023M11,26223,2023,11,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2023M10,28440,2023,10,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2023M09,41497,2023,9,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2023M08,125610,2023,8,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2023M07,110843,2023,7,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2023M06,51801,2023,6,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2023M05,45342,2023,5,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2023M04,44459,2023,4,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2023M03,23319,2023,3,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2023M02,20095,2023,2,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2023M01,13537,2023,1,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2022M12,26344,2022,12,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2022M11,25840,2022,11,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2022M10,37061,2022,10,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2022M09,54180,2022,9,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2022M08,107929,2022,8,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2022M07,96889,2022,7,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2022M06,55110,2022,6,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2022M05,49583,2022,5,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2022M04,74609,2022,4,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2022M03,36725,2022,3,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2022M02,39840,2022,2,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2022M01,14239,2022,1,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2021M12,33790,2021,12,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2021M11,24280,2021,11,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2021M10,39317,2021,10,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2021M09,61954,2021,9,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2021M08,152071,2021,8,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2021M07,111869,2021,7,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2021M06,51485,2021,6,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2021M05,19127,2021,5,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2021M04,,2021,4,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2021M03,,2021,3,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2021M02,,2021,2,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en España,2021M01,,2021,1,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2025M12,101776,2025,12,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2025M11,138924,2025,11,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2025M10,216463,2025,10,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2025M09,218305,2025,9,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2025M08,204091,2025,8,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2025M07,199738,2025,7,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2025M06,198612,2025,6,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2025M05,202290,2025,5,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2025M04,165363,2025,4,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2025M03,143127,2025,3,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2025M02,90676,2025,2,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2025M01,74036,2025,1,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2024M12,89947,2024,12,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2024M11,143138,2024,11,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2024M10,205988,2024,10,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2024M09,204823,2024,9,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2024M08,194676,2024,8,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2024M07,180877,2024,7,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2024M06,161662,2024,6,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2024M05,184545,2024,5,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2024M04,173981,2024,4,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2024M03,167360,2024,3,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2024M02,123347,2024,2,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2024M01,101710,2024,1,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2023M12,92551,2023,12,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2023M11,134168,2023,11,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2023M10,218603,2023,10,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2023M09,208107,2023,9,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2023M08,189059,2023,8,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2023M07,185613,2023,7,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2023M06,190387,2023,6,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2023M05,183509,2023,5,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2023M04,135276,2023,4,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2023M03,90349,2023,3,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2023M02,76863,2023,2,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2023M01,66014,2023,1,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2022M12,54178,2022,12,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2022M11,97854,2022,11,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2022M10,188786,2022,10,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2022M09,190150,2022,9,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2022M08,186639,2022,8,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2022M07,172301,2022,7,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2022M06,174948,2022,6,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2022M05,169725,2022,5,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2022M04,124054,2022,4,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2022M03,84325,2022,3,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2022M02,49416,2022,2,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2022M01,38639,2022,1,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2021M12,36303,2021,12,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2021M11,68613,2021,11,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2021M10,127050,2021,10,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2021M09,120174,2021,9,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2021M08,97291,2021,8,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2021M07,67315,2021,7,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2021M06,25356,2021,6,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2021M05,15462,2021,5,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2021M04,,2021,4,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2021M03,,2021,3,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2021M02,,2021,2,29054,Fuengirola
29054 Fuengirola,Pernoctaciones,Residentes en el Extranjero,2021M01,,2021,1,29054,Fuengirola
29067 Málaga,Viajero,Residentes en España,2025M12,61859,2025,12,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2025M11,60181,2025,11,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2025M10,53127,2025,10,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2025M09,52981,2025,9,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2025M08,55626,2025,8,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2025M07,64036,2025,7,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2025M06,55941,2025,6,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2025M05,55444,2025,5,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2025M04,49491,2025,4,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2025M03,52497,2025,3,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2025M02,52353,2025,2,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2025M01,44372,2025,1,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2024M12,51330,2024,12,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2024M11,55527,2024,11,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2024M10,51934,2024,10,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2024M09,47992,2024,9,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2024M08,44136,2024,8,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2024M07,47452,2024,7,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2024M06,58652,2024,6,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2024M05,55290,2024,5,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2024M04,50360,2024,4,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2024M03,58043,2024,3,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2024M02,51134,2024,2,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2024M01,49223,2024,1,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2023M12,53217,2023,12,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2023M11,47884,2023,11,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2023M10,47862,2023,10,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2023M09,45316,2023,9,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2023M08,51650,2023,8,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2023M07,57618,2023,7,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2023M06,63820,2023,6,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2023M05,52852,2023,5,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2023M04,51998,2023,4,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2023M03,63631,2023,3,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2023M02,46985,2023,2,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2023M01,43944,2023,1,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2022M12,56790,2022,12,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2022M11,47171,2022,11,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2022M10,46676,2022,10,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2022M09,44539,2022,9,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2022M08,53078,2022,8,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2022M07,57005,2022,7,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2022M06,51817,2022,6,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2022M05,51315,2022,5,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2022M04,50509,2022,4,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2022M03,50899,2022,3,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2022M02,46576,2022,2,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2022M01,31175,2022,1,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2021M12,53573,2021,12,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2021M11,45506,2021,11,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2021M10,49568,2021,10,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2021M09,49471,2021,9,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2021M08,60308,2021,8,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2021M07,54745,2021,7,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2021M06,49288,2021,6,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2021M05,37697,2021,5,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2021M04,23717,2021,4,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2021M03,26171,2021,3,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2021M02,15289,2021,2,29067,Málaga
29067 Málaga,Viajero,Residentes en España,2021M01,16676,2021,1,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2025M12,76572,2025,12,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2025M11,87045,2025,11,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2025M10,113979,2025,10,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2025M09,109960,2025,9,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2025M08,116063,2025,8,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2025M07,115030,2025,7,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2025M06,106387,2025,6,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2025M05,111471,2025,5,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2025M04,116648,2025,4,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2025M03,94632,2025,3,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2025M02,65926,2025,2,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2025M01,62480,2025,1,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2024M12,69825,2024,12,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2024M11,74449,2024,11,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2024M10,97941,2024,10,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2024M09,93486,2024,9,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2024M08,92733,2024,8,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2024M07,91154,2024,7,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2024M06,84600,2024,6,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2024M05,95452,2024,5,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2024M04,92193,2024,4,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2024M03,70840,2024,3,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2024M02,66569,2024,2,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2024M01,66047,2024,1,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2023M12,58569,2023,12,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2023M11,70194,2023,11,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2023M10,91743,2023,10,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2023M09,87529,2023,9,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2023M08,82047,2023,8,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2023M07,82163,2023,7,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2023M06,74357,2023,6,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2023M05,90497,2023,5,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2023M04,83650,2023,4,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2023M03,69809,2023,3,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2023M02,52673,2023,2,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2023M01,54286,2023,1,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2022M12,50464,2022,12,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2022M11,50872,2022,11,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2022M10,73376,2022,10,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2022M09,77598,2022,9,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2022M08,73262,2022,8,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2022M07,72176,2022,7,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2022M06,67494,2022,6,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2022M05,72078,2022,5,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2022M04,64728,2022,4,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2022M03,51228,2022,3,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2022M02,36902,2022,2,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2022M01,31152,2022,1,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2021M12,34757,2021,12,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2021M11,45318,2021,11,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2021M10,57421,2021,10,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2021M09,45858,2021,9,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2021M08,47760,2021,8,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2021M07,43190,2021,7,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2021M06,24452,2021,6,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2021M05,18113,2021,5,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2021M04,9648,2021,4,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2021M03,6922,2021,3,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2021M02,3732,2021,2,29067,Málaga
29067 Málaga,Viajero,Residentes en el Extranjero,2021M01,5129,2021,1,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2025M12,101178,2025,12,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2025M11,98728,2025,11,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2025M10,94268,2025,10,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2025M09,97845,2025,9,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2025M08,125543,2025,8,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2025M07,116579,2025,7,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2025M06,92055,2025,6,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2025M05,95392,2025,5,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2025M04,88228,2025,4,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2025M03,88190,2025,3,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2025M02,80272,2025,2,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2025M01,73050,2025,1,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2024M12,97116,2024,12,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2024M11,89804,2024,11,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2024M10,84225,2024,10,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2024M09,88676,2024,9,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2024M08,100944,2024,8,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2024M07,87966,2024,7,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2024M06,97630,2024,6,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2024M05,92437,2024,5,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2024M04,80796,2024,4,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2024M03,100163,2024,3,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2024M02,83192,2024,2,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2024M01,80543,2024,1,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2023M12,102068,2023,12,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2023M11,84157,2023,11,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2023M10,85293,2023,10,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2023M09,86799,2023,9,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2023M08,118620,2023,8,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2023M07,109269,2023,7,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2023M06,112889,2023,6,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2023M05,97313,2023,5,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2023M04,99044,2023,4,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2023M03,108507,2023,3,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2023M02,82768,2023,2,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2023M01,81126,2023,1,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2022M12,104187,2022,12,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2022M11,86519,2022,11,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2022M10,86928,2022,10,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2022M09,88548,2022,9,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2022M08,124313,2022,8,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2022M07,117649,2022,7,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2022M06,103673,2022,6,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2022M05,96424,2022,5,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2022M04,100974,2022,4,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2022M03,88434,2022,3,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2022M02,80332,2022,2,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2022M01,56416,2022,1,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2021M12,100214,2021,12,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2021M11,86079,2021,11,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2021M10,106883,2021,10,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2021M09,112307,2021,9,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2021M08,150720,2021,8,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2021M07,123717,2021,7,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2021M06,102121,2021,6,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2021M05,66911,2021,5,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2021M04,37675,2021,4,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2021M03,39203,2021,3,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2021M02,22648,2021,2,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en España,2021M01,24420,2021,1,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en el Extranjero,2025M12,182933,2025,12,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en el Extranjero,2025M11,185803,2025,11,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en el Extranjero,2025M10,244981,2025,10,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en el Extranjero,2025M09,250638,2025,9,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en el Extranjero,2025M08,282432,2025,8,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en el Extranjero,2025M07,249074,2025,7,29067,Málaga
29067 Málaga,Pernoctaciones,Residentes en el Extranjero,2025M06,226391,2025,6,29067,Málaga
