ENCUESTA ANUAL LABORAL,,,,,EAL
,,,,,Volver al índice
"EAL-24. EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN  QUE SUPUSIERON CIERTOS MOTIVOS ",,,,,
Año 2020. Porcentaje sobre el total de empresas que proporcionaron formación a sus trabajadores.,,,,,
,TOTAL,NADA,POCO,BASTANTE,MUCHO
El nivel de formación de los empleados era el apropiado para las necesidades de la empresa,100,10.031,13.505,60.232,16.232
"La estrategia preferida de la empresa fue contratar personal con la cualificación, habilidades o competencias requeridas",100,32.843,22.364,35.637,9.155
Dificultad para evaluar la necesidades de formación de la empresa,100,37.356,45.367,15.583,1.694
La falta de cursos de formación adecuados en el mercado,100,31.751,39.726,21.844,6.679
El alto coste de los cursos de formación,100,24.188,36.048,29.953,9.811
El mayor esfuerzo realizado en años anteriores para ofrecer formación a sus trabajadores,100,38.558,35.28,23.59,2.573
La elevada carga de trabajo y el escaso tiempo disponible de los empleados de su empresa,100,19.757,27.189,39.518,13.536
Dificultad para acceder a ayudas o subvenciones públicas,100,28.6,34.344,26.123,10.934
"EAL-24a. EMPRESAS DE 5 A 49 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN  QUE SUPUSIERON CIERTOS MOTIVOS ",,,,,
Año 2020. Porcentaje sobre el total de empresas de 5 a 49 trabajadores que proporcionaron formación a sus trabajadores.,,,,,
,TOTAL,NADA,POCO,BASTANTE,MUCHO
El nivel de formación de los empleados era el apropiado para las necesidades de la empresa,100,9.562,12.413,60.887,17.138
"La estrategia preferida de la empresa fue contratar personal con la cualificación, habilidades o competencias requeridas",100,33.346,20.923,36.16,9.571
Dificultad para evaluar la necesidades de formación de la empresa,100,37.729,44.676,15.874,1.721
La falta de cursos de formación adecuados en el mercado,100,31.923,38.787,22.195,7.094
El alto coste de los cursos de formación,100,24.232,35.274,30.331,10.163
El mayor esfuerzo realizado en años anteriores para ofrecer formación a sus trabajadores,100,38.908,34.639,23.798,2.654
La elevada carga de trabajo y el escaso tiempo disponible de los empleados de su empresa,100,20.075,26.729,39.384,13.813
Dificultad para acceder a ayudas o subvenciones públicas,100,28.259,33.378,26.85,11.513
"EAL-24b. EMPRESAS DE 50 A 499 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN  QUE SUPUSIERON CIERTOS MOTIVOS",,,,,
Año 2020. Porcentaje sobre el total de empresas de 50 a 499 trabajadores que proporcionaron formación a sus trabajadores.,,,,,
,TOTAL,NADA,POCO,BASTANTE,MUCHO
El nivel de formación de los empleados era el apropiado para las necesidades de la empresa,100,13.333,21.38,56.102,9.185
"La estrategia preferida de la empresa fue contratar personal con la cualificación, habilidades o competencias requeridas",100,28.636,33.101,32.248,6.015
Dificultad para evaluar la necesidades de formación de la empresa,100,33.691,51.192,13.601,1.516
La falta de cursos de formación adecuados en el mercado,100,29.856,47.105,19.554,3.484
El alto coste de los cursos de formación,100,23.92,42.02,26.79,7.27
El mayor esfuerzo realizado en años anteriores para ofrecer formación a sus trabajadores,100,35.43,40.199,22.454,1.917
La elevada carga de trabajo y el escaso tiempo disponible de los empleados de su empresa,100,17.189,30.457,40.945,11.409
Dificultad para acceder a ayudas o subvenciones públicas,100,30.738,41.918,20.873,6.47
"EAL-24c. EMPRESAS DE MÁS DE 499 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN  QUE SUPUSIERON CIERTOS MOTIVOS",,,,,
Año 2020. Porcentaje sobre el total de empresas de más de 499 trabajadores que proporcionaron formación a sus trabajadores.,,,,,
,TOTAL,NADA,POCO,BASTANTE,MUCHO
El nivel de formación de los empleados era el apropiado para las necesidades de la empresa,100,19.936,34.377,40.575,5.112
"La estrategia preferida de la empresa fue contratar personal con la cualificación, habilidades o competencias requeridas",100,30.288,45.687,21.086,2.939
Dificultad para evaluar la necesidades de formación de la empresa,100,42.045,48.371,8.626,0.958
La falta de cursos de formación adecuados en el mercado,100,36.358,50.288,12.141,1.214
El alto coste de los cursos de formación,100,22.684,46.134,27.987,3.195
El mayor esfuerzo realizado en años anteriores para ofrecer formación a sus trabajadores,100,39.105,43.898,15.208,1.789
La elevada carga de trabajo y el escaso tiempo disponible de los empleados de su empresa,100,16.997,36.55,36.55,9.904
Dificultad para acceder a ayudas o subvenciones públicas,100,38.914,45.431,12.268,3.387
"EAL-24d. EMPRESAS DE LA INDUSTRIA QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN  QUE SUPUSIERON CIERTOS MOTIVOS",,,,,
