Año 2020. Porcentaje sobre el total de empresas en la industria que proporcionaron formación a sus trabajadores.,,,,,
,TOTAL,NADA,POCO,BASTANTE,MUCHO
El nivel de formación de los empleados era el apropiado para las necesidades de la empresa,100,9.306,17.331,58.63,14.734
"La estrategia preferida de la empresa fue contratar personal con la cualificación, habilidades o competencias requeridas",100,31.193,28.027,34.216,6.564
Dificultad para evaluar la necesidades de formación de la empresa,100,34.549,52.617,11.744,1.091
La falta de cursos de formación adecuados en el mercado,100,29.792,41.183,22.772,6.252
El alto coste de los cursos de formación,100,24.203,39.731,28.058,8.008
El mayor esfuerzo realizado en años anteriores para ofrecer formación a sus trabajadores,100,36.202,38.125,23.182,2.491
La elevada carga de trabajo y el escaso tiempo disponible de los empleados de su empresa,100,19.794,26.215,40.999,12.991
Dificultad para acceder a ayudas o subvenciones públicas,100,29.358,36.535,25.553,8.555
"EAL-24e. EMPRESAS DE LA CONSTRUCCIÓN QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN  QUE SUPUSIERON CIERTOS MOTIVOS ",,,,,
Año 2020. Porcentaje sobre el total de empresas en la construcción que proporcionaron formación a sus trabajadores.,,,,,
,TOTAL,NADA,POCO,BASTANTE,MUCHO
El nivel de formación de los empleados era el apropiado para las necesidades de la empresa,100,8.14,11.105,57.866,22.889
"La estrategia preferida de la empresa fue contratar personal con la cualificación, habilidades o competencias requeridas",100,27.31,22.514,37.285,12.891
Dificultad para evaluar la necesidades de formación de la empresa,100,36.157,48.322,13.777,1.745
La falta de cursos de formación adecuados en el mercado,100,32.579,41.737,20.027,5.657
El alto coste de los cursos de formación,100,25.483,32.647,31.949,9.921
El mayor esfuerzo realizado en años anteriores para ofrecer formación a sus trabajadores,100,39.675,32.718,24.953,2.654
La elevada carga de trabajo y el escaso tiempo disponible de los empleados de su empresa,100,21.381,25.189,38.46,14.97
Dificultad para acceder a ayudas o subvenciones públicas,100,29.154,32.32,28.252,10.275
"EAL-24f. EMPRESAS DEL SECTOR SERVICIOS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN  QUE SUPUSIERON CIERTOS MOTIVOS",,,,,
Año 2020. Porcentaje sobre el total de empresas en el sector servicios que proporcionaron formación a sus trabajadores.,,,,,
,TOTAL,NADA,POCO,BASTANTE,MUCHO
El nivel de formación de los empleados era el apropiado para las necesidades de la empresa,100,10.567,12.991,61.078,15.364
"La estrategia preferida de la empresa fue contratar personal con la cualificación, habilidades o competencias requeridas",100,34.293,20.911,35.687,9.109
Dificultad para evaluar la necesidades de formación de la empresa,100,38.287,42.99,16.888,1.836
La falta de cursos de formación adecuados en el mercado,100,32.089,38.983,21.95,6.978
El alto coste de los cursos de formación,100,23.941,35.758,30.057,10.244
El mayor esfuerzo realizado en años anteriores para ofrecer formación a sus trabajadores,100,38.941,35.043,23.438,2.578
La elevada carga de trabajo y el escaso tiempo disponible de los empleados de su empresa,100,19.443,27.808,39.344,13.405
Dificultad para acceder a ayudas o subvenciones públicas,100,28.305,34.171,25.868,11.656
