anio,tabla,pregunta,ambito,categoria,TOTAL,DE 5 A 9 TRABAJADORES,DE 10 A 49 TRABAJADORES,DE 50 A 249 TRABAJADORES,DE 250 A 499 TRABAJADORES,MÁS DE 499 TRABAJADORES
2021,EAL-20,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN TAMAÑO DE LA EMPRESA, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",total_empresas,De dirección,18.460771046731004,18.431138108099457,17.875769974371657,19.890610756608933,26.42626480086114,29.30019620667103
2021,EAL-20,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN TAMAÑO DE LA EMPRESA, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",total_empresas,De trabajo en equipo,25.83836268631654,28.64325899672264,22.900274268243333,24.81920388939532,29.44025834230355,31.45846958796599
2021,EAL-20,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN TAMAÑO DE LA EMPRESA, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",total_empresas,De atención al público/ trato a clientes,20.20861525696619,22.934036488636,17.154129760352504,20.783956244302644,18.353067814854683,27.07652060170046
2021,EAL-20,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN TAMAÑO DE LA EMPRESA, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",total_empresas,Administrativas de oficina,18.01775995416786,19.53604560545728,16.87648936648532,16.675782436949255,13.078579117330465,11.8378024852845
2021,EAL-20,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN TAMAÑO DE LA EMPRESA, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",total_empresas,Técnicas específicas del puesto de trabajo,46.67716986536809,43.31344143990264,48.14756530731532,56.57247037374658,52.529601722282024,53.56442119032047
2021,EAL-20,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN TAMAÑO DE LA EMPRESA, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",total_empresas,"De resolución de problemas (localización de problemas o fallos, análisis de sus causas y búsqueda de soluciones)",11.202204683965665,12.234048231614231,10.32327683107774,9.595867517471891,13.02475780409042,14.192282537606278
2021,EAL-20,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN TAMAÑO DE LA EMPRESA, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",total_empresas,En lenguas extranjeras,7.862088720749909,4.315010728811931,8.577626905265051,19.823761774536617,30.893433799784713,26.880313930673644
2021,EAL-20,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN TAMAÑO DE LA EMPRESA, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",total_empresas,Generales de tecnologías de la información,13.936822765930126,12.511609535298325,14.127062632075896,18.906107566089336,22.604951560818083,26.095487246566385
2021,EAL-20,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN TAMAÑO DE LA EMPRESA, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",total_empresas,Profesionales de tecnologías de la información,5.719139857169668,4.996103466313666,5.734904006114833,8.392585840170161,11.410118406889127,13.472858077174624
2021,EAL-20,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN TAMAÑO DE LA EMPRESA, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",total_empresas,Básicas de cálculo y/o comunicación oral o escrita,1.9730538626418672,1.8724712563919168,1.997437165595072,2.0905499848070495,3.821313240043057,3.2047089601046435
2021,EAL-20,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN TAMAÑO DE LA EMPRESA, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",total_empresas,Otras,13.93139007694663,12.097402666723603,15.574839260824604,15.271953813430567,15.82346609257266,13.865271419228254
