educacion_cat,labor_status,household_type,residence_type,ahorro,deuda,adq_ahorro2,adq_deuda2,adq_otro,ahorra_12m,consumo_ahorros,cred_inf,cred_line,cred_add,impago,ayudas,rechazo,semirechazo,nopiden,age,ID,year,inflacion_ok,interes_comp_ok,diversificacion_ok
Educación Primaria,Asalariado,Vive con pareja,No posee residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,1,0,0,41,157,2022,1.0,1.0,0.0
Universidad,Otros inactivos,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,31,158,2022,1.0,0.0,0.0
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,19,159,2022,1.0,0.0,1.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,34,160,2022,1.0,0.0,0.0
Universidad,Desempleado,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,53,161,2021,1.0,1.0,0.0
Educación Primaria,Autónomo,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,46,162,2022,1.0,0.0,1.0
Universidad,Autónomo,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,70,163,2022,1.0,1.0,1.0
Educación Primaria,Jubilado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,76,164,2022,,0.0,
Educación Primaria,Otros inactivos,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,75,165,2021,,,0.0
Universidad,Asalariado,Vive solo,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,40,166,2022,0.0,0.0,1.0
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,46,167,2022,,1.0,
Educación Secundaria,Asalariado,,Residencia principal y otras,1.0,0.0,1.0,1.0,1.0,1,1,0,0,0,0,0,1,0,0,20,168,2022,1.0,1.0,1.0
Educación Primaria,Asalariado,Vive solo,Residencia principal y otras,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,50,169,2022,1.0,1.0,0.0
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,73,170,2021,1.0,0.0,
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,39,171,2022,0.0,0.0,1.0
Educación Primaria,Desempleado,Otros adultos,Residencia principal y otras,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,47,172,2022,1.0,0.0,1.0
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,52,173,2021,1.0,1.0,1.0
Universidad,Asalariado,Otros adultos,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,26,174,2021,0.0,1.0,1.0
Educación Secundaria,Autónomo,Otros adultos,Residencia principal y otras,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,54,175,2021,1.0,0.0,1.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,57,176,2022,1.0,0.0,0.0
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,19,177,2022,0.0,1.0,0.0
Educación Primaria,Jubilado,Vive con pareja,Solo residencia principal,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,69,178,2022,1.0,1.0,1.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,47,179,2022,0.0,1.0,1.0
Educación Primaria,Jubilado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,79,180,2021,,1.0,1.0
Educación Primaria,Autónomo,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,47,181,2022,1.0,1.0,0.0
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,51,182,2022,,1.0,
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,19,183,2022,1.0,1.0,0.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,57,184,2022,1.0,0.0,
Educación Secundaria,Asalariado,Vive solo,Residencia principal y otras,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,59,185,2022,0.0,,
Universidad,Asalariado,Vive con pareja,,0.0,,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,59,186,2021,0.0,0.0,
Educación Primaria,Autónomo,Vive con pareja,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,33,187,2021,1.0,0.0,1.0
Educación Secundaria,Desempleado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,50,188,2022,1.0,0.0,1.0
Educación Secundaria,Otros inactivos,Otros adultos,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,18,189,2022,1.0,0.0,0.0
Educación Primaria,Jubilado,Vive solo,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,77,190,2022,1.0,,
Universidad,Autónomo,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,68,191,2022,1.0,0.0,1.0
Educación Secundaria,Asalariado,,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,1,31,192,2021,0.0,0.0,1.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,62,193,2022,1.0,1.0,0.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,52,194,2022,1.0,,1.0
Universidad,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,29,195,2022,1.0,1.0,1.0
Educación Secundaria,Autónomo,Otros adultos,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,22,196,2021,1.0,1.0,1.0
Educación Primaria,Autónomo,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,64,197,2022,1.0,0.0,1.0
Educación Secundaria,Jubilado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,50,198,2022,1.0,1.0,
Universidad,Asalariado,Otros adultos,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,47,199,2021,1.0,1.0,1.0
Educación Primaria,Jubilado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,75,200,2022,1.0,,
Educación Primaria,Otros inactivos,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,59,201,2022,1.0,0.0,0.0
Educación Primaria,Jubilado,Vive solo,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,78,202,2022,1.0,0.0,0.0
Educación Secundaria,Jubilado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,76,203,2022,1.0,1.0,1.0
Educación Primaria,Jubilado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,71,204,2022,1.0,0.0,1.0
Universidad,Asalariado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,24,205,2022,0.0,0.0,0.0
Educación Primaria,Otros inactivos,Otros adultos,No posee residencia principal,1.0,0.0,1.0,0.0,1.0,1,1,1,1,0,0,0,0,0,0,18,206,2022,1.0,0.0,0.0
Educación Secundaria,Otros inactivos,Vive con pareja,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,73,207,2021,1.0,1.0,1.0
Universidad,Asalariado,Vive solo,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,47,208,2022,0.0,1.0,1.0
Educación Primaria,Autónomo,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,31,209,2022,1.0,0.0,1.0
Universidad,Asalariado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,22,210,2022,1.0,0.0,0.0
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,48,211,2021,1.0,0.0,1.0
Universidad,Desempleado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,0,0,53,212,2022,1.0,,1.0
Educación Secundaria,Otros inactivos,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,65,213,2021,1.0,0.0,1.0
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,48,214,2022,0.0,1.0,1.0
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,56,215,2022,1.0,1.0,1.0
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,57,216,2022,0.0,0.0,
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,46,217,2022,1.0,0.0,1.0
Universidad,Asalariado,Vive solo,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,54,218,2021,1.0,1.0,0.0
Educación Primaria,Otros inactivos,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,66,219,2022,1.0,0.0,1.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,51,220,2022,,,1.0
Educación Primaria,Autónomo,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,45,221,2022,1.0,0.0,1.0
Educación Primaria,Desempleado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,45,222,2022,1.0,0.0,0.0
Universidad,Autónomo,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,35,223,2022,1.0,0.0,1.0
Educación Primaria,Desempleado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,60,224,2022,,,
Universidad,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,27,225,2022,1.0,,1.0
Educación Secundaria,Asalariado,Vive solo,Solo residencia principal,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,49,226,2022,1.0,1.0,1.0
Educación Primaria,Otros inactivos,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,71,227,2022,1.0,,
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,60,228,2021,1.0,0.0,1.0
Universidad,Jubilado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,79,229,2021,,0.0,
Educación Primaria,Jubilado,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,72,230,2021,,,
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,1,1,0,0,0,0,0,0,32,231,2021,0.0,1.0,1.0
Educación Primaria,Otros inactivos,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,63,232,2021,0.0,0.0,
Educación Primaria,Jubilado,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,61,233,2022,0.0,1.0,0.0
Educación Primaria,Asalariado,Vive solo,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,68,234,2022,,1.0,0.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,55,235,2022,1.0,1.0,
Educación Secundaria,Desempleado,Vive solo,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,31,236,2021,0.0,1.0,0.0
Universidad,Asalariado,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,29,237,2022,0.0,0.0,0.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,0,0,40,238,2021,1.0,1.0,0.0
Educación Secundaria,Asalariado,Vive solo,Solo residencia principal,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,29,239,2021,1.0,0.0,0.0
Educación Primaria,Otros inactivos,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,61,240,2022,0.0,1.0,0.0
Universidad,Autónomo,Otros adultos,Solo residencia principal,1.0,0.0,1.0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,29,241,2022,1.0,0.0,0.0
Educación Primaria,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,31,242,2022,1.0,0.0,1.0
Educación Secundaria,Jubilado,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,67,243,2022,1.0,1.0,1.0
Universidad,Autónomo,Vive con pareja,No posee residencia principal,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,28,244,2021,1.0,0.0,1.0
Educación Secundaria,Asalariado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,20,245,2022,0.0,0.0,1.0
Universidad,Asalariado,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,28,246,2022,,1.0,1.0
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,36,247,2022,,1.0,
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,58,248,2022,1.0,,0.0
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,72,249,2022,,1.0,
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,37,250,2022,,0.0,0.0
Universidad,Autónomo,Vive con pareja,Solo residencia principal,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,44,251,2022,1.0,1.0,1.0
Universidad,Asalariado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,57,252,2021,1.0,1.0,1.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,28,253,2022,1.0,1.0,0.0
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,29,254,2022,0.0,0.0,1.0
Universidad,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,59,255,2021,0.0,0.0,1.0
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,49,256,2022,1.0,1.0,0.0
Educación Secundaria,Otros inactivos,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,63,257,2022,1.0,1.0,
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,66,258,2022,1.0,,
Universidad,Autónomo,Vive con pareja,Solo residencia principal,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,42,259,2022,1.0,0.0,1.0
Educación Primaria,Desempleado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,37,260,2022,0.0,0.0,1.0
Educación Primaria,Desempleado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0,47,261,2021,0.0,1.0,1.0
Educación Primaria,Otros inactivos,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,36,262,2022,1.0,1.0,0.0
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,46,263,2021,0.0,1.0,1.0
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,1.0,1.0,0,0,0,1,1,0,0,0,0,0,58,264,2022,1.0,0.0,1.0
Educación Secundaria,Autónomo,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,40,265,2022,1.0,1.0,
Universidad,Autónomo,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,50,266,2022,0.0,1.0,0.0
Educación Primaria,Desempleado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,35,267,2022,0.0,1.0,1.0
Educación Primaria,Desempleado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,43,268,2022,1.0,0.0,1.0
Educación Primaria,Jubilado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,67,269,2022,1.0,0.0,1.0
Universidad,Asalariado,Vive solo,Solo residencia principal,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,56,270,2021,1.0,1.0,0.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,53,271,2021,1.0,1.0,1.0
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,36,272,2022,1.0,1.0,0.0
Universidad,Autónomo,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,60,273,2021,1.0,0.0,1.0
Educación Primaria,Otros inactivos,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,20,274,2022,1.0,0.0,1.0
Educación Primaria,Desempleado,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,57,275,2022,,0.0,0.0
Universidad,Desempleado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,23,276,2022,0.0,1.0,
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,60,277,2021,1.0,1.0,0.0
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,47,278,2022,0.0,1.0,
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,34,279,2021,0.0,0.0,
Educación Secundaria,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,59,280,2021,1.0,0.0,
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,1,0,32,281,2022,1.0,1.0,1.0
Universidad,Otros inactivos,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,32,282,2021,1.0,1.0,0.0
Universidad,Desempleado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,44,283,2022,0.0,0.0,
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,56,284,2021,1.0,0.0,1.0
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,49,285,2022,1.0,0.0,0.0
Universidad,Otros inactivos,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,21,286,2022,1.0,0.0,0.0
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,58,287,2022,0.0,1.0,1.0
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,35,288,2022,1.0,1.0,1.0
Educación Primaria,Otros inactivos,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,74,289,2022,1.0,,0.0
Universidad,Asalariado,Vive con pareja,No posee residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,38,290,2022,1.0,1.0,0.0
Educación Primaria,Autónomo,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,63,291,2022,1.0,0.0,0.0
Educación Primaria,Jubilado,Vive solo,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,72,292,2022,1.0,1.0,
Universidad,Asalariado,,Solo residencia principal,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,45,293,2022,1.0,1.0,0.0
Educación Secundaria,Autónomo,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,59,294,2022,1.0,1.0,1.0
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,39,295,2021,1.0,1.0,1.0
Educación Primaria,Desempleado,Vive solo,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,54,296,2022,1.0,,0.0
Universidad,Otros inactivos,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,22,297,2022,1.0,1.0,1.0
Universidad,Otros inactivos,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,24,298,2022,0.0,1.0,
Universidad,Autónomo,,Solo residencia principal,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,45,299,2022,1.0,1.0,0.0
Universidad,Autónomo,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,40,300,2022,,,
Educación Primaria,Asalariado,,Solo residencia principal,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,58,301,2022,1.0,,
Universidad,Jubilado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,71,302,2022,1.0,0.0,1.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,46,303,2022,1.0,0.0,
Universidad,Asalariado,,No posee residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,1,0,1,0,0,1,0,0,50,304,2022,1.0,1.0,0.0
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,45,305,2022,1.0,1.0,1.0
Universidad,Asalariado,Vive solo,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,65,306,2022,1.0,1.0,0.0
Universidad,Autónomo,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,54,307,2022,1.0,1.0,1.0
Universidad,Jubilado,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,75,308,2022,1.0,0.0,1.0
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,20,309,2022,1.0,0.0,0.0
Educación Primaria,Otros inactivos,Vive solo,Residencia principal y otras,0.0,0.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,63,310,2022,1.0,0.0,1.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,33,311,2022,1.0,0.0,1.0
Educación Secundaria,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0,0,49,312,2022,,1.0,1.0
Educación Primaria,Otros inactivos,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,1.0,1.0,1,1,0,0,0,0,0,0,1,0,42,313,2022,0.0,0.0,0.0
Educación Secundaria,Otros inactivos,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,62,314,2021,0.0,0.0,
