anio,tabla,pregunta,ambito,TOTAL,INDUSTRIA,CONSTRUCCIÓN,SERVICIOS
2022,EAL-21,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN SECTOR DE ACTIVIDAD, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",De dirección,13.528077021844464,9.668835787865216,10.951820658905127,14.900472233845418
2022,EAL-21,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN SECTOR DE ACTIVIDAD, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",De trabajo en equipo,24.281498507638617,19.561609189345837,14.55907852365618,27.229362185426503
2022,EAL-21,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN SECTOR DE ACTIVIDAD, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",De atención al público/ trato a clientes,23.473644771683443,7.33198092578444,3.409090909090909,31.00962400621675
2022,EAL-21,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN SECTOR DE ACTIVIDAD, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",Administrativas de oficina,15.630854203238991,12.29549226756593,11.004458756502354,17.280769920497338
2022,EAL-21,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN SECTOR DE ACTIVIDAD, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",Técnicas específicas del puesto de trabajo,41.63877697932585,61.632900387280344,62.23680951201387,33.12570984517903
2022,EAL-21,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN SECTOR DE ACTIVIDAD, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)","De resolución de problemas (localización de problemas o fallos, análisis de sus causas y búsqueda de soluciones)",11.690935956858338,13.307163369075532,7.750185781520932,12.085599856536554
2022,EAL-21,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN SECTOR DE ACTIVIDAD, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",En lenguas extranjeras,8.89438964734806,9.829543957636272,1.238543472875898,10.159603084464104
2022,EAL-21,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN SECTOR DE ACTIVIDAD, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",Generales de tecnologías de la información,12.004142407900884,10.47501119688068,7.675873173148378,13.186681810030484
2022,EAL-21,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN SECTOR DE ACTIVIDAD, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",Profesionales de tecnologías de la información,5.492479256387265,4.080933688120768,2.8579390636611346,6.321358120628848
2022,EAL-21,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN SECTOR DE ACTIVIDAD, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",Básicas de cálculo y/o comunicación oral o escrita,1.6013942738788345,0.7455805253312959,0.5542482041119643,1.9977284954271024
2022,EAL-21,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN SECTOR DE ACTIVIDAD, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",Otras,19.5981359164446,20.8604473483152,24.01845429774585,18.458365712236237
