ENCUESTA ANUAL LABORAL,,,,,EAL
,,,,,Volver al índice
"EAL-25. EMPRESAS QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ",,,,,
Año 2020. Porcentaje sobre el total de empresas que no proporcionaron formación a sus trabajadores.,,,,,
,TOTAL,NADA,POCO,BASTANTE,MUCHO
El nivel de formación de los empleados era el apropiado para las necesidades de la empresa,100,10.844,6.873,48.706,33.577
"La estrategia preferida de la empresa fue contratar personal con la cualificación, habilidades o competencias requeridas",100,36.612,12.757,33.864,16.768
Dificultad para evaluar la necesidades de formación de la empresa,100,47.492,36.964,13.09,2.454
La falta de cursos de formación adecuados en el mercado,100,41.245,30.356,20.72,7.68
El alto coste de los cursos de formación,100,39.785,27.504,24.127,8.584
El mayor esfuerzo realizado en años anteriores para ofrecer formación a sus trabajadores,100,51.816,24.652,19.63,3.901
La elevada carga de trabajo y el escaso tiempo disponible de los empleados de su empresa,100,34.268,22.458,30.101,13.172
Dificultad para acceder a ayudas o subvenciones públicas,100,41.162,27.661,21.691,9.486
"EAL-25a. EMPRESAS DE 5 A 49 TRABAJADORES QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ",,,,,
Año 2020. Porcentaje sobre el total de empresas de 5 a 49 trabajadores que no proporcionaron formación a sus trabajadores.,,,,,
,TOTAL,NADA,POCO,BASTANTE,MUCHO
El nivel de formación de los empleados era el apropiado para las necesidades de la empresa,100,10.633,6.847,48.768,33.752
"La estrategia preferida de la empresa fue contratar personal con la cualificación, habilidades o competencias requeridas",100,36.585,12.675,33.967,16.773
Dificultad para evaluar la necesidades de formación de la empresa,100,47.461,37.06,13.027,2.452
La falta de cursos de formación adecuados en el mercado,100,41.107,30.35,20.845,7.698
El alto coste de los cursos de formación,100,39.666,27.446,24.288,8.599
El mayor esfuerzo realizado en años anteriores para ofrecer formación a sus trabajadores,100,51.811,24.628,19.686,3.874
La elevada carga de trabajo y el escaso tiempo disponible de los empleados de su empresa,100,34.21,22.493,30.145,13.153
Dificultad para acceder a ayudas o subvenciones públicas,100,41.047,27.593,21.827,9.533
"EAL-25b. EMPRESAS DE 50 O MÁS TRABAJADORES QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ",,,,,
Año 2020. Porcentaje sobre el total de empresas de más de 50 trabajadores no que proporcionaron formación a sus trabajadores.,,,,,
,TOTAL,NADA,POCO,BASTANTE,MUCHO
El nivel de formación de los empleados era el apropiado para las necesidades de la empresa,100,24.237,8.513,44.806,22.444
"La estrategia preferida de la empresa fue contratar personal con la cualificación, habilidades o competencias requeridas",100,38.276,17.954,27.328,16.443
Dificultad para evaluar la necesidades de formación de la empresa,100,49.456,30.866,17.119,2.558
La falta de cursos de formación adecuados en el mercado,100,49.977,30.685,12.814,6.525
El alto coste de los cursos de formación,100,47.284,31.183,13.884,7.649
El mayor esfuerzo realizado en años anteriores para ofrecer formación a sus trabajadores,100,52.131,26.164,16.083,5.621
La elevada carga de trabajo y el escaso tiempo disponible de los empleados de su empresa,100,38,20.272,27.336,14.392
Dificultad para acceder a ayudas o subvenciones públicas,100,48.459,31.998,13.072,6.471
"EAL-25c. EMPRESAS DE LA INDUSTRIA QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ",,,,,
Año 2020. Porcentaje sobre el total de empresas en la industria que no proporcionaron formación a sus trabajadores.,,,,,
,TOTAL,NADA,POCO,BASTANTE,MUCHO
El nivel de formación de los empleados era el apropiado para las necesidades de la empresa,100,9.92,5.561,52.495,32.024
"La estrategia preferida de la empresa fue contratar personal con la cualificación, habilidades o competencias requeridas",100,43.746,15.925,29.359,10.971
Dificultad para evaluar la necesidades de formación de la empresa,100,47.646,35.705,14.505,2.145
La falta de cursos de formación adecuados en el mercado,100,40.286,29.511,21.306,8.896
El alto coste de los cursos de formación,100,35.346,30.5,24.916,9.237
El mayor esfuerzo realizado en años anteriores para ofrecer formación a sus trabajadores,100,48.008,26.214,21.408,4.37
La elevada carga de trabajo y el escaso tiempo disponible de los empleados de su empresa,100,29.43,21.1,36.165,13.305
Dificultad para acceder a ayudas o subvenciones públicas,100,39.241,31.36,20.641,8.758
