apartment_id,grupo_valoracion
10197198,Excelentes (9-10)
10203684,Excelentes (9-10)
10205793,Notables (7-9)
10288055,Excelentes (9-10)
10294590,Insuficiente Bajo (0-3)
10329314,Notables (7-9)
10330171,Excelentes (9-10)
10330404,Excelentes (9-10)
10332631,Excelentes (9-10)
10337538,Excelentes (9-10)
10373116,Excelentes (9-10)
10374268,Notables (7-9)
10400966,Excelentes (9-10)
10419642,Excelentes (9-10)
10420923,Excelentes (9-10)
10442879,Excelentes (9-10)
10442982,Insuficiente Bajo (0-3)
10444307,Excelentes (9-10)
10445067,Excelentes (9-10)
10485211,Excelentes (9-10)
10490005,Excelentes (9-10)
10504333,Notables (7-9)
10505309,Excelentes (9-10)
10507322,Excelentes (9-10)
10509993,Excelentes (9-10)
10516225,Excelentes (9-10)
10519952,Excelentes (9-10)
10533081,Excelentes (9-10)
10534488,Notables (7-9)
10539411,Notables (7-9)
10539504,Excelentes (9-10)
10548137,Notables (7-9)
10553326,Excelentes (9-10)
10559621,Notables (7-9)
10563232,Excelentes (9-10)
10581101,Notables (7-9)
10604387,Excelentes (9-10)
10605673,Insuficiente Bajo (0-3)
10625566,Excelentes (9-10)
10646217,Notables (7-9)
10646732,Notables (7-9)
10654166,Excelentes (9-10)
10654700,Excelentes (9-10)
10663752,Excelentes (9-10)
10665533,Notables (7-9)
10672160,Notables (7-9)
10699176,Excelentes (9-10)
10700849,Excelentes (9-10)
10713417,Excelentes (9-10)
10717396,Excelentes (9-10)
10737049,Excelentes (9-10)
10737502,Notables (7-9)
10737758,Excelentes (9-10)
10740142,Insuficiente Bajo (0-3)
10749658,Excelentes (9-10)
10757653,Excelentes (9-10)
10763645,Notables (7-9)
10767858,Excelentes (9-10)
10777795,Excelentes (9-10)
10779272,Notables (7-9)
10783613,Excelentes (9-10)
10784895,Excelentes (9-10)
10789641,Notables (7-9)
10795353,Excelentes (9-10)
10804895,Excelentes (9-10)
10805041,Excelentes (9-10)
10806296,Excelentes (9-10)
10807501,Excelentes (9-10)
10818188,Excelentes (9-10)
10878653,Excelentes (9-10)
10902660,Excelentes (9-10)
10914921,Notables (7-9)
10926925,Notables (7-9)
10932537,Excelentes (9-10)
10932904,Notables (7-9)
10933943,Excelentes (9-10)
10933970,Notables (7-9)
10939061,Notables (7-9)
10943554,Excelentes (9-10)
10977024,Insuficiente Bajo (0-3)
10977189,Excelentes (9-10)
10979216,Excelentes (9-10)
10983900,Excelentes (9-10)
10984825,Notables (7-9)
10987290,Excelentes (9-10)
11002274,Notables (7-9)
11005774,Excelentes (9-10)
11032300,Excelentes (9-10)
11049959,Excelentes (9-10)
11050306,Insuficiente Bajo (0-3)
11051116,Excelentes (9-10)
11055393,Insuficiente Bajo (0-3)
11074413,Suficientes (5-7)
11083903,Insuficiente Bajo (0-3)
11102825,Excelentes (9-10)
11114286,Excelentes (9-10)
11117507,Suficientes (5-7)
11120533,Notables (7-9)
11128052,Excelentes (9-10)
11128281,Excelentes (9-10)
11130249,Suficientes (5-7)
11135042,Excelentes (9-10)
11140090,Notables (7-9)
11155742,Excelentes (9-10)
11155957,Excelentes (9-10)
11157403,Insuficiente Bajo (0-3)
11159274,Excelentes (9-10)
11162926,Excelentes (9-10)
11163417,Excelentes (9-10)
11179999,Excelentes (9-10)
11180610,Excelentes (9-10)
11180810,Excelentes (9-10)
11183000,Notables (7-9)
11185169,Excelentes (9-10)
11197075,Notables (7-9)
11198148,Insuficiente Bajo (0-3)
11215157,Excelentes (9-10)
11220830,Excelentes (9-10)
11224372,Notables (7-9)
11231484,Notables (7-9)
11246722,Notables (7-9)
11248917,Insuficiente Bajo (0-3)
11253321,Notables (7-9)
11255910,Excelentes (9-10)
11257496,Excelentes (9-10)
11259015,Excelentes (9-10)
11272211,Insuficiente Bajo (0-3)
11272667,Excelentes (9-10)
11274752,Excelentes (9-10)
11278771,Excelentes (9-10)
11289818,Excelentes (9-10)
11292645,Excelentes (9-10)
11294046,Excelentes (9-10)
11319343,Insuficiente Bajo (0-3)
11329594,Excelentes (9-10)
11329943,Excelentes (9-10)
11355613,Insuficiente Bajo (0-3)
11357060,Excelentes (9-10)
11357206,Excelentes (9-10)
11366342,Notables (7-9)
11371858,Excelentes (9-10)
11372548,Excelentes (9-10)
11373621,Excelentes (9-10)
11382291,Excelentes (9-10)
11385718,Insuficiente Bajo (0-3)
11388701,Excelentes (9-10)
11391517,Excelentes (9-10)
11392193,Notables (7-9)
11395302,Excelentes (9-10)
11396341,Notables (7-9)
11397725,Insuficiente Bajo (0-3)
11404229,Insuficiente Bajo (0-3)
11411444,Notables (7-9)
11416382,Excelentes (9-10)
11416659,Excelentes (9-10)
11423836,Excelentes (9-10)
11431221,Insuficiente Bajo (0-3)
11431731,Notables (7-9)
11432210,Excelentes (9-10)
11435000,Excelentes (9-10)
11438763,Notables (7-9)
11459265,Notables (7-9)
11486871,Notables (7-9)
11495378,Notables (7-9)
11516651,Excelentes (9-10)
11519240,Excelentes (9-10)
11520183,Excelentes (9-10)
11524534,Notables (7-9)
11524615,Excelentes (9-10)
11529850,Excelentes (9-10)
11535966,Excelentes (9-10)
11545511,Excelentes (9-10)
11545918,Notables (7-9)
11548686,Notables (7-9)
11558645,Excelentes (9-10)
11561737,Insuficiente Bajo (0-3)
11562597,Notables (7-9)
11563254,Notables (7-9)
11564669,Excelentes (9-10)
11565250,Excelentes (9-10)
11566229,Excelentes (9-10)
11568230,Excelentes (9-10)
11568875,Notables (7-9)
11569228,Excelentes (9-10)
11570056,Excelentes (9-10)
11570926,Notables (7-9)
11578660,Excelentes (9-10)
11585976,Excelentes (9-10)
11587155,Notables (7-9)
11598588,Excelentes (9-10)
11603689,Excelentes (9-10)
11603936,Excelentes (9-10)
11607312,Excelentes (9-10)
11613819,Excelentes (9-10)
11617403,Insuficiente Bajo (0-3)
11620856,Excelentes (9-10)
11622901,Suficientes (5-7)
11631870,Excelentes (9-10)
11635771,Excelentes (9-10)
11644226,Excelentes (9-10)
11654423,Notables (7-9)
11658556,Notables (7-9)
11658641,Excelentes (9-10)
11662416,Notables (7-9)
11664174,Excelentes (9-10)
11669635,Excelentes (9-10)
11670392,Insuficiente Bajo (0-3)
11673914,Excelentes (9-10)
11686391,Insuficiente Alto (3-5)
11687495,Insuficiente Bajo (0-3)
11691751,Excelentes (9-10)
11705677,Excelentes (9-10)
11713036,Excelentes (9-10)
11715525,Excelentes (9-10)
11719508,Excelentes (9-10)
11736309,Insuficiente Bajo (0-3)
11749547,Excelentes (9-10)
11753309,Notables (7-9)
11767366,Excelentes (9-10)
11780353,Excelentes (9-10)
11799070,Excelentes (9-10)
11807327,Excelentes (9-10)
11811815,Excelentes (9-10)
11816669,Excelentes (9-10)
11816740,Notables (7-9)
11821663,Excelentes (9-10)
11821878,Insuficiente Bajo (0-3)
11822136,Notables (7-9)
11832604,Excelentes (9-10)
11832784,Excelentes (9-10)
11836391,Notables (7-9)
11838750,Notables (7-9)
11840499,Excelentes (9-10)
11842081,Excelentes (9-10)
11843115,Excelentes (9-10)
11847427,Notables (7-9)
11857115,Excelentes (9-10)
11879723,Excelentes (9-10)
11882022,Insuficiente Bajo (0-3)
11882029,Excelentes (9-10)
11890982,Excelentes (9-10)
11897324,Excelentes (9-10)
11900050,Excelentes (9-10)
11901013,Notables (7-9)
11901471,Insuficiente Bajo (0-3)
11909819,Excelentes (9-10)
11925686,Notables (7-9)
11933593,Excelentes (9-10)
11938204,Notables (7-9)
11948114,Excelentes (9-10)
11955191,Insuficiente Bajo (0-3)
11955696,Insuficiente Bajo (0-3)
11955719,Excelentes (9-10)
11956034,Excelentes (9-10)
11956508,Insuficiente Bajo (0-3)
11960656,Insuficiente Bajo (0-3)
11968269,Excelentes (9-10)
11982369,Excelentes (9-10)
11989301,Excelentes (9-10)
11997812,Notables (7-9)
12013971,Insuficiente Bajo (0-3)
12015070,Insuficiente Bajo (0-3)
12032919,Notables (7-9)
12034780,Excelentes (9-10)
12036000,Excelentes (9-10)
12040346,Notables (7-9)
12045434,Notables (7-9)
12054575,Excelentes (9-10)
12059392,Excelentes (9-10)
12060275,Notables (7-9)
12068435,Excelentes (9-10)
12075555,Notables (7-9)
12077799,Notables (7-9)
12082434,Excelentes (9-10)
12086335,Insuficiente Bajo (0-3)
12090952,Excelentes (9-10)
12091396,Notables (7-9)
12095223,Excelentes (9-10)
12098438,Insuficiente Bajo (0-3)
12100656,Notables (7-9)
12102154,Notables (7-9)
12105628,Notables (7-9)
12112405,Notables (7-9)
12123407,Excelentes (9-10)
12125552,Excelentes (9-10)
12127413,Excelentes (9-10)
12132014,Excelentes (9-10)
12140492,Notables (7-9)
12140710,Excelentes (9-10)
12144391,Excelentes (9-10)
12145784,Excelentes (9-10)
12165986,Notables (7-9)
12167208,Excelentes (9-10)
12183630,Insuficiente Bajo (0-3)
12189216,Excelentes (9-10)
12192325,Excelentes (9-10)
12197695,Excelentes (9-10)
12202980,Insuficiente Bajo (0-3)
12226249,Excelentes (9-10)
12229807,Excelentes (9-10)
12237040,Notables (7-9)
12238236,Excelentes (9-10)
12249095,Notables (7-9)
12257443,Insuficiente Bajo (0-3)
12259520,Excelentes (9-10)
12259657,Notables (7-9)
12264427,Notables (7-9)
12265320,Excelentes (9-10)
12292259,Excelentes (9-10)
12298662,Notables (7-9)
12303494,Excelentes (9-10)
12304310,Notables (7-9)
12318076,Notables (7-9)
12318706,Notables (7-9)
12331497,Insuficiente Bajo (0-3)
12331759,Excelentes (9-10)
12337420,Excelentes (9-10)
12337767,Notables (7-9)
12339346,Notables (7-9)
12339653,Excelentes (9-10)
12355377,Excelentes (9-10)
12356011,Excelentes (9-10)
12356351,Notables (7-9)
12357602,Excelentes (9-10)
12365164,Notables (7-9)
12370029,Insuficiente Bajo (0-3)
12381763,Notables (7-9)
12382863,Notables (7-9)
12400956,Notables (7-9)
12403422,Excelentes (9-10)
12404275,Excelentes (9-10)
12405589,Notables (7-9)
12416706,Excelentes (9-10)
12420090,Excelentes (9-10)
12439589,Excelentes (9-10)
12446779,Excelentes (9-10)
12462474,Notables (7-9)
12463651,Notables (7-9)
12464184,Excelentes (9-10)
12467956,Notables (7-9)
12467964,Insuficiente Bajo (0-3)
12471041,Notables (7-9)
12500460,Excelentes (9-10)
12500680,Excelentes (9-10)
12505966,Excelentes (9-10)
12510136,Excelentes (9-10)
12510206,Excelentes (9-10)
12510355,Notables (7-9)
12514998,Excelentes (9-10)
12528188,Excelentes (9-10)
12529740,Excelentes (9-10)
12552995,Excelentes (9-10)
12554244,Insuficiente Bajo (0-3)
12579717,Excelentes (9-10)
12588488,Excelentes (9-10)
12607558,Excelentes (9-10)
12611415,Excelentes (9-10)
12617010,Excelentes (9-10)
12621485,Notables (7-9)
12640364,Excelentes (9-10)
12660364,Excelentes (9-10)
12668305,Notables (7-9)
12675186,Notables (7-9)
12694109,Excelentes (9-10)
12715200,Excelentes (9-10)
12718539,Excelentes (9-10)
12720502,Excelentes (9-10)
12733122,Notables (7-9)
12736977,Excelentes (9-10)
12744761,Insuficiente Bajo (0-3)
12745820,Notables (7-9)
12756722,Excelentes (9-10)
12756734,Excelentes (9-10)
12761851,Excelentes (9-10)
12770315,Excelentes (9-10)
12775662,Notables (7-9)
12782353,Excelentes (9-10)
12805760,Excelentes (9-10)
12806328,Excelentes (9-10)
12819460,Excelentes (9-10)
12820722,Excelentes (9-10)
12822901,Excelentes (9-10)
12825535,Insuficiente Bajo (0-3)
12826642,Excelentes (9-10)
12827617,Excelentes (9-10)
12839887,Notables (7-9)
12842645,Notables (7-9)
12843812,Excelentes (9-10)
12844359,Notables (7-9)
12847340,Excelentes (9-10)
12858530,Excelentes (9-10)
12866195,Excelentes (9-10)
12868441,Notables (7-9)
12869712,Excelentes (9-10)
12872395,Notables (7-9)
12878760,Excelentes (9-10)
12887516,Notables (7-9)
12889872,Excelentes (9-10)
12894714,Notables (7-9)
12895521,Excelentes (9-10)
12898480,Excelentes (9-10)
12900103,Excelentes (9-10)
12902044,Suficientes (5-7)
12904164,Insuficiente Bajo (0-3)
12908658,Insuficiente Bajo (0-3)
12909846,Excelentes (9-10)
12910968,Notables (7-9)
12913113,Excelentes (9-10)
12923727,Excelentes (9-10)
12925884,Excelentes (9-10)
12937951,Excelentes (9-10)
12938496,Insuficiente Bajo (0-3)
12938638,Notables (7-9)
12940998,Insuficiente Bajo (0-3)
12943964,Notables (7-9)
12949225,Excelentes (9-10)
12952162,Excelentes (9-10)
12954683,Excelentes (9-10)
12963198,Notables (7-9)
12970898,Excelentes (9-10)
12975744,Excelentes (9-10)
12979463,Notables (7-9)
12982089,Excelentes (9-10)
12982507,Insuficiente Bajo (0-3)
12983168,Excelentes (9-10)
12984693,Notables (7-9)
12984954,Notables (7-9)
12989326,Insuficiente Bajo (0-3)
12994549,Notables (7-9)
12995378,Suficientes (5-7)
12995580,Excelentes (9-10)
12997109,Notables (7-9)
12997259,Notables (7-9)
13002991,Excelentes (9-10)
13004917,Excelentes (9-10)
13009024,Notables (7-9)
13009234,Excelentes (9-10)
13011987,Insuficiente Bajo (0-3)
13012818,Insuficiente Bajo (0-3)
13013764,Excelentes (9-10)
13014825,Excelentes (9-10)
13017446,Excelentes (9-10)
13026543,Excelentes (9-10)
13028502,Insuficiente Bajo (0-3)
13034256,Excelentes (9-10)
13039587,Insuficiente Bajo (0-3)
13040669,Excelentes (9-10)
13042848,Insuficiente Bajo (0-3)
13049329,Notables (7-9)
13049748,Notables (7-9)
13050229,Insuficiente Bajo (0-3)
13051270,Excelentes (9-10)
13051982,Notables (7-9)
13056645,Excelentes (9-10)
13060086,Excelentes (9-10)
13063233,Notables (7-9)
13068790,Notables (7-9)
13070874,Insuficiente Bajo (0-3)
13072799,Excelentes (9-10)
13074464,Suficientes (5-7)
13075457,Excelentes (9-10)
13087391,Excelentes (9-10)
13089392,Excelentes (9-10)
13090344,Excelentes (9-10)
13091384,Excelentes (9-10)
13102780,Insuficiente Bajo (0-3)
13103811,Excelentes (9-10)
13106905,Notables (7-9)
13108088,Notables (7-9)
13108673,Excelentes (9-10)
13120331,Notables (7-9)
13122955,Notables (7-9)
13124100,Excelentes (9-10)
13126110,Excelentes (9-10)
13131828,Notables (7-9)
13134327,Excelentes (9-10)
13134393,Excelentes (9-10)
13137768,Excelentes (9-10)
13151652,Insuficiente Bajo (0-3)
13157971,Excelentes (9-10)
13165886,Notables (7-9)
13166575,Notables (7-9)
13170116,Excelentes (9-10)
13171084,Excelentes (9-10)
13177163,Excelentes (9-10)
13178927,Notables (7-9)
13180369,Insuficiente Bajo (0-3)
13184258,Notables (7-9)
13184686,Notables (7-9)
13185354,Notables (7-9)
13185664,Notables (7-9)
13186975,Excelentes (9-10)
13189515,Insuficiente Bajo (0-3)
13196950,Notables (7-9)
13201344,Excelentes (9-10)
13202055,Excelentes (9-10)
13214194,Excelentes (9-10)
13214391,Excelentes (9-10)
13214848,Excelentes (9-10)
13218847,Excelentes (9-10)
13219895,Notables (7-9)
13222926,Notables (7-9)
13230236,Excelentes (9-10)
13233495,Insuficiente Bajo (0-3)
13243891,Excelentes (9-10)
13246596,Excelentes (9-10)
13249894,Excelentes (9-10)
13250267,Notables (7-9)
13253925,Notables (7-9)
13256597,Excelentes (9-10)
13257273,Excelentes (9-10)
13258053,Excelentes (9-10)
13260550,Insuficiente Bajo (0-3)
13260979,Excelentes (9-10)
13269213,Excelentes (9-10)
13269846,Excelentes (9-10)
13271063,Notables (7-9)
13277158,Notables (7-9)
13277929,Notables (7-9)
13278583,Excelentes (9-10)
13289432,Excelentes (9-10)
13292464,Excelentes (9-10)
13297262,Excelentes (9-10)
13303264,Notables (7-9)
13305377,Notables (7-9)
13305502,Excelentes (9-10)
13311191,Excelentes (9-10)
13311614,Insuficiente Bajo (0-3)
13315485,Excelentes (9-10)
13316411,Excelentes (9-10)
13319354,Notables (7-9)
13321671,Excelentes (9-10)
13323154,Insuficiente Bajo (0-3)
13327229,Excelentes (9-10)
13330029,Insuficiente Bajo (0-3)
13331352,Excelentes (9-10)
13333004,Excelentes (9-10)
13340206,Excelentes (9-10)
13341336,Notables (7-9)
13342687,Excelentes (9-10)
13342720,Insuficiente Bajo (0-3)
13346835,Notables (7-9)
13351781,Notables (7-9)
13354338,Insuficiente Bajo (0-3)
13358899,Excelentes (9-10)
13359409,Excelentes (9-10)
13361113,Excelentes (9-10)
13367596,Insuficiente Bajo (0-3)
13384721,Excelentes (9-10)
13385644,Notables (7-9)
13386294,Excelentes (9-10)
13401995,Notables (7-9)
13402260,Excelentes (9-10)
13402487,Insuficiente Bajo (0-3)
13406253,Excelentes (9-10)
13406888,Excelentes (9-10)
13407285,Notables (7-9)
13408642,Excelentes (9-10)
13427874,Excelentes (9-10)
13431802,Notables (7-9)
13439317,Excelentes (9-10)
13440607,Excelentes (9-10)
13441952,Excelentes (9-10)
13442909,Excelentes (9-10)
13448590,Notables (7-9)
13449246,Excelentes (9-10)
13454957,Excelentes (9-10)
13455836,Excelentes (9-10)
13459484,Insuficiente Bajo (0-3)
13483371,Excelentes (9-10)
13492896,Excelentes (9-10)
13493949,Excelentes (9-10)
13494006,Excelentes (9-10)
13499497,Notables (7-9)
13502256,Excelentes (9-10)
13507538,Notables (7-9)
13510273,Insuficiente Bajo (0-3)
13517322,Notables (7-9)
13525030,Excelentes (9-10)
13525106,Notables (7-9)
13525600,Notables (7-9)
13534487,Excelentes (9-10)
13536092,Notables (7-9)
13539028,Excelentes (9-10)
13542991,Notables (7-9)
13543156,Excelentes (9-10)
13546130,Excelentes (9-10)
13553344,Excelentes (9-10)
13556865,Excelentes (9-10)
13558064,Excelentes (9-10)
13558073,Notables (7-9)
13558152,Excelentes (9-10)
13559207,Excelentes (9-10)
13559786,Excelentes (9-10)
13560860,Excelentes (9-10)
13567392,Notables (7-9)
13568825,Notables (7-9)
13569570,Notables (7-9)
13571420,Excelentes (9-10)
13575342,Excelentes (9-10)
13576820,Insuficiente Bajo (0-3)
13578240,Suficientes (5-7)
13585564,Excelentes (9-10)
13588678,Excelentes (9-10)
13596486,Notables (7-9)
13608118,Excelentes (9-10)
13608528,Notables (7-9)
13609079,Excelentes (9-10)
13609470,Excelentes (9-10)
13610855,Excelentes (9-10)
13617801,Excelentes (9-10)
13619890,Excelentes (9-10)
13622174,Excelentes (9-10)
13629014,Notables (7-9)
13632109,Excelentes (9-10)
13632193,Excelentes (9-10)
13632619,Notables (7-9)
13633305,Excelentes (9-10)
13646170,Excelentes (9-10)
13646947,Excelentes (9-10)
13647725,Excelentes (9-10)
13648073,Excelentes (9-10)
13653047,Excelentes (9-10)
13656676,Notables (7-9)
13662267,Notables (7-9)
13662272,Excelentes (9-10)
13664325,Excelentes (9-10)
13664652,Excelentes (9-10)
13666853,Excelentes (9-10)
13669701,Excelentes (9-10)
13670828,Notables (7-9)
13672166,Excelentes (9-10)
13674761,Notables (7-9)
13681214,Insuficiente Bajo (0-3)
13683044,Excelentes (9-10)
13683978,Notables (7-9)
13684408,Excelentes (9-10)
13684556,Excelentes (9-10)
13686874,Notables (7-9)
13692743,Excelentes (9-10)
13694436,Notables (7-9)
13697145,Excelentes (9-10)
13697917,Excelentes (9-10)
13704020,Notables (7-9)
13707226,Excelentes (9-10)
13707983,Excelentes (9-10)
13709585,Excelentes (9-10)
13710807,Excelentes (9-10)
13712781,Excelentes (9-10)
13717362,Excelentes (9-10)
13719380,Excelentes (9-10)
13720635,Notables (7-9)
13732070,Excelentes (9-10)
13735092,Excelentes (9-10)
13744939,Excelentes (9-10)
13744974,Insuficiente Bajo (0-3)
13746010,Excelentes (9-10)
13747419,Excelentes (9-10)
13755382,Insuficiente Bajo (0-3)
13757110,Excelentes (9-10)
13759714,Suficientes (5-7)
13759724,Insuficiente Bajo (0-3)
13759735,Notables (7-9)
13759758,Excelentes (9-10)
13759790,Excelentes (9-10)
13760675,Excelentes (9-10)
13760705,Excelentes (9-10)
13760709,Notables (7-9)
13760759,Notables (7-9)
13760790,Excelentes (9-10)
13763386,Excelentes (9-10)
13763656,Notables (7-9)
13766096,Excelentes (9-10)
13768289,Notables (7-9)
13772492,Excelentes (9-10)
13778954,Notables (7-9)
13779765,Excelentes (9-10)
13783193,Notables (7-9)
13790837,Excelentes (9-10)
13792342,Insuficiente Bajo (0-3)
13792394,Excelentes (9-10)
13792441,Insuficiente Bajo (0-3)
13792565,Excelentes (9-10)
13792567,Notables (7-9)
13792644,Insuficiente Bajo (0-3)
13796258,Insuficiente Alto (3-5)
13799511,Excelentes (9-10)
13799739,Insuficiente Bajo (0-3)
13806026,Excelentes (9-10)
13807367,Insuficiente Bajo (0-3)
13810790,Insuficiente Bajo (0-3)
13814652,Excelentes (9-10)
13818564,Excelentes (9-10)
13820948,Excelentes (9-10)
13823071,Excelentes (9-10)
13823710,Excelentes (9-10)
13824037,Excelentes (9-10)
13827516,Excelentes (9-10)
13835912,Excelentes (9-10)
13837599,Notables (7-9)
13837974,Excelentes (9-10)
13839311,Excelentes (9-10)
13839516,Excelentes (9-10)
13840082,Notables (7-9)
13840373,Excelentes (9-10)
13841270,Excelentes (9-10)
13843488,Excelentes (9-10)
13851443,Suficientes (5-7)
13852472,Excelentes (9-10)
13862548,Excelentes (9-10)
13875398,Notables (7-9)
13875931,Notables (7-9)
13877909,Excelentes (9-10)
13878584,Excelentes (9-10)
13880623,Excelentes (9-10)
13881242,Excelentes (9-10)
13888077,Notables (7-9)
13889075,Insuficiente Bajo (0-3)
13889077,Insuficiente Bajo (0-3)
13889081,Notables (7-9)
13889082,Insuficiente Bajo (0-3)
13889130,Insuficiente Bajo (0-3)
13889172,Insuficiente Bajo (0-3)
13889176,Insuficiente Bajo (0-3)
13889228,Notables (7-9)
13889239,Insuficiente Bajo (0-3)
13889923,Notables (7-9)
13889988,Insuficiente Bajo (0-3)
13890000,Excelentes (9-10)
13892114,Excelentes (9-10)
13898645,Excelentes (9-10)
13905674,Notables (7-9)
13911372,Excelentes (9-10)
13919116,Excelentes (9-10)
13927392,Excelentes (9-10)
13930165,Excelentes (9-10)
13931820,Insuficiente Bajo (0-3)
13932435,Excelentes (9-10)
13934525,Excelentes (9-10)
13935070,Excelentes (9-10)
13937619,Notables (7-9)
13938008,Excelentes (9-10)
13939823,Notables (7-9)
13945319,Excelentes (9-10)
13949075,Excelentes (9-10)
13949490,Insuficiente Bajo (0-3)
13950398,Excelentes (9-10)
13953033,Notables (7-9)
13957668,Excelentes (9-10)
13958403,Suficientes (5-7)
13966451,Excelentes (9-10)
13966456,Notables (7-9)
13971169,Notables (7-9)
13971841,Insuficiente Bajo (0-3)
13973253,Notables (7-9)
13978167,Excelentes (9-10)
13982517,Excelentes (9-10)
13982721,Insuficiente Bajo (0-3)
13983890,Insuficiente Bajo (0-3)
13988785,Notables (7-9)
14001383,Insuficiente Bajo (0-3)
14003023,Excelentes (9-10)
14005224,Notables (7-9)
14009016,Excelentes (9-10)
14019469,Insuficiente Bajo (0-3)
14021882,Excelentes (9-10)
14023464,Excelentes (9-10)
14024134,Notables (7-9)
14031950,Notables (7-9)
14032032,Insuficiente Bajo (0-3)
14035271,Excelentes (9-10)
14035983,Excelentes (9-10)
14039869,Excelentes (9-10)
14040381,Excelentes (9-10)
14040825,Excelentes (9-10)
14052769,Insuficiente Bajo (0-3)
14053504,Notables (7-9)
14062759,Excelentes (9-10)
14068570,Excelentes (9-10)
14073395,Notables (7-9)
14074210,Excelentes (9-10)
14078662,Insuficiente Alto (3-5)
14080358,Excelentes (9-10)
14081585,Notables (7-9)
14081740,Notables (7-9)
14081795,Excelentes (9-10)
14081835,Notables (7-9)
14082532,Notables (7-9)
14091198,Notables (7-9)
14097428,Notables (7-9)
14104438,Excelentes (9-10)
14107150,Excelentes (9-10)
14112575,Excelentes (9-10)
14115141,Excelentes (9-10)
14115964,Excelentes (9-10)
14118725,Insuficiente Bajo (0-3)
14119865,Notables (7-9)
14122354,Excelentes (9-10)
14125592,Excelentes (9-10)
14129647,Insuficiente Bajo (0-3)
14130801,Notables (7-9)
14131236,Notables (7-9)
14133214,Excelentes (9-10)
14135821,Insuficiente Bajo (0-3)
14136180,Excelentes (9-10)
14137949,Excelentes (9-10)
14139837,Excelentes (9-10)
14145947,Notables (7-9)
14147022,Excelentes (9-10)
14148420,Notables (7-9)
14155985,Excelentes (9-10)
14158219,Notables (7-9)
14160614,Insuficiente Bajo (0-3)
14160854,Notables (7-9)
14161505,Insuficiente Bajo (0-3)
14162757,Excelentes (9-10)
14171398,Excelentes (9-10)
14177631,Notables (7-9)
14181577,Excelentes (9-10)
14193050,Insuficiente Bajo (0-3)
14193052,Excelentes (9-10)
14193078,Insuficiente Bajo (0-3)
14193136,Insuficiente Bajo (0-3)
14193156,Insuficiente Bajo (0-3)
14193194,Insuficiente Bajo (0-3)
14193209,Insuficiente Bajo (0-3)
14193221,Insuficiente Bajo (0-3)
14198448,Excelentes (9-10)
14201106,Excelentes (9-10)
14201798,Excelentes (9-10)
14209175,Excelentes (9-10)
14214962,Insuficiente Bajo (0-3)
14214969,Insuficiente Bajo (0-3)
14214987,Notables (7-9)
14215215,Excelentes (9-10)
14216400,Excelentes (9-10)
14216516,Excelentes (9-10)
14216618,Excelentes (9-10)
14217504,Excelentes (9-10)
14224910,Excelentes (9-10)
14227923,Excelentes (9-10)
14228441,Excelentes (9-10)
14232719,Insuficiente Bajo (0-3)
14234152,Insuficiente Bajo (0-3)
14235627,Insuficiente Bajo (0-3)
14243565,Insuficiente Bajo (0-3)
14245237,Notables (7-9)
14245384,Notables (7-9)
14245709,Notables (7-9)
14247535,Excelentes (9-10)
14248640,Excelentes (9-10)
14249095,Notables (7-9)
14258334,Excelentes (9-10)
14263672,Excelentes (9-10)
14271969,Excelentes (9-10)
14276011,Excelentes (9-10)
14276058,Notables (7-9)
14287583,Excelentes (9-10)
14288527,Excelentes (9-10)
14293369,Excelentes (9-10)
14302642,Excelentes (9-10)
14305002,Insuficiente Bajo (0-3)
14325567,Excelentes (9-10)
14326808,Excelentes (9-10)
14331451,Notables (7-9)
14333551,Excelentes (9-10)
14348631,Notables (7-9)
14352270,Insuficiente Bajo (0-3)
14365234,Insuficiente Bajo (0-3)
14365279,Excelentes (9-10)
14365626,Suficientes (5-7)
14366477,Notables (7-9)
14368132,Excelentes (9-10)
14372147,Excelentes (9-10)
14377832,Excelentes (9-10)
14378795,Notables (7-9)
14392407,Notables (7-9)
14402621,Excelentes (9-10)
14405216,Excelentes (9-10)
14408217,Excelentes (9-10)
14409727,Excelentes (9-10)
14417927,Notables (7-9)
14418359,Excelentes (9-10)
14421923,Excelentes (9-10)
14423854,Notables (7-9)
14433252,Notables (7-9)
14436579,Excelentes (9-10)
14443970,Notables (7-9)
14444683,Notables (7-9)
14446714,Excelentes (9-10)
14459149,Excelentes (9-10)
14459234,Excelentes (9-10)
14460617,Excelentes (9-10)
14466402,Excelentes (9-10)
14484042,Excelentes (9-10)
14485011,Excelentes (9-10)
14487200,Excelentes (9-10)
14497988,Excelentes (9-10)
14515452,Excelentes (9-10)
14516410,Insuficiente Bajo (0-3)
14520174,Excelentes (9-10)
14521034,Insuficiente Bajo (0-3)
14521196,Excelentes (9-10)
14559351,Insuficiente Bajo (0-3)
14561846,Excelentes (9-10)
14563088,Excelentes (9-10)
14567046,Insuficiente Bajo (0-3)
14568981,Notables (7-9)
14569945,Excelentes (9-10)
14571645,Excelentes (9-10)
14573570,Excelentes (9-10)
14574259,Excelentes (9-10)
14579567,Excelentes (9-10)
14582385,Excelentes (9-10)
14583572,Excelentes (9-10)
14585558,Excelentes (9-10)
14587542,Insuficiente Bajo (0-3)
14592598,Excelentes (9-10)
14593145,Excelentes (9-10)
14594377,Excelentes (9-10)
14601604,Notables (7-9)
14606893,Excelentes (9-10)
