año,mes,tipo_acomodacion,provincia,pais_residencia,pernoctaciones,total_viajeros
2018,Abril,hoteles,Islas Baleares,España,3.96,94236.0
2018,Abril,hoteles,Islas Baleares,No residentes en España,5.35,0.0
2018,Abril,apartamentos,Islas Baleares,España,5.55,17719.0
2018,Abril,apartamentos,Islas Baleares,Alemania,5.55,78892.0
2018,Abril,apartamentos,Islas Baleares,Austria,5.55,1173.0
2018,Abril,apartamentos,Islas Baleares,Bélgica,5.55,2266.0
2018,Abril,apartamentos,Islas Baleares,Dinamarca,5.55,7838.0
2018,Abril,apartamentos,Islas Baleares,Finlandia,5.55,3054.0
2018,Abril,apartamentos,Islas Baleares,Francia,5.55,6864.0
2018,Abril,apartamentos,Islas Baleares,Grecia,5.55,0.0
2018,Abril,apartamentos,Islas Baleares,Irlanda,5.55,11139.0
2018,Abril,apartamentos,Islas Baleares,Italia,5.55,5261.0
2018,Abril,apartamentos,Islas Baleares,Luxemburgo,5.55,0.0
2018,Abril,apartamentos,Islas Baleares,Países Bajos,5.55,8063.0
2018,Abril,apartamentos,Islas Baleares,Polonia,5.55,6605.0
2018,Abril,apartamentos,Islas Baleares,Portugal,5.55,1185.0
2018,Abril,apartamentos,Islas Baleares,Reino Unido,5.55,101202.0
2018,Abril,apartamentos,Islas Baleares,República Checa,5.55,542.0
2018,Abril,apartamentos,Islas Baleares,Suecia,5.55,12400.0
2018,Abril,apartamentos,Islas Baleares,Resto de la UE,5.55,4194.0
2018,Abril,apartamentos,Islas Baleares,Noruega,5.55,3232.0
2018,Abril,apartamentos,Islas Baleares,Rusia,5.55,369.0
2018,Abril,apartamentos,Islas Baleares,Suiza,5.55,4889.0
2018,Abril,apartamentos,Islas Baleares,Resto de Europa,5.55,1043.0
2018,Abril,apartamentos,Islas Baleares,Estados Unidos,5.55,1814.0
2018,Abril,apartamentos,Islas Baleares,Resto de América,5.55,1306.0
2018,Abril,apartamentos,Islas Baleares,Países africanos,5.55,451.0
2018,Abril,apartamentos,Islas Baleares,Resto del mundo,5.55,3218.0
2018,Agosto,hoteles,Islas Baleares,España,4.58,188843.0
2018,Agosto,hoteles,Islas Baleares,No residentes en España,6.57,0.0
2018,Agosto,apartamentos,Islas Baleares,España,7.18,235826.0
2018,Agosto,apartamentos,Islas Baleares,Alemania,7.18,269100.0
2018,Agosto,apartamentos,Islas Baleares,Austria,7.18,10495.0
2018,Agosto,apartamentos,Islas Baleares,Bélgica,7.18,11065.0
2018,Agosto,apartamentos,Islas Baleares,Dinamarca,7.18,35414.0
2018,Agosto,apartamentos,Islas Baleares,Finlandia,7.18,6129.0
2018,Agosto,apartamentos,Islas Baleares,Francia,7.18,101554.0
2018,Agosto,apartamentos,Islas Baleares,Grecia,7.18,1453.0
2018,Agosto,apartamentos,Islas Baleares,Irlanda,7.18,46387.0
2018,Agosto,apartamentos,Islas Baleares,Italia,7.18,215399.0
2018,Agosto,apartamentos,Islas Baleares,Luxemburgo,7.18,1631.0
2018,Agosto,apartamentos,Islas Baleares,Países Bajos,7.18,111327.0
2018,Agosto,apartamentos,Islas Baleares,Polonia,7.18,20257.0
2018,Agosto,apartamentos,Islas Baleares,Portugal,7.18,13172.0
2018,Agosto,apartamentos,Islas Baleares,Reino Unido,7.18,727042.0
2018,Agosto,apartamentos,Islas Baleares,República Checa,7.18,5970.0
2018,Agosto,apartamentos,Islas Baleares,Suecia,7.18,87547.0
2018,Agosto,apartamentos,Islas Baleares,Resto de la UE,7.18,18998.0
2018,Agosto,apartamentos,Islas Baleares,Noruega,7.18,30830.0
2018,Agosto,apartamentos,Islas Baleares,Rusia,7.18,9611.0
2018,Agosto,apartamentos,Islas Baleares,Suiza,7.18,13145.0
2018,Agosto,apartamentos,Islas Baleares,Resto de Europa,7.18,9625.0
2018,Agosto,apartamentos,Islas Baleares,Estados Unidos,7.18,6589.0
2018,Agosto,apartamentos,Islas Baleares,Resto de América,7.18,8543.0
2018,Agosto,apartamentos,Islas Baleares,Países africanos,7.18,3361.0
2018,Agosto,apartamentos,Islas Baleares,Resto del mundo,7.18,25747.0
2018,Diciembre,hoteles,Islas Baleares,España,2.12,30396.0
2018,Diciembre,hoteles,Islas Baleares,No residentes en España,3.64,0.0
2018,Diciembre,apartamentos,Islas Baleares,España,7.01,6709.0
2018,Diciembre,apartamentos,Islas Baleares,Alemania,7.01,10427.0
2018,Diciembre,apartamentos,Islas Baleares,Austria,7.01,448.0
2018,Diciembre,apartamentos,Islas Baleares,Bélgica,7.01,234.0
2018,Diciembre,apartamentos,Islas Baleares,Dinamarca,7.01,276.0
2018,Diciembre,apartamentos,Islas Baleares,Finlandia,7.01,397.0
2018,Diciembre,apartamentos,Islas Baleares,Francia,7.01,560.0
2018,Diciembre,apartamentos,Islas Baleares,Grecia,7.01,0.0
2018,Diciembre,apartamentos,Islas Baleares,Irlanda,7.01,0.0
2018,Diciembre,apartamentos,Islas Baleares,Italia,7.01,483.0
2018,Diciembre,apartamentos,Islas Baleares,Luxemburgo,7.01,0.0
2018,Diciembre,apartamentos,Islas Baleares,Países Bajos,7.01,407.0
2018,Diciembre,apartamentos,Islas Baleares,Polonia,7.01,423.0
2018,Diciembre,apartamentos,Islas Baleares,Portugal,7.01,134.0
2018,Diciembre,apartamentos,Islas Baleares,Reino Unido,7.01,5872.0
2018,Diciembre,apartamentos,Islas Baleares,República Checa,7.01,282.0
2018,Diciembre,apartamentos,Islas Baleares,Suecia,7.01,956.0
2018,Diciembre,apartamentos,Islas Baleares,Resto de la UE,7.01,406.0
2018,Diciembre,apartamentos,Islas Baleares,Noruega,7.01,385.0
2018,Diciembre,apartamentos,Islas Baleares,Rusia,7.01,286.0
2018,Diciembre,apartamentos,Islas Baleares,Suiza,7.01,613.0
2018,Diciembre,apartamentos,Islas Baleares,Resto de Europa,7.01,141.0
2018,Diciembre,apartamentos,Islas Baleares,Estados Unidos,7.01,1305.0
2018,Diciembre,apartamentos,Islas Baleares,Resto de América,7.01,1147.0
2018,Diciembre,apartamentos,Islas Baleares,Países africanos,7.01,273.0
2018,Diciembre,apartamentos,Islas Baleares,Resto del mundo,7.01,1857.0
2018,Enero,hoteles,Islas Baleares,España,2.38,27144.0
2018,Enero,hoteles,Islas Baleares,No residentes en España,4.17,0.0
2018,Enero,apartamentos,Islas Baleares,España,8.65,4346.0
2018,Enero,apartamentos,Islas Baleares,Alemania,8.65,7751.0
2018,Enero,apartamentos,Islas Baleares,Austria,8.65,402.0
2018,Enero,apartamentos,Islas Baleares,Bélgica,8.65,44.0
2018,Enero,apartamentos,Islas Baleares,Dinamarca,8.65,108.0
2018,Enero,apartamentos,Islas Baleares,Finlandia,8.65,785.0
2018,Enero,apartamentos,Islas Baleares,Francia,8.65,416.0
2018,Enero,apartamentos,Islas Baleares,Grecia,8.65,0.0
2018,Enero,apartamentos,Islas Baleares,Irlanda,8.65,0.0
2018,Enero,apartamentos,Islas Baleares,Italia,8.65,96.0
2018,Enero,apartamentos,Islas Baleares,Luxemburgo,8.65,0.0
2018,Enero,apartamentos,Islas Baleares,Países Bajos,8.65,258.0
2018,Enero,apartamentos,Islas Baleares,Polonia,8.65,307.0
2018,Enero,apartamentos,Islas Baleares,Portugal,8.65,40.0
2018,Enero,apartamentos,Islas Baleares,Reino Unido,8.65,1438.0
2018,Enero,apartamentos,Islas Baleares,República Checa,8.65,57.0
2018,Enero,apartamentos,Islas Baleares,Suecia,8.65,1483.0
2018,Enero,apartamentos,Islas Baleares,Resto de la UE,8.65,0.0
2018,Enero,apartamentos,Islas Baleares,Noruega,8.65,1607.0
2018,Enero,apartamentos,Islas Baleares,Rusia,8.65,405.0
2018,Enero,apartamentos,Islas Baleares,Suiza,8.65,289.0
2018,Enero,apartamentos,Islas Baleares,Resto de Europa,8.65,225.0
2018,Enero,apartamentos,Islas Baleares,Estados Unidos,8.65,275.0
2018,Enero,apartamentos,Islas Baleares,Resto de América,8.65,484.0
2018,Enero,apartamentos,Islas Baleares,Países africanos,8.65,87.0
2018,Enero,apartamentos,Islas Baleares,Resto del mundo,8.65,768.0
2018,Febrero,hoteles,Islas Baleares,España,3.01,64600.0
2018,Febrero,hoteles,Islas Baleares,No residentes en España,4.74,0.0
2018,Febrero,apartamentos,Islas Baleares,España,6.87,5274.0
2018,Febrero,apartamentos,Islas Baleares,Alemania,6.87,17106.0
2018,Febrero,apartamentos,Islas Baleares,Austria,6.87,398.0
2018,Febrero,apartamentos,Islas Baleares,Bélgica,6.87,92.0
2018,Febrero,apartamentos,Islas Baleares,Dinamarca,6.87,154.0
2018,Febrero,apartamentos,Islas Baleares,Finlandia,6.87,856.0
2018,Febrero,apartamentos,Islas Baleares,Francia,6.87,628.0
2018,Febrero,apartamentos,Islas Baleares,Grecia,6.87,48.0
2018,Febrero,apartamentos,Islas Baleares,Irlanda,6.87,294.0
2018,Febrero,apartamentos,Islas Baleares,Italia,6.87,390.0
2018,Febrero,apartamentos,Islas Baleares,Luxemburgo,6.87,224.0
2018,Febrero,apartamentos,Islas Baleares,Países Bajos,6.87,356.0
2018,Febrero,apartamentos,Islas Baleares,Polonia,6.87,270.0
2018,Febrero,apartamentos,Islas Baleares,Portugal,6.87,84.0
2018,Febrero,apartamentos,Islas Baleares,Reino Unido,6.87,3137.0
2018,Febrero,apartamentos,Islas Baleares,República Checa,6.87,56.0
2018,Febrero,apartamentos,Islas Baleares,Suecia,6.87,2078.0
2018,Febrero,apartamentos,Islas Baleares,Resto de la UE,6.87,192.0
2018,Febrero,apartamentos,Islas Baleares,Noruega,6.87,1802.0
2018,Febrero,apartamentos,Islas Baleares,Rusia,6.87,56.0
2018,Febrero,apartamentos,Islas Baleares,Suiza,6.87,616.0
2018,Febrero,apartamentos,Islas Baleares,Resto de Europa,6.87,138.0
2018,Febrero,apartamentos,Islas Baleares,Estados Unidos,6.87,794.0
2018,Febrero,apartamentos,Islas Baleares,Resto de América,6.87,642.0
2018,Febrero,apartamentos,Islas Baleares,Países africanos,6.87,44.0
2018,Febrero,apartamentos,Islas Baleares,Resto del mundo,6.87,936.0
2018,Julio,hoteles,Islas Baleares,España,4.25,176438.0
2018,Julio,hoteles,Islas Baleares,No residentes en España,6.31,0.0
2018,Julio,apartamentos,Islas Baleares,España,6.54,226657.0
2018,Julio,apartamentos,Islas Baleares,Alemania,6.54,298321.0
2018,Julio,apartamentos,Islas Baleares,Austria,6.54,9260.0
2018,Julio,apartamentos,Islas Baleares,Bélgica,6.54,15267.0
2018,Julio,apartamentos,Islas Baleares,Dinamarca,6.54,62563.0
2018,Julio,apartamentos,Islas Baleares,Finlandia,6.54,10125.0
2018,Julio,apartamentos,Islas Baleares,Francia,6.54,85035.0
2018,Julio,apartamentos,Islas Baleares,Grecia,6.54,1548.0
2018,Julio,apartamentos,Islas Baleares,Irlanda,6.54,58198.0
2018,Julio,apartamentos,Islas Baleares,Italia,6.54,133123.0
2018,Julio,apartamentos,Islas Baleares,Luxemburgo,6.54,1554.0
2018,Julio,apartamentos,Islas Baleares,Países Bajos,6.54,113454.0
2018,Julio,apartamentos,Islas Baleares,Polonia,6.54,22179.0
2018,Julio,apartamentos,Islas Baleares,Portugal,6.54,7312.0
2018,Julio,apartamentos,Islas Baleares,Reino Unido,6.54,623371.0
2018,Julio,apartamentos,Islas Baleares,República Checa,6.54,10355.0
2018,Julio,apartamentos,Islas Baleares,Suecia,6.54,90638.0
2018,Julio,apartamentos,Islas Baleares,Resto de la UE,6.54,22244.0
2018,Julio,apartamentos,Islas Baleares,Noruega,6.54,60136.0
2018,Julio,apartamentos,Islas Baleares,Rusia,6.54,9066.0
2018,Julio,apartamentos,Islas Baleares,Suiza,6.54,20185.0
2018,Julio,apartamentos,Islas Baleares,Resto de Europa,6.54,8116.0
2018,Julio,apartamentos,Islas Baleares,Estados Unidos,6.54,6705.0
2018,Julio,apartamentos,Islas Baleares,Resto de América,6.54,12567.0
2018,Julio,apartamentos,Islas Baleares,Países africanos,6.54,3013.0
2018,Julio,apartamentos,Islas Baleares,Resto del mundo,6.54,24957.0
2018,Junio,hoteles,Islas Baleares,España,3.59,172865.0
2018,Junio,hoteles,Islas Baleares,No residentes en España,5.92,0.0
2018,Junio,apartamentos,Islas Baleares,España,6.13,181150.0
2018,Junio,apartamentos,Islas Baleares,Alemania,6.13,233024.0
2018,Junio,apartamentos,Islas Baleares,Austria,6.13,7286.0
2018,Junio,apartamentos,Islas Baleares,Bélgica,6.13,9567.0
2018,Junio,apartamentos,Islas Baleares,Dinamarca,6.13,30209.0
2018,Junio,apartamentos,Islas Baleares,Finlandia,6.13,9959.0
2018,Junio,apartamentos,Islas Baleares,Francia,6.13,57098.0
2018,Junio,apartamentos,Islas Baleares,Grecia,6.13,695.0
2018,Junio,apartamentos,Islas Baleares,Irlanda,6.13,55309.0
2018,Junio,apartamentos,Islas Baleares,Italia,6.13,78914.0
2018,Junio,apartamentos,Islas Baleares,Luxemburgo,6.13,1165.0
2018,Junio,apartamentos,Islas Baleares,Países Bajos,6.13,102096.0
2018,Junio,apartamentos,Islas Baleares,Polonia,6.13,17138.0
2018,Junio,apartamentos,Islas Baleares,Portugal,6.13,4491.0
2018,Junio,apartamentos,Islas Baleares,Reino Unido,6.13,581880.0
2018,Junio,apartamentos,Islas Baleares,República Checa,6.13,6049.0
2018,Junio,apartamentos,Islas Baleares,Suecia,6.13,94243.0
2018,Junio,apartamentos,Islas Baleares,Resto de la UE,6.13,15650.0
2018,Junio,apartamentos,Islas Baleares,Noruega,6.13,31272.0
2018,Junio,apartamentos,Islas Baleares,Rusia,6.13,8480.0
2018,Junio,apartamentos,Islas Baleares,Suiza,6.13,10876.0
2018,Junio,apartamentos,Islas Baleares,Resto de Europa,6.13,7059.0
2018,Junio,apartamentos,Islas Baleares,Estados Unidos,6.13,6325.0
2018,Junio,apartamentos,Islas Baleares,Resto de América,6.13,10079.0
2018,Junio,apartamentos,Islas Baleares,Países africanos,6.13,3915.0
2018,Junio,apartamentos,Islas Baleares,Resto del mundo,6.13,9954.0
2018,Marzo,hoteles,Islas Baleares,España,3.71,89468.0
2018,Marzo,hoteles,Islas Baleares,No residentes en España,5.32,0.0
2018,Marzo,apartamentos,Islas Baleares,España,5.56,11650.0
2018,Marzo,apartamentos,Islas Baleares,Alemania,5.56,26952.0
2018,Marzo,apartamentos,Islas Baleares,Austria,5.56,1005.0
2018,Marzo,apartamentos,Islas Baleares,Bélgica,5.56,203.0
2018,Marzo,apartamentos,Islas Baleares,Dinamarca,5.56,1014.0
2018,Marzo,apartamentos,Islas Baleares,Finlandia,5.56,1431.0
2018,Marzo,apartamentos,Islas Baleares,Francia,5.56,1376.0
2018,Marzo,apartamentos,Islas Baleares,Grecia,5.56,32.0
2018,Marzo,apartamentos,Islas Baleares,Irlanda,5.56,341.0
2018,Marzo,apartamentos,Islas Baleares,Italia,5.56,1381.0
2018,Marzo,apartamentos,Islas Baleares,Luxemburgo,5.56,177.0
2018,Marzo,apartamentos,Islas Baleares,Países Bajos,5.56,1444.0
2018,Marzo,apartamentos,Islas Baleares,Polonia,5.56,746.0
2018,Marzo,apartamentos,Islas Baleares,Portugal,5.56,158.0
2018,Marzo,apartamentos,Islas Baleares,Reino Unido,5.56,9707.0
2018,Marzo,apartamentos,Islas Baleares,República Checa,5.56,1180.0
2018,Marzo,apartamentos,Islas Baleares,Suecia,5.56,3625.0
2018,Marzo,apartamentos,Islas Baleares,Resto de la UE,5.56,228.0
2018,Marzo,apartamentos,Islas Baleares,Noruega,5.56,2798.0
2018,Marzo,apartamentos,Islas Baleares,Rusia,5.56,146.0
2018,Marzo,apartamentos,Islas Baleares,Suiza,5.56,874.0
2018,Marzo,apartamentos,Islas Baleares,Resto de Europa,5.56,619.0
2018,Marzo,apartamentos,Islas Baleares,Estados Unidos,5.56,962.0
2018,Marzo,apartamentos,Islas Baleares,Resto de América,5.56,1168.0
2018,Marzo,apartamentos,Islas Baleares,Países africanos,5.56,94.0
2018,Marzo,apartamentos,Islas Baleares,Resto del mundo,5.56,1552.0
2018,Mayo,hoteles,Islas Baleares,España,3.4,159954.0
2018,Mayo,hoteles,Islas Baleares,No residentes en España,5.59,0.0
2018,Mayo,apartamentos,Islas Baleares,España,5.73,94323.0
2018,Mayo,apartamentos,Islas Baleares,Alemania,5.73,212880.0
2018,Mayo,apartamentos,Islas Baleares,Austria,5.73,4704.0
2018,Mayo,apartamentos,Islas Baleares,Bélgica,5.73,6079.0
2018,Mayo,apartamentos,Islas Baleares,Dinamarca,5.73,27220.0
2018,Mayo,apartamentos,Islas Baleares,Finlandia,5.73,6121.0
2018,Mayo,apartamentos,Islas Baleares,Francia,5.73,43754.0
2018,Mayo,apartamentos,Islas Baleares,Grecia,5.73,466.0
2018,Mayo,apartamentos,Islas Baleares,Irlanda,5.73,37405.0
2018,Mayo,apartamentos,Islas Baleares,Italia,5.73,33920.0
2018,Mayo,apartamentos,Islas Baleares,Luxemburgo,5.73,2085.0
2018,Mayo,apartamentos,Islas Baleares,Países Bajos,5.73,96240.0
2018,Mayo,apartamentos,Islas Baleares,Polonia,5.73,11473.0
2018,Mayo,apartamentos,Islas Baleares,Portugal,5.73,2145.0
2018,Mayo,apartamentos,Islas Baleares,Reino Unido,5.73,426951.0
2018,Mayo,apartamentos,Islas Baleares,República Checa,5.73,1297.0
2018,Mayo,apartamentos,Islas Baleares,Suecia,5.73,67583.0
2018,Mayo,apartamentos,Islas Baleares,Resto de la UE,5.73,12243.0
2018,Mayo,apartamentos,Islas Baleares,Noruega,5.73,21846.0
2018,Mayo,apartamentos,Islas Baleares,Rusia,5.73,3608.0
2018,Mayo,apartamentos,Islas Baleares,Suiza,5.73,7731.0
2018,Mayo,apartamentos,Islas Baleares,Resto de Europa,5.73,3165.0
2018,Mayo,apartamentos,Islas Baleares,Estados Unidos,5.73,4388.0
2018,Mayo,apartamentos,Islas Baleares,Resto de América,5.73,7248.0
2018,Mayo,apartamentos,Islas Baleares,Países africanos,5.73,674.0
2018,Mayo,apartamentos,Islas Baleares,Resto del mundo,5.73,7544.0
2018,Noviembre,hoteles,Islas Baleares,España,2.84,45450.0
2018,Noviembre,hoteles,Islas Baleares,No residentes en España,4.38,0.0
2018,Noviembre,apartamentos,Islas Baleares,España,6.88,6050.0
2018,Noviembre,apartamentos,Islas Baleares,Alemania,6.88,15560.0
2018,Noviembre,apartamentos,Islas Baleares,Austria,6.88,462.0
2018,Noviembre,apartamentos,Islas Baleares,Bélgica,6.88,104.0
2018,Noviembre,apartamentos,Islas Baleares,Dinamarca,6.88,349.0
2018,Noviembre,apartamentos,Islas Baleares,Finlandia,6.88,618.0
2018,Noviembre,apartamentos,Islas Baleares,Francia,6.88,566.0
2018,Noviembre,apartamentos,Islas Baleares,Grecia,6.88,46.0
2018,Noviembre,apartamentos,Islas Baleares,Irlanda,6.88,48.0
2018,Noviembre,apartamentos,Islas Baleares,Italia,6.88,446.0
2018,Noviembre,apartamentos,Islas Baleares,Luxemburgo,6.88,98.0
2018,Noviembre,apartamentos,Islas Baleares,Países Bajos,6.88,204.0
2018,Noviembre,apartamentos,Islas Baleares,Polonia,6.88,658.0
2018,Noviembre,apartamentos,Islas Baleares,Portugal,6.88,64.0
2018,Noviembre,apartamentos,Islas Baleares,Reino Unido,6.88,5744.0
2018,Noviembre,apartamentos,Islas Baleares,República Checa,6.88,68.0
2018,Noviembre,apartamentos,Islas Baleares,Suecia,6.88,1930.0
2018,Noviembre,apartamentos,Islas Baleares,Resto de la UE,6.88,739.0
2018,Noviembre,apartamentos,Islas Baleares,Noruega,6.88,440.0
2018,Noviembre,apartamentos,Islas Baleares,Rusia,6.88,285.0
2018,Noviembre,apartamentos,Islas Baleares,Suiza,6.88,476.0
2018,Noviembre,apartamentos,Islas Baleares,Resto de Europa,6.88,84.0
2018,Noviembre,apartamentos,Islas Baleares,Estados Unidos,6.88,908.0
2018,Noviembre,apartamentos,Islas Baleares,Resto de América,6.88,790.0
2018,Noviembre,apartamentos,Islas Baleares,Países africanos,6.88,141.0
2018,Noviembre,apartamentos,Islas Baleares,Resto del mundo,6.88,998.0
2018,Octubre,hoteles,Islas Baleares,España,2.97,142964.0
2018,Octubre,hoteles,Islas Baleares,No residentes en España,6.41,0.0
2018,Octubre,apartamentos,Islas Baleares,España,7.37,57891.0
2018,Octubre,apartamentos,Islas Baleares,Alemania,7.37,193808.0
2018,Octubre,apartamentos,Islas Baleares,Austria,7.37,2371.0
2018,Octubre,apartamentos,Islas Baleares,Bélgica,7.37,2937.0
2018,Octubre,apartamentos,Islas Baleares,Dinamarca,7.37,15956.0
2018,Octubre,apartamentos,Islas Baleares,Finlandia,7.37,5260.0
2018,Octubre,apartamentos,Islas Baleares,Francia,7.37,19731.0
2018,Octubre,apartamentos,Islas Baleares,Grecia,7.37,1321.0
2018,Octubre,apartamentos,Islas Baleares,Irlanda,7.37,22908.0
2018,Octubre,apartamentos,Islas Baleares,Italia,7.37,20025.0
2018,Octubre,apartamentos,Islas Baleares,Luxemburgo,7.37,170.0
2018,Octubre,apartamentos,Islas Baleares,Países Bajos,7.37,58965.0
2018,Octubre,apartamentos,Islas Baleares,Polonia,7.37,15831.0
2018,Octubre,apartamentos,Islas Baleares,Portugal,7.37,1361.0
2018,Octubre,apartamentos,Islas Baleares,Reino Unido,7.37,324224.0
2018,Octubre,apartamentos,Islas Baleares,República Checa,7.37,2025.0
2018,Octubre,apartamentos,Islas Baleares,Suecia,7.37,27538.0
2018,Octubre,apartamentos,Islas Baleares,Resto de la UE,7.37,12311.0
2018,Octubre,apartamentos,Islas Baleares,Noruega,7.37,14967.0
2018,Octubre,apartamentos,Islas Baleares,Rusia,7.37,3571.0
2018,Octubre,apartamentos,Islas Baleares,Suiza,7.37,10763.0
2018,Octubre,apartamentos,Islas Baleares,Resto de Europa,7.37,9145.0
2018,Octubre,apartamentos,Islas Baleares,Estados Unidos,7.37,1851.0
2018,Octubre,apartamentos,Islas Baleares,Resto de América,7.37,4666.0
2018,Octubre,apartamentos,Islas Baleares,Países africanos,7.37,686.0
2018,Octubre,apartamentos,Islas Baleares,Resto del mundo,7.37,3826.0
2018,Septiembre,hoteles,Islas Baleares,España,3.71,151240.0
2018,Septiembre,hoteles,Islas Baleares,No residentes en España,6.09,0.0
2018,Septiembre,apartamentos,Islas Baleares,España,6.25,162134.0
2018,Septiembre,apartamentos,Islas Baleares,Alemania,6.25,254804.0
2018,Septiembre,apartamentos,Islas Baleares,Austria,6.25,10978.0
2018,Septiembre,apartamentos,Islas Baleares,Bélgica,6.25,8765.0
2018,Septiembre,apartamentos,Islas Baleares,Dinamarca,6.25,29121.0
2018,Septiembre,apartamentos,Islas Baleares,Finlandia,6.25,8473.0
2018,Septiembre,apartamentos,Islas Baleares,Francia,6.25,58860.0
2018,Septiembre,apartamentos,Islas Baleares,Grecia,6.25,1140.0
2018,Septiembre,apartamentos,Islas Baleares,Irlanda,6.25,43986.0
2018,Septiembre,apartamentos,Islas Baleares,Italia,6.25,104140.0
2018,Septiembre,apartamentos,Islas Baleares,Luxemburgo,6.25,859.0
2018,Septiembre,apartamentos,Islas Baleares,Países Bajos,6.25,83493.0
2018,Septiembre,apartamentos,Islas Baleares,Polonia,6.25,30782.0
2018,Septiembre,apartamentos,Islas Baleares,Portugal,6.25,7879.0
2018,Septiembre,apartamentos,Islas Baleares,Reino Unido,6.25,550735.0
2018,Septiembre,apartamentos,Islas Baleares,República Checa,6.25,6563.0
2018,Septiembre,apartamentos,Islas Baleares,Suecia,6.25,80732.0
2018,Septiembre,apartamentos,Islas Baleares,Resto de la UE,6.25,20167.0
2018,Septiembre,apartamentos,Islas Baleares,Noruega,6.25,24107.0
2018,Septiembre,apartamentos,Islas Baleares,Rusia,6.25,10251.0
2018,Septiembre,apartamentos,Islas Baleares,Suiza,6.25,12716.0
2018,Septiembre,apartamentos,Islas Baleares,Resto de Europa,6.25,9554.0
2018,Septiembre,apartamentos,Islas Baleares,Estados Unidos,6.25,4656.0
2018,Septiembre,apartamentos,Islas Baleares,Resto de América,6.25,9482.0
2018,Septiembre,apartamentos,Islas Baleares,Países africanos,6.25,2443.0
2018,Septiembre,apartamentos,Islas Baleares,Resto del mundo,6.25,10191.0
2019,Abril,hoteles,Islas Baleares,España,3.15,112304.0
2019,Abril,hoteles,Islas Baleares,No residentes en España,4.96,0.0
2019,Abril,apartamentos,Islas Baleares,España,5.81,17719.0
2019,Abril,apartamentos,Islas Baleares,Alemania,5.81,78892.0
2019,Abril,apartamentos,Islas Baleares,Austria,5.81,1173.0
2019,Abril,apartamentos,Islas Baleares,Bélgica,5.81,2266.0
2019,Abril,apartamentos,Islas Baleares,Dinamarca,5.81,7838.0
2019,Abril,apartamentos,Islas Baleares,Finlandia,5.81,3054.0
2019,Abril,apartamentos,Islas Baleares,Francia,5.81,6864.0
2019,Abril,apartamentos,Islas Baleares,Grecia,5.81,0.0
2019,Abril,apartamentos,Islas Baleares,Irlanda,5.81,11139.0
2019,Abril,apartamentos,Islas Baleares,Italia,5.81,5261.0
2019,Abril,apartamentos,Islas Baleares,Luxemburgo,5.81,0.0
2019,Abril,apartamentos,Islas Baleares,Países Bajos,5.81,8063.0
2019,Abril,apartamentos,Islas Baleares,Polonia,5.81,6605.0
2019,Abril,apartamentos,Islas Baleares,Portugal,5.81,1185.0
2019,Abril,apartamentos,Islas Baleares,Reino Unido,5.81,101202.0
2019,Abril,apartamentos,Islas Baleares,República Checa,5.81,542.0
2019,Abril,apartamentos,Islas Baleares,Suecia,5.81,12400.0
2019,Abril,apartamentos,Islas Baleares,Resto de la UE,5.81,4194.0
2019,Abril,apartamentos,Islas Baleares,Noruega,5.81,3232.0
2019,Abril,apartamentos,Islas Baleares,Rusia,5.81,369.0
2019,Abril,apartamentos,Islas Baleares,Suiza,5.81,4889.0
2019,Abril,apartamentos,Islas Baleares,Resto de Europa,5.81,1043.0
2019,Abril,apartamentos,Islas Baleares,Estados Unidos,5.81,1814.0
2019,Abril,apartamentos,Islas Baleares,Resto de América,5.81,1306.0
2019,Abril,apartamentos,Islas Baleares,Países africanos,5.81,451.0
2019,Abril,apartamentos,Islas Baleares,Resto del mundo,5.81,3218.0
2019,Agosto,hoteles,Islas Baleares,España,4.45,218030.0
2019,Agosto,hoteles,Islas Baleares,No residentes en España,6.17,0.0
2019,Agosto,apartamentos,Islas Baleares,España,5.96,235826.0
2019,Agosto,apartamentos,Islas Baleares,Alemania,5.96,269100.0
2019,Agosto,apartamentos,Islas Baleares,Austria,5.96,10495.0
2019,Agosto,apartamentos,Islas Baleares,Bélgica,5.96,11065.0
2019,Agosto,apartamentos,Islas Baleares,Dinamarca,5.96,35414.0
2019,Agosto,apartamentos,Islas Baleares,Finlandia,5.96,6129.0
2019,Agosto,apartamentos,Islas Baleares,Francia,5.96,101554.0
2019,Agosto,apartamentos,Islas Baleares,Grecia,5.96,1453.0
2019,Agosto,apartamentos,Islas Baleares,Irlanda,5.96,46387.0
2019,Agosto,apartamentos,Islas Baleares,Italia,5.96,215399.0
2019,Agosto,apartamentos,Islas Baleares,Luxemburgo,5.96,1631.0
2019,Agosto,apartamentos,Islas Baleares,Países Bajos,5.96,111327.0
2019,Agosto,apartamentos,Islas Baleares,Polonia,5.96,20257.0
2019,Agosto,apartamentos,Islas Baleares,Portugal,5.96,13172.0
2019,Agosto,apartamentos,Islas Baleares,Reino Unido,5.96,727042.0
2019,Agosto,apartamentos,Islas Baleares,República Checa,5.96,5970.0
2019,Agosto,apartamentos,Islas Baleares,Suecia,5.96,87547.0
2019,Agosto,apartamentos,Islas Baleares,Resto de la UE,5.96,18998.0
2019,Agosto,apartamentos,Islas Baleares,Noruega,5.96,30830.0
2019,Agosto,apartamentos,Islas Baleares,Rusia,5.96,9611.0
