ENCUESTA ANUAL LABORAL,,,,EAL
,,,,Volver al índice
"EAL-21. EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN SECTOR DE ACTIVIDAD, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",,,,
Año 2021. Porcentaje sobre el total de empresas formadoras en cada categoría.,,,,
,TOTAL,INDUSTRIA,CONSTRUCCIÓN,SERVICIOS
De dirección,18.460771046731004,18.04151753758053,15.788884744498322,19.073772763121433
De trabajo en equipo,25.83836268631654,22.548317823908373,24.11413651622529,26.98322474297123
De atención al público/ trato a clientes,20.20861525696619,7.959914101646385,3.6329727713539723,26.4055761210149
Administrativas de oficina,18.01775995416786,15.954187544738726,17.03095859753823,18.718515308043738
Técnicas específicas del puesto de trabajo,46.67716986536809,62.70579813886901,65.13987318164864,39.18276575033927
"De resolución de problemas (localización de problemas o fallos, análisis de sus causas y búsqueda de soluciones)",11.202204683965665,13.717967072297782,8.66467735919433,11.06058560638895
En lenguas extranjeras,7.862088720749909,9.191123836793128,1.723237597911227,8.701676104673057
Generales de tecnologías de la información ,13.936822765930126,11.730851825340014,7.023498694516971,15.801141086945709
Profesionales de tecnologías de la información ,5.719139857169668,4.612741589119542,2.905632226781052,6.528921509417875
Básicas de cálculo y/o comunicación oral o escrita,1.9730538626418672,1.1653543307086613,0.8392390898918314,2.3901721577627306
Otras ,13.93139007694663,13.64065855404438,17.348004475941813,13.353417221460392
(1) Una empresa puede haber señalado de una a tres competencias.,,,,
