,Año,TOTAL,De 250 a 499 trabajadores,Cataluña,Andalucía,Madrid (Comunidad de),País Vasco,Comunitat Valenciana,Transporte y almacenamiento
Porcentaje_Seguridad_Salud,2023,73.8,95.6,76.5,75.5,72.7,64.6,77.7,78.1
