,Año,TOTAL,De 250 a 499 trabajadores,Cataluña,Andalucía,Madrid (Comunidad de),País Vasco,Comunitat Valenciana,Transporte y almacenamiento
Porcentaje_Seguridad_Salud,2024,75.8,95.6,79.9,76.0,74.7,62.8,81.9,81.2
