anio,tabla,pregunta,ambito,categoria,DETECTARON NECESIDADES FORMATIVAS DE SU PERSONAL - TOTAL,DETECTARON NECESIDADES FORMATIVAS DE SU PERSONAL - PROPORCIONARON FORMACIÓN (1),DETECTARON NECESIDADES FORMATIVAS DE SU PERSONAL - NO PROPORCIONARON FORMACIÓN (1),NO DETECTARON NECESIDADES FORMATIVAS DE SU PERSONAL - TOTAL,NO DETECTARON NECESIDADES FORMATIVAS DE SU PERSONAL - PROPORCIONARON FORMACIÓN (2),NO DETECTARON NECESIDADES FORMATIVAS DE SU PERSONAL - NO PROPORCIONARON FORMACIÓN (2)
2021,EAL-18,"EMPRESAS, SEGÚN DETECTARAN O NO NECESIDADES FORMATIVAS DE SU PERSONAL E IMPARTIERAN O NO FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",total_empresas,TOTAL,17.44744159128367,87.99012096410738,12.008076292116602,82.5528729413837,62.92606167749998,37.07393832250002
2021,EAL-18,"EMPRESAS, SEGÚN DETECTARAN O NO NECESIDADES FORMATIVAS DE SU PERSONAL E IMPARTIERAN O NO FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",tamano_empresa,De 5 a 9 trabajadores,12.700211589817163,83.06910955002849,16.93089044997152,87.29978841018284,55.38154523922966,44.61845476077034
2021,EAL-18,"EMPRESAS, SEGÚN DETECTARAN O NO NECESIDADES FORMATIVAS DE SU PERSONAL E IMPARTIERAN O NO FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",tamano_empresa,De 10 a 49 trabajadores,19.630729722621865,88.29347097994405,11.706529020055951,80.36927027737813,70.03455145664707,29.965448543352935
2021,EAL-18,"EMPRESAS, SEGÚN DETECTARAN O NO NECESIDADES FORMATIVAS DE SU PERSONAL E IMPARTIERAN O NO FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",tamano_empresa,De 50 a 249 trabajadores,37.4278820937795,98.3884529147982,1.5975336322869955,62.5721179062205,87.92958927074602,12.070410729253982
2021,EAL-18,"EMPRESAS, SEGÚN DETECTARAN O NO NECESIDADES FORMATIVAS DE SU PERSONAL E IMPARTIERAN O NO FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",tamano_empresa,De 250 a 499 trabajadores,48.0330257406508,99.3933265925177,0.7077856420626896,51.9669742593492,92.89719626168224,7.102803738317757
2021,EAL-18,"EMPRESAS, SEGÚN DETECTARAN O NO NECESIDADES FORMATIVAS DE SU PERSONAL E IMPARTIERAN O NO FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",tamano_empresa,Más de 499 trabajadores,54.82295482295482,99.77728285077951,0.22271714922049,45.17704517704518,94.86486486486488,5.0
2021,EAL-18,"EMPRESAS, SEGÚN DETECTARAN O NO NECESIDADES FORMATIVAS DE SU PERSONAL E IMPARTIERAN O NO FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Industria,19.961152857619336,87.47788480440339,12.52211519559662,80.03884714238066,68.20443681823753,31.79556318176247
2021,EAL-18,"EMPRESAS, SEGÚN DETECTARAN O NO NECESIDADES FORMATIVAS DE SU PERSONAL E IMPARTIERAN O NO FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Construcción,16.957686393174264,88.21120374433231,11.788796255667693,83.04231360682573,67.0380215644694,32.9619784355306
2021,EAL-18,"EMPRESAS, SEGÚN DETECTARAN O NO NECESIDADES FORMATIVAS DE SU PERSONAL E IMPARTIERAN O NO FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Comercio y reparación de vehículos,15.486848177203507,89.44321471139111,10.556785288608888,84.51315182279649,64.84188520881762,35.15811479118239
2021,EAL-18,"EMPRESAS, SEGÚN DETECTARAN O NO NECESIDADES FORMATIVAS DE SU PERSONAL E IMPARTIERAN O NO FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Transporte y almacenamiento,19.006065765669895,93.25307950727884,6.746920492721165,80.99393423433011,68.23019314150571,31.769806858494285
2021,EAL-18,"EMPRESAS, SEGÚN DETECTARAN O NO NECESIDADES FORMATIVAS DE SU PERSONAL E IMPARTIERAN O NO FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Hostelería,13.77747400985647,74.94778067885117,25.052219321148826,86.22252599014352,47.7637782135258,52.23830781426009
2021,EAL-18,"EMPRESAS, SEGÚN DETECTARAN O NO NECESIDADES FORMATIVAS DE SU PERSONAL E IMPARTIERAN O NO FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,"Información, comunicaciones, actividades financieras, de seguros e inmobiliarias",25.90506329113924,95.5289518690447,4.47104813095529,74.09493670886076,73.17844024942342,26.81301785256684
2021,EAL-18,"EMPRESAS, SEGÚN DETECTARAN O NO NECESIDADES FORMATIVAS DE SU PERSONAL E IMPARTIERAN O NO FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,"Actividades profesionales, científicas y técnicas",22.26233947400812,92.68337633615924,7.316623663840767,77.73766052599187,69.56246371457223,30.442814165831003
2021,EAL-18,"EMPRESAS, SEGÚN DETECTARAN O NO NECESIDADES FORMATIVAS DE SU PERSONAL E IMPARTIERAN O NO FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Actividades administrativas y servicios auxiliares,17.164349213585595,94.9535192563081,5.046480743691899,82.8356507864144,63.78646119977986,36.20665932856357
2021,EAL-18,"EMPRESAS, SEGÚN DETECTARAN O NO NECESIDADES FORMATIVAS DE SU PERSONAL E IMPARTIERAN O NO FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,"Actividades artísticas, recreativas y de entretenimiento y otros servicios",15.786375555198802,84.77966101694915,15.220338983050848,84.2136244448012,57.33621401791955,42.66378598208045
2021,EAL-18,"EMPRESAS, SEGÚN DETECTARAN O NO NECESIDADES FORMATIVAS DE SU PERSONAL E IMPARTIERAN O NO FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Andalucía,16.252602931777417,81.36496257769885,18.62235189648611,83.74739706822258,62.72033481043821,37.27966518956179
2021,EAL-18,"EMPRESAS, SEGÚN DETECTARAN O NO NECESIDADES FORMATIVAS DE SU PERSONAL E IMPARTIERAN O NO FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Aragón,20.01986535702461,92.28224917309812,7.772877618522602,79.98013464297539,63.84710914861322,36.15289085138678
2021,EAL-18,"EMPRESAS, SEGÚN DETECTARAN O NO NECESIDADES FORMATIVAS DE SU PERSONAL E IMPARTIERAN O NO FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Asturias (Principado de),14.64471403812825,88.28402366863905,11.597633136094675,85.35528596187174,59.8984771573604,40.12182741116752
2021,EAL-18,"EMPRESAS, SEGÚN DETECTARAN O NO NECESIDADES FORMATIVAS DE SU PERSONAL E IMPARTIERAN O NO FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Balears (Illes),12.793685756240825,82.7116212338594,17.21664275466284,87.20631424375918,53.8623447695222,46.1376552304778
2021,EAL-18,"EMPRESAS, SEGÚN DETECTARAN O NO NECESIDADES FORMATIVAS DE SU PERSONAL E IMPARTIERAN O NO FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Canarias,21.861853711494096,87.33705772811918,12.66294227188082,78.13814628850591,52.90031260854463,47.09968739145537
