anio,tema,tipo_corte,corte,competencia_id,competencia,indicador,porcentaje,unidad,universo,archivo_origen,hoja_origen
2022,formacion_ofrecida,sector,Industria,basicas_calculo_comunicacion,Básicas de cálculo y/o comunicación oral o escrita,formacion_ofrecida,0.7455805253312959,porcentaje,Empresas formadoras de la categoría,Tablas_EAL_2022.xlsx,EAL-21
2022,formacion_ofrecida,sector,Industria,direccion,Dirección,formacion_ofrecida,9.668835787865216,porcentaje,Empresas formadoras de la categoría,Tablas_EAL_2022.xlsx,EAL-21
2022,formacion_ofrecida,sector,Industria,lenguas_extranjeras,Lenguas extranjeras,formacion_ofrecida,9.829543957636272,porcentaje,Empresas formadoras de la categoría,Tablas_EAL_2022.xlsx,EAL-21
2022,formacion_ofrecida,sector,Industria,otras,Otras,formacion_ofrecida,20.860447348315198,porcentaje,Empresas formadoras de la categoría,Tablas_EAL_2022.xlsx,EAL-21
2022,formacion_ofrecida,sector,Industria,resolucion_problemas,Resolución de problemas,formacion_ofrecida,13.307163369075532,porcentaje,Empresas formadoras de la categoría,Tablas_EAL_2022.xlsx,EAL-21
2022,formacion_ofrecida,sector,Industria,tecnicas_puesto,Competencias técnicas del puesto de trabajo,formacion_ofrecida,61.632900387280344,porcentaje,Empresas formadoras de la categoría,Tablas_EAL_2022.xlsx,EAL-21
2022,formacion_ofrecida,sector,Industria,tic_generales,Generales de tecnologías de la información,formacion_ofrecida,10.475011196880681,porcentaje,Empresas formadoras de la categoría,Tablas_EAL_2022.xlsx,EAL-21
2022,formacion_ofrecida,sector,Industria,tic_profesionales,Profesionales de tecnologías de la información,formacion_ofrecida,4.080933688120768,porcentaje,Empresas formadoras de la categoría,Tablas_EAL_2022.xlsx,EAL-21
2022,formacion_ofrecida,sector,Industria,trabajo_equipo,Trabajo en equipo,formacion_ofrecida,19.561609189345837,porcentaje,Empresas formadoras de la categoría,Tablas_EAL_2022.xlsx,EAL-21
2022,formacion_ofrecida,sector,Servicios,administrativas_oficina,Administrativas de oficina,formacion_ofrecida,17.280769920497338,porcentaje,Empresas formadoras de la categoría,Tablas_EAL_2022.xlsx,EAL-21
2022,formacion_ofrecida,sector,Servicios,atencion_clientes,Atención al público / trato a clientes,formacion_ofrecida,31.00962400621675,porcentaje,Empresas formadoras de la categoría,Tablas_EAL_2022.xlsx,EAL-21
2022,formacion_ofrecida,sector,Servicios,basicas_calculo_comunicacion,Básicas de cálculo y/o comunicación oral o escrita,formacion_ofrecida,1.9977284954271026,porcentaje,Empresas formadoras de la categoría,Tablas_EAL_2022.xlsx,EAL-21
2022,formacion_ofrecida,sector,Servicios,direccion,Dirección,formacion_ofrecida,14.900472233845418,porcentaje,Empresas formadoras de la categoría,Tablas_EAL_2022.xlsx,EAL-21
2022,formacion_ofrecida,sector,Servicios,lenguas_extranjeras,Lenguas extranjeras,formacion_ofrecida,10.159603084464104,porcentaje,Empresas formadoras de la categoría,Tablas_EAL_2022.xlsx,EAL-21
2022,formacion_ofrecida,sector,Servicios,otras,Otras,formacion_ofrecida,18.458365712236237,porcentaje,Empresas formadoras de la categoría,Tablas_EAL_2022.xlsx,EAL-21
2022,formacion_ofrecida,sector,Servicios,resolucion_problemas,Resolución de problemas,formacion_ofrecida,12.085599856536554,porcentaje,Empresas formadoras de la categoría,Tablas_EAL_2022.xlsx,EAL-21
2022,formacion_ofrecida,sector,Servicios,tecnicas_puesto,Competencias técnicas del puesto de trabajo,formacion_ofrecida,33.12570984517903,porcentaje,Empresas formadoras de la categoría,Tablas_EAL_2022.xlsx,EAL-21
2022,formacion_ofrecida,sector,Servicios,tic_generales,Generales de tecnologías de la información,formacion_ofrecida,13.186681810030485,porcentaje,Empresas formadoras de la categoría,Tablas_EAL_2022.xlsx,EAL-21
2022,formacion_ofrecida,sector,Servicios,tic_profesionales,Profesionales de tecnologías de la información,formacion_ofrecida,6.321358120628848,porcentaje,Empresas formadoras de la categoría,Tablas_EAL_2022.xlsx,EAL-21
2022,formacion_ofrecida,sector,Servicios,trabajo_equipo,Trabajo en equipo,formacion_ofrecida,27.229362185426506,porcentaje,Empresas formadoras de la categoría,Tablas_EAL_2022.xlsx,EAL-21
2022,formacion_ofrecida,total,Total,administrativas_oficina,Administrativas de oficina,formacion_ofrecida,15.630854203238993,porcentaje,Empresas formadoras de la categoría,Tablas_EAL_2022.xlsx,EAL-21
2022,formacion_ofrecida,total,Total,atencion_clientes,Atención al público / trato a clientes,formacion_ofrecida,23.473644771683443,porcentaje,Empresas formadoras de la categoría,Tablas_EAL_2022.xlsx,EAL-21
2022,formacion_ofrecida,total,Total,basicas_calculo_comunicacion,Básicas de cálculo y/o comunicación oral o escrita,formacion_ofrecida,1.6013942738788345,porcentaje,Empresas formadoras de la categoría,Tablas_EAL_2022.xlsx,EAL-21
2022,formacion_ofrecida,total,Total,direccion,Dirección,formacion_ofrecida,13.528077021844465,porcentaje,Empresas formadoras de la categoría,Tablas_EAL_2022.xlsx,EAL-21
2022,formacion_ofrecida,total,Total,lenguas_extranjeras,Lenguas extranjeras,formacion_ofrecida,8.89438964734806,porcentaje,Empresas formadoras de la categoría,Tablas_EAL_2022.xlsx,EAL-21
2022,formacion_ofrecida,total,Total,otras,Otras,formacion_ofrecida,19.5981359164446,porcentaje,Empresas formadoras de la categoría,Tablas_EAL_2022.xlsx,EAL-21
2022,formacion_ofrecida,total,Total,resolucion_problemas,Resolución de problemas,formacion_ofrecida,11.690935956858338,porcentaje,Empresas formadoras de la categoría,Tablas_EAL_2022.xlsx,EAL-21
2022,formacion_ofrecida,total,Total,tecnicas_puesto,Competencias técnicas del puesto de trabajo,formacion_ofrecida,41.63877697932585,porcentaje,Empresas formadoras de la categoría,Tablas_EAL_2022.xlsx,EAL-21
2022,formacion_ofrecida,total,Total,tic_generales,Generales de tecnologías de la información,formacion_ofrecida,12.004142407900884,porcentaje,Empresas formadoras de la categoría,Tablas_EAL_2022.xlsx,EAL-21
2022,formacion_ofrecida,total,Total,tic_profesionales,Profesionales de tecnologías de la información,formacion_ofrecida,5.492479256387265,porcentaje,Empresas formadoras de la categoría,Tablas_EAL_2022.xlsx,EAL-21
2022,formacion_ofrecida,total,Total,trabajo_equipo,Trabajo en equipo,formacion_ofrecida,24.281498507638617,porcentaje,Empresas formadoras de la categoría,Tablas_EAL_2022.xlsx,EAL-21
2022,importancia_futura,sector,Construcción,administrativas_oficina,Administrativas de oficina,bastante,45.779,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,administrativas_oficina,Administrativas de oficina,mucho,24.143,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,administrativas_oficina,Administrativas de oficina,nada,6.943,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,administrativas_oficina,Administrativas de oficina,poco,23.135,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,atencion_clientes,Atención al público / trato a clientes,bastante,41.936,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,atencion_clientes,Atención al público / trato a clientes,mucho,20.143,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,atencion_clientes,Atención al público / trato a clientes,nada,10.813,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,atencion_clientes,Atención al público / trato a clientes,poco,27.109,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,basicas_calculo_comunicacion,Básicas de cálculo y/o comunicación oral o escrita,bastante,30.085,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,basicas_calculo_comunicacion,Básicas de cálculo y/o comunicación oral o escrita,mucho,6.537,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,basicas_calculo_comunicacion,Básicas de cálculo y/o comunicación oral o escrita,nada,20.904,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,basicas_calculo_comunicacion,Básicas de cálculo y/o comunicación oral o escrita,poco,42.473,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,direccion,Dirección,bastante,46.305,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,direccion,Dirección,mucho,26.447,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,direccion,Dirección,nada,8.706,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,direccion,Dirección,poco,18.541,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,lenguas_extranjeras,Lenguas extranjeras,bastante,13.168,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,lenguas_extranjeras,Lenguas extranjeras,mucho,3.501,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,lenguas_extranjeras,Lenguas extranjeras,nada,34.991,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,lenguas_extranjeras,Lenguas extranjeras,poco,48.34,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,resolucion_problemas,Resolución de problemas,bastante,48.436,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,resolucion_problemas,Resolución de problemas,mucho,32.533,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,resolucion_problemas,Resolución de problemas,nada,4.272,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,resolucion_problemas,Resolución de problemas,poco,14.759,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,tecnicas_puesto,Competencias técnicas del puesto de trabajo,bastante,44.854,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,tecnicas_puesto,Competencias técnicas del puesto de trabajo,mucho,30.473,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,tecnicas_puesto,Competencias técnicas del puesto de trabajo,nada,5.528,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,tecnicas_puesto,Competencias técnicas del puesto de trabajo,poco,19.144,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,tic_generales,Generales de tecnologías de la información,bastante,42.463,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,tic_generales,Generales de tecnologías de la información,mucho,11.175,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,tic_generales,Generales de tecnologías de la información,nada,12.786,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,tic_generales,Generales de tecnologías de la información,poco,33.576,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,tic_profesionales,Profesionales de tecnologías de la información,bastante,21.843,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,tic_profesionales,Profesionales de tecnologías de la información,mucho,6.045,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,tic_profesionales,Profesionales de tecnologías de la información,nada,21.736,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,tic_profesionales,Profesionales de tecnologías de la información,poco,50.376,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,trabajo_equipo,Trabajo en equipo,bastante,53.961,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,trabajo_equipo,Trabajo en equipo,mucho,37.798,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,trabajo_equipo,Trabajo en equipo,nada,2.294,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,trabajo_equipo,Trabajo en equipo,poco,5.947,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,administrativas_oficina,Administrativas de oficina,bastante,48.055,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,administrativas_oficina,Administrativas de oficina,mucho,23.626,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,administrativas_oficina,Administrativas de oficina,nada,4.557,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,administrativas_oficina,Administrativas de oficina,poco,23.763,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,atencion_clientes,Atención al público / trato a clientes,bastante,44.358,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,atencion_clientes,Atención al público / trato a clientes,mucho,28.356,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,atencion_clientes,Atención al público / trato a clientes,nada,6.353,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,atencion_clientes,Atención al público / trato a clientes,poco,20.932,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,basicas_calculo_comunicacion,Básicas de cálculo y/o comunicación oral o escrita,bastante,35.332,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,basicas_calculo_comunicacion,Básicas de cálculo y/o comunicación oral o escrita,mucho,9.625,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,basicas_calculo_comunicacion,Básicas de cálculo y/o comunicación oral o escrita,nada,15.835,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,basicas_calculo_comunicacion,Básicas de cálculo y/o comunicación oral o escrita,poco,39.209,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,direccion,Dirección,bastante,44.371,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,direccion,Dirección,mucho,30.067,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,direccion,Dirección,nada,6.771,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,direccion,Dirección,poco,18.792,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,lenguas_extranjeras,Lenguas extranjeras,bastante,29.738,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,lenguas_extranjeras,Lenguas extranjeras,mucho,11.101,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,lenguas_extranjeras,Lenguas extranjeras,nada,18.043,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,lenguas_extranjeras,Lenguas extranjeras,poco,41.118,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,resolucion_problemas,Resolución de problemas,bastante,49.331,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,resolucion_problemas,Resolución de problemas,mucho,34.256,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,resolucion_problemas,Resolución de problemas,nada,3.119,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,resolucion_problemas,Resolución de problemas,poco,13.293,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,tecnicas_puesto,Competencias técnicas del puesto de trabajo,bastante,47.435,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,tecnicas_puesto,Competencias técnicas del puesto de trabajo,mucho,33.863,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,tecnicas_puesto,Competencias técnicas del puesto de trabajo,nada,4.854,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,tecnicas_puesto,Competencias técnicas del puesto de trabajo,poco,13.849,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,tic_generales,Generales de tecnologías de la información,bastante,49.634,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,tic_generales,Generales de tecnologías de la información,mucho,15.55,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,tic_generales,Generales de tecnologías de la información,nada,7.222,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,tic_generales,Generales de tecnologías de la información,poco,27.594,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,tic_profesionales,Profesionales de tecnologías de la información,bastante,33.988,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,tic_profesionales,Profesionales de tecnologías de la información,mucho,9.221,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,tic_profesionales,Profesionales de tecnologías de la información,nada,15.303,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,tic_profesionales,Profesionales de tecnologías de la información,poco,41.488,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,trabajo_equipo,Trabajo en equipo,bastante,52.843,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,trabajo_equipo,Trabajo en equipo,mucho,39.035,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,trabajo_equipo,Trabajo en equipo,nada,2.115,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Industria,trabajo_equipo,Trabajo en equipo,poco,6.007,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Servicios,administrativas_oficina,Administrativas de oficina,bastante,42.398,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Servicios,administrativas_oficina,Administrativas de oficina,mucho,23.893,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Servicios,administrativas_oficina,Administrativas de oficina,nada,8.798,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Servicios,administrativas_oficina,Administrativas de oficina,poco,24.911,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Servicios,atencion_clientes,Atención al público / trato a clientes,bastante,38.709,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Servicios,atencion_clientes,Atención al público / trato a clientes,mucho,47.58,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Servicios,atencion_clientes,Atención al público / trato a clientes,nada,2.76,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Servicios,atencion_clientes,Atención al público / trato a clientes,poco,10.952,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Servicios,basicas_calculo_comunicacion,Básicas de cálculo y/o comunicación oral o escrita,bastante,33.791,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Servicios,basicas_calculo_comunicacion,Básicas de cálculo y/o comunicación oral o escrita,mucho,11.056,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Servicios,basicas_calculo_comunicacion,Básicas de cálculo y/o comunicación oral o escrita,nada,17.4,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Servicios,basicas_calculo_comunicacion,Básicas de cálculo y/o comunicación oral o escrita,poco,37.753,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Servicios,direccion,Dirección,bastante,41.712,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Servicios,direccion,Dirección,mucho,28.567,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Servicios,direccion,Dirección,nada,9.324,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Servicios,direccion,Dirección,poco,20.397,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Servicios,lenguas_extranjeras,Lenguas extranjeras,bastante,28.618,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Servicios,lenguas_extranjeras,Lenguas extranjeras,mucho,16.258,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Servicios,lenguas_extranjeras,Lenguas extranjeras,nada,15.751,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Servicios,lenguas_extranjeras,Lenguas extranjeras,poco,39.373,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Servicios,resolucion_problemas,Resolución de problemas,bastante,48.288,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Servicios,resolucion_problemas,Resolución de problemas,mucho,32.215,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Servicios,resolucion_problemas,Resolución de problemas,nada,4.737,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Servicios,resolucion_problemas,Resolución de problemas,poco,14.76,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Servicios,tecnicas_puesto,Competencias técnicas del puesto de trabajo,bastante,33.088,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Servicios,tecnicas_puesto,Competencias técnicas del puesto de trabajo,mucho,17.576,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Servicios,tecnicas_puesto,Competencias técnicas del puesto de trabajo,nada,19.651,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
