Puntos turísticos;Viajeros y pernoctaciones;Residencia;Periodo;Total
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2026M05;20.574
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2026M04;21.012
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2026M03;20.189
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2026M02;18.573
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2026M01;18.376
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2025M12;23.737
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2025M11;21.544
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2025M10;24.269
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2025M09;23.576
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2025M08;27.284
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2025M07;22.343
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2025M06;25.329
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2025M05;25.331
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2025M04;24.413
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2025M03;23.347
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2025M02;19.328
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2025M01;19.025
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2024M12;23.319
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2024M11;21.985
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2024M10;22.711
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2024M09;26.563
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2024M08;26.767
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2024M07;22.423
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2024M06;21.594
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2024M05;23.981
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2024M04;20.985
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2024M03;25.215
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2024M02;18.285
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2024M01;16.373
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2023M12;20.667
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2023M11;20.538
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2023M10;21.847
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2023M09;23.465
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2023M08;26.444
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2023M07;21.296
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2023M06;19.548
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2023M05;19.362
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2023M04;19.750
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2023M03;19.246
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2023M02;15.741
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2023M01;17.140
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2022M12;19.285
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2022M11;17.948
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2022M10;20.978
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2022M09;20.487
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2022M08;23.797
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2022M07;21.469
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2022M06;18.710
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2022M05;19.550
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2022M04;19.741
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2022M03;18.452
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2022M02;14.676
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2022M01;11.658
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2021M12;16.766
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2021M11;16.728
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2021M10;21.467
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2021M09;18.647
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2021M08;26.661
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2021M07;19.567
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2021M06;14.399
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2021M05;11.338
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2021M04;9.879
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2021M03;9.124
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2021M02;5.979
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2021M01;6.023
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2020M12;6.049
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2020M11;5.506
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2020M10;10.615
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2020M09;10.822
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2020M08;12.474
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2020M07;10.923
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2020M06;.
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2020M05;.
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2020M04;0
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2020M03;6.591
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2020M02;15.673
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2020M01;14.339
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2019M12;18.649
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2019M11;17.911
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2019M10;20.233
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2019M09;19.288
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2019M08;22.113
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2019M07;19.227
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2019M06;19.100
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2019M05;18.157
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2019M04;18.716
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2019M03;18.310
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2019M02;14.648
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2019M01;13.752
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2018M12;18.471
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2018M11;17.357
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2018M10;20.502
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2018M09;19.573
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2018M08;21.686
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2018M07;19.277
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2018M06;19.627
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2018M05;20.220
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2018M04;18.275
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2018M03;18.884
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2018M02;13.795
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2018M01;14.046
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2017M12;17.951
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2017M11;17.558
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2017M10;19.785
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2017M09;19.905
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2017M08;21.917
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2017M07;20.711
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2017M06;18.023
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2017M05;18.274
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2017M04;20.232
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2017M03;16.908
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2017M02;15.868
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2017M01;12.576
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2016M12;17.858
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2016M11;15.302
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2016M10;20.663
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2016M09;20.961
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2016M08;22.398
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2016M07;22.157
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2016M06;18.146
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2016M05;18.424
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2016M04;15.841
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2016M03;17.984
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2016M02;12.736
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2016M01;14.221
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2015M12;19.596
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2015M11;15.091
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2015M10;20.044
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2015M09;19.956
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2015M08;23.941
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2015M07;19.411
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2015M06;16.496
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2015M05;17.672
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2015M04;16.026
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2015M03;15.221
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2015M02;11.839
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2015M01;11.710
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2014M12;16.312
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2014M11;17.200
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2014M10;17.581
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2014M09;17.199
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2014M08;19.579
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2014M07;17.588
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2014M06;15.348
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2014M05;15.426
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2014M04;13.938
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2014M03;12.374
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2014M02;10.267
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2014M01;8.554
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2013M12;12.253
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2013M11;12.432
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2013M10;13.372
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2013M09;15.622
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2013M08;17.644
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2013M07;17.272
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2013M06;13.537
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2013M05;13.561
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2013M04;11.413
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2013M03;14.286
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2013M02;10.883
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2013M01;9.671
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2012M12;12.962
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2012M11;13.876
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2012M10;15.512
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2012M09;14.998
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2012M08;19.853
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2012M07;18.865
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2012M06;16.866
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2012M05;16.382
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2012M04;17.614
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2012M03;16.901
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2012M02;14.053
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2012M01;11.751
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2011M12;14.142
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2011M11;15.119
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2011M10;18.482
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2011M09;17.926
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2011M08;21.016
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2011M07;20.462
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2011M06;16.403
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2011M05;15.321
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2011M04;17.802
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2011M03;14.720
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2011M02;13.513
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2011M01;10.431
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2010M12;13.994
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2010M11;14.582
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2010M10;18.921
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2010M09;16.363
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2010M08;20.985
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2010M07;19.811
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2010M06;14.457
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2010M05;13.836
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2010M04;14.845
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2010M03;12.906
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2010M02;10.482
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2010M01;9.567
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2009M12;12.189
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2009M11;12.640
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2009M10;15.092
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2009M09;12.957
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2009M08;14.407
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2009M07;15.322
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2009M06;13.225
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2009M05;16.195
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2009M04;12.793
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2009M03;12.417
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2009M02;10.043
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2009M01;9.528
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2008M12;10.671
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2008M11;11.342
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2008M10;13.375
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2008M09;13.109
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2008M08;12.104
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2008M07;14.655
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2008M06;13.548
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2008M05;16.125
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2008M04;12.676
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2008M03;13.546
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2008M02;11.651
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2008M01;10.874
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2007M12;11.709
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2007M11;13.879
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2007M10;14.547
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2007M09;12.887
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2007M08;14.036
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2007M07;14.959
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2007M06;15.835
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2007M05;15.724
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2007M04;14.513
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2007M03;15.106
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2007M02;12.201
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2007M01;10.908
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2006M12;13.827
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2006M11;15.111
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2006M10;15.748
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2006M09;16.006
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2006M08;17.885
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2006M07;16.541
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2006M06;16.456
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2006M05;14.423
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2006M04;16.748
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2006M03;17.011
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2006M02;12.404
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2006M01;11.510
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2005M12;""
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2005M11;""
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2005M10;""
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2005M09;""
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2005M08;""
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2005M07;""
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2005M06;""
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2005M05;""
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2005M04;""
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2005M03;""
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2005M02;""
01059 Vitoria-Gasteiz;Viajero;Residentes en España;2005M01;""
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2026M05;8.232
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2026M04;7.992
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2026M03;6.485
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2026M02;5.059
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2026M01;5.931
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2025M12;6.265
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2025M11;6.114
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2025M10;10.308
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2025M09;10.750
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2025M08;17.452
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2025M07;16.512
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2025M06;9.685
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2025M05;10.147
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2025M04;8.852
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2025M03;6.903
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2025M02;4.621
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2025M01;5.499
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2024M12;6.277
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2024M11;6.239
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2024M10;9.694
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2024M09;10.798
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2024M08;18.007
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2024M07;17.281
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2024M06;9.814
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2024M05;9.666
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2024M04;7.974
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2024M03;6.518
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2024M02;4.765
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2024M01;5.742
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2023M12;5.323
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2023M11;6.137
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2023M10;7.925
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2023M09;10.902
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2023M08;17.336
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2023M07;15.657
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2023M06;8.920
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2023M05;8.779
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2023M04;7.431
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2023M03;5.504
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2023M02;4.608
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2023M01;4.782
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2022M12;4.327
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2022M11;4.882
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2022M10;6.936
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2022M09;8.842
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2022M08;15.783
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2022M07;15.824
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2022M06;8.703
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2022M05;6.885
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2022M04;6.155
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2022M03;4.612
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2022M02;3.715
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2022M01;3.288
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2021M12;3.543
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2021M11;4.578
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2021M10;5.317
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2021M09;6.021
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2021M08;8.589
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2021M07;7.152
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2021M06;3.092
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2021M05;2.003
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2021M04;1.344
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2021M03;1.400
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2021M02;865
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2021M01;1.823
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2020M12;1.372
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2020M11;1.215
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2020M10;2.144
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2020M09;1.791
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2020M08;4.869
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2020M07;3.533
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2020M06;.
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2020M05;.
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2020M04;0
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2020M03;2.000
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2020M02;3.475
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2020M01;4.421
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2019M12;3.370
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2019M11;3.929
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2019M10;5.851
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2019M09;7.841
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2019M08;12.942
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2019M07;10.420
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2019M06;6.924
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2019M05;7.032
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2019M04;6.179
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2019M03;4.641
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2019M02;3.290
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2019M01;4.060
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2018M12;3.405
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2018M11;3.868
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2018M10;6.187
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2018M09;7.564
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2018M08;13.028
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2018M07;10.364
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2018M06;6.999
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2018M05;8.244
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2018M04;5.881
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2018M03;4.235
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2018M02;2.837
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2018M01;4.304
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2017M12;3.277
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2017M11;4.320
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2017M10;6.048
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2017M09;7.357
01059 Vitoria-Gasteiz;Viajero;Residentes en el Extranjero;2017M08;12.832
