Zonas Turísticas;Viajeros y pernoctaciones;Residencia;Periodo;Total
Cataluña: Costa Daurada;Viajero;Residentes en España;2024M06;206.069
Cataluña: Costa Daurada;Viajero;Residentes en España;2024M05;162.518
Cataluña: Costa Daurada;Viajero;Residentes en España;2024M04;112.377
Cataluña: Costa Daurada;Viajero;Residentes en España;2024M03;97.949
Cataluña: Costa Daurada;Viajero;Residentes en España;2024M02;29.049
Cataluña: Costa Daurada;Viajero;Residentes en España;2024M01;29.442
Cataluña: Costa Daurada;Viajero;Residentes en España;2023M12;77.456
Cataluña: Costa Daurada;Viajero;Residentes en España;2023M11;56.995
Cataluña: Costa Daurada;Viajero;Residentes en España;2023M10;125.456
Cataluña: Costa Daurada;Viajero;Residentes en España;2023M09;196.771
Cataluña: Costa Daurada;Viajero;Residentes en España;2023M08;244.544
Cataluña: Costa Daurada;Viajero;Residentes en España;2023M07;269.491
Cataluña: Costa Daurada;Viajero;Residentes en España;2023M06;262.429
Cataluña: Costa Daurada;Viajero;Residentes en España;2023M05;146.833
Cataluña: Costa Daurada;Viajero;Residentes en España;2023M04;182.487
Cataluña: Costa Daurada;Viajero;Residentes en España;2023M03;34.772
Cataluña: Costa Daurada;Viajero;Residentes en España;2023M02;25.050
Cataluña: Costa Daurada;Viajero;Residentes en España;2023M01;33.310
Cataluña: Costa Daurada;Viajero;Residentes en España;2022M12;78.672
Cataluña: Costa Daurada;Viajero;Residentes en España;2022M11;49.609
Cataluña: Costa Daurada;Viajero;Residentes en España;2022M10;127.268
Cataluña: Costa Daurada;Viajero;Residentes en España;2022M09;176.451
Cataluña: Costa Daurada;Viajero;Residentes en España;2022M08;243.873
Cataluña: Costa Daurada;Viajero;Residentes en España;2022M07;254.059
Cataluña: Costa Daurada;Viajero;Residentes en España;2022M06;264.781
Cataluña: Costa Daurada;Viajero;Residentes en España;2022M05;174.116
Cataluña: Costa Daurada;Viajero;Residentes en España;2022M04;155.922
Cataluña: Costa Daurada;Viajero;Residentes en España;2022M03;32.351
Cataluña: Costa Daurada;Viajero;Residentes en España;2022M02;24.113
Cataluña: Costa Daurada;Viajero;Residentes en España;2022M01;27.107
Cataluña: Costa Daurada;Viajero;Residentes en España;2021M12;53.617
Cataluña: Costa Daurada;Viajero;Residentes en España;2021M11;43.817
Cataluña: Costa Daurada;Viajero;Residentes en España;2021M10;127.577
Cataluña: Costa Daurada;Viajero;Residentes en España;2021M09;184.156
Cataluña: Costa Daurada;Viajero;Residentes en España;2021M08;310.406
Cataluña: Costa Daurada;Viajero;Residentes en España;2021M07;263.916
Cataluña: Costa Daurada;Viajero;Residentes en España;2021M06;174.782
Cataluña: Costa Daurada;Viajero;Residentes en España;2021M05;58.014
Cataluña: Costa Daurada;Viajero;Residentes en España;2021M04;22.521
Cataluña: Costa Daurada;Viajero;Residentes en España;2021M03;17.635
Cataluña: Costa Daurada;Viajero;Residentes en España;2021M02;8.786
Cataluña: Costa Daurada;Viajero;Residentes en España;2021M01;7.352
Cataluña: Costa Daurada;Viajero;Residentes en España;2020M12;10.902
Cataluña: Costa Daurada;Viajero;Residentes en España;2020M11;8.416
Cataluña: Costa Daurada;Viajero;Residentes en España;2020M10;37.122
Cataluña: Costa Daurada;Viajero;Residentes en España;2020M09;102.554
Cataluña: Costa Daurada;Viajero;Residentes en España;2020M08;203.793
Cataluña: Costa Daurada;Viajero;Residentes en España;2020M07;119.305
Cataluña: Costa Daurada;Viajero;Residentes en España;2020M06;.
Cataluña: Costa Daurada;Viajero;Residentes en España;2020M05;.
Cataluña: Costa Daurada;Viajero;Residentes en España;2020M04;0
Cataluña: Costa Daurada;Viajero;Residentes en España;2020M03;11.070
Cataluña: Costa Daurada;Viajero;Residentes en España;2020M02;35.454
Cataluña: Costa Daurada;Viajero;Residentes en España;2020M01;32.823
Cataluña: Costa Daurada;Viajero;Residentes en España;2019M12;67.649
Cataluña: Costa Daurada;Viajero;Residentes en España;2019M11;60.748
Cataluña: Costa Daurada;Viajero;Residentes en España;2019M10;98.419
Cataluña: Costa Daurada;Viajero;Residentes en España;2019M09;153.930
Cataluña: Costa Daurada;Viajero;Residentes en España;2019M08;224.099
Cataluña: Costa Daurada;Viajero;Residentes en España;2019M07;196.410
Cataluña: Costa Daurada;Viajero;Residentes en España;2019M06;205.638
Cataluña: Costa Daurada;Viajero;Residentes en España;2019M05;138.403
Cataluña: Costa Daurada;Viajero;Residentes en España;2019M04;155.754
Cataluña: Costa Daurada;Viajero;Residentes en España;2019M03;50.946
Cataluña: Costa Daurada;Viajero;Residentes en España;2019M02;33.458
Cataluña: Costa Daurada;Viajero;Residentes en España;2019M01;26.637
Cataluña: Costa Daurada;Viajero;Residentes en España;2018M12;65.360
Cataluña: Costa Daurada;Viajero;Residentes en España;2018M11;51.500
Cataluña: Costa Daurada;Viajero;Residentes en España;2018M10;109.958
Cataluña: Costa Daurada;Viajero;Residentes en España;2018M09;166.732
Cataluña: Costa Daurada;Viajero;Residentes en España;2018M08;220.715
Cataluña: Costa Daurada;Viajero;Residentes en España;2018M07;197.539
Cataluña: Costa Daurada;Viajero;Residentes en España;2018M06;178.492
Cataluña: Costa Daurada;Viajero;Residentes en España;2018M05;127.072
Cataluña: Costa Daurada;Viajero;Residentes en España;2018M04;136.353
Cataluña: Costa Daurada;Viajero;Residentes en España;2018M03;67.177
Cataluña: Costa Daurada;Viajero;Residentes en España;2018M02;28.291
Cataluña: Costa Daurada;Viajero;Residentes en España;2018M01;20.440
Cataluña: Costa Daurada;Viajero;Residentes en España;2017M12;55.520
Cataluña: Costa Daurada;Viajero;Residentes en España;2017M11;47.503
Cataluña: Costa Daurada;Viajero;Residentes en España;2017M10;119.203
Cataluña: Costa Daurada;Viajero;Residentes en España;2017M09;169.263
Cataluña: Costa Daurada;Viajero;Residentes en España;2017M08;217.943
Cataluña: Costa Daurada;Viajero;Residentes en España;2017M07;208.182
Cataluña: Costa Daurada;Viajero;Residentes en España;2017M06;212.914
Cataluña: Costa Daurada;Viajero;Residentes en España;2017M05;131.474
Cataluña: Costa Daurada;Viajero;Residentes en España;2017M04;171.642
Cataluña: Costa Daurada;Viajero;Residentes en España;2017M03;62.366
Cataluña: Costa Daurada;Viajero;Residentes en España;2017M02;39.893
Cataluña: Costa Daurada;Viajero;Residentes en España;2017M01;32.694
Cataluña: Costa Daurada;Viajero;Residentes en España;2016M12;70.340
Cataluña: Costa Daurada;Viajero;Residentes en España;2016M11;44.784
Cataluña: Costa Daurada;Viajero;Residentes en España;2016M10;121.242
Cataluña: Costa Daurada;Viajero;Residentes en España;2016M09;156.489
Cataluña: Costa Daurada;Viajero;Residentes en España;2016M08;233.056
Cataluña: Costa Daurada;Viajero;Residentes en España;2016M07;212.113
Cataluña: Costa Daurada;Viajero;Residentes en España;2016M06;202.443
Cataluña: Costa Daurada;Viajero;Residentes en España;2016M05;134.905
Cataluña: Costa Daurada;Viajero;Residentes en España;2016M04;101.277
Cataluña: Costa Daurada;Viajero;Residentes en España;2016M03;85.257
Cataluña: Costa Daurada;Viajero;Residentes en España;2016M02;38.582
Cataluña: Costa Daurada;Viajero;Residentes en España;2016M01;32.328
Cataluña: Costa Daurada;Viajero;Residentes en España;2015M12;66.071
Cataluña: Costa Daurada;Viajero;Residentes en España;2015M11;46.810
Cataluña: Costa Daurada;Viajero;Residentes en España;2015M10;118.576
Cataluña: Costa Daurada;Viajero;Residentes en España;2015M09;151.423
Cataluña: Costa Daurada;Viajero;Residentes en España;2015M08;232.677
Cataluña: Costa Daurada;Viajero;Residentes en España;2015M07;206.582
Cataluña: Costa Daurada;Viajero;Residentes en España;2015M06;185.338
Cataluña: Costa Daurada;Viajero;Residentes en España;2015M05;129.899
Cataluña: Costa Daurada;Viajero;Residentes en España;2015M04;121.055
Cataluña: Costa Daurada;Viajero;Residentes en España;2015M03;55.460
Cataluña: Costa Daurada;Viajero;Residentes en España;2015M02;33.940
Cataluña: Costa Daurada;Viajero;Residentes en España;2015M01;28.463
Cataluña: Costa Daurada;Viajero;Residentes en España;2014M12;58.574
Cataluña: Costa Daurada;Viajero;Residentes en España;2014M11;41.576
Cataluña: Costa Daurada;Viajero;Residentes en España;2014M10;98.787
Cataluña: Costa Daurada;Viajero;Residentes en España;2014M09;121.203
Cataluña: Costa Daurada;Viajero;Residentes en España;2014M08;182.459
Cataluña: Costa Daurada;Viajero;Residentes en España;2014M07;144.590
Cataluña: Costa Daurada;Viajero;Residentes en España;2014M06;159.346
Cataluña: Costa Daurada;Viajero;Residentes en España;2014M05;111.924
Cataluña: Costa Daurada;Viajero;Residentes en España;2014M04;137.705
Cataluña: Costa Daurada;Viajero;Residentes en España;2014M03;46.226
Cataluña: Costa Daurada;Viajero;Residentes en España;2014M02;33.455
Cataluña: Costa Daurada;Viajero;Residentes en España;2014M01;28.393
Cataluña: Costa Daurada;Viajero;Residentes en España;2013M12;58.875
Cataluña: Costa Daurada;Viajero;Residentes en España;2013M11;44.242
Cataluña: Costa Daurada;Viajero;Residentes en España;2013M10;91.963
Cataluña: Costa Daurada;Viajero;Residentes en España;2013M09;96.709
Cataluña: Costa Daurada;Viajero;Residentes en España;2013M08;165.013
Cataluña: Costa Daurada;Viajero;Residentes en España;2013M07;127.260
Cataluña: Costa Daurada;Viajero;Residentes en España;2013M06;141.360
Cataluña: Costa Daurada;Viajero;Residentes en España;2013M05;97.941
Cataluña: Costa Daurada;Viajero;Residentes en España;2013M04;71.026
Cataluña: Costa Daurada;Viajero;Residentes en España;2013M03;83.138
Cataluña: Costa Daurada;Viajero;Residentes en España;2013M02;28.348
Cataluña: Costa Daurada;Viajero;Residentes en España;2013M01;26.192
Cataluña: Costa Daurada;Viajero;Residentes en España;2012M12;49.692
Cataluña: Costa Daurada;Viajero;Residentes en España;2012M11;37.096
Cataluña: Costa Daurada;Viajero;Residentes en España;2012M10;80.728
Cataluña: Costa Daurada;Viajero;Residentes en España;2012M09;119.474
Cataluña: Costa Daurada;Viajero;Residentes en España;2012M08;182.582
Cataluña: Costa Daurada;Viajero;Residentes en España;2012M07;154.058
Cataluña: Costa Daurada;Viajero;Residentes en España;2012M06;150.970
Cataluña: Costa Daurada;Viajero;Residentes en España;2012M05;107.071
Cataluña: Costa Daurada;Viajero;Residentes en España;2012M04;133.651
Cataluña: Costa Daurada;Viajero;Residentes en España;2012M03;50.011
Cataluña: Costa Daurada;Viajero;Residentes en España;2012M02;35.388
Cataluña: Costa Daurada;Viajero;Residentes en España;2012M01;31.056
Cataluña: Costa Daurada;Viajero;Residentes en España;2011M12;48.039
Cataluña: Costa Daurada;Viajero;Residentes en España;2011M11;43.437
Cataluña: Costa Daurada;Viajero;Residentes en España;2011M10;93.584
Cataluña: Costa Daurada;Viajero;Residentes en España;2011M09;128.128
Cataluña: Costa Daurada;Viajero;Residentes en España;2011M08;205.782
Cataluña: Costa Daurada;Viajero;Residentes en España;2011M07;172.142
Cataluña: Costa Daurada;Viajero;Residentes en España;2011M06;150.184
Cataluña: Costa Daurada;Viajero;Residentes en España;2011M05;99.907
Cataluña: Costa Daurada;Viajero;Residentes en España;2011M04;119.090
Cataluña: Costa Daurada;Viajero;Residentes en España;2011M03;53.783
Cataluña: Costa Daurada;Viajero;Residentes en España;2011M02;36.538
Cataluña: Costa Daurada;Viajero;Residentes en España;2011M01;32.219
Cataluña: Costa Daurada;Viajero;Residentes en España;2010M12;57.246
Cataluña: Costa Daurada;Viajero;Residentes en España;2010M11;45.357
Cataluña: Costa Daurada;Viajero;Residentes en España;2010M10;115.908
Cataluña: Costa Daurada;Viajero;Residentes en España;2010M09;126.426
Cataluña: Costa Daurada;Viajero;Residentes en España;2010M08;238.302
Cataluña: Costa Daurada;Viajero;Residentes en España;2010M07;189.169
Cataluña: Costa Daurada;Viajero;Residentes en España;2010M06;191.335
Cataluña: Costa Daurada;Viajero;Residentes en España;2010M05;128.416
Cataluña: Costa Daurada;Viajero;Residentes en España;2010M04;129.930
Cataluña: Costa Daurada;Viajero;Residentes en España;2010M03;64.675
Cataluña: Costa Daurada;Viajero;Residentes en España;2010M02;44.862
Cataluña: Costa Daurada;Viajero;Residentes en España;2010M01;37.940
Cataluña: Costa Daurada;Viajero;Residentes en España;2009M12;48.068
Cataluña: Costa Daurada;Viajero;Residentes en España;2009M11;45.750
Cataluña: Costa Daurada;Viajero;Residentes en España;2009M10;97.088
Cataluña: Costa Daurada;Viajero;Residentes en España;2009M09;135.719
Cataluña: Costa Daurada;Viajero;Residentes en España;2009M08;225.711
Cataluña: Costa Daurada;Viajero;Residentes en España;2009M07;167.736
Cataluña: Costa Daurada;Viajero;Residentes en España;2009M06;168.522
Cataluña: Costa Daurada;Viajero;Residentes en España;2009M05;125.469
Cataluña: Costa Daurada;Viajero;Residentes en España;2009M04;161.056
Cataluña: Costa Daurada;Viajero;Residentes en España;2009M03;52.212
Cataluña: Costa Daurada;Viajero;Residentes en España;2009M02;43.219
Cataluña: Costa Daurada;Viajero;Residentes en España;2009M01;31.228
Cataluña: Costa Daurada;Viajero;Residentes en España;2008M12;53.305
Cataluña: Costa Daurada;Viajero;Residentes en España;2008M11;52.291
Cataluña: Costa Daurada;Viajero;Residentes en España;2008M10;96.264
Cataluña: Costa Daurada;Viajero;Residentes en España;2008M09;128.808
Cataluña: Costa Daurada;Viajero;Residentes en España;2008M08;203.411
Cataluña: Costa Daurada;Viajero;Residentes en España;2008M07;159.724
Cataluña: Costa Daurada;Viajero;Residentes en España;2008M06;150.487
Cataluña: Costa Daurada;Viajero;Residentes en España;2008M05;113.837
Cataluña: Costa Daurada;Viajero;Residentes en España;2008M04;96.340
Cataluña: Costa Daurada;Viajero;Residentes en España;2008M03;81.443
Cataluña: Costa Daurada;Viajero;Residentes en España;2008M02;48.611
Cataluña: Costa Daurada;Viajero;Residentes en España;2008M01;34.555
Cataluña: Costa Daurada;Viajero;Residentes en España;2007M12;53.033
Cataluña: Costa Daurada;Viajero;Residentes en España;2007M11;59.765
Cataluña: Costa Daurada;Viajero;Residentes en España;2007M10;105.443
Cataluña: Costa Daurada;Viajero;Residentes en España;2007M09;145.547
Cataluña: Costa Daurada;Viajero;Residentes en España;2007M08;209.847
Cataluña: Costa Daurada;Viajero;Residentes en España;2007M07;164.450
Cataluña: Costa Daurada;Viajero;Residentes en España;2007M06;189.810
Cataluña: Costa Daurada;Viajero;Residentes en España;2007M05;117.414
Cataluña: Costa Daurada;Viajero;Residentes en España;2007M04;151.400
Cataluña: Costa Daurada;Viajero;Residentes en España;2007M03;59.137
Cataluña: Costa Daurada;Viajero;Residentes en España;2007M02;42.563
Cataluña: Costa Daurada;Viajero;Residentes en España;2007M01;39.685
Cataluña: Costa Daurada;Viajero;Residentes en España;2006M12;37.564
Cataluña: Costa Daurada;Viajero;Residentes en España;2006M11;48.124
Cataluña: Costa Daurada;Viajero;Residentes en España;2006M10;116.554
Cataluña: Costa Daurada;Viajero;Residentes en España;2006M09;176.802
Cataluña: Costa Daurada;Viajero;Residentes en España;2006M08;249.631
Cataluña: Costa Daurada;Viajero;Residentes en España;2006M07;200.412
Cataluña: Costa Daurada;Viajero;Residentes en España;2006M06;194.109
Cataluña: Costa Daurada;Viajero;Residentes en España;2006M05;118.610
Cataluña: Costa Daurada;Viajero;Residentes en España;2006M04;155.470
Cataluña: Costa Daurada;Viajero;Residentes en España;2006M03;44.484
Cataluña: Costa Daurada;Viajero;Residentes en España;2006M02;36.021
Cataluña: Costa Daurada;Viajero;Residentes en España;2006M01;30.663
Cataluña: Costa Daurada;Viajero;Residentes en España;2005M12;44.124
Cataluña: Costa Daurada;Viajero;Residentes en España;2005M11;58.126
Cataluña: Costa Daurada;Viajero;Residentes en España;2005M10;102.700
Cataluña: Costa Daurada;Viajero;Residentes en España;2005M09;135.624
Cataluña: Costa Daurada;Viajero;Residentes en España;2005M08;176.149
Cataluña: Costa Daurada;Viajero;Residentes en España;2005M07;162.452
Cataluña: Costa Daurada;Viajero;Residentes en España;2005M06;154.276
Cataluña: Costa Daurada;Viajero;Residentes en España;2005M05;129.496
Cataluña: Costa Daurada;Viajero;Residentes en España;2005M04;105.746
Cataluña: Costa Daurada;Viajero;Residentes en España;2005M03;69.673
Cataluña: Costa Daurada;Viajero;Residentes en España;2005M02;41.291
Cataluña: Costa Daurada;Viajero;Residentes en España;2005M01;43.571
Cataluña: Costa Daurada;Viajero;Residentes en España;2004M12;53.110
Cataluña: Costa Daurada;Viajero;Residentes en España;2004M11;50.958
Cataluña: Costa Daurada;Viajero;Residentes en España;2004M10;94.260
Cataluña: Costa Daurada;Viajero;Residentes en España;2004M09;128.593
Cataluña: Costa Daurada;Viajero;Residentes en España;2004M08;179.353
Cataluña: Costa Daurada;Viajero;Residentes en España;2004M07;160.540
Cataluña: Costa Daurada;Viajero;Residentes en España;2004M06;170.685
Cataluña: Costa Daurada;Viajero;Residentes en España;2004M05;106.612
Cataluña: Costa Daurada;Viajero;Residentes en España;2004M04;137.256
Cataluña: Costa Daurada;Viajero;Residentes en España;2004M03;55.357
Cataluña: Costa Daurada;Viajero;Residentes en España;2004M02;40.904
Cataluña: Costa Daurada;Viajero;Residentes en España;2004M01;35.558
Cataluña: Costa Daurada;Viajero;Residentes en España;2003M12;45.510
Cataluña: Costa Daurada;Viajero;Residentes en España;2003M11;43.247
Cataluña: Costa Daurada;Viajero;Residentes en España;2003M10;69.717
Cataluña: Costa Daurada;Viajero;Residentes en España;2003M09;110.459
Cataluña: Costa Daurada;Viajero;Residentes en España;2003M08;165.669
Cataluña: Costa Daurada;Viajero;Residentes en España;2003M07;138.214
Cataluña: Costa Daurada;Viajero;Residentes en España;2003M06;141.383
Cataluña: Costa Daurada;Viajero;Residentes en España;2003M05;101.936
Cataluña: Costa Daurada;Viajero;Residentes en España;2003M04;107.437
Cataluña: Costa Daurada;Viajero;Residentes en España;2003M03;45.912
Cataluña: Costa Daurada;Viajero;Residentes en España;2003M02;30.590
Cataluña: Costa Daurada;Viajero;Residentes en España;2003M01;29.433
Cataluña: Costa Daurada;Viajero;Residentes en España;2002M12;44.635
Cataluña: Costa Daurada;Viajero;Residentes en España;2002M11;36.170
Cataluña: Costa Daurada;Viajero;Residentes en España;2002M10;56.752
Cataluña: Costa Daurada;Viajero;Residentes en España;2002M09;86.547
Cataluña: Costa Daurada;Viajero;Residentes en España;2002M08;137.237
Cataluña: Costa Daurada;Viajero;Residentes en España;2002M07;114.524
Cataluña: Costa Daurada;Viajero;Residentes en España;2002M06;105.775
Cataluña: Costa Daurada;Viajero;Residentes en España;2002M05;85.986
Cataluña: Costa Daurada;Viajero;Residentes en España;2002M04;91.085
Cataluña: Costa Daurada;Viajero;Residentes en España;2002M03;51.711
Cataluña: Costa Daurada;Viajero;Residentes en España;2002M02;33.352
Cataluña: Costa Daurada;Viajero;Residentes en España;2002M01;23.045
Cataluña: Costa Daurada;Viajero;Residentes en España;2001M12;32.108
Cataluña: Costa Daurada;Viajero;Residentes en España;2001M11;35.008
Cataluña: Costa Daurada;Viajero;Residentes en España;2001M10;70.512
Cataluña: Costa Daurada;Viajero;Residentes en España;2001M09;105.817
Cataluña: Costa Daurada;Viajero;Residentes en España;2001M08;135.859
Cataluña: Costa Daurada;Viajero;Residentes en España;2001M07;115.430
Cataluña: Costa Daurada;Viajero;Residentes en España;2001M06;108.848
Cataluña: Costa Daurada;Viajero;Residentes en España;2001M05;77.732
Cataluña: Costa Daurada;Viajero;Residentes en España;2001M04;98.861
Cataluña: Costa Daurada;Viajero;Residentes en España;2001M03;38.737
Cataluña: Costa Daurada;Viajero;Residentes en España;2001M02;31.203
Cataluña: Costa Daurada;Viajero;Residentes en España;2001M01;21.019
Cataluña: Costa Daurada;Viajero;Residentes en España;2000M12;23.971
Cataluña: Costa Daurada;Viajero;Residentes en España;2000M11;24.997
Cataluña: Costa Daurada;Viajero;Residentes en España;2000M10;60.948
Cataluña: Costa Daurada;Viajero;Residentes en España;2000M09;100.405
Cataluña: Costa Daurada;Viajero;Residentes en España;2000M08;116.463
Cataluña: Costa Daurada;Viajero;Residentes en España;2000M07;97.995
Cataluña: Costa Daurada;Viajero;Residentes en España;2000M06;112.569
Cataluña: Costa Daurada;Viajero;Residentes en España;2000M05;78.145
Cataluña: Costa Daurada;Viajero;Residentes en España;2000M04;77.163
Cataluña: Costa Daurada;Viajero;Residentes en España;2000M03;36.679
Cataluña: Costa Daurada;Viajero;Residentes en España;2000M02;28.245
Cataluña: Costa Daurada;Viajero;Residentes en España;2000M01;21.190
Cataluña: Costa Daurada;Viajero;Residentes en España;1999M12;26.417
Cataluña: Costa Daurada;Viajero;Residentes en España;1999M11;24.425
Cataluña: Costa Daurada;Viajero;Residentes en España;1999M10;56.763
Cataluña: Costa Daurada;Viajero;Residentes en España;1999M09;96.387
Cataluña: Costa Daurada;Viajero;Residentes en España;1999M08;109.142
Cataluña: Costa Daurada;Viajero;Residentes en España;1999M07;122.661
Cataluña: Costa Daurada;Viajero;Residentes en España;1999M06;95.501
Cataluña: Costa Daurada;Viajero;Residentes en España;1999M05;71.305
Cataluña: Costa Daurada;Viajero;Residentes en España;1999M04;75.405
Cataluña: Costa Daurada;Viajero;Residentes en España;1999M03;34.768
Cataluña: Costa Daurada;Viajero;Residentes en España;1999M02;27.401
Cataluña: Costa Daurada;Viajero;Residentes en España;1999M01;14.244
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2026M05;192.144
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2026M04;134.388
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2026M03;36.936
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2026M02;13.296
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2026M01;15.425
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2025M12;20.941
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2025M11;23.294
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2025M10;142.673
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2025M09;179.090
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2025M08;231.187
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2025M07;225.939
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2025M06;190.037
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2025M05;185.828
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2025M04;132.888
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2025M03;15.424
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2025M02;9.955
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2025M01;7.612
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2024M12;16.234
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2024M11;22.890
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2024M10;135.880
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2024M09;174.615
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2024M08;234.048
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2024M07;220.682
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2024M06;170.336
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2024M05;186.987
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2024M04;98.989
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2024M03;30.811
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2024M02;10.915
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2024M01;12.761
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2023M12;19.880
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2023M11;20.028
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2023M10;120.726
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2023M09;173.535
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2023M08;230.046
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2023M07;218.606
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2023M06;143.144
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2023M05;162.672
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2023M04;96.354
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2023M03;14.127
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2023M02;9.646
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2023M01;11.050
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2022M12;19.082
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2022M11;22.412
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2022M10;103.265
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2022M09;153.013
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2022M08;221.924
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2022M07;203.289
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2022M06;131.926
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2022M05;135.478
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2022M04;69.379
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2022M03;10.975
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2022M02;7.924
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2022M01;8.907
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2021M12;14.197
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2021M11;17.845
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2021M10;68.199
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2021M09;59.929
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2021M08;104.503
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2021M07;68.129
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2021M06;24.814
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2021M05;9.400
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2021M04;3.033
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2021M03;2.305
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2021M02;1.385
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2021M01;1.717
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2020M12;2.270
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2020M11;1.998
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2020M10;7.662
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2020M09;16.412
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2020M08;47.144
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2020M07;34.815
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2020M06;.
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2020M05;.
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2020M04;0
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2020M03;4.113
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2020M02;9.518
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2020M01;11.435
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2019M12;16.590
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2019M11;18.068
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2019M10;112.757
Cataluña: Costa Daurada;Viajero;Residentes en el Extranjero;2019M09;178.400
