Zonas Turísticas;Viajeros y pernoctaciones;Residencia;Periodo;Total
Andalucía: Costa Del Sol (Málaga);Pernoctaciones;Residentes en el Extranjero;2001M06;1.086.579
Andalucía: Costa Del Sol (Málaga);Pernoctaciones;Residentes en el Extranjero;2001M05;1.037.802
Andalucía: Costa Del Sol (Málaga);Pernoctaciones;Residentes en el Extranjero;2001M04;889.842
Andalucía: Costa Del Sol (Málaga);Pernoctaciones;Residentes en el Extranjero;2001M03;815.294
Andalucía: Costa Del Sol (Málaga);Pernoctaciones;Residentes en el Extranjero;2001M02;590.409
Andalucía: Costa Del Sol (Málaga);Pernoctaciones;Residentes en el Extranjero;2001M01;452.624
Andalucía: Costa Del Sol (Málaga);Pernoctaciones;Residentes en el Extranjero;2000M12;447.249
Andalucía: Costa Del Sol (Málaga);Pernoctaciones;Residentes en el Extranjero;2000M11;601.422
Andalucía: Costa Del Sol (Málaga);Pernoctaciones;Residentes en el Extranjero;2000M10;976.459
Andalucía: Costa Del Sol (Málaga);Pernoctaciones;Residentes en el Extranjero;2000M09;1.054.346
Andalucía: Costa Del Sol (Málaga);Pernoctaciones;Residentes en el Extranjero;2000M08;1.067.158
Andalucía: Costa Del Sol (Málaga);Pernoctaciones;Residentes en el Extranjero;2000M07;1.038.338
Andalucía: Costa Del Sol (Málaga);Pernoctaciones;Residentes en el Extranjero;2000M06;1.066.468
Andalucía: Costa Del Sol (Málaga);Pernoctaciones;Residentes en el Extranjero;2000M05;1.025.940
Andalucía: Costa Del Sol (Málaga);Pernoctaciones;Residentes en el Extranjero;2000M04;977.702
Andalucía: Costa Del Sol (Málaga);Pernoctaciones;Residentes en el Extranjero;2000M03;891.827
Andalucía: Costa Del Sol (Málaga);Pernoctaciones;Residentes en el Extranjero;2000M02;634.366
Andalucía: Costa Del Sol (Málaga);Pernoctaciones;Residentes en el Extranjero;2000M01;485.111
Andalucía: Costa Del Sol (Málaga);Pernoctaciones;Residentes en el Extranjero;1999M12;442.132
Andalucía: Costa Del Sol (Málaga);Pernoctaciones;Residentes en el Extranjero;1999M11;639.897
Andalucía: Costa Del Sol (Málaga);Pernoctaciones;Residentes en el Extranjero;1999M10;984.134
Andalucía: Costa Del Sol (Málaga);Pernoctaciones;Residentes en el Extranjero;1999M09;1.096.845
Andalucía: Costa Del Sol (Málaga);Pernoctaciones;Residentes en el Extranjero;1999M08;1.162.354
Andalucía: Costa Del Sol (Málaga);Pernoctaciones;Residentes en el Extranjero;1999M07;1.121.765
Andalucía: Costa Del Sol (Málaga);Pernoctaciones;Residentes en el Extranjero;1999M06;1.038.056
Andalucía: Costa Del Sol (Málaga);Pernoctaciones;Residentes en el Extranjero;1999M05;997.444
Andalucía: Costa Del Sol (Málaga);Pernoctaciones;Residentes en el Extranjero;1999M04;891.511
Andalucía: Costa Del Sol (Málaga);Pernoctaciones;Residentes en el Extranjero;1999M03;735.841
Andalucía: Costa Del Sol (Málaga);Pernoctaciones;Residentes en el Extranjero;1999M02;514.420
Andalucía: Costa Del Sol (Málaga);Pernoctaciones;Residentes en el Extranjero;1999M01;443.693
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2026M05;58.719
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2026M04;56.297
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2026M03;46.932
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2026M02;33.227
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2026M01;26.948
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2025M12;39.510
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2025M11;46.135
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2025M10;60.960
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2025M09;76.684
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2025M08;114.530
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2025M07;104.009
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2025M06;74.634
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2025M05;61.769
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2025M04;62.526
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2025M03;46.329
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2025M02;34.364
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2025M01;29.109
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2024M12;41.362
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2024M11;43.639
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2024M10;65.348
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2024M09;82.836
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2024M08;117.503
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2024M07;102.538
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2024M06;75.717
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2024M05;63.678
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2024M04;54.370
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2024M03;57.641
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2024M02;34.676
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2024M01;27.462
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2023M12;36.546
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2023M11;35.747
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2023M10;68.370
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2023M09;86.258
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2023M08;112.811
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2023M07;103.870
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2023M06;74.276
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2023M05;54.021
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2023M04;68.125
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2023M03;39.227
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2023M02;27.907
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2023M01;22.297
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2022M12;29.069
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2022M11;31.968
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2022M10;54.359
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2022M09;71.479
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2022M08;107.040
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2022M07;98.320
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2022M06;64.689
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2022M05;48.427
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2022M04;57.461
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2022M03;30.367
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2022M02;25.797
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2022M01;15.316
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2021M12;24.689
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2021M11;29.825
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2021M10;61.548
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2021M09;82.032
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2021M08;121.868
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2021M07;101.973
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2021M06;54.000
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2021M05;23.858
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2021M04;9.148
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2021M03;8.412
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2021M02;5.642
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2021M01;4.948
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2020M12;4.932
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2020M11;4.601
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2020M10;24.121
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2020M09;59.032
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2020M08;104.301
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2020M07;86.066
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2020M06;.
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2020M05;.
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2020M04;0
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2020M03;13.798
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2020M02;32.726
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2020M01;23.465
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2019M12;32.055
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2019M11;35.846
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2019M10;54.252
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2019M09;81.709
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2019M08;116.136
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2019M07;96.187
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2019M06;64.276
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2019M05;52.002
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2019M04;61.324
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2019M03;37.661
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2019M02;26.145
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2019M01;20.141
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2018M12;35.030
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2018M11;34.365
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2018M10;53.250
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2018M09;78.683
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2018M08;111.161
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2018M07;86.354
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2018M06;67.503
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2018M05;49.969
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2018M04;50.136
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2018M03;46.219
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2018M02;27.814
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2018M01;21.887
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2017M12;34.289
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2017M11;33.631
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2017M10;55.746
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2017M09;76.146
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2017M08;111.463
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2017M07;96.947
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2017M06;66.794
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2017M05;51.886
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2017M04;68.801
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2017M03;37.988
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2017M02;27.742
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2017M01;23.307
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2016M12;32.835
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2016M11;29.932
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2016M10;52.206
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2016M09;75.765
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2016M08;111.596
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2016M07;95.214
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2016M06;60.605
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2016M05;47.881
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2016M04;44.021
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2016M03;49.612
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2016M02;28.733
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2016M01;24.613
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2015M12;34.414
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2015M11;35.903
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2015M10;54.673
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2015M09;77.156
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2015M08;124.755
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2015M07;105.161
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2015M06;67.182
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2015M05;50.026
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2015M04;56.671
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2015M03;37.573
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2015M02;26.222
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2015M01;23.675
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2014M12;30.110
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2014M11;31.201
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2014M10;46.516
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2014M09;71.828
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2014M08;110.946
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2014M07;88.275
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2014M06;57.841
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2014M05;45.817
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2014M04;47.511
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2014M03;28.550
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2014M02;22.740
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2014M01;20.078
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2013M12;23.724
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2013M11;26.036
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2013M10;39.487
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2013M09;60.145
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2013M08;106.531
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2013M07;90.258
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2013M06;52.094
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2013M05;39.053
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2013M04;30.916
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2013M03;40.214
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2013M02;20.499
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2013M01;15.872
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2012M12;23.233
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2012M11;24.003
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2012M10;36.863
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2012M09;57.815
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2012M08;104.151
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2012M07;78.848
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2012M06;51.057
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2012M05;39.683
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2012M04;50.195
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2012M03;31.853
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2012M02;21.650
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2012M01;18.511
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2011M12;25.377
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2011M11;25.557
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2011M10;46.880
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2011M09;71.345
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2011M08;105.877
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2011M07;93.798
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2011M06;63.260
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2011M05;48.235
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2011M04;52.726
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2011M03;29.728
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2011M02;29.537
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2011M01;16.193
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2010M12;25.253
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2010M11;26.754
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2010M10;50.584
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2010M09;66.754
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2010M08;110.622
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2010M07;85.292
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2010M06;53.224
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2010M05;42.624
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2010M04;47.709
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2010M03;36.543
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2010M02;23.670
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2010M01;16.162
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2009M12;24.612
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2009M11;27.756
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2009M10;49.720
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2009M09;64.787
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2009M08;109.627
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2009M07;94.884
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2009M06;54.322
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2009M05;45.670
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2009M04;46.043
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2009M03;32.806
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2009M02;24.844
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2009M01;19.473
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2008M12;28.128
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2008M11;33.433
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2008M10;47.127
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2008M09;65.637
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2008M08;107.316
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2008M07;87.267
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2008M06;57.843
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2008M05;55.883
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2008M04;39.325
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2008M03;49.940
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2008M02;33.649
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2008M01;21.370
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2007M12;37.521
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2007M11;47.148
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2007M10;56.391
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2007M09;77.201
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2007M08;114.310
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2007M07;91.943
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2007M06;71.448
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2007M05;55.448
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2007M04;67.061
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2007M03;42.293
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2007M02;31.817
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2007M01;24.394
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2006M12;35.616
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2006M11;32.978
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2006M10;51.084
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2006M09;78.412
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2006M08;105.267
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2006M07;92.652
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2006M06;64.851
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2006M05;52.315
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2006M04;67.352
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2006M03;39.342
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2006M02;30.903
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2006M01;22.649
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2005M12;28.365
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2005M11;31.027
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2005M10;48.787
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2005M09;68.300
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2005M08;94.944
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2005M07;81.492
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2005M06;56.978
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2005M05;43.814
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2005M04;40.650
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2005M03;38.899
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2005M02;23.267
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2005M01;17.991
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2004M12;26.642
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2004M11;25.425
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2004M10;43.367
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2004M09;58.272
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2004M08;86.991
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2004M07;72.282
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2004M06;53.568
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2004M05;36.473
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2004M04;40.108
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2004M03;28.478
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2004M02;22.450
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2004M01;16.747
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2003M12;22.150
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2003M11;22.163
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2003M10;35.041
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2003M09;52.510
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2003M08;90.619
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2003M07;60.084
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2003M06;44.233
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2003M05;37.314
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2003M04;41.171
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2003M03;22.928
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2003M02;16.882
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2003M01;14.025
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2002M12;22.403
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2002M11;23.482
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2002M10;33.018
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2002M09;51.867
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2002M08;83.909
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2002M07;60.781
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2002M06;39.571
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2002M05;31.083
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2002M04;28.215
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2002M03;35.617
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2002M02;20.654
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2002M01;17.149
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2001M12;23.114
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2001M11;24.342
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2001M10;40.410
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2001M09;51.068
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2001M08;80.722
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2001M07;63.237
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2001M06;39.963
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2001M05;33.351
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2001M04;43.023
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2001M03;26.244
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2001M02;18.716
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2001M01;18.522
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2000M12;24.732
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2000M11;26.129
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2000M10;36.707
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2000M09;52.397
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2000M08;73.208
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2000M07;61.030
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2000M06;36.023
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2000M05;34.370
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2000M04;38.553
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2000M03;24.213
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2000M02;18.498
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;2000M01;14.547
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;1999M12;20.029
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;1999M11;20.192
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;1999M10;31.599
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;1999M09;46.555
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;1999M08;72.906
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;1999M07;56.414
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;1999M06;35.977
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;1999M05;32.141
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;1999M04;26.574
Asturias (Principado De): Costa Verde;Viajero;Residentes en España;1999M03;24.719
