apartment_id,city,room_type,price_€,availability_30,availability_60,availability_90,availability_365,has_availability_numeric,occupancy_30,occupancy_rate_30,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,rating_above_80
13766096,barcelona,Private room,400.0,3,8,25,291,1,27,90.0,91.0,9.0,9.0,10.0,10.0,9.0,True
19854110,barcelona,Entire home/apt,3500.0,20,50,80,355,1,10,33.33,100.0,10.0,10.0,8.0,10.0,10.0,True
11909819,barcelona,Private room,300.0,10,40,70,345,1,20,66.67,92.0,9.0,9.0,10.0,10.0,10.0,True
777527,barcelona,Entire home/apt,980.0,7,16,46,302,1,23,76.67,80.0,7.0,9.0,10.0,9.0,9.0,False
14631204,barcelona,Entire home/apt,850.0,2,10,40,47,1,28,93.33,94.0,10.0,10.0,10.0,10.0,10.0,True
12013971,barcelona,Entire home/apt,1100.0,11,25,49,308,1,19,63.33,,,,,,,
6829579,barcelona,Private room,150.0,0,0,0,0,1,30,100.0,100.0,10.0,10.0,10.0,10.0,9.0,True
6340399,barcelona,Private room,600.0,18,18,18,182,1,12,40.0,87.0,9.0,10.0,9.0,10.0,9.0,True
11159274,barcelona,Entire home/apt,900.0,9,22,46,72,1,21,70.0,91.0,10.0,10.0,10.0,10.0,10.0,True
20180705,barcelona,Private room,350.0,0,12,42,42,1,30,100.0,97.0,10.0,10.0,10.0,10.0,10.0,True
6697001,barcelona,Entire home/apt,1050.0,5,20,50,73,1,25,83.33,90.0,9.0,9.0,9.0,10.0,9.0,True
12091396,barcelona,Private room,250.0,13,43,73,97,1,17,56.67,82.0,9.0,8.0,9.0,9.0,9.0,True
4867204,barcelona,Entire home/apt,1000.0,14,44,74,349,1,16,53.33,91.0,9.0,9.0,10.0,10.0,9.0,True
11486871,barcelona,Private room,550.0,28,58,88,363,1,2,6.67,80.0,10.0,10.0,8.0,8.0,10.0,False
968469,barcelona,Entire home/apt,1750.0,0,0,0,216,1,30,100.0,93.0,10.0,9.0,9.0,9.0,10.0,True
19899714,barcelona,Entire home/apt,1500.0,3,4,4,4,1,27,90.0,90.0,10.0,8.0,10.0,10.0,10.0,True
468902,barcelona,Entire home/apt,1200.0,0,0,0,73,1,30,100.0,91.0,9.0,9.0,9.0,9.0,9.0,True
7646595,barcelona,Private room,540.0,30,60,90,365,1,0,0.0,93.0,10.0,10.0,10.0,10.0,10.0,True
20535718,barcelona,Private room,500.0,29,59,89,364,1,1,3.33,50.0,5.0,5.0,7.0,7.0,8.0,False
18895271,barcelona,Private room,380.0,0,0,0,0,1,30,100.0,90.0,10.0,9.0,10.0,8.0,10.0,True
12045434,barcelona,Entire home/apt,1550.0,28,58,88,363,1,2,6.67,80.0,8.0,8.0,6.0,8.0,8.0,False
13017446,barcelona,Private room,500.0,6,36,66,66,1,24,80.0,93.0,10.0,9.0,10.0,10.0,9.0,True
2841708,barcelona,Private room,700.0,0,0,0,155,1,30,100.0,96.0,10.0,10.0,10.0,10.0,10.0,True
6747678,barcelona,Private room,300.0,0,0,0,0,1,30,100.0,86.0,9.0,8.0,10.0,10.0,9.0,True
1440247,barcelona,Entire home/apt,1750.0,30,60,90,365,1,0,0.0,93.0,9.0,10.0,10.0,10.0,9.0,True
18481549,barcelona,Entire home/apt,3300.0,12,33,61,318,1,18,60.0,,,,,,,
6857331,barcelona,Entire home/apt,860.0,7,37,67,342,1,23,76.67,96.0,10.0,10.0,10.0,10.0,10.0,True
1444019,barcelona,Entire home/apt,1460.0,11,35,62,337,1,19,63.33,100.0,10.0,10.0,10.0,10.0,10.0,True
18709873,barcelona,Entire home/apt,690.0,1,20,45,320,1,29,96.67,,,,,,,
18679105,barcelona,Private room,650.0,30,60,90,90,1,0,0.0,83.0,8.0,9.0,9.0,8.0,10.0,True
13402260,barcelona,Private room,500.0,0,0,0,0,1,30,100.0,94.0,10.0,10.0,10.0,9.0,9.0,True
12925884,barcelona,Private room,550.0,0,0,0,220,1,30,100.0,92.0,10.0,10.0,10.0,10.0,10.0,True
18109707,barcelona,Private room,350.0,27,57,87,114,1,3,10.0,92.0,9.0,10.0,10.0,10.0,10.0,True
18302148,barcelona,Private room,400.0,6,6,6,6,1,24,80.0,90.0,9.0,8.0,10.0,10.0,10.0,True
17877338,barcelona,Entire home/apt,1600.0,12,17,32,32,1,18,60.0,80.0,9.0,10.0,10.0,10.0,8.0,False
15794719,barcelona,Private room,600.0,30,60,90,365,1,0,0.0,100.0,10.0,10.0,9.0,10.0,9.0,True
5837152,barcelona,Entire home/apt,950.0,0,12,33,273,1,30,100.0,100.0,10.0,10.0,10.0,10.0,10.0,True
16157618,barcelona,Private room,300.0,2,28,45,284,1,28,93.33,94.0,10.0,10.0,10.0,10.0,10.0,True
16209983,barcelona,Entire home/apt,1350.0,5,29,53,317,1,25,83.33,100.0,10.0,10.0,10.0,10.0,,True
4029838,barcelona,Entire home/apt,900.0,2,14,30,264,1,28,93.33,96.0,10.0,10.0,10.0,10.0,10.0,True
3927638,barcelona,Entire home/apt,500.0,1,28,51,320,1,29,96.67,85.0,9.0,8.0,9.0,9.0,9.0,True
10646732,barcelona,Entire home/apt,500.0,3,33,58,278,1,27,90.0,88.0,9.0,9.0,10.0,9.0,9.0,True
15234209,barcelona,Private room,200.0,2,17,32,303,1,28,93.33,99.0,10.0,10.0,10.0,10.0,10.0,True
10559621,barcelona,Private room,650.0,24,54,84,359,1,6,20.0,90.0,10.0,9.0,10.0,9.0,10.0,True
3845305,barcelona,Private room,650.0,0,0,0,0,1,30,100.0,,,,,,,
956256,barcelona,Entire home/apt,800.0,3,23,47,302,1,27,90.0,95.0,10.0,9.0,10.0,10.0,10.0,True
3826233,barcelona,Entire home/apt,750.0,0,0,0,0,1,30,100.0,,,,,,,
15047966,barcelona,Private room,350.0,0,0,0,0,1,30,100.0,100.0,10.0,10.0,10.0,8.0,10.0,True
7113910,barcelona,Private room,400.0,0,0,0,0,1,30,100.0,80.0,,,,10.0,8.0,False
11948114,barcelona,Private room,600.0,0,0,14,265,1,30,100.0,97.0,10.0,10.0,10.0,10.0,10.0,True
16697355,barcelona,Private room,800.0,30,57,86,361,1,0,0.0,,,,,,,
14592598,barcelona,Private room,450.0,26,56,86,361,1,4,13.33,98.0,10.0,10.0,10.0,10.0,10.0,True
10373116,barcelona,Private room,450.0,7,29,56,326,1,23,76.67,91.0,9.0,9.0,10.0,10.0,9.0,True
507972,barcelona,Entire home/apt,5000.0,28,58,88,363,1,2,6.67,94.0,10.0,9.0,10.0,10.0,10.0,True
7451944,barcelona,Entire home/apt,500.0,0,0,0,255,1,30,100.0,90.0,9.0,10.0,9.0,10.0,9.0,True
14392407,barcelona,Entire home/apt,600.0,0,0,0,0,1,30,100.0,90.0,10.0,9.0,10.0,10.0,7.0,True
7453345,barcelona,Entire home/apt,1250.0,0,0,0,0,1,30,100.0,80.0,8.0,8.0,10.0,10.0,8.0,False
5356758,barcelona,Private room,530.0,3,3,3,3,1,27,90.0,,,,,,,
17229820,barcelona,Private room,400.0,11,11,15,290,1,19,63.33,80.0,8.0,8.0,8.0,8.0,9.0,False
5529487,barcelona,Private room,350.0,0,0,0,272,1,30,100.0,92.0,9.0,10.0,10.0,9.0,9.0,True
17299186,barcelona,Private room,330.0,16,16,16,234,1,14,46.67,68.0,7.0,7.0,8.0,7.0,10.0,False
7542869,barcelona,Private room,600.0,0,0,0,0,1,30,100.0,100.0,10.0,10.0,10.0,10.0,9.0,True
4543135,barcelona,Entire home/apt,1000.0,1,22,52,327,1,29,96.67,95.0,10.0,8.0,10.0,10.0,10.0,True
5833631,barcelona,Entire home/apt,1250.0,5,5,5,5,1,25,83.33,80.0,8.0,8.0,9.0,9.0,9.0,False
16819622,barcelona,Private room,330.0,26,56,86,361,1,4,13.33,,,,,,,
12337420,barcelona,Private room,250.0,0,24,54,54,1,30,100.0,95.0,10.0,10.0,10.0,9.0,10.0,True
73692,barcelona,Entire home/apt,1050.0,9,39,63,307,1,21,70.0,84.0,9.0,8.0,10.0,9.0,10.0,True
19069803,barcelona,Private room,200.0,26,56,86,86,1,4,13.33,96.0,10.0,10.0,10.0,10.0,10.0,True
8023971,barcelona,Private room,300.0,0,0,0,245,1,30,100.0,85.0,10.0,9.0,10.0,10.0,8.0,True
8979204,barcelona,Private room,350.0,0,0,0,0,1,30,100.0,100.0,10.0,9.0,10.0,10.0,10.0,True
19560747,barcelona,Entire home/apt,800.0,6,20,47,78,1,24,80.0,60.0,,8.0,,,,False
2170203,barcelona,Entire home/apt,770.0,5,19,38,309,1,25,83.33,92.0,9.0,10.0,9.0,9.0,9.0,True
2439919,barcelona,Entire home/apt,600.0,1,16,37,292,1,29,96.67,92.0,10.0,10.0,10.0,10.0,10.0,True
19138115,barcelona,Private room,300.0,0,0,0,0,1,30,100.0,90.0,10.0,10.0,10.0,10.0,10.0,True
7992378,barcelona,Entire home/apt,950.0,30,60,90,365,1,0,0.0,80.0,6.0,10.0,10.0,10.0,10.0,False
8665229,barcelona,Private room,330.0,4,4,4,4,1,26,86.67,74.0,8.0,7.0,9.0,8.0,9.0,False
20263584,barcelona,Entire home/apt,900.0,23,53,83,358,1,7,23.33,95.0,10.0,10.0,10.0,10.0,10.0,True
19931245,barcelona,Private room,450.0,25,55,85,360,1,5,16.67,75.0,9.0,8.0,9.0,9.0,10.0,False
8579303,barcelona,Private room,500.0,1,1,1,10,1,29,96.67,86.0,9.0,9.0,10.0,9.0,9.0,True
18971689,barcelona,Private room,300.0,25,25,25,25,1,5,16.67,,,,,,,
19172642,barcelona,Entire home/apt,1000.0,7,37,64,333,1,23,76.67,88.0,9.0,10.0,10.0,9.0,9.0,True
20128592,barcelona,Private room,490.0,9,39,69,69,1,21,70.0,100.0,10.0,10.0,10.0,10.0,10.0,True
8290927,barcelona,Private room,400.0,0,0,0,0,1,30,100.0,,,,,,,
20169029,barcelona,Private room,450.0,10,35,35,35,1,20,66.67,98.0,9.0,10.0,10.0,10.0,10.0,True
21173417,barcelona,Private room,300.0,30,60,90,365,1,0,0.0,,,,,,,
11117507,barcelona,Entire home/apt,990.0,0,0,0,0,1,30,100.0,67.0,7.0,8.0,10.0,10.0,9.0,False
20236173,barcelona,Private room,550.0,29,59,89,364,1,1,3.33,47.0,6.0,6.0,5.0,5.0,6.0,False
18338221,barcelona,Entire home/apt,1500.0,30,60,90,365,1,0,0.0,90.0,9.0,9.0,9.0,9.0,10.0,True
9991303,barcelona,Entire home/apt,2500.0,29,48,48,48,1,1,3.33,92.0,9.0,9.0,9.0,9.0,9.0,True
848081,barcelona,Private room,750.0,30,60,90,365,1,0,0.0,93.0,9.0,10.0,10.0,10.0,10.0,True
21136809,barcelona,Entire home/apt,600.0,17,39,68,228,1,13,43.33,,,,,,,
20213009,barcelona,Private room,500.0,0,0,0,165,1,30,100.0,90.0,9.0,7.0,10.0,10.0,9.0,True
4299561,barcelona,Entire home/apt,450.0,19,29,56,178,1,11,36.67,91.0,9.0,10.0,10.0,10.0,9.0,True
19900958,barcelona,Entire home/apt,1180.0,0,5,10,285,1,30,100.0,,,,,,,
14409727,barcelona,Private room,320.0,30,55,85,176,1,0,0.0,93.0,9.0,10.0,10.0,10.0,10.0,True
13571420,barcelona,Entire home/apt,1070.0,17,41,71,172,1,13,43.33,92.0,10.0,9.0,10.0,10.0,10.0,True
19764608,barcelona,Entire home/apt,1980.0,26,27,27,107,1,4,13.33,100.0,10.0,10.0,10.0,10.0,10.0,True
11955696,barcelona,Private room,400.0,0,0,0,0,1,30,100.0,,,,,,,
20978289,barcelona,Private room,280.0,22,33,63,63,1,8,26.67,,,,,,,
4524409,barcelona,Private room,420.0,0,0,10,10,1,30,100.0,85.0,9.0,10.0,9.0,9.0,9.0,True
8659814,barcelona,Entire home/apt,1150.0,30,60,90,365,1,0,0.0,93.0,10.0,10.0,10.0,9.0,10.0,True
20870573,barcelona,Entire home/apt,250.0,16,27,53,318,1,14,46.67,100.0,10.0,10.0,10.0,10.0,10.0,True
15593416,barcelona,Private room,470.0,0,7,37,218,1,30,100.0,95.0,9.0,9.0,10.0,10.0,10.0,True
14215215,barcelona,Private room,250.0,26,53,83,174,1,4,13.33,95.0,10.0,10.0,10.0,10.0,9.0,True
17405032,barcelona,Private room,400.0,0,0,0,0,1,30,100.0,,,,,,,
15711623,barcelona,Entire home/apt,1700.0,12,38,68,337,1,18,60.0,93.0,9.0,10.0,10.0,9.0,10.0,True
6948407,barcelona,Private room,350.0,29,59,89,179,1,1,3.33,94.0,10.0,10.0,10.0,10.0,10.0,True
980773,barcelona,Private room,390.0,0,0,0,0,1,30,100.0,,,,,,,
11670392,barcelona,Entire home/apt,1000.0,0,0,0,0,1,30,100.0,,,,,,,
12304310,barcelona,Private room,700.0,14,14,24,114,1,16,53.33,88.0,9.0,8.0,10.0,9.0,10.0,True
3352293,barcelona,Private room,300.0,0,0,0,0,1,30,100.0,93.0,10.0,8.0,9.0,9.0,10.0,True
14024134,barcelona,Entire home/apt,440.0,12,38,68,69,1,18,60.0,84.0,8.0,9.0,9.0,9.0,8.0,True
7805411,barcelona,Private room,490.0,6,6,6,6,1,24,80.0,91.0,9.0,9.0,10.0,10.0,9.0,True
19465905,barcelona,Private room,890.0,22,44,74,338,1,8,26.67,100.0,10.0,10.0,,,,True
19487935,barcelona,Entire home/apt,1390.0,10,25,25,46,1,20,66.67,100.0,10.0,10.0,10.0,10.0,10.0,True
12331497,barcelona,Shared room,1400.0,30,54,74,74,1,0,0.0,,,,,,,
16733143,barcelona,Private room,420.0,0,11,41,132,1,30,100.0,89.0,9.0,9.0,9.0,9.0,10.0,True
16623742,barcelona,Private room,210.0,17,28,58,319,1,13,43.33,90.0,9.0,9.0,10.0,9.0,10.0,True
16852329,barcelona,Private room,500.0,25,34,40,40,1,5,16.67,97.0,10.0,10.0,10.0,10.0,10.0,True
18918157,barcelona,Entire home/apt,1080.0,30,60,90,343,1,0,0.0,,,,,,,
13049329,barcelona,Private room,400.0,30,60,90,365,1,0,0.0,80.0,8.0,10.0,10.0,8.0,10.0,False
17748481,barcelona,Private room,400.0,0,4,34,124,1,30,100.0,91.0,10.0,9.0,10.0,9.0,10.0,True
3942411,barcelona,Private room,380.0,0,0,0,0,1,30,100.0,91.0,9.0,10.0,10.0,10.0,10.0,True
18750489,barcelona,Private room,350.0,0,0,0,0,1,30,100.0,100.0,10.0,10.0,10.0,10.0,10.0,True
21545002,barcelona,Private room,350.0,3,3,3,253,1,27,90.0,,,,,,,
21278685,barcelona,Private room,250.0,0,19,49,324,1,30,100.0,,,,,,,
13186975,barcelona,Private room,550.0,24,51,81,356,1,6,20.0,97.0,10.0,10.0,10.0,10.0,10.0,True
21290246,barcelona,Entire home/apt,1700.0,25,46,76,351,1,5,16.67,,,,,,,
16278781,barcelona,Entire home/apt,4000.0,23,44,74,330,1,7,23.33,98.0,10.0,10.0,10.0,10.0,10.0,True
10519952,barcelona,Private room,320.0,18,18,18,18,1,12,40.0,97.0,10.0,10.0,10.0,10.0,10.0,True
8749646,barcelona,Private room,620.0,5,5,5,5,1,25,83.33,84.0,9.0,9.0,10.0,10.0,10.0,True
18836790,barcelona,Private room,750.0,17,17,17,54,1,13,43.33,100.0,10.0,9.0,10.0,10.0,10.0,True
759035,barcelona,Private room,780.0,27,57,87,362,1,3,10.0,86.0,9.0,9.0,9.0,9.0,10.0,True
14962133,barcelona,Entire home/apt,900.0,25,55,85,347,1,5,16.67,87.0,9.0,9.0,9.0,9.0,10.0,True
11459265,barcelona,Private room,300.0,0,11,11,11,1,30,100.0,88.0,9.0,8.0,10.0,10.0,10.0,True
4166058,barcelona,Entire home/apt,300.0,24,54,74,86,1,6,20.0,85.0,9.0,8.0,9.0,9.0,9.0,True
3776198,barcelona,Private room,290.0,24,50,51,315,1,6,20.0,97.0,10.0,10.0,10.0,10.0,10.0,True
17689973,barcelona,Private room,400.0,7,18,48,323,1,23,76.67,100.0,8.0,8.0,10.0,10.0,10.0,True
6103525,barcelona,Entire home/apt,300.0,0,0,0,0,1,30,100.0,100.0,10.0,10.0,10.0,10.0,10.0,True
6910639,malaga,Entire home/apt,1500.0,27,47,71,338,1,3,10.0,90.0,9.0,9.0,10.0,10.0,10.0,True
21498383,malaga,Entire home/apt,350.0,4,16,41,132,1,26,86.67,97.0,10.0,10.0,10.0,10.0,9.0,True
19927346,malaga,Entire home/apt,700.0,23,53,83,358,1,7,23.33,60.0,8.0,6.0,7.0,7.0,9.0,False
12528188,malaga,Entire home/apt,660.0,0,0,0,147,1,30,100.0,93.0,10.0,9.0,10.0,10.0,9.0,True
9298157,malaga,Entire home/apt,670.0,16,41,71,108,1,14,46.67,92.0,10.0,10.0,10.0,10.0,10.0,True
18953676,malaga,Entire home/apt,600.0,28,58,88,89,1,2,6.67,70.0,6.0,8.0,10.0,7.0,6.0,False
3992145,malaga,Entire home/apt,1300.0,29,59,89,364,1,1,3.33,100.0,10.0,10.0,10.0,10.0,10.0,True
6945630,malaga,Entire home/apt,390.0,0,0,0,0,1,30,100.0,83.0,8.0,9.0,9.0,9.0,8.0,True
1825432,malaga,Entire home/apt,1500.0,18,31,61,273,1,12,40.0,89.0,9.0,9.0,10.0,10.0,8.0,True
2760739,malaga,Entire home/apt,400.0,0,0,4,189,1,30,100.0,98.0,10.0,10.0,10.0,10.0,9.0,True
3023748,malaga,Entire home/apt,510.0,1,3,25,236,1,29,96.67,91.0,9.0,10.0,10.0,10.0,10.0,True
19396661,malaga,Entire home/apt,340.0,22,46,76,351,1,8,26.67,84.0,9.0,9.0,9.0,10.0,10.0,True
13189515,malaga,Entire home/apt,3000.0,0,0,22,297,1,30,100.0,,,,,,,
10048434,barcelona,Entire home/apt,1560.0,0,0,0,0,1,30,100.0,,,,,,,
21362670,barcelona,Private room,400.0,0,25,55,55,1,30,100.0,100.0,10.0,10.0,10.0,10.0,10.0,True
20758889,barcelona,Private room,400.0,15,15,15,206,1,15,50.0,,,,,,,
19539067,barcelona,Private room,540.0,10,10,10,10,1,20,66.67,92.0,10.0,9.0,10.0,10.0,10.0,True
2329405,barcelona,Entire home/apt,1580.0,8,33,46,240,1,22,73.33,92.0,9.0,9.0,10.0,10.0,9.0,True
10933970,barcelona,Entire home/apt,500.0,13,13,13,13,1,17,56.67,80.0,10.0,10.0,10.0,10.0,8.0,False
20859969,barcelona,Entire home/apt,900.0,8,8,8,16,1,22,73.33,67.0,9.0,6.0,9.0,7.0,9.0,False
10700849,barcelona,Private room,520.0,1,1,1,223,1,29,96.67,97.0,10.0,10.0,10.0,10.0,10.0,True
1211082,barcelona,Entire home/apt,750.0,3,3,3,219,1,27,90.0,,,,,,,
16270398,barcelona,Private room,150.0,0,0,0,0,1,30,100.0,,,,,,,
21743799,barcelona,Private room,250.0,28,58,88,363,1,2,6.67,,,,,,,
21766893,barcelona,Private room,350.0,10,16,46,46,1,20,66.67,,,,,,,
21275008,barcelona,Entire home/apt,480.0,29,59,89,364,1,1,3.33,,,,,,,
10784895,barcelona,Private room,370.0,3,3,3,3,1,27,90.0,96.0,10.0,10.0,10.0,10.0,10.0,True
3593609,barcelona,Private room,340.0,17,41,41,41,1,13,43.33,91.0,9.0,9.0,10.0,10.0,10.0,True
79755,barcelona,Entire home/apt,1100.0,9,10,10,10,1,21,70.0,98.0,10.0,10.0,10.0,10.0,10.0,True
21844137,barcelona,Private room,350.0,14,44,74,349,1,16,53.33,,,,,,,
4210151,barcelona,Private room,350.0,30,60,90,365,1,0,0.0,91.0,9.0,9.0,10.0,10.0,10.0,True
16077061,barcelona,Entire home/apt,1590.0,21,51,81,353,1,9,30.0,99.0,10.0,10.0,10.0,10.0,10.0,True
10979216,barcelona,Private room,190.0,30,60,90,365,1,0,0.0,94.0,9.0,9.0,10.0,10.0,10.0,True
7513927,barcelona,Private room,410.0,1,1,1,1,1,29,96.67,94.0,10.0,10.0,10.0,10.0,10.0,True
1314537,barcelona,Private room,300.0,17,47,77,345,1,13,43.33,97.0,10.0,10.0,10.0,10.0,10.0,True
21956452,barcelona,Entire home/apt,990.0,5,16,43,43,1,25,83.33,,,,,,,
1020452,barcelona,Entire home/apt,600.0,1,5,35,108,1,29,96.67,95.0,10.0,10.0,10.0,10.0,9.0,True
15550816,barcelona,Private room,230.0,24,54,84,359,1,6,20.0,89.0,9.0,9.0,9.0,9.0,9.0,True
21224386,barcelona,Entire home/apt,990.0,3,31,51,134,1,27,90.0,100.0,9.0,9.0,8.0,9.0,10.0,True
17700550,barcelona,Private room,360.0,19,42,72,347,1,11,36.67,89.0,9.0,9.0,10.0,10.0,10.0,True
1523802,barcelona,Entire home/apt,2100.0,11,23,45,320,1,19,63.33,88.0,9.0,8.0,10.0,10.0,10.0,True
900003,barcelona,Entire home/apt,600.0,12,37,57,327,1,18,60.0,92.0,9.0,9.0,10.0,10.0,10.0,True
18971987,barcelona,Entire home/apt,850.0,7,37,67,342,1,23,76.67,85.0,9.0,7.0,9.0,9.0,9.0,True
18146952,barcelona,Private room,630.0,0,0,0,0,1,30,100.0,,,,,,,
13184686,barcelona,Private room,210.0,0,0,0,257,1,30,100.0,84.0,9.0,8.0,9.0,10.0,9.0,True
5520794,barcelona,Entire home/apt,550.0,0,0,0,0,1,30,100.0,,,,,,,
9665896,barcelona,Private room,270.0,0,0,0,0,1,30,100.0,100.0,10.0,10.0,10.0,10.0,10.0,True
20213366,barcelona,Private room,200.0,12,42,72,159,1,18,60.0,86.0,9.0,9.0,9.0,9.0,10.0,True
20072973,barcelona,Private room,150.0,26,56,86,86,1,4,13.33,87.0,9.0,9.0,9.0,9.0,9.0,True
14040381,barcelona,Entire home/apt,490.0,16,39,60,60,1,14,46.67,100.0,10.0,10.0,10.0,10.0,10.0,True
5586372,barcelona,Private room,290.0,9,28,58,58,1,21,70.0,95.0,10.0,9.0,10.0,10.0,10.0,True
20629610,barcelona,Private room,500.0,29,33,33,33,1,1,3.33,91.0,9.0,10.0,10.0,10.0,10.0,True
12075555,barcelona,Entire home/apt,1390.0,29,59,89,364,1,1,3.33,83.0,8.0,9.0,8.0,9.0,9.0,True
14023464,barcelona,Private room,590.0,14,24,54,144,1,16,53.33,91.0,9.0,10.0,10.0,10.0,10.0,True
9154907,barcelona,Private room,220.0,0,0,0,0,1,30,100.0,,,,,,,
8074942,barcelona,Entire home/apt,4000.0,11,37,54,301,1,19,63.33,95.0,10.0,10.0,9.0,9.0,10.0,True
931437,barcelona,Entire home/apt,1850.0,26,56,82,357,1,4,13.33,95.0,10.0,10.0,10.0,10.0,9.0,True
18580058,barcelona,Private room,480.0,0,0,0,0,1,30,100.0,97.0,10.0,10.0,10.0,9.0,10.0,True
6139692,barcelona,Private room,900.0,30,60,90,365,1,0,0.0,95.0,10.0,9.0,10.0,10.0,9.0,True
2495345,barcelona,Private room,350.0,19,43,43,43,1,11,36.67,90.0,9.0,9.0,10.0,9.0,9.0,True
19053950,barcelona,Private room,250.0,26,56,86,361,1,4,13.33,80.0,6.0,8.0,10.0,8.0,10.0,False
14964612,barcelona,Private room,300.0,29,59,89,179,1,1,3.33,97.0,10.0,10.0,10.0,10.0,8.0,True
20538161,barcelona,Private room,220.0,23,53,83,83,1,7,23.33,100.0,10.0,10.0,10.0,10.0,9.0,True
14571645,barcelona,Private room,500.0,10,10,10,10,1,20,66.67,96.0,10.0,9.0,10.0,10.0,10.0,True
6762427,barcelona,Private room,850.0,28,58,88,363,1,2,6.67,,,,,,,
2967668,barcelona,Entire home/apt,1050.0,13,43,73,348,1,17,56.67,97.0,10.0,10.0,10.0,10.0,10.0,True
18329601,barcelona,Private room,350.0,0,0,6,186,1,30,100.0,100.0,10.0,10.0,10.0,10.0,10.0,True
13448590,barcelona,Entire home/apt,1050.0,16,46,76,351,1,14,46.67,72.0,8.0,8.0,8.0,8.0,9.0,False
13493949,barcelona,Private room,550.0,0,0,0,0,1,30,100.0,95.0,10.0,10.0,10.0,10.0,10.0,True
21767505,barcelona,Private room,530.0,24,46,75,348,1,6,20.0,,,,,,,
13525106,barcelona,Private room,700.0,15,22,45,316,1,15,50.0,80.0,10.0,10.0,10.0,10.0,10.0,False
4209027,barcelona,Private room,290.0,0,17,47,47,1,30,100.0,80.0,8.0,8.0,9.0,9.0,9.0,False
13330029,barcelona,Entire home/apt,1100.0,0,0,0,0,1,30,100.0,,,,,,,
20208646,barcelona,Private room,450.0,0,0,0,0,1,30,100.0,100.0,10.0,10.0,10.0,10.0,9.0,True
13459484,madrid,Private room,150.0,0,0,0,0,1,30,100.0,,,,,,,
13546130,madrid,Private room,180.0,21,51,81,337,1,9,30.0,94.0,10.0,10.0,10.0,10.0,9.0,True
4202082,madrid,Private room,330.0,30,60,90,365,1,0,0.0,86.0,9.0,8.0,9.0,9.0,10.0,True
754678,madrid,Entire home/apt,1350.0,12,18,33,284,1,18,60.0,95.0,10.0,10.0,10.0,10.0,10.0,True
15030768,madrid,Entire home/apt,650.0,0,0,0,16,1,30,100.0,89.0,9.0,9.0,10.0,10.0,10.0,True
20171094,barcelona,Entire home/apt,1100.0,30,60,90,365,1,0,0.0,77.0,9.0,9.0,9.0,9.0,9.0,False
8109509,barcelona,Entire home/apt,530.0,0,0,0,0,1,30,100.0,90.0,10.0,7.0,10.0,10.0,9.0,True
19327719,madrid,Entire home/apt,1200.0,11,32,52,292,1,19,63.33,100.0,10.0,10.0,8.0,10.0,10.0,True
10553326,barcelona,Private room,200.0,23,49,79,351,1,7,23.33,94.0,10.0,9.0,10.0,10.0,9.0,True
6537889,madrid,Private room,320.0,11,39,69,344,1,19,63.33,95.0,10.0,10.0,10.0,10.0,10.0,True
19345027,madrid,Entire home/apt,800.0,13,33,49,49,1,17,56.67,94.0,9.0,9.0,10.0,10.0,10.0,True
19376372,barcelona,Private room,600.0,29,59,89,89,1,1,3.33,100.0,10.0,10.0,10.0,10.0,10.0,True
19380351,barcelona,Entire home/apt,1400.0,30,54,84,84,1,0,0.0,91.0,9.0,8.0,10.0,10.0,10.0,True
1098894,barcelona,Entire home/apt,3600.0,14,23,42,278,1,16,53.33,98.0,10.0,10.0,10.0,10.0,10.0,True
12949225,barcelona,Entire home/apt,1800.0,27,39,61,268,1,3,10.0,95.0,10.0,10.0,10.0,10.0,10.0,True
13009234,madrid,Private room,180.0,27,57,87,362,1,3,10.0,100.0,10.0,10.0,10.0,10.0,10.0,True
21444447,madrid,Entire home/apt,800.0,0,6,36,36,1,30,100.0,98.0,10.0,10.0,10.0,10.0,10.0,True
691152,barcelona,Entire home/apt,1350.0,0,0,0,232,1,30,100.0,85.0,9.0,9.0,9.0,9.0,10.0,True
13060086,barcelona,Private room,160.0,14,32,54,312,1,16,53.33,96.0,10.0,10.0,10.0,10.0,9.0,True
20081814,barcelona,Private room,500.0,0,0,22,22,1,30,100.0,95.0,10.0,8.0,10.0,10.0,10.0,True
13157971,barcelona,Entire home/apt,500.0,5,11,27,100,1,25,83.33,94.0,10.0,10.0,10.0,10.0,9.0,True
21511828,barcelona,Private room,500.0,17,47,77,167,1,13,43.33,80.0,8.0,8.0,8.0,8.0,10.0,False
13575342,madrid,Private room,410.0,17,26,26,26,1,13,43.33,96.0,10.0,10.0,10.0,10.0,10.0,True
13184258,barcelona,Entire home/apt,860.0,4,13,18,144,1,26,86.67,90.0,10.0,9.0,10.0,10.0,10.0,True
13002991,madrid,Entire home/apt,670.0,17,47,73,73,1,13,43.33,93.0,10.0,10.0,10.0,10.0,10.0,True
16132612,madrid,Private room,400.0,21,51,81,356,1,9,30.0,88.0,9.0,10.0,10.0,9.0,10.0,True
5724813,barcelona,Entire home/apt,1350.0,10,30,54,322,1,20,66.67,90.0,9.0,10.0,9.0,9.0,10.0,True
19433592,madrid,Entire home/apt,540.0,12,41,56,56,1,18,60.0,95.0,9.0,10.0,10.0,10.0,10.0,True
