Zonas Turísticas;Viajeros y pernoctaciones;Residencia;Periodo;Total
Cataluña: Terres de l'Ebre;Viajero;Residentes en España;2024M06;34.532
Cataluña: Terres de l'Ebre;Viajero;Residentes en España;2024M05;22.361
Cataluña: Terres de l'Ebre;Viajero;Residentes en España;2024M04;15.570
Cataluña: Terres de l'Ebre;Viajero;Residentes en España;2024M03;15.988
Cataluña: Terres de l'Ebre;Viajero;Residentes en España;2024M02;9.202
Cataluña: Terres de l'Ebre;Viajero;Residentes en España;2024M01;4.817
Cataluña: Terres de l'Ebre;Viajero;Residentes en España;2023M12;9.635
Cataluña: Terres de l'Ebre;Viajero;Residentes en España;2023M11;12.030
Cataluña: Terres de l'Ebre;Viajero;Residentes en España;2023M10;17.059
Cataluña: Terres de l'Ebre;Viajero;Residentes en España;2023M09;23.573
Cataluña: Terres de l'Ebre;Viajero;Residentes en España;2023M08;39.389
Cataluña: Terres de l'Ebre;Viajero;Residentes en España;2023M07;33.384
Cataluña: Terres de l'Ebre;Viajero;Residentes en España;2023M06;29.664
Cataluña: Terres de l'Ebre;Viajero;Residentes en España;2023M05;20.010
Cataluña: Terres de l'Ebre;Viajero;Residentes en España;2023M04;19.958
Cataluña: Terres de l'Ebre;Viajero;Residentes en España;2023M03;14.535
Cataluña: Terres de l'Ebre;Viajero;Residentes en España;2023M02;9.123
Cataluña: Terres de l'Ebre;Viajero;Residentes en España;2023M01;4.498
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2025M12;1.522
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2025M11;2.121
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2025M10;4.468
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2025M09;7.196
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2025M08;9.269
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2025M07;8.337
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2025M06;5.500
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2025M05;5.161
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2025M04;6.523
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2025M03;2.941
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2025M02;1.805
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2025M01;2.040
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2024M12;1.809
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2024M11;1.920
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2024M10;4.101
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2024M09;6.549
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2024M08;9.487
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2024M07;7.052
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2024M06;4.730
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2024M05;5.079
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2024M04;3.484
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2024M03;3.975
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2024M02;2.640
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2024M01;1.889
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2023M12;2.076
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2023M11;4.725
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2023M10;4.499
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2023M09;7.365
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2023M08;7.171
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2023M07;7.465
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2023M06;5.062
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2023M05;4.375
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2023M04;3.412
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2023M03;2.016
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2023M02;2.321
Cataluña: Terres de l'Ebre;Viajero;Residentes en el Extranjero;2023M01;1.842
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2025M12;14.577
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2025M11;17.609
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2025M10;26.969
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2025M09;58.769
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2025M08;96.634
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2025M07;85.864
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2025M06;71.836
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2025M05;51.299
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2025M04;50.224
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2025M03;31.275
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2025M02;15.040
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2025M01;11.209
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2024M12;13.864
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2024M11;12.762
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2024M10;36.881
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2024M09;60.633
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2024M08;105.531
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2024M07;89.882
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2024M06;79.463
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2024M05;61.133
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2024M04;37.921
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2024M03;40.883
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2024M02;16.443
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2024M01;8.306
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2023M12;15.473
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2023M11;20.510
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2023M10;35.345
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2023M09;60.095
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2023M08;121.508
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2023M07;96.366
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2023M06;72.186
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2023M05;49.868
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2023M04;51.234
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2023M03;43.171
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2023M02;15.000
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en España;2023M01;8.716
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2025M12;2.594
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2025M11;4.816
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2025M10;10.478
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2025M09;17.715
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2025M08;26.908
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2025M07;33.035
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2025M06;14.710
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2025M05;17.331
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2025M04;20.128
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2025M03;5.483
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2025M02;2.989
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2025M01;4.008
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2024M12;2.903
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2024M11;3.224
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2024M10;7.155
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2024M09;20.253
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2024M08;27.819
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2024M07;23.090
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2024M06;13.600
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2024M05;14.644
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2024M04;9.983
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2024M03;9.815
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2024M02;5.257
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2024M01;3.029
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2023M12;3.899
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2023M11;11.072
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2023M10;9.090
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2023M09;16.286
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2023M08;21.733
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2023M07;22.371
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2023M06;13.642
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2023M05;12.662
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2023M04;8.222
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2023M03;9.068
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2023M02;7.156
Cataluña: Terres de l'Ebre;Pernoctaciones;Residentes en el Extranjero;2023M01;6.028
Cataluña: Terres de Lleida;Viajero;Residentes en España;2025M12;18.814
Cataluña: Terres de Lleida;Viajero;Residentes en España;2025M11;18.876
Cataluña: Terres de Lleida;Viajero;Residentes en España;2025M10;21.025
Cataluña: Terres de Lleida;Viajero;Residentes en España;2025M09;19.491
Cataluña: Terres de Lleida;Viajero;Residentes en España;2025M08;22.094
Cataluña: Terres de Lleida;Viajero;Residentes en España;2025M07;20.968
Cataluña: Terres de Lleida;Viajero;Residentes en España;2025M06;20.795
Cataluña: Terres de Lleida;Viajero;Residentes en España;2025M05;20.565
Cataluña: Terres de Lleida;Viajero;Residentes en España;2025M04;19.103
Cataluña: Terres de Lleida;Viajero;Residentes en España;2025M03;20.053
Cataluña: Terres de Lleida;Viajero;Residentes en España;2025M02;16.485
Cataluña: Terres de Lleida;Viajero;Residentes en España;2025M01;13.825
Cataluña: Terres de Lleida;Viajero;Residentes en España;2024M12;18.409
Cataluña: Terres de Lleida;Viajero;Residentes en España;2024M11;17.608
Cataluña: Terres de Lleida;Viajero;Residentes en España;2024M10;20.722
Cataluña: Terres de Lleida;Viajero;Residentes en España;2024M09;18.287
Cataluña: Terres de Lleida;Viajero;Residentes en España;2024M08;21.396
Cataluña: Terres de Lleida;Viajero;Residentes en España;2024M07;20.501
Cataluña: Terres de Lleida;Viajero;Residentes en España;2024M06;21.633
Cataluña: Terres de Lleida;Viajero;Residentes en España;2024M05;20.682
Cataluña: Terres de Lleida;Viajero;Residentes en España;2024M04;18.860
Cataluña: Terres de Lleida;Viajero;Residentes en España;2024M03;21.304
Cataluña: Terres de Lleida;Viajero;Residentes en España;2024M02;15.652
Cataluña: Terres de Lleida;Viajero;Residentes en España;2024M01;13.394
Cataluña: Terres de Lleida;Viajero;Residentes en España;2023M12;16.517
Cataluña: Terres de Lleida;Viajero;Residentes en España;2023M11;16.881
Cataluña: Terres de Lleida;Viajero;Residentes en España;2023M10;21.615
Cataluña: Terres de Lleida;Viajero;Residentes en España;2023M09;20.204
Cataluña: Terres de Lleida;Viajero;Residentes en España;2023M08;23.848
Cataluña: Terres de Lleida;Viajero;Residentes en España;2023M07;21.482
Cataluña: Terres de Lleida;Viajero;Residentes en España;2023M06;19.614
Cataluña: Terres de Lleida;Viajero;Residentes en España;2023M05;18.574
Cataluña: Terres de Lleida;Viajero;Residentes en España;2023M04;20.538
Cataluña: Terres de Lleida;Viajero;Residentes en España;2023M03;20.661
Cataluña: Terres de Lleida;Viajero;Residentes en España;2023M02;15.117
Cataluña: Terres de Lleida;Viajero;Residentes en España;2023M01;13.278
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2025M12;4.616
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2025M11;6.406
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2025M10;7.709
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2025M09;7.607
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2025M08;9.718
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2025M07;7.901
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2025M06;6.740
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2025M05;8.104
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2025M04;7.520
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2025M03;5.763
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2025M02;4.622
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2025M01;4.332
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2024M12;4.806
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2024M11;6.092
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2024M10;7.818
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2024M09;8.057
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2024M08;9.375
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2024M07;7.616
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2024M06;7.176
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2024M05;8.604
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2024M04;6.102
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2024M03;5.991
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2024M02;6.571
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2024M01;3.936
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2023M12;4.539
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2023M11;4.831
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2023M10;6.017
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2023M09;7.763
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2023M08;10.438
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2023M07;9.088
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2023M06;5.774
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2023M05;7.099
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2023M04;6.136
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2023M03;5.559
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2023M02;4.460
Cataluña: Terres de Lleida;Viajero;Residentes en el Extranjero;2023M01;3.553
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2025M12;32.923
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2025M11;33.700
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2025M10;36.346
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2025M09;32.485
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2025M08;34.812
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2025M07;36.825
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2025M06;35.648
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2025M05;33.665
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2025M04;31.122
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2025M03;32.441
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2025M02;26.008
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2025M01;22.486
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2024M12;28.907
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2024M11;30.368
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2024M10;36.087
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2024M09;31.322
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2024M08;35.527
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2024M07;36.170
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2024M06;38.538
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2024M05;35.491
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2024M04;30.520
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2024M03;35.107
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2024M02;25.575
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2024M01;22.864
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2023M12;25.599
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2023M11;27.880
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2023M10;35.498
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2023M09;30.612
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2023M08;35.482
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2023M07;32.906
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2023M06;32.493
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2023M05;31.748
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2023M04;34.166
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2023M03;32.283
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2023M02;24.871
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en España;2023M01;22.971
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2025M12;8.475
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2025M11;12.119
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2025M10;12.925
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2025M09;13.977
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2025M08;16.337
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2025M07;14.508
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2025M06;12.625
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2025M05;13.473
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2025M04;13.683
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2025M03;10.303
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2025M02;9.043
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2025M01;6.960
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2024M12;9.665
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2024M11;10.786
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2024M10;13.551
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2024M09;13.695
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2024M08;15.556
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2024M07;13.162
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2024M06;12.116
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2024M05;14.283
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2024M04;12.628
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2024M03;10.990
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2024M02;10.439
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2024M01;8.246
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2023M12;7.906
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2023M11;8.673
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2023M10;11.147
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2023M09;14.280
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2023M08;15.498
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2023M07;14.408
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2023M06;9.972
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2023M05;12.943
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2023M04;10.234
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2023M03;9.966
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2023M02;7.363
Cataluña: Terres de Lleida;Pernoctaciones;Residentes en el Extranjero;2023M01;7.282
Cataluña: Cataluña Central;Viajero;Residentes en España;2025M12;
Cataluña: Cataluña Central;Viajero;Residentes en España;2025M11;
Cataluña: Cataluña Central;Viajero;Residentes en España;2025M10;
Cataluña: Cataluña Central;Viajero;Residentes en España;2025M09;
Cataluña: Cataluña Central;Viajero;Residentes en España;2025M08;
Cataluña: Cataluña Central;Viajero;Residentes en España;2025M07;
Cataluña: Cataluña Central;Viajero;Residentes en España;2025M06;
Cataluña: Cataluña Central;Viajero;Residentes en España;2025M05;
Cataluña: Cataluña Central;Viajero;Residentes en España;2025M04;
Cataluña: Cataluña Central;Viajero;Residentes en España;2025M03;
Cataluña: Cataluña Central;Viajero;Residentes en España;2025M02;
Cataluña: Cataluña Central;Viajero;Residentes en España;2025M01;
Cataluña: Cataluña Central;Viajero;Residentes en España;2024M12;
Cataluña: Cataluña Central;Viajero;Residentes en España;2024M11;
Cataluña: Cataluña Central;Viajero;Residentes en España;2024M10;
Cataluña: Cataluña Central;Viajero;Residentes en España;2024M09;
Cataluña: Cataluña Central;Viajero;Residentes en España;2024M08;
Cataluña: Cataluña Central;Viajero;Residentes en España;2024M07;
Cataluña: Cataluña Central;Viajero;Residentes en España;2024M06;
Cataluña: Cataluña Central;Viajero;Residentes en España;2024M05;
Cataluña: Cataluña Central;Viajero;Residentes en España;2024M04;
Cataluña: Cataluña Central;Viajero;Residentes en España;2024M03;
Cataluña: Cataluña Central;Viajero;Residentes en España;2024M02;
Cataluña: Cataluña Central;Viajero;Residentes en España;2024M01;
Cataluña: Cataluña Central;Viajero;Residentes en España;2023M12;
Cataluña: Cataluña Central;Viajero;Residentes en España;2023M11;
Cataluña: Cataluña Central;Viajero;Residentes en España;2023M10;
Cataluña: Cataluña Central;Viajero;Residentes en España;2023M09;
Cataluña: Cataluña Central;Viajero;Residentes en España;2023M08;
Cataluña: Cataluña Central;Viajero;Residentes en España;2023M07;
Cataluña: Cataluña Central;Viajero;Residentes en España;2023M06;
Cataluña: Cataluña Central;Viajero;Residentes en España;2023M05;
Cataluña: Cataluña Central;Viajero;Residentes en España;2023M04;
Cataluña: Cataluña Central;Viajero;Residentes en España;2023M03;
Cataluña: Cataluña Central;Viajero;Residentes en España;2023M02;
Cataluña: Cataluña Central;Viajero;Residentes en España;2023M01;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2025M12;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2025M11;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2025M10;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2025M09;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2025M08;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2025M07;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2025M06;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2025M05;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2025M04;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2025M03;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2025M02;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2025M01;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2024M12;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2024M11;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2024M10;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2024M09;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2024M08;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2024M07;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2024M06;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2024M05;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2024M04;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2024M03;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2024M02;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2024M01;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2023M12;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2023M11;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2023M10;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2023M09;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2023M08;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2023M07;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2023M06;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2023M05;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2023M04;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2023M03;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2023M02;
Cataluña: Cataluña Central;Viajero;Residentes en el Extranjero;2023M01;
Cataluña: Cataluña Central;Pernoctaciones;Residentes en España;2025M12;
Cataluña: Cataluña Central;Pernoctaciones;Residentes en España;2025M11;
Cataluña: Cataluña Central;Pernoctaciones;Residentes en España;2025M10;
Cataluña: Cataluña Central;Pernoctaciones;Residentes en España;2025M09;
Cataluña: Cataluña Central;Pernoctaciones;Residentes en España;2025M08;
