Zonas Turísticas;Viajeros y pernoctaciones;Residencia;Periodo;Total
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en España;2025M04;98.015
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en España;2025M03;73.634
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en España;2025M02;54.782
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en España;2025M01;79.546
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en España;2024M12;96.452
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en España;2024M11;97.849
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en España;2024M10;116.341
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en España;2024M09;140.873
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en España;2024M08;190.250
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en España;2024M07;153.682
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en España;2024M06;114.531
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en España;2024M05;98.462
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en España;2024M04;77.332
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en España;2024M03;75.404
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en España;2024M02;61.130
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en España;2024M01;75.648
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en España;2023M12;84.874
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en España;2023M11;79.213
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en España;2023M10;112.179
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en España;2023M09;146.144
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en España;2023M08;214.794
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en España;2023M07;174.856
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en España;2023M06;119.425
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en España;2023M05;92.235
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en España;2023M04;102.753
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en España;2023M03;75.047
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en España;2023M02;66.831
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en España;2023M01;82.428
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2025M12;829.773
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2025M11;864.527
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2025M10;958.145
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2025M09;760.831
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2025M08;867.285
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2025M07;848.768
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2025M06;796.668
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2025M05;756.005
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2025M04;844.077
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2025M03;880.079
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2025M02;880.360
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2025M01;900.535
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2024M12;841.094
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2024M11;872.193
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2024M10;947.417
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2024M09;844.240
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2024M08;960.261
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2024M07;920.846
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2024M06;837.929
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2024M05;800.683
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2024M04;882.591
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2024M03;944.818
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2024M02;864.720
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2024M01;884.851
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2023M12;837.959
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2023M11;874.102
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2023M10;922.312
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2023M09;831.990
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2023M08;935.016
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2023M07;897.336
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2023M06;820.193
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2023M05;781.142
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2023M04;843.379
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2023M03;846.341
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2023M02;797.284
Canarias: Isla De Lanzarote;Pernoctaciones;Residentes en el Extranjero;2023M01;814.662
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2025M12;11.584
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2025M11;18.985
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2025M10;20.485
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2025M09;28.494
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2025M08;40.587
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2025M07;28.612
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2025M06;24.432
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2025M05;21.583
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2025M04;18.388
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2025M03;11.842
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2025M02;10.711
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2025M01;10.153
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2024M12;14.087
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2024M11;13.752
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2024M10;19.093
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2024M09;24.641
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2024M08;37.062
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2024M07;25.933
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2024M06;22.929
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2024M05;21.398
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2024M04;14.438
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2024M03;17.920
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2024M02;13.305
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2024M01;14.344
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2023M12;15.130
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2023M11;13.667
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2023M10;18.632
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2023M09;25.067
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2023M08;35.612
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2023M07;29.913
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2023M06;23.887
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2023M05;17.748
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2023M04;21.720
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2023M03;13.099
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2023M02;10.436
Canarias: Isla De Fuerteventura;Viajero;Residentes en España;2023M01;13.729
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2025M12;130.558
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2025M11;127.801
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2025M10;139.589
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2025M09;125.444
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2025M08;142.932
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2025M07;137.914
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2025M06;124.425
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2025M05;114.848
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2025M04;135.887
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2025M03;150.713
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2025M02;146.076
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2025M01;136.457
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2024M12;132.007
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2024M11;137.435
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2024M10;141.897
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2024M09;125.477
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2024M08;136.197
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2024M07;129.702
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2024M06;122.425
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2024M05;112.538
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2024M04;123.843
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2024M03;149.696
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2024M02;136.903
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2024M01;120.595
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2023M12;124.467
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2023M11;127.270
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2023M10;139.382
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2023M09;122.647
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2023M08;129.213
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2023M07;129.783
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2023M06;113.500
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2023M05;112.347
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2023M04;128.112
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2023M03;133.456
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2023M02;120.978
Canarias: Isla De Fuerteventura;Viajero;Residentes en el Extranjero;2023M01;100.327
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2025M12;55.136
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2025M11;108.900
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2025M10;96.113
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2025M09;126.256
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2025M08;205.500
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2025M07;148.611
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2025M06;109.229
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2025M05;89.897
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2025M04;70.212
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2025M03;48.785
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2025M02;42.820
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2025M01;45.858
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2024M12;64.586
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2024M11;55.885
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2024M10;88.620
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2024M09;128.197
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2024M08;178.275
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2024M07;122.828
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2024M06;96.036
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2024M05;86.534
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2024M04;63.316
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2024M03;74.796
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2024M02;53.994
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2024M01;78.664
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2023M12;58.702
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2023M11;56.002
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2023M10;77.119
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2023M09;113.686
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2023M08;172.504
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2023M07;131.168
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2023M06;95.957
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2023M05;65.358
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2023M04;76.683
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2023M03;45.951
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2023M02;36.669
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en España;2023M01;70.204
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2025M12;1.024.555
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2025M11;1.010.113
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2025M10;1.086.953
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2025M09;1.025.691
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2025M08;1.205.159
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2025M07;1.102.897
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2025M06;957.587
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2025M05;873.652
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2025M04;1.036.800
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2025M03;1.129.286
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2025M02;1.069.823
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2025M01;1.096.985
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2024M12;1.063.790
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2024M11;1.113.795
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2024M10;1.123.701
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2024M09;1.044.772
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2024M08;1.154.739
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2024M07;1.077.212
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2024M06;955.813
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2024M05;902.967
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2024M04;957.820
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2024M03;1.147.161
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2024M02;1.046.016
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2024M01;1.000.468
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2023M12;987.453
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2023M11;1.045.603
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2023M10;1.073.760
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2023M09;1.021.727
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2023M08;1.092.224
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2023M07;1.051.223
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2023M06;926.646
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2023M05;865.002
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2023M04;955.620
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2023M03;1.034.895
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2023M02;924.555
Canarias: Isla De Fuerteventura;Pernoctaciones;Residentes en el Extranjero;2023M01;882.570
Canarias: Isla De Tenerife;Viajero;Residentes en España;2025M12;64.115
Canarias: Isla De Tenerife;Viajero;Residentes en España;2025M11;61.170
Canarias: Isla De Tenerife;Viajero;Residentes en España;2025M10;76.003
Canarias: Isla De Tenerife;Viajero;Residentes en España;2025M09;91.624
Canarias: Isla De Tenerife;Viajero;Residentes en España;2025M08;116.224
Canarias: Isla De Tenerife;Viajero;Residentes en España;2025M07;112.159
Canarias: Isla De Tenerife;Viajero;Residentes en España;2025M06;98.470
Canarias: Isla De Tenerife;Viajero;Residentes en España;2025M05;99.340
Canarias: Isla De Tenerife;Viajero;Residentes en España;2025M04;81.358
Canarias: Isla De Tenerife;Viajero;Residentes en España;2025M03;62.730
Canarias: Isla De Tenerife;Viajero;Residentes en España;2025M02;56.088
Canarias: Isla De Tenerife;Viajero;Residentes en España;2025M01;54.079
Canarias: Isla De Tenerife;Viajero;Residentes en España;2024M12;66.033
Canarias: Isla De Tenerife;Viajero;Residentes en España;2024M11;65.899
Canarias: Isla De Tenerife;Viajero;Residentes en España;2024M10;78.704
Canarias: Isla De Tenerife;Viajero;Residentes en España;2024M09;93.714
Canarias: Isla De Tenerife;Viajero;Residentes en España;2024M08;114.591
Canarias: Isla De Tenerife;Viajero;Residentes en España;2024M07;108.947
Canarias: Isla De Tenerife;Viajero;Residentes en España;2024M06;105.697
Canarias: Isla De Tenerife;Viajero;Residentes en España;2024M05;89.648
Canarias: Isla De Tenerife;Viajero;Residentes en España;2024M04;72.059
Canarias: Isla De Tenerife;Viajero;Residentes en España;2024M03;69.478
Canarias: Isla De Tenerife;Viajero;Residentes en España;2024M02;56.766
Canarias: Isla De Tenerife;Viajero;Residentes en España;2024M01;55.260
Canarias: Isla De Tenerife;Viajero;Residentes en España;2023M12;68.371
Canarias: Isla De Tenerife;Viajero;Residentes en España;2023M11;61.976
Canarias: Isla De Tenerife;Viajero;Residentes en España;2023M10;81.756
Canarias: Isla De Tenerife;Viajero;Residentes en España;2023M09;91.167
Canarias: Isla De Tenerife;Viajero;Residentes en España;2023M08;112.138
Canarias: Isla De Tenerife;Viajero;Residentes en España;2023M07;112.421
Canarias: Isla De Tenerife;Viajero;Residentes en España;2023M06;98.277
Canarias: Isla De Tenerife;Viajero;Residentes en España;2023M05;86.071
Canarias: Isla De Tenerife;Viajero;Residentes en España;2023M04;94.202
Canarias: Isla De Tenerife;Viajero;Residentes en España;2023M03;69.213
Canarias: Isla De Tenerife;Viajero;Residentes en España;2023M02;57.824
Canarias: Isla De Tenerife;Viajero;Residentes en España;2023M01;58.552
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2025M12;285.725
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2025M11;304.501
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2025M10;301.553
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2025M09;249.796
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2025M08;278.209
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2025M07;273.130
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2025M06;258.725
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2025M05;259.186
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2025M04;285.777
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2025M03;305.257
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2025M02;300.615
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2025M01;298.587
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2024M12;286.244
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2024M11;293.500
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2024M10;298.449
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2024M09;260.166
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2024M08;275.668
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2024M07;270.197
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2024M06;253.474
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2024M05;257.680
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2024M04;274.881
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2024M03;309.667
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2024M02;285.306
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2024M01;289.364
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2023M12;276.964
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2023M11;279.449
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2023M10;292.931
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2023M09;247.867
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2023M08;255.602
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2023M07;263.330
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2023M06;241.522
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2023M05;242.530
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2023M04;262.902
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2023M03;278.975
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2023M02;263.483
Canarias: Isla De Tenerife;Viajero;Residentes en el Extranjero;2023M01;262.135
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2025M12;232.140
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2025M11;207.965
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2025M10;280.714
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2025M09;348.328
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2025M08;498.391
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2025M07;438.090
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2025M06;345.733
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2025M05;339.947
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2025M04;284.638
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2025M03;222.309
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2025M02;186.053
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2025M01;216.568
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2024M12;250.488
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2024M11;239.339
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2024M10;279.969
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2024M09;346.988
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2024M08;490.261
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2024M07;419.929
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2024M06;351.704
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2024M05;314.212
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2024M04;242.732
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2024M03;251.297
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2024M02;189.365
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2024M01;218.113
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2023M12;262.548
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2023M11;214.343
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2023M10;287.809
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2023M09;341.846
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2023M08;480.604
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2023M07;436.358
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2023M06;340.808
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2023M05;307.332
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2023M04;323.188
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2023M03;263.959
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2023M02;223.704
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en España;2023M01;241.554
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en el Extranjero;2025M12;1.886.862
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en el Extranjero;2025M11;1.958.871
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en el Extranjero;2025M10;2.017.193
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en el Extranjero;2025M09;1.727.988
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en el Extranjero;2025M08;1.977.673
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en el Extranjero;2025M07;1.918.915
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en el Extranjero;2025M06;1.735.461
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en el Extranjero;2025M05;1.641.362
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en el Extranjero;2025M04;1.791.596
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en el Extranjero;2025M03;1.951.763
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en el Extranjero;2025M02;1.974.192
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en el Extranjero;2025M01;2.064.624
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en el Extranjero;2024M12;1.926.025
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en el Extranjero;2024M11;1.965.101
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en el Extranjero;2024M10;2.041.504
Canarias: Isla De Tenerife;Pernoctaciones;Residentes en el Extranjero;2024M09;1.824.793
