Puntos turísticos;Viajeros y pernoctaciones;Residencia;Periodo;Total
08101 Hospitalet de Llobregat, L';Pernoctaciones;Residentes en el Extranjero;2025M07;85.192
08101 Hospitalet de Llobregat, L';Pernoctaciones;Residentes en el Extranjero;2025M06;77.383
08101 Hospitalet de Llobregat, L';Pernoctaciones;Residentes en el Extranjero;2025M05;69.786
08101 Hospitalet de Llobregat, L';Pernoctaciones;Residentes en el Extranjero;2025M04;79.120
08101 Hospitalet de Llobregat, L';Pernoctaciones;Residentes en el Extranjero;2025M03;58.190
08101 Hospitalet de Llobregat, L';Pernoctaciones;Residentes en el Extranjero;2025M02;54.422
08101 Hospitalet de Llobregat, L';Pernoctaciones;Residentes en el Extranjero;2025M01;49.593
08101 Hospitalet de Llobregat, L';Pernoctaciones;Residentes en el Extranjero;2024M12;39.420
08101 Hospitalet de Llobregat, L';Pernoctaciones;Residentes en el Extranjero;2024M11;58.217
08101 Hospitalet de Llobregat, L';Pernoctaciones;Residentes en el Extranjero;2024M10;75.357
08101 Hospitalet de Llobregat, L';Pernoctaciones;Residentes en el Extranjero;2024M09;70.650
08101 Hospitalet de Llobregat, L';Pernoctaciones;Residentes en el Extranjero;2024M08;97.157
08101 Hospitalet de Llobregat, L';Pernoctaciones;Residentes en el Extranjero;2024M07;91.249
08101 Hospitalet de Llobregat, L';Pernoctaciones;Residentes en el Extranjero;2024M06;77.943
08101 Hospitalet de Llobregat, L';Pernoctaciones;Residentes en el Extranjero;2024M05;83.656
08101 Hospitalet de Llobregat, L';Pernoctaciones;Residentes en el Extranjero;2024M04;76.126
08101 Hospitalet de Llobregat, L';Pernoctaciones;Residentes en el Extranjero;2024M03;56.631
08101 Hospitalet de Llobregat, L';Pernoctaciones;Residentes en el Extranjero;2024M02;58.227
08101 Hospitalet de Llobregat, L';Pernoctaciones;Residentes en el Extranjero;2024M01;48.482
08101 Hospitalet de Llobregat, L';Pernoctaciones;Residentes en el Extranjero;2023M12;
08101 Hospitalet de Llobregat, L';Pernoctaciones;Residentes en el Extranjero;2023M11;
08101 Hospitalet de Llobregat, L';Pernoctaciones;Residentes en el Extranjero;2023M10;
08101 Hospitalet de Llobregat, L';Pernoctaciones;Residentes en el Extranjero;2023M09;
08101 Hospitalet de Llobregat, L';Pernoctaciones;Residentes en el Extranjero;2023M08;
08101 Hospitalet de Llobregat, L';Pernoctaciones;Residentes en el Extranjero;2023M07;
08101 Hospitalet de Llobregat, L';Pernoctaciones;Residentes en el Extranjero;2023M06;
08101 Hospitalet de Llobregat, L';Pernoctaciones;Residentes en el Extranjero;2023M05;
08101 Hospitalet de Llobregat, L';Pernoctaciones;Residentes en el Extranjero;2023M04;
08101 Hospitalet de Llobregat, L';Pernoctaciones;Residentes en el Extranjero;2023M03;
08101 Hospitalet de Llobregat, L';Pernoctaciones;Residentes en el Extranjero;2023M02;
08101 Hospitalet de Llobregat, L';Pernoctaciones;Residentes en el Extranjero;2023M01;
08270 Sitges;Viajero;Residentes en España;2025M12;.
08270 Sitges;Viajero;Residentes en España;2025M11;5.299
08270 Sitges;Viajero;Residentes en España;2025M10;11.411
08270 Sitges;Viajero;Residentes en España;2025M09;6.274
08270 Sitges;Viajero;Residentes en España;2025M08;11.622
08270 Sitges;Viajero;Residentes en España;2025M07;13.146
08270 Sitges;Viajero;Residentes en España;2025M06;10.946
08270 Sitges;Viajero;Residentes en España;2025M05;8.495
08270 Sitges;Viajero;Residentes en España;2025M04;8.590
08270 Sitges;Viajero;Residentes en España;2025M03;10.784
08270 Sitges;Viajero;Residentes en España;2025M02;6.276
08270 Sitges;Viajero;Residentes en España;2025M01;5.960
08270 Sitges;Viajero;Residentes en España;2024M12;4.807
08270 Sitges;Viajero;Residentes en España;2024M11;6.527
08270 Sitges;Viajero;Residentes en España;2024M10;9.010
08270 Sitges;Viajero;Residentes en España;2024M09;5.604
08270 Sitges;Viajero;Residentes en España;2024M08;10.921
08270 Sitges;Viajero;Residentes en España;2024M07;10.525
08270 Sitges;Viajero;Residentes en España;2024M06;13.654
08270 Sitges;Viajero;Residentes en España;2024M05;7.254
08270 Sitges;Viajero;Residentes en España;2024M04;8.830
08270 Sitges;Viajero;Residentes en España;2024M03;8.493
08270 Sitges;Viajero;Residentes en España;2024M02;6.889
08270 Sitges;Viajero;Residentes en España;2024M01;5.132
08270 Sitges;Viajero;Residentes en España;2023M12;3.971
08270 Sitges;Viajero;Residentes en España;2023M11;6.434
08270 Sitges;Viajero;Residentes en España;2023M10;11.784
08270 Sitges;Viajero;Residentes en España;2023M09;5.719
08270 Sitges;Viajero;Residentes en España;2023M08;8.781
08270 Sitges;Viajero;Residentes en España;2023M07;8.920
08270 Sitges;Viajero;Residentes en España;2023M06;11.446
08270 Sitges;Viajero;Residentes en España;2023M05;7.557
08270 Sitges;Viajero;Residentes en España;2023M04;9.797
08270 Sitges;Viajero;Residentes en España;2023M03;7.384
08270 Sitges;Viajero;Residentes en España;2023M02;7.853
08270 Sitges;Viajero;Residentes en España;2023M01;5.352
08270 Sitges;Viajero;Residentes en el Extranjero;2025M12;.
08270 Sitges;Viajero;Residentes en el Extranjero;2025M11;7.964
08270 Sitges;Viajero;Residentes en el Extranjero;2025M10;18.843
08270 Sitges;Viajero;Residentes en el Extranjero;2025M09;21.318
08270 Sitges;Viajero;Residentes en el Extranjero;2025M08;21.506
08270 Sitges;Viajero;Residentes en el Extranjero;2025M07;20.732
08270 Sitges;Viajero;Residentes en el Extranjero;2025M06;23.071
08270 Sitges;Viajero;Residentes en el Extranjero;2025M05;22.024
08270 Sitges;Viajero;Residentes en el Extranjero;2025M04;15.876
08270 Sitges;Viajero;Residentes en el Extranjero;2025M03;10.786
08270 Sitges;Viajero;Residentes en el Extranjero;2025M02;7.931
08270 Sitges;Viajero;Residentes en el Extranjero;2025M01;4.603
08270 Sitges;Viajero;Residentes en el Extranjero;2024M12;5.460
08270 Sitges;Viajero;Residentes en el Extranjero;2024M11;9.206
08270 Sitges;Viajero;Residentes en el Extranjero;2024M10;19.399
08270 Sitges;Viajero;Residentes en el Extranjero;2024M09;25.133
08270 Sitges;Viajero;Residentes en el Extranjero;2024M08;22.639
08270 Sitges;Viajero;Residentes en el Extranjero;2024M07;22.435
08270 Sitges;Viajero;Residentes en el Extranjero;2024M06;27.261
08270 Sitges;Viajero;Residentes en el Extranjero;2024M05;20.392
08270 Sitges;Viajero;Residentes en el Extranjero;2024M04;14.946
08270 Sitges;Viajero;Residentes en el Extranjero;2024M03;11.231
08270 Sitges;Viajero;Residentes en el Extranjero;2024M02;9.946
08270 Sitges;Viajero;Residentes en el Extranjero;2024M01;5.983
08270 Sitges;Viajero;Residentes en el Extranjero;2023M12;4.736
08270 Sitges;Viajero;Residentes en el Extranjero;2023M11;9.267
08270 Sitges;Viajero;Residentes en el Extranjero;2023M10;16.371
08270 Sitges;Viajero;Residentes en el Extranjero;2023M09;21.882
08270 Sitges;Viajero;Residentes en el Extranjero;2023M08;21.649
08270 Sitges;Viajero;Residentes en el Extranjero;2023M07;18.595
08270 Sitges;Viajero;Residentes en el Extranjero;2023M06;17.333
08270 Sitges;Viajero;Residentes en el Extranjero;2023M05;19.248
08270 Sitges;Viajero;Residentes en el Extranjero;2023M04;12.650
08270 Sitges;Viajero;Residentes en el Extranjero;2023M03;7.297
08270 Sitges;Viajero;Residentes en el Extranjero;2023M02;6.778
08270 Sitges;Viajero;Residentes en el Extranjero;2023M01;4.427
08270 Sitges;Pernoctaciones;Residentes en España;2025M12;.
08270 Sitges;Pernoctaciones;Residentes en España;2025M11;11.054
08270 Sitges;Pernoctaciones;Residentes en España;2025M10;21.993
08270 Sitges;Pernoctaciones;Residentes en España;2025M09;12.687
08270 Sitges;Pernoctaciones;Residentes en España;2025M08;27.668
08270 Sitges;Pernoctaciones;Residentes en España;2025M07;27.393
08270 Sitges;Pernoctaciones;Residentes en España;2025M06;20.523
08270 Sitges;Pernoctaciones;Residentes en España;2025M05;16.358
08270 Sitges;Pernoctaciones;Residentes en España;2025M04;13.549
08270 Sitges;Pernoctaciones;Residentes en España;2025M03;17.387
08270 Sitges;Pernoctaciones;Residentes en España;2025M02;9.277
08270 Sitges;Pernoctaciones;Residentes en España;2025M01;11.804
08270 Sitges;Pernoctaciones;Residentes en España;2024M12;8.068
08270 Sitges;Pernoctaciones;Residentes en España;2024M11;10.935
08270 Sitges;Pernoctaciones;Residentes en España;2024M10;16.832
08270 Sitges;Pernoctaciones;Residentes en España;2024M09;13.223
08270 Sitges;Pernoctaciones;Residentes en España;2024M08;30.708
08270 Sitges;Pernoctaciones;Residentes en España;2024M07;24.466
08270 Sitges;Pernoctaciones;Residentes en España;2024M06;22.783
08270 Sitges;Pernoctaciones;Residentes en España;2024M05;13.720
08270 Sitges;Pernoctaciones;Residentes en España;2024M04;15.070
08270 Sitges;Pernoctaciones;Residentes en España;2024M03;15.985
08270 Sitges;Pernoctaciones;Residentes en España;2024M02;10.570
08270 Sitges;Pernoctaciones;Residentes en España;2024M01;7.939
08270 Sitges;Pernoctaciones;Residentes en España;2023M12;7.979
08270 Sitges;Pernoctaciones;Residentes en España;2023M11;9.562
08270 Sitges;Pernoctaciones;Residentes en España;2023M10;20.987
08270 Sitges;Pernoctaciones;Residentes en España;2023M09;12.055
08270 Sitges;Pernoctaciones;Residentes en España;2023M08;26.538
08270 Sitges;Pernoctaciones;Residentes en España;2023M07;21.535
08270 Sitges;Pernoctaciones;Residentes en España;2023M06;22.956
08270 Sitges;Pernoctaciones;Residentes en España;2023M05;13.561
08270 Sitges;Pernoctaciones;Residentes en España;2023M04;18.697
08270 Sitges;Pernoctaciones;Residentes en España;2023M03;14.120
08270 Sitges;Pernoctaciones;Residentes en España;2023M02;14.990
08270 Sitges;Pernoctaciones;Residentes en España;2023M01;8.765
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2025M12;.
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2025M11;22.520
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2025M10;54.397
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2025M09;75.347
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2025M08;82.668
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2025M07;74.233
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2025M06;70.000
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2025M05;64.976
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2025M04;44.186
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2025M03;27.441
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2025M02;22.867
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2025M01;13.100
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2024M12;17.026
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2024M11;29.328
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2024M10;57.515
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2024M09;83.418
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2024M08;85.574
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2024M07;80.142
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2024M06;77.621
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2024M05;57.167
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2024M04;42.429
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2024M03;33.095
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2024M02;30.694
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2024M01;19.873
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2023M12;16.232
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2023M11;28.121
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2023M10;54.876
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2023M09;83.605
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2023M08;86.917
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2023M07;74.959
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2023M06;62.772
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2023M05;65.736
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2023M04;43.884
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2023M03;20.881
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2023M02;23.910
08270 Sitges;Pernoctaciones;Residentes en el Extranjero;2023M01;14.806
09059 Burgos;Viajero;Residentes en España;2025M12;28.589
09059 Burgos;Viajero;Residentes en España;2025M11;27.648
09059 Burgos;Viajero;Residentes en España;2025M10;31.338
09059 Burgos;Viajero;Residentes en España;2025M09;27.468
09059 Burgos;Viajero;Residentes en España;2025M08;39.330
09059 Burgos;Viajero;Residentes en España;2025M07;25.027
09059 Burgos;Viajero;Residentes en España;2025M06;27.895
09059 Burgos;Viajero;Residentes en España;2025M05;27.710
09059 Burgos;Viajero;Residentes en España;2025M04;28.753
09059 Burgos;Viajero;Residentes en España;2025M03;28.091
09059 Burgos;Viajero;Residentes en España;2025M02;23.466
09059 Burgos;Viajero;Residentes en España;2025M01;19.375
09059 Burgos;Viajero;Residentes en España;2024M12;27.927
09059 Burgos;Viajero;Residentes en España;2024M11;28.080
09059 Burgos;Viajero;Residentes en España;2024M10;29.155
09059 Burgos;Viajero;Residentes en España;2024M09;25.790
09059 Burgos;Viajero;Residentes en España;2024M08;38.341
09059 Burgos;Viajero;Residentes en España;2024M07;31.542
09059 Burgos;Viajero;Residentes en España;2024M06;28.478
09059 Burgos;Viajero;Residentes en España;2024M05;25.425
09059 Burgos;Viajero;Residentes en España;2024M04;26.013
09059 Burgos;Viajero;Residentes en España;2024M03;29.143
09059 Burgos;Viajero;Residentes en España;2024M02;22.981
09059 Burgos;Viajero;Residentes en España;2024M01;18.071
09059 Burgos;Viajero;Residentes en España;2023M12;27.484
09059 Burgos;Viajero;Residentes en España;2023M11;25.264
09059 Burgos;Viajero;Residentes en España;2023M10;29.252
09059 Burgos;Viajero;Residentes en España;2023M09;26.885
09059 Burgos;Viajero;Residentes en España;2023M08;37.327
09059 Burgos;Viajero;Residentes en España;2023M07;30.457
09059 Burgos;Viajero;Residentes en España;2023M06;25.282
09059 Burgos;Viajero;Residentes en España;2023M05;24.284
09059 Burgos;Viajero;Residentes en España;2023M04;28.843
09059 Burgos;Viajero;Residentes en España;2023M03;26.155
09059 Burgos;Viajero;Residentes en España;2023M02;20.634
09059 Burgos;Viajero;Residentes en España;2023M01;17.095
09059 Burgos;Viajero;Residentes en el Extranjero;2025M12;7.493
09059 Burgos;Viajero;Residentes en el Extranjero;2025M11;10.505
09059 Burgos;Viajero;Residentes en el Extranjero;2025M10;21.469
09059 Burgos;Viajero;Residentes en el Extranjero;2025M09;25.116
09059 Burgos;Viajero;Residentes en el Extranjero;2025M08;26.570
09059 Burgos;Viajero;Residentes en el Extranjero;2025M07;24.565
09059 Burgos;Viajero;Residentes en el Extranjero;2025M06;20.448
09059 Burgos;Viajero;Residentes en el Extranjero;2025M05;24.352
09059 Burgos;Viajero;Residentes en el Extranjero;2025M04;17.586
09059 Burgos;Viajero;Residentes en el Extranjero;2025M03;8.110
09059 Burgos;Viajero;Residentes en el Extranjero;2025M02;6.281
09059 Burgos;Viajero;Residentes en el Extranjero;2025M01;7.014
09059 Burgos;Viajero;Residentes en el Extranjero;2024M12;5.984
09059 Burgos;Viajero;Residentes en el Extranjero;2024M11;7.903
09059 Burgos;Viajero;Residentes en el Extranjero;2024M10;19.712
09059 Burgos;Viajero;Residentes en el Extranjero;2024M09;23.074
09059 Burgos;Viajero;Residentes en el Extranjero;2024M08;27.324
09059 Burgos;Viajero;Residentes en el Extranjero;2024M07;23.752
09059 Burgos;Viajero;Residentes en el Extranjero;2024M06;15.094
09059 Burgos;Viajero;Residentes en el Extranjero;2024M05;22.403
09059 Burgos;Viajero;Residentes en el Extranjero;2024M04;16.891
09059 Burgos;Viajero;Residentes en el Extranjero;2024M03;8.686
09059 Burgos;Viajero;Residentes en el Extranjero;2024M02;5.371
09059 Burgos;Viajero;Residentes en el Extranjero;2024M01;5.374
09059 Burgos;Viajero;Residentes en el Extranjero;2023M12;4.981
09059 Burgos;Viajero;Residentes en el Extranjero;2023M11;6.536
09059 Burgos;Viajero;Residentes en el Extranjero;2023M10;16.028
09059 Burgos;Viajero;Residentes en el Extranjero;2023M09;22.034
09059 Burgos;Viajero;Residentes en el Extranjero;2023M08;25.784
09059 Burgos;Viajero;Residentes en el Extranjero;2023M07;25.054
09059 Burgos;Viajero;Residentes en el Extranjero;2023M06;17.398
09059 Burgos;Viajero;Residentes en el Extranjero;2023M05;20.559
09059 Burgos;Viajero;Residentes en el Extranjero;2023M04;15.589
09059 Burgos;Viajero;Residentes en el Extranjero;2023M03;5.684
09059 Burgos;Viajero;Residentes en el Extranjero;2023M02;4.979
09059 Burgos;Viajero;Residentes en el Extranjero;2023M01;5.214
09059 Burgos;Pernoctaciones;Residentes en España;2025M12;44.356
09059 Burgos;Pernoctaciones;Residentes en España;2025M11;45.850
09059 Burgos;Pernoctaciones;Residentes en España;2025M10;50.234
09059 Burgos;Pernoctaciones;Residentes en España;2025M09;40.690
09059 Burgos;Pernoctaciones;Residentes en España;2025M08;58.420
09059 Burgos;Pernoctaciones;Residentes en España;2025M07;35.075
09059 Burgos;Pernoctaciones;Residentes en España;2025M06;40.509
09059 Burgos;Pernoctaciones;Residentes en España;2025M05;44.125
09059 Burgos;Pernoctaciones;Residentes en España;2025M04;45.588
09059 Burgos;Pernoctaciones;Residentes en España;2025M03;43.373
09059 Burgos;Pernoctaciones;Residentes en España;2025M02;35.229
09059 Burgos;Pernoctaciones;Residentes en España;2025M01;29.443
09059 Burgos;Pernoctaciones;Residentes en España;2024M12;44.710
09059 Burgos;Pernoctaciones;Residentes en España;2024M11;46.739
09059 Burgos;Pernoctaciones;Residentes en España;2024M10;45.310
09059 Burgos;Pernoctaciones;Residentes en España;2024M09;42.803
09059 Burgos;Pernoctaciones;Residentes en España;2024M08;58.111
09059 Burgos;Pernoctaciones;Residentes en España;2024M07;49.192
09059 Burgos;Pernoctaciones;Residentes en España;2024M06;44.516
09059 Burgos;Pernoctaciones;Residentes en España;2024M05;40.716
09059 Burgos;Pernoctaciones;Residentes en España;2024M04;40.511
09059 Burgos;Pernoctaciones;Residentes en España;2024M03;49.760
09059 Burgos;Pernoctaciones;Residentes en España;2024M02;36.396
09059 Burgos;Pernoctaciones;Residentes en España;2024M01;30.867
09059 Burgos;Pernoctaciones;Residentes en España;2023M12;45.596
09059 Burgos;Pernoctaciones;Residentes en España;2023M11;40.793
09059 Burgos;Pernoctaciones;Residentes en España;2023M10;47.370
09059 Burgos;Pernoctaciones;Residentes en España;2023M09;43.539
09059 Burgos;Pernoctaciones;Residentes en España;2023M08;60.281
09059 Burgos;Pernoctaciones;Residentes en España;2023M07;46.855
09059 Burgos;Pernoctaciones;Residentes en España;2023M06;39.386
09059 Burgos;Pernoctaciones;Residentes en España;2023M05;38.712
09059 Burgos;Pernoctaciones;Residentes en España;2023M04;48.272
09059 Burgos;Pernoctaciones;Residentes en España;2023M03;41.568
09059 Burgos;Pernoctaciones;Residentes en España;2023M02;32.874
09059 Burgos;Pernoctaciones;Residentes en España;2023M01;30.019
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2025M12;10.736
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2025M11;14.944
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2025M10;27.846
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2025M09;33.344
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2025M08;31.374
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2025M07;51.642
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2025M06;28.355
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2025M05;32.617
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2025M04;23.906
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2025M03;11.252
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2025M02;8.363
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2025M01;10.844
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2024M12;8.698
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2024M11;11.908
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2024M10;27.485
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2024M09;30.301
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2024M08;33.775
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2024M07;32.350
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2024M06;21.742
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2024M05;32.228
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2024M04;22.580
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2024M03;12.793
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2024M02;8.108
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2024M01;8.103
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2023M12;7.511
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2023M11;11.120
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2023M10;22.943
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2023M09;31.864
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2023M08;31.426
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2023M07;31.847
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2023M06;26.591
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2023M05;28.086
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2023M04;21.354
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2023M03;8.921
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2023M02;10.220
09059 Burgos;Pernoctaciones;Residentes en el Extranjero;2023M01;8.695
10037 Cáceres;Viajero;Residentes en España;2025M12;15.635
10037 Cáceres;Viajero;Residentes en España;2025M11;17.775
10037 Cáceres;Viajero;Residentes en España;2025M10;18.105
10037 Cáceres;Viajero;Residentes en España;2025M09;18.936
10037 Cáceres;Viajero;Residentes en España;2025M08;23.742
10037 Cáceres;Viajero;Residentes en España;2025M07;20.999
10037 Cáceres;Viajero;Residentes en España;2025M06;17.973
10037 Cáceres;Viajero;Residentes en España;2025M05;17.761
10037 Cáceres;Viajero;Residentes en España;2025M04;19.971
10037 Cáceres;Viajero;Residentes en España;2025M03;16.204
10037 Cáceres;Viajero;Residentes en España;2025M02;14.902
10037 Cáceres;Viajero;Residentes en España;2025M01;11.420
10037 Cáceres;Viajero;Residentes en España;2024M12;16.303
10037 Cáceres;Viajero;Residentes en España;2024M11;18.972
10037 Cáceres;Viajero;Residentes en España;2024M10;20.269
10037 Cáceres;Viajero;Residentes en España;2024M09;21.895
10037 Cáceres;Viajero;Residentes en España;2024M08;26.084
10037 Cáceres;Viajero;Residentes en España;2024M07;21.365
10037 Cáceres;Viajero;Residentes en España;2024M06;21.419
10037 Cáceres;Viajero;Residentes en España;2024M05;22.444
10037 Cáceres;Viajero;Residentes en España;2024M04;20.616
10037 Cáceres;Viajero;Residentes en España;2024M03;20.227
10037 Cáceres;Viajero;Residentes en España;2024M02;16.374
10037 Cáceres;Viajero;Residentes en España;2024M01;13.875
10037 Cáceres;Viajero;Residentes en España;2023M12;15.927
10037 Cáceres;Viajero;Residentes en España;2023M11;17.546
10037 Cáceres;Viajero;Residentes en España;2023M10;19.131
10037 Cáceres;Viajero;Residentes en España;2023M09;21.566
10037 Cáceres;Viajero;Residentes en España;2023M08;24.420
10037 Cáceres;Viajero;Residentes en España;2023M07;21.605
10037 Cáceres;Viajero;Residentes en España;2023M06;18.924
10037 Cáceres;Viajero;Residentes en España;2023M05;18.403
10037 Cáceres;Viajero;Residentes en España;2023M04;21.766
10037 Cáceres;Viajero;Residentes en España;2023M03;19.093
10037 Cáceres;Viajero;Residentes en España;2023M02;14.538
10037 Cáceres;Viajero;Residentes en España;2023M01;14.554
10037 Cáceres;Viajero;Residentes en el Extranjero;2025M12;3.565
10037 Cáceres;Viajero;Residentes en el Extranjero;2025M11;3.866
10037 Cáceres;Viajero;Residentes en el Extranjero;2025M10;5.922
10037 Cáceres;Viajero;Residentes en el Extranjero;2025M09;6.588
10037 Cáceres;Viajero;Residentes en el Extranjero;2025M08;6.895
10037 Cáceres;Viajero;Residentes en el Extranjero;2025M07;6.646
10037 Cáceres;Viajero;Residentes en el Extranjero;2025M06;5.539
10037 Cáceres;Viajero;Residentes en el Extranjero;2025M05;6.531
10037 Cáceres;Viajero;Residentes en el Extranjero;2025M04;6.128
10037 Cáceres;Viajero;Residentes en el Extranjero;2025M03;4.073
10037 Cáceres;Viajero;Residentes en el Extranjero;2025M02;3.133
10037 Cáceres;Viajero;Residentes en el Extranjero;2025M01;3.228
10037 Cáceres;Viajero;Residentes en el Extranjero;2024M12;3.372
10037 Cáceres;Viajero;Residentes en el Extranjero;2024M11;3.719
10037 Cáceres;Viajero;Residentes en el Extranjero;2024M10;5.716
10037 Cáceres;Viajero;Residentes en el Extranjero;2024M09;5.729
10037 Cáceres;Viajero;Residentes en el Extranjero;2024M08;7.383
10037 Cáceres;Viajero;Residentes en el Extranjero;2024M07;6.055
10037 Cáceres;Viajero;Residentes en el Extranjero;2024M06;5.270
10037 Cáceres;Viajero;Residentes en el Extranjero;2024M05;6.195
10037 Cáceres;Viajero;Residentes en el Extranjero;2024M04;5.639
10037 Cáceres;Viajero;Residentes en el Extranjero;2024M03;4.572
10037 Cáceres;Viajero;Residentes en el Extranjero;2024M02;3.045
10037 Cáceres;Viajero;Residentes en el Extranjero;2024M01;2.758
10037 Cáceres;Viajero;Residentes en el Extranjero;2023M12;2.719
10037 Cáceres;Viajero;Residentes en el Extranjero;2023M11;3.640
10037 Cáceres;Viajero;Residentes en el Extranjero;2023M10;5.680
10037 Cáceres;Viajero;Residentes en el Extranjero;2023M09;5.633
10037 Cáceres;Viajero;Residentes en el Extranjero;2023M08;7.816
10037 Cáceres;Viajero;Residentes en el Extranjero;2023M07;5.606
10037 Cáceres;Viajero;Residentes en el Extranjero;2023M06;4.230
10037 Cáceres;Viajero;Residentes en el Extranjero;2023M05;5.535
10037 Cáceres;Viajero;Residentes en el Extranjero;2023M04;6.156
10037 Cáceres;Viajero;Residentes en el Extranjero;2023M03;4.608
10037 Cáceres;Viajero;Residentes en el Extranjero;2023M02;3.482
10037 Cáceres;Viajero;Residentes en el Extranjero;2023M01;2.291
10037 Cáceres;Pernoctaciones;Residentes en España;2025M12;26.976
10037 Cáceres;Pernoctaciones;Residentes en España;2025M11;28.526
10037 Cáceres;Pernoctaciones;Residentes en España;2025M10;33.499
10037 Cáceres;Pernoctaciones;Residentes en España;2025M09;32.450
10037 Cáceres;Pernoctaciones;Residentes en España;2025M08;34.356
10037 Cáceres;Pernoctaciones;Residentes en España;2025M07;29.163
10037 Cáceres;Pernoctaciones;Residentes en España;2025M06;28.801
10037 Cáceres;Pernoctaciones;Residentes en España;2025M05;30.220
10037 Cáceres;Pernoctaciones;Residentes en España;2025M04;36.759
10037 Cáceres;Pernoctaciones;Residentes en España;2025M03;29.497
10037 Cáceres;Pernoctaciones;Residentes en España;2025M02;24.548
10037 Cáceres;Pernoctaciones;Residentes en España;2025M01;18.724
10037 Cáceres;Pernoctaciones;Residentes en España;2024M12;28.470
10037 Cáceres;Pernoctaciones;Residentes en España;2024M11;32.046
10037 Cáceres;Pernoctaciones;Residentes en España;2024M10;35.648
