Comunidades y Ciudades Autónomas,Provincia limpia,Residencia,Periodo,Periodo fecha,Pernoctaciones,Viajeros
Galicia,Ourense,Residentes en el Extranjero,2024M06,2024-06-01,9772.0,5234.0
Galicia,Ourense,Residentes en el Extranjero,2024M07,2024-07-01,9245.0,4810.0
Galicia,Ourense,Residentes en el Extranjero,2024M08,2024-08-01,12291.0,6456.0
Galicia,Ourense,Residentes en el Extranjero,2024M09,2024-09-01,10187.0,5256.0
Galicia,Ourense,Residentes en el Extranjero,2024M10,2024-10-01,9441.0,4235.0
Galicia,Ourense,Residentes en el Extranjero,2024M11,2024-11-01,7191.0,3327.0
Galicia,Ourense,Residentes en el Extranjero,2024M12,2024-12-01,6745.0,2791.0
Galicia,Ourense,Residentes en el Extranjero,2025M01,2025-01-01,5314.0,2631.0
Galicia,Ourense,Residentes en el Extranjero,2025M02,2025-02-01,4649.0,2362.0
Galicia,Ourense,Residentes en el Extranjero,2025M03,2025-03-01,5785.0,3319.0
Galicia,Ourense,Residentes en el Extranjero,2025M04,2025-04-01,10700.0,5704.0
Galicia,Ourense,Residentes en el Extranjero,2025M05,2025-05-01,8707.0,6318.0
Galicia,Ourense,Residentes en el Extranjero,2025M06,2025-06-01,9313.0,5852.0
Galicia,Ourense,Residentes en el Extranjero,2025M07,2025-07-01,6908.0,4120.0
Galicia,Ourense,Residentes en el Extranjero,2025M08,2025-08-01,12494.0,6311.0
Galicia,Ourense,Residentes en el Extranjero,2025M09,2025-09-01,11573.0,6057.0
Galicia,Ourense,Residentes en el Extranjero,2025M10,2025-10-01,9548.0,4687.0
Galicia,Ourense,Residentes en el Extranjero,2025M11,2025-11-01,6677.0,3696.0
Galicia,Ourense,Residentes en el Extranjero,2025M12,2025-12-01,6481.0,3196.0
Galicia,Ourense,Residentes en el Extranjero,2026M01,2026-01-01,8664.0,3691.0
Galicia,Ourense,Residentes en el Extranjero,2026M02,2026-02-01,6573.0,3228.0
Galicia,Ourense,Residentes en el Extranjero,2026M03,2026-03-01,9292.0,4183.0
Galicia,Pontevedra,Residentes en España,2022M01,2022-01-01,57423.0,30782.0
Galicia,Pontevedra,Residentes en España,2022M02,2022-02-01,77787.0,41780.0
Galicia,Pontevedra,Residentes en España,2022M03,2022-03-01,99584.0,46776.0
Galicia,Pontevedra,Residentes en España,2022M04,2022-04-01,175176.0,79816.0
Galicia,Pontevedra,Residentes en España,2022M05,2022-05-01,176127.0,79215.0
Galicia,Pontevedra,Residentes en España,2022M06,2022-06-01,253380.0,105027.0
Galicia,Pontevedra,Residentes en España,2022M07,2022-07-01,475288.0,173123.0
Galicia,Pontevedra,Residentes en España,2022M08,2022-08-01,581686.0,201361.0
Galicia,Pontevedra,Residentes en España,2022M09,2022-09-01,324682.0,123636.0
Galicia,Pontevedra,Residentes en España,2022M10,2022-10-01,235220.0,95810.0
Galicia,Pontevedra,Residentes en España,2022M11,2022-11-01,142758.0,64716.0
Galicia,Pontevedra,Residentes en España,2022M12,2022-12-01,146808.0,79742.0
Galicia,Pontevedra,Residentes en España,2023M01,2023-01-01,79365.0,47476.0
Galicia,Pontevedra,Residentes en España,2023M02,2023-02-01,77544.0,44288.0
Galicia,Pontevedra,Residentes en España,2023M03,2023-03-01,105611.0,56004.0
Galicia,Pontevedra,Residentes en España,2023M04,2023-04-01,185084.0,85116.0
Galicia,Pontevedra,Residentes en España,2023M05,2023-05-01,171978.0,80311.0
Galicia,Pontevedra,Residentes en España,2023M06,2023-06-01,247733.0,108693.0
Galicia,Pontevedra,Residentes en España,2023M07,2023-07-01,464777.0,165613.0
Galicia,Pontevedra,Residentes en España,2023M08,2023-08-01,565827.0,195054.0
Galicia,Pontevedra,Residentes en España,2023M09,2023-09-01,313582.0,119394.0
Galicia,Pontevedra,Residentes en España,2023M10,2023-10-01,233107.0,100628.0
Galicia,Pontevedra,Residentes en España,2023M11,2023-11-01,139714.0,68996.0
Galicia,Pontevedra,Residentes en España,2023M12,2023-12-01,142333.0,77732.0
Galicia,Pontevedra,Residentes en España,2024M01,2024-01-01,69016.0,39650.0
Galicia,Pontevedra,Residentes en España,2024M02,2024-02-01,81713.0,46595.0
Galicia,Pontevedra,Residentes en España,2024M03,2024-03-01,157845.0,74125.0
Galicia,Pontevedra,Residentes en España,2024M04,2024-04-01,152450.0,73651.0
Galicia,Pontevedra,Residentes en España,2024M05,2024-05-01,195434.0,94244.0
Galicia,Pontevedra,Residentes en España,2024M06,2024-06-01,262292.0,112996.0
Galicia,Pontevedra,Residentes en España,2024M07,2024-07-01,472375.0,169504.0
Galicia,Pontevedra,Residentes en España,2024M08,2024-08-01,592809.0,217872.0
Galicia,Pontevedra,Residentes en España,2024M09,2024-09-01,320330.0,130428.0
Galicia,Pontevedra,Residentes en España,2024M10,2024-10-01,236328.0,105242.0
Galicia,Pontevedra,Residentes en España,2024M11,2024-11-01,152483.0,75547.0
Galicia,Pontevedra,Residentes en España,2024M12,2024-12-01,146863.0,78553.0
Galicia,Pontevedra,Residentes en España,2025M01,2025-01-01,72940.0,44484.0
Galicia,Pontevedra,Residentes en España,2025M02,2025-02-01,76762.0,46351.0
Galicia,Pontevedra,Residentes en España,2025M03,2025-03-01,112014.0,61121.0
Galicia,Pontevedra,Residentes en España,2025M04,2025-04-01,164851.0,78094.0
Galicia,Pontevedra,Residentes en España,2025M05,2025-05-01,186837.0,93763.0
Galicia,Pontevedra,Residentes en España,2025M06,2025-06-01,256496.0,113560.0
Galicia,Pontevedra,Residentes en España,2025M07,2025-07-01,473518.0,176731.0
Galicia,Pontevedra,Residentes en España,2025M08,2025-08-01,570282.0,198750.0
Galicia,Pontevedra,Residentes en España,2025M09,2025-09-01,284206.0,119554.0
Galicia,Pontevedra,Residentes en España,2025M10,2025-10-01,217509.0,97873.0
Galicia,Pontevedra,Residentes en España,2025M11,2025-11-01,147497.0,70984.0
Galicia,Pontevedra,Residentes en España,2025M12,2025-12-01,130546.0,71029.0
Galicia,Pontevedra,Residentes en España,2026M01,2026-01-01,69399.0,38103.0
Galicia,Pontevedra,Residentes en España,2026M02,2026-02-01,72287.0,39146.0
Galicia,Pontevedra,Residentes en España,2026M03,2026-03-01,120503.0,61683.0
Galicia,Pontevedra,Residentes en el Extranjero,2022M01,2022-01-01,13407.0,5105.0
Galicia,Pontevedra,Residentes en el Extranjero,2022M02,2022-02-01,15836.0,8476.0
Galicia,Pontevedra,Residentes en el Extranjero,2022M03,2022-03-01,23009.0,11223.0
Galicia,Pontevedra,Residentes en el Extranjero,2022M04,2022-04-01,46216.0,29273.0
Galicia,Pontevedra,Residentes en el Extranjero,2022M05,2022-05-01,66071.0,44016.0
Galicia,Pontevedra,Residentes en el Extranjero,2022M06,2022-06-01,74137.0,44002.0
Galicia,Pontevedra,Residentes en el Extranjero,2022M07,2022-07-01,86077.0,45052.0
Galicia,Pontevedra,Residentes en el Extranjero,2022M08,2022-08-01,114110.0,54275.0
Galicia,Pontevedra,Residentes en el Extranjero,2022M09,2022-09-01,90545.0,58969.0
Galicia,Pontevedra,Residentes en el Extranjero,2022M10,2022-10-01,65280.0,36607.0
Galicia,Pontevedra,Residentes en el Extranjero,2022M11,2022-11-01,21298.0,11522.0
Galicia,Pontevedra,Residentes en el Extranjero,2022M12,2022-12-01,37363.0,24449.0
Galicia,Pontevedra,Residentes en el Extranjero,2023M01,2023-01-01,23212.0,13261.0
Galicia,Pontevedra,Residentes en el Extranjero,2023M02,2023-02-01,19286.0,10954.0
Galicia,Pontevedra,Residentes en el Extranjero,2023M03,2023-03-01,23912.0,13612.0
Galicia,Pontevedra,Residentes en el Extranjero,2023M04,2023-04-01,59753.0,40599.0
Galicia,Pontevedra,Residentes en el Extranjero,2023M05,2023-05-01,76314.0,51829.0
Galicia,Pontevedra,Residentes en el Extranjero,2023M06,2023-06-01,78595.0,45859.0
Galicia,Pontevedra,Residentes en el Extranjero,2023M07,2023-07-01,98507.0,49035.0
Galicia,Pontevedra,Residentes en el Extranjero,2023M08,2023-08-01,134813.0,67098.0
Galicia,Pontevedra,Residentes en el Extranjero,2023M09,2023-09-01,121881.0,71633.0
Galicia,Pontevedra,Residentes en el Extranjero,2023M10,2023-10-01,69726.0,41621.0
Galicia,Pontevedra,Residentes en el Extranjero,2023M11,2023-11-01,28188.0,15491.0
Galicia,Pontevedra,Residentes en el Extranjero,2023M12,2023-12-01,57939.0,40139.0
Galicia,Pontevedra,Residentes en el Extranjero,2024M01,2024-01-01,23877.0,14317.0
Galicia,Pontevedra,Residentes en el Extranjero,2024M02,2024-02-01,21446.0,12339.0
Galicia,Pontevedra,Residentes en el Extranjero,2024M03,2024-03-01,34589.0,21111.0
Galicia,Pontevedra,Residentes en el Extranjero,2024M04,2024-04-01,67301.0,48190.0
Galicia,Pontevedra,Residentes en el Extranjero,2024M05,2024-05-01,95882.0,71866.0
Galicia,Pontevedra,Residentes en el Extranjero,2024M06,2024-06-01,106253.0,66275.0
Galicia,Pontevedra,Residentes en el Extranjero,2024M07,2024-07-01,101629.0,57751.0
Galicia,Pontevedra,Residentes en el Extranjero,2024M08,2024-08-01,157287.0,77389.0
Galicia,Pontevedra,Residentes en el Extranjero,2024M09,2024-09-01,142055.0,91298.0
Galicia,Pontevedra,Residentes en el Extranjero,2024M10,2024-10-01,86813.0,55800.0
Galicia,Pontevedra,Residentes en el Extranjero,2024M11,2024-11-01,38620.0,23318.0
Galicia,Pontevedra,Residentes en el Extranjero,2024M12,2024-12-01,45173.0,31649.0
Galicia,Pontevedra,Residentes en el Extranjero,2025M01,2025-01-01,22210.0,13412.0
Galicia,Pontevedra,Residentes en el Extranjero,2025M02,2025-02-01,20054.0,11314.0
Galicia,Pontevedra,Residentes en el Extranjero,2025M03,2025-03-01,33452.0,22702.0
Galicia,Pontevedra,Residentes en el Extranjero,2025M04,2025-04-01,80644.0,61386.0
Galicia,Pontevedra,Residentes en el Extranjero,2025M05,2025-05-01,115189.0,87138.0
Galicia,Pontevedra,Residentes en el Extranjero,2025M06,2025-06-01,119558.0,74206.0
Galicia,Pontevedra,Residentes en el Extranjero,2025M07,2025-07-01,115075.0,61321.0
Galicia,Pontevedra,Residentes en el Extranjero,2025M08,2025-08-01,149225.0,74718.0
Galicia,Pontevedra,Residentes en el Extranjero,2025M09,2025-09-01,143198.0,100378.0
Galicia,Pontevedra,Residentes en el Extranjero,2025M10,2025-10-01,91176.0,65038.0
Galicia,Pontevedra,Residentes en el Extranjero,2025M11,2025-11-01,37409.0,24079.0
Galicia,Pontevedra,Residentes en el Extranjero,2025M12,2025-12-01,48435.0,32650.0
Galicia,Pontevedra,Residentes en el Extranjero,2026M01,2026-01-01,20845.0,10954.0
Galicia,Pontevedra,Residentes en el Extranjero,2026M02,2026-02-01,19813.0,11257.0
Galicia,Pontevedra,Residentes en el Extranjero,2026M03,2026-03-01,38444.0,24772.0
Galicia,Total comunidad autónoma,Residentes en España,2022M01,2022-01-01,199080.0,110569.0
Galicia,Total comunidad autónoma,Residentes en España,2022M02,2022-02-01,275492.0,154371.0
Galicia,Total comunidad autónoma,Residentes en España,2022M03,2022-03-01,333271.0,174730.0
Galicia,Total comunidad autónoma,Residentes en España,2022M04,2022-04-01,512967.0,273258.0
Galicia,Total comunidad autónoma,Residentes en España,2022M05,2022-05-01,507294.0,271622.0
Galicia,Total comunidad autónoma,Residentes en España,2022M06,2022-06-01,627517.0,313712.0
Galicia,Total comunidad autónoma,Residentes en España,2022M07,2022-07-01,1047247.0,468358.0
Galicia,Total comunidad autónoma,Residentes en España,2022M08,2022-08-01,1326055.0,565207.0
Galicia,Total comunidad autónoma,Residentes en España,2022M09,2022-09-01,760424.0,366182.0
Galicia,Total comunidad autónoma,Residentes en España,2022M10,2022-10-01,603541.0,302557.0
Galicia,Total comunidad autónoma,Residentes en España,2022M11,2022-11-01,406167.0,207642.0
Galicia,Total comunidad autónoma,Residentes en España,2022M12,2022-12-01,367004.0,203186.0
Galicia,Total comunidad autónoma,Residentes en España,2023M01,2023-01-01,249530.0,142572.0
Galicia,Total comunidad autónoma,Residentes en España,2023M02,2023-02-01,280657.0,160423.0
Galicia,Total comunidad autónoma,Residentes en España,2023M03,2023-03-01,363922.0,197729.0
Galicia,Total comunidad autónoma,Residentes en España,2023M04,2023-04-01,542473.0,286167.0
Galicia,Total comunidad autónoma,Residentes en España,2023M05,2023-05-01,488933.0,265272.0
Galicia,Total comunidad autónoma,Residentes en España,2023M06,2023-06-01,620178.0,318864.0
Galicia,Total comunidad autónoma,Residentes en España,2023M07,2023-07-01,1011432.0,444265.0
Galicia,Total comunidad autónoma,Residentes en España,2023M08,2023-08-01,1281637.0,534640.0
Galicia,Total comunidad autónoma,Residentes en España,2023M09,2023-09-01,726744.0,355245.0
Galicia,Total comunidad autónoma,Residentes en España,2023M10,2023-10-01,598817.0,301251.0
Galicia,Total comunidad autónoma,Residentes en España,2023M11,2023-11-01,406607.0,215218.0
Galicia,Total comunidad autónoma,Residentes en España,2023M12,2023-12-01,381713.0,211816.0
Galicia,Total comunidad autónoma,Residentes en España,2024M01,2024-01-01,242976.0,139743.0
Galicia,Total comunidad autónoma,Residentes en España,2024M02,2024-02-01,290108.0,165807.0
Galicia,Total comunidad autónoma,Residentes en España,2024M03,2024-03-01,441206.0,235969.0
Galicia,Total comunidad autónoma,Residentes en España,2024M04,2024-04-01,437062.0,238761.0
Galicia,Total comunidad autónoma,Residentes en España,2024M05,2024-05-01,530033.0,287385.0
Galicia,Total comunidad autónoma,Residentes en España,2024M06,2024-06-01,639751.0,323525.0
Galicia,Total comunidad autónoma,Residentes en España,2024M07,2024-07-01,995875.0,446334.0
Galicia,Total comunidad autónoma,Residentes en España,2024M08,2024-08-01,1305950.0,568949.0
Galicia,Total comunidad autónoma,Residentes en España,2024M09,2024-09-01,742898.0,362789.0
Galicia,Total comunidad autónoma,Residentes en España,2024M10,2024-10-01,592961.0,301552.0
Galicia,Total comunidad autónoma,Residentes en España,2024M11,2024-11-01,441043.0,231582.0
Galicia,Total comunidad autónoma,Residentes en España,2024M12,2024-12-01,384853.0,213482.0
Galicia,Total comunidad autónoma,Residentes en España,2025M01,2025-01-01,250515.0,146369.0
Galicia,Total comunidad autónoma,Residentes en España,2025M02,2025-02-01,296330.0,172506.0
Galicia,Total comunidad autónoma,Residentes en España,2025M03,2025-03-01,373151.0,208664.0
Galicia,Total comunidad autónoma,Residentes en España,2025M04,2025-04-01,495458.0,263746.0
Galicia,Total comunidad autónoma,Residentes en España,2025M05,2025-05-01,538792.0,293340.0
Galicia,Total comunidad autónoma,Residentes en España,2025M06,2025-06-01,656484.0,340787.0
Galicia,Total comunidad autónoma,Residentes en España,2025M07,2025-07-01,1018143.0,460844.0
Galicia,Total comunidad autónoma,Residentes en España,2025M08,2025-08-01,1284660.0,559852.0
Galicia,Total comunidad autónoma,Residentes en España,2025M09,2025-09-01,717391.0,364336.0
Galicia,Total comunidad autónoma,Residentes en España,2025M10,2025-10-01,580172.0,304466.0
Galicia,Total comunidad autónoma,Residentes en España,2025M11,2025-11-01,429807.0,220344.0
Galicia,Total comunidad autónoma,Residentes en España,2025M12,2025-12-01,388122.0,216062.0
Galicia,Total comunidad autónoma,Residentes en España,2026M01,2026-01-01,243870.0,135261.0
Galicia,Total comunidad autónoma,Residentes en España,2026M02,2026-02-01,289071.0,152699.0
Galicia,Total comunidad autónoma,Residentes en España,2026M03,2026-03-01,386764.0,205087.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2022M01,2022-01-01,41212.0,17896.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2022M02,2022-02-01,47394.0,25182.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2022M03,2022-03-01,79117.0,41763.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2022M04,2022-04-01,160589.0,101718.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2022M05,2022-05-01,255058.0,170066.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2022M06,2022-06-01,270339.0,167462.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2022M07,2022-07-01,265563.0,150689.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2022M08,2022-08-01,290587.0,158177.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2022M09,2022-09-01,307093.0,201259.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2022M10,2022-10-01,252737.0,155368.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2022M11,2022-11-01,91501.0,46081.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2022M12,2022-12-01,87180.0,46426.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2023M01,2023-01-01,71033.0,33960.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2023M02,2023-02-01,70802.0,36229.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2023M03,2023-03-01,97189.0,53147.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2023M04,2023-04-01,220313.0,143780.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2023M05,2023-05-01,307251.0,209766.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2023M06,2023-06-01,298544.0,185174.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2023M07,2023-07-01,277893.0,153841.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2023M08,2023-08-01,334907.0,185292.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2023M09,2023-09-01,375700.0,242082.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2023M10,2023-10-01,281589.0,182273.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2023M11,2023-11-01,98194.0,54675.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2023M12,2023-12-01,107474.0,66665.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2024M01,2024-01-01,68728.0,34322.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2024M02,2024-02-01,75050.0,38758.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2024M03,2024-03-01,121377.0,70616.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2024M04,2024-04-01,237321.0,164012.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2024M05,2024-05-01,369790.0,256663.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2024M06,2024-06-01,323899.0,210369.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2024M07,2024-07-01,287752.0,170592.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2024M08,2024-08-01,361388.0,200312.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2024M09,2024-09-01,401421.0,266637.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2024M10,2024-10-01,312441.0,202123.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2024M11,2024-11-01,119077.0,68657.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2024M12,2024-12-01,94819.0,57956.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2025M01,2025-01-01,65119.0,35027.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2025M02,2025-02-01,66088.0,36398.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2025M03,2025-03-01,114953.0,68317.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2025M04,2025-04-01,250983.0,174878.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2025M05,2025-05-01,382003.0,273757.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2025M06,2025-06-01,355129.0,233061.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2025M07,2025-07-01,307405.0,174716.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2025M08,2025-08-01,340439.0,192253.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2025M09,2025-09-01,414138.0,280741.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2025M10,2025-10-01,307725.0,206220.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2025M11,2025-11-01,109540.0,66490.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2025M12,2025-12-01,102632.0,61373.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2026M01,2026-01-01,70680.0,35051.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2026M02,2026-02-01,70845.0,37910.0
Galicia,Total comunidad autónoma,Residentes en el Extranjero,2026M03,2026-03-01,118429.0,71318.0
"Madrid, Comunidad de",Madrid,Residentes en España,2022M01,2022-01-01,699507.0,386597.0
"Madrid, Comunidad de",Madrid,Residentes en España,2022M02,2022-02-01,847027.0,484422.0
"Madrid, Comunidad de",Madrid,Residentes en España,2022M03,2022-03-01,905312.0,525292.0
"Madrid, Comunidad de",Madrid,Residentes en España,2022M04,2022-04-01,981114.0,555151.0
"Madrid, Comunidad de",Madrid,Residentes en España,2022M05,2022-05-01,941725.0,550965.0
"Madrid, Comunidad de",Madrid,Residentes en España,2022M06,2022-06-01,940874.0,554884.0
"Madrid, Comunidad de",Madrid,Residentes en España,2022M07,2022-07-01,830820.0,480539.0
"Madrid, Comunidad de",Madrid,Residentes en España,2022M08,2022-08-01,786584.0,448780.0
"Madrid, Comunidad de",Madrid,Residentes en España,2022M09,2022-09-01,932436.0,550019.0
"Madrid, Comunidad de",Madrid,Residentes en España,2022M10,2022-10-01,1012992.0,582487.0
"Madrid, Comunidad de",Madrid,Residentes en España,2022M11,2022-11-01,991945.0,593671.0
"Madrid, Comunidad de",Madrid,Residentes en España,2022M12,2022-12-01,1111786.0,620080.0
"Madrid, Comunidad de",Madrid,Residentes en España,2023M01,2023-01-01,920267.0,532766.0
"Madrid, Comunidad de",Madrid,Residentes en España,2023M02,2023-02-01,903932.0,523275.0
"Madrid, Comunidad de",Madrid,Residentes en España,2023M03,2023-03-01,975377.0,582240.0
"Madrid, Comunidad de",Madrid,Residentes en España,2023M04,2023-04-01,1028904.0,566092.0
"Madrid, Comunidad de",Madrid,Residentes en España,2023M05,2023-05-01,951054.0,567796.0
"Madrid, Comunidad de",Madrid,Residentes en España,2023M06,2023-06-01,1010384.0,615801.0
"Madrid, Comunidad de",Madrid,Residentes en España,2023M07,2023-07-01,936220.0,548761.0
"Madrid, Comunidad de",Madrid,Residentes en España,2023M08,2023-08-01,845787.0,474758.0
"Madrid, Comunidad de",Madrid,Residentes en España,2023M09,2023-09-01,989249.0,562876.0
"Madrid, Comunidad de",Madrid,Residentes en España,2023M10,2023-10-01,961581.0,526741.0
"Madrid, Comunidad de",Madrid,Residentes en España,2023M11,2023-11-01,1028629.0,583167.0
"Madrid, Comunidad de",Madrid,Residentes en España,2023M12,2023-12-01,1155296.0,627019.0
"Madrid, Comunidad de",Madrid,Residentes en España,2024M01,2024-01-01,879889.0,490157.0
"Madrid, Comunidad de",Madrid,Residentes en España,2024M02,2024-02-01,941378.0,543763.0
"Madrid, Comunidad de",Madrid,Residentes en España,2024M03,2024-03-01,1042343.0,578912.0
"Madrid, Comunidad de",Madrid,Residentes en España,2024M04,2024-04-01,903137.0,517185.0
"Madrid, Comunidad de",Madrid,Residentes en España,2024M05,2024-05-01,1011509.0,582493.0
"Madrid, Comunidad de",Madrid,Residentes en España,2024M06,2024-06-01,1017104.0,598737.0
"Madrid, Comunidad de",Madrid,Residentes en España,2024M07,2024-07-01,999921.0,575463.0
"Madrid, Comunidad de",Madrid,Residentes en España,2024M08,2024-08-01,830595.0,469667.0
"Madrid, Comunidad de",Madrid,Residentes en España,2024M09,2024-09-01,926240.0,536583.0
"Madrid, Comunidad de",Madrid,Residentes en España,2024M10,2024-10-01,1002672.0,563246.0
"Madrid, Comunidad de",Madrid,Residentes en España,2024M11,2024-11-01,1066842.0,591976.0
"Madrid, Comunidad de",Madrid,Residentes en España,2024M12,2024-12-01,1121901.0,606856.0
"Madrid, Comunidad de",Madrid,Residentes en España,2025M01,2025-01-01,883332.0,485186.0
"Madrid, Comunidad de",Madrid,Residentes en España,2025M02,2025-02-01,890464.0,499123.0
"Madrid, Comunidad de",Madrid,Residentes en España,2025M03,2025-03-01,938767.0,518376.0
"Madrid, Comunidad de",Madrid,Residentes en España,2025M04,2025-04-01,959652.0,518771.0
"Madrid, Comunidad de",Madrid,Residentes en España,2025M05,2025-05-01,976824.0,545311.0
"Madrid, Comunidad de",Madrid,Residentes en España,2025M06,2025-06-01,976673.0,565728.0
"Madrid, Comunidad de",Madrid,Residentes en España,2025M07,2025-07-01,903133.0,527894.0
"Madrid, Comunidad de",Madrid,Residentes en España,2025M08,2025-08-01,785462.0,436770.0
"Madrid, Comunidad de",Madrid,Residentes en España,2025M09,2025-09-01,959468.0,530008.0
"Madrid, Comunidad de",Madrid,Residentes en España,2025M10,2025-10-01,977831.0,538773.0
"Madrid, Comunidad de",Madrid,Residentes en España,2025M11,2025-11-01,1037398.0,581152.0
"Madrid, Comunidad de",Madrid,Residentes en España,2025M12,2025-12-01,1140478.0,633169.0
"Madrid, Comunidad de",Madrid,Residentes en España,2026M01,2026-01-01,891307.0,483240.0
"Madrid, Comunidad de",Madrid,Residentes en España,2026M02,2026-02-01,875844.0,497136.0
"Madrid, Comunidad de",Madrid,Residentes en España,2026M03,2026-03-01,938651.0,528660.0
"Madrid, Comunidad de",Madrid,Residentes en el Extranjero,2022M01,2022-01-01,493728.0,182870.0
"Madrid, Comunidad de",Madrid,Residentes en el Extranjero,2022M02,2022-02-01,588508.0,236771.0
"Madrid, Comunidad de",Madrid,Residentes en el Extranjero,2022M03,2022-03-01,815168.0,323693.0
"Madrid, Comunidad de",Madrid,Residentes en el Extranjero,2022M04,2022-04-01,1023461.0,396769.0
"Madrid, Comunidad de",Madrid,Residentes en el Extranjero,2022M05,2022-05-01,1110766.0,460034.0
"Madrid, Comunidad de",Madrid,Residentes en el Extranjero,2022M06,2022-06-01,1088657.0,461468.0
"Madrid, Comunidad de",Madrid,Residentes en el Extranjero,2022M07,2022-07-01,1091837.0,480915.0
"Madrid, Comunidad de",Madrid,Residentes en el Extranjero,2022M08,2022-08-01,915087.0,406755.0
"Madrid, Comunidad de",Madrid,Residentes en el Extranjero,2022M09,2022-09-01,1133828.0,498605.0
"Madrid, Comunidad de",Madrid,Residentes en el Extranjero,2022M10,2022-10-01,1229379.0,521538.0
"Madrid, Comunidad de",Madrid,Residentes en el Extranjero,2022M11,2022-11-01,940766.0,410424.0
"Madrid, Comunidad de",Madrid,Residentes en el Extranjero,2022M12,2022-12-01,792069.0,347670.0
"Madrid, Comunidad de",Madrid,Residentes en el Extranjero,2023M01,2023-01-01,816381.0,355327.0
"Madrid, Comunidad de",Madrid,Residentes en el Extranjero,2023M02,2023-02-01,801952.0,355868.0
"Madrid, Comunidad de",Madrid,Residentes en el Extranjero,2023M03,2023-03-01,1064832.0,471645.0
"Madrid, Comunidad de",Madrid,Residentes en el Extranjero,2023M04,2023-04-01,1218991.0,511451.0
"Madrid, Comunidad de",Madrid,Residentes en el Extranjero,2023M05,2023-05-01,1273608.0,549782.0
"Madrid, Comunidad de",Madrid,Residentes en el Extranjero,2023M06,2023-06-01,1229297.0,547220.0
"Madrid, Comunidad de",Madrid,Residentes en el Extranjero,2023M07,2023-07-01,1253390.0,562376.0
"Madrid, Comunidad de",Madrid,Residentes en el Extranjero,2023M08,2023-08-01,1144964.0,532784.0
"Madrid, Comunidad de",Madrid,Residentes en el Extranjero,2023M09,2023-09-01,1312414.0,586090.0
"Madrid, Comunidad de",Madrid,Residentes en el Extranjero,2023M10,2023-10-01,1374053.0,599205.0
"Madrid, Comunidad de",Madrid,Residentes en el Extranjero,2023M11,2023-11-01,1101546.0,481516.0
"Madrid, Comunidad de",Madrid,Residentes en el Extranjero,2023M12,2023-12-01,971683.0,425410.0
