Comunidades y Ciudades Autónomas,Provincia limpia,Residencia,Periodo,Periodo fecha,Pernoctaciones,Viajeros
Andalucía,Almería,Residentes en España,2022M01,2022-01-01,40808.0,22290.0
Andalucía,Almería,Residentes en España,2022M02,2022-02-01,69288.0,39146.0
Andalucía,Almería,Residentes en España,2022M03,2022-03-01,124044.0,42511.0
Andalucía,Almería,Residentes en España,2022M04,2022-04-01,205526.0,70416.0
Andalucía,Almería,Residentes en España,2022M05,2022-05-01,261272.0,90422.0
Andalucía,Almería,Residentes en España,2022M06,2022-06-01,419902.0,153172.0
Andalucía,Almería,Residentes en España,2022M07,2022-07-01,732355.0,189343.0
Andalucía,Almería,Residentes en España,2022M08,2022-08-01,827319.0,206936.0
Andalucía,Almería,Residentes en España,2022M09,2022-09-01,485307.0,142904.0
Andalucía,Almería,Residentes en España,2022M10,2022-10-01,166322.0,71229.0
Andalucía,Almería,Residentes en España,2022M11,2022-11-01,83630.0,38622.0
Andalucía,Almería,Residentes en España,2022M12,2022-12-01,75710.0,33013.0
Andalucía,Almería,Residentes en España,2023M01,2023-01-01,60237.0,29075.0
Andalucía,Almería,Residentes en España,2023M02,2023-02-01,99001.0,41385.0
Andalucía,Almería,Residentes en España,2023M03,2023-03-01,132235.0,49825.0
Andalucía,Almería,Residentes en España,2023M04,2023-04-01,217863.0,80703.0
Andalucía,Almería,Residentes en España,2023M05,2023-05-01,275524.0,90751.0
Andalucía,Almería,Residentes en España,2023M06,2023-06-01,454346.0,148413.0
Andalucía,Almería,Residentes en España,2023M07,2023-07-01,734087.0,190092.0
Andalucía,Almería,Residentes en España,2023M08,2023-08-01,817519.0,204593.0
Andalucía,Almería,Residentes en España,2023M09,2023-09-01,470365.0,138121.0
Andalucía,Almería,Residentes en España,2023M10,2023-10-01,183488.0,72821.0
Andalucía,Almería,Residentes en España,2023M11,2023-11-01,70365.0,35432.0
Andalucía,Almería,Residentes en España,2023M12,2023-12-01,83742.0,36400.0
Andalucía,Almería,Residentes en España,2024M01,2024-01-01,52048.0,25206.0
Andalucía,Almería,Residentes en España,2024M02,2024-02-01,127376.0,47205.0
Andalucía,Almería,Residentes en España,2024M03,2024-03-01,221719.0,69043.0
Andalucía,Almería,Residentes en España,2024M04,2024-04-01,275849.0,79097.0
Andalucía,Almería,Residentes en España,2024M05,2024-05-01,353356.0,110382.0
Andalucía,Almería,Residentes en España,2024M06,2024-06-01,464034.0,150095.0
Andalucía,Almería,Residentes en España,2024M07,2024-07-01,692901.0,180572.0
Andalucía,Almería,Residentes en España,2024M08,2024-08-01,800807.0,201399.0
Andalucía,Almería,Residentes en España,2024M09,2024-09-01,463225.0,138578.0
Andalucía,Almería,Residentes en España,2024M10,2024-10-01,174965.0,70109.0
Andalucía,Almería,Residentes en España,2024M11,2024-11-01,76730.0,34901.0
Andalucía,Almería,Residentes en España,2024M12,2024-12-01,85850.0,37013.0
Andalucía,Almería,Residentes en España,2025M01,2025-01-01,57276.0,26043.0
Andalucía,Almería,Residentes en España,2025M02,2025-02-01,142891.0,51104.0
Andalucía,Almería,Residentes en España,2025M03,2025-03-01,191016.0,54452.0
Andalucía,Almería,Residentes en España,2025M04,2025-04-01,273876.0,85455.0
Andalucía,Almería,Residentes en España,2025M05,2025-05-01,351956.0,115078.0
Andalucía,Almería,Residentes en España,2025M06,2025-06-01,521661.0,175501.0
Andalucía,Almería,Residentes en España,2025M07,2025-07-01,741323.0,194704.0
Andalucía,Almería,Residentes en España,2025M08,2025-08-01,808303.0,230759.0
Andalucía,Almería,Residentes en España,2025M09,2025-09-01,497553.0,146143.0
Andalucía,Almería,Residentes en España,2025M10,2025-10-01,184681.0,81044.0
Andalucía,Almería,Residentes en España,2025M11,2025-11-01,84812.0,42064.0
Andalucía,Almería,Residentes en España,2025M12,2025-12-01,80823.0,38528.0
Andalucía,Almería,Residentes en España,2026M01,2026-01-01,54013.0,25026.0
Andalucía,Almería,Residentes en España,2026M02,2026-02-01,122739.0,45809.0
Andalucía,Almería,Residentes en España,2026M03,2026-03-01,246903.0,67487.0
Andalucía,Almería,Residentes en el Extranjero,2022M01,2022-01-01,25143.0,9007.0
Andalucía,Almería,Residentes en el Extranjero,2022M02,2022-02-01,34320.0,10284.0
Andalucía,Almería,Residentes en el Extranjero,2022M03,2022-03-01,44210.0,13274.0
Andalucía,Almería,Residentes en el Extranjero,2022M04,2022-04-01,59012.0,19025.0
Andalucía,Almería,Residentes en el Extranjero,2022M05,2022-05-01,110734.0,28431.0
Andalucía,Almería,Residentes en el Extranjero,2022M06,2022-06-01,159526.0,32084.0
Andalucía,Almería,Residentes en el Extranjero,2022M07,2022-07-01,169646.0,39566.0
Andalucía,Almería,Residentes en el Extranjero,2022M08,2022-08-01,203902.0,41392.0
Andalucía,Almería,Residentes en el Extranjero,2022M09,2022-09-01,171135.0,34974.0
Andalucía,Almería,Residentes en el Extranjero,2022M10,2022-10-01,130192.0,26150.0
Andalucía,Almería,Residentes en el Extranjero,2022M11,2022-11-01,46391.0,12693.0
Andalucía,Almería,Residentes en el Extranjero,2022M12,2022-12-01,31548.0,10226.0
Andalucía,Almería,Residentes en el Extranjero,2023M01,2023-01-01,33166.0,11329.0
Andalucía,Almería,Residentes en el Extranjero,2023M02,2023-02-01,41627.0,11510.0
Andalucía,Almería,Residentes en el Extranjero,2023M03,2023-03-01,54195.0,14950.0
Andalucía,Almería,Residentes en el Extranjero,2023M04,2023-04-01,70071.0,20799.0
Andalucía,Almería,Residentes en el Extranjero,2023M05,2023-05-01,132818.0,30830.0
Andalucía,Almería,Residentes en el Extranjero,2023M06,2023-06-01,161835.0,32878.0
Andalucía,Almería,Residentes en el Extranjero,2023M07,2023-07-01,187415.0,42142.0
Andalucía,Almería,Residentes en el Extranjero,2023M08,2023-08-01,203358.0,42708.0
Andalucía,Almería,Residentes en el Extranjero,2023M09,2023-09-01,199181.0,40404.0
Andalucía,Almería,Residentes en el Extranjero,2023M10,2023-10-01,143029.0,28369.0
Andalucía,Almería,Residentes en el Extranjero,2023M11,2023-11-01,42819.0,13589.0
Andalucía,Almería,Residentes en el Extranjero,2023M12,2023-12-01,32646.0,12125.0
Andalucía,Almería,Residentes en el Extranjero,2024M01,2024-01-01,32817.0,11580.0
Andalucía,Almería,Residentes en el Extranjero,2024M02,2024-02-01,49288.0,15721.0
Andalucía,Almería,Residentes en el Extranjero,2024M03,2024-03-01,63516.0,18910.0
Andalucía,Almería,Residentes en el Extranjero,2024M04,2024-04-01,68364.0,22167.0
Andalucía,Almería,Residentes en el Extranjero,2024M05,2024-05-01,137445.0,36378.0
Andalucía,Almería,Residentes en el Extranjero,2024M06,2024-06-01,175842.0,36583.0
Andalucía,Almería,Residentes en el Extranjero,2024M07,2024-07-01,185318.0,45070.0
Andalucía,Almería,Residentes en el Extranjero,2024M08,2024-08-01,216966.0,46521.0
Andalucía,Almería,Residentes en el Extranjero,2024M09,2024-09-01,198238.0,43074.0
Andalucía,Almería,Residentes en el Extranjero,2024M10,2024-10-01,139974.0,31183.0
Andalucía,Almería,Residentes en el Extranjero,2024M11,2024-11-01,46974.0,13987.0
Andalucía,Almería,Residentes en el Extranjero,2024M12,2024-12-01,34300.0,13619.0
Andalucía,Almería,Residentes en el Extranjero,2025M01,2025-01-01,33435.0,10742.0
Andalucía,Almería,Residentes en el Extranjero,2025M02,2025-02-01,43370.0,12722.0
Andalucía,Almería,Residentes en el Extranjero,2025M03,2025-03-01,55623.0,15302.0
Andalucía,Almería,Residentes en el Extranjero,2025M04,2025-04-01,109105.0,27097.0
Andalucía,Almería,Residentes en el Extranjero,2025M05,2025-05-01,125763.0,32422.0
Andalucía,Almería,Residentes en el Extranjero,2025M06,2025-06-01,174567.0,36043.0
Andalucía,Almería,Residentes en el Extranjero,2025M07,2025-07-01,192732.0,44268.0
Andalucía,Almería,Residentes en el Extranjero,2025M08,2025-08-01,217357.0,45998.0
Andalucía,Almería,Residentes en el Extranjero,2025M09,2025-09-01,191440.0,42163.0
Andalucía,Almería,Residentes en el Extranjero,2025M10,2025-10-01,134377.0,34028.0
Andalucía,Almería,Residentes en el Extranjero,2025M11,2025-11-01,52324.0,13556.0
Andalucía,Almería,Residentes en el Extranjero,2025M12,2025-12-01,32182.0,11829.0
Andalucía,Almería,Residentes en el Extranjero,2026M01,2026-01-01,32496.0,10993.0
Andalucía,Almería,Residentes en el Extranjero,2026M02,2026-02-01,41089.0,12765.0
Andalucía,Almería,Residentes en el Extranjero,2026M03,2026-03-01,68396.0,17618.0
Andalucía,Cádiz,Residentes en España,2022M01,2022-01-01,89031.0,49164.0
Andalucía,Cádiz,Residentes en España,2022M02,2022-02-01,149028.0,80010.0
Andalucía,Cádiz,Residentes en España,2022M03,2022-03-01,165496.0,85986.0
Andalucía,Cádiz,Residentes en España,2022M04,2022-04-01,374612.0,163824.0
Andalucía,Cádiz,Residentes en España,2022M05,2022-05-01,426243.0,197200.0
Andalucía,Cádiz,Residentes en España,2022M06,2022-06-01,576595.0,232757.0
Andalucía,Cádiz,Residentes en España,2022M07,2022-07-01,882869.0,289088.0
Andalucía,Cádiz,Residentes en España,2022M08,2022-08-01,1029956.0,287126.0
Andalucía,Cádiz,Residentes en España,2022M09,2022-09-01,581782.0,210507.0
Andalucía,Cádiz,Residentes en España,2022M10,2022-10-01,325433.0,139809.0
Andalucía,Cádiz,Residentes en España,2022M11,2022-11-01,178817.0,87654.0
Andalucía,Cádiz,Residentes en España,2022M12,2022-12-01,161185.0,81711.0
Andalucía,Cádiz,Residentes en España,2023M01,2023-01-01,117586.0,64806.0
Andalucía,Cádiz,Residentes en España,2023M02,2023-02-01,176605.0,92992.0
Andalucía,Cádiz,Residentes en España,2023M03,2023-03-01,186396.0,103293.0
Andalucía,Cádiz,Residentes en España,2023M04,2023-04-01,405352.0,188633.0
Andalucía,Cádiz,Residentes en España,2023M05,2023-05-01,393826.0,179120.0
Andalucía,Cádiz,Residentes en España,2023M06,2023-06-01,605478.0,233204.0
Andalucía,Cádiz,Residentes en España,2023M07,2023-07-01,884439.0,291087.0
Andalucía,Cádiz,Residentes en España,2023M08,2023-08-01,1043566.0,301961.0
Andalucía,Cádiz,Residentes en España,2023M09,2023-09-01,574564.0,203287.0
Andalucía,Cádiz,Residentes en España,2023M10,2023-10-01,363983.0,157904.0
Andalucía,Cádiz,Residentes en España,2023M11,2023-11-01,172977.0,88979.0
Andalucía,Cádiz,Residentes en España,2023M12,2023-12-01,188483.0,95172.0
Andalucía,Cádiz,Residentes en España,2024M01,2024-01-01,116148.0,63932.0
Andalucía,Cádiz,Residentes en España,2024M02,2024-02-01,186938.0,93369.0
Andalucía,Cádiz,Residentes en España,2024M03,2024-03-01,290241.0,122697.0
Andalucía,Cádiz,Residentes en España,2024M04,2024-04-01,339341.0,154722.0
Andalucía,Cádiz,Residentes en España,2024M05,2024-05-01,488548.0,216913.0
Andalucía,Cádiz,Residentes en España,2024M06,2024-06-01,618122.0,229042.0
Andalucía,Cádiz,Residentes en España,2024M07,2024-07-01,892500.0,254466.0
Andalucía,Cádiz,Residentes en España,2024M08,2024-08-01,999952.0,275541.0
Andalucía,Cádiz,Residentes en España,2024M09,2024-09-01,576532.0,199561.0
Andalucía,Cádiz,Residentes en España,2024M10,2024-10-01,339552.0,139559.0
Andalucía,Cádiz,Residentes en España,2024M11,2024-11-01,197902.0,92673.0
Andalucía,Cádiz,Residentes en España,2024M12,2024-12-01,170875.0,88202.0
Andalucía,Cádiz,Residentes en España,2025M01,2025-01-01,146569.0,70464.0
Andalucía,Cádiz,Residentes en España,2025M02,2025-02-01,164808.0,87079.0
Andalucía,Cádiz,Residentes en España,2025M03,2025-03-01,204064.0,97945.0
Andalucía,Cádiz,Residentes en España,2025M04,2025-04-01,388410.0,165206.0
Andalucía,Cádiz,Residentes en España,2025M05,2025-05-01,491618.0,202150.0
Andalucía,Cádiz,Residentes en España,2025M06,2025-06-01,641944.0,243945.0
Andalucía,Cádiz,Residentes en España,2025M07,2025-07-01,949021.0,279008.0
Andalucía,Cádiz,Residentes en España,2025M08,2025-08-01,1078753.0,294193.0
Andalucía,Cádiz,Residentes en España,2025M09,2025-09-01,611358.0,203871.0
Andalucía,Cádiz,Residentes en España,2025M10,2025-10-01,366178.0,160796.0
Andalucía,Cádiz,Residentes en España,2025M11,2025-11-01,211342.0,101636.0
Andalucía,Cádiz,Residentes en España,2025M12,2025-12-01,191686.0,96936.0
Andalucía,Cádiz,Residentes en España,2026M01,2026-01-01,149035.0,70367.0
Andalucía,Cádiz,Residentes en España,2026M02,2026-02-01,195484.0,93925.0
Andalucía,Cádiz,Residentes en España,2026M03,2026-03-01,221899.0,109663.0
Andalucía,Cádiz,Residentes en el Extranjero,2022M01,2022-01-01,52697.0,17547.0
Andalucía,Cádiz,Residentes en el Extranjero,2022M02,2022-02-01,83798.0,27531.0
Andalucía,Cádiz,Residentes en el Extranjero,2022M03,2022-03-01,138148.0,39880.0
Andalucía,Cádiz,Residentes en el Extranjero,2022M04,2022-04-01,247336.0,76934.0
Andalucía,Cádiz,Residentes en el Extranjero,2022M05,2022-05-01,311915.0,89603.0
Andalucía,Cádiz,Residentes en el Extranjero,2022M06,2022-06-01,357838.0,93969.0
Andalucía,Cádiz,Residentes en el Extranjero,2022M07,2022-07-01,327764.0,91039.0
Andalucía,Cádiz,Residentes en el Extranjero,2022M08,2022-08-01,313328.0,88755.0
Andalucía,Cádiz,Residentes en el Extranjero,2022M09,2022-09-01,393323.0,105865.0
Andalucía,Cádiz,Residentes en el Extranjero,2022M10,2022-10-01,355206.0,93863.0
Andalucía,Cádiz,Residentes en el Extranjero,2022M11,2022-11-01,106291.0,35834.0
Andalucía,Cádiz,Residentes en el Extranjero,2022M12,2022-12-01,65065.0,26123.0
Andalucía,Cádiz,Residentes en el Extranjero,2023M01,2023-01-01,71329.0,27134.0
Andalucía,Cádiz,Residentes en el Extranjero,2023M02,2023-02-01,109039.0,38051.0
Andalucía,Cádiz,Residentes en el Extranjero,2023M03,2023-03-01,174693.0,53787.0
Andalucía,Cádiz,Residentes en el Extranjero,2023M04,2023-04-01,308645.0,96032.0
Andalucía,Cádiz,Residentes en el Extranjero,2023M05,2023-05-01,347759.0,99971.0
Andalucía,Cádiz,Residentes en el Extranjero,2023M06,2023-06-01,345150.0,91495.0
Andalucía,Cádiz,Residentes en el Extranjero,2023M07,2023-07-01,308572.0,89936.0
Andalucía,Cádiz,Residentes en el Extranjero,2023M08,2023-08-01,314812.0,96741.0
Andalucía,Cádiz,Residentes en el Extranjero,2023M09,2023-09-01,428596.0,111651.0
Andalucía,Cádiz,Residentes en el Extranjero,2023M10,2023-10-01,411630.0,108176.0
Andalucía,Cádiz,Residentes en el Extranjero,2023M11,2023-11-01,125110.0,44550.0
Andalucía,Cádiz,Residentes en el Extranjero,2023M12,2023-12-01,75951.0,31053.0
Andalucía,Cádiz,Residentes en el Extranjero,2024M01,2024-01-01,87467.0,33591.0
Andalucía,Cádiz,Residentes en el Extranjero,2024M02,2024-02-01,128277.0,44854.0
Andalucía,Cádiz,Residentes en el Extranjero,2024M03,2024-03-01,180148.0,59764.0
Andalucía,Cádiz,Residentes en el Extranjero,2024M04,2024-04-01,312818.0,96344.0
Andalucía,Cádiz,Residentes en el Extranjero,2024M05,2024-05-01,404194.0,115618.0
Andalucía,Cádiz,Residentes en el Extranjero,2024M06,2024-06-01,381954.0,95254.0
Andalucía,Cádiz,Residentes en el Extranjero,2024M07,2024-07-01,347322.0,87768.0
Andalucía,Cádiz,Residentes en el Extranjero,2024M08,2024-08-01,331229.0,89695.0
Andalucía,Cádiz,Residentes en el Extranjero,2024M09,2024-09-01,429362.0,111227.0
Andalucía,Cádiz,Residentes en el Extranjero,2024M10,2024-10-01,413858.0,106673.0
Andalucía,Cádiz,Residentes en el Extranjero,2024M11,2024-11-01,143654.0,49048.0
Andalucía,Cádiz,Residentes en el Extranjero,2024M12,2024-12-01,74739.0,32633.0
Andalucía,Cádiz,Residentes en el Extranjero,2025M01,2025-01-01,99272.0,36371.0
Andalucía,Cádiz,Residentes en el Extranjero,2025M02,2025-02-01,124742.0,40609.0
Andalucía,Cádiz,Residentes en el Extranjero,2025M03,2025-03-01,183862.0,57974.0
Andalucía,Cádiz,Residentes en el Extranjero,2025M04,2025-04-01,297601.0,94677.0
Andalucía,Cádiz,Residentes en el Extranjero,2025M05,2025-05-01,392844.0,106621.0
Andalucía,Cádiz,Residentes en el Extranjero,2025M06,2025-06-01,390466.0,102462.0
Andalucía,Cádiz,Residentes en el Extranjero,2025M07,2025-07-01,336211.0,92404.0
Andalucía,Cádiz,Residentes en el Extranjero,2025M08,2025-08-01,317169.0,87216.0
Andalucía,Cádiz,Residentes en el Extranjero,2025M09,2025-09-01,435571.0,107580.0
Andalucía,Cádiz,Residentes en el Extranjero,2025M10,2025-10-01,457373.0,118085.0
Andalucía,Cádiz,Residentes en el Extranjero,2025M11,2025-11-01,161362.0,53566.0
Andalucía,Cádiz,Residentes en el Extranjero,2025M12,2025-12-01,94733.0,39636.0
Andalucía,Cádiz,Residentes en el Extranjero,2026M01,2026-01-01,104562.0,35227.0
Andalucía,Cádiz,Residentes en el Extranjero,2026M02,2026-02-01,113160.0,43656.0
Andalucía,Cádiz,Residentes en el Extranjero,2026M03,2026-03-01,216879.0,63993.0
Andalucía,Córdoba,Residentes en España,2022M01,2022-01-01,69806.0,40303.0
Andalucía,Córdoba,Residentes en España,2022M02,2022-02-01,92965.0,53129.0
Andalucía,Córdoba,Residentes en España,2022M03,2022-03-01,92613.0,54895.0
Andalucía,Córdoba,Residentes en España,2022M04,2022-04-01,118883.0,65504.0
Andalucía,Córdoba,Residentes en España,2022M05,2022-05-01,118656.0,64872.0
Andalucía,Córdoba,Residentes en España,2022M06,2022-06-01,90359.0,53379.0
Andalucía,Córdoba,Residentes en España,2022M07,2022-07-01,85238.0,47748.0
Andalucía,Córdoba,Residentes en España,2022M08,2022-08-01,104822.0,56282.0
Andalucía,Córdoba,Residentes en España,2022M09,2022-09-01,92553.0,57170.0
Andalucía,Córdoba,Residentes en España,2022M10,2022-10-01,109845.0,62365.0
Andalucía,Córdoba,Residentes en España,2022M11,2022-11-01,102956.0,59044.0
Andalucía,Córdoba,Residentes en España,2022M12,2022-12-01,96860.0,53101.0
Andalucía,Córdoba,Residentes en España,2023M01,2023-01-01,84924.0,49377.0
Andalucía,Córdoba,Residentes en España,2023M02,2023-02-01,93128.0,53949.0
Andalucía,Córdoba,Residentes en España,2023M03,2023-03-01,105674.0,60182.0
Andalucía,Córdoba,Residentes en España,2023M04,2023-04-01,123615.0,64885.0
Andalucía,Córdoba,Residentes en España,2023M05,2023-05-01,115670.0,61944.0
Andalucía,Córdoba,Residentes en España,2023M06,2023-06-01,95348.0,54569.0
Andalucía,Córdoba,Residentes en España,2023M07,2023-07-01,84801.0,47207.0
Andalucía,Córdoba,Residentes en España,2023M08,2023-08-01,96808.0,50606.0
Andalucía,Córdoba,Residentes en España,2023M09,2023-09-01,99459.0,58554.0
Andalucía,Córdoba,Residentes en España,2023M10,2023-10-01,110780.0,62362.0
Andalucía,Córdoba,Residentes en España,2023M11,2023-11-01,112221.0,66795.0
Andalucía,Córdoba,Residentes en España,2023M12,2023-12-01,111703.0,61966.0
Andalucía,Córdoba,Residentes en España,2024M01,2024-01-01,81802.0,48877.0
Andalucía,Córdoba,Residentes en España,2024M02,2024-02-01,94995.0,56174.0
Andalucía,Córdoba,Residentes en España,2024M03,2024-03-01,116186.0,62478.0
Andalucía,Córdoba,Residentes en España,2024M04,2024-04-01,102219.0,56864.0
Andalucía,Córdoba,Residentes en España,2024M05,2024-05-01,112640.0,61482.0
Andalucía,Córdoba,Residentes en España,2024M06,2024-06-01,96543.0,55331.0
Andalucía,Córdoba,Residentes en España,2024M07,2024-07-01,74907.0,41117.0
Andalucía,Córdoba,Residentes en España,2024M08,2024-08-01,82069.0,45499.0
Andalucía,Córdoba,Residentes en España,2024M09,2024-09-01,92630.0,55851.0
Andalucía,Córdoba,Residentes en España,2024M10,2024-10-01,101430.0,55430.0
Andalucía,Córdoba,Residentes en España,2024M11,2024-11-01,106673.0,62432.0
Andalucía,Córdoba,Residentes en España,2024M12,2024-12-01,100321.0,54363.0
Andalucía,Córdoba,Residentes en España,2025M01,2025-01-01,90046.0,52793.0
Andalucía,Córdoba,Residentes en España,2025M02,2025-02-01,92080.0,54416.0
Andalucía,Córdoba,Residentes en España,2025M03,2025-03-01,106797.0,59604.0
Andalucía,Córdoba,Residentes en España,2025M04,2025-04-01,107355.0,59171.0
Andalucía,Córdoba,Residentes en España,2025M05,2025-05-01,119481.0,62399.0
Andalucía,Córdoba,Residentes en España,2025M06,2025-06-01,93208.0,55263.0
Andalucía,Córdoba,Residentes en España,2025M07,2025-07-01,79200.0,48246.0
Andalucía,Córdoba,Residentes en España,2025M08,2025-08-01,96040.0,52016.0
Andalucía,Córdoba,Residentes en España,2025M09,2025-09-01,87555.0,50856.0
Andalucía,Córdoba,Residentes en España,2025M10,2025-10-01,100091.0,59423.0
Andalucía,Córdoba,Residentes en España,2025M11,2025-11-01,104570.0,60803.0
Andalucía,Córdoba,Residentes en España,2025M12,2025-12-01,106324.0,61547.0
Andalucía,Córdoba,Residentes en España,2026M01,2026-01-01,76845.0,44808.0
Andalucía,Córdoba,Residentes en España,2026M02,2026-02-01,71224.0,44027.0
Andalucía,Córdoba,Residentes en España,2026M03,2026-03-01,107597.0,61278.0
Andalucía,Córdoba,Residentes en el Extranjero,2022M01,2022-01-01,24437.0,13587.0
Andalucía,Córdoba,Residentes en el Extranjero,2022M02,2022-02-01,30356.0,17414.0
Andalucía,Córdoba,Residentes en el Extranjero,2022M03,2022-03-01,45883.0,26537.0
Andalucía,Córdoba,Residentes en el Extranjero,2022M04,2022-04-01,63500.0,39625.0
Andalucía,Córdoba,Residentes en el Extranjero,2022M05,2022-05-01,72528.0,43781.0
Andalucía,Córdoba,Residentes en el Extranjero,2022M06,2022-06-01,53128.0,32670.0
Andalucía,Córdoba,Residentes en el Extranjero,2022M07,2022-07-01,41985.0,24964.0
Andalucía,Córdoba,Residentes en el Extranjero,2022M08,2022-08-01,53453.0,31168.0
Andalucía,Córdoba,Residentes en el Extranjero,2022M09,2022-09-01,68959.0,41354.0
Andalucía,Córdoba,Residentes en el Extranjero,2022M10,2022-10-01,73457.0,44698.0
Andalucía,Córdoba,Residentes en el Extranjero,2022M11,2022-11-01,43602.0,26774.0
Andalucía,Córdoba,Residentes en el Extranjero,2022M12,2022-12-01,37737.0,
Andalucía,Córdoba,Residentes en el Extranjero,2023M01,2023-01-01,32587.0,19472.0
Andalucía,Córdoba,Residentes en el Extranjero,2023M02,2023-02-01,40716.0,24024.0
Andalucía,Córdoba,Residentes en el Extranjero,2023M03,2023-03-01,54614.0,32640.0
Andalucía,Córdoba,Residentes en el Extranjero,2023M04,2023-04-01,71455.0,44580.0
Andalucía,Córdoba,Residentes en el Extranjero,2023M05,2023-05-01,80342.0,48440.0
Andalucía,Córdoba,Residentes en el Extranjero,2023M06,2023-06-01,55798.0,35887.0
Andalucía,Córdoba,Residentes en el Extranjero,2023M07,2023-07-01,52598.0,30502.0
Andalucía,Córdoba,Residentes en el Extranjero,2023M08,2023-08-01,61784.0,37564.0
Andalucía,Córdoba,Residentes en el Extranjero,2023M09,2023-09-01,74346.0,47924.0
Andalucía,Córdoba,Residentes en el Extranjero,2023M10,2023-10-01,87646.0,55299.0
Andalucía,Córdoba,Residentes en el Extranjero,2023M11,2023-11-01,52315.0,31450.0
Andalucía,Córdoba,Residentes en el Extranjero,2023M12,2023-12-01,43517.0,26169.0
Andalucía,Córdoba,Residentes en el Extranjero,2024M01,2024-01-01,41768.0,25661.0
Andalucía,Córdoba,Residentes en el Extranjero,2024M02,2024-02-01,55548.0,32417.0
Andalucía,Córdoba,Residentes en el Extranjero,2024M03,2024-03-01,71537.0,44109.0
Andalucía,Córdoba,Residentes en el Extranjero,2024M04,2024-04-01,91213.0,55409.0
Andalucía,Córdoba,Residentes en el Extranjero,2024M05,2024-05-01,98743.0,59926.0
Andalucía,Córdoba,Residentes en el Extranjero,2024M06,2024-06-01,66657.0,41729.0
Andalucía,Córdoba,Residentes en el Extranjero,2024M07,2024-07-01,54512.0,31409.0
Andalucía,Córdoba,Residentes en el Extranjero,2024M08,2024-08-01,64452.0,38036.0
Andalucía,Córdoba,Residentes en el Extranjero,2024M09,2024-09-01,86964.0,52655.0
Andalucía,Córdoba,Residentes en el Extranjero,2024M10,2024-10-01,101277.0,55978.0
Andalucía,Córdoba,Residentes en el Extranjero,2024M11,2024-11-01,58882.0,35604.0
Andalucía,Córdoba,Residentes en el Extranjero,2024M12,2024-12-01,45820.0,26434.0
Andalucía,Córdoba,Residentes en el Extranjero,2025M01,2025-01-01,42031.0,25287.0
Andalucía,Córdoba,Residentes en el Extranjero,2025M02,2025-02-01,45050.0,26956.0
Andalucía,Córdoba,Residentes en el Extranjero,2025M03,2025-03-01,66273.0,40345.0
Andalucía,Córdoba,Residentes en el Extranjero,2025M04,2025-04-01,98345.0,62531.0
Andalucía,Córdoba,Residentes en el Extranjero,2025M05,2025-05-01,93285.0,56400.0
Andalucía,Córdoba,Residentes en el Extranjero,2025M06,2025-06-01,68603.0,41791.0
Andalucía,Córdoba,Residentes en el Extranjero,2025M07,2025-07-01,53977.0,32524.0
Andalucía,Córdoba,Residentes en el Extranjero,2025M08,2025-08-01,60395.0,34670.0
Andalucía,Córdoba,Residentes en el Extranjero,2025M09,2025-09-01,76675.0,44562.0
Andalucía,Córdoba,Residentes en el Extranjero,2025M10,2025-10-01,92956.0,57351.0
Andalucía,Córdoba,Residentes en el Extranjero,2025M11,2025-11-01,59884.0,37292.0
Andalucía,Córdoba,Residentes en el Extranjero,2025M12,2025-12-01,48783.0,30183.0
Andalucía,Córdoba,Residentes en el Extranjero,2026M01,2026-01-01,44814.0,26192.0
Andalucía,Córdoba,Residentes en el Extranjero,2026M02,2026-02-01,47207.0,27924.0
Andalucía,Córdoba,Residentes en el Extranjero,2026M03,2026-03-01,69234.0,41507.0
Andalucía,Granada,Residentes en España,2022M01,2022-01-01,195488.0,110796.0
Andalucía,Granada,Residentes en España,2022M02,2022-02-01,255860.0,145351.0
Andalucía,Granada,Residentes en España,2022M03,2022-03-01,232877.0,129162.0
Andalucía,Granada,Residentes en España,2022M04,2022-04-01,311836.0,159647.0
Andalucía,Granada,Residentes en España,2022M05,2022-05-01,245474.0,130377.0
Andalucía,Granada,Residentes en España,2022M06,2022-06-01,273633.0,141675.0
Andalucía,Granada,Residentes en España,2022M07,2022-07-01,320575.0,137410.0
Andalucía,Granada,Residentes en España,2022M08,2022-08-01,405681.0,167963.0
Andalucía,Granada,Residentes en España,2022M09,2022-09-01,291100.0,142538.0
Andalucía,Granada,Residentes en España,2022M10,2022-10-01,272581.0,139347.0
Andalucía,Granada,Residentes en España,2022M11,2022-11-01,203413.0,108565.0
Andalucía,Granada,Residentes en España,2022M12,2022-12-01,246462.0,133853.0
Andalucía,Granada,Residentes en España,2023M01,2023-01-01,237003.0,130644.0
Andalucía,Granada,Residentes en España,2023M02,2023-02-01,260851.0,142755.0
Andalucía,Granada,Residentes en España,2023M03,2023-03-01,261402.0,143788.0
Andalucía,Granada,Residentes en España,2023M04,2023-04-01,275707.0,139121.0
Andalucía,Granada,Residentes en España,2023M05,2023-05-01,218023.0,113844.0
Andalucía,Granada,Residentes en España,2023M06,2023-06-01,254351.0,129727.0
Andalucía,Granada,Residentes en España,2023M07,2023-07-01,301723.0,133209.0
Andalucía,Granada,Residentes en España,2023M08,2023-08-01,376466.0,158953.0
Andalucía,Granada,Residentes en España,2023M09,2023-09-01,288425.0,143508.0
