Comunidades y Ciudades Autónomas,Provincias,Periodo,Estancia media,Provincia limpia,Periodo fecha
Castilla - La Mancha,Ciudad Real,2023M11,1.76,Ciudad Real,2023-11-01
Castilla - La Mancha,Ciudad Real,2023M10,1.75,Ciudad Real,2023-10-01
Castilla - La Mancha,Ciudad Real,2023M09,1.68,Ciudad Real,2023-09-01
Castilla - La Mancha,Ciudad Real,2023M08,1.65,Ciudad Real,2023-08-01
Castilla - La Mancha,Ciudad Real,2023M07,1.61,Ciudad Real,2023-07-01
Castilla - La Mancha,Ciudad Real,2023M06,1.57,Ciudad Real,2023-06-01
Castilla - La Mancha,Ciudad Real,2023M05,1.77,Ciudad Real,2023-05-01
Castilla - La Mancha,Ciudad Real,2023M04,1.75,Ciudad Real,2023-04-01
Castilla - La Mancha,Ciudad Real,2023M03,1.61,Ciudad Real,2023-03-01
Castilla - La Mancha,Ciudad Real,2023M02,1.58,Ciudad Real,2023-02-01
Castilla - La Mancha,Ciudad Real,2023M01,1.7,Ciudad Real,2023-01-01
Castilla - La Mancha,Ciudad Real,2022M12,1.58,Ciudad Real,2022-12-01
Castilla - La Mancha,Ciudad Real,2022M11,1.75,Ciudad Real,2022-11-01
Castilla - La Mancha,Ciudad Real,2022M10,1.76,Ciudad Real,2022-10-01
Castilla - La Mancha,Ciudad Real,2022M09,1.73,Ciudad Real,2022-09-01
Castilla - La Mancha,Ciudad Real,2022M08,1.7,Ciudad Real,2022-08-01
Castilla - La Mancha,Ciudad Real,2022M07,1.65,Ciudad Real,2022-07-01
Castilla - La Mancha,Ciudad Real,2022M06,1.68,Ciudad Real,2022-06-01
Castilla - La Mancha,Ciudad Real,2022M05,1.76,Ciudad Real,2022-05-01
Castilla - La Mancha,Ciudad Real,2022M04,1.71,Ciudad Real,2022-04-01
Castilla - La Mancha,Ciudad Real,2022M03,1.62,Ciudad Real,2022-03-01
Castilla - La Mancha,Ciudad Real,2022M02,1.68,Ciudad Real,2022-02-01
Castilla - La Mancha,Ciudad Real,2022M01,1.66,Ciudad Real,2022-01-01
Castilla - La Mancha,Cuenca,2026M03,1.69,Cuenca,2026-03-01
Castilla - La Mancha,Cuenca,2026M02,1.78,Cuenca,2026-02-01
Castilla - La Mancha,Cuenca,2026M01,1.86,Cuenca,2026-01-01
Castilla - La Mancha,Cuenca,2025M12,1.75,Cuenca,2025-12-01
Castilla - La Mancha,Cuenca,2025M11,1.77,Cuenca,2025-11-01
Castilla - La Mancha,Cuenca,2025M10,1.71,Cuenca,2025-10-01
Castilla - La Mancha,Cuenca,2025M09,1.77,Cuenca,2025-09-01
Castilla - La Mancha,Cuenca,2025M08,1.77,Cuenca,2025-08-01
Castilla - La Mancha,Cuenca,2025M07,1.71,Cuenca,2025-07-01
Castilla - La Mancha,Cuenca,2025M06,1.69,Cuenca,2025-06-01
Castilla - La Mancha,Cuenca,2025M05,1.77,Cuenca,2025-05-01
Castilla - La Mancha,Cuenca,2025M04,1.83,Cuenca,2025-04-01
Castilla - La Mancha,Cuenca,2025M03,1.74,Cuenca,2025-03-01
Castilla - La Mancha,Cuenca,2025M02,1.86,Cuenca,2025-02-01
Castilla - La Mancha,Cuenca,2025M01,1.75,Cuenca,2025-01-01
Castilla - La Mancha,Cuenca,2024M12,1.79,Cuenca,2024-12-01
Castilla - La Mancha,Cuenca,2024M11,1.74,Cuenca,2024-11-01
Castilla - La Mancha,Cuenca,2024M10,1.73,Cuenca,2024-10-01
Castilla - La Mancha,Cuenca,2024M09,1.75,Cuenca,2024-09-01
Castilla - La Mancha,Cuenca,2024M08,1.82,Cuenca,2024-08-01
Castilla - La Mancha,Cuenca,2024M07,1.74,Cuenca,2024-07-01
Castilla - La Mancha,Cuenca,2024M06,1.76,Cuenca,2024-06-01
Castilla - La Mancha,Cuenca,2024M05,1.76,Cuenca,2024-05-01
Castilla - La Mancha,Cuenca,2024M04,1.71,Cuenca,2024-04-01
Castilla - La Mancha,Cuenca,2024M03,1.85,Cuenca,2024-03-01
Castilla - La Mancha,Cuenca,2024M02,1.82,Cuenca,2024-02-01
Castilla - La Mancha,Cuenca,2024M01,1.95,Cuenca,2024-01-01
Castilla - La Mancha,Cuenca,2023M12,1.79,Cuenca,2023-12-01
Castilla - La Mancha,Cuenca,2023M11,1.8,Cuenca,2023-11-01
Castilla - La Mancha,Cuenca,2023M10,1.8,Cuenca,2023-10-01
Castilla - La Mancha,Cuenca,2023M09,1.77,Cuenca,2023-09-01
Castilla - La Mancha,Cuenca,2023M08,1.82,Cuenca,2023-08-01
Castilla - La Mancha,Cuenca,2023M07,1.74,Cuenca,2023-07-01
Castilla - La Mancha,Cuenca,2023M06,1.77,Cuenca,2023-06-01
Castilla - La Mancha,Cuenca,2023M05,1.73,Cuenca,2023-05-01
Castilla - La Mancha,Cuenca,2023M04,1.86,Cuenca,2023-04-01
Castilla - La Mancha,Cuenca,2023M03,1.92,Cuenca,2023-03-01
Castilla - La Mancha,Cuenca,2023M02,1.86,Cuenca,2023-02-01
Castilla - La Mancha,Cuenca,2023M01,1.85,Cuenca,2023-01-01
Castilla - La Mancha,Cuenca,2022M12,1.73,Cuenca,2022-12-01
Castilla - La Mancha,Cuenca,2022M11,1.74,Cuenca,2022-11-01
Castilla - La Mancha,Cuenca,2022M10,1.81,Cuenca,2022-10-01
Castilla - La Mancha,Cuenca,2022M09,1.83,Cuenca,2022-09-01
Castilla - La Mancha,Cuenca,2022M08,1.77,Cuenca,2022-08-01
Castilla - La Mancha,Cuenca,2022M07,1.8,Cuenca,2022-07-01
Castilla - La Mancha,Cuenca,2022M06,1.82,Cuenca,2022-06-01
Castilla - La Mancha,Cuenca,2022M05,1.88,Cuenca,2022-05-01
Castilla - La Mancha,Cuenca,2022M04,1.89,Cuenca,2022-04-01
Castilla - La Mancha,Cuenca,2022M03,1.94,Cuenca,2022-03-01
Castilla - La Mancha,Cuenca,2022M02,1.89,Cuenca,2022-02-01
Castilla - La Mancha,Cuenca,2022M01,1.95,Cuenca,2022-01-01
Castilla - La Mancha,Guadalajara,2026M03,1.75,Guadalajara,2026-03-01
Castilla - La Mancha,Guadalajara,2026M02,1.65,Guadalajara,2026-02-01
Castilla - La Mancha,Guadalajara,2026M01,1.75,Guadalajara,2026-01-01
Castilla - La Mancha,Guadalajara,2025M12,1.81,Guadalajara,2025-12-01
Castilla - La Mancha,Guadalajara,2025M11,1.8,Guadalajara,2025-11-01
Castilla - La Mancha,Guadalajara,2025M10,1.74,Guadalajara,2025-10-01
Castilla - La Mancha,Guadalajara,2025M09,1.78,Guadalajara,2025-09-01
Castilla - La Mancha,Guadalajara,2025M08,1.93,Guadalajara,2025-08-01
Castilla - La Mancha,Guadalajara,2025M07,1.84,Guadalajara,2025-07-01
Castilla - La Mancha,Guadalajara,2025M06,1.81,Guadalajara,2025-06-01
Castilla - La Mancha,Guadalajara,2025M05,1.77,Guadalajara,2025-05-01
Castilla - La Mancha,Guadalajara,2025M04,1.92,Guadalajara,2025-04-01
Castilla - La Mancha,Guadalajara,2025M03,1.77,Guadalajara,2025-03-01
Castilla - La Mancha,Guadalajara,2025M02,1.73,Guadalajara,2025-02-01
Castilla - La Mancha,Guadalajara,2025M01,1.92,Guadalajara,2025-01-01
Castilla - La Mancha,Guadalajara,2024M12,1.78,Guadalajara,2024-12-01
Castilla - La Mancha,Guadalajara,2024M11,1.82,Guadalajara,2024-11-01
Castilla - La Mancha,Guadalajara,2024M10,1.78,Guadalajara,2024-10-01
Castilla - La Mancha,Guadalajara,2024M09,1.75,Guadalajara,2024-09-01
Castilla - La Mancha,Guadalajara,2024M08,1.83,Guadalajara,2024-08-01
Castilla - La Mancha,Guadalajara,2024M07,1.72,Guadalajara,2024-07-01
Castilla - La Mancha,Guadalajara,2024M06,1.72,Guadalajara,2024-06-01
Castilla - La Mancha,Guadalajara,2024M05,1.71,Guadalajara,2024-05-01
Castilla - La Mancha,Guadalajara,2024M04,1.71,Guadalajara,2024-04-01
Castilla - La Mancha,Guadalajara,2024M03,1.76,Guadalajara,2024-03-01
Castilla - La Mancha,Guadalajara,2024M02,1.81,Guadalajara,2024-02-01
Castilla - La Mancha,Guadalajara,2024M01,1.75,Guadalajara,2024-01-01
Castilla - La Mancha,Guadalajara,2023M12,1.93,Guadalajara,2023-12-01
Castilla - La Mancha,Guadalajara,2023M11,1.81,Guadalajara,2023-11-01
Castilla - La Mancha,Guadalajara,2023M10,1.75,Guadalajara,2023-10-01
Castilla - La Mancha,Guadalajara,2023M09,1.71,Guadalajara,2023-09-01
Castilla - La Mancha,Guadalajara,2023M08,1.9,Guadalajara,2023-08-01
Castilla - La Mancha,Guadalajara,2023M07,1.77,Guadalajara,2023-07-01
Castilla - La Mancha,Guadalajara,2023M06,1.76,Guadalajara,2023-06-01
Castilla - La Mancha,Guadalajara,2023M05,1.81,Guadalajara,2023-05-01
Castilla - La Mancha,Guadalajara,2023M04,1.79,Guadalajara,2023-04-01
Castilla - La Mancha,Guadalajara,2023M03,1.97,Guadalajara,2023-03-01
Castilla - La Mancha,Guadalajara,2023M02,1.99,Guadalajara,2023-02-01
Castilla - La Mancha,Guadalajara,2023M01,2.0,Guadalajara,2023-01-01
Castilla - La Mancha,Guadalajara,2022M12,2.0,Guadalajara,2022-12-01
Castilla - La Mancha,Guadalajara,2022M11,1.65,Guadalajara,2022-11-01
Castilla - La Mancha,Guadalajara,2022M10,1.82,Guadalajara,2022-10-01
Castilla - La Mancha,Guadalajara,2022M09,1.82,Guadalajara,2022-09-01
Castilla - La Mancha,Guadalajara,2022M08,1.86,Guadalajara,2022-08-01
Castilla - La Mancha,Guadalajara,2022M07,1.77,Guadalajara,2022-07-01
Castilla - La Mancha,Guadalajara,2022M06,1.92,Guadalajara,2022-06-01
Castilla - La Mancha,Guadalajara,2022M05,1.84,Guadalajara,2022-05-01
Castilla - La Mancha,Guadalajara,2022M04,1.85,Guadalajara,2022-04-01
Castilla - La Mancha,Guadalajara,2022M03,1.79,Guadalajara,2022-03-01
Castilla - La Mancha,Guadalajara,2022M02,1.72,Guadalajara,2022-02-01
Castilla - La Mancha,Guadalajara,2022M01,1.62,Guadalajara,2022-01-01
Castilla - La Mancha,Toledo,2026M03,1.72,Toledo,2026-03-01
Castilla - La Mancha,Toledo,2026M02,1.67,Toledo,2026-02-01
Castilla - La Mancha,Toledo,2026M01,1.71,Toledo,2026-01-01
Castilla - La Mancha,Toledo,2025M12,1.69,Toledo,2025-12-01
Castilla - La Mancha,Toledo,2025M11,1.69,Toledo,2025-11-01
Castilla - La Mancha,Toledo,2025M10,1.66,Toledo,2025-10-01
Castilla - La Mancha,Toledo,2025M09,1.71,Toledo,2025-09-01
Castilla - La Mancha,Toledo,2025M08,1.7,Toledo,2025-08-01
Castilla - La Mancha,Toledo,2025M07,1.65,Toledo,2025-07-01
Castilla - La Mancha,Toledo,2025M06,1.66,Toledo,2025-06-01
Castilla - La Mancha,Toledo,2025M05,1.68,Toledo,2025-05-01
Castilla - La Mancha,Toledo,2025M04,1.67,Toledo,2025-04-01
Castilla - La Mancha,Toledo,2025M03,1.61,Toledo,2025-03-01
Castilla - La Mancha,Toledo,2025M02,1.61,Toledo,2025-02-01
Castilla - La Mancha,Toledo,2025M01,1.62,Toledo,2025-01-01
Castilla - La Mancha,Toledo,2024M12,1.65,Toledo,2024-12-01
Castilla - La Mancha,Toledo,2024M11,1.65,Toledo,2024-11-01
Castilla - La Mancha,Toledo,2024M10,1.59,Toledo,2024-10-01
Castilla - La Mancha,Toledo,2024M09,1.58,Toledo,2024-09-01
Castilla - La Mancha,Toledo,2024M08,1.59,Toledo,2024-08-01
Castilla - La Mancha,Toledo,2024M07,1.58,Toledo,2024-07-01
Castilla - La Mancha,Toledo,2024M06,1.56,Toledo,2024-06-01
Castilla - La Mancha,Toledo,2024M05,1.58,Toledo,2024-05-01
Castilla - La Mancha,Toledo,2024M04,1.6,Toledo,2024-04-01
Castilla - La Mancha,Toledo,2024M03,1.66,Toledo,2024-03-01
Castilla - La Mancha,Toledo,2024M02,1.69,Toledo,2024-02-01
Castilla - La Mancha,Toledo,2024M01,1.71,Toledo,2024-01-01
Castilla - La Mancha,Toledo,2023M12,1.64,Toledo,2023-12-01
Castilla - La Mancha,Toledo,2023M11,1.7,Toledo,2023-11-01
Castilla - La Mancha,Toledo,2023M10,1.6,Toledo,2023-10-01
Castilla - La Mancha,Toledo,2023M09,1.59,Toledo,2023-09-01
Castilla - La Mancha,Toledo,2023M08,1.64,Toledo,2023-08-01
Castilla - La Mancha,Toledo,2023M07,1.58,Toledo,2023-07-01
Castilla - La Mancha,Toledo,2023M06,1.6,Toledo,2023-06-01
Castilla - La Mancha,Toledo,2023M05,1.7,Toledo,2023-05-01
Castilla - La Mancha,Toledo,2023M04,1.7,Toledo,2023-04-01
Castilla - La Mancha,Toledo,2023M03,1.72,Toledo,2023-03-01
Castilla - La Mancha,Toledo,2023M02,1.66,Toledo,2023-02-01
Castilla - La Mancha,Toledo,2023M01,1.66,Toledo,2023-01-01
Castilla - La Mancha,Toledo,2022M12,1.67,Toledo,2022-12-01
Castilla - La Mancha,Toledo,2022M11,1.67,Toledo,2022-11-01
Castilla - La Mancha,Toledo,2022M10,1.69,Toledo,2022-10-01
Castilla - La Mancha,Toledo,2022M09,1.66,Toledo,2022-09-01
Castilla - La Mancha,Toledo,2022M08,1.65,Toledo,2022-08-01
Castilla - La Mancha,Toledo,2022M07,1.57,Toledo,2022-07-01
Castilla - La Mancha,Toledo,2022M06,1.61,Toledo,2022-06-01
Castilla - La Mancha,Toledo,2022M05,1.66,Toledo,2022-05-01
Castilla - La Mancha,Toledo,2022M04,1.71,Toledo,2022-04-01
Castilla - La Mancha,Toledo,2022M03,1.72,Toledo,2022-03-01
Castilla - La Mancha,Toledo,2022M02,1.65,Toledo,2022-02-01
Castilla - La Mancha,Toledo,2022M01,1.64,Toledo,2022-01-01
Cataluña,,2026M03,2.24,Total comunidad autónoma,2026-03-01
Cataluña,,2026M02,2.2,Total comunidad autónoma,2026-02-01
Cataluña,,2026M01,2.21,Total comunidad autónoma,2026-01-01
Cataluña,,2025M12,2.1,Total comunidad autónoma,2025-12-01
Cataluña,,2025M11,2.13,Total comunidad autónoma,2025-11-01
Cataluña,,2025M10,2.59,Total comunidad autónoma,2025-10-01
Cataluña,,2025M09,2.97,Total comunidad autónoma,2025-09-01
Cataluña,,2025M08,3.24,Total comunidad autónoma,2025-08-01
Cataluña,,2025M07,3.14,Total comunidad autónoma,2025-07-01
Cataluña,,2025M06,2.81,Total comunidad autónoma,2025-06-01
Cataluña,,2025M05,2.66,Total comunidad autónoma,2025-05-01
Cataluña,,2025M04,2.53,Total comunidad autónoma,2025-04-01
Cataluña,,2025M03,2.32,Total comunidad autónoma,2025-03-01
Cataluña,,2025M02,2.2,Total comunidad autónoma,2025-02-01
Cataluña,,2025M01,2.23,Total comunidad autónoma,2025-01-01
Cataluña,,2024M12,2.13,Total comunidad autónoma,2024-12-01
Cataluña,,2024M11,2.18,Total comunidad autónoma,2024-11-01
Cataluña,,2024M10,2.7,Total comunidad autónoma,2024-10-01
Cataluña,,2024M09,3.09,Total comunidad autónoma,2024-09-01
Cataluña,,2024M08,3.36,Total comunidad autónoma,2024-08-01
Cataluña,,2024M07,3.24,Total comunidad autónoma,2024-07-01
Cataluña,,2024M06,2.98,Total comunidad autónoma,2024-06-01
Cataluña,,2024M05,2.8,Total comunidad autónoma,2024-05-01
Cataluña,,2024M04,2.6,Total comunidad autónoma,2024-04-01
Cataluña,,2024M03,2.41,Total comunidad autónoma,2024-03-01
Cataluña,,2024M02,2.37,Total comunidad autónoma,2024-02-01
Cataluña,,2024M01,2.28,Total comunidad autónoma,2024-01-01
Cataluña,,2023M12,2.18,Total comunidad autónoma,2023-12-01
Cataluña,,2023M11,2.23,Total comunidad autónoma,2023-11-01
Cataluña,,2023M10,2.68,Total comunidad autónoma,2023-10-01
Cataluña,,2023M09,3.0,Total comunidad autónoma,2023-09-01
Cataluña,,2023M08,3.4,Total comunidad autónoma,2023-08-01
Cataluña,,2023M07,3.16,Total comunidad autónoma,2023-07-01
Cataluña,,2023M06,2.79,Total comunidad autónoma,2023-06-01
Cataluña,,2023M05,2.69,Total comunidad autónoma,2023-05-01
Cataluña,,2023M04,2.58,Total comunidad autónoma,2023-04-01
Cataluña,,2023M03,2.41,Total comunidad autónoma,2023-03-01
Cataluña,,2023M02,2.44,Total comunidad autónoma,2023-02-01
Cataluña,,2023M01,2.32,Total comunidad autónoma,2023-01-01
Cataluña,,2022M12,2.23,Total comunidad autónoma,2022-12-01
Cataluña,,2022M11,2.3,Total comunidad autónoma,2022-11-01
Cataluña,,2022M10,2.56,Total comunidad autónoma,2022-10-01
Cataluña,,2022M09,2.93,Total comunidad autónoma,2022-09-01
Cataluña,,2022M08,3.48,Total comunidad autónoma,2022-08-01
Cataluña,,2022M07,3.2,Total comunidad autónoma,2022-07-01
Cataluña,,2022M06,2.82,Total comunidad autónoma,2022-06-01
Cataluña,,2022M05,2.67,Total comunidad autónoma,2022-05-01
Cataluña,,2022M04,2.58,Total comunidad autónoma,2022-04-01
Cataluña,,2022M03,2.45,Total comunidad autónoma,2022-03-01
Cataluña,,2022M02,2.28,Total comunidad autónoma,2022-02-01
Cataluña,,2022M01,2.25,Total comunidad autónoma,2022-01-01
Cataluña,Barcelona,2026M03,2.3,Barcelona,2026-03-01
Cataluña,Barcelona,2026M02,2.23,Barcelona,2026-02-01
Cataluña,Barcelona,2026M01,2.28,Barcelona,2026-01-01
Cataluña,Barcelona,2025M12,2.2,Barcelona,2025-12-01
Cataluña,Barcelona,2025M11,2.22,Barcelona,2025-11-01
Cataluña,Barcelona,2025M10,2.41,Barcelona,2025-10-01
Cataluña,Barcelona,2025M09,2.65,Barcelona,2025-09-01
Cataluña,Barcelona,2025M08,2.86,Barcelona,2025-08-01
Cataluña,Barcelona,2025M07,2.76,Barcelona,2025-07-01
Cataluña,Barcelona,2025M06,2.58,Barcelona,2025-06-01
Cataluña,Barcelona,2025M05,2.51,Barcelona,2025-05-01
Cataluña,Barcelona,2025M04,2.47,Barcelona,2025-04-01
Cataluña,Barcelona,2025M03,2.36,Barcelona,2025-03-01
Cataluña,Barcelona,2025M02,2.27,Barcelona,2025-02-01
Cataluña,Barcelona,2025M01,2.31,Barcelona,2025-01-01
Cataluña,Barcelona,2024M12,2.29,Barcelona,2024-12-01
Cataluña,Barcelona,2024M11,2.3,Barcelona,2024-11-01
Cataluña,Barcelona,2024M10,2.57,Barcelona,2024-10-01
Cataluña,Barcelona,2024M09,2.79,Barcelona,2024-09-01
Cataluña,Barcelona,2024M08,3.03,Barcelona,2024-08-01
Cataluña,Barcelona,2024M07,2.9,Barcelona,2024-07-01
Cataluña,Barcelona,2024M06,2.72,Barcelona,2024-06-01
Cataluña,Barcelona,2024M05,2.64,Barcelona,2024-05-01
Cataluña,Barcelona,2024M04,2.54,Barcelona,2024-04-01
Cataluña,Barcelona,2024M03,2.47,Barcelona,2024-03-01
Cataluña,Barcelona,2024M02,2.48,Barcelona,2024-02-01
Cataluña,Barcelona,2024M01,2.39,Barcelona,2024-01-01
Cataluña,Barcelona,2023M12,2.3,Barcelona,2023-12-01
Cataluña,Barcelona,2023M11,2.33,Barcelona,2023-11-01
Cataluña,Barcelona,2023M10,2.59,Barcelona,2023-10-01
Cataluña,Barcelona,2023M09,2.75,Barcelona,2023-09-01
Cataluña,Barcelona,2023M08,3.07,Barcelona,2023-08-01
Cataluña,Barcelona,2023M07,2.86,Barcelona,2023-07-01
Cataluña,Barcelona,2023M06,2.61,Barcelona,2023-06-01
Cataluña,Barcelona,2023M05,2.55,Barcelona,2023-05-01
Cataluña,Barcelona,2023M04,2.61,Barcelona,2023-04-01
Cataluña,Barcelona,2023M03,2.46,Barcelona,2023-03-01
Cataluña,Barcelona,2023M02,2.54,Barcelona,2023-02-01
Cataluña,Barcelona,2023M01,2.41,Barcelona,2023-01-01
Cataluña,Barcelona,2022M12,2.37,Barcelona,2022-12-01
Cataluña,Barcelona,2022M11,2.42,Barcelona,2022-11-01
Cataluña,Barcelona,2022M10,2.53,Barcelona,2022-10-01
Cataluña,Barcelona,2022M09,2.7,Barcelona,2022-09-01
Cataluña,Barcelona,2022M08,3.14,Barcelona,2022-08-01
Cataluña,Barcelona,2022M07,2.92,Barcelona,2022-07-01
Cataluña,Barcelona,2022M06,2.81,Barcelona,2022-06-01
Cataluña,Barcelona,2022M05,2.7,Barcelona,2022-05-01
Cataluña,Barcelona,2022M04,2.65,Barcelona,2022-04-01
Cataluña,Barcelona,2022M03,2.56,Barcelona,2022-03-01
Cataluña,Barcelona,2022M02,2.4,Barcelona,2022-02-01
Cataluña,Barcelona,2022M01,2.38,Barcelona,2022-01-01
Cataluña,Girona,2026M03,2.07,Girona,2026-03-01
Cataluña,Girona,2026M02,2.03,Girona,2026-02-01
Cataluña,Girona,2026M01,1.82,Girona,2026-01-01
Cataluña,Girona,2025M12,1.74,Girona,2025-12-01
Cataluña,Girona,2025M11,1.84,Girona,2025-11-01
Cataluña,Girona,2025M10,2.85,Girona,2025-10-01
Cataluña,Girona,2025M09,3.25,Girona,2025-09-01
Cataluña,Girona,2025M08,3.55,Girona,2025-08-01
Cataluña,Girona,2025M07,3.52,Girona,2025-07-01
Cataluña,Girona,2025M06,2.95,Girona,2025-06-01
Cataluña,Girona,2025M05,2.78,Girona,2025-05-01
Cataluña,Girona,2025M04,2.63,Girona,2025-04-01
Cataluña,Girona,2025M03,2.16,Girona,2025-03-01
Cataluña,Girona,2025M02,1.87,Girona,2025-02-01
Cataluña,Girona,2025M01,1.82,Girona,2025-01-01
Cataluña,Girona,2024M12,1.66,Girona,2024-12-01
Cataluña,Girona,2024M11,1.8,Girona,2024-11-01
Cataluña,Girona,2024M10,2.87,Girona,2024-10-01
Cataluña,Girona,2024M09,3.35,Girona,2024-09-01
Cataluña,Girona,2024M08,3.66,Girona,2024-08-01
Cataluña,Girona,2024M07,3.71,Girona,2024-07-01
Cataluña,Girona,2024M06,3.03,Girona,2024-06-01
Cataluña,Girona,2024M05,2.77,Girona,2024-05-01
Cataluña,Girona,2024M04,2.7,Girona,2024-04-01
Cataluña,Girona,2024M03,2.28,Girona,2024-03-01
Cataluña,Girona,2024M02,1.88,Girona,2024-02-01
Cataluña,Girona,2024M01,1.69,Girona,2024-01-01
Cataluña,Girona,2023M12,1.92,Girona,2023-12-01
Cataluña,Girona,2023M11,2.03,Girona,2023-11-01
Cataluña,Girona,2023M10,2.79,Girona,2023-10-01
Cataluña,Girona,2023M09,3.19,Girona,2023-09-01
Cataluña,Girona,2023M08,3.67,Girona,2023-08-01
Cataluña,Girona,2023M07,3.55,Girona,2023-07-01
Cataluña,Girona,2023M06,2.9,Girona,2023-06-01
Cataluña,Girona,2023M05,2.74,Girona,2023-05-01
Cataluña,Girona,2023M04,2.5,Girona,2023-04-01
Cataluña,Girona,2023M03,2.21,Girona,2023-03-01
Cataluña,Girona,2023M02,1.99,Girona,2023-02-01
Cataluña,Girona,2023M01,1.97,Girona,2023-01-01
Cataluña,Girona,2022M12,1.92,Girona,2022-12-01
Cataluña,Girona,2022M11,2.04,Girona,2022-11-01
Cataluña,Girona,2022M10,2.49,Girona,2022-10-01
Cataluña,Girona,2022M09,3.03,Girona,2022-09-01
Cataluña,Girona,2022M08,3.76,Girona,2022-08-01
Cataluña,Girona,2022M07,3.52,Girona,2022-07-01
Cataluña,Girona,2022M06,2.72,Girona,2022-06-01
Cataluña,Girona,2022M05,2.58,Girona,2022-05-01
Cataluña,Girona,2022M04,2.5,Girona,2022-04-01
Cataluña,Girona,2022M03,2.14,Girona,2022-03-01
Cataluña,Girona,2022M02,1.83,Girona,2022-02-01
Cataluña,Girona,2022M01,1.84,Girona,2022-01-01
Cataluña,Lleida,2026M03,2.35,Lleida,2026-03-01
Cataluña,Lleida,2026M02,2.49,Lleida,2026-02-01
Cataluña,Lleida,2026M01,2.46,Lleida,2026-01-01
Cataluña,Lleida,2025M12,2.24,Lleida,2025-12-01
Cataluña,Lleida,2025M11,1.93,Lleida,2025-11-01
Cataluña,Lleida,2025M10,1.98,Lleida,2025-10-01
Cataluña,Lleida,2025M09,2.0,Lleida,2025-09-01
Cataluña,Lleida,2025M08,2.37,Lleida,2025-08-01
Cataluña,Lleida,2025M07,2.24,Lleida,2025-07-01
Cataluña,Lleida,2025M06,1.96,Lleida,2025-06-01
Cataluña,Lleida,2025M05,1.92,Lleida,2025-05-01
Cataluña,Lleida,2025M04,2.08,Lleida,2025-04-01
Cataluña,Lleida,2025M03,2.41,Lleida,2025-03-01
Cataluña,Lleida,2025M02,2.4,Lleida,2025-02-01
Cataluña,Lleida,2025M01,2.46,Lleida,2025-01-01
Cataluña,Lleida,2024M12,2.18,Lleida,2024-12-01
Cataluña,Lleida,2024M11,1.88,Lleida,2024-11-01
Cataluña,Lleida,2024M10,1.87,Lleida,2024-10-01
Cataluña,Lleida,2024M09,1.97,Lleida,2024-09-01
Cataluña,Lleida,2024M08,2.46,Lleida,2024-08-01
Cataluña,Lleida,2024M07,2.32,Lleida,2024-07-01
Cataluña,Lleida,2024M06,1.92,Lleida,2024-06-01
Cataluña,Lleida,2024M05,1.79,Lleida,2024-05-01
Cataluña,Lleida,2024M04,1.91,Lleida,2024-04-01
Cataluña,Lleida,2024M03,2.43,Lleida,2024-03-01
Cataluña,Lleida,2024M02,2.52,Lleida,2024-02-01
Cataluña,Lleida,2024M01,2.48,Lleida,2024-01-01
Cataluña,Lleida,2023M12,2.36,Lleida,2023-12-01
Cataluña,Lleida,2023M11,1.74,Lleida,2023-11-01
Cataluña,Lleida,2023M10,1.84,Lleida,2023-10-01
Cataluña,Lleida,2023M09,1.9,Lleida,2023-09-01
Cataluña,Lleida,2023M08,2.36,Lleida,2023-08-01
Cataluña,Lleida,2023M07,2.18,Lleida,2023-07-01
Cataluña,Lleida,2023M06,1.9,Lleida,2023-06-01
Cataluña,Lleida,2023M05,1.87,Lleida,2023-05-01
Cataluña,Lleida,2023M04,2.02,Lleida,2023-04-01
Cataluña,Lleida,2023M03,2.34,Lleida,2023-03-01
Cataluña,Lleida,2023M02,2.62,Lleida,2023-02-01
Cataluña,Lleida,2023M01,2.49,Lleida,2023-01-01
Cataluña,Lleida,2022M12,2.43,Lleida,2022-12-01
Cataluña,Lleida,2022M11,1.87,Lleida,2022-11-01
Cataluña,Lleida,2022M10,1.98,Lleida,2022-10-01
Cataluña,Lleida,2022M09,2.01,Lleida,2022-09-01
Cataluña,Lleida,2022M08,2.47,Lleida,2022-08-01
Cataluña,Lleida,2022M07,2.34,Lleida,2022-07-01
Cataluña,Lleida,2022M06,2.0,Lleida,2022-06-01
Cataluña,Lleida,2022M05,1.88,Lleida,2022-05-01
Cataluña,Lleida,2022M04,2.13,Lleida,2022-04-01
Cataluña,Lleida,2022M03,2.33,Lleida,2022-03-01
Cataluña,Lleida,2022M02,2.5,Lleida,2022-02-01
Cataluña,Lleida,2022M01,2.54,Lleida,2022-01-01
Cataluña,Tarragona,2026M03,2.06,Tarragona,2026-03-01
Cataluña,Tarragona,2026M02,1.77,Tarragona,2026-02-01
Cataluña,Tarragona,2026M01,1.63,Tarragona,2026-01-01
Cataluña,Tarragona,2025M12,1.58,Tarragona,2025-12-01
Cataluña,Tarragona,2025M11,1.74,Tarragona,2025-11-01
Cataluña,Tarragona,2025M10,3.23,Tarragona,2025-10-01
Cataluña,Tarragona,2025M09,3.87,Tarragona,2025-09-01
Cataluña,Tarragona,2025M08,4.08,Tarragona,2025-08-01
Cataluña,Tarragona,2025M07,3.97,Tarragona,2025-07-01
Cataluña,Tarragona,2025M06,3.43,Tarragona,2025-06-01
