Comunidades y Ciudades Autónomas,Provincias,Periodo,Estancia media,Provincia limpia,Periodo fecha
Canarias,"Palmas, Las",2024M08,7.22,"Palmas, Las",2024-08-01
Canarias,"Palmas, Las",2024M07,7.11,"Palmas, Las",2024-07-01
Canarias,"Palmas, Las",2024M06,6.72,"Palmas, Las",2024-06-01
Canarias,"Palmas, Las",2024M05,6.61,"Palmas, Las",2024-05-01
Canarias,"Palmas, Las",2024M04,6.45,"Palmas, Las",2024-04-01
Canarias,"Palmas, Las",2024M03,6.76,"Palmas, Las",2024-03-01
Canarias,"Palmas, Las",2024M02,6.87,"Palmas, Las",2024-02-01
Canarias,"Palmas, Las",2024M01,7.31,"Palmas, Las",2024-01-01
Canarias,"Palmas, Las",2023M12,6.85,"Palmas, Las",2023-12-01
Canarias,"Palmas, Las",2023M11,7.18,"Palmas, Las",2023-11-01
Canarias,"Palmas, Las",2023M10,6.68,"Palmas, Las",2023-10-01
Canarias,"Palmas, Las",2023M09,7.14,"Palmas, Las",2023-09-01
Canarias,"Palmas, Las",2023M08,7.06,"Palmas, Las",2023-08-01
Canarias,"Palmas, Las",2023M07,6.84,"Palmas, Las",2023-07-01
Canarias,"Palmas, Las",2023M06,6.65,"Palmas, Las",2023-06-01
Canarias,"Palmas, Las",2023M05,6.54,"Palmas, Las",2023-05-01
Canarias,"Palmas, Las",2023M04,6.27,"Palmas, Las",2023-04-01
Canarias,"Palmas, Las",2023M03,6.74,"Palmas, Las",2023-03-01
Canarias,"Palmas, Las",2023M02,6.81,"Palmas, Las",2023-02-01
Canarias,"Palmas, Las",2023M01,7.39,"Palmas, Las",2023-01-01
Canarias,"Palmas, Las",2022M12,6.65,"Palmas, Las",2022-12-01
Canarias,"Palmas, Las",2022M11,7.09,"Palmas, Las",2022-11-01
Canarias,"Palmas, Las",2022M10,6.64,"Palmas, Las",2022-10-01
Canarias,"Palmas, Las",2022M09,7.15,"Palmas, Las",2022-09-01
Canarias,"Palmas, Las",2022M08,7.32,"Palmas, Las",2022-08-01
Canarias,"Palmas, Las",2022M07,6.97,"Palmas, Las",2022-07-01
Canarias,"Palmas, Las",2022M06,6.71,"Palmas, Las",2022-06-01
Canarias,"Palmas, Las",2022M05,6.43,"Palmas, Las",2022-05-01
Canarias,"Palmas, Las",2022M04,6.46,"Palmas, Las",2022-04-01
Canarias,"Palmas, Las",2022M03,6.94,"Palmas, Las",2022-03-01
Canarias,"Palmas, Las",2022M02,6.26,"Palmas, Las",2022-02-01
Canarias,"Palmas, Las",2022M01,7.48,"Palmas, Las",2022-01-01
Canarias,Santa Cruz de Tenerife,2026M03,5.66,Santa Cruz de Tenerife,2026-03-01
Canarias,Santa Cruz de Tenerife,2026M02,5.96,Santa Cruz de Tenerife,2026-02-01
Canarias,Santa Cruz de Tenerife,2026M01,6.07,Santa Cruz de Tenerife,2026-01-01
Canarias,Santa Cruz de Tenerife,2025M12,6.01,Santa Cruz de Tenerife,2025-12-01
Canarias,Santa Cruz de Tenerife,2025M11,5.88,Santa Cruz de Tenerife,2025-11-01
Canarias,Santa Cruz de Tenerife,2025M10,6.0,Santa Cruz de Tenerife,2025-10-01
Canarias,Santa Cruz de Tenerife,2025M09,6.0,Santa Cruz de Tenerife,2025-09-01
Canarias,Santa Cruz de Tenerife,2025M08,6.15,Santa Cruz de Tenerife,2025-08-01
Canarias,Santa Cruz de Tenerife,2025M07,6.01,Santa Cruz de Tenerife,2025-07-01
Canarias,Santa Cruz de Tenerife,2025M06,5.74,Santa Cruz de Tenerife,2025-06-01
Canarias,Santa Cruz de Tenerife,2025M05,5.44,Santa Cruz de Tenerife,2025-05-01
Canarias,Santa Cruz de Tenerife,2025M04,5.65,Santa Cruz de Tenerife,2025-04-01
Canarias,Santa Cruz de Tenerife,2025M03,5.9,Santa Cruz de Tenerife,2025-03-01
Canarias,Santa Cruz de Tenerife,2025M02,6.03,Santa Cruz de Tenerife,2025-02-01
Canarias,Santa Cruz de Tenerife,2025M01,6.4,Santa Cruz de Tenerife,2025-01-01
Canarias,Santa Cruz de Tenerife,2024M12,6.08,Santa Cruz de Tenerife,2024-12-01
Canarias,Santa Cruz de Tenerife,2024M11,6.03,Santa Cruz de Tenerife,2024-11-01
Canarias,Santa Cruz de Tenerife,2024M10,6.05,Santa Cruz de Tenerife,2024-10-01
Canarias,Santa Cruz de Tenerife,2024M09,6.05,Santa Cruz de Tenerife,2024-09-01
Canarias,Santa Cruz de Tenerife,2024M08,6.2,Santa Cruz de Tenerife,2024-08-01
Canarias,Santa Cruz de Tenerife,2024M07,6.12,Santa Cruz de Tenerife,2024-07-01
Canarias,Santa Cruz de Tenerife,2024M06,5.77,Santa Cruz de Tenerife,2024-06-01
Canarias,Santa Cruz de Tenerife,2024M05,5.7,Santa Cruz de Tenerife,2024-05-01
Canarias,Santa Cruz de Tenerife,2024M04,5.92,Santa Cruz de Tenerife,2024-04-01
Canarias,Santa Cruz de Tenerife,2024M03,6.0,Santa Cruz de Tenerife,2024-03-01
Canarias,Santa Cruz de Tenerife,2024M02,6.22,Santa Cruz de Tenerife,2024-02-01
Canarias,Santa Cruz de Tenerife,2024M01,6.5,Santa Cruz de Tenerife,2024-01-01
Canarias,Santa Cruz de Tenerife,2023M12,6.14,Santa Cruz de Tenerife,2023-12-01
Canarias,Santa Cruz de Tenerife,2023M11,6.33,Santa Cruz de Tenerife,2023-11-01
Canarias,Santa Cruz de Tenerife,2023M10,5.92,Santa Cruz de Tenerife,2023-10-01
Canarias,Santa Cruz de Tenerife,2023M09,6.07,Santa Cruz de Tenerife,2023-09-01
Canarias,Santa Cruz de Tenerife,2023M08,6.18,Santa Cruz de Tenerife,2023-08-01
Canarias,Santa Cruz de Tenerife,2023M07,5.92,Santa Cruz de Tenerife,2023-07-01
Canarias,Santa Cruz de Tenerife,2023M06,5.8,Santa Cruz de Tenerife,2023-06-01
Canarias,Santa Cruz de Tenerife,2023M05,5.82,Santa Cruz de Tenerife,2023-05-01
Canarias,Santa Cruz de Tenerife,2023M04,5.69,Santa Cruz de Tenerife,2023-04-01
Canarias,Santa Cruz de Tenerife,2023M03,6.08,Santa Cruz de Tenerife,2023-03-01
Canarias,Santa Cruz de Tenerife,2023M02,6.36,Santa Cruz de Tenerife,2023-02-01
Canarias,Santa Cruz de Tenerife,2023M01,6.66,Santa Cruz de Tenerife,2023-01-01
Canarias,Santa Cruz de Tenerife,2022M12,5.89,Santa Cruz de Tenerife,2022-12-01
Canarias,Santa Cruz de Tenerife,2022M11,6.31,Santa Cruz de Tenerife,2022-11-01
Canarias,Santa Cruz de Tenerife,2022M10,6.01,Santa Cruz de Tenerife,2022-10-01
Canarias,Santa Cruz de Tenerife,2022M09,6.16,Santa Cruz de Tenerife,2022-09-01
Canarias,Santa Cruz de Tenerife,2022M08,6.32,Santa Cruz de Tenerife,2022-08-01
Canarias,Santa Cruz de Tenerife,2022M07,5.89,Santa Cruz de Tenerife,2022-07-01
Canarias,Santa Cruz de Tenerife,2022M06,5.87,Santa Cruz de Tenerife,2022-06-01
Canarias,Santa Cruz de Tenerife,2022M05,5.79,Santa Cruz de Tenerife,2022-05-01
Canarias,Santa Cruz de Tenerife,2022M04,5.94,Santa Cruz de Tenerife,2022-04-01
Canarias,Santa Cruz de Tenerife,2022M03,6.29,Santa Cruz de Tenerife,2022-03-01
Canarias,Santa Cruz de Tenerife,2022M02,5.94,Santa Cruz de Tenerife,2022-02-01
Canarias,Santa Cruz de Tenerife,2022M01,6.63,Santa Cruz de Tenerife,2022-01-01
Cantabria,,2026M03,1.82,Total comunidad autónoma,2026-03-01
Cantabria,,2026M02,1.68,Total comunidad autónoma,2026-02-01
Cantabria,,2026M01,1.75,Total comunidad autónoma,2026-01-01
Cantabria,,2025M12,1.79,Total comunidad autónoma,2025-12-01
Cantabria,,2025M11,1.99,Total comunidad autónoma,2025-11-01
Cantabria,,2025M10,2.01,Total comunidad autónoma,2025-10-01
Cantabria,,2025M09,2.13,Total comunidad autónoma,2025-09-01
Cantabria,,2025M08,2.65,Total comunidad autónoma,2025-08-01
Cantabria,,2025M07,2.46,Total comunidad autónoma,2025-07-01
Cantabria,,2025M06,2.12,Total comunidad autónoma,2025-06-01
Cantabria,,2025M05,1.93,Total comunidad autónoma,2025-05-01
Cantabria,,2025M04,1.99,Total comunidad autónoma,2025-04-01
Cantabria,,2025M03,2.01,Total comunidad autónoma,2025-03-01
Cantabria,,2025M02,1.73,Total comunidad autónoma,2025-02-01
Cantabria,,2025M01,1.79,Total comunidad autónoma,2025-01-01
Cantabria,,2024M12,1.77,Total comunidad autónoma,2024-12-01
Cantabria,,2024M11,2.0,Total comunidad autónoma,2024-11-01
Cantabria,,2024M10,2.07,Total comunidad autónoma,2024-10-01
Cantabria,,2024M09,2.15,Total comunidad autónoma,2024-09-01
Cantabria,,2024M08,2.62,Total comunidad autónoma,2024-08-01
Cantabria,,2024M07,2.46,Total comunidad autónoma,2024-07-01
Cantabria,,2024M06,2.14,Total comunidad autónoma,2024-06-01
Cantabria,,2024M05,1.93,Total comunidad autónoma,2024-05-01
Cantabria,,2024M04,1.96,Total comunidad autónoma,2024-04-01
Cantabria,,2024M03,1.94,Total comunidad autónoma,2024-03-01
Cantabria,,2024M02,1.76,Total comunidad autónoma,2024-02-01
Cantabria,,2024M01,1.78,Total comunidad autónoma,2024-01-01
Cantabria,,2023M12,1.86,Total comunidad autónoma,2023-12-01
Cantabria,,2023M11,2.01,Total comunidad autónoma,2023-11-01
Cantabria,,2023M10,2.12,Total comunidad autónoma,2023-10-01
Cantabria,,2023M09,2.17,Total comunidad autónoma,2023-09-01
Cantabria,,2023M08,2.62,Total comunidad autónoma,2023-08-01
Cantabria,,2023M07,2.36,Total comunidad autónoma,2023-07-01
Cantabria,,2023M06,2.04,Total comunidad autónoma,2023-06-01
Cantabria,,2023M05,1.99,Total comunidad autónoma,2023-05-01
Cantabria,,2023M04,2.03,Total comunidad autónoma,2023-04-01
Cantabria,,2023M03,1.9,Total comunidad autónoma,2023-03-01
Cantabria,,2023M02,1.69,Total comunidad autónoma,2023-02-01
Cantabria,,2023M01,1.74,Total comunidad autónoma,2023-01-01
Cantabria,,2022M12,1.94,Total comunidad autónoma,2022-12-01
Cantabria,,2022M11,1.97,Total comunidad autónoma,2022-11-01
Cantabria,,2022M10,2.23,Total comunidad autónoma,2022-10-01
Cantabria,,2022M09,2.21,Total comunidad autónoma,2022-09-01
Cantabria,,2022M08,2.69,Total comunidad autónoma,2022-08-01
Cantabria,,2022M07,2.47,Total comunidad autónoma,2022-07-01
Cantabria,,2022M06,2.28,Total comunidad autónoma,2022-06-01
Cantabria,,2022M05,2.14,Total comunidad autónoma,2022-05-01
Cantabria,,2022M04,2.12,Total comunidad autónoma,2022-04-01
Cantabria,,2022M03,2.12,Total comunidad autónoma,2022-03-01
Cantabria,,2022M02,1.87,Total comunidad autónoma,2022-02-01
Cantabria,,2022M01,1.94,Total comunidad autónoma,2022-01-01
Castilla y León,,2026M03,1.73,Total comunidad autónoma,2026-03-01
Castilla y León,,2026M02,1.71,Total comunidad autónoma,2026-02-01
Castilla y León,,2026M01,1.72,Total comunidad autónoma,2026-01-01
Castilla y León,,2025M12,1.67,Total comunidad autónoma,2025-12-01
Castilla y León,,2025M11,1.77,Total comunidad autónoma,2025-11-01
Castilla y León,,2025M10,1.7,Total comunidad autónoma,2025-10-01
Castilla y León,,2025M09,1.64,Total comunidad autónoma,2025-09-01
Castilla y León,,2025M08,1.61,Total comunidad autónoma,2025-08-01
Castilla y León,,2025M07,1.66,Total comunidad autónoma,2025-07-01
Castilla y León,,2025M06,1.62,Total comunidad autónoma,2025-06-01
Castilla y León,,2025M05,1.64,Total comunidad autónoma,2025-05-01
Castilla y León,,2025M04,1.7,Total comunidad autónoma,2025-04-01
Castilla y León,,2025M03,1.73,Total comunidad autónoma,2025-03-01
Castilla y León,,2025M02,1.67,Total comunidad autónoma,2025-02-01
Castilla y León,,2025M01,1.69,Total comunidad autónoma,2025-01-01
Castilla y León,,2024M12,1.76,Total comunidad autónoma,2024-12-01
Castilla y León,,2024M11,1.79,Total comunidad autónoma,2024-11-01
Castilla y León,,2024M10,1.7,Total comunidad autónoma,2024-10-01
Castilla y León,,2024M09,1.67,Total comunidad autónoma,2024-09-01
Castilla y León,,2024M08,1.61,Total comunidad autónoma,2024-08-01
Castilla y León,,2024M07,1.63,Total comunidad autónoma,2024-07-01
Castilla y León,,2024M06,1.64,Total comunidad autónoma,2024-06-01
Castilla y León,,2024M05,1.64,Total comunidad autónoma,2024-05-01
Castilla y León,,2024M04,1.67,Total comunidad autónoma,2024-04-01
Castilla y León,,2024M03,1.76,Total comunidad autónoma,2024-03-01
Castilla y León,,2024M02,1.73,Total comunidad autónoma,2024-02-01
Castilla y León,,2024M01,1.74,Total comunidad autónoma,2024-01-01
Castilla y León,,2023M12,1.77,Total comunidad autónoma,2023-12-01
Castilla y León,,2023M11,1.75,Total comunidad autónoma,2023-11-01
Castilla y León,,2023M10,1.7,Total comunidad autónoma,2023-10-01
Castilla y León,,2023M09,1.66,Total comunidad autónoma,2023-09-01
Castilla y León,,2023M08,1.61,Total comunidad autónoma,2023-08-01
Castilla y León,,2023M07,1.61,Total comunidad autónoma,2023-07-01
Castilla y León,,2023M06,1.66,Total comunidad autónoma,2023-06-01
Castilla y León,,2023M05,1.65,Total comunidad autónoma,2023-05-01
Castilla y León,,2023M04,1.71,Total comunidad autónoma,2023-04-01
Castilla y León,,2023M03,1.72,Total comunidad autónoma,2023-03-01
Castilla y León,,2023M02,1.74,Total comunidad autónoma,2023-02-01
Castilla y León,,2023M01,1.8,Total comunidad autónoma,2023-01-01
Castilla y León,,2022M12,1.76,Total comunidad autónoma,2022-12-01
Castilla y León,,2022M11,1.75,Total comunidad autónoma,2022-11-01
Castilla y León,,2022M10,1.68,Total comunidad autónoma,2022-10-01
Castilla y León,,2022M09,1.64,Total comunidad autónoma,2022-09-01
Castilla y León,,2022M08,1.61,Total comunidad autónoma,2022-08-01
Castilla y León,,2022M07,1.6,Total comunidad autónoma,2022-07-01
Castilla y León,,2022M06,1.63,Total comunidad autónoma,2022-06-01
Castilla y León,,2022M05,1.65,Total comunidad autónoma,2022-05-01
Castilla y León,,2022M04,1.69,Total comunidad autónoma,2022-04-01
Castilla y León,,2022M03,1.78,Total comunidad autónoma,2022-03-01
Castilla y León,,2022M02,1.73,Total comunidad autónoma,2022-02-01
Castilla y León,,2022M01,1.73,Total comunidad autónoma,2022-01-01
Castilla y León,Ávila,2026M03,1.65,Ávila,2026-03-01
Castilla y León,Ávila,2026M02,1.5,Ávila,2026-02-01
Castilla y León,Ávila,2026M01,1.56,Ávila,2026-01-01
Castilla y León,Ávila,2025M12,1.56,Ávila,2025-12-01
Castilla y León,Ávila,2025M11,1.56,Ávila,2025-11-01
Castilla y León,Ávila,2025M10,1.54,Ávila,2025-10-01
Castilla y León,Ávila,2025M09,1.54,Ávila,2025-09-01
Castilla y León,Ávila,2025M08,1.7,Ávila,2025-08-01
Castilla y León,Ávila,2025M07,1.71,Ávila,2025-07-01
Castilla y León,Ávila,2025M06,1.57,Ávila,2025-06-01
Castilla y León,Ávila,2025M05,1.58,Ávila,2025-05-01
Castilla y León,Ávila,2025M04,1.63,Ávila,2025-04-01
Castilla y León,Ávila,2025M03,1.61,Ávila,2025-03-01
Castilla y León,Ávila,2025M02,1.48,Ávila,2025-02-01
Castilla y León,Ávila,2025M01,1.57,Ávila,2025-01-01
Castilla y León,Ávila,2024M12,1.65,Ávila,2024-12-01
Castilla y León,Ávila,2024M11,1.56,Ávila,2024-11-01
Castilla y León,Ávila,2024M10,1.54,Ávila,2024-10-01
Castilla y León,Ávila,2024M09,1.6,Ávila,2024-09-01
Castilla y León,Ávila,2024M08,1.72,Ávila,2024-08-01
Castilla y León,Ávila,2024M07,1.66,Ávila,2024-07-01
Castilla y León,Ávila,2024M06,1.64,Ávila,2024-06-01
Castilla y León,Ávila,2024M05,1.55,Ávila,2024-05-01
Castilla y León,Ávila,2024M04,1.61,Ávila,2024-04-01
Castilla y León,Ávila,2024M03,1.64,Ávila,2024-03-01
Castilla y León,Ávila,2024M02,1.52,Ávila,2024-02-01
Castilla y León,Ávila,2024M01,1.56,Ávila,2024-01-01
Castilla y León,Ávila,2023M12,1.59,Ávila,2023-12-01
Castilla y León,Ávila,2023M11,1.56,Ávila,2023-11-01
Castilla y León,Ávila,2023M10,1.59,Ávila,2023-10-01
Castilla y León,Ávila,2023M09,1.6,Ávila,2023-09-01
Castilla y León,Ávila,2023M08,1.69,Ávila,2023-08-01
Castilla y León,Ávila,2023M07,1.68,Ávila,2023-07-01
Castilla y León,Ávila,2023M06,1.65,Ávila,2023-06-01
Castilla y León,Ávila,2023M05,1.58,Ávila,2023-05-01
Castilla y León,Ávila,2023M04,1.66,Ávila,2023-04-01
Castilla y León,Ávila,2023M03,1.58,Ávila,2023-03-01
Castilla y León,Ávila,2023M02,1.62,Ávila,2023-02-01
Castilla y León,Ávila,2023M01,1.64,Ávila,2023-01-01
Castilla y León,Ávila,2022M12,1.6,Ávila,2022-12-01
Castilla y León,Ávila,2022M11,1.58,Ávila,2022-11-01
Castilla y León,Ávila,2022M10,1.63,Ávila,2022-10-01
Castilla y León,Ávila,2022M09,1.57,Ávila,2022-09-01
Castilla y León,Ávila,2022M08,1.68,Ávila,2022-08-01
Castilla y León,Ávila,2022M07,1.74,Ávila,2022-07-01
Castilla y León,Ávila,2022M06,1.64,Ávila,2022-06-01
Castilla y León,Ávila,2022M05,1.58,Ávila,2022-05-01
Castilla y León,Ávila,2022M04,1.69,Ávila,2022-04-01
Castilla y León,Ávila,2022M03,1.69,Ávila,2022-03-01
Castilla y León,Ávila,2022M02,1.64,Ávila,2022-02-01
Castilla y León,Ávila,2022M01,1.63,Ávila,2022-01-01
Castilla y León,Burgos,2026M03,1.57,Burgos,2026-03-01
Castilla y León,Burgos,2026M02,1.56,Burgos,2026-02-01
Castilla y León,Burgos,2026M01,1.57,Burgos,2026-01-01
Castilla y León,Burgos,2025M12,1.53,Burgos,2025-12-01
Castilla y León,Burgos,2025M11,1.66,Burgos,2025-11-01
Castilla y León,Burgos,2025M10,1.51,Burgos,2025-10-01
Castilla y León,Burgos,2025M09,1.44,Burgos,2025-09-01
Castilla y León,Burgos,2025M08,1.37,Burgos,2025-08-01
Castilla y León,Burgos,2025M07,1.61,Burgos,2025-07-01
Castilla y León,Burgos,2025M06,1.46,Burgos,2025-06-01
Castilla y León,Burgos,2025M05,1.47,Burgos,2025-05-01
Castilla y León,Burgos,2025M04,1.5,Burgos,2025-04-01
Castilla y León,Burgos,2025M03,1.53,Burgos,2025-03-01
Castilla y León,Burgos,2025M02,1.48,Burgos,2025-02-01
Castilla y León,Burgos,2025M01,1.5,Burgos,2025-01-01
Castilla y León,Burgos,2024M12,1.55,Burgos,2024-12-01
Castilla y León,Burgos,2024M11,1.68,Burgos,2024-11-01
Castilla y León,Burgos,2024M10,1.53,Burgos,2024-10-01
Castilla y León,Burgos,2024M09,1.49,Burgos,2024-09-01
Castilla y León,Burgos,2024M08,1.42,Burgos,2024-08-01
Castilla y León,Burgos,2024M07,1.47,Burgos,2024-07-01
Castilla y León,Burgos,2024M06,1.5,Burgos,2024-06-01
Castilla y León,Burgos,2024M05,1.5,Burgos,2024-05-01
Castilla y León,Burgos,2024M04,1.5,Burgos,2024-04-01
Castilla y León,Burgos,2024M03,1.6,Burgos,2024-03-01
Castilla y León,Burgos,2024M02,1.56,Burgos,2024-02-01
Castilla y León,Burgos,2024M01,1.62,Burgos,2024-01-01
Castilla y León,Burgos,2023M12,1.61,Burgos,2023-12-01
Castilla y León,Burgos,2023M11,1.63,Burgos,2023-11-01
Castilla y León,Burgos,2023M10,1.59,Burgos,2023-10-01
Castilla y León,Burgos,2023M09,1.51,Burgos,2023-09-01
Castilla y León,Burgos,2023M08,1.46,Burgos,2023-08-01
Castilla y León,Burgos,2023M07,1.49,Burgos,2023-07-01
Castilla y León,Burgos,2023M06,1.51,Burgos,2023-06-01
Castilla y León,Burgos,2023M05,1.48,Burgos,2023-05-01
Castilla y León,Burgos,2023M04,1.55,Burgos,2023-04-01
Castilla y León,Burgos,2023M03,1.56,Burgos,2023-03-01
Castilla y León,Burgos,2023M02,1.63,Burgos,2023-02-01
Castilla y León,Burgos,2023M01,1.68,Burgos,2023-01-01
Castilla y León,Burgos,2022M12,1.63,Burgos,2022-12-01
Castilla y León,Burgos,2022M11,1.61,Burgos,2022-11-01
Castilla y León,Burgos,2022M10,1.55,Burgos,2022-10-01
Castilla y León,Burgos,2022M09,1.49,Burgos,2022-09-01
Castilla y León,Burgos,2022M08,1.42,Burgos,2022-08-01
Castilla y León,Burgos,2022M07,1.52,Burgos,2022-07-01
Castilla y León,Burgos,2022M06,1.52,Burgos,2022-06-01
Castilla y León,Burgos,2022M05,1.5,Burgos,2022-05-01
Castilla y León,Burgos,2022M04,1.52,Burgos,2022-04-01
Castilla y León,Burgos,2022M03,1.6,Burgos,2022-03-01
Castilla y León,Burgos,2022M02,1.59,Burgos,2022-02-01
Castilla y León,Burgos,2022M01,1.57,Burgos,2022-01-01
Castilla y León,León,2026M03,1.76,León,2026-03-01
Castilla y León,León,2026M02,1.85,León,2026-02-01
Castilla y León,León,2026M01,1.79,León,2026-01-01
Castilla y León,León,2025M12,1.75,León,2025-12-01
Castilla y León,León,2025M11,1.77,León,2025-11-01
Castilla y León,León,2025M10,1.7,León,2025-10-01
Castilla y León,León,2025M09,1.56,León,2025-09-01
Castilla y León,León,2025M08,1.67,León,2025-08-01
Castilla y León,León,2025M07,1.57,León,2025-07-01
Castilla y León,León,2025M06,1.44,León,2025-06-01
Castilla y León,León,2025M05,1.52,León,2025-05-01
Castilla y León,León,2025M04,1.57,León,2025-04-01
Castilla y León,León,2025M03,1.6,León,2025-03-01
Castilla y León,León,2025M02,1.63,León,2025-02-01
Castilla y León,León,2025M01,1.67,León,2025-01-01
Castilla y León,León,2024M12,1.79,León,2024-12-01
Castilla y León,León,2024M11,1.72,León,2024-11-01
Castilla y León,León,2024M10,1.58,León,2024-10-01
Castilla y León,León,2024M09,1.51,León,2024-09-01
Castilla y León,León,2024M08,1.56,León,2024-08-01
Castilla y León,León,2024M07,1.55,León,2024-07-01
Castilla y León,León,2024M06,1.45,León,2024-06-01
Castilla y León,León,2024M05,1.44,León,2024-05-01
Castilla y León,León,2024M04,1.49,León,2024-04-01
Castilla y León,León,2024M03,1.68,León,2024-03-01
Castilla y León,León,2024M02,1.68,León,2024-02-01
Castilla y León,León,2024M01,1.74,León,2024-01-01
Castilla y León,León,2023M12,1.76,León,2023-12-01
Castilla y León,León,2023M11,1.67,León,2023-11-01
Castilla y León,León,2023M10,1.6,León,2023-10-01
Castilla y León,León,2023M09,1.49,León,2023-09-01
Castilla y León,León,2023M08,1.6,León,2023-08-01
Castilla y León,León,2023M07,1.57,León,2023-07-01
Castilla y León,León,2023M06,1.53,León,2023-06-01
Castilla y León,León,2023M05,1.47,León,2023-05-01
Castilla y León,León,2023M04,1.63,León,2023-04-01
Castilla y León,León,2023M03,1.54,León,2023-03-01
Castilla y León,León,2023M02,1.62,León,2023-02-01
Castilla y León,León,2023M01,1.7,León,2023-01-01
Castilla y León,León,2022M12,1.9,León,2022-12-01
Castilla y León,León,2022M11,1.74,León,2022-11-01
Castilla y León,León,2022M10,1.55,León,2022-10-01
Castilla y León,León,2022M09,1.55,León,2022-09-01
Castilla y León,León,2022M08,1.6,León,2022-08-01
Castilla y León,León,2022M07,1.6,León,2022-07-01
Castilla y León,León,2022M06,1.48,León,2022-06-01
Castilla y León,León,2022M05,1.48,León,2022-05-01
Castilla y León,León,2022M04,1.55,León,2022-04-01
Castilla y León,León,2022M03,1.73,León,2022-03-01
Castilla y León,León,2022M02,1.8,León,2022-02-01
Castilla y León,León,2022M01,1.8,León,2022-01-01
Castilla y León,Palencia,2026M03,1.93,Palencia,2026-03-01
Castilla y León,Palencia,2026M02,2.13,Palencia,2026-02-01
Castilla y León,Palencia,2026M01,2.08,Palencia,2026-01-01
Castilla y León,Palencia,2025M12,1.99,Palencia,2025-12-01
Castilla y León,Palencia,2025M11,2.18,Palencia,2025-11-01
Castilla y León,Palencia,2025M10,1.99,Palencia,2025-10-01
Castilla y León,Palencia,2025M09,1.87,Palencia,2025-09-01
Castilla y León,Palencia,2025M08,2.04,Palencia,2025-08-01
Castilla y León,Palencia,2025M07,1.9,Palencia,2025-07-01
Castilla y León,Palencia,2025M06,1.69,Palencia,2025-06-01
Castilla y León,Palencia,2025M05,1.82,Palencia,2025-05-01
Castilla y León,Palencia,2025M04,2.2,Palencia,2025-04-01
Castilla y León,Palencia,2025M03,2.1,Palencia,2025-03-01
Castilla y León,Palencia,2025M02,2.15,Palencia,2025-02-01
Castilla y León,Palencia,2025M01,1.85,Palencia,2025-01-01
Castilla y León,Palencia,2024M12,2.27,Palencia,2024-12-01
Castilla y León,Palencia,2024M11,2.17,Palencia,2024-11-01
Castilla y León,Palencia,2024M10,1.99,Palencia,2024-10-01
Castilla y León,Palencia,2024M09,1.83,Palencia,2024-09-01
Castilla y León,Palencia,2024M08,1.83,Palencia,2024-08-01
Castilla y León,Palencia,2024M07,1.84,Palencia,2024-07-01
Castilla y León,Palencia,2024M06,1.56,Palencia,2024-06-01
Castilla y León,Palencia,2024M05,1.65,Palencia,2024-05-01
Castilla y León,Palencia,2024M04,1.88,Palencia,2024-04-01
Castilla y León,Palencia,2024M03,1.89,Palencia,2024-03-01
Castilla y León,Palencia,2024M02,2.0,Palencia,2024-02-01
Castilla y León,Palencia,2024M01,1.91,Palencia,2024-01-01
Castilla y León,Palencia,2023M12,1.8,Palencia,2023-12-01
Castilla y León,Palencia,2023M11,1.94,Palencia,2023-11-01
Castilla y León,Palencia,2023M10,1.74,Palencia,2023-10-01
Castilla y León,Palencia,2023M09,1.75,Palencia,2023-09-01
Castilla y León,Palencia,2023M08,1.78,Palencia,2023-08-01
Castilla y León,Palencia,2023M07,1.78,Palencia,2023-07-01
Castilla y León,Palencia,2023M06,1.8,Palencia,2023-06-01
Castilla y León,Palencia,2023M05,1.59,Palencia,2023-05-01
Castilla y León,Palencia,2023M04,1.79,Palencia,2023-04-01
Castilla y León,Palencia,2023M03,1.85,Palencia,2023-03-01
Castilla y León,Palencia,2023M02,1.86,Palencia,2023-02-01
Castilla y León,Palencia,2023M01,1.98,Palencia,2023-01-01
Castilla y León,Palencia,2022M12,1.78,Palencia,2022-12-01
Castilla y León,Palencia,2022M11,1.71,Palencia,2022-11-01
Castilla y León,Palencia,2022M10,1.72,Palencia,2022-10-01
Castilla y León,Palencia,2022M09,1.61,Palencia,2022-09-01
Castilla y León,Palencia,2022M08,1.75,Palencia,2022-08-01
Castilla y León,Palencia,2022M07,1.72,Palencia,2022-07-01
Castilla y León,Palencia,2022M06,1.75,Palencia,2022-06-01
Castilla y León,Palencia,2022M05,1.66,Palencia,2022-05-01
Castilla y León,Palencia,2022M04,1.77,Palencia,2022-04-01
Castilla y León,Palencia,2022M03,2.06,Palencia,2022-03-01
Castilla y León,Palencia,2022M02,1.85,Palencia,2022-02-01
Castilla y León,Palencia,2022M01,1.85,Palencia,2022-01-01
Castilla y León,Salamanca,2026M03,1.7,Salamanca,2026-03-01
Castilla y León,Salamanca,2026M02,1.65,Salamanca,2026-02-01
Castilla y León,Salamanca,2026M01,1.72,Salamanca,2026-01-01
Castilla y León,Salamanca,2025M12,1.61,Salamanca,2025-12-01
Castilla y León,Salamanca,2025M11,1.81,Salamanca,2025-11-01
Castilla y León,Salamanca,2025M10,1.74,Salamanca,2025-10-01
Castilla y León,Salamanca,2025M09,1.71,Salamanca,2025-09-01
