Provincias de destino;Procedencia de los viajeros;Meses;Total
32 Ourense;Residentes en España;Noviembre;2.037
32 Ourense;Residentes en España;Diciembre;1.931
32 Ourense;No Residentes;Total;2.531
32 Ourense;No Residentes;Enero;0
32 Ourense;No Residentes;Febrero;0
32 Ourense;No Residentes;Marzo;27
32 Ourense;No Residentes;Abril;5
32 Ourense;No Residentes;Mayo;131
32 Ourense;No Residentes;Junio;247
32 Ourense;No Residentes;Julio;423
32 Ourense;No Residentes;Agosto;598
32 Ourense;No Residentes;Septiembre;519
32 Ourense;No Residentes;Octubre;382
32 Ourense;No Residentes;Noviembre;107
32 Ourense;No Residentes;Diciembre;93
34 Palencia;Total;Total;33.827
34 Palencia;Total;Enero;366
34 Palencia;Total;Febrero;434
34 Palencia;Total;Marzo;655
34 Palencia;Total;Abril;1.219
34 Palencia;Total;Mayo;2.439
34 Palencia;Total;Junio;3.379
34 Palencia;Total;Julio;5.220
34 Palencia;Total;Agosto;6.448
34 Palencia;Total;Septiembre;4.348
34 Palencia;Total;Octubre;4.987
34 Palencia;Total;Noviembre;1.949
34 Palencia;Total;Diciembre;2.383
34 Palencia;Residentes en España;Total;31.654
34 Palencia;Residentes en España;Enero;339
34 Palencia;Residentes en España;Febrero;406
34 Palencia;Residentes en España;Marzo;628
34 Palencia;Residentes en España;Abril;1.209
34 Palencia;Residentes en España;Mayo;2.383
34 Palencia;Residentes en España;Junio;3.272
34 Palencia;Residentes en España;Julio;4.861
34 Palencia;Residentes en España;Agosto;5.834
34 Palencia;Residentes en España;Septiembre;3.877
34 Palencia;Residentes en España;Octubre;4.553
34 Palencia;Residentes en España;Noviembre;1.919
34 Palencia;Residentes en España;Diciembre;2.373
34 Palencia;No Residentes;Total;2.173
34 Palencia;No Residentes;Enero;27
34 Palencia;No Residentes;Febrero;28
34 Palencia;No Residentes;Marzo;27
34 Palencia;No Residentes;Abril;10
34 Palencia;No Residentes;Mayo;56
34 Palencia;No Residentes;Junio;107
34 Palencia;No Residentes;Julio;359
34 Palencia;No Residentes;Agosto;614
34 Palencia;No Residentes;Septiembre;471
34 Palencia;No Residentes;Octubre;434
34 Palencia;No Residentes;Noviembre;30
34 Palencia;No Residentes;Diciembre;11
35 Palmas, Las;Total;Total;19.008
35 Palmas, Las;Total;Enero;684
35 Palmas, Las;Total;Febrero;627
35 Palmas, Las;Total;Marzo;1.106
35 Palmas, Las;Total;Abril;1.132
35 Palmas, Las;Total;Mayo;1.183
35 Palmas, Las;Total;Junio;1.365
35 Palmas, Las;Total;Julio;1.885
35 Palmas, Las;Total;Agosto;1.898
35 Palmas, Las;Total;Septiembre;1.766
35 Palmas, Las;Total;Octubre;2.644
35 Palmas, Las;Total;Noviembre;2.368
35 Palmas, Las;Total;Diciembre;2.351
35 Palmas, Las;Residentes en España;Total;11.232
35 Palmas, Las;Residentes en España;Enero;416
35 Palmas, Las;Residentes en España;Febrero;480
35 Palmas, Las;Residentes en España;Marzo;760
35 Palmas, Las;Residentes en España;Abril;893
35 Palmas, Las;Residentes en España;Mayo;850
35 Palmas, Las;Residentes en España;Junio;980
35 Palmas, Las;Residentes en España;Julio;1.371
35 Palmas, Las;Residentes en España;Agosto;1.329
35 Palmas, Las;Residentes en España;Septiembre;1.248
35 Palmas, Las;Residentes en España;Octubre;1.365
35 Palmas, Las;Residentes en España;Noviembre;714
35 Palmas, Las;Residentes en España;Diciembre;827
35 Palmas, Las;No Residentes;Total;7.776
35 Palmas, Las;No Residentes;Enero;268
35 Palmas, Las;No Residentes;Febrero;147
35 Palmas, Las;No Residentes;Marzo;346
35 Palmas, Las;No Residentes;Abril;239
35 Palmas, Las;No Residentes;Mayo;333
35 Palmas, Las;No Residentes;Junio;385
35 Palmas, Las;No Residentes;Julio;514
35 Palmas, Las;No Residentes;Agosto;568
35 Palmas, Las;No Residentes;Septiembre;519
35 Palmas, Las;No Residentes;Octubre;1.279
35 Palmas, Las;No Residentes;Noviembre;1.654
35 Palmas, Las;No Residentes;Diciembre;1.524
36 Pontevedra;Total;Total;39.799
36 Pontevedra;Total;Enero;152
36 Pontevedra;Total;Febrero;122
36 Pontevedra;Total;Marzo;890
36 Pontevedra;Total;Abril;1.253
36 Pontevedra;Total;Mayo;2.000
36 Pontevedra;Total;Junio;3.097
36 Pontevedra;Total;Julio;7.714
36 Pontevedra;Total;Agosto;9.944
36 Pontevedra;Total;Septiembre;5.803
36 Pontevedra;Total;Octubre;3.927
36 Pontevedra;Total;Noviembre;2.357
36 Pontevedra;Total;Diciembre;2.541
36 Pontevedra;Residentes en España;Total;37.005
36 Pontevedra;Residentes en España;Enero;150
36 Pontevedra;Residentes en España;Febrero;122
36 Pontevedra;Residentes en España;Marzo;848
36 Pontevedra;Residentes en España;Abril;1.188
36 Pontevedra;Residentes en España;Mayo;1.968
36 Pontevedra;Residentes en España;Junio;2.965
36 Pontevedra;Residentes en España;Julio;7.502
36 Pontevedra;Residentes en España;Agosto;9.336
36 Pontevedra;Residentes en España;Septiembre;5.254
36 Pontevedra;Residentes en España;Octubre;3.298
36 Pontevedra;Residentes en España;Noviembre;1.965
36 Pontevedra;Residentes en España;Diciembre;2.408
36 Pontevedra;No Residentes;Total;2.794
36 Pontevedra;No Residentes;Enero;2
36 Pontevedra;No Residentes;Febrero;0
36 Pontevedra;No Residentes;Marzo;42
36 Pontevedra;No Residentes;Abril;65
36 Pontevedra;No Residentes;Mayo;31
36 Pontevedra;No Residentes;Junio;132
36 Pontevedra;No Residentes;Julio;212
36 Pontevedra;No Residentes;Agosto;608
36 Pontevedra;No Residentes;Septiembre;549
36 Pontevedra;No Residentes;Octubre;629
36 Pontevedra;No Residentes;Noviembre;392
36 Pontevedra;No Residentes;Diciembre;133
26 Rioja, La;Total;Total;22.516
26 Rioja, La;Total;Enero;154
26 Rioja, La;Total;Febrero;251
26 Rioja, La;Total;Marzo;438
26 Rioja, La;Total;Abril;911
26 Rioja, La;Total;Mayo;1.159
26 Rioja, La;Total;Junio;1.752
26 Rioja, La;Total;Julio;3.579
26 Rioja, La;Total;Agosto;3.876
26 Rioja, La;Total;Septiembre;2.461
26 Rioja, La;Total;Octubre;3.392
26 Rioja, La;Total;Noviembre;2.312
26 Rioja, La;Total;Diciembre;2.230
26 Rioja, La;Residentes en España;Total;21.048
26 Rioja, La;Residentes en España;Enero;149
26 Rioja, La;Residentes en España;Febrero;246
26 Rioja, La;Residentes en España;Marzo;401
26 Rioja, La;Residentes en España;Abril;907
26 Rioja, La;Residentes en España;Mayo;1.125
26 Rioja, La;Residentes en España;Junio;1.636
26 Rioja, La;Residentes en España;Julio;3.324
26 Rioja, La;Residentes en España;Agosto;3.450
26 Rioja, La;Residentes en España;Septiembre;2.186
26 Rioja, La;Residentes en España;Octubre;3.207
26 Rioja, La;Residentes en España;Noviembre;2.254
26 Rioja, La;Residentes en España;Diciembre;2.164
26 Rioja, La;No Residentes;Total;1.468
26 Rioja, La;No Residentes;Enero;5
26 Rioja, La;No Residentes;Febrero;5
26 Rioja, La;No Residentes;Marzo;37
26 Rioja, La;No Residentes;Abril;5
26 Rioja, La;No Residentes;Mayo;35
26 Rioja, La;No Residentes;Junio;116
26 Rioja, La;No Residentes;Julio;255
26 Rioja, La;No Residentes;Agosto;426
26 Rioja, La;No Residentes;Septiembre;276
26 Rioja, La;No Residentes;Octubre;185
26 Rioja, La;No Residentes;Noviembre;59
26 Rioja, La;No Residentes;Diciembre;66
37 Salamanca;Total;Total;62.397
37 Salamanca;Total;Enero;787
37 Salamanca;Total;Febrero;785
37 Salamanca;Total;Marzo;2.126
37 Salamanca;Total;Abril;2.504
37 Salamanca;Total;Mayo;3.802
37 Salamanca;Total;Junio;4.593
37 Salamanca;Total;Julio;7.464
37 Salamanca;Total;Agosto;11.949
37 Salamanca;Total;Septiembre;7.033
37 Salamanca;Total;Octubre;9.712
37 Salamanca;Total;Noviembre;5.231
37 Salamanca;Total;Diciembre;6.412
37 Salamanca;Residentes en España;Total;59.389
37 Salamanca;Residentes en España;Enero;767
37 Salamanca;Residentes en España;Febrero;750
37 Salamanca;Residentes en España;Marzo;2.113
37 Salamanca;Residentes en España;Abril;2.495
37 Salamanca;Residentes en España;Mayo;3.724
37 Salamanca;Residentes en España;Junio;4.414
37 Salamanca;Residentes en España;Julio;6.960
37 Salamanca;Residentes en España;Agosto;11.289
37 Salamanca;Residentes en España;Septiembre;6.487
37 Salamanca;Residentes en España;Octubre;9.251
37 Salamanca;Residentes en España;Noviembre;5.005
37 Salamanca;Residentes en España;Diciembre;6.135
37 Salamanca;No Residentes;Total;3.007
37 Salamanca;No Residentes;Enero;20
37 Salamanca;No Residentes;Febrero;35
37 Salamanca;No Residentes;Marzo;13
37 Salamanca;No Residentes;Abril;9
37 Salamanca;No Residentes;Mayo;78
37 Salamanca;No Residentes;Junio;178
37 Salamanca;No Residentes;Julio;504
37 Salamanca;No Residentes;Agosto;660
37 Salamanca;No Residentes;Septiembre;546
37 Salamanca;No Residentes;Octubre;461
37 Salamanca;No Residentes;Noviembre;226
37 Salamanca;No Residentes;Diciembre;277
38 Santa Cruz de Tenerife;Total;Total;42.926
38 Santa Cruz de Tenerife;Total;Enero;1.729
38 Santa Cruz de Tenerife;Total;Febrero;2.323
38 Santa Cruz de Tenerife;Total;Marzo;2.599
38 Santa Cruz de Tenerife;Total;Abril;2.001
38 Santa Cruz de Tenerife;Total;Mayo;2.340
38 Santa Cruz de Tenerife;Total;Junio;2.420
38 Santa Cruz de Tenerife;Total;Julio;4.134
38 Santa Cruz de Tenerife;Total;Agosto;5.603
38 Santa Cruz de Tenerife;Total;Septiembre;4.135
38 Santa Cruz de Tenerife;Total;Octubre;4.719
38 Santa Cruz de Tenerife;Total;Noviembre;5.607
38 Santa Cruz de Tenerife;Total;Diciembre;5.317
38 Santa Cruz de Tenerife;Residentes en España;Total;24.471
38 Santa Cruz de Tenerife;Residentes en España;Enero;994
38 Santa Cruz de Tenerife;Residentes en España;Febrero;1.415
38 Santa Cruz de Tenerife;Residentes en España;Marzo;1.659
38 Santa Cruz de Tenerife;Residentes en España;Abril;1.295
38 Santa Cruz de Tenerife;Residentes en España;Mayo;1.276
38 Santa Cruz de Tenerife;Residentes en España;Junio;1.523
38 Santa Cruz de Tenerife;Residentes en España;Julio;3.034
38 Santa Cruz de Tenerife;Residentes en España;Agosto;4.202
38 Santa Cruz de Tenerife;Residentes en España;Septiembre;2.381
38 Santa Cruz de Tenerife;Residentes en España;Octubre;2.238
38 Santa Cruz de Tenerife;Residentes en España;Noviembre;2.132
38 Santa Cruz de Tenerife;Residentes en España;Diciembre;2.322
38 Santa Cruz de Tenerife;No Residentes;Total;18.455
38 Santa Cruz de Tenerife;No Residentes;Enero;735
38 Santa Cruz de Tenerife;No Residentes;Febrero;908
38 Santa Cruz de Tenerife;No Residentes;Marzo;940
38 Santa Cruz de Tenerife;No Residentes;Abril;706
38 Santa Cruz de Tenerife;No Residentes;Mayo;1.064
38 Santa Cruz de Tenerife;No Residentes;Junio;897
38 Santa Cruz de Tenerife;No Residentes;Julio;1.100
38 Santa Cruz de Tenerife;No Residentes;Agosto;1.401
38 Santa Cruz de Tenerife;No Residentes;Septiembre;1.754
38 Santa Cruz de Tenerife;No Residentes;Octubre;2.481
38 Santa Cruz de Tenerife;No Residentes;Noviembre;3.476
38 Santa Cruz de Tenerife;No Residentes;Diciembre;2.994
40 Segovia;Total;Total;71.459
40 Segovia;Total;Enero;337
40 Segovia;Total;Febrero;361
40 Segovia;Total;Marzo;1.027
40 Segovia;Total;Abril;1.397
40 Segovia;Total;Mayo;3.312
40 Segovia;Total;Junio;6.646
40 Segovia;Total;Julio;9.884
40 Segovia;Total;Agosto;11.056
40 Segovia;Total;Septiembre;8.694
40 Segovia;Total;Octubre;12.323
40 Segovia;Total;Noviembre;7.983
40 Segovia;Total;Diciembre;8.438
40 Segovia;Residentes en España;Total;69.178
40 Segovia;Residentes en España;Enero;328
40 Segovia;Residentes en España;Febrero;348
40 Segovia;Residentes en España;Marzo;1.001
40 Segovia;Residentes en España;Abril;1.387
40 Segovia;Residentes en España;Mayo;3.238
40 Segovia;Residentes en España;Junio;6.531
40 Segovia;Residentes en España;Julio;9.593
40 Segovia;Residentes en España;Agosto;10.492
40 Segovia;Residentes en España;Septiembre;8.245
40 Segovia;Residentes en España;Octubre;12.014
40 Segovia;Residentes en España;Noviembre;7.776
40 Segovia;Residentes en España;Diciembre;8.226
40 Segovia;No Residentes;Total;2.281
40 Segovia;No Residentes;Enero;9
40 Segovia;No Residentes;Febrero;13
40 Segovia;No Residentes;Marzo;26
40 Segovia;No Residentes;Abril;10
40 Segovia;No Residentes;Mayo;74
40 Segovia;No Residentes;Junio;115
40 Segovia;No Residentes;Julio;291
40 Segovia;No Residentes;Agosto;564
40 Segovia;No Residentes;Septiembre;449
40 Segovia;No Residentes;Octubre;309
40 Segovia;No Residentes;Noviembre;207
40 Segovia;No Residentes;Diciembre;212
41 Sevilla;Total;Total;22.946
41 Sevilla;Total;Enero;151
41 Sevilla;Total;Febrero;448
41 Sevilla;Total;Marzo;1.328
41 Sevilla;Total;Abril;1.463
41 Sevilla;Total;Mayo;1.427
41 Sevilla;Total;Junio;2.277
41 Sevilla;Total;Julio;3.236
41 Sevilla;Total;Agosto;3.438
41 Sevilla;Total;Septiembre;2.467
41 Sevilla;Total;Octubre;2.487
41 Sevilla;Total;Noviembre;1.922
41 Sevilla;Total;Diciembre;2.303
41 Sevilla;Residentes en España;Total;20.005
41 Sevilla;Residentes en España;Enero;148
41 Sevilla;Residentes en España;Febrero;438
41 Sevilla;Residentes en España;Marzo;1.298
41 Sevilla;Residentes en España;Abril;1.389
41 Sevilla;Residentes en España;Mayo;1.295
41 Sevilla;Residentes en España;Junio;2.154
41 Sevilla;Residentes en España;Julio;2.900
41 Sevilla;Residentes en España;Agosto;2.906
41 Sevilla;Residentes en España;Septiembre;1.759
41 Sevilla;Residentes en España;Octubre;1.973
41 Sevilla;Residentes en España;Noviembre;1.628
41 Sevilla;Residentes en España;Diciembre;2.118
41 Sevilla;No Residentes;Total;2.941
41 Sevilla;No Residentes;Enero;3
41 Sevilla;No Residentes;Febrero;10
41 Sevilla;No Residentes;Marzo;30
41 Sevilla;No Residentes;Abril;74
41 Sevilla;No Residentes;Mayo;132
41 Sevilla;No Residentes;Junio;123
41 Sevilla;No Residentes;Julio;335
41 Sevilla;No Residentes;Agosto;532
41 Sevilla;No Residentes;Septiembre;708
41 Sevilla;No Residentes;Octubre;514
41 Sevilla;No Residentes;Noviembre;294
41 Sevilla;No Residentes;Diciembre;185
42 Soria;Total;Total;52.984
42 Soria;Total;Enero;63
42 Soria;Total;Febrero;220
42 Soria;Total;Marzo;857
42 Soria;Total;Abril;2.086
42 Soria;Total;Mayo;2.840
42 Soria;Total;Junio;4.485
42 Soria;Total;Julio;7.092
42 Soria;Total;Agosto;9.395
42 Soria;Total;Septiembre;6.431
42 Soria;Total;Octubre;9.010
42 Soria;Total;Noviembre;5.366
42 Soria;Total;Diciembre;5.137
42 Soria;Residentes en España;Total;52.493
42 Soria;Residentes en España;Enero;63
42 Soria;Residentes en España;Febrero;220
42 Soria;Residentes en España;Marzo;842
42 Soria;Residentes en España;Abril;2.086
42 Soria;Residentes en España;Mayo;2.810
42 Soria;Residentes en España;Junio;4.478
42 Soria;Residentes en España;Julio;6.996
42 Soria;Residentes en España;Agosto;9.297
42 Soria;Residentes en España;Septiembre;6.339
42 Soria;Residentes en España;Octubre;8.908
42 Soria;Residentes en España;Noviembre;5.356
42 Soria;Residentes en España;Diciembre;5.097
42 Soria;No Residentes;Total;491
42 Soria;No Residentes;Enero;0
42 Soria;No Residentes;Febrero;0
42 Soria;No Residentes;Marzo;15
42 Soria;No Residentes;Abril;0
42 Soria;No Residentes;Mayo;30
42 Soria;No Residentes;Junio;6
42 Soria;No Residentes;Julio;96
42 Soria;No Residentes;Agosto;98
42 Soria;No Residentes;Septiembre;92
42 Soria;No Residentes;Octubre;102
42 Soria;No Residentes;Noviembre;10
42 Soria;No Residentes;Diciembre;41
43 Tarragona;Total;Total;32.206
43 Tarragona;Total;Enero;199
43 Tarragona;Total;Febrero;80
43 Tarragona;Total;Marzo;704
43 Tarragona;Total;Abril;1.630
43 Tarragona;Total;Mayo;2.659
43 Tarragona;Total;Junio;3.814
43 Tarragona;Total;Julio;4.231
43 Tarragona;Total;Agosto;4.942
43 Tarragona;Total;Septiembre;3.203
43 Tarragona;Total;Octubre;4.571
43 Tarragona;Total;Noviembre;2.773
43 Tarragona;Total;Diciembre;3.400
43 Tarragona;Residentes en España;Total;30.182
43 Tarragona;Residentes en España;Enero;199
43 Tarragona;Residentes en España;Febrero;66
43 Tarragona;Residentes en España;Marzo;697
43 Tarragona;Residentes en España;Abril;1.630
43 Tarragona;Residentes en España;Mayo;2.620
43 Tarragona;Residentes en España;Junio;3.772
43 Tarragona;Residentes en España;Julio;3.865
43 Tarragona;Residentes en España;Agosto;4.415
43 Tarragona;Residentes en España;Septiembre;2.933
43 Tarragona;Residentes en España;Octubre;4.170
43 Tarragona;Residentes en España;Noviembre;2.504
43 Tarragona;Residentes en España;Diciembre;3.312
43 Tarragona;No Residentes;Total;2.023
43 Tarragona;No Residentes;Enero;0
43 Tarragona;No Residentes;Febrero;15
43 Tarragona;No Residentes;Marzo;7
43 Tarragona;No Residentes;Abril;0
43 Tarragona;No Residentes;Mayo;38
43 Tarragona;No Residentes;Junio;41
43 Tarragona;No Residentes;Julio;366
43 Tarragona;No Residentes;Agosto;527
43 Tarragona;No Residentes;Septiembre;270
43 Tarragona;No Residentes;Octubre;401
43 Tarragona;No Residentes;Noviembre;269
43 Tarragona;No Residentes;Diciembre;88
44 Teruel;Total;Total;52.030
44 Teruel;Total;Enero;70
44 Teruel;Total;Febrero;228
44 Teruel;Total;Marzo;775
44 Teruel;Total;Abril;1.621
44 Teruel;Total;Mayo;2.508
44 Teruel;Total;Junio;4.047
44 Teruel;Total;Julio;5.987
44 Teruel;Total;Agosto;9.255
44 Teruel;Total;Septiembre;6.990
44 Teruel;Total;Octubre;8.602
44 Teruel;Total;Noviembre;5.088
44 Teruel;Total;Diciembre;6.859
44 Teruel;Residentes en España;Total;50.064
44 Teruel;Residentes en España;Enero;70
44 Teruel;Residentes en España;Febrero;194
44 Teruel;Residentes en España;Marzo;620
44 Teruel;Residentes en España;Abril;1.575
44 Teruel;Residentes en España;Mayo;2.356
44 Teruel;Residentes en España;Junio;3.935
44 Teruel;Residentes en España;Julio;5.784
44 Teruel;Residentes en España;Agosto;9.051
44 Teruel;Residentes en España;Septiembre;6.568
44 Teruel;Residentes en España;Octubre;8.218
44 Teruel;Residentes en España;Noviembre;5.019
44 Teruel;Residentes en España;Diciembre;6.675
44 Teruel;No Residentes;Total;1.966
44 Teruel;No Residentes;Enero;0
44 Teruel;No Residentes;Febrero;34
44 Teruel;No Residentes;Marzo;155
44 Teruel;No Residentes;Abril;47
44 Teruel;No Residentes;Mayo;152
44 Teruel;No Residentes;Junio;112
44 Teruel;No Residentes;Julio;204
44 Teruel;No Residentes;Agosto;203
44 Teruel;No Residentes;Septiembre;422
44 Teruel;No Residentes;Octubre;384
44 Teruel;No Residentes;Noviembre;69
44 Teruel;No Residentes;Diciembre;184
45 Toledo;Total;Total;46.732
45 Toledo;Total;Enero;104
45 Toledo;Total;Febrero;148
45 Toledo;Total;Marzo;900
45 Toledo;Total;Abril;1.137
45 Toledo;Total;Mayo;2.171
45 Toledo;Total;Junio;5.576
45 Toledo;Total;Julio;7.513
45 Toledo;Total;Agosto;6.123
45 Toledo;Total;Septiembre;6.197
45 Toledo;Total;Octubre;6.816
45 Toledo;Total;Noviembre;5.021
45 Toledo;Total;Diciembre;5.025
45 Toledo;Residentes en España;Total;46.219
45 Toledo;Residentes en España;Enero;104
45 Toledo;Residentes en España;Febrero;148
45 Toledo;Residentes en España;Marzo;900
45 Toledo;Residentes en España;Abril;1.118
45 Toledo;Residentes en España;Mayo;2.126
45 Toledo;Residentes en España;Junio;5.507
45 Toledo;Residentes en España;Julio;7.436
45 Toledo;Residentes en España;Agosto;6.023
45 Toledo;Residentes en España;Septiembre;6.126
45 Toledo;Residentes en España;Octubre;6.737
45 Toledo;Residentes en España;Noviembre;5.004
45 Toledo;Residentes en España;Diciembre;4.990
45 Toledo;No Residentes;Total;514
45 Toledo;No Residentes;Enero;0
45 Toledo;No Residentes;Febrero;0
45 Toledo;No Residentes;Marzo;0
45 Toledo;No Residentes;Abril;19
45 Toledo;No Residentes;Mayo;45
45 Toledo;No Residentes;Junio;69
45 Toledo;No Residentes;Julio;78
45 Toledo;No Residentes;Agosto;100
45 Toledo;No Residentes;Septiembre;71
45 Toledo;No Residentes;Octubre;79
45 Toledo;No Residentes;Noviembre;18
45 Toledo;No Residentes;Diciembre;35
46 Valencia/València;Total;Total;45.362
46 Valencia/València;Total;Enero;836
46 Valencia/València;Total;Febrero;284
46 Valencia/València;Total;Marzo;2.238
46 Valencia/València;Total;Abril;3.705
46 Valencia/València;Total;Mayo;3.946
46 Valencia/València;Total;Junio;3.967
46 Valencia/València;Total;Julio;5.223
46 Valencia/València;Total;Agosto;5.997
46 Valencia/València;Total;Septiembre;4.537
46 Valencia/València;Total;Octubre;5.851
46 Valencia/València;Total;Noviembre;3.984
46 Valencia/València;Total;Diciembre;4.796
46 Valencia/València;Residentes en España;Total;42.281
46 Valencia/València;Residentes en España;Enero;830
46 Valencia/València;Residentes en España;Febrero;257
46 Valencia/València;Residentes en España;Marzo;2.195
46 Valencia/València;Residentes en España;Abril;3.637
46 Valencia/València;Residentes en España;Mayo;3.738
46 Valencia/València;Residentes en España;Junio;3.789
46 Valencia/València;Residentes en España;Julio;4.856
46 Valencia/València;Residentes en España;Agosto;5.272
46 Valencia/València;Residentes en España;Septiembre;4.018
46 Valencia/València;Residentes en España;Octubre;5.382
46 Valencia/València;Residentes en España;Noviembre;3.637
46 Valencia/València;Residentes en España;Diciembre;4.670
46 Valencia/València;No Residentes;Total;3.081
46 Valencia/València;No Residentes;Enero;6
46 Valencia/València;No Residentes;Febrero;27
46 Valencia/València;No Residentes;Marzo;42
46 Valencia/València;No Residentes;Abril;68
46 Valencia/València;No Residentes;Mayo;208
46 Valencia/València;No Residentes;Junio;177
46 Valencia/València;No Residentes;Julio;367
46 Valencia/València;No Residentes;Agosto;724
46 Valencia/València;No Residentes;Septiembre;519
46 Valencia/València;No Residentes;Octubre;469
46 Valencia/València;No Residentes;Noviembre;347
46 Valencia/València;No Residentes;Diciembre;126
47 Valladolid;Total;Total;31.983
47 Valladolid;Total;Enero;262
47 Valladolid;Total;Febrero;257
47 Valladolid;Total;Marzo;558
47 Valladolid;Total;Abril;839
47 Valladolid;Total;Mayo;1.445
47 Valladolid;Total;Junio;2.589
47 Valladolid;Total;Julio;4.559
47 Valladolid;Total;Agosto;5.478
47 Valladolid;Total;Septiembre;3.737
47 Valladolid;Total;Octubre;4.964
47 Valladolid;Total;Noviembre;3.422
47 Valladolid;Total;Diciembre;3.874
47 Valladolid;Residentes en España;Total;29.461
47 Valladolid;Residentes en España;Enero;229
47 Valladolid;Residentes en España;Febrero;249
47 Valladolid;Residentes en España;Marzo;540
47 Valladolid;Residentes en España;Abril;789
47 Valladolid;Residentes en España;Mayo;1.385
47 Valladolid;Residentes en España;Junio;2.468
47 Valladolid;Residentes en España;Julio;4.200
47 Valladolid;Residentes en España;Agosto;5.047
47 Valladolid;Residentes en España;Septiembre;3.217
47 Valladolid;Residentes en España;Octubre;4.446
47 Valladolid;Residentes en España;Noviembre;3.113
47 Valladolid;Residentes en España;Diciembre;3.779
47 Valladolid;No Residentes;Total;2.522
47 Valladolid;No Residentes;Enero;33
47 Valladolid;No Residentes;Febrero;8
47 Valladolid;No Residentes;Marzo;18
47 Valladolid;No Residentes;Abril;50
47 Valladolid;No Residentes;Mayo;60
47 Valladolid;No Residentes;Junio;121
47 Valladolid;No Residentes;Julio;359
47 Valladolid;No Residentes;Agosto;431
47 Valladolid;No Residentes;Septiembre;519
47 Valladolid;No Residentes;Octubre;518
47 Valladolid;No Residentes;Noviembre;309
47 Valladolid;No Residentes;Diciembre;95
49 Zamora;Total;Total;48.024
49 Zamora;Total;Enero;305
49 Zamora;Total;Febrero;505
49 Zamora;Total;Marzo;1.686
49 Zamora;Total;Abril;1.835
49 Zamora;Total;Mayo;2.914
49 Zamora;Total;Junio;3.808
49 Zamora;Total;Julio;8.992
49 Zamora;Total;Agosto;10.938
49 Zamora;Total;Septiembre;5.522
49 Zamora;Total;Octubre;5.890
49 Zamora;Total;Noviembre;2.565
49 Zamora;Total;Diciembre;3.065
49 Zamora;Residentes en España;Total;46.258
49 Zamora;Residentes en España;Enero;299
49 Zamora;Residentes en España;Febrero;499
49 Zamora;Residentes en España;Marzo;1.648
49 Zamora;Residentes en España;Abril;1.804
49 Zamora;Residentes en España;Mayo;2.866
49 Zamora;Residentes en España;Junio;3.649
49 Zamora;Residentes en España;Julio;8.746
49 Zamora;Residentes en España;Agosto;10.566
49 Zamora;Residentes en España;Septiembre;5.233
49 Zamora;Residentes en España;Octubre;5.512
49 Zamora;Residentes en España;Noviembre;2.429
49 Zamora;Residentes en España;Diciembre;3.007
49 Zamora;No Residentes;Total;1.766
49 Zamora;No Residentes;Enero;6
49 Zamora;No Residentes;Febrero;6
49 Zamora;No Residentes;Marzo;37
49 Zamora;No Residentes;Abril;31
49 Zamora;No Residentes;Mayo;48
49 Zamora;No Residentes;Junio;160
49 Zamora;No Residentes;Julio;245
49 Zamora;No Residentes;Agosto;372
49 Zamora;No Residentes;Septiembre;289
49 Zamora;No Residentes;Octubre;378
49 Zamora;No Residentes;Noviembre;136
49 Zamora;No Residentes;Diciembre;58
50 Zaragoza;Total;Total;35.221
50 Zaragoza;Total;Enero;264
50 Zaragoza;Total;Febrero;535
50 Zaragoza;Total;Marzo;1.557
50 Zaragoza;Total;Abril;1.295
50 Zaragoza;Total;Mayo;1.576
50 Zaragoza;Total;Junio;3.277
50 Zaragoza;Total;Julio;4.462
50 Zaragoza;Total;Agosto;6.190
50 Zaragoza;Total;Septiembre;4.067
50 Zaragoza;Total;Octubre;5.035
50 Zaragoza;Total;Noviembre;3.244
50 Zaragoza;Total;Diciembre;3.719
50 Zaragoza;Residentes en España;Total;33.334
50 Zaragoza;Residentes en España;Enero;257
50 Zaragoza;Residentes en España;Febrero;528
50 Zaragoza;Residentes en España;Marzo;1.537
50 Zaragoza;Residentes en España;Abril;1.276
50 Zaragoza;Residentes en España;Mayo;1.532
50 Zaragoza;Residentes en España;Junio;3.212
50 Zaragoza;Residentes en España;Julio;4.310
50 Zaragoza;Residentes en España;Agosto;5.796
50 Zaragoza;Residentes en España;Septiembre;3.849
50 Zaragoza;Residentes en España;Octubre;4.767
50 Zaragoza;Residentes en España;Noviembre;2.877
50 Zaragoza;Residentes en España;Diciembre;3.395
50 Zaragoza;No Residentes;Total;1.886
50 Zaragoza;No Residentes;Enero;7
50 Zaragoza;No Residentes;Febrero;7
50 Zaragoza;No Residentes;Marzo;20
50 Zaragoza;No Residentes;Abril;19
50 Zaragoza;No Residentes;Mayo;44
50 Zaragoza;No Residentes;Junio;65
50 Zaragoza;No Residentes;Julio;153
50 Zaragoza;No Residentes;Agosto;394
50 Zaragoza;No Residentes;Septiembre;219
50 Zaragoza;No Residentes;Octubre;269
50 Zaragoza;No Residentes;Noviembre;366
50 Zaragoza;No Residentes;Diciembre;324
