Provincias de destino;Procedencia de los viajeros;Meses;Total
14 Córdoba;Total;Octubre;5.676
14 Córdoba;Total;Noviembre;3.774
14 Córdoba;Total;Diciembre;4.348
14 Córdoba;Residentes en España;Total;31.042
14 Córdoba;Residentes en España;Enero;215
14 Córdoba;Residentes en España;Febrero;309
14 Córdoba;Residentes en España;Marzo;1.126
14 Córdoba;Residentes en España;Abril;1.550
14 Córdoba;Residentes en España;Mayo;1.774
14 Córdoba;Residentes en España;Junio;2.785
14 Córdoba;Residentes en España;Julio;4.566
14 Córdoba;Residentes en España;Agosto;4.435
14 Córdoba;Residentes en España;Septiembre;2.965
14 Córdoba;Residentes en España;Octubre;4.100
14 Córdoba;Residentes en España;Noviembre;3.060
14 Córdoba;Residentes en España;Diciembre;4.155
14 Córdoba;No Residentes;Total;5.107
14 Córdoba;No Residentes;Enero;8
14 Córdoba;No Residentes;Febrero;0
14 Córdoba;No Residentes;Marzo;131
14 Córdoba;No Residentes;Abril;63
14 Córdoba;No Residentes;Mayo;122
14 Córdoba;No Residentes;Junio;252
14 Córdoba;No Residentes;Julio;430
14 Córdoba;No Residentes;Agosto;738
14 Córdoba;No Residentes;Septiembre;881
14 Córdoba;No Residentes;Octubre;1.576
14 Córdoba;No Residentes;Noviembre;714
14 Córdoba;No Residentes;Diciembre;193
15 Coruña, A;Total;Total;46.297
15 Coruña, A;Total;Enero;52
15 Coruña, A;Total;Febrero;52
15 Coruña, A;Total;Marzo;840
15 Coruña, A;Total;Abril;1.385
15 Coruña, A;Total;Mayo;2.051
15 Coruña, A;Total;Junio;2.917
15 Coruña, A;Total;Julio;8.188
15 Coruña, A;Total;Agosto;12.606
15 Coruña, A;Total;Septiembre;8.059
15 Coruña, A;Total;Octubre;6.596
15 Coruña, A;Total;Noviembre;1.772
15 Coruña, A;Total;Diciembre;1.778
15 Coruña, A;Residentes en España;Total;37.623
15 Coruña, A;Residentes en España;Enero;52
15 Coruña, A;Residentes en España;Febrero;52
15 Coruña, A;Residentes en España;Marzo;830
15 Coruña, A;Residentes en España;Abril;1.268
15 Coruña, A;Residentes en España;Mayo;1.910
15 Coruña, A;Residentes en España;Junio;2.457
15 Coruña, A;Residentes en España;Julio;6.938
15 Coruña, A;Residentes en España;Agosto;10.664
15 Coruña, A;Residentes en España;Septiembre;5.686
15 Coruña, A;Residentes en España;Octubre;4.806
15 Coruña, A;Residentes en España;Noviembre;1.461
15 Coruña, A;Residentes en España;Diciembre;1.499
15 Coruña, A;No Residentes;Total;8.675
15 Coruña, A;No Residentes;Enero;0
15 Coruña, A;No Residentes;Febrero;0
15 Coruña, A;No Residentes;Marzo;9
15 Coruña, A;No Residentes;Abril;117
15 Coruña, A;No Residentes;Mayo;141
15 Coruña, A;No Residentes;Junio;461
15 Coruña, A;No Residentes;Julio;1.250
15 Coruña, A;No Residentes;Agosto;1.943
15 Coruña, A;No Residentes;Septiembre;2.373
15 Coruña, A;No Residentes;Octubre;1.790
15 Coruña, A;No Residentes;Noviembre;311
15 Coruña, A;No Residentes;Diciembre;279
16 Cuenca;Total;Total;42.113
16 Cuenca;Total;Enero;48
16 Cuenca;Total;Febrero;94
16 Cuenca;Total;Marzo;790
16 Cuenca;Total;Abril;1.285
16 Cuenca;Total;Mayo;1.922
16 Cuenca;Total;Junio;4.474
16 Cuenca;Total;Julio;7.064
16 Cuenca;Total;Agosto;7.349
16 Cuenca;Total;Septiembre;4.627
16 Cuenca;Total;Octubre;4.979
16 Cuenca;Total;Noviembre;3.275
16 Cuenca;Total;Diciembre;6.206
16 Cuenca;Residentes en España;Total;41.229
16 Cuenca;Residentes en España;Enero;34
16 Cuenca;Residentes en España;Febrero;94
16 Cuenca;Residentes en España;Marzo;790
16 Cuenca;Residentes en España;Abril;1.251
16 Cuenca;Residentes en España;Mayo;1.910
16 Cuenca;Residentes en España;Junio;4.388
16 Cuenca;Residentes en España;Julio;6.810
16 Cuenca;Residentes en España;Agosto;7.194
16 Cuenca;Residentes en España;Septiembre;4.600
16 Cuenca;Residentes en España;Octubre;4.961
16 Cuenca;Residentes en España;Noviembre;3.264
16 Cuenca;Residentes en España;Diciembre;5.934
16 Cuenca;No Residentes;Total;884
16 Cuenca;No Residentes;Enero;14
16 Cuenca;No Residentes;Febrero;0
16 Cuenca;No Residentes;Marzo;0
16 Cuenca;No Residentes;Abril;34
16 Cuenca;No Residentes;Mayo;12
16 Cuenca;No Residentes;Junio;87
16 Cuenca;No Residentes;Julio;254
16 Cuenca;No Residentes;Agosto;154
16 Cuenca;No Residentes;Septiembre;27
16 Cuenca;No Residentes;Octubre;19
16 Cuenca;No Residentes;Noviembre;12
16 Cuenca;No Residentes;Diciembre;272
20 Gipuzkoa;Total;Total;63.200
20 Gipuzkoa;Total;Enero;727
20 Gipuzkoa;Total;Febrero;574
20 Gipuzkoa;Total;Marzo;3.346
20 Gipuzkoa;Total;Abril;3.229
20 Gipuzkoa;Total;Mayo;2.736
20 Gipuzkoa;Total;Junio;5.697
20 Gipuzkoa;Total;Julio;9.929
20 Gipuzkoa;Total;Agosto;12.424
20 Gipuzkoa;Total;Septiembre;8.616
20 Gipuzkoa;Total;Octubre;7.392
20 Gipuzkoa;Total;Noviembre;4.329
20 Gipuzkoa;Total;Diciembre;4.201
20 Gipuzkoa;Residentes en España;Total;55.516
20 Gipuzkoa;Residentes en España;Enero;656
20 Gipuzkoa;Residentes en España;Febrero;475
20 Gipuzkoa;Residentes en España;Marzo;3.248
20 Gipuzkoa;Residentes en España;Abril;3.140
20 Gipuzkoa;Residentes en España;Mayo;2.523
20 Gipuzkoa;Residentes en España;Junio;5.234
20 Gipuzkoa;Residentes en España;Julio;8.643
20 Gipuzkoa;Residentes en España;Agosto;10.903
20 Gipuzkoa;Residentes en España;Septiembre;6.904
20 Gipuzkoa;Residentes en España;Octubre;6.322
20 Gipuzkoa;Residentes en España;Noviembre;3.862
20 Gipuzkoa;Residentes en España;Diciembre;3.607
20 Gipuzkoa;No Residentes;Total;7.684
20 Gipuzkoa;No Residentes;Enero;71
20 Gipuzkoa;No Residentes;Febrero;100
20 Gipuzkoa;No Residentes;Marzo;98
20 Gipuzkoa;No Residentes;Abril;88
20 Gipuzkoa;No Residentes;Mayo;213
20 Gipuzkoa;No Residentes;Junio;463
20 Gipuzkoa;No Residentes;Julio;1.285
20 Gipuzkoa;No Residentes;Agosto;1.522
20 Gipuzkoa;No Residentes;Septiembre;1.712
20 Gipuzkoa;No Residentes;Octubre;1.070
20 Gipuzkoa;No Residentes;Noviembre;467
20 Gipuzkoa;No Residentes;Diciembre;594
17 Girona;Total;Total;170.684
17 Girona;Total;Enero;1.046
17 Girona;Total;Febrero;692
17 Girona;Total;Marzo;5.564
17 Girona;Total;Abril;7.273
17 Girona;Total;Mayo;12.955
17 Girona;Total;Junio;18.354
17 Girona;Total;Julio;24.603
17 Girona;Total;Agosto;27.720
17 Girona;Total;Septiembre;19.551
17 Girona;Total;Octubre;21.859
17 Girona;Total;Noviembre;13.641
17 Girona;Total;Diciembre;17.425
17 Girona;Residentes en España;Total;159.381
17 Girona;Residentes en España;Enero;1.046
17 Girona;Residentes en España;Febrero;692
17 Girona;Residentes en España;Marzo;5.285
17 Girona;Residentes en España;Abril;7.040
17 Girona;Residentes en España;Mayo;12.449
17 Girona;Residentes en España;Junio;17.551
17 Girona;Residentes en España;Julio;21.564
17 Girona;Residentes en España;Agosto;25.378
17 Girona;Residentes en España;Septiembre;18.005
17 Girona;Residentes en España;Octubre;20.543
17 Girona;Residentes en España;Noviembre;12.982
17 Girona;Residentes en España;Diciembre;16.845
17 Girona;No Residentes;Total;11.303
17 Girona;No Residentes;Enero;0
17 Girona;No Residentes;Febrero;0
17 Girona;No Residentes;Marzo;279
17 Girona;No Residentes;Abril;234
17 Girona;No Residentes;Mayo;506
17 Girona;No Residentes;Junio;803
17 Girona;No Residentes;Julio;3.039
17 Girona;No Residentes;Agosto;2.342
17 Girona;No Residentes;Septiembre;1.546
17 Girona;No Residentes;Octubre;1.316
17 Girona;No Residentes;Noviembre;659
17 Girona;No Residentes;Diciembre;579
18 Granada;Total;Total;26.061
18 Granada;Total;Enero;390
18 Granada;Total;Febrero;273
18 Granada;Total;Marzo;477
18 Granada;Total;Abril;637
18 Granada;Total;Mayo;1.111
18 Granada;Total;Junio;1.759
18 Granada;Total;Julio;3.840
18 Granada;Total;Agosto;4.863
18 Granada;Total;Septiembre;3.489
18 Granada;Total;Octubre;4.109
18 Granada;Total;Noviembre;2.286
18 Granada;Total;Diciembre;2.826
18 Granada;Residentes en España;Total;20.668
18 Granada;Residentes en España;Enero;336
18 Granada;Residentes en España;Febrero;260
18 Granada;Residentes en España;Marzo;477
18 Granada;Residentes en España;Abril;608
18 Granada;Residentes en España;Mayo;986
18 Granada;Residentes en España;Junio;1.382
18 Granada;Residentes en España;Julio;3.049
18 Granada;Residentes en España;Agosto;4.057
18 Granada;Residentes en España;Septiembre;2.254
18 Granada;Residentes en España;Octubre;2.883
18 Granada;Residentes en España;Noviembre;1.800
18 Granada;Residentes en España;Diciembre;2.576
18 Granada;No Residentes;Total;5.393
18 Granada;No Residentes;Enero;54
18 Granada;No Residentes;Febrero;13
18 Granada;No Residentes;Marzo;0
18 Granada;No Residentes;Abril;29
18 Granada;No Residentes;Mayo;125
18 Granada;No Residentes;Junio;377
18 Granada;No Residentes;Julio;791
18 Granada;No Residentes;Agosto;807
18 Granada;No Residentes;Septiembre;1.235
18 Granada;No Residentes;Octubre;1.226
18 Granada;No Residentes;Noviembre;486
18 Granada;No Residentes;Diciembre;249
19 Guadalajara;Total;Total;46.381
19 Guadalajara;Total;Enero;378
19 Guadalajara;Total;Febrero;443
19 Guadalajara;Total;Marzo;1.542
19 Guadalajara;Total;Abril;1.511
19 Guadalajara;Total;Mayo;2.576
19 Guadalajara;Total;Junio;4.842
19 Guadalajara;Total;Julio;6.526
19 Guadalajara;Total;Agosto;5.672
19 Guadalajara;Total;Septiembre;4.320
19 Guadalajara;Total;Octubre;7.327
19 Guadalajara;Total;Noviembre;5.496
19 Guadalajara;Total;Diciembre;5.749
19 Guadalajara;Residentes en España;Total;44.847
19 Guadalajara;Residentes en España;Enero;277
19 Guadalajara;Residentes en España;Febrero;363
19 Guadalajara;Residentes en España;Marzo;1.470
19 Guadalajara;Residentes en España;Abril;1.441
19 Guadalajara;Residentes en España;Mayo;2.545
19 Guadalajara;Residentes en España;Junio;4.739
19 Guadalajara;Residentes en España;Julio;6.418
19 Guadalajara;Residentes en España;Agosto;5.539
19 Guadalajara;Residentes en España;Septiembre;4.148
19 Guadalajara;Residentes en España;Octubre;7.009
19 Guadalajara;Residentes en España;Noviembre;5.358
19 Guadalajara;Residentes en España;Diciembre;5.540
19 Guadalajara;No Residentes;Total;1.534
19 Guadalajara;No Residentes;Enero;101
19 Guadalajara;No Residentes;Febrero;80
19 Guadalajara;No Residentes;Marzo;71
19 Guadalajara;No Residentes;Abril;70
19 Guadalajara;No Residentes;Mayo;32
19 Guadalajara;No Residentes;Junio;103
19 Guadalajara;No Residentes;Julio;109
19 Guadalajara;No Residentes;Agosto;133
19 Guadalajara;No Residentes;Septiembre;172
19 Guadalajara;No Residentes;Octubre;318
19 Guadalajara;No Residentes;Noviembre;137
19 Guadalajara;No Residentes;Diciembre;209
21 Huelva;Total;Total;27.591
21 Huelva;Total;Enero;637
21 Huelva;Total;Febrero;250
21 Huelva;Total;Marzo;911
21 Huelva;Total;Abril;998
21 Huelva;Total;Mayo;684
21 Huelva;Total;Junio;2.229
21 Huelva;Total;Julio;3.413
21 Huelva;Total;Agosto;4.076
21 Huelva;Total;Septiembre;3.031
21 Huelva;Total;Octubre;4.180
21 Huelva;Total;Noviembre;3.327
21 Huelva;Total;Diciembre;3.854
21 Huelva;Residentes en España;Total;26.410
21 Huelva;Residentes en España;Enero;630
21 Huelva;Residentes en España;Febrero;247
21 Huelva;Residentes en España;Marzo;898
21 Huelva;Residentes en España;Abril;991
21 Huelva;Residentes en España;Mayo;659
21 Huelva;Residentes en España;Junio;2.207
21 Huelva;Residentes en España;Julio;3.295
21 Huelva;Residentes en España;Agosto;3.930
21 Huelva;Residentes en España;Septiembre;2.724
21 Huelva;Residentes en España;Octubre;3.906
21 Huelva;Residentes en España;Noviembre;3.120
21 Huelva;Residentes en España;Diciembre;3.803
21 Huelva;No Residentes;Total;1.181
21 Huelva;No Residentes;Enero;7
21 Huelva;No Residentes;Febrero;4
21 Huelva;No Residentes;Marzo;13
21 Huelva;No Residentes;Abril;7
21 Huelva;No Residentes;Mayo;24
21 Huelva;No Residentes;Junio;23
21 Huelva;No Residentes;Julio;118
21 Huelva;No Residentes;Agosto;145
21 Huelva;No Residentes;Septiembre;308
21 Huelva;No Residentes;Octubre;273
21 Huelva;No Residentes;Noviembre;207
21 Huelva;No Residentes;Diciembre;52
22 Huesca;Total;Total;81.253
22 Huesca;Total;Enero;429
22 Huesca;Total;Febrero;634
22 Huesca;Total;Marzo;2.021
22 Huesca;Total;Abril;3.302
22 Huesca;Total;Mayo;3.395
22 Huesca;Total;Junio;6.558
22 Huesca;Total;Julio;13.642
22 Huesca;Total;Agosto;18.386
22 Huesca;Total;Septiembre;9.129
22 Huesca;Total;Octubre;10.504
22 Huesca;Total;Noviembre;4.863
22 Huesca;Total;Diciembre;8.389
22 Huesca;Residentes en España;Total;73.554
22 Huesca;Residentes en España;Enero;429
22 Huesca;Residentes en España;Febrero;634
22 Huesca;Residentes en España;Marzo;1.997
22 Huesca;Residentes en España;Abril;3.277
22 Huesca;Residentes en España;Mayo;3.184
22 Huesca;Residentes en España;Junio;6.125
22 Huesca;Residentes en España;Julio;12.030
22 Huesca;Residentes en España;Agosto;16.293
22 Huesca;Residentes en España;Septiembre;8.078
22 Huesca;Residentes en España;Octubre;9.436
22 Huesca;Residentes en España;Noviembre;4.138
22 Huesca;Residentes en España;Diciembre;7.932
22 Huesca;No Residentes;Total;7.699
22 Huesca;No Residentes;Enero;0
22 Huesca;No Residentes;Febrero;0
22 Huesca;No Residentes;Marzo;24
22 Huesca;No Residentes;Abril;25
22 Huesca;No Residentes;Mayo;210
22 Huesca;No Residentes;Junio;434
22 Huesca;No Residentes;Julio;1.612
22 Huesca;No Residentes;Agosto;2.093
22 Huesca;No Residentes;Septiembre;1.051
22 Huesca;No Residentes;Octubre;1.067
22 Huesca;No Residentes;Noviembre;725
22 Huesca;No Residentes;Diciembre;458
23 Jaén;Total;Total;25.993
23 Jaén;Total;Enero;363
23 Jaén;Total;Febrero;337
23 Jaén;Total;Marzo;988
23 Jaén;Total;Abril;742
23 Jaén;Total;Mayo;1.378
23 Jaén;Total;Junio;2.141
23 Jaén;Total;Julio;3.487
23 Jaén;Total;Agosto;4.858
23 Jaén;Total;Septiembre;3.107
23 Jaén;Total;Octubre;3.425
23 Jaén;Total;Noviembre;2.286
23 Jaén;Total;Diciembre;2.881
23 Jaén;Residentes en España;Total;25.010
23 Jaén;Residentes en España;Enero;363
23 Jaén;Residentes en España;Febrero;337
23 Jaén;Residentes en España;Marzo;973
23 Jaén;Residentes en España;Abril;730
23 Jaén;Residentes en España;Mayo;1.340
23 Jaén;Residentes en España;Junio;2.099
23 Jaén;Residentes en España;Julio;3.429
23 Jaén;Residentes en España;Agosto;4.741
23 Jaén;Residentes en España;Septiembre;2.857
23 Jaén;Residentes en España;Octubre;3.191
23 Jaén;Residentes en España;Noviembre;2.117
23 Jaén;Residentes en España;Diciembre;2.833
23 Jaén;No Residentes;Total;983
23 Jaén;No Residentes;Enero;0
23 Jaén;No Residentes;Febrero;0
23 Jaén;No Residentes;Marzo;15
23 Jaén;No Residentes;Abril;12
23 Jaén;No Residentes;Mayo;37
23 Jaén;No Residentes;Junio;42
23 Jaén;No Residentes;Julio;57
23 Jaén;No Residentes;Agosto;116
23 Jaén;No Residentes;Septiembre;251
23 Jaén;No Residentes;Octubre;234
23 Jaén;No Residentes;Noviembre;169
23 Jaén;No Residentes;Diciembre;48
24 León;Total;Total;98.730
24 León;Total;Enero;632
24 León;Total;Febrero;458
24 León;Total;Marzo;3.201
24 León;Total;Abril;4.628
24 León;Total;Mayo;5.659
24 León;Total;Junio;8.228
24 León;Total;Julio;14.389
24 León;Total;Agosto;24.067
24 León;Total;Septiembre;13.540
24 León;Total;Octubre;12.311
24 León;Total;Noviembre;5.181
24 León;Total;Diciembre;6.437
24 León;Residentes en España;Total;93.439
24 León;Residentes en España;Enero;632
24 León;Residentes en España;Febrero;454
24 León;Residentes en España;Marzo;3.155
24 León;Residentes en España;Abril;4.600
24 León;Residentes en España;Mayo;5.560
24 León;Residentes en España;Junio;7.810
24 León;Residentes en España;Julio;13.569
24 León;Residentes en España;Agosto;22.847
24 León;Residentes en España;Septiembre;11.987
24 León;Residentes en España;Octubre;11.600
24 León;Residentes en España;Noviembre;4.981
24 León;Residentes en España;Diciembre;6.245
24 León;No Residentes;Total;5.291
24 León;No Residentes;Enero;0
24 León;No Residentes;Febrero;4
24 León;No Residentes;Marzo;46
24 León;No Residentes;Abril;28
24 León;No Residentes;Mayo;99
24 León;No Residentes;Junio;418
24 León;No Residentes;Julio;819
24 León;No Residentes;Agosto;1.220
24 León;No Residentes;Septiembre;1.552
24 León;No Residentes;Octubre;711
24 León;No Residentes;Noviembre;200
24 León;No Residentes;Diciembre;192
25 Lleida;Total;Total;74.742
25 Lleida;Total;Enero;835
25 Lleida;Total;Febrero;63
25 Lleida;Total;Marzo;2.158
25 Lleida;Total;Abril;2.502
25 Lleida;Total;Mayo;4.651
25 Lleida;Total;Junio;6.840
25 Lleida;Total;Julio;10.209
25 Lleida;Total;Agosto;12.908
25 Lleida;Total;Septiembre;8.677
25 Lleida;Total;Octubre;10.446
25 Lleida;Total;Noviembre;5.986
25 Lleida;Total;Diciembre;9.467
25 Lleida;Residentes en España;Total;71.758
25 Lleida;Residentes en España;Enero;822
25 Lleida;Residentes en España;Febrero;63
25 Lleida;Residentes en España;Marzo;2.158
25 Lleida;Residentes en España;Abril;2.368
25 Lleida;Residentes en España;Mayo;4.390
25 Lleida;Residentes en España;Junio;6.772
25 Lleida;Residentes en España;Julio;9.539
25 Lleida;Residentes en España;Agosto;11.820
25 Lleida;Residentes en España;Septiembre;8.321
25 Lleida;Residentes en España;Octubre;10.401
25 Lleida;Residentes en España;Noviembre;5.921
25 Lleida;Residentes en España;Diciembre;9.184
25 Lleida;No Residentes;Total;2.984
25 Lleida;No Residentes;Enero;13
25 Lleida;No Residentes;Febrero;0
25 Lleida;No Residentes;Marzo;0
25 Lleida;No Residentes;Abril;134
25 Lleida;No Residentes;Mayo;262
25 Lleida;No Residentes;Junio;68
25 Lleida;No Residentes;Julio;670
25 Lleida;No Residentes;Agosto;1.089
25 Lleida;No Residentes;Septiembre;356
25 Lleida;No Residentes;Octubre;45
25 Lleida;No Residentes;Noviembre;65
25 Lleida;No Residentes;Diciembre;282
27 Lugo;Total;Total;42.000
27 Lugo;Total;Enero;65
27 Lugo;Total;Febrero;31
27 Lugo;Total;Marzo;656
27 Lugo;Total;Abril;1.302
27 Lugo;Total;Mayo;2.469
27 Lugo;Total;Junio;2.985
27 Lugo;Total;Julio;6.853
27 Lugo;Total;Agosto;11.615
27 Lugo;Total;Septiembre;6.763
27 Lugo;Total;Octubre;5.319
27 Lugo;Total;Noviembre;2.201
27 Lugo;Total;Diciembre;1.741
27 Lugo;Residentes en España;Total;36.050
27 Lugo;Residentes en España;Enero;63
27 Lugo;Residentes en España;Febrero;31
27 Lugo;Residentes en España;Marzo;631
27 Lugo;Residentes en España;Abril;1.278
27 Lugo;Residentes en España;Mayo;2.326
27 Lugo;Residentes en España;Junio;2.682
27 Lugo;Residentes en España;Julio;6.265
27 Lugo;Residentes en España;Agosto;10.259
27 Lugo;Residentes en España;Septiembre;4.712
27 Lugo;Residentes en España;Octubre;4.260
27 Lugo;Residentes en España;Noviembre;1.920
27 Lugo;Residentes en España;Diciembre;1.622
27 Lugo;No Residentes;Total;5.950
27 Lugo;No Residentes;Enero;2
27 Lugo;No Residentes;Febrero;0
27 Lugo;No Residentes;Marzo;25
27 Lugo;No Residentes;Abril;24
27 Lugo;No Residentes;Mayo;143
27 Lugo;No Residentes;Junio;303
27 Lugo;No Residentes;Julio;588
27 Lugo;No Residentes;Agosto;1.356
27 Lugo;No Residentes;Septiembre;2.050
27 Lugo;No Residentes;Octubre;1.059
27 Lugo;No Residentes;Noviembre;281
27 Lugo;No Residentes;Diciembre;118
28 Madrid;Total;Total;144.369
28 Madrid;Total;Enero;7.209
28 Madrid;Total;Febrero;7.423
28 Madrid;Total;Marzo;14.797
28 Madrid;Total;Abril;12.761
28 Madrid;Total;Mayo;13.948
28 Madrid;Total;Junio;11.663
28 Madrid;Total;Julio;14.263
28 Madrid;Total;Agosto;12.880
28 Madrid;Total;Septiembre;11.798
28 Madrid;Total;Octubre;14.002
28 Madrid;Total;Noviembre;11.730
28 Madrid;Total;Diciembre;11.894
28 Madrid;Residentes en España;Total;137.291
28 Madrid;Residentes en España;Enero;6.770
28 Madrid;Residentes en España;Febrero;7.392
28 Madrid;Residentes en España;Marzo;14.266
28 Madrid;Residentes en España;Abril;12.161
28 Madrid;Residentes en España;Mayo;13.268
28 Madrid;Residentes en España;Junio;10.864
28 Madrid;Residentes en España;Julio;13.311
28 Madrid;Residentes en España;Agosto;12.416
28 Madrid;Residentes en España;Septiembre;11.240
28 Madrid;Residentes en España;Octubre;13.160
28 Madrid;Residentes en España;Noviembre;10.986
28 Madrid;Residentes en España;Diciembre;11.456
28 Madrid;No Residentes;Total;7.078
28 Madrid;No Residentes;Enero;440
28 Madrid;No Residentes;Febrero;31
28 Madrid;No Residentes;Marzo;531
28 Madrid;No Residentes;Abril;600
28 Madrid;No Residentes;Mayo;680
28 Madrid;No Residentes;Junio;799
28 Madrid;No Residentes;Julio;952
28 Madrid;No Residentes;Agosto;464
28 Madrid;No Residentes;Septiembre;558
28 Madrid;No Residentes;Octubre;842
28 Madrid;No Residentes;Noviembre;744
28 Madrid;No Residentes;Diciembre;438
29 Málaga;Total;Total;111.773
29 Málaga;Total;Enero;879
29 Málaga;Total;Febrero;550
29 Málaga;Total;Marzo;1.427
29 Málaga;Total;Abril;3.045
29 Málaga;Total;Mayo;6.882
29 Málaga;Total;Junio;10.778
29 Málaga;Total;Julio;19.762
29 Málaga;Total;Agosto;25.283
29 Málaga;Total;Septiembre;13.614
29 Málaga;Total;Octubre;12.386
29 Málaga;Total;Noviembre;7.831
29 Málaga;Total;Diciembre;9.335
29 Málaga;Residentes en España;Total;80.346
29 Málaga;Residentes en España;Enero;801
29 Málaga;Residentes en España;Febrero;392
29 Málaga;Residentes en España;Marzo;1.193
29 Málaga;Residentes en España;Abril;2.630
29 Málaga;Residentes en España;Mayo;5.967
29 Málaga;Residentes en España;Junio;9.126
29 Málaga;Residentes en España;Julio;14.846
29 Málaga;Residentes en España;Agosto;18.621
29 Málaga;Residentes en España;Septiembre;7.765
29 Málaga;Residentes en España;Octubre;7.204
29 Málaga;Residentes en España;Noviembre;4.827
29 Málaga;Residentes en España;Diciembre;6.973
29 Málaga;No Residentes;Total;31.427
29 Málaga;No Residentes;Enero;79
29 Málaga;No Residentes;Febrero;159
29 Málaga;No Residentes;Marzo;234
29 Málaga;No Residentes;Abril;415
29 Málaga;No Residentes;Mayo;915
29 Málaga;No Residentes;Junio;1.652
29 Málaga;No Residentes;Julio;4.915
29 Málaga;No Residentes;Agosto;6.662
29 Málaga;No Residentes;Septiembre;5.849
29 Málaga;No Residentes;Octubre;5.182
29 Málaga;No Residentes;Noviembre;3.004
29 Málaga;No Residentes;Diciembre;2.362
30 Murcia;Total;Total;40.836
30 Murcia;Total;Enero;245
30 Murcia;Total;Febrero;321
30 Murcia;Total;Marzo;1.659
30 Murcia;Total;Abril;2.693
30 Murcia;Total;Mayo;2.996
30 Murcia;Total;Junio;4.431
30 Murcia;Total;Julio;5.352
30 Murcia;Total;Agosto;5.934
30 Murcia;Total;Septiembre;5.309
30 Murcia;Total;Octubre;4.798
30 Murcia;Total;Noviembre;2.885
30 Murcia;Total;Diciembre;4.213
30 Murcia;Residentes en España;Total;38.371
30 Murcia;Residentes en España;Enero;230
30 Murcia;Residentes en España;Febrero;313
30 Murcia;Residentes en España;Marzo;1.651
30 Murcia;Residentes en España;Abril;2.648
30 Murcia;Residentes en España;Mayo;2.922
30 Murcia;Residentes en España;Junio;4.276
30 Murcia;Residentes en España;Julio;5.097
30 Murcia;Residentes en España;Agosto;5.451
30 Murcia;Residentes en España;Septiembre;4.840
30 Murcia;Residentes en España;Octubre;4.259
30 Murcia;Residentes en España;Noviembre;2.627
30 Murcia;Residentes en España;Diciembre;4.057
30 Murcia;No Residentes;Total;2.465
30 Murcia;No Residentes;Enero;15
30 Murcia;No Residentes;Febrero;8
30 Murcia;No Residentes;Marzo;9
30 Murcia;No Residentes;Abril;46
30 Murcia;No Residentes;Mayo;74
30 Murcia;No Residentes;Junio;155
30 Murcia;No Residentes;Julio;255
30 Murcia;No Residentes;Agosto;483
30 Murcia;No Residentes;Septiembre;468
30 Murcia;No Residentes;Octubre;538
30 Murcia;No Residentes;Noviembre;257
30 Murcia;No Residentes;Diciembre;156
31 Navarra;Total;Total;108.708
31 Navarra;Total;Enero;2.004
31 Navarra;Total;Febrero;2.130
31 Navarra;Total;Marzo;2.832
31 Navarra;Total;Abril;3.226
31 Navarra;Total;Mayo;3.451
31 Navarra;Total;Junio;8.080
31 Navarra;Total;Julio;16.790
31 Navarra;Total;Agosto;20.107
31 Navarra;Total;Septiembre;13.909
31 Navarra;Total;Octubre;18.005
31 Navarra;Total;Noviembre;7.889
31 Navarra;Total;Diciembre;10.285
31 Navarra;Residentes en España;Total;103.722
31 Navarra;Residentes en España;Enero;1.914
31 Navarra;Residentes en España;Febrero;2.120
31 Navarra;Residentes en España;Marzo;2.753
31 Navarra;Residentes en España;Abril;3.146
31 Navarra;Residentes en España;Mayo;3.281
31 Navarra;Residentes en España;Junio;7.823
31 Navarra;Residentes en España;Julio;15.871
31 Navarra;Residentes en España;Agosto;19.082
31 Navarra;Residentes en España;Septiembre;12.935
31 Navarra;Residentes en España;Octubre;17.374
31 Navarra;Residentes en España;Noviembre;7.460
31 Navarra;Residentes en España;Diciembre;9.961
31 Navarra;No Residentes;Total;4.986
31 Navarra;No Residentes;Enero;89
31 Navarra;No Residentes;Febrero;10
31 Navarra;No Residentes;Marzo;79
31 Navarra;No Residentes;Abril;79
31 Navarra;No Residentes;Mayo;170
31 Navarra;No Residentes;Junio;258
31 Navarra;No Residentes;Julio;919
31 Navarra;No Residentes;Agosto;1.025
31 Navarra;No Residentes;Septiembre;974
31 Navarra;No Residentes;Octubre;631
31 Navarra;No Residentes;Noviembre;429
31 Navarra;No Residentes;Diciembre;324
32 Ourense;Total;Total;31.838
32 Ourense;Total;Enero;332
32 Ourense;Total;Febrero;87
32 Ourense;Total;Marzo;942
32 Ourense;Total;Abril;1.630
32 Ourense;Total;Mayo;2.153
32 Ourense;Total;Junio;2.559
32 Ourense;Total;Julio;5.130
32 Ourense;Total;Agosto;6.911
32 Ourense;Total;Septiembre;4.217
32 Ourense;Total;Octubre;3.709
32 Ourense;Total;Noviembre;2.144
32 Ourense;Total;Diciembre;2.024
32 Ourense;Residentes en España;Total;29.307
32 Ourense;Residentes en España;Enero;332
32 Ourense;Residentes en España;Febrero;87
32 Ourense;Residentes en España;Marzo;916
32 Ourense;Residentes en España;Abril;1.625
32 Ourense;Residentes en España;Mayo;2.022
32 Ourense;Residentes en España;Junio;2.312
32 Ourense;Residentes en España;Julio;4.707
32 Ourense;Residentes en España;Agosto;6.313
32 Ourense;Residentes en España;Septiembre;3.698
32 Ourense;Residentes en España;Octubre;3.327
