Provincias de destino;Procedencia de los viajeros;Meses;Total
13 Ciudad Real;Residentes en España;Total;2,39
13 Ciudad Real;Residentes en España;Enero;5,33
13 Ciudad Real;Residentes en España;Febrero;2,72
13 Ciudad Real;Residentes en España;Marzo;2,32
13 Ciudad Real;Residentes en España;Abril;2,38
13 Ciudad Real;Residentes en España;Mayo;2,08
13 Ciudad Real;Residentes en España;Junio;2,02
13 Ciudad Real;Residentes en España;Julio;2,77
13 Ciudad Real;Residentes en España;Agosto;2,69
13 Ciudad Real;Residentes en España;Septiembre;2,43
13 Ciudad Real;Residentes en España;Octubre;2,17
13 Ciudad Real;Residentes en España;Noviembre;1,89
13 Ciudad Real;Residentes en España;Diciembre;2,26
13 Ciudad Real;No Residentes en España;Total;1,91
13 Ciudad Real;No Residentes en España;Enero;0,00
13 Ciudad Real;No Residentes en España;Febrero;0,00
13 Ciudad Real;No Residentes en España;Marzo;1,33
13 Ciudad Real;No Residentes en España;Abril;3,17
13 Ciudad Real;No Residentes en España;Mayo;1,00
13 Ciudad Real;No Residentes en España;Junio;1,50
13 Ciudad Real;No Residentes en España;Julio;3,00
13 Ciudad Real;No Residentes en España;Agosto;1,22
13 Ciudad Real;No Residentes en España;Septiembre;1,94
13 Ciudad Real;No Residentes en España;Octubre;1,73
13 Ciudad Real;No Residentes en España;Noviembre;1,00
13 Ciudad Real;No Residentes en España;Diciembre;3,27
14 Córdoba;Total;Total;2,58
14 Córdoba;Total;Enero;1,82
14 Córdoba;Total;Febrero;1,98
14 Córdoba;Total;Marzo;1,93
14 Córdoba;Total;Abril;1,92
14 Córdoba;Total;Mayo;1,97
14 Córdoba;Total;Junio;2,32
14 Córdoba;Total;Julio;3,13
14 Córdoba;Total;Agosto;4,38
14 Córdoba;Total;Septiembre;2,01
14 Córdoba;Total;Octubre;2,16
14 Córdoba;Total;Noviembre;1,96
14 Córdoba;Total;Diciembre;2,33
14 Córdoba;Residentes en España;Total;2,57
14 Córdoba;Residentes en España;Enero;1,85
14 Córdoba;Residentes en España;Febrero;1,98
14 Córdoba;Residentes en España;Marzo;1,95
14 Córdoba;Residentes en España;Abril;1,95
14 Córdoba;Residentes en España;Mayo;1,97
14 Córdoba;Residentes en España;Junio;2,32
14 Córdoba;Residentes en España;Julio;3,20
14 Córdoba;Residentes en España;Agosto;4,21
14 Córdoba;Residentes en España;Septiembre;1,98
14 Córdoba;Residentes en España;Octubre;2,21
14 Córdoba;Residentes en España;Noviembre;1,90
14 Córdoba;Residentes en España;Diciembre;2,32
14 Córdoba;No Residentes en España;Total;2,59
14 Córdoba;No Residentes en España;Enero;1,00
14 Córdoba;No Residentes en España;Febrero;0,00
14 Córdoba;No Residentes en España;Marzo;1,79
14 Córdoba;No Residentes en España;Abril;1,22
14 Córdoba;No Residentes en España;Mayo;1,88
14 Córdoba;No Residentes en España;Junio;2,31
14 Córdoba;No Residentes en España;Julio;2,36
14 Córdoba;No Residentes en España;Agosto;5,38
14 Córdoba;No Residentes en España;Septiembre;2,10
14 Córdoba;No Residentes en España;Octubre;2,02
14 Córdoba;No Residentes en España;Noviembre;2,20
14 Córdoba;No Residentes en España;Diciembre;2,56
15 Coruña, A;Total;Total;1,98
15 Coruña, A;Total;Enero;7,59
15 Coruña, A;Total;Febrero;6,94
15 Coruña, A;Total;Marzo;1,68
15 Coruña, A;Total;Abril;2,02
15 Coruña, A;Total;Mayo;1,46
15 Coruña, A;Total;Junio;1,65
15 Coruña, A;Total;Julio;2,17
15 Coruña, A;Total;Agosto;2,50
15 Coruña, A;Total;Septiembre;1,62
15 Coruña, A;Total;Octubre;1,43
15 Coruña, A;Total;Noviembre;1,91
15 Coruña, A;Total;Diciembre;2,07
15 Coruña, A;Residentes en España;Total;2,05
15 Coruña, A;Residentes en España;Enero;7,59
15 Coruña, A;Residentes en España;Febrero;6,94
15 Coruña, A;Residentes en España;Marzo;1,69
15 Coruña, A;Residentes en España;Abril;1,67
15 Coruña, A;Residentes en España;Mayo;1,47
15 Coruña, A;Residentes en España;Junio;1,68
15 Coruña, A;Residentes en España;Julio;2,28
15 Coruña, A;Residentes en España;Agosto;2,61
15 Coruña, A;Residentes en España;Septiembre;1,74
15 Coruña, A;Residentes en España;Octubre;1,47
15 Coruña, A;Residentes en España;Noviembre;1,63
15 Coruña, A;Residentes en España;Diciembre;1,94
15 Coruña, A;No Residentes en España;Total;1,68
15 Coruña, A;No Residentes en España;Enero;0,00
15 Coruña, A;No Residentes en España;Febrero;0,00
15 Coruña, A;No Residentes en España;Marzo;1,32
15 Coruña, A;No Residentes en España;Abril;5,87
15 Coruña, A;No Residentes en España;Mayo;1,37
15 Coruña, A;No Residentes en España;Junio;1,48
15 Coruña, A;No Residentes en España;Julio;1,59
15 Coruña, A;No Residentes en España;Agosto;1,94
15 Coruña, A;No Residentes en España;Septiembre;1,33
15 Coruña, A;No Residentes en España;Octubre;1,31
15 Coruña, A;No Residentes en España;Noviembre;3,21
15 Coruña, A;No Residentes en España;Diciembre;2,75
16 Cuenca;Total;Total;2,96
16 Cuenca;Total;Enero;31,00
16 Cuenca;Total;Febrero;25,74
16 Cuenca;Total;Marzo;5,09
16 Cuenca;Total;Abril;4,90
16 Cuenca;Total;Mayo;3,20
16 Cuenca;Total;Junio;2,62
16 Cuenca;Total;Julio;2,76
16 Cuenca;Total;Agosto;3,66
16 Cuenca;Total;Septiembre;2,74
16 Cuenca;Total;Octubre;2,37
16 Cuenca;Total;Noviembre;2,14
16 Cuenca;Total;Diciembre;2,17
16 Cuenca;Residentes en España;Total;2,63
16 Cuenca;Residentes en España;Enero;26,60
16 Cuenca;Residentes en España;Febrero;9,93
16 Cuenca;Residentes en España;Marzo;2,97
16 Cuenca;Residentes en España;Abril;3,70
16 Cuenca;Residentes en España;Mayo;2,35
16 Cuenca;Residentes en España;Junio;2,28
16 Cuenca;Residentes en España;Julio;2,55
16 Cuenca;Residentes en España;Agosto;3,47
16 Cuenca;Residentes en España;Septiembre;2,41
16 Cuenca;Residentes en España;Octubre;2,38
16 Cuenca;Residentes en España;Noviembre;2,12
16 Cuenca;Residentes en España;Diciembre;2,20
16 Cuenca;No Residentes en España;Total;18,23
16 Cuenca;No Residentes en España;Enero;31,00
16 Cuenca;No Residentes en España;Febrero;0,00
16 Cuenca;No Residentes en España;Marzo;0,00
16 Cuenca;No Residentes en España;Abril;30,00
16 Cuenca;No Residentes en España;Mayo;31,00
16 Cuenca;No Residentes en España;Junio;19,40
16 Cuenca;No Residentes en España;Julio;8,45
16 Cuenca;No Residentes en España;Agosto;12,74
16 Cuenca;No Residentes en España;Septiembre;30,00
16 Cuenca;No Residentes en España;Octubre;1,00
16 Cuenca;No Residentes en España;Noviembre;5,80
16 Cuenca;No Residentes en España;Diciembre;1,50
20 Gipuzkoa;Total;Total;2,99
20 Gipuzkoa;Total;Enero;4,21
20 Gipuzkoa;Total;Febrero;5,78
20 Gipuzkoa;Total;Marzo;2,71
20 Gipuzkoa;Total;Abril;3,05
20 Gipuzkoa;Total;Mayo;2,77
20 Gipuzkoa;Total;Junio;2,25
20 Gipuzkoa;Total;Julio;3,41
20 Gipuzkoa;Total;Agosto;3,85
20 Gipuzkoa;Total;Septiembre;2,44
20 Gipuzkoa;Total;Octubre;2,47
20 Gipuzkoa;Total;Noviembre;2,36
20 Gipuzkoa;Total;Diciembre;2,84
20 Gipuzkoa;Residentes en España;Total;2,98
20 Gipuzkoa;Residentes en España;Enero;3,63
20 Gipuzkoa;Residentes en España;Febrero;4,71
20 Gipuzkoa;Residentes en España;Marzo;2,52
20 Gipuzkoa;Residentes en España;Abril;3,07
20 Gipuzkoa;Residentes en España;Mayo;2,75
20 Gipuzkoa;Residentes en España;Junio;2,28
20 Gipuzkoa;Residentes en España;Julio;3,47
20 Gipuzkoa;Residentes en España;Agosto;3,94
20 Gipuzkoa;Residentes en España;Septiembre;2,54
20 Gipuzkoa;Residentes en España;Octubre;2,35
20 Gipuzkoa;Residentes en España;Noviembre;2,22
20 Gipuzkoa;Residentes en España;Diciembre;2,80
20 Gipuzkoa;No Residentes en España;Total;3,07
20 Gipuzkoa;No Residentes en España;Enero;9,45
20 Gipuzkoa;No Residentes en España;Febrero;10,90
20 Gipuzkoa;No Residentes en España;Marzo;9,17
20 Gipuzkoa;No Residentes en España;Abril;2,37
20 Gipuzkoa;No Residentes en España;Mayo;2,99
20 Gipuzkoa;No Residentes en España;Junio;1,98
20 Gipuzkoa;No Residentes en España;Julio;3,01
20 Gipuzkoa;No Residentes en España;Agosto;3,19
20 Gipuzkoa;No Residentes en España;Septiembre;2,06
20 Gipuzkoa;No Residentes en España;Octubre;3,19
20 Gipuzkoa;No Residentes en España;Noviembre;3,58
20 Gipuzkoa;No Residentes en España;Diciembre;3,10
17 Girona;Total;Total;2,68
17 Girona;Total;Enero;4,05
17 Girona;Total;Febrero;3,10
17 Girona;Total;Marzo;2,43
17 Girona;Total;Abril;2,46
17 Girona;Total;Mayo;2,12
17 Girona;Total;Junio;2,34
17 Girona;Total;Julio;3,17
17 Girona;Total;Agosto;4,11
17 Girona;Total;Septiembre;2,18
17 Girona;Total;Octubre;2,14
17 Girona;Total;Noviembre;1,83
17 Girona;Total;Diciembre;2,49
17 Girona;Residentes en España;Total;2,60
17 Girona;Residentes en España;Enero;4,05
17 Girona;Residentes en España;Febrero;3,10
17 Girona;Residentes en España;Marzo;2,42
17 Girona;Residentes en España;Abril;2,48
17 Girona;Residentes en España;Mayo;2,09
17 Girona;Residentes en España;Junio;2,33
17 Girona;Residentes en España;Julio;2,91
17 Girona;Residentes en España;Agosto;3,99
17 Girona;Residentes en España;Septiembre;2,08
17 Girona;Residentes en España;Octubre;2,12
17 Girona;Residentes en España;Noviembre;1,79
17 Girona;Residentes en España;Diciembre;2,49
17 Girona;No Residentes en España;Total;3,88
17 Girona;No Residentes en España;Enero;0,00
17 Girona;No Residentes en España;Febrero;0,00
17 Girona;No Residentes en España;Marzo;2,58
17 Girona;No Residentes en España;Abril;1,98
17 Girona;No Residentes en España;Mayo;2,71
17 Girona;No Residentes en España;Junio;2,42
17 Girona;No Residentes en España;Julio;4,95
17 Girona;No Residentes en España;Agosto;5,43
17 Girona;No Residentes en España;Septiembre;3,36
17 Girona;No Residentes en España;Octubre;2,44
17 Girona;No Residentes en España;Noviembre;2,64
17 Girona;No Residentes en España;Diciembre;2,53
18 Granada;Total;Total;3,13
18 Granada;Total;Enero;1,78
18 Granada;Total;Febrero;3,43
18 Granada;Total;Marzo;3,71
18 Granada;Total;Abril;3,03
18 Granada;Total;Mayo;2,32
18 Granada;Total;Junio;3,03
18 Granada;Total;Julio;3,30
18 Granada;Total;Agosto;4,19
18 Granada;Total;Septiembre;2,84
18 Granada;Total;Octubre;2,83
18 Granada;Total;Noviembre;2,51
18 Granada;Total;Diciembre;2,83
18 Granada;Residentes en España;Total;2,77
18 Granada;Residentes en España;Enero;1,89
18 Granada;Residentes en España;Febrero;2,54
18 Granada;Residentes en España;Marzo;3,06
18 Granada;Residentes en España;Abril;3,02
18 Granada;Residentes en España;Mayo;2,14
18 Granada;Residentes en España;Junio;2,41
18 Granada;Residentes en España;Julio;2,95
18 Granada;Residentes en España;Agosto;3,90
18 Granada;Residentes en España;Septiembre;2,36
18 Granada;Residentes en España;Octubre;2,38
18 Granada;Residentes en España;Noviembre;2,01
18 Granada;Residentes en España;Diciembre;2,52
18 Granada;No Residentes en España;Total;4,52
18 Granada;No Residentes en España;Enero;1,12
18 Granada;No Residentes en España;Febrero;21,25
18 Granada;No Residentes en España;Marzo;0,00
18 Granada;No Residentes en España;Abril;3,33
18 Granada;No Residentes en España;Mayo;3,74
18 Granada;No Residentes en España;Junio;5,30
18 Granada;No Residentes en España;Julio;4,64
18 Granada;No Residentes en España;Agosto;5,64
18 Granada;No Residentes en España;Septiembre;3,71
18 Granada;No Residentes en España;Octubre;3,87
18 Granada;No Residentes en España;Noviembre;4,37
18 Granada;No Residentes en España;Diciembre;5,95
19 Guadalajara;Total;Total;2,52
19 Guadalajara;Total;Enero;1,40
19 Guadalajara;Total;Febrero;1,64
19 Guadalajara;Total;Marzo;2,18
19 Guadalajara;Total;Abril;2,15
19 Guadalajara;Total;Mayo;2,14
19 Guadalajara;Total;Junio;2,29
19 Guadalajara;Total;Julio;2,74
19 Guadalajara;Total;Agosto;3,90
19 Guadalajara;Total;Septiembre;2,43
19 Guadalajara;Total;Octubre;2,34
19 Guadalajara;Total;Noviembre;1,91
19 Guadalajara;Total;Diciembre;2,51
19 Guadalajara;Residentes en España;Total;2,54
19 Guadalajara;Residentes en España;Enero;1,44
19 Guadalajara;Residentes en España;Febrero;1,75
19 Guadalajara;Residentes en España;Marzo;2,20
19 Guadalajara;Residentes en España;Abril;2,19
19 Guadalajara;Residentes en España;Mayo;2,15
19 Guadalajara;Residentes en España;Junio;2,30
19 Guadalajara;Residentes en España;Julio;2,76
19 Guadalajara;Residentes en España;Agosto;3,93
19 Guadalajara;Residentes en España;Septiembre;2,39
19 Guadalajara;Residentes en España;Octubre;2,35
19 Guadalajara;Residentes en España;Noviembre;1,92
19 Guadalajara;Residentes en España;Diciembre;2,54
19 Guadalajara;No Residentes en España;Total;2,01
19 Guadalajara;No Residentes en España;Enero;1,30
19 Guadalajara;No Residentes en España;Febrero;1,13
19 Guadalajara;No Residentes en España;Marzo;1,86
19 Guadalajara;No Residentes en España;Abril;1,14
19 Guadalajara;No Residentes en España;Mayo;1,38
19 Guadalajara;No Residentes en España;Junio;1,76
19 Guadalajara;No Residentes en España;Julio;1,64
19 Guadalajara;No Residentes en España;Agosto;2,54
19 Guadalajara;No Residentes en España;Septiembre;3,29
19 Guadalajara;No Residentes en España;Octubre;2,29
19 Guadalajara;No Residentes en España;Noviembre;1,77
19 Guadalajara;No Residentes en España;Diciembre;1,78
21 Huelva;Total;Total;2,77
21 Huelva;Total;Enero;2,30
21 Huelva;Total;Febrero;3,01
21 Huelva;Total;Marzo;3,00
21 Huelva;Total;Abril;2,78
21 Huelva;Total;Mayo;2,86
21 Huelva;Total;Junio;2,02
21 Huelva;Total;Julio;3,43
21 Huelva;Total;Agosto;3,92
21 Huelva;Total;Septiembre;2,37
21 Huelva;Total;Octubre;2,37
21 Huelva;Total;Noviembre;2,22
21 Huelva;Total;Diciembre;2,64
21 Huelva;Residentes en España;Total;2,74
21 Huelva;Residentes en España;Enero;2,20
21 Huelva;Residentes en España;Febrero;2,78
21 Huelva;Residentes en España;Marzo;3,03
21 Huelva;Residentes en España;Abril;2,79
21 Huelva;Residentes en España;Mayo;2,78
21 Huelva;Residentes en España;Junio;2,02
21 Huelva;Residentes en España;Julio;3,40
21 Huelva;Residentes en España;Agosto;3,91
21 Huelva;Residentes en España;Septiembre;2,26
21 Huelva;Residentes en España;Octubre;2,28
21 Huelva;Residentes en España;Noviembre;2,21
21 Huelva;Residentes en España;Diciembre;2,65
21 Huelva;No Residentes en España;Total;3,41
21 Huelva;No Residentes en España;Enero;11,50
21 Huelva;No Residentes en España;Febrero;19,00
21 Huelva;No Residentes en España;Marzo;1,00
21 Huelva;No Residentes en España;Abril;1,00
21 Huelva;No Residentes en España;Mayo;5,12
21 Huelva;No Residentes en España;Junio;2,67
21 Huelva;No Residentes en España;Julio;4,19
21 Huelva;No Residentes en España;Agosto;3,97
21 Huelva;No Residentes en España;Septiembre;3,36
21 Huelva;No Residentes en España;Octubre;3,59
21 Huelva;No Residentes en España;Noviembre;2,34
21 Huelva;No Residentes en España;Diciembre;1,91
22 Huesca;Total;Total;3,50
22 Huesca;Total;Enero;3,00
22 Huesca;Total;Febrero;3,14
22 Huesca;Total;Marzo;2,30
22 Huesca;Total;Abril;2,68
22 Huesca;Total;Mayo;2,48
22 Huesca;Total;Junio;2,75
22 Huesca;Total;Julio;4,07
22 Huesca;Total;Agosto;4,80
22 Huesca;Total;Septiembre;3,03
22 Huesca;Total;Octubre;2,98
22 Huesca;Total;Noviembre;2,73
22 Huesca;Total;Diciembre;2,99
22 Huesca;Residentes en España;Total;3,52
22 Huesca;Residentes en España;Enero;2,92
22 Huesca;Residentes en España;Febrero;3,14
22 Huesca;Residentes en España;Marzo;2,31
22 Huesca;Residentes en España;Abril;2,68
22 Huesca;Residentes en España;Mayo;2,50
22 Huesca;Residentes en España;Junio;2,73
22 Huesca;Residentes en España;Julio;4,10
22 Huesca;Residentes en España;Agosto;4,93
22 Huesca;Residentes en España;Septiembre;3,05
22 Huesca;Residentes en España;Octubre;3,00
22 Huesca;Residentes en España;Noviembre;2,69
22 Huesca;Residentes en España;Diciembre;2,96
22 Huesca;No Residentes en España;Total;3,36
22 Huesca;No Residentes en España;Enero;0,00
22 Huesca;No Residentes en España;Febrero;0,00
22 Huesca;No Residentes en España;Marzo;1,33
22 Huesca;No Residentes en España;Abril;2,68
22 Huesca;No Residentes en España;Mayo;2,17
22 Huesca;No Residentes en España;Junio;2,96
22 Huesca;No Residentes en España;Julio;3,85
22 Huesca;No Residentes en España;Agosto;3,85
22 Huesca;No Residentes en España;Septiembre;2,84
22 Huesca;No Residentes en España;Octubre;2,80
22 Huesca;No Residentes en España;Noviembre;2,99
22 Huesca;No Residentes en España;Diciembre;3,53
23 Jaén;Total;Total;2,91
23 Jaén;Total;Enero;2,96
23 Jaén;Total;Febrero;2,28
23 Jaén;Total;Marzo;1,67
23 Jaén;Total;Abril;2,67
23 Jaén;Total;Mayo;2,16
23 Jaén;Total;Junio;2,36
23 Jaén;Total;Julio;3,49
23 Jaén;Total;Agosto;4,33
23 Jaén;Total;Septiembre;2,59
23 Jaén;Total;Octubre;2,47
23 Jaén;Total;Noviembre;2,16
23 Jaén;Total;Diciembre;2,64
23 Jaén;Residentes en España;Total;2,90
23 Jaén;Residentes en España;Enero;2,96
23 Jaén;Residentes en España;Febrero;2,28
23 Jaén;Residentes en España;Marzo;1,67
23 Jaén;Residentes en España;Abril;2,55
23 Jaén;Residentes en España;Mayo;2,12
23 Jaén;Residentes en España;Junio;2,38
23 Jaén;Residentes en España;Julio;3,49
23 Jaén;Residentes en España;Agosto;4,27
23 Jaén;Residentes en España;Septiembre;2,56
23 Jaén;Residentes en España;Octubre;2,50
23 Jaén;Residentes en España;Noviembre;2,10
23 Jaén;Residentes en España;Diciembre;2,63
23 Jaén;No Residentes en España;Total;3,25
23 Jaén;No Residentes en España;Enero;0,00
23 Jaén;No Residentes en España;Febrero;0,00
23 Jaén;No Residentes en España;Marzo;1,40
23 Jaén;No Residentes en España;Abril;10,00
23 Jaén;No Residentes en España;Mayo;3,48
23 Jaén;No Residentes en España;Junio;1,57
23 Jaén;No Residentes en España;Julio;3,39
23 Jaén;No Residentes en España;Agosto;6,95
23 Jaén;No Residentes en España;Septiembre;2,88
23 Jaén;No Residentes en España;Octubre;2,06
23 Jaén;No Residentes en España;Noviembre;2,96
23 Jaén;No Residentes en España;Diciembre;3,10
24 León;Total;Total;2,34
24 León;Total;Enero;3,16
24 León;Total;Febrero;3,28
24 León;Total;Marzo;2,29
24 León;Total;Abril;2,55
24 León;Total;Mayo;1,77
24 León;Total;Junio;1,91
24 León;Total;Julio;2,71
24 León;Total;Agosto;2,70
24 León;Total;Septiembre;2,03
24 León;Total;Octubre;2,04
24 León;Total;Noviembre;1,97
24 León;Total;Diciembre;2,50
24 León;Residentes en España;Total;2,38
24 León;Residentes en España;Enero;3,16
24 León;Residentes en España;Febrero;3,30
24 León;Residentes en España;Marzo;2,28
24 León;Residentes en España;Abril;2,56
24 León;Residentes en España;Mayo;1,77
24 León;Residentes en España;Junio;1,93
24 León;Residentes en España;Julio;2,76
24 León;Residentes en España;Agosto;2,76
24 León;Residentes en España;Septiembre;2,10
24 León;Residentes en España;Octubre;2,07
24 León;Residentes en España;Noviembre;1,99
24 León;Residentes en España;Diciembre;2,50
24 León;No Residentes en España;Total;1,65
24 León;No Residentes en España;Enero;0,00
24 León;No Residentes en España;Febrero;1,00
24 León;No Residentes en España;Marzo;3,00
24 León;No Residentes en España;Abril;1,77
24 León;No Residentes en España;Mayo;1,98
24 León;No Residentes en España;Junio;1,46
24 León;No Residentes en España;Julio;1,84
24 León;No Residentes en España;Agosto;1,62
24 León;No Residentes en España;Septiembre;1,51
24 León;No Residentes en España;Octubre;1,60
24 León;No Residentes en España;Noviembre;1,45
24 León;No Residentes en España;Diciembre;2,35
25 Lleida;Total;Total;2,88
25 Lleida;Total;Enero;3,67
25 Lleida;Total;Febrero;2,00
25 Lleida;Total;Marzo;2,33
25 Lleida;Total;Abril;3,03
25 Lleida;Total;Mayo;2,01
25 Lleida;Total;Junio;2,34
25 Lleida;Total;Julio;3,34
25 Lleida;Total;Agosto;4,48
25 Lleida;Total;Septiembre;2,47
25 Lleida;Total;Octubre;2,25
25 Lleida;Total;Noviembre;1,97
25 Lleida;Total;Diciembre;2,72
25 Lleida;Residentes en España;Total;2,87
25 Lleida;Residentes en España;Enero;3,71
25 Lleida;Residentes en España;Febrero;2,00
25 Lleida;Residentes en España;Marzo;2,33
25 Lleida;Residentes en España;Abril;3,01
25 Lleida;Residentes en España;Mayo;2,01
25 Lleida;Residentes en España;Junio;2,34
25 Lleida;Residentes en España;Julio;3,37
25 Lleida;Residentes en España;Agosto;4,50
25 Lleida;Residentes en España;Septiembre;2,44
25 Lleida;Residentes en España;Octubre;2,25
25 Lleida;Residentes en España;Noviembre;1,96
25 Lleida;Residentes en España;Diciembre;2,72
25 Lleida;No Residentes en España;Total;3,32
25 Lleida;No Residentes en España;Enero;1,00
25 Lleida;No Residentes en España;Febrero;0,00
25 Lleida;No Residentes en España;Marzo;0,00
25 Lleida;No Residentes en España;Abril;3,34
25 Lleida;No Residentes en España;Mayo;2,03
25 Lleida;No Residentes en España;Junio;1,78
25 Lleida;No Residentes en España;Julio;2,90
25 Lleida;No Residentes en España;Agosto;4,28
25 Lleida;No Residentes en España;Septiembre;3,07
25 Lleida;No Residentes en España;Octubre;3,29
25 Lleida;No Residentes en España;Noviembre;3,34
25 Lleida;No Residentes en España;Diciembre;2,54
27 Lugo;Total;Total;1,92
27 Lugo;Total;Enero;2,03
27 Lugo;Total;Febrero;1,71
27 Lugo;Total;Marzo;1,88
27 Lugo;Total;Abril;1,77
27 Lugo;Total;Mayo;1,47
27 Lugo;Total;Junio;1,56
27 Lugo;Total;Julio;1,91
27 Lugo;Total;Agosto;2,40
27 Lugo;Total;Septiembre;1,71
27 Lugo;Total;Octubre;1,71
27 Lugo;Total;Noviembre;1,74
27 Lugo;Total;Diciembre;1,91
27 Lugo;Residentes en España;Total;2,01
27 Lugo;Residentes en España;Enero;2,00
27 Lugo;Residentes en España;Febrero;1,71
27 Lugo;Residentes en España;Marzo;1,90
27 Lugo;Residentes en España;Abril;1,76
27 Lugo;Residentes en España;Mayo;1,47
27 Lugo;Residentes en España;Junio;1,60
27 Lugo;Residentes en España;Julio;1,90
27 Lugo;Residentes en España;Agosto;2,48
27 Lugo;Residentes en España;Septiembre;1,97
27 Lugo;Residentes en España;Octubre;1,83
27 Lugo;Residentes en España;Noviembre;1,83
27 Lugo;Residentes en España;Diciembre;1,92
27 Lugo;No Residentes en España;Total;1,42
27 Lugo;No Residentes en España;Enero;3,00
27 Lugo;No Residentes en España;Febrero;0,00
27 Lugo;No Residentes en España;Marzo;1,33
27 Lugo;No Residentes en España;Abril;2,62
27 Lugo;No Residentes en España;Mayo;1,54
27 Lugo;No Residentes en España;Junio;1,29
27 Lugo;No Residentes en España;Julio;2,02
27 Lugo;No Residentes en España;Agosto;1,81
27 Lugo;No Residentes en España;Septiembre;1,11
27 Lugo;No Residentes en España;Octubre;1,20
27 Lugo;No Residentes en España;Noviembre;1,12
27 Lugo;No Residentes en España;Diciembre;1,83
28 Madrid;Total;Total;2,07
28 Madrid;Total;Enero;1,83
28 Madrid;Total;Febrero;1,78
28 Madrid;Total;Marzo;2,00
28 Madrid;Total;Abril;1,86
28 Madrid;Total;Mayo;1,98
28 Madrid;Total;Junio;1,94
28 Madrid;Total;Julio;2,37
28 Madrid;Total;Agosto;2,82
28 Madrid;Total;Septiembre;2,12
28 Madrid;Total;Octubre;2,05
28 Madrid;Total;Noviembre;1,84
28 Madrid;Total;Diciembre;1,98
28 Madrid;Residentes en España;Total;2,02
28 Madrid;Residentes en España;Enero;1,83
28 Madrid;Residentes en España;Febrero;1,77
28 Madrid;Residentes en España;Marzo;2,00
28 Madrid;Residentes en España;Abril;1,85
28 Madrid;Residentes en España;Mayo;1,93
28 Madrid;Residentes en España;Junio;1,87
28 Madrid;Residentes en España;Julio;2,33
28 Madrid;Residentes en España;Agosto;2,72
28 Madrid;Residentes en España;Septiembre;1,99
28 Madrid;Residentes en España;Octubre;1,97
28 Madrid;Residentes en España;Noviembre;1,81
28 Madrid;Residentes en España;Diciembre;1,97
28 Madrid;No Residentes en España;Total;2,95
28 Madrid;No Residentes en España;Enero;1,73
28 Madrid;No Residentes en España;Febrero;4,91
28 Madrid;No Residentes en España;Marzo;1,93
28 Madrid;No Residentes en España;Abril;2,11
28 Madrid;No Residentes en España;Mayo;2,98
28 Madrid;No Residentes en España;Junio;2,94
28 Madrid;No Residentes en España;Julio;2,85
28 Madrid;No Residentes en España;Agosto;5,57
28 Madrid;No Residentes en España;Septiembre;4,81
28 Madrid;No Residentes en España;Octubre;3,19
28 Madrid;No Residentes en España;Noviembre;2,20
28 Madrid;No Residentes en España;Diciembre;2,27
29 Málaga;Total;Total;4,40
29 Málaga;Total;Enero;6,08
29 Málaga;Total;Febrero;10,55
29 Málaga;Total;Marzo;3,39
29 Málaga;Total;Abril;3,15
29 Málaga;Total;Mayo;2,77
29 Málaga;Total;Junio;3,38
29 Málaga;Total;Julio;4,92
29 Málaga;Total;Agosto;5,42
29 Málaga;Total;Septiembre;4,81
29 Málaga;Total;Octubre;3,72
29 Málaga;Total;Noviembre;4,06
29 Málaga;Total;Diciembre;3,57
29 Málaga;Residentes en España;Total;3,47
29 Málaga;Residentes en España;Enero;3,42
29 Málaga;Residentes en España;Febrero;3,31
29 Málaga;Residentes en España;Marzo;3,28
29 Málaga;Residentes en España;Abril;2,64
29 Málaga;Residentes en España;Mayo;2,50
29 Málaga;Residentes en España;Junio;2,97
29 Málaga;Residentes en España;Julio;4,16
29 Málaga;Residentes en España;Agosto;4,70
29 Málaga;Residentes en España;Septiembre;3,44
29 Málaga;Residentes en España;Octubre;2,44
29 Málaga;Residentes en España;Noviembre;2,21
29 Málaga;Residentes en España;Diciembre;2,52
29 Málaga;No Residentes en España;Total;6,79
29 Málaga;No Residentes en España;Enero;31,00
29 Málaga;No Residentes en España;Febrero;28,00
29 Málaga;No Residentes en España;Marzo;3,96
29 Málaga;No Residentes en España;Abril;6,39
29 Málaga;No Residentes en España;Mayo;4,56
29 Málaga;No Residentes en España;Junio;5,66
29 Málaga;No Residentes en España;Julio;7,22
29 Málaga;No Residentes en España;Agosto;7,44
29 Málaga;No Residentes en España;Septiembre;6,62
29 Málaga;No Residentes en España;Octubre;5,50
29 Málaga;No Residentes en España;Noviembre;7,02
29 Málaga;No Residentes en España;Diciembre;6,67
30 Murcia;Total;Total;2,61
30 Murcia;Total;Enero;2,17
30 Murcia;Total;Febrero;1,74
30 Murcia;Total;Marzo;2,10
30 Murcia;Total;Abril;2,03
30 Murcia;Total;Mayo;1,90
30 Murcia;Total;Junio;2,25
30 Murcia;Total;Julio;3,33
30 Murcia;Total;Agosto;4,31
30 Murcia;Total;Septiembre;2,10
30 Murcia;Total;Octubre;2,25
30 Murcia;Total;Noviembre;2,04
30 Murcia;Total;Diciembre;2,33
30 Murcia;Residentes en España;Total;2,56
30 Murcia;Residentes en España;Enero;2,10
30 Murcia;Residentes en España;Febrero;1,75
30 Murcia;Residentes en España;Marzo;2,09
30 Murcia;Residentes en España;Abril;1,98
