Provincias de destino;Procedencia de los viajeros;Meses;Total
30 Murcia;Residentes en España;Mayo;1,91
30 Murcia;Residentes en España;Junio;2,19
30 Murcia;Residentes en España;Julio;3,27
30 Murcia;Residentes en España;Agosto;4,26
30 Murcia;Residentes en España;Septiembre;2,06
30 Murcia;Residentes en España;Octubre;2,17
30 Murcia;Residentes en España;Noviembre;2,02
30 Murcia;Residentes en España;Diciembre;2,29
30 Murcia;No Residentes en España;Total;3,42
30 Murcia;No Residentes en España;Enero;3,22
30 Murcia;No Residentes en España;Febrero;1,38
30 Murcia;No Residentes en España;Marzo;5,10
30 Murcia;No Residentes en España;Abril;5,05
30 Murcia;No Residentes en España;Mayo;1,41
30 Murcia;No Residentes en España;Junio;4,02
30 Murcia;No Residentes en España;Julio;4,70
30 Murcia;No Residentes en España;Agosto;4,89
30 Murcia;No Residentes en España;Septiembre;2,46
30 Murcia;No Residentes en España;Octubre;2,94
30 Murcia;No Residentes en España;Noviembre;2,19
30 Murcia;No Residentes en España;Diciembre;3,31
31 Navarra;Total;Total;3,99
31 Navarra;Total;Enero;3,99
31 Navarra;Total;Febrero;3,99
31 Navarra;Total;Marzo;3,56
31 Navarra;Total;Abril;3,77
31 Navarra;Total;Mayo;3,56
31 Navarra;Total;Junio;3,22
31 Navarra;Total;Julio;4,15
31 Navarra;Total;Agosto;5,47
31 Navarra;Total;Septiembre;3,40
31 Navarra;Total;Octubre;3,27
31 Navarra;Total;Noviembre;3,92
31 Navarra;Total;Diciembre;3,85
31 Navarra;Residentes en España;Total;3,57
31 Navarra;Residentes en España;Enero;3,16
31 Navarra;Residentes en España;Febrero;3,23
31 Navarra;Residentes en España;Marzo;2,98
31 Navarra;Residentes en España;Abril;3,28
31 Navarra;Residentes en España;Mayo;3,01
31 Navarra;Residentes en España;Junio;2,95
31 Navarra;Residentes en España;Julio;4,01
31 Navarra;Residentes en España;Agosto;5,28
31 Navarra;Residentes en España;Septiembre;3,03
31 Navarra;Residentes en España;Octubre;2,86
31 Navarra;Residentes en España;Noviembre;2,90
31 Navarra;Residentes en España;Diciembre;3,15
31 Navarra;No Residentes en España;Total;12,55
31 Navarra;No Residentes en España;Enero;21,78
31 Navarra;No Residentes en España;Febrero;28,00
31 Navarra;No Residentes en España;Marzo;24,14
31 Navarra;No Residentes en España;Abril;23,50
31 Navarra;No Residentes en España;Mayo;14,07
31 Navarra;No Residentes en España;Junio;11,49
31 Navarra;No Residentes en España;Julio;6,56
31 Navarra;No Residentes en España;Agosto;8,83
31 Navarra;No Residentes en España;Septiembre;8,35
31 Navarra;No Residentes en España;Octubre;14,53
31 Navarra;No Residentes en España;Noviembre;21,65
31 Navarra;No Residentes en España;Diciembre;25,35
32 Ourense;Total;Total;1,95
32 Ourense;Total;Enero;1,59
32 Ourense;Total;Febrero;1,87
32 Ourense;Total;Marzo;1,60
32 Ourense;Total;Abril;1,58
32 Ourense;Total;Mayo;1,58
32 Ourense;Total;Junio;1,67
32 Ourense;Total;Julio;2,23
32 Ourense;Total;Agosto;2,41
32 Ourense;Total;Septiembre;1,84
32 Ourense;Total;Octubre;1,77
32 Ourense;Total;Noviembre;1,73
32 Ourense;Total;Diciembre;1,70
32 Ourense;Residentes en España;Total;1,95
32 Ourense;Residentes en España;Enero;1,59
32 Ourense;Residentes en España;Febrero;1,87
32 Ourense;Residentes en España;Marzo;1,61
32 Ourense;Residentes en España;Abril;1,59
32 Ourense;Residentes en España;Mayo;1,58
32 Ourense;Residentes en España;Junio;1,68
32 Ourense;Residentes en España;Julio;2,21
32 Ourense;Residentes en España;Agosto;2,45
32 Ourense;Residentes en España;Septiembre;1,82
32 Ourense;Residentes en España;Octubre;1,77
32 Ourense;Residentes en España;Noviembre;1,74
32 Ourense;Residentes en España;Diciembre;1,69
32 Ourense;No Residentes en España;Total;1,90
32 Ourense;No Residentes en España;Enero;0,00
32 Ourense;No Residentes en España;Febrero;0,00
32 Ourense;No Residentes en España;Marzo;1,52
32 Ourense;No Residentes en España;Abril;1,00
32 Ourense;No Residentes en España;Mayo;1,57
32 Ourense;No Residentes en España;Junio;1,60
32 Ourense;No Residentes en España;Julio;2,43
32 Ourense;No Residentes en España;Agosto;1,92
32 Ourense;No Residentes en España;Septiembre;1,93
32 Ourense;No Residentes en España;Octubre;1,74
32 Ourense;No Residentes en España;Noviembre;1,58
32 Ourense;No Residentes en España;Diciembre;1,77
34 Palencia;Total;Total;2,62
34 Palencia;Total;Enero;3,93
34 Palencia;Total;Febrero;3,10
34 Palencia;Total;Marzo;2,89
34 Palencia;Total;Abril;2,07
34 Palencia;Total;Mayo;1,77
34 Palencia;Total;Junio;2,32
34 Palencia;Total;Julio;2,39
34 Palencia;Total;Agosto;4,00
34 Palencia;Total;Septiembre;2,13
34 Palencia;Total;Octubre;2,24
34 Palencia;Total;Noviembre;2,00
34 Palencia;Total;Diciembre;2,73
34 Palencia;Residentes en España;Total;2,64
34 Palencia;Residentes en España;Enero;3,27
34 Palencia;Residentes en España;Febrero;1,89
34 Palencia;Residentes en España;Marzo;2,16
34 Palencia;Residentes en España;Abril;2,08
34 Palencia;Residentes en España;Mayo;1,78
34 Palencia;Residentes en España;Junio;2,33
34 Palencia;Residentes en España;Julio;2,46
34 Palencia;Residentes en España;Agosto;4,22
34 Palencia;Residentes en España;Septiembre;2,21
34 Palencia;Residentes en España;Octubre;2,33
34 Palencia;Residentes en España;Noviembre;2,01
34 Palencia;Residentes en España;Diciembre;2,73
34 Palencia;No Residentes en España;Total;2,21
34 Palencia;No Residentes en España;Enero;12,33
34 Palencia;No Residentes en España;Febrero;20,67
34 Palencia;No Residentes en España;Marzo;20,01
34 Palencia;No Residentes en España;Abril;1,00
34 Palencia;No Residentes en España;Mayo;1,60
34 Palencia;No Residentes en España;Junio;2,06
34 Palencia;No Residentes en España;Julio;1,42
34 Palencia;No Residentes en España;Agosto;1,93
34 Palencia;No Residentes en España;Septiembre;1,47
34 Palencia;No Residentes en España;Octubre;1,35
34 Palencia;No Residentes en España;Noviembre;1,68
34 Palencia;No Residentes en España;Diciembre;1,70
35 Palmas, Las;Total;Total;3,28
35 Palmas, Las;Total;Enero;3,75
35 Palmas, Las;Total;Febrero;3,27
35 Palmas, Las;Total;Marzo;2,48
35 Palmas, Las;Total;Abril;2,48
35 Palmas, Las;Total;Mayo;2,82
35 Palmas, Las;Total;Junio;2,76
35 Palmas, Las;Total;Julio;3,24
35 Palmas, Las;Total;Agosto;3,87
35 Palmas, Las;Total;Septiembre;3,35
35 Palmas, Las;Total;Octubre;3,17
35 Palmas, Las;Total;Noviembre;3,57
35 Palmas, Las;Total;Diciembre;3,74
35 Palmas, Las;Residentes en España;Total;2,67
35 Palmas, Las;Residentes en España;Enero;2,93
35 Palmas, Las;Residentes en España;Febrero;2,32
35 Palmas, Las;Residentes en España;Marzo;2,13
35 Palmas, Las;Residentes en España;Abril;2,12
35 Palmas, Las;Residentes en España;Mayo;2,29
35 Palmas, Las;Residentes en España;Junio;2,37
35 Palmas, Las;Residentes en España;Julio;2,77
35 Palmas, Las;Residentes en España;Agosto;3,65
35 Palmas, Las;Residentes en España;Septiembre;2,91
35 Palmas, Las;Residentes en España;Octubre;2,67
35 Palmas, Las;Residentes en España;Noviembre;2,23
35 Palmas, Las;Residentes en España;Diciembre;2,87
35 Palmas, Las;No Residentes en España;Total;4,15
35 Palmas, Las;No Residentes en España;Enero;5,04
35 Palmas, Las;No Residentes en España;Febrero;6,37
35 Palmas, Las;No Residentes en España;Marzo;3,25
35 Palmas, Las;No Residentes en España;Abril;3,82
35 Palmas, Las;No Residentes en España;Mayo;4,18
35 Palmas, Las;No Residentes en España;Junio;3,76
35 Palmas, Las;No Residentes en España;Julio;4,49
35 Palmas, Las;No Residentes en España;Agosto;4,40
35 Palmas, Las;No Residentes en España;Septiembre;4,40
35 Palmas, Las;No Residentes en España;Octubre;3,70
35 Palmas, Las;No Residentes en España;Noviembre;4,15
35 Palmas, Las;No Residentes en España;Diciembre;4,22
36 Pontevedra;Total;Total;2,35
36 Pontevedra;Total;Enero;1,35
36 Pontevedra;Total;Febrero;1,55
36 Pontevedra;Total;Marzo;1,35
36 Pontevedra;Total;Abril;1,72
36 Pontevedra;Total;Mayo;1,33
36 Pontevedra;Total;Junio;1,93
36 Pontevedra;Total;Julio;2,83
36 Pontevedra;Total;Agosto;3,22
36 Pontevedra;Total;Septiembre;2,04
36 Pontevedra;Total;Octubre;1,81
36 Pontevedra;Total;Noviembre;1,51
36 Pontevedra;Total;Diciembre;1,93
36 Pontevedra;Residentes en España;Total;2,39
36 Pontevedra;Residentes en España;Enero;1,36
36 Pontevedra;Residentes en España;Febrero;1,55
36 Pontevedra;Residentes en España;Marzo;1,33
36 Pontevedra;Residentes en España;Abril;1,74
36 Pontevedra;Residentes en España;Mayo;1,33
36 Pontevedra;Residentes en España;Junio;1,91
36 Pontevedra;Residentes en España;Julio;2,83
36 Pontevedra;Residentes en España;Agosto;3,29
36 Pontevedra;Residentes en España;Septiembre;2,07
36 Pontevedra;Residentes en España;Octubre;1,86
36 Pontevedra;Residentes en España;Noviembre;1,55
36 Pontevedra;Residentes en España;Diciembre;1,95
36 Pontevedra;No Residentes en España;Total;1,80
36 Pontevedra;No Residentes en España;Enero;1,00
36 Pontevedra;No Residentes en España;Febrero;0,00
36 Pontevedra;No Residentes en España;Marzo;1,83
36 Pontevedra;No Residentes en España;Abril;1,43
36 Pontevedra;No Residentes en España;Mayo;1,84
36 Pontevedra;No Residentes en España;Junio;2,24
36 Pontevedra;No Residentes en España;Julio;2,88
36 Pontevedra;No Residentes en España;Agosto;2,03
36 Pontevedra;No Residentes en España;Septiembre;1,75
36 Pontevedra;No Residentes en España;Octubre;1,57
36 Pontevedra;No Residentes en España;Noviembre;1,26
36 Pontevedra;No Residentes en España;Diciembre;1,64
26 Rioja, La;Total;Total;2,93
26 Rioja, La;Total;Enero;2,84
26 Rioja, La;Total;Febrero;2,41
26 Rioja, La;Total;Marzo;2,03
26 Rioja, La;Total;Abril;2,23
26 Rioja, La;Total;Mayo;2,10
26 Rioja, La;Total;Junio;2,96
26 Rioja, La;Total;Julio;2,85
26 Rioja, La;Total;Agosto;3,57
26 Rioja, La;Total;Septiembre;2,86
26 Rioja, La;Total;Octubre;2,83
26 Rioja, La;Total;Noviembre;2,78
26 Rioja, La;Total;Diciembre;3,28
26 Rioja, La;Residentes en España;Total;2,49
26 Rioja, La;Residentes en España;Enero;2,90
26 Rioja, La;Residentes en España;Febrero;2,43
26 Rioja, La;Residentes en España;Marzo;1,96
26 Rioja, La;Residentes en España;Abril;2,24
26 Rioja, La;Residentes en España;Mayo;2,11
26 Rioja, La;Residentes en España;Junio;2,18
26 Rioja, La;Residentes en España;Julio;2,39
26 Rioja, La;Residentes en España;Agosto;3,27
26 Rioja, La;Residentes en España;Septiembre;2,29
26 Rioja, La;Residentes en España;Octubre;2,40
26 Rioja, La;Residentes en España;Noviembre;2,11
26 Rioja, La;Residentes en España;Diciembre;2,75
26 Rioja, La;No Residentes en España;Total;9,20
26 Rioja, La;No Residentes en España;Enero;1,00
26 Rioja, La;No Residentes en España;Febrero;1,00
26 Rioja, La;No Residentes en España;Marzo;2,75
26 Rioja, La;No Residentes en España;Abril;1,00
26 Rioja, La;No Residentes en España;Mayo;1,73
26 Rioja, La;No Residentes en España;Junio;13,84
26 Rioja, La;No Residentes en España;Julio;8,78
26 Rioja, La;No Residentes en España;Agosto;5,95
26 Rioja, La;No Residentes en España;Septiembre;7,38
26 Rioja, La;No Residentes en España;Octubre;10,15
26 Rioja, La;No Residentes en España;Noviembre;28,52
26 Rioja, La;No Residentes en España;Diciembre;20,79
37 Salamanca;Total;Total;2,75
37 Salamanca;Total;Enero;4,54
37 Salamanca;Total;Febrero;4,40
37 Salamanca;Total;Marzo;2,78
37 Salamanca;Total;Abril;2,72
37 Salamanca;Total;Mayo;2,56
37 Salamanca;Total;Junio;2,67
37 Salamanca;Total;Julio;3,18
37 Salamanca;Total;Agosto;3,83
37 Salamanca;Total;Septiembre;2,19
37 Salamanca;Total;Octubre;2,06
37 Salamanca;Total;Noviembre;1,79
37 Salamanca;Total;Diciembre;2,49
37 Salamanca;Residentes en España;Total;2,79
37 Salamanca;Residentes en España;Enero;4,59
37 Salamanca;Residentes en España;Febrero;4,33
37 Salamanca;Residentes en España;Marzo;2,78
37 Salamanca;Residentes en España;Abril;2,72
37 Salamanca;Residentes en España;Mayo;2,56
37 Salamanca;Residentes en España;Junio;2,71
37 Salamanca;Residentes en España;Julio;3,28
37 Salamanca;Residentes en España;Agosto;3,85
37 Salamanca;Residentes en España;Septiembre;2,22
37 Salamanca;Residentes en España;Octubre;2,08
37 Salamanca;Residentes en España;Noviembre;1,82
37 Salamanca;Residentes en España;Diciembre;2,51
37 Salamanca;No Residentes en España;Total;2,12
37 Salamanca;No Residentes en España;Enero;2,79
37 Salamanca;No Residentes en España;Febrero;5,97
37 Salamanca;No Residentes en España;Marzo;2,98
37 Salamanca;No Residentes en España;Abril;2,01
37 Salamanca;No Residentes en España;Mayo;2,40
37 Salamanca;No Residentes en España;Junio;1,57
37 Salamanca;No Residentes en España;Julio;1,76
37 Salamanca;No Residentes en España;Agosto;3,40
37 Salamanca;No Residentes en España;Septiembre;1,73
37 Salamanca;No Residentes en España;Octubre;1,61
37 Salamanca;No Residentes en España;Noviembre;1,11
37 Salamanca;No Residentes en España;Diciembre;1,89
38 Santa Cruz de Tenerife;Total;Total;4,82
38 Santa Cruz de Tenerife;Total;Enero;5,51
38 Santa Cruz de Tenerife;Total;Febrero;5,12
38 Santa Cruz de Tenerife;Total;Marzo;5,01
38 Santa Cruz de Tenerife;Total;Abril;5,49
38 Santa Cruz de Tenerife;Total;Mayo;5,00
38 Santa Cruz de Tenerife;Total;Junio;5,56
38 Santa Cruz de Tenerife;Total;Julio;5,07
38 Santa Cruz de Tenerife;Total;Agosto;5,10
38 Santa Cruz de Tenerife;Total;Septiembre;4,26
38 Santa Cruz de Tenerife;Total;Octubre;4,20
38 Santa Cruz de Tenerife;Total;Noviembre;4,53
38 Santa Cruz de Tenerife;Total;Diciembre;4,49
38 Santa Cruz de Tenerife;Residentes en España;Total;4,21
38 Santa Cruz de Tenerife;Residentes en España;Enero;3,95
38 Santa Cruz de Tenerife;Residentes en España;Febrero;3,22
38 Santa Cruz de Tenerife;Residentes en España;Marzo;4,13
38 Santa Cruz de Tenerife;Residentes en España;Abril;4,22
38 Santa Cruz de Tenerife;Residentes en España;Mayo;4,50
38 Santa Cruz de Tenerife;Residentes en España;Junio;4,60
38 Santa Cruz de Tenerife;Residentes en España;Julio;4,55
38 Santa Cruz de Tenerife;Residentes en España;Agosto;4,71
38 Santa Cruz de Tenerife;Residentes en España;Septiembre;4,22
38 Santa Cruz de Tenerife;Residentes en España;Octubre;3,71
38 Santa Cruz de Tenerife;Residentes en España;Noviembre;4,00
38 Santa Cruz de Tenerife;Residentes en España;Diciembre;3,91
38 Santa Cruz de Tenerife;No Residentes en España;Total;5,62
38 Santa Cruz de Tenerife;No Residentes en España;Enero;7,62
38 Santa Cruz de Tenerife;No Residentes en España;Febrero;8,08
38 Santa Cruz de Tenerife;No Residentes en España;Marzo;6,57
38 Santa Cruz de Tenerife;No Residentes en España;Abril;7,84
38 Santa Cruz de Tenerife;No Residentes en España;Mayo;5,61
38 Santa Cruz de Tenerife;No Residentes en España;Junio;7,20
38 Santa Cruz de Tenerife;No Residentes en España;Julio;6,47
38 Santa Cruz de Tenerife;No Residentes en España;Agosto;6,29
38 Santa Cruz de Tenerife;No Residentes en España;Septiembre;4,31
38 Santa Cruz de Tenerife;No Residentes en España;Octubre;4,64
38 Santa Cruz de Tenerife;No Residentes en España;Noviembre;4,85
38 Santa Cruz de Tenerife;No Residentes en España;Diciembre;4,95
40 Segovia;Total;Total;2,10
40 Segovia;Total;Enero;1,59
40 Segovia;Total;Febrero;1,47
40 Segovia;Total;Marzo;1,42
40 Segovia;Total;Abril;1,72
40 Segovia;Total;Mayo;1,63
40 Segovia;Total;Junio;1,82
40 Segovia;Total;Julio;2,19
40 Segovia;Total;Agosto;2,92
40 Segovia;Total;Septiembre;1,84
40 Segovia;Total;Octubre;1,95
40 Segovia;Total;Noviembre;1,81
40 Segovia;Total;Diciembre;2,30
40 Segovia;Residentes en España;Total;2,11
40 Segovia;Residentes en España;Enero;1,58
40 Segovia;Residentes en España;Febrero;1,48
40 Segovia;Residentes en España;Marzo;1,42
40 Segovia;Residentes en España;Abril;1,72
40 Segovia;Residentes en España;Mayo;1,63
40 Segovia;Residentes en España;Junio;1,84
40 Segovia;Residentes en España;Julio;2,19
40 Segovia;Residentes en España;Agosto;2,95
40 Segovia;Residentes en España;Septiembre;1,87
40 Segovia;Residentes en España;Octubre;1,94
40 Segovia;Residentes en España;Noviembre;1,81
40 Segovia;Residentes en España;Diciembre;2,31
40 Segovia;No Residentes en España;Total;1,94
40 Segovia;No Residentes en España;Enero;1,89
40 Segovia;No Residentes en España;Febrero;1,15
40 Segovia;No Residentes en España;Marzo;1,38
40 Segovia;No Residentes en España;Abril;1,61
40 Segovia;No Residentes en España;Mayo;1,49
40 Segovia;No Residentes en España;Junio;1,11
40 Segovia;No Residentes en España;Julio;2,29
40 Segovia;No Residentes en España;Agosto;2,35
40 Segovia;No Residentes en España;Septiembre;1,40
40 Segovia;No Residentes en España;Octubre;2,17
40 Segovia;No Residentes en España;Noviembre;1,86
40 Segovia;No Residentes en España;Diciembre;2,02
41 Sevilla;Total;Total;3,00
41 Sevilla;Total;Enero;6,69
41 Sevilla;Total;Febrero;3,17
41 Sevilla;Total;Marzo;2,48
41 Sevilla;Total;Abril;2,64
41 Sevilla;Total;Mayo;2,37
41 Sevilla;Total;Junio;2,63
41 Sevilla;Total;Julio;3,99
41 Sevilla;Total;Agosto;4,53
41 Sevilla;Total;Septiembre;2,54
41 Sevilla;Total;Octubre;2,46
41 Sevilla;Total;Noviembre;1,96
41 Sevilla;Total;Diciembre;2,30
41 Sevilla;Residentes en España;Total;2,98
41 Sevilla;Residentes en España;Enero;6,66
41 Sevilla;Residentes en España;Febrero;2,92
41 Sevilla;Residentes en España;Marzo;2,44
41 Sevilla;Residentes en España;Abril;2,58
41 Sevilla;Residentes en España;Mayo;2,33
41 Sevilla;Residentes en España;Junio;2,69
41 Sevilla;Residentes en España;Julio;3,92
41 Sevilla;Residentes en España;Agosto;4,63
41 Sevilla;Residentes en España;Septiembre;2,46
41 Sevilla;Residentes en España;Octubre;2,38
41 Sevilla;Residentes en España;Noviembre;1,84
41 Sevilla;Residentes en España;Diciembre;2,36
41 Sevilla;No Residentes en España;Total;3,15
41 Sevilla;No Residentes en España;Enero;8,00
41 Sevilla;No Residentes en España;Febrero;14,33
41 Sevilla;No Residentes en España;Marzo;4,44
41 Sevilla;No Residentes en España;Abril;3,86
41 Sevilla;No Residentes en España;Mayo;2,72
41 Sevilla;No Residentes en España;Junio;1,58
41 Sevilla;No Residentes en España;Julio;4,63
41 Sevilla;No Residentes en España;Agosto;4,00
41 Sevilla;No Residentes en España;Septiembre;2,76
41 Sevilla;No Residentes en España;Octubre;2,77
41 Sevilla;No Residentes en España;Noviembre;2,61
41 Sevilla;No Residentes en España;Diciembre;1,56
42 Soria;Total;Total;2,59
42 Soria;Total;Enero;10,29
42 Soria;Total;Febrero;3,69
42 Soria;Total;Marzo;2,21
42 Soria;Total;Abril;2,63
42 Soria;Total;Mayo;2,09
42 Soria;Total;Junio;2,28
42 Soria;Total;Julio;2,55
42 Soria;Total;Agosto;3,67
42 Soria;Total;Septiembre;1,99
42 Soria;Total;Octubre;2,46
42 Soria;Total;Noviembre;2,12
42 Soria;Total;Diciembre;2,55
42 Soria;Residentes en España;Total;2,59
42 Soria;Residentes en España;Enero;10,29
42 Soria;Residentes en España;Febrero;3,69
42 Soria;Residentes en España;Marzo;2,22
42 Soria;Residentes en España;Abril;2,63
42 Soria;Residentes en España;Mayo;2,10
42 Soria;Residentes en España;Junio;2,28
42 Soria;Residentes en España;Julio;2,56
42 Soria;Residentes en España;Agosto;3,64
42 Soria;Residentes en España;Septiembre;1,99
42 Soria;Residentes en España;Octubre;2,47
42 Soria;Residentes en España;Noviembre;2,12
42 Soria;Residentes en España;Diciembre;2,56
42 Soria;No Residentes en España;Total;2,50
42 Soria;No Residentes en España;Enero;0,00
42 Soria;No Residentes en España;Febrero;0,00
42 Soria;No Residentes en España;Marzo;1,57
42 Soria;No Residentes en España;Abril;0,00
42 Soria;No Residentes en España;Mayo;1,64
42 Soria;No Residentes en España;Junio;1,67
42 Soria;No Residentes en España;Julio;1,74
42 Soria;No Residentes en España;Agosto;6,05
42 Soria;No Residentes en España;Septiembre;1,62
42 Soria;No Residentes en España;Octubre;1,70
42 Soria;No Residentes en España;Noviembre;2,00
42 Soria;No Residentes en España;Diciembre;1,00
43 Tarragona;Total;Total;3,26
43 Tarragona;Total;Enero;4,77
43 Tarragona;Total;Febrero;1,82
43 Tarragona;Total;Marzo;2,37
43 Tarragona;Total;Abril;2,83
43 Tarragona;Total;Mayo;2,01
43 Tarragona;Total;Junio;2,55
43 Tarragona;Total;Julio;3,69
43 Tarragona;Total;Agosto;5,82
43 Tarragona;Total;Septiembre;2,54
43 Tarragona;Total;Octubre;2,76
43 Tarragona;Total;Noviembre;3,14
43 Tarragona;Total;Diciembre;2,53
43 Tarragona;Residentes en España;Total;3,05
43 Tarragona;Residentes en España;Enero;4,77
43 Tarragona;Residentes en España;Febrero;1,78
43 Tarragona;Residentes en España;Marzo;2,36
43 Tarragona;Residentes en España;Abril;2,83
43 Tarragona;Residentes en España;Mayo;2,02
43 Tarragona;Residentes en España;Junio;2,53
43 Tarragona;Residentes en España;Julio;3,40
43 Tarragona;Residentes en España;Agosto;5,82
43 Tarragona;Residentes en España;Septiembre;2,34
43 Tarragona;Residentes en España;Octubre;2,47
43 Tarragona;Residentes en España;Noviembre;2,15
43 Tarragona;Residentes en España;Diciembre;2,55
43 Tarragona;No Residentes en España;Total;6,35
43 Tarragona;No Residentes en España;Enero;0,00
43 Tarragona;No Residentes en España;Febrero;2,00
43 Tarragona;No Residentes en España;Marzo;2,50
43 Tarragona;No Residentes en España;Abril;0,00
43 Tarragona;No Residentes en España;Mayo;1,18
43 Tarragona;No Residentes en España;Junio;4,15
43 Tarragona;No Residentes en España;Julio;6,71
43 Tarragona;No Residentes en España;Agosto;5,81
43 Tarragona;No Residentes en España;Septiembre;4,78
43 Tarragona;No Residentes en España;Octubre;5,72
43 Tarragona;No Residentes en España;Noviembre;12,34
43 Tarragona;No Residentes en España;Diciembre;1,83
44 Teruel;Total;Total;3,18
44 Teruel;Total;Enero;11,82
44 Teruel;Total;Febrero;9,45
44 Teruel;Total;Marzo;3,62
44 Teruel;Total;Abril;3,06
44 Teruel;Total;Mayo;2,20
44 Teruel;Total;Junio;2,60
44 Teruel;Total;Julio;4,07
44 Teruel;Total;Agosto;4,33
44 Teruel;Total;Septiembre;2,76
44 Teruel;Total;Octubre;2,88
44 Teruel;Total;Noviembre;2,23
44 Teruel;Total;Diciembre;2,72
44 Teruel;Residentes en España;Total;3,13
44 Teruel;Residentes en España;Enero;11,82
44 Teruel;Residentes en España;Febrero;9,71
44 Teruel;Residentes en España;Marzo;2,98
44 Teruel;Residentes en España;Abril;2,66
44 Teruel;Residentes en España;Mayo;2,15
44 Teruel;Residentes en España;Junio;2,63
44 Teruel;Residentes en España;Julio;4,09
44 Teruel;Residentes en España;Agosto;4,34
44 Teruel;Residentes en España;Septiembre;2,77
44 Teruel;Residentes en España;Octubre;2,81
44 Teruel;Residentes en España;Noviembre;2,23
44 Teruel;Residentes en España;Diciembre;2,60
44 Teruel;No Residentes en España;Total;4,30
44 Teruel;No Residentes en España;Enero;0,00
44 Teruel;No Residentes en España;Febrero;8,00
44 Teruel;No Residentes en España;Marzo;6,17
44 Teruel;No Residentes en España;Abril;16,57
44 Teruel;No Residentes en España;Mayo;2,96
44 Teruel;No Residentes en España;Junio;1,55
44 Teruel;No Residentes en España;Julio;3,44
44 Teruel;No Residentes en España;Agosto;3,78
44 Teruel;No Residentes en España;Septiembre;2,54
44 Teruel;No Residentes en España;Octubre;4,57
44 Teruel;No Residentes en España;Noviembre;2,60
44 Teruel;No Residentes en España;Diciembre;7,32
45 Toledo;Total;Total;2,44
45 Toledo;Total;Enero;17,05
45 Toledo;Total;Febrero;18,30
45 Toledo;Total;Marzo;3,99
45 Toledo;Total;Abril;2,46
45 Toledo;Total;Mayo;1,79
45 Toledo;Total;Junio;2,02
45 Toledo;Total;Julio;2,44
45 Toledo;Total;Agosto;3,15
45 Toledo;Total;Septiembre;2,34
45 Toledo;Total;Octubre;2,08
45 Toledo;Total;Noviembre;1,99
45 Toledo;Total;Diciembre;2,31
45 Toledo;Residentes en España;Total;2,40
45 Toledo;Residentes en España;Enero;17,05
45 Toledo;Residentes en España;Febrero;18,30
45 Toledo;Residentes en España;Marzo;3,99
45 Toledo;Residentes en España;Abril;2,48
45 Toledo;Residentes en España;Mayo;1,80
45 Toledo;Residentes en España;Junio;2,02
45 Toledo;Residentes en España;Julio;2,45
45 Toledo;Residentes en España;Agosto;3,06
45 Toledo;Residentes en España;Septiembre;2,15
45 Toledo;Residentes en España;Octubre;2,07
45 Toledo;Residentes en España;Noviembre;1,99
45 Toledo;Residentes en España;Diciembre;2,31
45 Toledo;No Residentes en España;Total;5,58
45 Toledo;No Residentes en España;Enero;0,00
45 Toledo;No Residentes en España;Febrero;0,00
45 Toledo;No Residentes en España;Marzo;0,00
45 Toledo;No Residentes en España;Abril;1,00
45 Toledo;No Residentes en España;Mayo;1,52
45 Toledo;No Residentes en España;Junio;2,24
45 Toledo;No Residentes en España;Julio;1,69
45 Toledo;No Residentes en España;Agosto;9,07
45 Toledo;No Residentes en España;Septiembre;18,60
45 Toledo;No Residentes en España;Octubre;2,39
45 Toledo;No Residentes en España;Noviembre;1,28
45 Toledo;No Residentes en España;Diciembre;1,46
46 Valencia/València;Total;Total;2,55
46 Valencia/València;Total;Enero;2,44
46 Valencia/València;Total;Febrero;4,27
46 Valencia/València;Total;Marzo;2,34
46 Valencia/València;Total;Abril;2,14
46 Valencia/València;Total;Mayo;1,97
46 Valencia/València;Total;Junio;2,24
46 Valencia/València;Total;Julio;3,33
46 Valencia/València;Total;Agosto;3,71
46 Valencia/València;Total;Septiembre;2,40
46 Valencia/València;Total;Octubre;2,09
46 Valencia/València;Total;Noviembre;2,42
46 Valencia/València;Total;Diciembre;2,14
46 Valencia/València;Residentes en España;Total;2,47
46 Valencia/València;Residentes en España;Enero;2,45
46 Valencia/València;Residentes en España;Febrero;4,46
46 Valencia/València;Residentes en España;Marzo;2,35
46 Valencia/València;Residentes en España;Abril;2,10
46 Valencia/València;Residentes en España;Mayo;1,86
46 Valencia/València;Residentes en España;Junio;2,22
46 Valencia/València;Residentes en España;Julio;3,15
46 Valencia/València;Residentes en España;Agosto;3,49
46 Valencia/València;Residentes en España;Septiembre;2,40
46 Valencia/València;Residentes en España;Octubre;2,07
46 Valencia/València;Residentes en España;Noviembre;2,40
46 Valencia/València;Residentes en España;Diciembre;2,12
46 Valencia/València;No Residentes en España;Total;3,66
46 Valencia/València;No Residentes en España;Enero;2,00
46 Valencia/València;No Residentes en España;Febrero;2,43
46 Valencia/València;No Residentes en España;Marzo;1,84
46 Valencia/València;No Residentes en España;Abril;4,09
46 Valencia/València;No Residentes en España;Mayo;3,98
46 Valencia/València;No Residentes en España;Junio;2,61
46 Valencia/València;No Residentes en España;Julio;5,65
46 Valencia/València;No Residentes en España;Agosto;5,31
46 Valencia/València;No Residentes en España;Septiembre;2,45
46 Valencia/València;No Residentes en España;Octubre;2,32
