Provincias;País de residencia;Meses;Total
07 Balears, Illes;Francia;Junio;66.851
07 Balears, Illes;Francia;Julio;77.710
07 Balears, Illes;Francia;Agosto;96.282
07 Balears, Illes;Francia;Septiembre;67.224
07 Balears, Illes;Francia;Octubre;44.127
07 Balears, Illes;Francia;Noviembre;2.244
07 Balears, Illes;Francia;Diciembre;2.465
07 Balears, Illes;Grecia;Enero;29
07 Balears, Illes;Grecia;Febrero;128
07 Balears, Illes;Grecia;Marzo;65
07 Balears, Illes;Grecia;Abril;457
07 Balears, Illes;Grecia;Mayo;656
07 Balears, Illes;Grecia;Junio;1.111
07 Balears, Illes;Grecia;Julio;1.500
07 Balears, Illes;Grecia;Agosto;1.031
07 Balears, Illes;Grecia;Septiembre;1.028
07 Balears, Illes;Grecia;Octubre;571
07 Balears, Illes;Grecia;Noviembre;132
07 Balears, Illes;Grecia;Diciembre;86
07 Balears, Illes;Irlanda;Enero;172
07 Balears, Illes;Irlanda;Febrero;210
07 Balears, Illes;Irlanda;Marzo;846
07 Balears, Illes;Irlanda;Abril;5.367
07 Balears, Illes;Irlanda;Mayo;15.063
07 Balears, Illes;Irlanda;Junio;15.705
07 Balears, Illes;Irlanda;Julio;17.927
07 Balears, Illes;Irlanda;Agosto;15.268
07 Balears, Illes;Irlanda;Septiembre;13.323
07 Balears, Illes;Irlanda;Octubre;8.443
07 Balears, Illes;Irlanda;Noviembre;212
07 Balears, Illes;Irlanda;Diciembre;160
07 Balears, Illes;Italia;Enero;1.131
07 Balears, Illes;Italia;Febrero;1.385
07 Balears, Illes;Italia;Marzo;3.584
07 Balears, Illes;Italia;Abril;11.593
07 Balears, Illes;Italia;Mayo;32.082
07 Balears, Illes;Italia;Junio;70.618
07 Balears, Illes;Italia;Julio;91.251
07 Balears, Illes;Italia;Agosto;118.059
07 Balears, Illes;Italia;Septiembre;59.867
07 Balears, Illes;Italia;Octubre;19.166
07 Balears, Illes;Italia;Noviembre;1.711
07 Balears, Illes;Italia;Diciembre;1.453
07 Balears, Illes;Luxemburgo;Enero;86
07 Balears, Illes;Luxemburgo;Febrero;304
07 Balears, Illes;Luxemburgo;Marzo;348
07 Balears, Illes;Luxemburgo;Abril;1.629
07 Balears, Illes;Luxemburgo;Mayo;3.441
07 Balears, Illes;Luxemburgo;Junio;2.180
07 Balears, Illes;Luxemburgo;Julio;2.975
07 Balears, Illes;Luxemburgo;Agosto;4.642
07 Balears, Illes;Luxemburgo;Septiembre;3.477
07 Balears, Illes;Luxemburgo;Octubre;1.627
07 Balears, Illes;Luxemburgo;Noviembre;111
07 Balears, Illes;Luxemburgo;Diciembre;104
07 Balears, Illes;Países Bajos;Enero;1.086
07 Balears, Illes;Países Bajos;Febrero;1.560
07 Balears, Illes;Países Bajos;Marzo;2.943
07 Balears, Illes;Países Bajos;Abril;19.659
07 Balears, Illes;Países Bajos;Mayo;45.696
07 Balears, Illes;Países Bajos;Junio;48.399
07 Balears, Illes;Países Bajos;Julio;54.523
07 Balears, Illes;Países Bajos;Agosto;49.940
07 Balears, Illes;Países Bajos;Septiembre;49.927
07 Balears, Illes;Países Bajos;Octubre;31.636
07 Balears, Illes;Países Bajos;Noviembre;1.113
07 Balears, Illes;Países Bajos;Diciembre;917
07 Balears, Illes;Polonia;Enero;1.027
07 Balears, Illes;Polonia;Febrero;604
07 Balears, Illes;Polonia;Marzo;1.208
07 Balears, Illes;Polonia;Abril;4.594
07 Balears, Illes;Polonia;Mayo;15.713
07 Balears, Illes;Polonia;Junio;21.750
07 Balears, Illes;Polonia;Julio;27.828
07 Balears, Illes;Polonia;Agosto;23.225
07 Balears, Illes;Polonia;Septiembre;23.273
07 Balears, Illes;Polonia;Octubre;9.630
07 Balears, Illes;Polonia;Noviembre;1.361
07 Balears, Illes;Polonia;Diciembre;695
07 Balears, Illes;Portugal;Enero;306
07 Balears, Illes;Portugal;Febrero;219
07 Balears, Illes;Portugal;Marzo;1.097
07 Balears, Illes;Portugal;Abril;2.677
07 Balears, Illes;Portugal;Mayo;7.165
07 Balears, Illes;Portugal;Junio;16.894
07 Balears, Illes;Portugal;Julio;18.199
07 Balears, Illes;Portugal;Agosto;24.939
07 Balears, Illes;Portugal;Septiembre;16.607
07 Balears, Illes;Portugal;Octubre;4.134
07 Balears, Illes;Portugal;Noviembre;590
07 Balears, Illes;Portugal;Diciembre;281
07 Balears, Illes;Reino Unido;Enero;6.304
07 Balears, Illes;Reino Unido;Febrero;8.564
07 Balears, Illes;Reino Unido;Marzo;28.816
07 Balears, Illes;Reino Unido;Abril;90.208
07 Balears, Illes;Reino Unido;Mayo;387.466
07 Balears, Illes;Reino Unido;Junio;462.302
07 Balears, Illes;Reino Unido;Julio;429.747
07 Balears, Illes;Reino Unido;Agosto;419.082
07 Balears, Illes;Reino Unido;Septiembre;409.725
07 Balears, Illes;Reino Unido;Octubre;226.985
07 Balears, Illes;Reino Unido;Noviembre;6.372
07 Balears, Illes;Reino Unido;Diciembre;6.229
07 Balears, Illes;República Checa;Enero;47
07 Balears, Illes;República Checa;Febrero;177
07 Balears, Illes;República Checa;Marzo;382
07 Balears, Illes;República Checa;Abril;1.163
07 Balears, Illes;República Checa;Mayo;4.907
07 Balears, Illes;República Checa;Junio;11.925
07 Balears, Illes;República Checa;Julio;16.568
07 Balears, Illes;República Checa;Agosto;14.051
07 Balears, Illes;República Checa;Septiembre;12.339
07 Balears, Illes;República Checa;Octubre;3.860
07 Balears, Illes;República Checa;Noviembre;614
07 Balears, Illes;República Checa;Diciembre;234
07 Balears, Illes;Suecia;Enero;1.303
07 Balears, Illes;Suecia;Febrero;1.724
07 Balears, Illes;Suecia;Marzo;5.416
07 Balears, Illes;Suecia;Abril;21.954
07 Balears, Illes;Suecia;Mayo;58.127
07 Balears, Illes;Suecia;Junio;63.153
07 Balears, Illes;Suecia;Julio;66.157
07 Balears, Illes;Suecia;Agosto;57.150
07 Balears, Illes;Suecia;Septiembre;53.723
07 Balears, Illes;Suecia;Octubre;27.485
07 Balears, Illes;Suecia;Noviembre;2.350
07 Balears, Illes;Suecia;Diciembre;2.009
07 Balears, Illes;Noruega;Enero;438
07 Balears, Illes;Noruega;Febrero;568
07 Balears, Illes;Noruega;Marzo;2.582
07 Balears, Illes;Noruega;Abril;6.533
07 Balears, Illes;Noruega;Mayo;16.645
07 Balears, Illes;Noruega;Junio;24.460
07 Balears, Illes;Noruega;Julio;37.041
07 Balears, Illes;Noruega;Agosto;22.061
07 Balears, Illes;Noruega;Septiembre;18.632
07 Balears, Illes;Noruega;Octubre;9.893
07 Balears, Illes;Noruega;Noviembre;625
07 Balears, Illes;Noruega;Diciembre;323
07 Balears, Illes;Rusia;Enero;762
07 Balears, Illes;Rusia;Febrero;641
07 Balears, Illes;Rusia;Marzo;783
07 Balears, Illes;Rusia;Abril;1.127
07 Balears, Illes;Rusia;Mayo;8.784
07 Balears, Illes;Rusia;Junio;15.683
07 Balears, Illes;Rusia;Julio;18.208
07 Balears, Illes;Rusia;Agosto;17.417
07 Balears, Illes;Rusia;Septiembre;17.768
07 Balears, Illes;Rusia;Octubre;4.347
07 Balears, Illes;Rusia;Noviembre;465
07 Balears, Illes;Rusia;Diciembre;322
07 Balears, Illes;Suiza;Enero;795
07 Balears, Illes;Suiza;Febrero;1.999
07 Balears, Illes;Suiza;Marzo;5.804
07 Balears, Illes;Suiza;Abril;17.877
07 Balears, Illes;Suiza;Mayo;28.318
07 Balears, Illes;Suiza;Junio;33.060
07 Balears, Illes;Suiza;Julio;51.242
07 Balears, Illes;Suiza;Agosto;30.454
07 Balears, Illes;Suiza;Septiembre;37.131
07 Balears, Illes;Suiza;Octubre;26.180
07 Balears, Illes;Suiza;Noviembre;1.347
07 Balears, Illes;Suiza;Diciembre;2.180
07 Balears, Illes;Resto de Europa sin U.E.;Enero;696
07 Balears, Illes;Resto de Europa sin U.E.;Febrero;1.543
07 Balears, Illes;Resto de Europa sin U.E.;Marzo;3.190
07 Balears, Illes;Resto de Europa sin U.E.;Abril;3.670
07 Balears, Illes;Resto de Europa sin U.E.;Mayo;5.956
07 Balears, Illes;Resto de Europa sin U.E.;Junio;14.223
07 Balears, Illes;Resto de Europa sin U.E.;Julio;21.020
07 Balears, Illes;Resto de Europa sin U.E.;Agosto;18.238
07 Balears, Illes;Resto de Europa sin U.E.;Septiembre;9.920
07 Balears, Illes;Resto de Europa sin U.E.;Octubre;5.891
07 Balears, Illes;Resto de Europa sin U.E.;Noviembre;1.159
07 Balears, Illes;Resto de Europa sin U.E.;Diciembre;612
07 Balears, Illes;Japón;Enero;160
07 Balears, Illes;Japón;Febrero;682
07 Balears, Illes;Japón;Marzo;248
07 Balears, Illes;Japón;Abril;469
07 Balears, Illes;Japón;Mayo;747
07 Balears, Illes;Japón;Junio;1.030
07 Balears, Illes;Japón;Julio;1.282
07 Balears, Illes;Japón;Agosto;2.248
07 Balears, Illes;Japón;Septiembre;1.553
07 Balears, Illes;Japón;Octubre;802
07 Balears, Illes;Japón;Noviembre;227
07 Balears, Illes;Japón;Diciembre;373
07 Balears, Illes;Estados Unidos;Enero;568
07 Balears, Illes;Estados Unidos;Febrero;758
07 Balears, Illes;Estados Unidos;Marzo;2.349
07 Balears, Illes;Estados Unidos;Abril;4.495
07 Balears, Illes;Estados Unidos;Mayo;10.908
07 Balears, Illes;Estados Unidos;Junio;17.946
07 Balears, Illes;Estados Unidos;Julio;20.149
07 Balears, Illes;Estados Unidos;Agosto;18.803
07 Balears, Illes;Estados Unidos;Septiembre;15.684
07 Balears, Illes;Estados Unidos;Octubre;8.711
07 Balears, Illes;Estados Unidos;Noviembre;1.273
07 Balears, Illes;Estados Unidos;Diciembre;1.334
07 Balears, Illes;Resto de América;Enero;921
07 Balears, Illes;Resto de América;Febrero;1.028
07 Balears, Illes;Resto de América;Marzo;1.608
07 Balears, Illes;Resto de América;Abril;5.613
07 Balears, Illes;Resto de América;Mayo;12.801
07 Balears, Illes;Resto de América;Junio;15.488
07 Balears, Illes;Resto de América;Julio;16.979
07 Balears, Illes;Resto de América;Agosto;16.558
07 Balears, Illes;Resto de América;Septiembre;14.244
07 Balears, Illes;Resto de América;Octubre;8.430
07 Balears, Illes;Resto de América;Noviembre;1.392
07 Balears, Illes;Resto de América;Diciembre;947
07 Balears, Illes;Países africanos;Enero;320
07 Balears, Illes;Países africanos;Febrero;296
07 Balears, Illes;Países africanos;Marzo;277
07 Balears, Illes;Países africanos;Abril;703
07 Balears, Illes;Países africanos;Mayo;1.402
07 Balears, Illes;Países africanos;Junio;1.828
07 Balears, Illes;Países africanos;Julio;3.490
07 Balears, Illes;Países africanos;Agosto;4.304
07 Balears, Illes;Países africanos;Septiembre;7.326
07 Balears, Illes;Países africanos;Octubre;1.149
07 Balears, Illes;Países africanos;Noviembre;235
07 Balears, Illes;Países africanos;Diciembre;291
08 Barcelona;Residentes en España;Enero;227.550
08 Barcelona;Residentes en España;Febrero;237.784
08 Barcelona;Residentes en España;Marzo;271.688
08 Barcelona;Residentes en España;Abril;279.387
08 Barcelona;Residentes en España;Mayo;281.616
08 Barcelona;Residentes en España;Junio;305.445
08 Barcelona;Residentes en España;Julio;304.812
08 Barcelona;Residentes en España;Agosto;258.625
08 Barcelona;Residentes en España;Septiembre;267.880
08 Barcelona;Residentes en España;Octubre;279.446
08 Barcelona;Residentes en España;Noviembre;251.166
08 Barcelona;Residentes en España;Diciembre;252.354
08 Barcelona;Alemania;Enero;31.479
08 Barcelona;Alemania;Febrero;40.437
08 Barcelona;Alemania;Marzo;58.348
08 Barcelona;Alemania;Abril;54.439
08 Barcelona;Alemania;Mayo;69.062
08 Barcelona;Alemania;Junio;66.382
08 Barcelona;Alemania;Julio;68.661
08 Barcelona;Alemania;Agosto;64.727
08 Barcelona;Alemania;Septiembre;67.746
08 Barcelona;Alemania;Octubre;70.689
08 Barcelona;Alemania;Noviembre;45.437
08 Barcelona;Alemania;Diciembre;30.081
08 Barcelona;Austria;Enero;3.243
08 Barcelona;Austria;Febrero;4.400
08 Barcelona;Austria;Marzo;6.996
08 Barcelona;Austria;Abril;7.495
08 Barcelona;Austria;Mayo;8.221
08 Barcelona;Austria;Junio;5.871
08 Barcelona;Austria;Julio;6.664
08 Barcelona;Austria;Agosto;8.207
08 Barcelona;Austria;Septiembre;7.840
08 Barcelona;Austria;Octubre;8.632
08 Barcelona;Austria;Noviembre;5.846
08 Barcelona;Austria;Diciembre;5.124
08 Barcelona;Bélgica;Enero;9.536
08 Barcelona;Bélgica;Febrero;11.903
08 Barcelona;Bélgica;Marzo;13.776
08 Barcelona;Bélgica;Abril;18.457
08 Barcelona;Bélgica;Mayo;18.835
08 Barcelona;Bélgica;Junio;17.460
08 Barcelona;Bélgica;Julio;25.285
08 Barcelona;Bélgica;Agosto;22.618
08 Barcelona;Bélgica;Septiembre;20.395
08 Barcelona;Bélgica;Octubre;14.285
08 Barcelona;Bélgica;Noviembre;10.839
08 Barcelona;Bélgica;Diciembre;9.997
08 Barcelona;Dinamarca;Enero;4.910
08 Barcelona;Dinamarca;Febrero;5.311
08 Barcelona;Dinamarca;Marzo;8.139
08 Barcelona;Dinamarca;Abril;9.497
08 Barcelona;Dinamarca;Mayo;12.087
08 Barcelona;Dinamarca;Junio;6.521
08 Barcelona;Dinamarca;Julio;13.280
08 Barcelona;Dinamarca;Agosto;6.743
08 Barcelona;Dinamarca;Septiembre;8.841
08 Barcelona;Dinamarca;Octubre;10.141
08 Barcelona;Dinamarca;Noviembre;5.270
08 Barcelona;Dinamarca;Diciembre;3.587
08 Barcelona;Finlandia;Enero;3.224
08 Barcelona;Finlandia;Febrero;4.341
08 Barcelona;Finlandia;Marzo;5.505
08 Barcelona;Finlandia;Abril;8.286
08 Barcelona;Finlandia;Mayo;6.522
08 Barcelona;Finlandia;Junio;7.109
08 Barcelona;Finlandia;Julio;7.959
08 Barcelona;Finlandia;Agosto;5.275
08 Barcelona;Finlandia;Septiembre;6.251
08 Barcelona;Finlandia;Octubre;8.290
08 Barcelona;Finlandia;Noviembre;3.627
08 Barcelona;Finlandia;Diciembre;3.231
08 Barcelona;Francia;Enero;60.473
08 Barcelona;Francia;Febrero;55.832
08 Barcelona;Francia;Marzo;71.606
08 Barcelona;Francia;Abril;93.987
08 Barcelona;Francia;Mayo;111.532
08 Barcelona;Francia;Junio;82.201
08 Barcelona;Francia;Julio;100.248
08 Barcelona;Francia;Agosto;163.115
08 Barcelona;Francia;Septiembre;78.289
08 Barcelona;Francia;Octubre;85.154
08 Barcelona;Francia;Noviembre;59.157
08 Barcelona;Francia;Diciembre;65.077
08 Barcelona;Grecia;Enero;2.466
08 Barcelona;Grecia;Febrero;2.293
08 Barcelona;Grecia;Marzo;3.358
08 Barcelona;Grecia;Abril;3.504
08 Barcelona;Grecia;Mayo;4.269
08 Barcelona;Grecia;Junio;3.606
08 Barcelona;Grecia;Julio;3.019
08 Barcelona;Grecia;Agosto;3.349
08 Barcelona;Grecia;Septiembre;5.577
08 Barcelona;Grecia;Octubre;4.070
08 Barcelona;Grecia;Noviembre;6.013
08 Barcelona;Grecia;Diciembre;3.858
08 Barcelona;Irlanda;Enero;5.987
08 Barcelona;Irlanda;Febrero;5.370
08 Barcelona;Irlanda;Marzo;6.447
08 Barcelona;Irlanda;Abril;8.337
08 Barcelona;Irlanda;Mayo;8.774
08 Barcelona;Irlanda;Junio;9.230
08 Barcelona;Irlanda;Julio;9.223
08 Barcelona;Irlanda;Agosto;10.031
08 Barcelona;Irlanda;Septiembre;11.177
08 Barcelona;Irlanda;Octubre;12.926
08 Barcelona;Irlanda;Noviembre;6.183
08 Barcelona;Irlanda;Diciembre;4.684
08 Barcelona;Italia;Enero;41.616
08 Barcelona;Italia;Febrero;40.987
08 Barcelona;Italia;Marzo;50.397
08 Barcelona;Italia;Abril;55.736
08 Barcelona;Italia;Mayo;51.194
08 Barcelona;Italia;Junio;54.329
08 Barcelona;Italia;Julio;53.436
08 Barcelona;Italia;Agosto;73.781
08 Barcelona;Italia;Septiembre;57.375
08 Barcelona;Italia;Octubre;51.155
08 Barcelona;Italia;Noviembre;51.795
08 Barcelona;Italia;Diciembre;51.690
08 Barcelona;Luxemburgo;Enero;313
08 Barcelona;Luxemburgo;Febrero;818
08 Barcelona;Luxemburgo;Marzo;709
08 Barcelona;Luxemburgo;Abril;919
08 Barcelona;Luxemburgo;Mayo;773
08 Barcelona;Luxemburgo;Junio;900
08 Barcelona;Luxemburgo;Julio;642
08 Barcelona;Luxemburgo;Agosto;1.242
08 Barcelona;Luxemburgo;Septiembre;731
08 Barcelona;Luxemburgo;Octubre;658
08 Barcelona;Luxemburgo;Noviembre;624
08 Barcelona;Luxemburgo;Diciembre;406
08 Barcelona;Países Bajos;Enero;16.016
08 Barcelona;Países Bajos;Febrero;14.276
08 Barcelona;Países Bajos;Marzo;19.686
08 Barcelona;Países Bajos;Abril;24.821
08 Barcelona;Países Bajos;Mayo;41.585
08 Barcelona;Países Bajos;Junio;38.162
08 Barcelona;Países Bajos;Julio;37.352
08 Barcelona;Países Bajos;Agosto;38.990
08 Barcelona;Países Bajos;Septiembre;34.152
08 Barcelona;Países Bajos;Octubre;30.095
08 Barcelona;Países Bajos;Noviembre;17.248
08 Barcelona;Países Bajos;Diciembre;13.335
08 Barcelona;Polonia;Enero;6.087
08 Barcelona;Polonia;Febrero;6.490
08 Barcelona;Polonia;Marzo;8.094
08 Barcelona;Polonia;Abril;9.738
08 Barcelona;Polonia;Mayo;16.320
08 Barcelona;Polonia;Junio;17.246
08 Barcelona;Polonia;Julio;17.746
08 Barcelona;Polonia;Agosto;15.900
08 Barcelona;Polonia;Septiembre;19.181
08 Barcelona;Polonia;Octubre;9.489
08 Barcelona;Polonia;Noviembre;7.649
08 Barcelona;Polonia;Diciembre;4.534
08 Barcelona;Portugal;Enero;9.945
08 Barcelona;Portugal;Febrero;10.700
08 Barcelona;Portugal;Marzo;11.502
08 Barcelona;Portugal;Abril;18.029
08 Barcelona;Portugal;Mayo;12.517
08 Barcelona;Portugal;Junio;13.277
08 Barcelona;Portugal;Julio;13.497
08 Barcelona;Portugal;Agosto;15.283
08 Barcelona;Portugal;Septiembre;14.686
08 Barcelona;Portugal;Octubre;14.957
08 Barcelona;Portugal;Noviembre;12.116
08 Barcelona;Portugal;Diciembre;10.658
08 Barcelona;Reino Unido;Enero;40.357
08 Barcelona;Reino Unido;Febrero;54.009
08 Barcelona;Reino Unido;Marzo;74.762
08 Barcelona;Reino Unido;Abril;71.780
08 Barcelona;Reino Unido;Mayo;99.931
08 Barcelona;Reino Unido;Junio;103.629
08 Barcelona;Reino Unido;Julio;102.478
08 Barcelona;Reino Unido;Agosto;104.568
08 Barcelona;Reino Unido;Septiembre;101.058
08 Barcelona;Reino Unido;Octubre;85.991
08 Barcelona;Reino Unido;Noviembre;59.392
08 Barcelona;Reino Unido;Diciembre;48.329
08 Barcelona;República Checa;Enero;1.741
08 Barcelona;República Checa;Febrero;2.351
08 Barcelona;República Checa;Marzo;2.574
08 Barcelona;República Checa;Abril;3.795
08 Barcelona;República Checa;Mayo;4.019
08 Barcelona;República Checa;Junio;7.087
08 Barcelona;República Checa;Julio;6.486
08 Barcelona;República Checa;Agosto;5.291
08 Barcelona;República Checa;Septiembre;6.057
08 Barcelona;República Checa;Octubre;3.475
08 Barcelona;República Checa;Noviembre;3.522
08 Barcelona;República Checa;Diciembre;2.089
08 Barcelona;Suecia;Enero;6.531
08 Barcelona;Suecia;Febrero;8.071
08 Barcelona;Suecia;Marzo;11.299
08 Barcelona;Suecia;Abril;13.650
08 Barcelona;Suecia;Mayo;15.436
08 Barcelona;Suecia;Junio;13.835
08 Barcelona;Suecia;Julio;17.174
08 Barcelona;Suecia;Agosto;11.910
08 Barcelona;Suecia;Septiembre;14.683
08 Barcelona;Suecia;Octubre;14.330
08 Barcelona;Suecia;Noviembre;9.253
08 Barcelona;Suecia;Diciembre;6.334
08 Barcelona;Noruega;Enero;2.816
08 Barcelona;Noruega;Febrero;4.555
08 Barcelona;Noruega;Marzo;6.030
08 Barcelona;Noruega;Abril;8.339
08 Barcelona;Noruega;Mayo;9.514
08 Barcelona;Noruega;Junio;10.797
08 Barcelona;Noruega;Julio;16.131
08 Barcelona;Noruega;Agosto;8.226
08 Barcelona;Noruega;Septiembre;9.714
08 Barcelona;Noruega;Octubre;8.446
08 Barcelona;Noruega;Noviembre;4.711
08 Barcelona;Noruega;Diciembre;2.850
08 Barcelona;Rusia;Enero;16.731
08 Barcelona;Rusia;Febrero;12.819
08 Barcelona;Rusia;Marzo;16.136
08 Barcelona;Rusia;Abril;16.627
08 Barcelona;Rusia;Mayo;21.995
08 Barcelona;Rusia;Junio;30.708
08 Barcelona;Rusia;Julio;32.669
08 Barcelona;Rusia;Agosto;37.263
08 Barcelona;Rusia;Septiembre;34.277
08 Barcelona;Rusia;Octubre;18.691
08 Barcelona;Rusia;Noviembre;15.207
08 Barcelona;Rusia;Diciembre;11.525
08 Barcelona;Suiza;Enero;8.683
08 Barcelona;Suiza;Febrero;9.585
08 Barcelona;Suiza;Marzo;14.791
08 Barcelona;Suiza;Abril;17.133
08 Barcelona;Suiza;Mayo;15.188
08 Barcelona;Suiza;Junio;16.665
08 Barcelona;Suiza;Julio;20.430
08 Barcelona;Suiza;Agosto;14.648
08 Barcelona;Suiza;Septiembre;15.261
08 Barcelona;Suiza;Octubre;18.321
08 Barcelona;Suiza;Noviembre;12.765
08 Barcelona;Suiza;Diciembre;8.777
08 Barcelona;Resto de Europa sin U.E.;Enero;16.396
08 Barcelona;Resto de Europa sin U.E.;Febrero;14.516
08 Barcelona;Resto de Europa sin U.E.;Marzo;19.618
08 Barcelona;Resto de Europa sin U.E.;Abril;23.216
08 Barcelona;Resto de Europa sin U.E.;Mayo;27.639
08 Barcelona;Resto de Europa sin U.E.;Junio;28.093
08 Barcelona;Resto de Europa sin U.E.;Julio;27.032
08 Barcelona;Resto de Europa sin U.E.;Agosto;28.126
08 Barcelona;Resto de Europa sin U.E.;Septiembre;24.018
08 Barcelona;Resto de Europa sin U.E.;Octubre;23.022
08 Barcelona;Resto de Europa sin U.E.;Noviembre;19.090
08 Barcelona;Resto de Europa sin U.E.;Diciembre;17.743
08 Barcelona;Japón;Enero;9.646
08 Barcelona;Japón;Febrero;15.483
08 Barcelona;Japón;Marzo;15.978
08 Barcelona;Japón;Abril;11.810
08 Barcelona;Japón;Mayo;13.176
08 Barcelona;Japón;Junio;15.350
08 Barcelona;Japón;Julio;11.248
08 Barcelona;Japón;Agosto;14.452
08 Barcelona;Japón;Septiembre;15.829
08 Barcelona;Japón;Octubre;15.230
08 Barcelona;Japón;Noviembre;16.057
08 Barcelona;Japón;Diciembre;14.628
08 Barcelona;Estados Unidos;Enero;34.271
08 Barcelona;Estados Unidos;Febrero;39.657
08 Barcelona;Estados Unidos;Marzo;62.584
08 Barcelona;Estados Unidos;Abril;80.953
08 Barcelona;Estados Unidos;Mayo;109.208
08 Barcelona;Estados Unidos;Junio;128.891
08 Barcelona;Estados Unidos;Julio;125.394
08 Barcelona;Estados Unidos;Agosto;90.328
08 Barcelona;Estados Unidos;Septiembre;101.680
08 Barcelona;Estados Unidos;Octubre;104.850
08 Barcelona;Estados Unidos;Noviembre;68.419
08 Barcelona;Estados Unidos;Diciembre;43.780
08 Barcelona;Resto de América;Enero;43.006
08 Barcelona;Resto de América;Febrero;39.143
08 Barcelona;Resto de América;Marzo;48.656
08 Barcelona;Resto de América;Abril;55.379
08 Barcelona;Resto de América;Mayo;78.519
08 Barcelona;Resto de América;Junio;76.249
08 Barcelona;Resto de América;Julio;84.809
08 Barcelona;Resto de América;Agosto;72.423
08 Barcelona;Resto de América;Septiembre;79.521
08 Barcelona;Resto de América;Octubre;74.424
08 Barcelona;Resto de América;Noviembre;50.834
08 Barcelona;Resto de América;Diciembre;37.881
08 Barcelona;Países africanos;Enero;12.097
08 Barcelona;Países africanos;Febrero;10.466
08 Barcelona;Países africanos;Marzo;11.262
