Provincias;País de residencia;Meses;Total
Balears, Illes;Noruega;Mayo;7.678
Balears, Illes;Noruega;Junio;12.140
Balears, Illes;Noruega;Julio;18.803
Balears, Illes;Noruega;Agosto;12.316
Balears, Illes;Noruega;Septiembre;10.609
Balears, Illes;Noruega;Octubre;6.201
Balears, Illes;Noruega;Noviembre;178
Balears, Illes;Noruega;Diciembre;86
Balears, Illes;Rusia;Enero;358
Balears, Illes;Rusia;Febrero;161
Balears, Illes;Rusia;Marzo;581
Balears, Illes;Rusia;Abril;720
Balears, Illes;Rusia;Mayo;3.435
Balears, Illes;Rusia;Junio;11.850
Balears, Illes;Rusia;Julio;13.868
Balears, Illes;Rusia;Agosto;15.436
Balears, Illes;Rusia;Septiembre;11.006
Balears, Illes;Rusia;Octubre;2.292
Balears, Illes;Rusia;Noviembre;191
Balears, Illes;Rusia;Diciembre;132
Balears, Illes;Suiza;Enero;665
Balears, Illes;Suiza;Febrero;1.566
Balears, Illes;Suiza;Marzo;4.416
Balears, Illes;Suiza;Abril;20.999
Balears, Illes;Suiza;Mayo;21.407
Balears, Illes;Suiza;Junio;27.675
Balears, Illes;Suiza;Julio;43.561
Balears, Illes;Suiza;Agosto;27.351
Balears, Illes;Suiza;Septiembre;32.183
Balears, Illes;Suiza;Octubre;21.486
Balears, Illes;Suiza;Noviembre;1.453
Balears, Illes;Suiza;Diciembre;1.289
Balears, Illes;Resto de Europa sin U.E.;Enero;432
Balears, Illes;Resto de Europa sin U.E.;Febrero;319
Balears, Illes;Resto de Europa sin U.E.;Marzo;1.087
Balears, Illes;Resto de Europa sin U.E.;Abril;1.527
Balears, Illes;Resto de Europa sin U.E.;Mayo;5.738
Balears, Illes;Resto de Europa sin U.E.;Junio;12.542
Balears, Illes;Resto de Europa sin U.E.;Julio;10.456
Balears, Illes;Resto de Europa sin U.E.;Agosto;12.986
Balears, Illes;Resto de Europa sin U.E.;Septiembre;10.097
Balears, Illes;Resto de Europa sin U.E.;Octubre;3.469
Balears, Illes;Resto de Europa sin U.E.;Noviembre;525
Balears, Illes;Resto de Europa sin U.E.;Diciembre;649
Balears, Illes;Japón;Enero;82
Balears, Illes;Japón;Febrero;134
Balears, Illes;Japón;Marzo;193
Balears, Illes;Japón;Abril;244
Balears, Illes;Japón;Mayo;606
Balears, Illes;Japón;Junio;987
Balears, Illes;Japón;Julio;1.279
Balears, Illes;Japón;Agosto;1.820
Balears, Illes;Japón;Septiembre;1.704
Balears, Illes;Japón;Octubre;485
Balears, Illes;Japón;Noviembre;188
Balears, Illes;Japón;Diciembre;173
Balears, Illes;Estados Unidos;Enero;323
Balears, Illes;Estados Unidos;Febrero;507
Balears, Illes;Estados Unidos;Marzo;1.181
Balears, Illes;Estados Unidos;Abril;2.608
Balears, Illes;Estados Unidos;Mayo;5.795
Balears, Illes;Estados Unidos;Junio;11.189
Balears, Illes;Estados Unidos;Julio;13.267
Balears, Illes;Estados Unidos;Agosto;11.644
Balears, Illes;Estados Unidos;Septiembre;8.218
Balears, Illes;Estados Unidos;Octubre;4.262
Balears, Illes;Estados Unidos;Noviembre;730
Balears, Illes;Estados Unidos;Diciembre;425
Balears, Illes;Resto de América;Enero;411
Balears, Illes;Resto de América;Febrero;639
Balears, Illes;Resto de América;Marzo;918
Balears, Illes;Resto de América;Abril;3.344
Balears, Illes;Resto de América;Mayo;6.190
Balears, Illes;Resto de América;Junio;7.424
Balears, Illes;Resto de América;Julio;13.761
Balears, Illes;Resto de América;Agosto;11.638
Balears, Illes;Resto de América;Septiembre;7.108
Balears, Illes;Resto de América;Octubre;3.992
Balears, Illes;Resto de América;Noviembre;851
Balears, Illes;Resto de América;Diciembre;714
Balears, Illes;Países africanos;Enero;104
Balears, Illes;Países africanos;Febrero;83
Balears, Illes;Países africanos;Marzo;142
Balears, Illes;Países africanos;Abril;296
Balears, Illes;Países africanos;Mayo;1.006
Balears, Illes;Países africanos;Junio;2.040
Balears, Illes;Países africanos;Julio;1.789
Balears, Illes;Países africanos;Agosto;4.392
Balears, Illes;Países africanos;Septiembre;1.384
Balears, Illes;Países africanos;Octubre;1.318
Balears, Illes;Países africanos;Noviembre;169
Balears, Illes;Países africanos;Diciembre;202
Barcelona;Residentes en España;Enero;198.213
Barcelona;Residentes en España;Febrero;210.775
Barcelona;Residentes en España;Marzo;256.926
Barcelona;Residentes en España;Abril;249.647
Barcelona;Residentes en España;Mayo;309.483
Barcelona;Residentes en España;Junio;285.671
Barcelona;Residentes en España;Julio;282.514
Barcelona;Residentes en España;Agosto;255.400
Barcelona;Residentes en España;Septiembre;253.984
Barcelona;Residentes en España;Octubre;300.754
Barcelona;Residentes en España;Noviembre;226.752
Barcelona;Residentes en España;Diciembre;229.534
Barcelona;Alemania;Enero;26.193
Barcelona;Alemania;Febrero;30.821
Barcelona;Alemania;Marzo;51.743
Barcelona;Alemania;Abril;57.832
Barcelona;Alemania;Mayo;71.855
Barcelona;Alemania;Junio;63.361
Barcelona;Alemania;Julio;66.266
Barcelona;Alemania;Agosto;75.921
Barcelona;Alemania;Septiembre;67.139
Barcelona;Alemania;Octubre;63.469
Barcelona;Alemania;Noviembre;39.013
Barcelona;Alemania;Diciembre;28.431
Barcelona;Austria;Enero;3.707
Barcelona;Austria;Febrero;4.313
Barcelona;Austria;Marzo;7.983
Barcelona;Austria;Abril;11.953
Barcelona;Austria;Mayo;11.092
Barcelona;Austria;Junio;7.983
Barcelona;Austria;Julio;8.531
Barcelona;Austria;Agosto;10.342
Barcelona;Austria;Septiembre;8.995
Barcelona;Austria;Octubre;7.460
Barcelona;Austria;Noviembre;5.078
Barcelona;Austria;Diciembre;4.697
Barcelona;Bélgica;Enero;8.456
Barcelona;Bélgica;Febrero;7.845
Barcelona;Bélgica;Marzo;11.151
Barcelona;Bélgica;Abril;18.735
Barcelona;Bélgica;Mayo;18.139
Barcelona;Bélgica;Junio;21.803
Barcelona;Bélgica;Julio;31.517
Barcelona;Bélgica;Agosto;24.167
Barcelona;Bélgica;Septiembre;18.491
Barcelona;Bélgica;Octubre;13.401
Barcelona;Bélgica;Noviembre;12.290
Barcelona;Bélgica;Diciembre;8.302
Barcelona;Dinamarca;Enero;2.964
Barcelona;Dinamarca;Febrero;4.933
Barcelona;Dinamarca;Marzo;6.498
Barcelona;Dinamarca;Abril;8.459
Barcelona;Dinamarca;Mayo;9.676
Barcelona;Dinamarca;Junio;8.108
Barcelona;Dinamarca;Julio;16.838
Barcelona;Dinamarca;Agosto;7.529
Barcelona;Dinamarca;Septiembre;9.603
Barcelona;Dinamarca;Octubre;11.550
Barcelona;Dinamarca;Noviembre;6.114
Barcelona;Dinamarca;Diciembre;3.369
Barcelona;Finlandia;Enero;2.334
Barcelona;Finlandia;Febrero;3.898
Barcelona;Finlandia;Marzo;5.794
Barcelona;Finlandia;Abril;8.907
Barcelona;Finlandia;Mayo;7.212
Barcelona;Finlandia;Junio;7.916
Barcelona;Finlandia;Julio;8.030
Barcelona;Finlandia;Agosto;6.316
Barcelona;Finlandia;Septiembre;7.901
Barcelona;Finlandia;Octubre;8.225
Barcelona;Finlandia;Noviembre;4.866
Barcelona;Finlandia;Diciembre;3.088
Barcelona;Francia;Enero;47.316
Barcelona;Francia;Febrero;54.896
Barcelona;Francia;Marzo;56.337
Barcelona;Francia;Abril;93.169
Barcelona;Francia;Mayo;112.378
Barcelona;Francia;Junio;75.762
Barcelona;Francia;Julio;88.379
Barcelona;Francia;Agosto;164.874
Barcelona;Francia;Septiembre;67.448
Barcelona;Francia;Octubre;79.179
Barcelona;Francia;Noviembre;58.641
Barcelona;Francia;Diciembre;61.655
Barcelona;Grecia;Enero;1.589
Barcelona;Grecia;Febrero;1.942
Barcelona;Grecia;Marzo;2.335
Barcelona;Grecia;Abril;4.671
Barcelona;Grecia;Mayo;4.096
Barcelona;Grecia;Junio;2.992
Barcelona;Grecia;Julio;3.070
Barcelona;Grecia;Agosto;3.257
Barcelona;Grecia;Septiembre;3.756
Barcelona;Grecia;Octubre;3.544
Barcelona;Grecia;Noviembre;2.894
Barcelona;Grecia;Diciembre;1.554
Barcelona;Irlanda;Enero;3.736
Barcelona;Irlanda;Febrero;5.144
Barcelona;Irlanda;Marzo;5.467
Barcelona;Irlanda;Abril;6.818
Barcelona;Irlanda;Mayo;7.687
Barcelona;Irlanda;Junio;9.607
Barcelona;Irlanda;Julio;8.166
Barcelona;Irlanda;Agosto;9.032
Barcelona;Irlanda;Septiembre;9.247
Barcelona;Irlanda;Octubre;8.109
Barcelona;Irlanda;Noviembre;6.419
Barcelona;Irlanda;Diciembre;4.117
Barcelona;Italia;Enero;37.752
Barcelona;Italia;Febrero;33.322
Barcelona;Italia;Marzo;42.960
Barcelona;Italia;Abril;56.133
Barcelona;Italia;Mayo;52.348
Barcelona;Italia;Junio;49.331
Barcelona;Italia;Julio;46.586
Barcelona;Italia;Agosto;71.869
Barcelona;Italia;Septiembre;47.270
Barcelona;Italia;Octubre;45.166
Barcelona;Italia;Noviembre;40.204
Barcelona;Italia;Diciembre;46.383
Barcelona;Luxemburgo;Enero;137
Barcelona;Luxemburgo;Febrero;334
Barcelona;Luxemburgo;Marzo;511
Barcelona;Luxemburgo;Abril;754
Barcelona;Luxemburgo;Mayo;1.040
Barcelona;Luxemburgo;Junio;759
Barcelona;Luxemburgo;Julio;998
Barcelona;Luxemburgo;Agosto;1.144
Barcelona;Luxemburgo;Septiembre;580
Barcelona;Luxemburgo;Octubre;779
Barcelona;Luxemburgo;Noviembre;924
Barcelona;Luxemburgo;Diciembre;368
Barcelona;Países Bajos;Enero;9.964
Barcelona;Países Bajos;Febrero;14.620
Barcelona;Países Bajos;Marzo;17.164
Barcelona;Países Bajos;Abril;25.671
Barcelona;Países Bajos;Mayo;41.005
Barcelona;Países Bajos;Junio;31.315
Barcelona;Países Bajos;Julio;38.008
Barcelona;Países Bajos;Agosto;43.144
Barcelona;Países Bajos;Septiembre;32.488
Barcelona;Países Bajos;Octubre;30.310
Barcelona;Países Bajos;Noviembre;18.905
Barcelona;Países Bajos;Diciembre;12.267
Barcelona;Polonia;Enero;3.704
Barcelona;Polonia;Febrero;4.851
Barcelona;Polonia;Marzo;5.481
Barcelona;Polonia;Abril;7.815
Barcelona;Polonia;Mayo;9.127
Barcelona;Polonia;Junio;11.890
Barcelona;Polonia;Julio;11.848
Barcelona;Polonia;Agosto;11.114
Barcelona;Polonia;Septiembre;14.094
Barcelona;Polonia;Octubre;9.795
Barcelona;Polonia;Noviembre;6.848
Barcelona;Polonia;Diciembre;4.008
Barcelona;Portugal;Enero;6.873
Barcelona;Portugal;Febrero;8.755
Barcelona;Portugal;Marzo;9.923
Barcelona;Portugal;Abril;10.799
Barcelona;Portugal;Mayo;10.655
Barcelona;Portugal;Junio;11.195
Barcelona;Portugal;Julio;10.317
Barcelona;Portugal;Agosto;11.392
Barcelona;Portugal;Septiembre;10.642
Barcelona;Portugal;Octubre;9.334
Barcelona;Portugal;Noviembre;8.780
Barcelona;Portugal;Diciembre;8.073
Barcelona;Reino Unido;Enero;32.283
Barcelona;Reino Unido;Febrero;50.604
Barcelona;Reino Unido;Marzo;58.523
Barcelona;Reino Unido;Abril;72.588
Barcelona;Reino Unido;Mayo;85.099
Barcelona;Reino Unido;Junio;92.126
Barcelona;Reino Unido;Julio;92.307
Barcelona;Reino Unido;Agosto;104.801
Barcelona;Reino Unido;Septiembre;93.473
Barcelona;Reino Unido;Octubre;87.584
Barcelona;Reino Unido;Noviembre;54.089
Barcelona;Reino Unido;Diciembre;39.490
Barcelona;República Checa;Enero;1.132
Barcelona;República Checa;Febrero;1.369
Barcelona;República Checa;Marzo;2.332
Barcelona;República Checa;Abril;2.189
Barcelona;República Checa;Mayo;4.093
Barcelona;República Checa;Junio;4.069
Barcelona;República Checa;Julio;5.371
Barcelona;República Checa;Agosto;3.399
Barcelona;República Checa;Septiembre;3.694
Barcelona;República Checa;Octubre;3.086
Barcelona;República Checa;Noviembre;2.443
Barcelona;República Checa;Diciembre;941
Barcelona;Suecia;Enero;4.221
Barcelona;Suecia;Febrero;5.661
Barcelona;Suecia;Marzo;10.093
Barcelona;Suecia;Abril;14.597
Barcelona;Suecia;Mayo;15.695
Barcelona;Suecia;Junio;15.627
Barcelona;Suecia;Julio;20.499
Barcelona;Suecia;Agosto;13.554
Barcelona;Suecia;Septiembre;13.633
Barcelona;Suecia;Octubre;13.562
Barcelona;Suecia;Noviembre;10.149
Barcelona;Suecia;Diciembre;4.685
Barcelona;Noruega;Enero;1.942
Barcelona;Noruega;Febrero;3.088
Barcelona;Noruega;Marzo;7.041
Barcelona;Noruega;Abril;7.857
Barcelona;Noruega;Mayo;9.463
Barcelona;Noruega;Junio;13.136
Barcelona;Noruega;Julio;19.111
Barcelona;Noruega;Agosto;9.607
Barcelona;Noruega;Septiembre;12.488
Barcelona;Noruega;Octubre;13.243
Barcelona;Noruega;Noviembre;6.832
Barcelona;Noruega;Diciembre;3.000
Barcelona;Rusia;Enero;14.413
Barcelona;Rusia;Febrero;5.876
Barcelona;Rusia;Marzo;9.831
Barcelona;Rusia;Abril;11.482
Barcelona;Rusia;Mayo;15.609
Barcelona;Rusia;Junio;24.140
Barcelona;Rusia;Julio;28.074
Barcelona;Rusia;Agosto;29.692
Barcelona;Rusia;Septiembre;20.941
Barcelona;Rusia;Octubre;13.102
Barcelona;Rusia;Noviembre;11.365
Barcelona;Rusia;Diciembre;9.749
Barcelona;Suiza;Enero;6.336
Barcelona;Suiza;Febrero;7.967
Barcelona;Suiza;Marzo;10.876
Barcelona;Suiza;Abril;18.216
Barcelona;Suiza;Mayo;19.579
Barcelona;Suiza;Junio;15.076
Barcelona;Suiza;Julio;20.345
Barcelona;Suiza;Agosto;16.687
Barcelona;Suiza;Septiembre;17.541
Barcelona;Suiza;Octubre;20.393
Barcelona;Suiza;Noviembre;9.328
Barcelona;Suiza;Diciembre;9.785
Barcelona;Resto de Europa sin U.E.;Enero;11.594
Barcelona;Resto de Europa sin U.E.;Febrero;14.955
Barcelona;Resto de Europa sin U.E.;Marzo;16.788
Barcelona;Resto de Europa sin U.E.;Abril;19.271
Barcelona;Resto de Europa sin U.E.;Mayo;24.246
Barcelona;Resto de Europa sin U.E.;Junio;26.681
Barcelona;Resto de Europa sin U.E.;Julio;20.596
Barcelona;Resto de Europa sin U.E.;Agosto;22.325
Barcelona;Resto de Europa sin U.E.;Septiembre;28.267
Barcelona;Resto de Europa sin U.E.;Octubre;20.591
Barcelona;Resto de Europa sin U.E.;Noviembre;18.239
Barcelona;Resto de Europa sin U.E.;Diciembre;15.518
Barcelona;Japón;Enero;10.992
Barcelona;Japón;Febrero;14.992
Barcelona;Japón;Marzo;16.196
Barcelona;Japón;Abril;14.929
Barcelona;Japón;Mayo;12.985
Barcelona;Japón;Junio;13.000
Barcelona;Japón;Julio;10.672
Barcelona;Japón;Agosto;17.400
Barcelona;Japón;Septiembre;17.638
Barcelona;Japón;Octubre;14.389
Barcelona;Japón;Noviembre;14.940
Barcelona;Japón;Diciembre;12.384
Barcelona;Estados Unidos;Enero;18.850
Barcelona;Estados Unidos;Febrero;25.470
Barcelona;Estados Unidos;Marzo;42.902
Barcelona;Estados Unidos;Abril;55.069
Barcelona;Estados Unidos;Mayo;74.641
Barcelona;Estados Unidos;Junio;94.176
Barcelona;Estados Unidos;Julio;88.304
Barcelona;Estados Unidos;Agosto;70.377
Barcelona;Estados Unidos;Septiembre;78.562
Barcelona;Estados Unidos;Octubre;76.047
Barcelona;Estados Unidos;Noviembre;42.377
Barcelona;Estados Unidos;Diciembre;27.825
Barcelona;Resto de América;Enero;26.245
Barcelona;Resto de América;Febrero;24.208
Barcelona;Resto de América;Marzo;32.477
Barcelona;Resto de América;Abril;37.347
Barcelona;Resto de América;Mayo;53.633
Barcelona;Resto de América;Junio;56.045
Barcelona;Resto de América;Julio;62.413
Barcelona;Resto de América;Agosto;53.081
Barcelona;Resto de América;Septiembre;58.370
Barcelona;Resto de América;Octubre;56.446
Barcelona;Resto de América;Noviembre;33.907
Barcelona;Resto de América;Diciembre;24.231
Barcelona;Países africanos;Enero;9.554
Barcelona;Países africanos;Febrero;8.688
Barcelona;Países africanos;Marzo;10.977
Barcelona;Países africanos;Abril;10.288
Barcelona;Países africanos;Mayo;11.417
Barcelona;Países africanos;Junio;8.508
Barcelona;Países africanos;Julio;11.847
Barcelona;Países africanos;Agosto;18.309
Barcelona;Países africanos;Septiembre;11.574
Barcelona;Países africanos;Octubre;9.009
Barcelona;Países africanos;Noviembre;9.889
Barcelona;Países africanos;Diciembre;9.665
Girona;Residentes en España;Enero;64.466
Girona;Residentes en España;Febrero;86.800
Girona;Residentes en España;Marzo;109.328
Girona;Residentes en España;Abril;135.436
Girona;Residentes en España;Mayo;153.542
Girona;Residentes en España;Junio;179.753
Girona;Residentes en España;Julio;200.153
Girona;Residentes en España;Agosto;275.061
Girona;Residentes en España;Septiembre;155.124
Girona;Residentes en España;Octubre;126.512
Girona;Residentes en España;Noviembre;73.766
Girona;Residentes en España;Diciembre;92.503
Girona;Alemania;Enero;2.103
Girona;Alemania;Febrero;1.551
Girona;Alemania;Marzo;4.219
Girona;Alemania;Abril;8.829
Girona;Alemania;Mayo;11.836
Girona;Alemania;Junio;22.563
Girona;Alemania;Julio;36.553
Girona;Alemania;Agosto;35.979
Girona;Alemania;Septiembre;16.691
Girona;Alemania;Octubre;12.781
Girona;Alemania;Noviembre;2.144
Girona;Alemania;Diciembre;1.888
Girona;Austria;Enero;34
Girona;Austria;Febrero;79
Girona;Austria;Marzo;299
Girona;Austria;Abril;209
Girona;Austria;Mayo;230
Girona;Austria;Junio;724
Girona;Austria;Julio;979
Girona;Austria;Agosto;950
Girona;Austria;Septiembre;440
Girona;Austria;Octubre;402
Girona;Austria;Noviembre;113
Girona;Austria;Diciembre;77
Girona;Bélgica;Enero;798
Girona;Bélgica;Febrero;568
Girona;Bélgica;Marzo;1.465
Girona;Bélgica;Abril;7.778
Girona;Bélgica;Mayo;7.063
Girona;Bélgica;Junio;10.452
Girona;Bélgica;Julio;31.641
Girona;Bélgica;Agosto;17.960
Girona;Bélgica;Septiembre;16.310
Girona;Bélgica;Octubre;7.891
Girona;Bélgica;Noviembre;2.827
Girona;Bélgica;Diciembre;1.401
Girona;Dinamarca;Enero;45
Girona;Dinamarca;Febrero;170
Girona;Dinamarca;Marzo;118
Girona;Dinamarca;Abril;658
Girona;Dinamarca;Mayo;181
Girona;Dinamarca;Junio;875
Girona;Dinamarca;Julio;2.302
Girona;Dinamarca;Agosto;832
Girona;Dinamarca;Septiembre;860
Girona;Dinamarca;Octubre;1.236
Girona;Dinamarca;Noviembre;249
