Provincias;País de residencia;Meses;Total
Balears, Illes;Francia;Junio;50.745
Balears, Illes;Francia;Julio;66.100
Balears, Illes;Francia;Agosto;77.557
Balears, Illes;Francia;Septiembre;56.684
Balears, Illes;Francia;Octubre;32.176
Balears, Illes;Francia;Noviembre;1.685
Balears, Illes;Francia;Diciembre;1.291
Balears, Illes;Grecia;Enero;74
Balears, Illes;Grecia;Febrero;78
Balears, Illes;Grecia;Marzo;150
Balears, Illes;Grecia;Abril;195
Balears, Illes;Grecia;Mayo;669
Balears, Illes;Grecia;Junio;840
Balears, Illes;Grecia;Julio;2.380
Balears, Illes;Grecia;Agosto;819
Balears, Illes;Grecia;Septiembre;427
Balears, Illes;Grecia;Octubre;345
Balears, Illes;Grecia;Noviembre;85
Balears, Illes;Grecia;Diciembre;65
Balears, Illes;Irlanda;Enero;106
Balears, Illes;Irlanda;Febrero;230
Balears, Illes;Irlanda;Marzo;1.063
Balears, Illes;Irlanda;Abril;3.256
Balears, Illes;Irlanda;Mayo;10.336
Balears, Illes;Irlanda;Junio;11.663
Balears, Illes;Irlanda;Julio;11.418
Balears, Illes;Irlanda;Agosto;14.708
Balears, Illes;Irlanda;Septiembre;9.688
Balears, Illes;Irlanda;Octubre;4.490
Balears, Illes;Irlanda;Noviembre;288
Balears, Illes;Irlanda;Diciembre;149
Balears, Illes;Italia;Enero;1.036
Balears, Illes;Italia;Febrero;1.350
Balears, Illes;Italia;Marzo;2.319
Balears, Illes;Italia;Abril;6.659
Balears, Illes;Italia;Mayo;32.988
Balears, Illes;Italia;Junio;66.331
Balears, Illes;Italia;Julio;90.784
Balears, Illes;Italia;Agosto;113.373
Balears, Illes;Italia;Septiembre;62.512
Balears, Illes;Italia;Octubre;14.818
Balears, Illes;Italia;Noviembre;1.316
Balears, Illes;Italia;Diciembre;713
Balears, Illes;Luxemburgo;Enero;192
Balears, Illes;Luxemburgo;Febrero;233
Balears, Illes;Luxemburgo;Marzo;746
Balears, Illes;Luxemburgo;Abril;1.431
Balears, Illes;Luxemburgo;Mayo;3.288
Balears, Illes;Luxemburgo;Junio;3.900
Balears, Illes;Luxemburgo;Julio;5.957
Balears, Illes;Luxemburgo;Agosto;4.783
Balears, Illes;Luxemburgo;Septiembre;3.426
Balears, Illes;Luxemburgo;Octubre;1.806
Balears, Illes;Luxemburgo;Noviembre;108
Balears, Illes;Luxemburgo;Diciembre;72
Balears, Illes;Países Bajos;Enero;572
Balears, Illes;Países Bajos;Febrero;1.122
Balears, Illes;Países Bajos;Marzo;2.444
Balears, Illes;Países Bajos;Abril;18.207
Balears, Illes;Países Bajos;Mayo;39.784
Balears, Illes;Países Bajos;Junio;38.417
Balears, Illes;Países Bajos;Julio;58.342
Balears, Illes;Países Bajos;Agosto;60.113
Balears, Illes;Países Bajos;Septiembre;41.629
Balears, Illes;Países Bajos;Octubre;23.974
Balears, Illes;Países Bajos;Noviembre;1.119
Balears, Illes;Países Bajos;Diciembre;740
Balears, Illes;Polonia;Enero;266
Balears, Illes;Polonia;Febrero;218
Balears, Illes;Polonia;Marzo;789
Balears, Illes;Polonia;Abril;3.109
Balears, Illes;Polonia;Mayo;10.175
Balears, Illes;Polonia;Junio;15.834
Balears, Illes;Polonia;Julio;19.193
Balears, Illes;Polonia;Agosto;20.012
Balears, Illes;Polonia;Septiembre;16.367
Balears, Illes;Polonia;Octubre;6.759
Balears, Illes;Polonia;Noviembre;410
Balears, Illes;Polonia;Diciembre;295
Balears, Illes;Portugal;Enero;200
Balears, Illes;Portugal;Febrero;573
Balears, Illes;Portugal;Marzo;707
Balears, Illes;Portugal;Abril;1.733
Balears, Illes;Portugal;Mayo;8.569
Balears, Illes;Portugal;Junio;14.657
Balears, Illes;Portugal;Julio;19.456
Balears, Illes;Portugal;Agosto;23.568
Balears, Illes;Portugal;Septiembre;15.854
Balears, Illes;Portugal;Octubre;5.875
Balears, Illes;Portugal;Noviembre;304
Balears, Illes;Portugal;Diciembre;256
Balears, Illes;Reino Unido;Enero;3.559
Balears, Illes;Reino Unido;Febrero;8.363
Balears, Illes;Reino Unido;Marzo;32.011
Balears, Illes;Reino Unido;Abril;80.034
Balears, Illes;Reino Unido;Mayo;372.187
Balears, Illes;Reino Unido;Junio;447.518
Balears, Illes;Reino Unido;Julio;472.518
Balears, Illes;Reino Unido;Agosto;483.101
Balears, Illes;Reino Unido;Septiembre;419.755
Balears, Illes;Reino Unido;Octubre;205.245
Balears, Illes;Reino Unido;Noviembre;6.820
Balears, Illes;Reino Unido;Diciembre;4.337
Balears, Illes;República Checa;Enero;140
Balears, Illes;República Checa;Febrero;164
Balears, Illes;República Checa;Marzo;625
Balears, Illes;República Checa;Abril;1.206
Balears, Illes;República Checa;Mayo;2.486
Balears, Illes;República Checa;Junio;13.949
Balears, Illes;República Checa;Julio;16.765
Balears, Illes;República Checa;Agosto;16.522
Balears, Illes;República Checa;Septiembre;10.673
Balears, Illes;República Checa;Octubre;2.480
Balears, Illes;República Checa;Noviembre;398
Balears, Illes;República Checa;Diciembre;204
Balears, Illes;Suecia;Enero;653
Balears, Illes;Suecia;Febrero;957
Balears, Illes;Suecia;Marzo;5.294
Balears, Illes;Suecia;Abril;12.761
Balears, Illes;Suecia;Mayo;34.979
Balears, Illes;Suecia;Junio;33.709
Balears, Illes;Suecia;Julio;47.888
Balears, Illes;Suecia;Agosto;38.914
Balears, Illes;Suecia;Septiembre;36.976
Balears, Illes;Suecia;Octubre;16.955
Balears, Illes;Suecia;Noviembre;2.495
Balears, Illes;Suecia;Diciembre;1.042
Balears, Illes;Noruega;Enero;258
Balears, Illes;Noruega;Febrero;189
Balears, Illes;Noruega;Marzo;1.784
Balears, Illes;Noruega;Abril;7.549
Balears, Illes;Noruega;Mayo;9.170
Balears, Illes;Noruega;Junio;15.650
Balears, Illes;Noruega;Julio;20.529
Balears, Illes;Noruega;Agosto;14.141
Balears, Illes;Noruega;Septiembre;12.873
Balears, Illes;Noruega;Octubre;6.783
Balears, Illes;Noruega;Noviembre;509
Balears, Illes;Noruega;Diciembre;225
Balears, Illes;Rusia;Enero;219
Balears, Illes;Rusia;Febrero;186
Balears, Illes;Rusia;Marzo;972
Balears, Illes;Rusia;Abril;2.664
Balears, Illes;Rusia;Mayo;9.208
Balears, Illes;Rusia;Junio;17.591
Balears, Illes;Rusia;Julio;19.424
Balears, Illes;Rusia;Agosto;18.382
Balears, Illes;Rusia;Septiembre;13.202
Balears, Illes;Rusia;Octubre;4.950
Balears, Illes;Rusia;Noviembre;309
Balears, Illes;Rusia;Diciembre;287
Balears, Illes;Suiza;Enero;848
Balears, Illes;Suiza;Febrero;2.902
Balears, Illes;Suiza;Marzo;7.556
Balears, Illes;Suiza;Abril;18.230
Balears, Illes;Suiza;Mayo;24.244
Balears, Illes;Suiza;Junio;32.166
Balears, Illes;Suiza;Julio;46.563
Balears, Illes;Suiza;Agosto;26.753
Balears, Illes;Suiza;Septiembre;32.265
Balears, Illes;Suiza;Octubre;29.967
Balears, Illes;Suiza;Noviembre;1.733
Balears, Illes;Suiza;Diciembre;1.743
Balears, Illes;Resto de Europa sin U.E.;Enero;710
Balears, Illes;Resto de Europa sin U.E.;Febrero;772
Balears, Illes;Resto de Europa sin U.E.;Marzo;561
Balears, Illes;Resto de Europa sin U.E.;Abril;3.711
Balears, Illes;Resto de Europa sin U.E.;Mayo;16.227
Balears, Illes;Resto de Europa sin U.E.;Junio;12.405
Balears, Illes;Resto de Europa sin U.E.;Julio;15.291
Balears, Illes;Resto de Europa sin U.E.;Agosto;13.779
Balears, Illes;Resto de Europa sin U.E.;Septiembre;11.918
Balears, Illes;Resto de Europa sin U.E.;Octubre;5.391
Balears, Illes;Resto de Europa sin U.E.;Noviembre;561
Balears, Illes;Resto de Europa sin U.E.;Diciembre;448
Balears, Illes;Japón;Enero;151
Balears, Illes;Japón;Febrero;75
Balears, Illes;Japón;Marzo;291
Balears, Illes;Japón;Abril;264
Balears, Illes;Japón;Mayo;481
Balears, Illes;Japón;Junio;682
Balears, Illes;Japón;Julio;1.284
Balears, Illes;Japón;Agosto;2.142
Balears, Illes;Japón;Septiembre;1.270
Balears, Illes;Japón;Octubre;406
Balears, Illes;Japón;Noviembre;346
Balears, Illes;Japón;Diciembre;222
Balears, Illes;Estados Unidos;Enero;421
Balears, Illes;Estados Unidos;Febrero;685
Balears, Illes;Estados Unidos;Marzo;1.620
Balears, Illes;Estados Unidos;Abril;4.274
Balears, Illes;Estados Unidos;Mayo;7.072
Balears, Illes;Estados Unidos;Junio;11.279
Balears, Illes;Estados Unidos;Julio;16.308
Balears, Illes;Estados Unidos;Agosto;11.399
Balears, Illes;Estados Unidos;Septiembre;11.345
Balears, Illes;Estados Unidos;Octubre;5.580
Balears, Illes;Estados Unidos;Noviembre;1.119
Balears, Illes;Estados Unidos;Diciembre;682
Balears, Illes;Resto de América;Enero;815
Balears, Illes;Resto de América;Febrero;719
Balears, Illes;Resto de América;Marzo;1.338
Balears, Illes;Resto de América;Abril;2.000
Balears, Illes;Resto de América;Mayo;6.945
Balears, Illes;Resto de América;Junio;10.624
Balears, Illes;Resto de América;Julio;14.649
Balears, Illes;Resto de América;Agosto;11.604
Balears, Illes;Resto de América;Septiembre;10.410
Balears, Illes;Resto de América;Octubre;4.900
Balears, Illes;Resto de América;Noviembre;1.107
Balears, Illes;Resto de América;Diciembre;617
Balears, Illes;Países africanos;Enero;214
Balears, Illes;Países africanos;Febrero;226
Balears, Illes;Países africanos;Marzo;380
Balears, Illes;Países africanos;Abril;422
Balears, Illes;Países africanos;Mayo;1.864
Balears, Illes;Países africanos;Junio;1.050
Balears, Illes;Países africanos;Julio;2.878
Balears, Illes;Países africanos;Agosto;4.064
Balears, Illes;Países africanos;Septiembre;3.943
Balears, Illes;Países africanos;Octubre;1.200
Balears, Illes;Países africanos;Noviembre;272
Balears, Illes;Países africanos;Diciembre;175
Barcelona;Residentes en España;Enero;218.697
Barcelona;Residentes en España;Febrero;238.784
Barcelona;Residentes en España;Marzo;289.100
Barcelona;Residentes en España;Abril;292.223
Barcelona;Residentes en España;Mayo;323.510
Barcelona;Residentes en España;Junio;305.344
Barcelona;Residentes en España;Julio;336.941
Barcelona;Residentes en España;Agosto;280.296
Barcelona;Residentes en España;Septiembre;290.878
Barcelona;Residentes en España;Octubre;303.925
Barcelona;Residentes en España;Noviembre;257.688
Barcelona;Residentes en España;Diciembre;250.223
Barcelona;Alemania;Enero;27.875
Barcelona;Alemania;Febrero;34.330
Barcelona;Alemania;Marzo;57.307
Barcelona;Alemania;Abril;58.169
Barcelona;Alemania;Mayo;71.546
Barcelona;Alemania;Junio;69.782
Barcelona;Alemania;Julio;83.478
Barcelona;Alemania;Agosto;79.769
Barcelona;Alemania;Septiembre;74.962
Barcelona;Alemania;Octubre;78.434
Barcelona;Alemania;Noviembre;40.342
Barcelona;Alemania;Diciembre;38.113
Barcelona;Austria;Enero;3.564
Barcelona;Austria;Febrero;4.374
Barcelona;Austria;Marzo;7.148
Barcelona;Austria;Abril;7.689
Barcelona;Austria;Mayo;9.085
Barcelona;Austria;Junio;8.004
Barcelona;Austria;Julio;10.014
Barcelona;Austria;Agosto;8.828
Barcelona;Austria;Septiembre;8.676
Barcelona;Austria;Octubre;11.561
Barcelona;Austria;Noviembre;5.130
Barcelona;Austria;Diciembre;4.077
Barcelona;Bélgica;Enero;7.263
Barcelona;Bélgica;Febrero;9.681
Barcelona;Bélgica;Marzo;14.034
Barcelona;Bélgica;Abril;15.658
Barcelona;Bélgica;Mayo;17.216
Barcelona;Bélgica;Junio;18.203
Barcelona;Bélgica;Julio;29.494
Barcelona;Bélgica;Agosto;24.560
Barcelona;Bélgica;Septiembre;18.542
Barcelona;Bélgica;Octubre;14.807
Barcelona;Bélgica;Noviembre;11.568
Barcelona;Bélgica;Diciembre;8.115
Barcelona;Dinamarca;Enero;3.385
Barcelona;Dinamarca;Febrero;4.766
Barcelona;Dinamarca;Marzo;7.663
Barcelona;Dinamarca;Abril;10.656
Barcelona;Dinamarca;Mayo;8.518
Barcelona;Dinamarca;Junio;9.123
Barcelona;Dinamarca;Julio;15.519
Barcelona;Dinamarca;Agosto;7.538
Barcelona;Dinamarca;Septiembre;11.337
Barcelona;Dinamarca;Octubre;11.435
Barcelona;Dinamarca;Noviembre;6.449
Barcelona;Dinamarca;Diciembre;3.072
Barcelona;Finlandia;Enero;3.221
Barcelona;Finlandia;Febrero;3.984
Barcelona;Finlandia;Marzo;5.498
Barcelona;Finlandia;Abril;6.482
Barcelona;Finlandia;Mayo;7.484
Barcelona;Finlandia;Junio;8.327
Barcelona;Finlandia;Julio;9.700
Barcelona;Finlandia;Agosto;6.842
Barcelona;Finlandia;Septiembre;7.267
Barcelona;Finlandia;Octubre;8.476
Barcelona;Finlandia;Noviembre;5.585
Barcelona;Finlandia;Diciembre;3.467
Barcelona;Francia;Enero;50.906
Barcelona;Francia;Febrero;61.661
Barcelona;Francia;Marzo;63.275
Barcelona;Francia;Abril;96.305
Barcelona;Francia;Mayo;108.634
Barcelona;Francia;Junio;110.650
Barcelona;Francia;Julio;107.138
Barcelona;Francia;Agosto;163.436
Barcelona;Francia;Septiembre;74.574
Barcelona;Francia;Octubre;86.602
Barcelona;Francia;Noviembre;63.319
Barcelona;Francia;Diciembre;67.509
Barcelona;Grecia;Enero;1.807
Barcelona;Grecia;Febrero;2.360
Barcelona;Grecia;Marzo;2.831
Barcelona;Grecia;Abril;3.080
Barcelona;Grecia;Mayo;3.338
Barcelona;Grecia;Junio;2.859
Barcelona;Grecia;Julio;3.215
Barcelona;Grecia;Agosto;2.798
Barcelona;Grecia;Septiembre;3.314
Barcelona;Grecia;Octubre;5.271
Barcelona;Grecia;Noviembre;3.387
Barcelona;Grecia;Diciembre;1.923
Barcelona;Irlanda;Enero;5.736
Barcelona;Irlanda;Febrero;6.654
Barcelona;Irlanda;Marzo;8.009
Barcelona;Irlanda;Abril;7.357
Barcelona;Irlanda;Mayo;8.491
Barcelona;Irlanda;Junio;8.857
Barcelona;Irlanda;Julio;9.884
Barcelona;Irlanda;Agosto;9.037
Barcelona;Irlanda;Septiembre;10.571
Barcelona;Irlanda;Octubre;10.836
Barcelona;Irlanda;Noviembre;6.848
Barcelona;Irlanda;Diciembre;4.176
Barcelona;Italia;Enero;36.555
Barcelona;Italia;Febrero;38.824
Barcelona;Italia;Marzo;46.492
Barcelona;Italia;Abril;59.690
Barcelona;Italia;Mayo;46.395
Barcelona;Italia;Junio;54.502
Barcelona;Italia;Julio;51.410
Barcelona;Italia;Agosto;76.038
Barcelona;Italia;Septiembre;48.017
Barcelona;Italia;Octubre;50.596
Barcelona;Italia;Noviembre;44.970
Barcelona;Italia;Diciembre;47.163
Barcelona;Luxemburgo;Enero;295
Barcelona;Luxemburgo;Febrero;416
Barcelona;Luxemburgo;Marzo;892
Barcelona;Luxemburgo;Abril;690
Barcelona;Luxemburgo;Mayo;735
Barcelona;Luxemburgo;Junio;959
Barcelona;Luxemburgo;Julio;1.276
Barcelona;Luxemburgo;Agosto;1.653
Barcelona;Luxemburgo;Septiembre;1.089
Barcelona;Luxemburgo;Octubre;600
Barcelona;Luxemburgo;Noviembre;555
Barcelona;Luxemburgo;Diciembre;523
Barcelona;Países Bajos;Enero;9.889
Barcelona;Países Bajos;Febrero;13.017
Barcelona;Países Bajos;Marzo;15.329
Barcelona;Países Bajos;Abril;25.104
Barcelona;Países Bajos;Mayo;31.399
Barcelona;Países Bajos;Junio;25.501
Barcelona;Países Bajos;Julio;35.415
Barcelona;Países Bajos;Agosto;35.795
Barcelona;Países Bajos;Septiembre;29.891
Barcelona;Países Bajos;Octubre;26.709
Barcelona;Países Bajos;Noviembre;17.611
Barcelona;Países Bajos;Diciembre;10.841
Barcelona;Polonia;Enero;5.430
Barcelona;Polonia;Febrero;6.071
Barcelona;Polonia;Marzo;6.295
Barcelona;Polonia;Abril;10.524
Barcelona;Polonia;Mayo;11.005
Barcelona;Polonia;Junio;14.438
Barcelona;Polonia;Julio;16.336
Barcelona;Polonia;Agosto;13.379
Barcelona;Polonia;Septiembre;16.742
Barcelona;Polonia;Octubre;11.124
Barcelona;Polonia;Noviembre;8.839
Barcelona;Polonia;Diciembre;4.395
Barcelona;Portugal;Enero;7.615
Barcelona;Portugal;Febrero;9.642
Barcelona;Portugal;Marzo;10.498
Barcelona;Portugal;Abril;10.566
Barcelona;Portugal;Mayo;11.446
Barcelona;Portugal;Junio;13.010
Barcelona;Portugal;Julio;12.131
Barcelona;Portugal;Agosto;13.678
Barcelona;Portugal;Septiembre;11.493
Barcelona;Portugal;Octubre;14.901
Barcelona;Portugal;Noviembre;10.846
Barcelona;Portugal;Diciembre;10.310
Barcelona;Reino Unido;Enero;40.198
Barcelona;Reino Unido;Febrero;56.368
Barcelona;Reino Unido;Marzo;72.407
Barcelona;Reino Unido;Abril;80.913
Barcelona;Reino Unido;Mayo;95.886
Barcelona;Reino Unido;Junio;104.790
Barcelona;Reino Unido;Julio;110.010
Barcelona;Reino Unido;Agosto;108.466
Barcelona;Reino Unido;Septiembre;106.348
Barcelona;Reino Unido;Octubre;86.449
Barcelona;Reino Unido;Noviembre;55.548
Barcelona;Reino Unido;Diciembre;40.547
Barcelona;República Checa;Enero;1.647
Barcelona;República Checa;Febrero;1.809
Barcelona;República Checa;Marzo;2.943
Barcelona;República Checa;Abril;2.998
Barcelona;República Checa;Mayo;3.653
Barcelona;República Checa;Junio;5.645
Barcelona;República Checa;Julio;5.760
Barcelona;República Checa;Agosto;5.163
Barcelona;República Checa;Septiembre;4.864
Barcelona;República Checa;Octubre;2.725
Barcelona;República Checa;Noviembre;2.259
Barcelona;República Checa;Diciembre;1.316
Barcelona;Suecia;Enero;5.325
Barcelona;Suecia;Febrero;7.546
Barcelona;Suecia;Marzo;10.516
Barcelona;Suecia;Abril;12.982
Barcelona;Suecia;Mayo;14.197
Barcelona;Suecia;Junio;15.876
Barcelona;Suecia;Julio;20.533
Barcelona;Suecia;Agosto;13.389
Barcelona;Suecia;Septiembre;16.958
Barcelona;Suecia;Octubre;14.715
Barcelona;Suecia;Noviembre;9.580
Barcelona;Suecia;Diciembre;4.416
Barcelona;Noruega;Enero;2.076
Barcelona;Noruega;Febrero;3.592
Barcelona;Noruega;Marzo;6.364
Barcelona;Noruega;Abril;8.898
Barcelona;Noruega;Mayo;10.542
Barcelona;Noruega;Junio;11.790
Barcelona;Noruega;Julio;18.451
Barcelona;Noruega;Agosto;9.905
Barcelona;Noruega;Septiembre;10.257
Barcelona;Noruega;Octubre;12.672
Barcelona;Noruega;Noviembre;6.050
Barcelona;Noruega;Diciembre;3.141
Barcelona;Rusia;Enero;11.028
Barcelona;Rusia;Febrero;7.456
Barcelona;Rusia;Marzo;11.108
Barcelona;Rusia;Abril;11.110
Barcelona;Rusia;Mayo;17.315
Barcelona;Rusia;Junio;22.798
Barcelona;Rusia;Julio;24.341
Barcelona;Rusia;Agosto;27.988
Barcelona;Rusia;Septiembre;21.998
Barcelona;Rusia;Octubre;14.533
Barcelona;Rusia;Noviembre;9.803
Barcelona;Rusia;Diciembre;9.146
Barcelona;Suiza;Enero;7.056
Barcelona;Suiza;Febrero;8.384
Barcelona;Suiza;Marzo;16.448
Barcelona;Suiza;Abril;15.750
Barcelona;Suiza;Mayo;18.109
Barcelona;Suiza;Junio;18.096
Barcelona;Suiza;Julio;21.904
Barcelona;Suiza;Agosto;17.222
Barcelona;Suiza;Septiembre;14.045
Barcelona;Suiza;Octubre;19.524
Barcelona;Suiza;Noviembre;11.461
Barcelona;Suiza;Diciembre;11.420
Barcelona;Resto de Europa sin U.E.;Enero;15.804
Barcelona;Resto de Europa sin U.E.;Febrero;15.145
Barcelona;Resto de Europa sin U.E.;Marzo;15.502
Barcelona;Resto de Europa sin U.E.;Abril;19.451
Barcelona;Resto de Europa sin U.E.;Mayo;27.184
Barcelona;Resto de Europa sin U.E.;Junio;24.931
Barcelona;Resto de Europa sin U.E.;Julio;25.621
Barcelona;Resto de Europa sin U.E.;Agosto;22.393
Barcelona;Resto de Europa sin U.E.;Septiembre;26.461
Barcelona;Resto de Europa sin U.E.;Octubre;22.327
Barcelona;Resto de Europa sin U.E.;Noviembre;18.359
Barcelona;Resto de Europa sin U.E.;Diciembre;15.475
Barcelona;Japón;Enero;10.890
Barcelona;Japón;Febrero;15.115
Barcelona;Japón;Marzo;16.585
Barcelona;Japón;Abril;13.240
Barcelona;Japón;Mayo;13.839
Barcelona;Japón;Junio;13.444
Barcelona;Japón;Julio;10.431
Barcelona;Japón;Agosto;12.968
Barcelona;Japón;Septiembre;15.747
Barcelona;Japón;Octubre;13.878
Barcelona;Japón;Noviembre;10.923
Barcelona;Japón;Diciembre;12.825
Barcelona;Estados Unidos;Enero;22.689
Barcelona;Estados Unidos;Febrero;31.042
Barcelona;Estados Unidos;Marzo;48.595
Barcelona;Estados Unidos;Abril;54.430
Barcelona;Estados Unidos;Mayo;79.649
Barcelona;Estados Unidos;Junio;102.749
Barcelona;Estados Unidos;Julio;99.165
Barcelona;Estados Unidos;Agosto;77.095
Barcelona;Estados Unidos;Septiembre;87.307
Barcelona;Estados Unidos;Octubre;78.311
Barcelona;Estados Unidos;Noviembre;40.194
Barcelona;Estados Unidos;Diciembre;33.256
Barcelona;Resto de América;Enero;26.804
Barcelona;Resto de América;Febrero;28.262
Barcelona;Resto de América;Marzo;34.976
Barcelona;Resto de América;Abril;40.387
Barcelona;Resto de América;Mayo;60.693
Barcelona;Resto de América;Junio;60.142
Barcelona;Resto de América;Julio;70.479
Barcelona;Resto de América;Agosto;57.628
Barcelona;Resto de América;Septiembre;68.478
Barcelona;Resto de América;Octubre;64.018
Barcelona;Resto de América;Noviembre;38.910
Barcelona;Resto de América;Diciembre;33.044
Barcelona;Países africanos;Enero;12.264
Barcelona;Países africanos;Febrero;8.170
Barcelona;Países africanos;Marzo;9.994
Barcelona;Países africanos;Abril;12.354
Barcelona;Países africanos;Mayo;12.389
Barcelona;Países africanos;Junio;9.281
Barcelona;Países africanos;Julio;17.353
Barcelona;Países africanos;Agosto;21.663
Barcelona;Países africanos;Septiembre;12.850
Barcelona;Países africanos;Octubre;14.687
Barcelona;Países africanos;Noviembre;11.856
Barcelona;Países africanos;Diciembre;14.345
Girona;Residentes en España;Enero;69.545
Girona;Residentes en España;Febrero;96.509
Girona;Residentes en España;Marzo;160.381
Girona;Residentes en España;Abril;100.157
Girona;Residentes en España;Mayo;149.224
Girona;Residentes en España;Junio;194.308
Girona;Residentes en España;Julio;221.283
Girona;Residentes en España;Agosto;260.857
Girona;Residentes en España;Septiembre;172.323
Girona;Residentes en España;Octubre;131.689
Girona;Residentes en España;Noviembre;72.149
Girona;Residentes en España;Diciembre;92.520
Girona;Alemania;Enero;2.041
Girona;Alemania;Febrero;1.852
Girona;Alemania;Marzo;5.655
Girona;Alemania;Abril;6.839
Girona;Alemania;Mayo;20.494
Girona;Alemania;Junio;24.063
Girona;Alemania;Julio;38.448
Girona;Alemania;Agosto;33.649
Girona;Alemania;Septiembre;18.553
Girona;Alemania;Octubre;12.658
Girona;Alemania;Noviembre;2.094
Girona;Alemania;Diciembre;2.498
Girona;Austria;Enero;125
Girona;Austria;Febrero;153
Girona;Austria;Marzo;260
Girona;Austria;Abril;294
Girona;Austria;Mayo;533
Girona;Austria;Junio;878
Girona;Austria;Julio;1.786
Girona;Austria;Agosto;878
Girona;Austria;Septiembre;844
Girona;Austria;Octubre;541
Girona;Austria;Noviembre;158
Girona;Austria;Diciembre;120
Girona;Bélgica;Enero;620
Girona;Bélgica;Febrero;1.566
Girona;Bélgica;Marzo;4.147
Girona;Bélgica;Abril;5.479
Girona;Bélgica;Mayo;8.941
Girona;Bélgica;Junio;11.093
Girona;Bélgica;Julio;28.932
Girona;Bélgica;Agosto;15.932
Girona;Bélgica;Septiembre;14.296
Girona;Bélgica;Octubre;13.286
Girona;Bélgica;Noviembre;1.304
Girona;Bélgica;Diciembre;959
Girona;Dinamarca;Enero;88
Girona;Dinamarca;Febrero;104
Girona;Dinamarca;Marzo;373
Girona;Dinamarca;Abril;505
Girona;Dinamarca;Mayo;536
Girona;Dinamarca;Junio;1.120
Girona;Dinamarca;Julio;4.289
Girona;Dinamarca;Agosto;840
Girona;Dinamarca;Septiembre;1.389
