Provincias;País de residencia;Meses;Total
07 Balears, Illes;Finlandia;Marzo;1.099
07 Balears, Illes;Finlandia;Abril;3.899
07 Balears, Illes;Finlandia;Mayo;5.145
07 Balears, Illes;Finlandia;Junio;6.193
07 Balears, Illes;Finlandia;Julio;6.420
07 Balears, Illes;Finlandia;Agosto;6.654
07 Balears, Illes;Finlandia;Septiembre;6.074
07 Balears, Illes;Finlandia;Octubre;4.756
07 Balears, Illes;Finlandia;Noviembre;478
07 Balears, Illes;Finlandia;Diciembre;279
07 Balears, Illes;Francia;Enero;1.380
07 Balears, Illes;Francia;Febrero;2.082
07 Balears, Illes;Francia;Marzo;4.653
07 Balears, Illes;Francia;Abril;35.050
07 Balears, Illes;Francia;Mayo;78.548
07 Balears, Illes;Francia;Junio;73.224
07 Balears, Illes;Francia;Julio;85.641
07 Balears, Illes;Francia;Agosto;112.231
07 Balears, Illes;Francia;Septiembre;72.642
07 Balears, Illes;Francia;Octubre;53.363
07 Balears, Illes;Francia;Noviembre;2.710
07 Balears, Illes;Francia;Diciembre;2.162
07 Balears, Illes;Grecia;Enero;113
07 Balears, Illes;Grecia;Febrero;91
07 Balears, Illes;Grecia;Marzo;169
07 Balears, Illes;Grecia;Abril;342
07 Balears, Illes;Grecia;Mayo;838
07 Balears, Illes;Grecia;Junio;1.053
07 Balears, Illes;Grecia;Julio;1.567
07 Balears, Illes;Grecia;Agosto;1.554
07 Balears, Illes;Grecia;Septiembre;912
07 Balears, Illes;Grecia;Octubre;529
07 Balears, Illes;Grecia;Noviembre;96
07 Balears, Illes;Grecia;Diciembre;85
07 Balears, Illes;Irlanda;Enero;132
07 Balears, Illes;Irlanda;Febrero;275
07 Balears, Illes;Irlanda;Marzo;590
07 Balears, Illes;Irlanda;Abril;6.854
07 Balears, Illes;Irlanda;Mayo;22.117
07 Balears, Illes;Irlanda;Junio;27.713
07 Balears, Illes;Irlanda;Julio;28.390
07 Balears, Illes;Irlanda;Agosto;27.699
07 Balears, Illes;Irlanda;Septiembre;23.673
07 Balears, Illes;Irlanda;Octubre;13.030
07 Balears, Illes;Irlanda;Noviembre;467
07 Balears, Illes;Irlanda;Diciembre;192
07 Balears, Illes;Italia;Enero;1.280
07 Balears, Illes;Italia;Febrero;1.217
07 Balears, Illes;Italia;Marzo;3.021
07 Balears, Illes;Italia;Abril;16.786
07 Balears, Illes;Italia;Mayo;34.273
07 Balears, Illes;Italia;Junio;73.290
07 Balears, Illes;Italia;Julio;100.281
07 Balears, Illes;Italia;Agosto;119.495
07 Balears, Illes;Italia;Septiembre;64.412
07 Balears, Illes;Italia;Octubre;25.193
07 Balears, Illes;Italia;Noviembre;2.194
07 Balears, Illes;Italia;Diciembre;1.845
07 Balears, Illes;Luxemburgo;Enero;80
07 Balears, Illes;Luxemburgo;Febrero;399
07 Balears, Illes;Luxemburgo;Marzo;324
07 Balears, Illes;Luxemburgo;Abril;2.012
07 Balears, Illes;Luxemburgo;Mayo;2.288
07 Balears, Illes;Luxemburgo;Junio;3.120
07 Balears, Illes;Luxemburgo;Julio;3.429
07 Balears, Illes;Luxemburgo;Agosto;5.820
07 Balears, Illes;Luxemburgo;Septiembre;3.481
07 Balears, Illes;Luxemburgo;Octubre;1.590
07 Balears, Illes;Luxemburgo;Noviembre;268
07 Balears, Illes;Luxemburgo;Diciembre;160
07 Balears, Illes;Países Bajos;Enero;787
07 Balears, Illes;Países Bajos;Febrero;1.245
07 Balears, Illes;Países Bajos;Marzo;3.673
07 Balears, Illes;Países Bajos;Abril;20.470
07 Balears, Illes;Países Bajos;Mayo;50.104
07 Balears, Illes;Países Bajos;Junio;44.733
07 Balears, Illes;Países Bajos;Julio;55.390
07 Balears, Illes;Países Bajos;Agosto;49.602
07 Balears, Illes;Países Bajos;Septiembre;41.183
07 Balears, Illes;Países Bajos;Octubre;26.091
07 Balears, Illes;Países Bajos;Noviembre;1.580
07 Balears, Illes;Países Bajos;Diciembre;840
07 Balears, Illes;Polonia;Enero;895
07 Balears, Illes;Polonia;Febrero;1.023
07 Balears, Illes;Polonia;Marzo;1.845
07 Balears, Illes;Polonia;Abril;7.971
07 Balears, Illes;Polonia;Mayo;16.562
07 Balears, Illes;Polonia;Junio;24.588
07 Balears, Illes;Polonia;Julio;23.967
07 Balears, Illes;Polonia;Agosto;27.931
07 Balears, Illes;Polonia;Septiembre;24.558
07 Balears, Illes;Polonia;Octubre;10.697
07 Balears, Illes;Polonia;Noviembre;955
07 Balears, Illes;Polonia;Diciembre;523
07 Balears, Illes;Portugal;Enero;283
07 Balears, Illes;Portugal;Febrero;419
07 Balears, Illes;Portugal;Marzo;638
07 Balears, Illes;Portugal;Abril;2.503
07 Balears, Illes;Portugal;Mayo;6.678
07 Balears, Illes;Portugal;Junio;15.539
07 Balears, Illes;Portugal;Julio;24.078
07 Balears, Illes;Portugal;Agosto;24.932
07 Balears, Illes;Portugal;Septiembre;15.388
07 Balears, Illes;Portugal;Octubre;5.737
07 Balears, Illes;Portugal;Noviembre;421
07 Balears, Illes;Portugal;Diciembre;161
07 Balears, Illes;Reino Unido;Enero;4.798
07 Balears, Illes;Reino Unido;Febrero;8.972
07 Balears, Illes;Reino Unido;Marzo;25.615
07 Balears, Illes;Reino Unido;Abril;111.157
07 Balears, Illes;Reino Unido;Mayo;398.192
07 Balears, Illes;Reino Unido;Junio;441.308
07 Balears, Illes;Reino Unido;Julio;472.925
07 Balears, Illes;Reino Unido;Agosto;474.476
07 Balears, Illes;Reino Unido;Septiembre;430.720
07 Balears, Illes;Reino Unido;Octubre;259.276
07 Balears, Illes;Reino Unido;Noviembre;8.066
07 Balears, Illes;Reino Unido;Diciembre;5.204
07 Balears, Illes;República Checa;Enero;658
07 Balears, Illes;República Checa;Febrero;551
07 Balears, Illes;República Checa;Marzo;502
07 Balears, Illes;República Checa;Abril;2.451
07 Balears, Illes;República Checa;Mayo;4.967
07 Balears, Illes;República Checa;Junio;13.968
07 Balears, Illes;República Checa;Julio;17.025
07 Balears, Illes;República Checa;Agosto;16.628
07 Balears, Illes;República Checa;Septiembre;12.260
07 Balears, Illes;República Checa;Octubre;3.238
07 Balears, Illes;República Checa;Noviembre;251
07 Balears, Illes;República Checa;Diciembre;285
07 Balears, Illes;Suecia;Enero;621
07 Balears, Illes;Suecia;Febrero;1.725
07 Balears, Illes;Suecia;Marzo;4.483
07 Balears, Illes;Suecia;Abril;17.807
07 Balears, Illes;Suecia;Mayo;51.827
07 Balears, Illes;Suecia;Junio;57.419
07 Balears, Illes;Suecia;Julio;57.922
07 Balears, Illes;Suecia;Agosto;50.264
07 Balears, Illes;Suecia;Septiembre;52.050
07 Balears, Illes;Suecia;Octubre;27.592
07 Balears, Illes;Suecia;Noviembre;1.471
07 Balears, Illes;Suecia;Diciembre;1.217
07 Balears, Illes;Noruega;Enero;241
07 Balears, Illes;Noruega;Febrero;565
07 Balears, Illes;Noruega;Marzo;1.037
07 Balears, Illes;Noruega;Abril;6.483
07 Balears, Illes;Noruega;Mayo;15.410
07 Balears, Illes;Noruega;Junio;27.026
07 Balears, Illes;Noruega;Julio;34.727
07 Balears, Illes;Noruega;Agosto;18.148
07 Balears, Illes;Noruega;Septiembre;17.306
07 Balears, Illes;Noruega;Octubre;8.432
07 Balears, Illes;Noruega;Noviembre;595
07 Balears, Illes;Noruega;Diciembre;155
07 Balears, Illes;Rusia;Enero;331
07 Balears, Illes;Rusia;Febrero;590
07 Balears, Illes;Rusia;Marzo;898
07 Balears, Illes;Rusia;Abril;2.644
07 Balears, Illes;Rusia;Mayo;10.626
07 Balears, Illes;Rusia;Junio;19.097
07 Balears, Illes;Rusia;Julio;23.224
07 Balears, Illes;Rusia;Agosto;25.830
07 Balears, Illes;Rusia;Septiembre;20.060
07 Balears, Illes;Rusia;Octubre;8.955
07 Balears, Illes;Rusia;Noviembre;495
07 Balears, Illes;Rusia;Diciembre;367
07 Balears, Illes;Suiza;Enero;734
07 Balears, Illes;Suiza;Febrero;2.690
07 Balears, Illes;Suiza;Marzo;5.266
07 Balears, Illes;Suiza;Abril;15.767
07 Balears, Illes;Suiza;Mayo;23.576
07 Balears, Illes;Suiza;Junio;28.650
07 Balears, Illes;Suiza;Julio;40.343
07 Balears, Illes;Suiza;Agosto;27.426
07 Balears, Illes;Suiza;Septiembre;31.379
07 Balears, Illes;Suiza;Octubre;23.766
07 Balears, Illes;Suiza;Noviembre;2.275
07 Balears, Illes;Suiza;Diciembre;1.731
07 Balears, Illes;Resto de Europa sin U.E.;Enero;251
07 Balears, Illes;Resto de Europa sin U.E.;Febrero;699
07 Balears, Illes;Resto de Europa sin U.E.;Marzo;7.043
07 Balears, Illes;Resto de Europa sin U.E.;Abril;10.049
07 Balears, Illes;Resto de Europa sin U.E.;Mayo;17.910
07 Balears, Illes;Resto de Europa sin U.E.;Junio;21.310
07 Balears, Illes;Resto de Europa sin U.E.;Julio;22.890
07 Balears, Illes;Resto de Europa sin U.E.;Agosto;18.148
07 Balears, Illes;Resto de Europa sin U.E.;Septiembre;14.734
07 Balears, Illes;Resto de Europa sin U.E.;Octubre;5.984
07 Balears, Illes;Resto de Europa sin U.E.;Noviembre;1.948
07 Balears, Illes;Resto de Europa sin U.E.;Diciembre;1.851
07 Balears, Illes;Japón;Enero;198
07 Balears, Illes;Japón;Febrero;192
07 Balears, Illes;Japón;Marzo;303
07 Balears, Illes;Japón;Abril;761
07 Balears, Illes;Japón;Mayo;1.232
07 Balears, Illes;Japón;Junio;1.306
07 Balears, Illes;Japón;Julio;1.663
07 Balears, Illes;Japón;Agosto;2.352
07 Balears, Illes;Japón;Septiembre;1.768
07 Balears, Illes;Japón;Octubre;911
07 Balears, Illes;Japón;Noviembre;300
07 Balears, Illes;Japón;Diciembre;552
07 Balears, Illes;Estados Unidos;Enero;886
07 Balears, Illes;Estados Unidos;Febrero;974
07 Balears, Illes;Estados Unidos;Marzo;3.011
07 Balears, Illes;Estados Unidos;Abril;7.773
07 Balears, Illes;Estados Unidos;Mayo;14.696
07 Balears, Illes;Estados Unidos;Junio;20.681
07 Balears, Illes;Estados Unidos;Julio;25.178
07 Balears, Illes;Estados Unidos;Agosto;22.229
07 Balears, Illes;Estados Unidos;Septiembre;17.711
07 Balears, Illes;Estados Unidos;Octubre;11.678
07 Balears, Illes;Estados Unidos;Noviembre;1.947
07 Balears, Illes;Estados Unidos;Diciembre;1.113
07 Balears, Illes;Resto de América;Enero;926
07 Balears, Illes;Resto de América;Febrero;1.055
07 Balears, Illes;Resto de América;Marzo;1.908
07 Balears, Illes;Resto de América;Abril;5.035
07 Balears, Illes;Resto de América;Mayo;12.948
07 Balears, Illes;Resto de América;Junio;19.095
07 Balears, Illes;Resto de América;Julio;22.500
07 Balears, Illes;Resto de América;Agosto;22.765
07 Balears, Illes;Resto de América;Septiembre;15.828
07 Balears, Illes;Resto de América;Octubre;9.543
07 Balears, Illes;Resto de América;Noviembre;2.143
07 Balears, Illes;Resto de América;Diciembre;1.202
07 Balears, Illes;Países africanos;Enero;197
07 Balears, Illes;Países africanos;Febrero;156
07 Balears, Illes;Países africanos;Marzo;484
07 Balears, Illes;Países africanos;Abril;1.684
07 Balears, Illes;Países africanos;Mayo;1.339
07 Balears, Illes;Países africanos;Junio;2.967
07 Balears, Illes;Países africanos;Julio;4.216
07 Balears, Illes;Países africanos;Agosto;5.946
07 Balears, Illes;Países africanos;Septiembre;3.314
07 Balears, Illes;Países africanos;Octubre;2.005
07 Balears, Illes;Países africanos;Noviembre;475
07 Balears, Illes;Países africanos;Diciembre;222
08 Barcelona;Residentes en España;Enero;223.604
08 Barcelona;Residentes en España;Febrero;246.639
08 Barcelona;Residentes en España;Marzo;274.545
08 Barcelona;Residentes en España;Abril;268.024
08 Barcelona;Residentes en España;Mayo;292.465
08 Barcelona;Residentes en España;Junio;296.029
08 Barcelona;Residentes en España;Julio;297.667
08 Barcelona;Residentes en España;Agosto;254.028
08 Barcelona;Residentes en España;Septiembre;245.882
08 Barcelona;Residentes en España;Octubre;273.040
08 Barcelona;Residentes en España;Noviembre;246.900
08 Barcelona;Residentes en España;Diciembre;242.449
08 Barcelona;Alemania;Enero;31.186
08 Barcelona;Alemania;Febrero;38.174
08 Barcelona;Alemania;Marzo;50.839
08 Barcelona;Alemania;Abril;65.303
08 Barcelona;Alemania;Mayo;65.919
08 Barcelona;Alemania;Junio;74.349
08 Barcelona;Alemania;Julio;65.883
08 Barcelona;Alemania;Agosto;60.369
08 Barcelona;Alemania;Septiembre;62.440
08 Barcelona;Alemania;Octubre;72.529
08 Barcelona;Alemania;Noviembre;42.779
08 Barcelona;Alemania;Diciembre;28.449
08 Barcelona;Austria;Enero;3.955
08 Barcelona;Austria;Febrero;5.991
08 Barcelona;Austria;Marzo;7.254
08 Barcelona;Austria;Abril;10.406
08 Barcelona;Austria;Mayo;9.718
08 Barcelona;Austria;Junio;9.122
08 Barcelona;Austria;Julio;8.278
08 Barcelona;Austria;Agosto;8.880
08 Barcelona;Austria;Septiembre;8.751
08 Barcelona;Austria;Octubre;10.217
08 Barcelona;Austria;Noviembre;5.761
08 Barcelona;Austria;Diciembre;5.004
08 Barcelona;Bélgica;Enero;9.852
08 Barcelona;Bélgica;Febrero;9.950
08 Barcelona;Bélgica;Marzo;14.583
08 Barcelona;Bélgica;Abril;17.487
08 Barcelona;Bélgica;Mayo;17.172
08 Barcelona;Bélgica;Junio;19.781
08 Barcelona;Bélgica;Julio;24.904
08 Barcelona;Bélgica;Agosto;22.576
08 Barcelona;Bélgica;Septiembre;18.845
08 Barcelona;Bélgica;Octubre;17.290
08 Barcelona;Bélgica;Noviembre;10.589
08 Barcelona;Bélgica;Diciembre;8.907
08 Barcelona;Dinamarca;Enero;4.314
08 Barcelona;Dinamarca;Febrero;4.185
08 Barcelona;Dinamarca;Marzo;7.476
08 Barcelona;Dinamarca;Abril;9.946
08 Barcelona;Dinamarca;Mayo;9.346
08 Barcelona;Dinamarca;Junio;7.144
08 Barcelona;Dinamarca;Julio;12.349
08 Barcelona;Dinamarca;Agosto;7.191
08 Barcelona;Dinamarca;Septiembre;7.869
08 Barcelona;Dinamarca;Octubre;10.829
08 Barcelona;Dinamarca;Noviembre;5.149
08 Barcelona;Dinamarca;Diciembre;3.599
08 Barcelona;Finlandia;Enero;2.489
08 Barcelona;Finlandia;Febrero;3.731
08 Barcelona;Finlandia;Marzo;5.091
08 Barcelona;Finlandia;Abril;6.675
08 Barcelona;Finlandia;Mayo;6.588
08 Barcelona;Finlandia;Junio;5.680
08 Barcelona;Finlandia;Julio;7.337
08 Barcelona;Finlandia;Agosto;5.476
08 Barcelona;Finlandia;Septiembre;5.227
08 Barcelona;Finlandia;Octubre;7.466
08 Barcelona;Finlandia;Noviembre;3.983
08 Barcelona;Finlandia;Diciembre;2.957
08 Barcelona;Francia;Enero;60.954
08 Barcelona;Francia;Febrero;66.398
08 Barcelona;Francia;Marzo;70.030
08 Barcelona;Francia;Abril;99.199
08 Barcelona;Francia;Mayo;101.934
08 Barcelona;Francia;Junio;86.141
08 Barcelona;Francia;Julio;92.278
08 Barcelona;Francia;Agosto;167.559
08 Barcelona;Francia;Septiembre;78.387
08 Barcelona;Francia;Octubre;81.884
08 Barcelona;Francia;Noviembre;57.433
08 Barcelona;Francia;Diciembre;62.014
08 Barcelona;Grecia;Enero;3.171
08 Barcelona;Grecia;Febrero;3.191
08 Barcelona;Grecia;Marzo;3.937
08 Barcelona;Grecia;Abril;4.580
08 Barcelona;Grecia;Mayo;3.785
08 Barcelona;Grecia;Junio;3.375
08 Barcelona;Grecia;Julio;3.047
08 Barcelona;Grecia;Agosto;3.734
08 Barcelona;Grecia;Septiembre;3.682
08 Barcelona;Grecia;Octubre;4.719
08 Barcelona;Grecia;Noviembre;5.399
08 Barcelona;Grecia;Diciembre;5.038
08 Barcelona;Irlanda;Enero;5.528
08 Barcelona;Irlanda;Febrero;6.915
08 Barcelona;Irlanda;Marzo;7.185
08 Barcelona;Irlanda;Abril;9.245
08 Barcelona;Irlanda;Mayo;10.178
08 Barcelona;Irlanda;Junio;8.765
08 Barcelona;Irlanda;Julio;10.005
08 Barcelona;Irlanda;Agosto;9.409
08 Barcelona;Irlanda;Septiembre;9.135
08 Barcelona;Irlanda;Octubre;10.029
08 Barcelona;Irlanda;Noviembre;7.543
08 Barcelona;Irlanda;Diciembre;4.807
08 Barcelona;Italia;Enero;43.215
08 Barcelona;Italia;Febrero;45.041
08 Barcelona;Italia;Marzo;55.308
08 Barcelona;Italia;Abril;61.842
08 Barcelona;Italia;Mayo;55.122
08 Barcelona;Italia;Junio;57.636
08 Barcelona;Italia;Julio;55.343
08 Barcelona;Italia;Agosto;75.804
08 Barcelona;Italia;Septiembre;55.000
08 Barcelona;Italia;Octubre;51.413
08 Barcelona;Italia;Noviembre;49.298
08 Barcelona;Italia;Diciembre;54.284
08 Barcelona;Luxemburgo;Enero;448
08 Barcelona;Luxemburgo;Febrero;646
08 Barcelona;Luxemburgo;Marzo;651
08 Barcelona;Luxemburgo;Abril;989
08 Barcelona;Luxemburgo;Mayo;697
08 Barcelona;Luxemburgo;Junio;997
08 Barcelona;Luxemburgo;Julio;1.655
08 Barcelona;Luxemburgo;Agosto;1.423
08 Barcelona;Luxemburgo;Septiembre;1.242
08 Barcelona;Luxemburgo;Octubre;710
08 Barcelona;Luxemburgo;Noviembre;1.031
08 Barcelona;Luxemburgo;Diciembre;616
08 Barcelona;Países Bajos;Enero;14.976
08 Barcelona;Países Bajos;Febrero;14.895
08 Barcelona;Países Bajos;Marzo;20.046
08 Barcelona;Países Bajos;Abril;25.609
08 Barcelona;Países Bajos;Mayo;31.687
08 Barcelona;Países Bajos;Junio;29.833
08 Barcelona;Países Bajos;Julio;39.273
08 Barcelona;Países Bajos;Agosto;38.212
08 Barcelona;Países Bajos;Septiembre;30.007
08 Barcelona;Países Bajos;Octubre;31.155
08 Barcelona;Países Bajos;Noviembre;17.514
08 Barcelona;Países Bajos;Diciembre;15.168
08 Barcelona;Polonia;Enero;6.052
08 Barcelona;Polonia;Febrero;8.452
08 Barcelona;Polonia;Marzo;7.280
08 Barcelona;Polonia;Abril;10.692
08 Barcelona;Polonia;Mayo;15.901
08 Barcelona;Polonia;Junio;20.852
08 Barcelona;Polonia;Julio;18.238
08 Barcelona;Polonia;Agosto;16.125
08 Barcelona;Polonia;Septiembre;20.147
08 Barcelona;Polonia;Octubre;12.519
08 Barcelona;Polonia;Noviembre;9.262
08 Barcelona;Polonia;Diciembre;6.811
08 Barcelona;Portugal;Enero;9.991
08 Barcelona;Portugal;Febrero;10.891
08 Barcelona;Portugal;Marzo;13.027
08 Barcelona;Portugal;Abril;17.170
08 Barcelona;Portugal;Mayo;14.044
08 Barcelona;Portugal;Junio;15.685
08 Barcelona;Portugal;Julio;12.981
08 Barcelona;Portugal;Agosto;15.378
08 Barcelona;Portugal;Septiembre;12.565
08 Barcelona;Portugal;Octubre;13.753
08 Barcelona;Portugal;Noviembre;11.322
08 Barcelona;Portugal;Diciembre;10.399
08 Barcelona;Reino Unido;Enero;42.886
08 Barcelona;Reino Unido;Febrero;54.307
08 Barcelona;Reino Unido;Marzo;67.882
08 Barcelona;Reino Unido;Abril;86.713
08 Barcelona;Reino Unido;Mayo;103.248
08 Barcelona;Reino Unido;Junio;99.291
08 Barcelona;Reino Unido;Julio;102.404
08 Barcelona;Reino Unido;Agosto;97.804
08 Barcelona;Reino Unido;Septiembre;100.951
08 Barcelona;Reino Unido;Octubre;89.227
08 Barcelona;Reino Unido;Noviembre;56.355
08 Barcelona;Reino Unido;Diciembre;42.066
08 Barcelona;República Checa;Enero;2.859
08 Barcelona;República Checa;Febrero;2.652
08 Barcelona;República Checa;Marzo;3.351
08 Barcelona;República Checa;Abril;3.912
08 Barcelona;República Checa;Mayo;5.112
08 Barcelona;República Checa;Junio;5.296
08 Barcelona;República Checa;Julio;6.969
08 Barcelona;República Checa;Agosto;5.975
08 Barcelona;República Checa;Septiembre;6.090
08 Barcelona;República Checa;Octubre;5.460
08 Barcelona;República Checa;Noviembre;5.701
08 Barcelona;República Checa;Diciembre;1.614
08 Barcelona;Suecia;Enero;5.749
08 Barcelona;Suecia;Febrero;6.851
08 Barcelona;Suecia;Marzo;11.042
08 Barcelona;Suecia;Abril;16.436
08 Barcelona;Suecia;Mayo;15.389
08 Barcelona;Suecia;Junio;14.330
08 Barcelona;Suecia;Julio;16.184
08 Barcelona;Suecia;Agosto;12.041
08 Barcelona;Suecia;Septiembre;12.538
08 Barcelona;Suecia;Octubre;12.451
08 Barcelona;Suecia;Noviembre;9.153
08 Barcelona;Suecia;Diciembre;6.046
08 Barcelona;Noruega;Enero;3.122
08 Barcelona;Noruega;Febrero;3.925
08 Barcelona;Noruega;Marzo;5.656
08 Barcelona;Noruega;Abril;9.914
08 Barcelona;Noruega;Mayo;8.948
08 Barcelona;Noruega;Junio;9.885
08 Barcelona;Noruega;Julio;14.425
08 Barcelona;Noruega;Agosto;7.175
08 Barcelona;Noruega;Septiembre;8.983
08 Barcelona;Noruega;Octubre;7.936
08 Barcelona;Noruega;Noviembre;4.184
08 Barcelona;Noruega;Diciembre;2.618
08 Barcelona;Rusia;Enero;17.353
08 Barcelona;Rusia;Febrero;13.918
08 Barcelona;Rusia;Marzo;19.122
08 Barcelona;Rusia;Abril;17.938
08 Barcelona;Rusia;Mayo;26.037
08 Barcelona;Rusia;Junio;30.511
08 Barcelona;Rusia;Julio;36.938
08 Barcelona;Rusia;Agosto;38.183
08 Barcelona;Rusia;Septiembre;29.524
08 Barcelona;Rusia;Octubre;22.577
08 Barcelona;Rusia;Noviembre;14.173
08 Barcelona;Rusia;Diciembre;12.672
08 Barcelona;Suiza;Enero;7.302
08 Barcelona;Suiza;Febrero;9.796
08 Barcelona;Suiza;Marzo;13.956
08 Barcelona;Suiza;Abril;19.530
08 Barcelona;Suiza;Mayo;16.844
08 Barcelona;Suiza;Junio;15.423
08 Barcelona;Suiza;Julio;19.879
08 Barcelona;Suiza;Agosto;15.440
08 Barcelona;Suiza;Septiembre;13.622
08 Barcelona;Suiza;Octubre;16.985
08 Barcelona;Suiza;Noviembre;9.974
08 Barcelona;Suiza;Diciembre;8.255
08 Barcelona;Resto de Europa sin U.E.;Enero;21.775
08 Barcelona;Resto de Europa sin U.E.;Febrero;18.935
08 Barcelona;Resto de Europa sin U.E.;Marzo;21.782
08 Barcelona;Resto de Europa sin U.E.;Abril;26.126
08 Barcelona;Resto de Europa sin U.E.;Mayo;31.078
08 Barcelona;Resto de Europa sin U.E.;Junio;39.860
08 Barcelona;Resto de Europa sin U.E.;Julio;40.588
08 Barcelona;Resto de Europa sin U.E.;Agosto;30.896
08 Barcelona;Resto de Europa sin U.E.;Septiembre;32.203
08 Barcelona;Resto de Europa sin U.E.;Octubre;33.842
08 Barcelona;Resto de Europa sin U.E.;Noviembre;27.891
08 Barcelona;Resto de Europa sin U.E.;Diciembre;25.003
08 Barcelona;Japón;Enero;13.060
08 Barcelona;Japón;Febrero;20.176
08 Barcelona;Japón;Marzo;21.108
08 Barcelona;Japón;Abril;19.696
08 Barcelona;Japón;Mayo;19.039
08 Barcelona;Japón;Junio;19.530
08 Barcelona;Japón;Julio;16.338
08 Barcelona;Japón;Agosto;17.620
08 Barcelona;Japón;Septiembre;20.735
08 Barcelona;Japón;Octubre;21.674
08 Barcelona;Japón;Noviembre;17.998
08 Barcelona;Japón;Diciembre;16.952
08 Barcelona;Estados Unidos;Enero;43.951
08 Barcelona;Estados Unidos;Febrero;45.214
08 Barcelona;Estados Unidos;Marzo;77.377
08 Barcelona;Estados Unidos;Abril;84.177
08 Barcelona;Estados Unidos;Mayo;126.251
08 Barcelona;Estados Unidos;Junio;140.735
08 Barcelona;Estados Unidos;Julio;142.361
08 Barcelona;Estados Unidos;Agosto;112.526
08 Barcelona;Estados Unidos;Septiembre;132.075
08 Barcelona;Estados Unidos;Octubre;120.791
08 Barcelona;Estados Unidos;Noviembre;79.427
08 Barcelona;Estados Unidos;Diciembre;48.490
08 Barcelona;Resto de América;Enero;42.626
08 Barcelona;Resto de América;Febrero;41.107
08 Barcelona;Resto de América;Marzo;52.295
08 Barcelona;Resto de América;Abril;65.550
08 Barcelona;Resto de América;Mayo;85.294
08 Barcelona;Resto de América;Junio;86.907
08 Barcelona;Resto de América;Julio;98.445
08 Barcelona;Resto de América;Agosto;80.573
08 Barcelona;Resto de América;Septiembre;83.760
08 Barcelona;Resto de América;Octubre;81.632
08 Barcelona;Resto de América;Noviembre;60.634
08 Barcelona;Resto de América;Diciembre;53.528
08 Barcelona;Países africanos;Enero;13.151
08 Barcelona;Países africanos;Febrero;12.118
08 Barcelona;Países africanos;Marzo;11.976
