Provincias;Residencia;Meses;Total
13 Ciudad Real;Residentes en España;Septiembre;1,57
13 Ciudad Real;Residentes en España;Octubre;1,70
13 Ciudad Real;Residentes en España;Noviembre;1,61
13 Ciudad Real;Residentes en España;Diciembre;1,59
13 Ciudad Real;No residentes en España;Total;1,90
13 Ciudad Real;No residentes en España;Enero;2,38
13 Ciudad Real;No residentes en España;Febrero;2,59
13 Ciudad Real;No residentes en España;Marzo;2,18
13 Ciudad Real;No residentes en España;Abril;2,09
13 Ciudad Real;No residentes en España;Mayo;2,37
13 Ciudad Real;No residentes en España;Junio;1,83
13 Ciudad Real;No residentes en España;Julio;1,71
13 Ciudad Real;No residentes en España;Agosto;1,84
13 Ciudad Real;No residentes en España;Septiembre;1,78
13 Ciudad Real;No residentes en España;Octubre;1,87
13 Ciudad Real;No residentes en España;Noviembre;1,91
13 Ciudad Real;No residentes en España;Diciembre;1,74
14 Córdoba;Total;Total;1,75
14 Córdoba;Total;Enero;1,69
14 Córdoba;Total;Febrero;1,76
14 Córdoba;Total;Marzo;1,64
14 Córdoba;Total;Abril;1,74
14 Córdoba;Total;Mayo;1,67
14 Córdoba;Total;Junio;1,70
14 Córdoba;Total;Julio;1,70
14 Córdoba;Total;Agosto;1,82
14 Córdoba;Total;Septiembre;1,76
14 Córdoba;Total;Octubre;1,82
14 Córdoba;Total;Noviembre;1,66
14 Córdoba;Total;Diciembre;1,83
14 Córdoba;Residentes en España;Total;1,76
14 Córdoba;Residentes en España;Enero;1,65
14 Córdoba;Residentes en España;Febrero;1,71
14 Córdoba;Residentes en España;Marzo;1,62
14 Córdoba;Residentes en España;Abril;1,75
14 Córdoba;Residentes en España;Mayo;1,66
14 Córdoba;Residentes en España;Junio;1,71
14 Córdoba;Residentes en España;Julio;1,72
14 Córdoba;Residentes en España;Agosto;1,85
14 Córdoba;Residentes en España;Septiembre;1,80
14 Córdoba;Residentes en España;Octubre;1,88
14 Córdoba;Residentes en España;Noviembre;1,66
14 Córdoba;Residentes en España;Diciembre;1,85
14 Córdoba;No residentes en España;Total;1,71
14 Córdoba;No residentes en España;Enero;2,18
14 Córdoba;No residentes en España;Febrero;2,39
14 Córdoba;No residentes en España;Marzo;1,82
14 Córdoba;No residentes en España;Abril;1,63
14 Córdoba;No residentes en España;Mayo;1,75
14 Córdoba;No residentes en España;Junio;1,67
14 Córdoba;No residentes en España;Julio;1,66
14 Córdoba;No residentes en España;Agosto;1,75
14 Córdoba;No residentes en España;Septiembre;1,68
14 Córdoba;No residentes en España;Octubre;1,71
14 Córdoba;No residentes en España;Noviembre;1,67
14 Córdoba;No residentes en España;Diciembre;1,77
15 Coruña, A;Total;Total;1,98
15 Coruña, A;Total;Enero;2,80
15 Coruña, A;Total;Febrero;2,59
15 Coruña, A;Total;Marzo;2,31
15 Coruña, A;Total;Abril;2,03
15 Coruña, A;Total;Mayo;1,98
15 Coruña, A;Total;Junio;1,87
15 Coruña, A;Total;Julio;1,97
15 Coruña, A;Total;Agosto;2,10
15 Coruña, A;Total;Septiembre;1,92
15 Coruña, A;Total;Octubre;1,78
15 Coruña, A;Total;Noviembre;1,89
15 Coruña, A;Total;Diciembre;2,00
15 Coruña, A;Residentes en España;Total;2,01
15 Coruña, A;Residentes en España;Enero;2,75
15 Coruña, A;Residentes en España;Febrero;2,51
15 Coruña, A;Residentes en España;Marzo;2,24
15 Coruña, A;Residentes en España;Abril;1,93
15 Coruña, A;Residentes en España;Mayo;1,92
15 Coruña, A;Residentes en España;Junio;1,87
15 Coruña, A;Residentes en España;Julio;1,98
15 Coruña, A;Residentes en España;Agosto;2,14
15 Coruña, A;Residentes en España;Septiembre;2,00
15 Coruña, A;Residentes en España;Octubre;1,85
15 Coruña, A;Residentes en España;Noviembre;1,91
15 Coruña, A;Residentes en España;Diciembre;2,00
15 Coruña, A;No residentes en España;Total;1,84
15 Coruña, A;No residentes en España;Enero;3,30
15 Coruña, A;No residentes en España;Febrero;3,54
15 Coruña, A;No residentes en España;Marzo;3,16
15 Coruña, A;No residentes en España;Abril;3,42
15 Coruña, A;No residentes en España;Mayo;2,43
15 Coruña, A;No residentes en España;Junio;1,85
15 Coruña, A;No residentes en España;Julio;1,87
15 Coruña, A;No residentes en España;Agosto;1,87
15 Coruña, A;No residentes en España;Septiembre;1,68
15 Coruña, A;No residentes en España;Octubre;1,60
15 Coruña, A;No residentes en España;Noviembre;1,79
15 Coruña, A;No residentes en España;Diciembre;1,97
16 Cuenca;Total;Total;1,86
16 Cuenca;Total;Enero;2,15
16 Cuenca;Total;Febrero;2,18
16 Cuenca;Total;Marzo;1,88
16 Cuenca;Total;Abril;1,94
16 Cuenca;Total;Mayo;1,84
16 Cuenca;Total;Junio;1,73
16 Cuenca;Total;Julio;1,81
16 Cuenca;Total;Agosto;1,86
16 Cuenca;Total;Septiembre;1,87
16 Cuenca;Total;Octubre;1,88
16 Cuenca;Total;Noviembre;1,83
16 Cuenca;Total;Diciembre;1,91
16 Cuenca;Residentes en España;Total;1,88
16 Cuenca;Residentes en España;Enero;2,19
16 Cuenca;Residentes en España;Febrero;2,16
16 Cuenca;Residentes en España;Marzo;1,89
16 Cuenca;Residentes en España;Abril;1,93
16 Cuenca;Residentes en España;Mayo;1,83
16 Cuenca;Residentes en España;Junio;1,74
16 Cuenca;Residentes en España;Julio;1,83
16 Cuenca;Residentes en España;Agosto;1,88
16 Cuenca;Residentes en España;Septiembre;1,88
16 Cuenca;Residentes en España;Octubre;1,89
16 Cuenca;Residentes en España;Noviembre;1,86
16 Cuenca;Residentes en España;Diciembre;1,94
16 Cuenca;No residentes en España;Total;1,69
16 Cuenca;No residentes en España;Enero;1,85
16 Cuenca;No residentes en España;Febrero;2,64
16 Cuenca;No residentes en España;Marzo;1,75
16 Cuenca;No residentes en España;Abril;1,99
16 Cuenca;No residentes en España;Mayo;1,84
16 Cuenca;No residentes en España;Junio;1,54
16 Cuenca;No residentes en España;Julio;1,59
16 Cuenca;No residentes en España;Agosto;1,57
16 Cuenca;No residentes en España;Septiembre;1,73
16 Cuenca;No residentes en España;Octubre;1,82
16 Cuenca;No residentes en España;Noviembre;1,57
16 Cuenca;No residentes en España;Diciembre;1,69
20 Gipuzkoa;Total;Total;1,90
20 Gipuzkoa;Total;Enero;1,61
20 Gipuzkoa;Total;Febrero;1,77
20 Gipuzkoa;Total;Marzo;1,65
20 Gipuzkoa;Total;Abril;1,81
20 Gipuzkoa;Total;Mayo;1,66
20 Gipuzkoa;Total;Junio;1,78
20 Gipuzkoa;Total;Julio;2,00
20 Gipuzkoa;Total;Agosto;2,24
20 Gipuzkoa;Total;Septiembre;1,96
20 Gipuzkoa;Total;Octubre;1,84
20 Gipuzkoa;Total;Noviembre;1,79
20 Gipuzkoa;Total;Diciembre;1,74
20 Gipuzkoa;Residentes en España;Total;1,96
20 Gipuzkoa;Residentes en España;Enero;1,65
20 Gipuzkoa;Residentes en España;Febrero;1,81
20 Gipuzkoa;Residentes en España;Marzo;1,64
20 Gipuzkoa;Residentes en España;Abril;1,83
20 Gipuzkoa;Residentes en España;Mayo;1,70
20 Gipuzkoa;Residentes en España;Junio;1,82
20 Gipuzkoa;Residentes en España;Julio;2,10
20 Gipuzkoa;Residentes en España;Agosto;2,44
20 Gipuzkoa;Residentes en España;Septiembre;1,97
20 Gipuzkoa;Residentes en España;Octubre;1,86
20 Gipuzkoa;Residentes en España;Noviembre;1,82
20 Gipuzkoa;Residentes en España;Diciembre;1,78
20 Gipuzkoa;No residentes en España;Total;1,79
20 Gipuzkoa;No residentes en España;Enero;1,51
20 Gipuzkoa;No residentes en España;Febrero;1,66
20 Gipuzkoa;No residentes en España;Marzo;1,71
20 Gipuzkoa;No residentes en España;Abril;1,69
20 Gipuzkoa;No residentes en España;Mayo;1,58
20 Gipuzkoa;No residentes en España;Junio;1,68
20 Gipuzkoa;No residentes en España;Julio;1,82
20 Gipuzkoa;No residentes en España;Agosto;1,90
20 Gipuzkoa;No residentes en España;Septiembre;1,93
20 Gipuzkoa;No residentes en España;Octubre;1,80
20 Gipuzkoa;No residentes en España;Noviembre;1,73
20 Gipuzkoa;No residentes en España;Diciembre;1,69
17 Girona;Total;Total;2,53
17 Girona;Total;Enero;1,65
17 Girona;Total;Febrero;1,66
17 Girona;Total;Marzo;1,59
17 Girona;Total;Abril;1,76
17 Girona;Total;Mayo;1,71
17 Girona;Total;Junio;2,12
17 Girona;Total;Julio;2,95
17 Girona;Total;Agosto;3,31
17 Girona;Total;Septiembre;2,78
17 Girona;Total;Octubre;2,27
17 Girona;Total;Noviembre;1,83
17 Girona;Total;Diciembre;1,80
17 Girona;Residentes en España;Total;2,19
17 Girona;Residentes en España;Enero;1,62
17 Girona;Residentes en España;Febrero;1,60
17 Girona;Residentes en España;Marzo;1,57
17 Girona;Residentes en España;Abril;1,74
17 Girona;Residentes en España;Mayo;1,60
17 Girona;Residentes en España;Junio;1,95
17 Girona;Residentes en España;Julio;2,49
17 Girona;Residentes en España;Agosto;3,03
17 Girona;Residentes en España;Septiembre;2,24
17 Girona;Residentes en España;Octubre;1,67
17 Girona;Residentes en España;Noviembre;1,51
17 Girona;Residentes en España;Diciembre;1,80
17 Girona;No residentes en España;Total;3,12
17 Girona;No residentes en España;Enero;1,69
17 Girona;No residentes en España;Febrero;1,81
17 Girona;No residentes en España;Marzo;1,69
17 Girona;No residentes en España;Abril;1,84
17 Girona;No residentes en España;Mayo;2,00
17 Girona;No residentes en España;Junio;2,58
17 Girona;No residentes en España;Julio;3,72
17 Girona;No residentes en España;Agosto;3,74
17 Girona;No residentes en España;Septiembre;3,44
17 Girona;No residentes en España;Octubre;2,91
17 Girona;No residentes en España;Noviembre;2,26
17 Girona;No residentes en España;Diciembre;1,80
18 Granada;Total;Total;2,09
18 Granada;Total;Enero;1,87
18 Granada;Total;Febrero;1,90
18 Granada;Total;Marzo;1,80
18 Granada;Total;Abril;1,78
18 Granada;Total;Mayo;1,70
18 Granada;Total;Junio;1,97
18 Granada;Total;Julio;2,29
18 Granada;Total;Agosto;2,33
18 Granada;Total;Septiembre;2,20
18 Granada;Total;Octubre;2,10
18 Granada;Total;Noviembre;1,94
18 Granada;Total;Diciembre;2,05
18 Granada;Residentes en España;Total;2,01
18 Granada;Residentes en España;Enero;1,80
18 Granada;Residentes en España;Febrero;1,74
18 Granada;Residentes en España;Marzo;1,68
18 Granada;Residentes en España;Abril;1,66
18 Granada;Residentes en España;Mayo;1,63
18 Granada;Residentes en España;Junio;1,87
18 Granada;Residentes en España;Julio;2,25
18 Granada;Residentes en España;Agosto;2,34
18 Granada;Residentes en España;Septiembre;2,11
18 Granada;Residentes en España;Octubre;1,95
18 Granada;Residentes en España;Noviembre;1,83
18 Granada;Residentes en España;Diciembre;1,97
18 Granada;No residentes en España;Total;2,36
18 Granada;No residentes en España;Enero;2,18
18 Granada;No residentes en España;Febrero;3,13
18 Granada;No residentes en España;Marzo;2,47
18 Granada;No residentes en España;Abril;2,46
18 Granada;No residentes en España;Mayo;2,10
18 Granada;No residentes en España;Junio;2,49
18 Granada;No residentes en España;Julio;2,47
18 Granada;No residentes en España;Agosto;2,28
18 Granada;No residentes en España;Septiembre;2,40
18 Granada;No residentes en España;Octubre;2,43
18 Granada;No residentes en España;Noviembre;2,20
18 Granada;No residentes en España;Diciembre;2,30
19 Guadalajara;Total;Total;1,75
19 Guadalajara;Total;Enero;1,84
19 Guadalajara;Total;Febrero;1,89
19 Guadalajara;Total;Marzo;1,86
19 Guadalajara;Total;Abril;1,69
19 Guadalajara;Total;Mayo;1,74
19 Guadalajara;Total;Junio;1,83
19 Guadalajara;Total;Julio;1,82
19 Guadalajara;Total;Agosto;1,72
19 Guadalajara;Total;Septiembre;1,66
19 Guadalajara;Total;Octubre;1,72
19 Guadalajara;Total;Noviembre;1,74
19 Guadalajara;Total;Diciembre;1,68
19 Guadalajara;Residentes en España;Total;1,71
19 Guadalajara;Residentes en España;Enero;1,75
19 Guadalajara;Residentes en España;Febrero;1,78
19 Guadalajara;Residentes en España;Marzo;1,82
19 Guadalajara;Residentes en España;Abril;1,65
19 Guadalajara;Residentes en España;Mayo;1,70
19 Guadalajara;Residentes en España;Junio;1,74
19 Guadalajara;Residentes en España;Julio;1,78
19 Guadalajara;Residentes en España;Agosto;1,70
19 Guadalajara;Residentes en España;Septiembre;1,68
19 Guadalajara;Residentes en España;Octubre;1,69
19 Guadalajara;Residentes en España;Noviembre;1,71
19 Guadalajara;Residentes en España;Diciembre;1,64
19 Guadalajara;No residentes en España;Total;2,16
19 Guadalajara;No residentes en España;Enero;2,51
19 Guadalajara;No residentes en España;Febrero;2,84
19 Guadalajara;No residentes en España;Marzo;2,55
19 Guadalajara;No residentes en España;Abril;2,12
19 Guadalajara;No residentes en España;Mayo;2,27
19 Guadalajara;No residentes en España;Junio;3,33
19 Guadalajara;No residentes en España;Julio;2,30
19 Guadalajara;No residentes en España;Agosto;1,91
19 Guadalajara;No residentes en España;Septiembre;1,54
19 Guadalajara;No residentes en España;Octubre;2,02
19 Guadalajara;No residentes en España;Noviembre;2,06
19 Guadalajara;No residentes en España;Diciembre;2,13
21 Huelva;Total;Total;3,39
21 Huelva;Total;Enero;1,98
21 Huelva;Total;Febrero;1,99
21 Huelva;Total;Marzo;1,77
21 Huelva;Total;Abril;1,88
21 Huelva;Total;Mayo;2,27
21 Huelva;Total;Junio;2,84
21 Huelva;Total;Julio;3,83
21 Huelva;Total;Agosto;4,19
21 Huelva;Total;Septiembre;3,71
21 Huelva;Total;Octubre;2,80
21 Huelva;Total;Noviembre;2,39
21 Huelva;Total;Diciembre;2,23
21 Huelva;Residentes en España;Total;3,27
21 Huelva;Residentes en España;Enero;1,94
21 Huelva;Residentes en España;Febrero;1,98
21 Huelva;Residentes en España;Marzo;1,73
21 Huelva;Residentes en España;Abril;1,77
21 Huelva;Residentes en España;Mayo;2,26
21 Huelva;Residentes en España;Junio;2,74
21 Huelva;Residentes en España;Julio;3,76
21 Huelva;Residentes en España;Agosto;4,14
21 Huelva;Residentes en España;Septiembre;3,47
21 Huelva;Residentes en España;Octubre;2,45
21 Huelva;Residentes en España;Noviembre;2,16
21 Huelva;Residentes en España;Diciembre;2,08
21 Huelva;No residentes en España;Total;4,21
21 Huelva;No residentes en España;Enero;2,20
21 Huelva;No residentes en España;Febrero;2,09
21 Huelva;No residentes en España;Marzo;2,14
21 Huelva;No residentes en España;Abril;2,65
21 Huelva;No residentes en España;Mayo;2,34
21 Huelva;No residentes en España;Junio;3,59
21 Huelva;No residentes en España;Julio;4,73
21 Huelva;No residentes en España;Agosto;4,69
21 Huelva;No residentes en España;Septiembre;4,96
21 Huelva;No residentes en España;Octubre;4,13
21 Huelva;No residentes en España;Noviembre;3,40
21 Huelva;No residentes en España;Diciembre;3,44
22 Huesca;Total;Total;2,36
22 Huesca;Total;Enero;2,58
22 Huesca;Total;Febrero;2,58
22 Huesca;Total;Marzo;1,94
22 Huesca;Total;Abril;2,05
22 Huesca;Total;Mayo;1,96
22 Huesca;Total;Junio;2,06
22 Huesca;Total;Julio;2,52
22 Huesca;Total;Agosto;2,75
22 Huesca;Total;Septiembre;2,20
22 Huesca;Total;Octubre;2,14
22 Huesca;Total;Noviembre;2,04
22 Huesca;Total;Diciembre;2,48
22 Huesca;Residentes en España;Total;2,36
22 Huesca;Residentes en España;Enero;2,34
22 Huesca;Residentes en España;Febrero;2,21
22 Huesca;Residentes en España;Marzo;1,78
22 Huesca;Residentes en España;Abril;1,97
22 Huesca;Residentes en España;Mayo;1,90
22 Huesca;Residentes en España;Junio;2,08
22 Huesca;Residentes en España;Julio;2,53
22 Huesca;Residentes en España;Agosto;2,80
22 Huesca;Residentes en España;Septiembre;2,23
22 Huesca;Residentes en España;Octubre;2,14
22 Huesca;Residentes en España;Noviembre;1,99
22 Huesca;Residentes en España;Diciembre;2,47
22 Huesca;No residentes en España;Total;2,36
22 Huesca;No residentes en España;Enero;4,93
22 Huesca;No residentes en España;Febrero;9,26
22 Huesca;No residentes en España;Marzo;4,13
22 Huesca;No residentes en España;Abril;3,46
22 Huesca;No residentes en España;Mayo;2,45
22 Huesca;No residentes en España;Junio;1,96
22 Huesca;No residentes en España;Julio;2,47
22 Huesca;No residentes en España;Agosto;2,34
22 Huesca;No residentes en España;Septiembre;2,09
22 Huesca;No residentes en España;Octubre;2,13
22 Huesca;No residentes en España;Noviembre;2,34
22 Huesca;No residentes en España;Diciembre;2,55
23 Jaén;Total;Total;1,78
23 Jaén;Total;Enero;1,75
23 Jaén;Total;Febrero;1,82
23 Jaén;Total;Marzo;1,68
23 Jaén;Total;Abril;1,54
23 Jaén;Total;Mayo;1,73
23 Jaén;Total;Junio;1,74
23 Jaén;Total;Julio;1,78
23 Jaén;Total;Agosto;1,93
23 Jaén;Total;Septiembre;1,80
23 Jaén;Total;Octubre;1,77
23 Jaén;Total;Noviembre;1,71
23 Jaén;Total;Diciembre;1,85
23 Jaén;Residentes en España;Total;1,79
23 Jaén;Residentes en España;Enero;1,74
23 Jaén;Residentes en España;Febrero;1,82
23 Jaén;Residentes en España;Marzo;1,68
23 Jaén;Residentes en España;Abril;1,54
23 Jaén;Residentes en España;Mayo;1,74
23 Jaén;Residentes en España;Junio;1,76
23 Jaén;Residentes en España;Julio;1,79
23 Jaén;Residentes en España;Agosto;1,95
23 Jaén;Residentes en España;Septiembre;1,80
23 Jaén;Residentes en España;Octubre;1,77
23 Jaén;Residentes en España;Noviembre;1,71
23 Jaén;Residentes en España;Diciembre;1,85
23 Jaén;No residentes en España;Total;1,71
23 Jaén;No residentes en España;Enero;1,87
23 Jaén;No residentes en España;Febrero;1,69
23 Jaén;No residentes en España;Marzo;1,71
23 Jaén;No residentes en España;Abril;1,65
23 Jaén;No residentes en España;Mayo;1,61
23 Jaén;No residentes en España;Junio;1,52
23 Jaén;No residentes en España;Julio;1,56
23 Jaén;No residentes en España;Agosto;1,71
23 Jaén;No residentes en España;Septiembre;1,84
23 Jaén;No residentes en España;Octubre;1,73
23 Jaén;No residentes en España;Noviembre;1,69
23 Jaén;No residentes en España;Diciembre;1,75
24 León;Total;Total;1,70
24 León;Total;Enero;2,36
24 León;Total;Febrero;2,40
24 León;Total;Marzo;1,98
24 León;Total;Abril;2,07
24 León;Total;Mayo;1,88
24 León;Total;Junio;1,65
24 León;Total;Julio;1,61
24 León;Total;Agosto;1,66
24 León;Total;Septiembre;1,55
24 León;Total;Octubre;1,64
24 León;Total;Noviembre;1,66
24 León;Total;Diciembre;1,74
24 León;Residentes en España;Total;1,73
24 León;Residentes en España;Enero;2,38
24 León;Residentes en España;Febrero;2,40
24 León;Residentes en España;Marzo;2,01
24 León;Residentes en España;Abril;2,07
24 León;Residentes en España;Mayo;1,91
24 León;Residentes en España;Junio;1,65
24 León;Residentes en España;Julio;1,62
24 León;Residentes en España;Agosto;1,70
24 León;Residentes en España;Septiembre;1,61
24 León;Residentes en España;Octubre;1,68
24 León;Residentes en España;Noviembre;1,66
24 León;Residentes en España;Diciembre;1,73
24 León;No residentes en España;Total;1,48
24 León;No residentes en España;Enero;2,17
24 León;No residentes en España;Febrero;2,36
24 León;No residentes en España;Marzo;1,57
24 León;No residentes en España;Abril;2,02
24 León;No residentes en España;Mayo;1,55
24 León;No residentes en España;Junio;1,62
24 León;No residentes en España;Julio;1,56
24 León;No residentes en España;Agosto;1,29
24 León;No residentes en España;Septiembre;1,32
24 León;No residentes en España;Octubre;1,46
24 León;No residentes en España;Noviembre;1,62
24 León;No residentes en España;Diciembre;1,81
25 Lleida;Total;Total;2,12
25 Lleida;Total;Enero;2,32
25 Lleida;Total;Febrero;2,13
25 Lleida;Total;Marzo;1,86
25 Lleida;Total;Abril;2,13
25 Lleida;Total;Mayo;1,80
25 Lleida;Total;Junio;1,91
25 Lleida;Total;Julio;2,24
25 Lleida;Total;Agosto;2,59
25 Lleida;Total;Septiembre;1,91
25 Lleida;Total;Octubre;1,77
25 Lleida;Total;Noviembre;1,71
25 Lleida;Total;Diciembre;2,28
25 Lleida;Residentes en España;Total;2,13
25 Lleida;Residentes en España;Enero;2,25
25 Lleida;Residentes en España;Febrero;2,07
25 Lleida;Residentes en España;Marzo;1,83
25 Lleida;Residentes en España;Abril;2,13
25 Lleida;Residentes en España;Mayo;1,78
25 Lleida;Residentes en España;Junio;1,91
25 Lleida;Residentes en España;Julio;2,24
25 Lleida;Residentes en España;Agosto;2,66
25 Lleida;Residentes en España;Septiembre;1,92
25 Lleida;Residentes en España;Octubre;1,78
25 Lleida;Residentes en España;Noviembre;1,68
25 Lleida;Residentes en España;Diciembre;2,30
25 Lleida;No residentes en España;Total;2,04
25 Lleida;No residentes en España;Enero;2,83
25 Lleida;No residentes en España;Febrero;2,62
25 Lleida;No residentes en España;Marzo;2,22
25 Lleida;No residentes en España;Abril;2,18
25 Lleida;No residentes en España;Mayo;1,98
25 Lleida;No residentes en España;Junio;1,87
25 Lleida;No residentes en España;Julio;2,20
25 Lleida;No residentes en España;Agosto;2,00
25 Lleida;No residentes en España;Septiembre;1,89
25 Lleida;No residentes en España;Octubre;1,75
25 Lleida;No residentes en España;Noviembre;1,95
25 Lleida;No residentes en España;Diciembre;2,12
27 Lugo;Total;Total;1,67
27 Lugo;Total;Enero;2,06
27 Lugo;Total;Febrero;2,20
27 Lugo;Total;Marzo;1,71
27 Lugo;Total;Abril;1,72
27 Lugo;Total;Mayo;1,59
27 Lugo;Total;Junio;1,62
27 Lugo;Total;Julio;1,65
27 Lugo;Total;Agosto;1,77
27 Lugo;Total;Septiembre;1,55
27 Lugo;Total;Octubre;1,57
27 Lugo;Total;Noviembre;1,70
27 Lugo;Total;Diciembre;1,83
27 Lugo;Residentes en España;Total;1,71
27 Lugo;Residentes en España;Enero;1,92
27 Lugo;Residentes en España;Febrero;1,98
27 Lugo;Residentes en España;Marzo;1,62
27 Lugo;Residentes en España;Abril;1,70
27 Lugo;Residentes en España;Mayo;1,61
27 Lugo;Residentes en España;Junio;1,65
27 Lugo;Residentes en España;Julio;1,69
27 Lugo;Residentes en España;Agosto;1,82
27 Lugo;Residentes en España;Septiembre;1,63
27 Lugo;Residentes en España;Octubre;1,66
27 Lugo;Residentes en España;Noviembre;1,72
27 Lugo;Residentes en España;Diciembre;1,82
27 Lugo;No residentes en España;Total;1,36
27 Lugo;No residentes en España;Enero;3,65
27 Lugo;No residentes en España;Febrero;5,18
27 Lugo;No residentes en España;Marzo;3,41
27 Lugo;No residentes en España;Abril;2,16
27 Lugo;No residentes en España;Mayo;1,38
27 Lugo;No residentes en España;Junio;1,27
27 Lugo;No residentes en España;Julio;1,31
27 Lugo;No residentes en España;Agosto;1,26
27 Lugo;No residentes en España;Septiembre;1,23
27 Lugo;No residentes en España;Octubre;1,20
27 Lugo;No residentes en España;Noviembre;1,54
27 Lugo;No residentes en España;Diciembre;2,10
28 Madrid;Total;Total;2,01
28 Madrid;Total;Enero;1,88
28 Madrid;Total;Febrero;1,93
28 Madrid;Total;Marzo;1,96
28 Madrid;Total;Abril;1,91
28 Madrid;Total;Mayo;1,96
28 Madrid;Total;Junio;1,95
28 Madrid;Total;Julio;2,02
28 Madrid;Total;Agosto;2,06
28 Madrid;Total;Septiembre;2,05
28 Madrid;Total;Octubre;2,09
28 Madrid;Total;Noviembre;2,01
28 Madrid;Total;Diciembre;2,07
28 Madrid;Residentes en España;Total;1,79
28 Madrid;Residentes en España;Enero;1,76
28 Madrid;Residentes en España;Febrero;1,74
28 Madrid;Residentes en España;Marzo;1,74
28 Madrid;Residentes en España;Abril;1,74
28 Madrid;Residentes en España;Mayo;1,78
28 Madrid;Residentes en España;Junio;1,77
28 Madrid;Residentes en España;Julio;1,79
28 Madrid;Residentes en España;Agosto;1,86
28 Madrid;Residentes en España;Septiembre;1,80
28 Madrid;Residentes en España;Octubre;1,83
28 Madrid;Residentes en España;Noviembre;1,75
28 Madrid;Residentes en España;Diciembre;1,86
28 Madrid;No residentes en España;Total;2,52
28 Madrid;No residentes en España;Enero;2,36
28 Madrid;No residentes en España;Febrero;2,82
28 Madrid;No residentes en España;Marzo;2,82
28 Madrid;No residentes en España;Abril;2,55
28 Madrid;No residentes en España;Mayo;2,56
28 Madrid;No residentes en España;Junio;2,50
28 Madrid;No residentes en España;Julio;2,51
28 Madrid;No residentes en España;Agosto;2,44
28 Madrid;No residentes en España;Septiembre;2,48
28 Madrid;No residentes en España;Octubre;2,54
28 Madrid;No residentes en España;Noviembre;2,47
28 Madrid;No residentes en España;Diciembre;2,54
29 Málaga;Total;Total;3,17
29 Málaga;Total;Enero;1,91
29 Málaga;Total;Febrero;1,85
29 Málaga;Total;Marzo;1,86
29 Málaga;Total;Abril;1,99
29 Málaga;Total;Mayo;2,20
29 Málaga;Total;Junio;2,67
29 Málaga;Total;Julio;3,38
29 Málaga;Total;Agosto;3,80
29 Málaga;Total;Septiembre;3,61
29 Málaga;Total;Octubre;3,47
29 Málaga;Total;Noviembre;2,92
29 Málaga;Total;Diciembre;2,52
29 Málaga;Residentes en España;Total;2,67
29 Málaga;Residentes en España;Enero;1,67
29 Málaga;Residentes en España;Febrero;1,62
29 Málaga;Residentes en España;Marzo;1,62
29 Málaga;Residentes en España;Abril;1,64
29 Málaga;Residentes en España;Mayo;1,87
29 Málaga;Residentes en España;Junio;2,42
29 Málaga;Residentes en España;Julio;3,14
29 Málaga;Residentes en España;Agosto;3,47
29 Málaga;Residentes en España;Septiembre;2,89
29 Málaga;Residentes en España;Octubre;2,44
29 Málaga;Residentes en España;Noviembre;2,06
29 Málaga;Residentes en España;Diciembre;2,03
29 Málaga;No residentes en España;Total;3,93
29 Málaga;No residentes en España;Enero;2,64
29 Málaga;No residentes en España;Febrero;2,61
29 Málaga;No residentes en España;Marzo;2,60
29 Málaga;No residentes en España;Abril;2,77
29 Málaga;No residentes en España;Mayo;2,95
29 Málaga;No residentes en España;Junio;3,37
29 Málaga;No residentes en España;Julio;3,90
29 Málaga;No residentes en España;Agosto;4,40
29 Málaga;No residentes en España;Septiembre;4,36
29 Málaga;No residentes en España;Octubre;4,19
29 Málaga;No residentes en España;Noviembre;3,75
29 Málaga;No residentes en España;Diciembre;3,27
30 Murcia;Total;Total;2,10
30 Murcia;Total;Enero;1,77
30 Murcia;Total;Febrero;1,67
30 Murcia;Total;Marzo;1,65
30 Murcia;Total;Abril;1,63
30 Murcia;Total;Mayo;1,67
30 Murcia;Total;Junio;1,96
30 Murcia;Total;Julio;2,49
30 Murcia;Total;Agosto;2,69
30 Murcia;Total;Septiembre;2,25
30 Murcia;Total;Octubre;2,05
30 Murcia;Total;Noviembre;1,87
30 Murcia;Total;Diciembre;1,86
30 Murcia;Residentes en España;Total;2,05
30 Murcia;Residentes en España;Enero;1,69
30 Murcia;Residentes en España;Febrero;1,63
30 Murcia;Residentes en España;Marzo;1,60
30 Murcia;Residentes en España;Abril;1,60
30 Murcia;Residentes en España;Mayo;1,62
30 Murcia;Residentes en España;Junio;1,92
30 Murcia;Residentes en España;Julio;2,49
30 Murcia;Residentes en España;Agosto;2,72
30 Murcia;Residentes en España;Septiembre;2,12
30 Murcia;Residentes en España;Octubre;1,90
30 Murcia;Residentes en España;Noviembre;1,74
30 Murcia;Residentes en España;Diciembre;1,81
30 Murcia;No residentes en España;Total;2,40
30 Murcia;No residentes en España;Enero;2,34
30 Murcia;No residentes en España;Febrero;2,04
30 Murcia;No residentes en España;Marzo;2,15
30 Murcia;No residentes en España;Abril;1,96
30 Murcia;No residentes en España;Mayo;2,03
30 Murcia;No residentes en España;Junio;2,18
30 Murcia;No residentes en España;Julio;2,43
30 Murcia;No residentes en España;Agosto;2,56
30 Murcia;No residentes en España;Septiembre;2,73
30 Murcia;No residentes en España;Octubre;2,50
