Provincias;Residencia;Meses;Total
30 Murcia;No residentes en España;Noviembre;2,35
30 Murcia;No residentes en España;Diciembre;2,10
31 Navarra;Total;Total;1,87
31 Navarra;Total;Enero;1,90
31 Navarra;Total;Febrero;1,85
31 Navarra;Total;Marzo;1,85
31 Navarra;Total;Abril;1,83
31 Navarra;Total;Mayo;1,83
31 Navarra;Total;Junio;1,81
31 Navarra;Total;Julio;1,83
31 Navarra;Total;Agosto;2,03
31 Navarra;Total;Septiembre;1,80
31 Navarra;Total;Octubre;1,83
31 Navarra;Total;Noviembre;1,84
31 Navarra;Total;Diciembre;1,90
31 Navarra;Residentes en España;Total;1,89
31 Navarra;Residentes en España;Enero;1,76
31 Navarra;Residentes en España;Febrero;1,80
31 Navarra;Residentes en España;Marzo;1,79
31 Navarra;Residentes en España;Abril;1,75
31 Navarra;Residentes en España;Mayo;1,72
31 Navarra;Residentes en España;Junio;1,78
31 Navarra;Residentes en España;Julio;1,92
31 Navarra;Residentes en España;Agosto;2,14
31 Navarra;Residentes en España;Septiembre;1,90
31 Navarra;Residentes en España;Octubre;1,86
31 Navarra;Residentes en España;Noviembre;1,85
31 Navarra;Residentes en España;Diciembre;1,91
31 Navarra;No residentes en España;Total;1,77
31 Navarra;No residentes en España;Enero;3,14
31 Navarra;No residentes en España;Febrero;2,41
31 Navarra;No residentes en España;Marzo;2,44
31 Navarra;No residentes en España;Abril;2,57
31 Navarra;No residentes en España;Mayo;2,57
31 Navarra;No residentes en España;Junio;2,04
31 Navarra;No residentes en España;Julio;1,48
31 Navarra;No residentes en España;Agosto;1,62
31 Navarra;No residentes en España;Septiembre;1,52
31 Navarra;No residentes en España;Octubre;1,70
31 Navarra;No residentes en España;Noviembre;1,77
31 Navarra;No residentes en España;Diciembre;1,85
32 Ourense;Total;Total;1,86
32 Ourense;Total;Enero;1,92
32 Ourense;Total;Febrero;2,00
32 Ourense;Total;Marzo;1,68
32 Ourense;Total;Abril;1,73
32 Ourense;Total;Mayo;1,77
32 Ourense;Total;Junio;1,83
32 Ourense;Total;Julio;1,93
32 Ourense;Total;Agosto;1,99
32 Ourense;Total;Septiembre;1,89
32 Ourense;Total;Octubre;1,91
32 Ourense;Total;Noviembre;1,75
32 Ourense;Total;Diciembre;1,72
32 Ourense;Residentes en España;Total;1,88
32 Ourense;Residentes en España;Enero;1,94
32 Ourense;Residentes en España;Febrero;2,06
32 Ourense;Residentes en España;Marzo;1,70
32 Ourense;Residentes en España;Abril;1,76
32 Ourense;Residentes en España;Mayo;1,79
32 Ourense;Residentes en España;Junio;1,88
32 Ourense;Residentes en España;Julio;1,93
32 Ourense;Residentes en España;Agosto;2,02
32 Ourense;Residentes en España;Septiembre;1,92
32 Ourense;Residentes en España;Octubre;1,97
32 Ourense;Residentes en España;Noviembre;1,76
32 Ourense;Residentes en España;Diciembre;1,71
32 Ourense;No residentes en España;Total;1,59
32 Ourense;No residentes en España;Enero;1,62
32 Ourense;No residentes en España;Febrero;1,34
32 Ourense;No residentes en España;Marzo;1,31
32 Ourense;No residentes en España;Abril;1,29
32 Ourense;No residentes en España;Mayo;1,55
32 Ourense;No residentes en España;Junio;1,44
32 Ourense;No residentes en España;Julio;2,02
32 Ourense;No residentes en España;Agosto;1,68
32 Ourense;No residentes en España;Septiembre;1,58
32 Ourense;No residentes en España;Octubre;1,37
32 Ourense;No residentes en España;Noviembre;1,64
32 Ourense;No residentes en España;Diciembre;1,88
34 Palencia;Total;Total;1,97
34 Palencia;Total;Enero;2,26
34 Palencia;Total;Febrero;2,22
34 Palencia;Total;Marzo;2,16
34 Palencia;Total;Abril;2,06
34 Palencia;Total;Mayo;1,83
34 Palencia;Total;Junio;1,87
34 Palencia;Total;Julio;2,09
34 Palencia;Total;Agosto;2,17
34 Palencia;Total;Septiembre;1,83
34 Palencia;Total;Octubre;1,78
34 Palencia;Total;Noviembre;1,93
34 Palencia;Total;Diciembre;1,88
34 Palencia;Residentes en España;Total;2,03
34 Palencia;Residentes en España;Enero;2,40
34 Palencia;Residentes en España;Febrero;2,28
34 Palencia;Residentes en España;Marzo;2,12
34 Palencia;Residentes en España;Abril;2,07
34 Palencia;Residentes en España;Mayo;1,89
34 Palencia;Residentes en España;Junio;1,90
34 Palencia;Residentes en España;Julio;2,17
34 Palencia;Residentes en España;Agosto;2,23
34 Palencia;Residentes en España;Septiembre;1,96
34 Palencia;Residentes en España;Octubre;1,83
34 Palencia;Residentes en España;Noviembre;1,92
34 Palencia;Residentes en España;Diciembre;1,88
34 Palencia;No residentes en España;Total;1,65
34 Palencia;No residentes en España;Enero;1,72
34 Palencia;No residentes en España;Febrero;1,72
34 Palencia;No residentes en España;Marzo;2,59
34 Palencia;No residentes en España;Abril;2,04
34 Palencia;No residentes en España;Mayo;1,51
34 Palencia;No residentes en España;Junio;1,55
34 Palencia;No residentes en España;Julio;1,64
34 Palencia;No residentes en España;Agosto;1,78
34 Palencia;No residentes en España;Septiembre;1,39
34 Palencia;No residentes en España;Octubre;1,57
34 Palencia;No residentes en España;Noviembre;1,99
34 Palencia;No residentes en España;Diciembre;1,93
35 Palmas, Las;Total;Total;6,35
35 Palmas, Las;Total;Enero;5,62
35 Palmas, Las;Total;Febrero;4,31
35 Palmas, Las;Total;Marzo;4,32
35 Palmas, Las;Total;Abril;4,31
35 Palmas, Las;Total;Mayo;4,40
35 Palmas, Las;Total;Junio;5,16
35 Palmas, Las;Total;Julio;5,98
35 Palmas, Las;Total;Agosto;6,60
35 Palmas, Las;Total;Septiembre;6,92
35 Palmas, Las;Total;Octubre;6,38
35 Palmas, Las;Total;Noviembre;7,33
35 Palmas, Las;Total;Diciembre;7,07
35 Palmas, Las;Residentes en España;Total;3,82
35 Palmas, Las;Residentes en España;Enero;2,92
35 Palmas, Las;Residentes en España;Febrero;2,58
35 Palmas, Las;Residentes en España;Marzo;2,64
35 Palmas, Las;Residentes en España;Abril;2,74
35 Palmas, Las;Residentes en España;Mayo;2,80
35 Palmas, Las;Residentes en España;Junio;3,32
35 Palmas, Las;Residentes en España;Julio;4,13
35 Palmas, Las;Residentes en España;Agosto;4,81
35 Palmas, Las;Residentes en España;Septiembre;4,18
35 Palmas, Las;Residentes en España;Octubre;3,68
35 Palmas, Las;Residentes en España;Noviembre;3,67
35 Palmas, Las;Residentes en España;Diciembre;3,96
35 Palmas, Las;No residentes en España;Total;7,69
35 Palmas, Las;No residentes en España;Enero;7,74
35 Palmas, Las;No residentes en España;Febrero;6,79
35 Palmas, Las;No residentes en España;Marzo;6,58
35 Palmas, Las;No residentes en España;Abril;6,67
35 Palmas, Las;No residentes en España;Mayo;6,59
35 Palmas, Las;No residentes en España;Junio;7,17
35 Palmas, Las;No residentes en España;Julio;7,62
35 Palmas, Las;No residentes en España;Agosto;8,09
35 Palmas, Las;No residentes en España;Septiembre;8,47
35 Palmas, Las;No residentes en España;Octubre;7,10
35 Palmas, Las;No residentes en España;Noviembre;8,02
35 Palmas, Las;No residentes en España;Diciembre;7,82
36 Pontevedra;Total;Total;2,41
36 Pontevedra;Total;Enero;2,73
36 Pontevedra;Total;Febrero;2,36
36 Pontevedra;Total;Marzo;1,96
36 Pontevedra;Total;Abril;1,92
36 Pontevedra;Total;Mayo;1,84
36 Pontevedra;Total;Junio;2,15
36 Pontevedra;Total;Julio;2,71
36 Pontevedra;Total;Agosto;2,91
36 Pontevedra;Total;Septiembre;2,41
36 Pontevedra;Total;Octubre;2,16
36 Pontevedra;Total;Noviembre;2,01
36 Pontevedra;Total;Diciembre;1,97
36 Pontevedra;Residentes en España;Total;2,47
36 Pontevedra;Residentes en España;Enero;2,51
36 Pontevedra;Residentes en España;Febrero;2,21
36 Pontevedra;Residentes en España;Marzo;1,91
36 Pontevedra;Residentes en España;Abril;1,89
36 Pontevedra;Residentes en España;Mayo;1,80
36 Pontevedra;Residentes en España;Junio;2,16
36 Pontevedra;Residentes en España;Julio;2,79
36 Pontevedra;Residentes en España;Agosto;2,99
36 Pontevedra;Residentes en España;Septiembre;2,57
36 Pontevedra;Residentes en España;Octubre;2,27
36 Pontevedra;Residentes en España;Noviembre;2,04
36 Pontevedra;Residentes en España;Diciembre;1,97
36 Pontevedra;No residentes en España;Total;2,06
36 Pontevedra;No residentes en España;Enero;4,09
36 Pontevedra;No residentes en España;Febrero;3,60
36 Pontevedra;No residentes en España;Marzo;2,77
36 Pontevedra;No residentes en España;Abril;2,29
36 Pontevedra;No residentes en España;Mayo;2,17
36 Pontevedra;No residentes en España;Junio;2,11
36 Pontevedra;No residentes en España;Julio;2,09
36 Pontevedra;No residentes en España;Agosto;2,36
36 Pontevedra;No residentes en España;Septiembre;1,79
36 Pontevedra;No residentes en España;Octubre;1,75
36 Pontevedra;No residentes en España;Noviembre;1,83
36 Pontevedra;No residentes en España;Diciembre;2,00
26 Rioja, La;Total;Total;1,71
26 Rioja, La;Total;Enero;1,82
26 Rioja, La;Total;Febrero;1,87
26 Rioja, La;Total;Marzo;1,76
26 Rioja, La;Total;Abril;1,75
26 Rioja, La;Total;Mayo;1,65
26 Rioja, La;Total;Junio;1,70
26 Rioja, La;Total;Julio;1,73
26 Rioja, La;Total;Agosto;1,72
26 Rioja, La;Total;Septiembre;1,60
26 Rioja, La;Total;Octubre;1,74
26 Rioja, La;Total;Noviembre;1,73
26 Rioja, La;Total;Diciembre;1,81
26 Rioja, La;Residentes en España;Total;1,72
26 Rioja, La;Residentes en España;Enero;1,84
26 Rioja, La;Residentes en España;Febrero;1,81
26 Rioja, La;Residentes en España;Marzo;1,70
26 Rioja, La;Residentes en España;Abril;1,73
26 Rioja, La;Residentes en España;Mayo;1,64
26 Rioja, La;Residentes en España;Junio;1,69
26 Rioja, La;Residentes en España;Julio;1,76
26 Rioja, La;Residentes en España;Agosto;1,73
26 Rioja, La;Residentes en España;Septiembre;1,62
26 Rioja, La;Residentes en España;Octubre;1,77
26 Rioja, La;Residentes en España;Noviembre;1,72
26 Rioja, La;Residentes en España;Diciembre;1,82
26 Rioja, La;No residentes en España;Total;1,66
26 Rioja, La;No residentes en España;Enero;1,68
26 Rioja, La;No residentes en España;Febrero;2,45
26 Rioja, La;No residentes en España;Marzo;2,34
26 Rioja, La;No residentes en España;Abril;1,88
26 Rioja, La;No residentes en España;Mayo;1,78
26 Rioja, La;No residentes en España;Junio;1,76
26 Rioja, La;No residentes en España;Julio;1,60
26 Rioja, La;No residentes en España;Agosto;1,65
26 Rioja, La;No residentes en España;Septiembre;1,52
26 Rioja, La;No residentes en España;Octubre;1,61
26 Rioja, La;No residentes en España;Noviembre;1,82
26 Rioja, La;No residentes en España;Diciembre;1,77
37 Salamanca;Total;Total;1,72
37 Salamanca;Total;Enero;2,24
37 Salamanca;Total;Febrero;2,16
37 Salamanca;Total;Marzo;1,99
37 Salamanca;Total;Abril;1,87
37 Salamanca;Total;Mayo;1,71
37 Salamanca;Total;Junio;1,63
37 Salamanca;Total;Julio;1,54
37 Salamanca;Total;Agosto;1,68
37 Salamanca;Total;Septiembre;1,70
37 Salamanca;Total;Octubre;1,78
37 Salamanca;Total;Noviembre;1,78
37 Salamanca;Total;Diciembre;1,70
37 Salamanca;Residentes en España;Total;1,76
37 Salamanca;Residentes en España;Enero;2,34
37 Salamanca;Residentes en España;Febrero;2,17
37 Salamanca;Residentes en España;Marzo;1,97
37 Salamanca;Residentes en España;Abril;1,90
37 Salamanca;Residentes en España;Mayo;1,72
37 Salamanca;Residentes en España;Junio;1,64
37 Salamanca;Residentes en España;Julio;1,56
37 Salamanca;Residentes en España;Agosto;1,73
37 Salamanca;Residentes en España;Septiembre;1,74
37 Salamanca;Residentes en España;Octubre;1,88
37 Salamanca;Residentes en España;Noviembre;1,82
37 Salamanca;Residentes en España;Diciembre;1,75
37 Salamanca;No residentes en España;Total;1,52
37 Salamanca;No residentes en España;Enero;1,65
37 Salamanca;No residentes en España;Febrero;2,05
37 Salamanca;No residentes en España;Marzo;2,26
37 Salamanca;No residentes en España;Abril;1,56
37 Salamanca;No residentes en España;Mayo;1,63
37 Salamanca;No residentes en España;Junio;1,55
37 Salamanca;No residentes en España;Julio;1,48
37 Salamanca;No residentes en España;Agosto;1,45
37 Salamanca;No residentes en España;Septiembre;1,53
37 Salamanca;No residentes en España;Octubre;1,47
37 Salamanca;No residentes en España;Noviembre;1,60
37 Salamanca;No residentes en España;Diciembre;1,51
38 Santa Cruz de Tenerife;Total;Total;5,38
38 Santa Cruz de Tenerife;Total;Enero;4,11
38 Santa Cruz de Tenerife;Total;Febrero;3,36
38 Santa Cruz de Tenerife;Total;Marzo;3,56
38 Santa Cruz de Tenerife;Total;Abril;3,63
38 Santa Cruz de Tenerife;Total;Mayo;3,58
38 Santa Cruz de Tenerife;Total;Junio;4,11
38 Santa Cruz de Tenerife;Total;Julio;4,86
38 Santa Cruz de Tenerife;Total;Agosto;5,58
38 Santa Cruz de Tenerife;Total;Septiembre;5,84
38 Santa Cruz de Tenerife;Total;Octubre;5,79
38 Santa Cruz de Tenerife;Total;Noviembre;6,39
38 Santa Cruz de Tenerife;Total;Diciembre;6,10
38 Santa Cruz de Tenerife;Residentes en España;Total;3,31
38 Santa Cruz de Tenerife;Residentes en España;Enero;2,58
38 Santa Cruz de Tenerife;Residentes en España;Febrero;2,11
38 Santa Cruz de Tenerife;Residentes en España;Marzo;2,31
38 Santa Cruz de Tenerife;Residentes en España;Abril;2,32
38 Santa Cruz de Tenerife;Residentes en España;Mayo;2,33
38 Santa Cruz de Tenerife;Residentes en España;Junio;2,84
38 Santa Cruz de Tenerife;Residentes en España;Julio;3,48
38 Santa Cruz de Tenerife;Residentes en España;Agosto;4,05
38 Santa Cruz de Tenerife;Residentes en España;Septiembre;3,77
38 Santa Cruz de Tenerife;Residentes en España;Octubre;3,41
38 Santa Cruz de Tenerife;Residentes en España;Noviembre;3,44
38 Santa Cruz de Tenerife;Residentes en España;Diciembre;3,55
38 Santa Cruz de Tenerife;No residentes en España;Total;6,88
38 Santa Cruz de Tenerife;No residentes en España;Enero;5,74
38 Santa Cruz de Tenerife;No residentes en España;Febrero;5,25
38 Santa Cruz de Tenerife;No residentes en España;Marzo;5,44
38 Santa Cruz de Tenerife;No residentes en España;Abril;5,20
38 Santa Cruz de Tenerife;No residentes en España;Mayo;5,46
38 Santa Cruz de Tenerife;No residentes en España;Junio;6,17
38 Santa Cruz de Tenerife;No residentes en España;Julio;6,78
38 Santa Cruz de Tenerife;No residentes en España;Agosto;7,29
38 Santa Cruz de Tenerife;No residentes en España;Septiembre;7,28
38 Santa Cruz de Tenerife;No residentes en España;Octubre;6,81
38 Santa Cruz de Tenerife;No residentes en España;Noviembre;7,31
38 Santa Cruz de Tenerife;No residentes en España;Diciembre;7,10
40 Segovia;Total;Total;1,87
40 Segovia;Total;Enero;1,85
40 Segovia;Total;Febrero;3,16
40 Segovia;Total;Marzo;2,30
40 Segovia;Total;Abril;2,48
40 Segovia;Total;Mayo;1,94
40 Segovia;Total;Junio;1,91
40 Segovia;Total;Julio;1,73
40 Segovia;Total;Agosto;1,69
40 Segovia;Total;Septiembre;1,86
40 Segovia;Total;Octubre;1,93
40 Segovia;Total;Noviembre;1,86
40 Segovia;Total;Diciembre;2,01
40 Segovia;Residentes en España;Total;1,76
40 Segovia;Residentes en España;Enero;1,86
40 Segovia;Residentes en España;Febrero;2,17
40 Segovia;Residentes en España;Marzo;1,78
40 Segovia;Residentes en España;Abril;1,94
40 Segovia;Residentes en España;Mayo;1,71
40 Segovia;Residentes en España;Junio;1,93
40 Segovia;Residentes en España;Julio;1,76
40 Segovia;Residentes en España;Agosto;1,69
40 Segovia;Residentes en España;Septiembre;1,72
40 Segovia;Residentes en España;Octubre;1,80
40 Segovia;Residentes en España;Noviembre;1,63
40 Segovia;Residentes en España;Diciembre;1,80
40 Segovia;No residentes en España;Total;2,69
40 Segovia;No residentes en España;Enero;1,75
40 Segovia;No residentes en España;Febrero;9,77
40 Segovia;No residentes en España;Marzo;8,25
40 Segovia;No residentes en España;Abril;9,28
40 Segovia;No residentes en España;Mayo;4,28
40 Segovia;No residentes en España;Junio;1,75
40 Segovia;No residentes en España;Julio;1,46
40 Segovia;No residentes en España;Agosto;1,60
40 Segovia;No residentes en España;Septiembre;2,51
40 Segovia;No residentes en España;Octubre;2,81
40 Segovia;No residentes en España;Noviembre;3,25
40 Segovia;No residentes en España;Diciembre;3,66
41 Sevilla;Total;Total;1,92
41 Sevilla;Total;Enero;1,70
41 Sevilla;Total;Febrero;1,60
41 Sevilla;Total;Marzo;1,57
41 Sevilla;Total;Abril;1,55
41 Sevilla;Total;Mayo;1,71
41 Sevilla;Total;Junio;1,86
41 Sevilla;Total;Julio;1,81
41 Sevilla;Total;Agosto;2,04
41 Sevilla;Total;Septiembre;2,01
41 Sevilla;Total;Octubre;2,08
41 Sevilla;Total;Noviembre;2,00
41 Sevilla;Total;Diciembre;2,06
41 Sevilla;Residentes en España;Total;1,77
41 Sevilla;Residentes en España;Enero;1,65
41 Sevilla;Residentes en España;Febrero;1,54
41 Sevilla;Residentes en España;Marzo;1,51
41 Sevilla;Residentes en España;Abril;1,47
41 Sevilla;Residentes en España;Mayo;1,61
41 Sevilla;Residentes en España;Junio;1,77
41 Sevilla;Residentes en España;Julio;1,66
41 Sevilla;Residentes en España;Agosto;1,91
41 Sevilla;Residentes en España;Septiembre;1,84
41 Sevilla;Residentes en España;Octubre;1,91
41 Sevilla;Residentes en España;Noviembre;1,79
41 Sevilla;Residentes en España;Diciembre;1,95
41 Sevilla;No residentes en España;Total;2,26
41 Sevilla;No residentes en España;Enero;2,14
41 Sevilla;No residentes en España;Febrero;2,46
41 Sevilla;No residentes en España;Marzo;2,27
41 Sevilla;No residentes en España;Abril;2,02
41 Sevilla;No residentes en España;Mayo;2,11
41 Sevilla;No residentes en España;Junio;2,11
41 Sevilla;No residentes en España;Julio;2,14
41 Sevilla;No residentes en España;Agosto;2,27
41 Sevilla;No residentes en España;Septiembre;2,28
41 Sevilla;No residentes en España;Octubre;2,33
41 Sevilla;No residentes en España;Noviembre;2,35
41 Sevilla;No residentes en España;Diciembre;2,29
42 Soria;Total;Total;2,00
42 Soria;Total;Enero;2,96
42 Soria;Total;Febrero;2,92
42 Soria;Total;Marzo;2,38
42 Soria;Total;Abril;2,24
42 Soria;Total;Mayo;1,97
42 Soria;Total;Junio;1,83
42 Soria;Total;Julio;1,92
42 Soria;Total;Agosto;2,06
42 Soria;Total;Septiembre;1,90
42 Soria;Total;Octubre;2,02
42 Soria;Total;Noviembre;1,82
42 Soria;Total;Diciembre;1,96
42 Soria;Residentes en España;Total;2,01
42 Soria;Residentes en España;Enero;2,88
42 Soria;Residentes en España;Febrero;2,95
42 Soria;Residentes en España;Marzo;2,40
42 Soria;Residentes en España;Abril;2,25
42 Soria;Residentes en España;Mayo;1,98
42 Soria;Residentes en España;Junio;1,84
42 Soria;Residentes en España;Julio;1,94
42 Soria;Residentes en España;Agosto;2,08
42 Soria;Residentes en España;Septiembre;1,93
42 Soria;Residentes en España;Octubre;2,00
42 Soria;Residentes en España;Noviembre;1,83
42 Soria;Residentes en España;Diciembre;1,98
42 Soria;No residentes en España;Total;1,84
42 Soria;No residentes en España;Enero;3,67
42 Soria;No residentes en España;Febrero;2,59
42 Soria;No residentes en España;Marzo;2,10
42 Soria;No residentes en España;Abril;1,63
42 Soria;No residentes en España;Mayo;1,81
42 Soria;No residentes en España;Junio;1,69
42 Soria;No residentes en España;Julio;1,60
42 Soria;No residentes en España;Agosto;1,60
42 Soria;No residentes en España;Septiembre;1,64
42 Soria;No residentes en España;Octubre;2,27
42 Soria;No residentes en España;Noviembre;1,78
42 Soria;No residentes en España;Diciembre;1,74
43 Tarragona;Total;Total;2,57
43 Tarragona;Total;Enero;1,77
43 Tarragona;Total;Febrero;1,62
43 Tarragona;Total;Marzo;1,74
43 Tarragona;Total;Abril;1,87
43 Tarragona;Total;Mayo;1,55
43 Tarragona;Total;Junio;2,14
43 Tarragona;Total;Julio;2,78
43 Tarragona;Total;Agosto;3,25
43 Tarragona;Total;Septiembre;2,86
43 Tarragona;Total;Octubre;2,22
43 Tarragona;Total;Noviembre;1,60
43 Tarragona;Total;Diciembre;1,58
43 Tarragona;Residentes en España;Total;2,37
43 Tarragona;Residentes en España;Enero;1,73
43 Tarragona;Residentes en España;Febrero;1,59
43 Tarragona;Residentes en España;Marzo;1,72
43 Tarragona;Residentes en España;Abril;1,86
43 Tarragona;Residentes en España;Mayo;1,51
43 Tarragona;Residentes en España;Junio;2,12
43 Tarragona;Residentes en España;Julio;2,64
43 Tarragona;Residentes en España;Agosto;3,01
43 Tarragona;Residentes en España;Septiembre;2,51
43 Tarragona;Residentes en España;Octubre;1,86
43 Tarragona;Residentes en España;Noviembre;1,54
43 Tarragona;Residentes en España;Diciembre;1,54
43 Tarragona;No residentes en España;Total;3,26
43 Tarragona;No residentes en España;Enero;1,93
43 Tarragona;No residentes en España;Febrero;1,86
43 Tarragona;No residentes en España;Marzo;1,87
43 Tarragona;No residentes en España;Abril;1,87
43 Tarragona;No residentes en España;Mayo;1,82
43 Tarragona;No residentes en España;Junio;2,31
43 Tarragona;No residentes en España;Julio;3,33
43 Tarragona;No residentes en España;Agosto;4,02
43 Tarragona;No residentes en España;Septiembre;4,02
43 Tarragona;No residentes en España;Octubre;2,94
43 Tarragona;No residentes en España;Noviembre;1,76
43 Tarragona;No residentes en España;Diciembre;1,76
44 Teruel;Total;Total;1,93
44 Teruel;Total;Enero;2,33
44 Teruel;Total;Febrero;2,46
44 Teruel;Total;Marzo;2,06
44 Teruel;Total;Abril;1,95
44 Teruel;Total;Mayo;1,77
44 Teruel;Total;Junio;1,75
44 Teruel;Total;Julio;1,98
44 Teruel;Total;Agosto;2,04
44 Teruel;Total;Septiembre;1,85
44 Teruel;Total;Octubre;1,94
44 Teruel;Total;Noviembre;1,87
44 Teruel;Total;Diciembre;1,94
44 Teruel;Residentes en España;Total;1,90
44 Teruel;Residentes en España;Enero;2,21
44 Teruel;Residentes en España;Febrero;2,18
44 Teruel;Residentes en España;Marzo;1,90
44 Teruel;Residentes en España;Abril;1,81
44 Teruel;Residentes en España;Mayo;1,65
44 Teruel;Residentes en España;Junio;1,73
44 Teruel;Residentes en España;Julio;1,94
44 Teruel;Residentes en España;Agosto;2,05
44 Teruel;Residentes en España;Septiembre;1,85
44 Teruel;Residentes en España;Octubre;1,94
44 Teruel;Residentes en España;Noviembre;1,82
44 Teruel;Residentes en España;Diciembre;1,91
44 Teruel;No residentes en España;Total;2,23
44 Teruel;No residentes en España;Enero;3,04
44 Teruel;No residentes en España;Febrero;4,96
44 Teruel;No residentes en España;Marzo;3,33
44 Teruel;No residentes en España;Abril;3,43
44 Teruel;No residentes en España;Mayo;2,78
44 Teruel;No residentes en España;Junio;1,91
44 Teruel;No residentes en España;Julio;2,30
44 Teruel;No residentes en España;Agosto;1,84
44 Teruel;No residentes en España;Septiembre;1,92
44 Teruel;No residentes en España;Octubre;1,99
44 Teruel;No residentes en España;Noviembre;2,36
44 Teruel;No residentes en España;Diciembre;2,27
45 Toledo;Total;Total;1,64
45 Toledo;Total;Enero;1,93
45 Toledo;Total;Febrero;1,83
45 Toledo;Total;Marzo;1,83
45 Toledo;Total;Abril;1,73
45 Toledo;Total;Mayo;1,58
45 Toledo;Total;Junio;1,59
45 Toledo;Total;Julio;1,58
45 Toledo;Total;Agosto;1,61
45 Toledo;Total;Septiembre;1,61
45 Toledo;Total;Octubre;1,62
45 Toledo;Total;Noviembre;1,64
45 Toledo;Total;Diciembre;1,70
45 Toledo;Residentes en España;Total;1,62
45 Toledo;Residentes en España;Enero;1,85
45 Toledo;Residentes en España;Febrero;1,72
45 Toledo;Residentes en España;Marzo;1,70
45 Toledo;Residentes en España;Abril;1,69
45 Toledo;Residentes en España;Mayo;1,52
45 Toledo;Residentes en España;Junio;1,56
45 Toledo;Residentes en España;Julio;1,58
45 Toledo;Residentes en España;Agosto;1,61
45 Toledo;Residentes en España;Septiembre;1,59
45 Toledo;Residentes en España;Octubre;1,62
45 Toledo;Residentes en España;Noviembre;1,63
45 Toledo;Residentes en España;Diciembre;1,71
45 Toledo;No residentes en España;Total;1,76
45 Toledo;No residentes en España;Enero;2,66
45 Toledo;No residentes en España;Febrero;3,08
45 Toledo;No residentes en España;Marzo;3,42
45 Toledo;No residentes en España;Abril;2,24
45 Toledo;No residentes en España;Mayo;2,09
45 Toledo;No residentes en España;Junio;1,85
45 Toledo;No residentes en España;Julio;1,60
45 Toledo;No residentes en España;Agosto;1,61
45 Toledo;No residentes en España;Septiembre;1,74
45 Toledo;No residentes en España;Octubre;1,59
45 Toledo;No residentes en España;Noviembre;1,71
45 Toledo;No residentes en España;Diciembre;1,67
46 Valencia/València;Total;Total;2,25
46 Valencia/València;Total;Enero;1,87
46 Valencia/València;Total;Febrero;1,75
46 Valencia/València;Total;Marzo;1,70
46 Valencia/València;Total;Abril;1,78
46 Valencia/València;Total;Mayo;1,82
46 Valencia/València;Total;Junio;2,21
46 Valencia/València;Total;Julio;2,46
46 Valencia/València;Total;Agosto;2,70
46 Valencia/València;Total;Septiembre;2,46
46 Valencia/València;Total;Octubre;2,24
46 Valencia/València;Total;Noviembre;2,16
46 Valencia/València;Total;Diciembre;2,04
46 Valencia/València;Residentes en España;Total;2,12
46 Valencia/València;Residentes en España;Enero;1,76
46 Valencia/València;Residentes en España;Febrero;1,66
46 Valencia/València;Residentes en España;Marzo;1,62
46 Valencia/València;Residentes en España;Abril;1,68
46 Valencia/València;Residentes en España;Mayo;1,73
46 Valencia/València;Residentes en España;Junio;2,14
46 Valencia/València;Residentes en España;Julio;2,43
46 Valencia/València;Residentes en España;Agosto;2,65
46 Valencia/València;Residentes en España;Septiembre;2,35
46 Valencia/València;Residentes en España;Octubre;1,97
46 Valencia/València;Residentes en España;Noviembre;1,90
46 Valencia/València;Residentes en España;Diciembre;1,84
46 Valencia/València;No residentes en España;Total;2,57
46 Valencia/València;No residentes en España;Enero;2,30
46 Valencia/València;No residentes en España;Febrero;2,24
46 Valencia/València;No residentes en España;Marzo;2,12
46 Valencia/València;No residentes en España;Abril;2,27
46 Valencia/València;No residentes en España;Mayo;2,21
46 Valencia/València;No residentes en España;Junio;2,45
46 Valencia/València;No residentes en España;Julio;2,52
46 Valencia/València;No residentes en España;Agosto;2,79
46 Valencia/València;No residentes en España;Septiembre;2,65
46 Valencia/València;No residentes en España;Octubre;2,66
46 Valencia/València;No residentes en España;Noviembre;2,57
46 Valencia/València;No residentes en España;Diciembre;2,42
47 Valladolid;Total;Total;1,71
47 Valladolid;Total;Enero;2,09
47 Valladolid;Total;Febrero;1,84
47 Valladolid;Total;Marzo;1,64
47 Valladolid;Total;Abril;1,69
47 Valladolid;Total;Mayo;1,60
47 Valladolid;Total;Junio;1,72
47 Valladolid;Total;Julio;1,73
47 Valladolid;Total;Agosto;1,65
47 Valladolid;Total;Septiembre;1,73
47 Valladolid;Total;Octubre;1,77
47 Valladolid;Total;Noviembre;1,65
47 Valladolid;Total;Diciembre;1,74
47 Valladolid;Residentes en España;Total;1,71
47 Valladolid;Residentes en España;Enero;2,03
47 Valladolid;Residentes en España;Febrero;1,81
47 Valladolid;Residentes en España;Marzo;1,62
47 Valladolid;Residentes en España;Abril;1,67
47 Valladolid;Residentes en España;Mayo;1,59
47 Valladolid;Residentes en España;Junio;1,71
47 Valladolid;Residentes en España;Julio;1,76
47 Valladolid;Residentes en España;Agosto;1,70
47 Valladolid;Residentes en España;Septiembre;1,72
47 Valladolid;Residentes en España;Octubre;1,76
47 Valladolid;Residentes en España;Noviembre;1,62
47 Valladolid;Residentes en España;Diciembre;1,74
47 Valladolid;No residentes en España;Total;1,71
47 Valladolid;No residentes en España;Enero;2,51
