ccaaf,a0000,a0100,a1030,a1100,a1500,a1900,b0100,b1201,n_canales_uso_banco,usa_banca_digital,pref_banca_digital,usa_pago_digital,n_productos_financieros,tiene_vehiculo_ahorro,tiene_exposicion_credito,tiene_seguro,ahorra_12m,n_vehiculos_ahorro,ahorro_formal,ahorro_informal,c0100,c0300,c0500,n_fuentes_ingreso,ingreso_por_activos,dependencia_ingresos_familiares,d0300,d0400,d0500,d0600,score_disciplina_financiera,score_preocupacion_financiera,score_planificacion_financiera,puntos_destino_consumo,puntos_destino_ahorro,puntos_destino_deuda,e0100,e0300,score_alfabetizacion_financiera,score_numeracy_financiera,score_comprension_riesgo,score_competencia_economica,score_conocimiento_productos,f1100,i0100,i0510,i1000,barrera_acceso_vivienda,expectativa_subida_precio_vivienda,n_dificultades_compra_vivienda,j0100,j0110,j0200,j0400,j1000,j1201,j1203,j1300,financiacion_ahorros_activos,financiacion_credito_informal,financiacion_credito_formal,financiacion_estres_pago,restriccion_acceso_credito,score_fragilidad_financiera
Extremadura,Hombre,España,Casado,c. Primera etapa de Educación Secundaria y similar,e. Jubilado o jubilación anticipada,No,Sí,No,2,0,0,0,1,0,1,0,0,0,0,0,No ha lugar (no aplica filtro),No ha lugar (no aplica filtro),3 (REGULAR),2,0,0,2.000 euros hoy,3.000 euros dentro de un año,No ha lugar (no aplica filtro),50,5.0,3.4,4.0,10.0,0.0,0.0,1- Muy bajos,5.0,3,2,2,2,1,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),Sí,0,10.0,0,Sí,No,Sí,"d. Por lo menos tres meses, pero menos de seis meses",No,No,No,b. Entre 9.501 y 15.000 euros,1,0,0,0,0,1
"Rioja, La",Mujer,Otro país,Divorciado,f. Enseñanzas de Formación Profesional de Grado Superior y equivalentes,b. Trabaja por cuenta ajena,No,Sí,No,3,1,1,1,4,1,1,1,1,1,1,0,3 (REGULAR),68,No ha lugar (no aplica filtro),2,1,0,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.100 euros dentro de un año,20,4.5,3.4,4.8,0.0,9.0,1.0,3- Medios,5.0,0,2,1,3,1,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),Sí,0,10.0,0,Sí,No,No,g. Un año o más,No,No,No,b. Entre 9.501 y 15.000 euros,0,0,0,0,0,0
Cataluña,Mujer,Otro país,Viudo,c. Primera etapa de Educación Secundaria y similar,b. Trabaja por cuenta ajena,No,Sí,No,5,1,0,0,3,0,1,1,0,0,0,0,3 (REGULAR),65,No ha lugar (no aplica filtro),1,0,0,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.100 euros dentro de un año,0,5.0,4.0,3.4,10.0,0.0,0.0,3- Medios,60.0,1,1,2,2,2,Titular muestral,"c. Alquiler, o alquiler con opción a compra",No ha lugar (no aplica filtro),Sí,0,10.0,0,Sí,Sí,Sí,"b. Por lo menos una semana, pero menos de un mes",Sí,No,No,b. Entre 9.501 y 15.000 euros,1,1,0,0,0,2
Galicia,Mujer,España,Casado,b. Educación primaria Incluye sabe leer y escribir pero no tiene título,c. Se ocupa de su hogar,No,Sí,No,1,0,0,0,0,0,0,0,1,2,0,1,No ha lugar (no aplica filtro),No ha lugar (no aplica filtro),3 (REGULAR),2,0,1,2.000 euros hoy,2.000 euros hoy,No ha lugar (no aplica filtro),No sabe,4.5,3.0,2.0,,,,2- Bastante bajos,No sabe,1,1,2,2,2,Otro miembro,No sabe,No ha lugar (no aplica filtro),No,0,,0,No,No,Sí,"d. Por lo menos tres meses, pero menos de seis meses",No,No,No,b. Entre 9.501 y 15.000 euros,0,0,0,0,0,1
Cataluña,Mujer,Otro país,Casado,d. Segunda etapa de Educación Secundaria y similar,b. Trabaja por cuenta ajena,No,Sí,Sí,4,1,0,1,3,1,1,1,1,1,1,0,4 (BIEN),60,No ha lugar (no aplica filtro),2,0,1,2.000 euros hoy,2.000 euros hoy,No ha lugar (no aplica filtro),0,4.0,3.8,3.6,0.0,0.0,10.0,2- Bastante bajos,No sabe,1,2,0,1,1,Pareja,"c. Alquiler, o alquiler con opción a compra",No ha lugar (no aplica filtro),No,1,0.0,0,Sí,No,No,"d. Por lo menos tres meses, pero menos de seis meses",No,No,No,c. Entre 15.001 y 27.000 euros,0,0,0,0,0,0
Galicia,Hombre,España,Casado,c. Primera etapa de Educación Secundaria y similar,d. Desempleado,No,Sí,No,3,0,0,0,1,0,1,0,0,0,0,0,1 (MUY MAL),67,No ha lugar (no aplica filtro),3,0,1,2.000 euros hoy,2.000 euros hoy,No ha lugar (no aplica filtro),50,4.5,4.6,3.8,5.0,0.0,5.0,1- Muy bajos,100.0,1,1,2,2,1,Titular muestral,b. Propiedad por herencia o regalo (mayoritariamente),No ha lugar (no aplica filtro),No,0,0.0,0,No,No,Sí,"b. Por lo menos una semana, pero menos de un mes",Sí,Sí,Sí,b. Entre 9.501 y 15.000 euros,0,1,0,1,0,3
Cantabria,Hombre,España,Casado,"g. Diplomaturas universitarias, grados universitarios de 240 créditos y similares",a. Trabaja por cuenta propia,No,Sí,Sí,5,1,1,1,4,1,1,1,1,2,1,1,3 (REGULAR),No espera jubilarse/ Nunca/ Trabajará mientras pueda,No ha lugar (no aplica filtro),5,1,0,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.100 euros dentro de un año,50,4.5,3.6,4.0,4.0,5.0,0.0,3- Medios,100.0,2,3,2,3,2,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),No,0,0.0,0,No,No,No,g. Un año o más,No,No,Sí,e. Entre 47.001 y 71.000 euros,0,0,0,0,0,0
Andalucía,Mujer,España,Casado,"g. Diplomaturas universitarias, grados universitarios de 240 créditos y similares",d. Desempleado,No,Sí,No,2,1,1,1,1,0,0,1,1,1,1,0,3 (REGULAR),65,No ha lugar (no aplica filtro),2,0,1,2.000 euros hoy,3.000 euros dentro de un año,No ha lugar (no aplica filtro),30,3.75,2.6,4.0,5.0,5.0,0.0,2- Bastante bajos,No sabe,1,2,2,2,2,Pareja,d. Cesión gratuita (incluye usufructo y similares),No ha lugar (no aplica filtro),No,0,4.0,0,No,Sí,No,"f. Por lo menos nueve meses, pero menos de un año",No,No,No,d. Entre 27.001 y 47.000 euros,0,0,0,0,0,0
Canarias,Hombre,Otro país,Soltero,f. Enseñanzas de Formación Profesional de Grado Superior y equivalentes,d. Desempleado,No,Sí,Sí,4,1,0,1,2,1,1,0,1,2,1,1,5 (MUY BIEN),35,No ha lugar (no aplica filtro),4,1,0,2.000 euros hoy,2.000 euros hoy,No ha lugar (no aplica filtro),100,4.75,3.6,4.0,0.0,10.0,0.0,4- Bastante altos,1.0,1,3,0,1,1,No ha lugar (no aplica filtro),"c. Alquiler, o alquiler con opción a compra",No ha lugar (no aplica filtro),No,1,-10.0,0,Sí,Sí,No,"c. Por lo menos un mes, pero menos de tres meses",No,Sí,No,a. Menos de 9.500 euros,0,0,0,0,1,2
"Murcia, Región de",Mujer,España,Soltero,c. Primera etapa de Educación Secundaria y similar,d. Desempleado,No,Sí,No,3,1,1,1,0,0,0,0,1,1,0,1,No está planificando su jubilación o vejez,65,No ha lugar (no aplica filtro),4,0,1,2.000 euros hoy,2.000 euros hoy,No ha lugar (no aplica filtro),100,4.0,4.6,2.0,10.0,0.0,0.0,2- Bastante bajos,100.0,2,1,2,2,1,Titular muestral,d. Cesión gratuita (incluye usufructo y similares),No ha lugar (no aplica filtro),No,0,0.0,0,Sí,Sí,Sí,a. Menos de una semana,Sí,Sí,No,a. Menos de 9.500 euros,0,1,0,0,1,4
Comunidad Valenciana,Mujer,Otro país,Soltero,"h. Grados universitarios de más de 240 créditos, licenciaturas, másteres y similares",b. Trabaja por cuenta ajena,Sí,Sí,No,5,1,1,1,2,1,1,0,1,1,1,0,3 (REGULAR),65,No ha lugar (no aplica filtro),3,1,0,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.100 euros dentro de un año,50,4.5,3.6,4.2,4.0,5.0,0.0,4- Bastante altos,1.0,3,3,3,1,2,Titular muestral,b. Propiedad por herencia o regalo (mayoritariamente),No ha lugar (no aplica filtro),No,0,5.0,0,Sí,Sí,No,g. Un año o más,No,No,No,c. Entre 15.001 y 27.000 euros,0,0,0,0,0,0
"Murcia, Región de",Hombre,España,Soltero,"h. Grados universitarios de más de 240 créditos, licenciaturas, másteres y similares",a. Trabaja por cuenta propia,No,Sí,No,4,1,1,1,1,1,0,0,1,1,1,0,3 (REGULAR),55,No ha lugar (no aplica filtro),3,1,0,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.100 euros dentro de un año,40,4.0,3.4,3.4,6.0,2.0,1.0,3- Medios,5.0,3,2,3,3,2,Titular muestral,d. Cesión gratuita (incluye usufructo y similares),No ha lugar (no aplica filtro),No,0,0.0,0,No,No,No,g. Un año o más,No,Sí,No,c. Entre 15.001 y 27.000 euros,0,0,0,0,0,1
Aragón,Mujer,España,Casado,b. Educación primaria Incluye sabe leer y escribir pero no tiene título,c. Se ocupa de su hogar,No,Sí,No,1,0,0,0,0,0,0,0,1,1,1,0,4 (BIEN),No espera jubilarse/ Nunca/ Trabajará mientras pueda,No ha lugar (no aplica filtro),3,0,1,2.000 euros hoy,2.000 euros hoy,No ha lugar (no aplica filtro),100,4.75,3.2,3.2,0.0,0.0,0.0,3- Medios,50.0,1,1,0,2,2,Pareja,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),No,0,10.0,0,No,No,No,"f. Por lo menos nueve meses, pero menos de un año",No,No,No,c. Entre 15.001 y 27.000 euros,0,0,0,0,0,0
Canarias,Hombre,España,Casado,b. Educación primaria Incluye sabe leer y escribir pero no tiene título,e. Jubilado o jubilación anticipada,No,Sí,No,4,1,0,0,0,0,0,0,1,1,1,0,No ha lugar (no aplica filtro),No ha lugar (no aplica filtro),2 (MAL),1,0,0,2.000 euros hoy,2.000 euros hoy,No ha lugar (no aplica filtro),50,3.75,2.75,3.8,,,,3- Medios,No sabe,1,2,0,2,1,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),Sí,0,,0,Sí,Sí,No,"d. Por lo menos tres meses, pero menos de seis meses",No,No,No,b. Entre 9.501 y 15.000 euros,0,0,0,0,0,0
País Vasco,Hombre,España,Divorciado,"h. Grados universitarios de más de 240 créditos, licenciaturas, másteres y similares",b. Trabaja por cuenta ajena,No,Sí,No,5,1,1,1,5,1,1,1,1,3,1,1,4 (BIEN),62,No ha lugar (no aplica filtro),3,1,0,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.100 euros dentro de un año,10,4.5,2.2,4.2,2.0,5.0,0.0,4- Bastante altos,5.0,2,3,3,3,2,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),Sí,0,4.0,0,Sí,No,No,g. Un año o más,No,No,No,e. Entre 47.001 y 71.000 euros,0,0,0,0,0,0
"Navarra, Comunidad Foral de",Hombre,España,Pareja de hecho,d. Segunda etapa de Educación Secundaria y similar,b. Trabaja por cuenta ajena,No,Sí,No,3,1,1,1,4,1,1,1,1,1,1,0,3 (REGULAR),60,No ha lugar (no aplica filtro),2,0,1,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.100 euros dentro de un año,80,3.5,2.4,2.8,7.0,2.0,0.0,3- Medios,5.0,2,3,2,2,2,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),No,0,0.0,0,Sí,Sí,No,g. Un año o más,No,No,No,e. Entre 47.001 y 71.000 euros,0,0,0,0,0,0
Extremadura,Mujer,España,Soltero,b. Educación primaria Incluye sabe leer y escribir pero no tiene título,d. Desempleado,No,Sí,Sí,4,1,1,1,2,0,1,0,1,1,0,1,3 (REGULAR),No sabe,No ha lugar (no aplica filtro),4,1,1,2.000 euros hoy,2.000 euros hoy,No ha lugar (no aplica filtro),50,3.75,3.8,3.8,4.0,3.0,3.0,2- Bastante bajos,5.0,2,2,3,2,1,Padre,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),No,0,7.0,0,Sí,No,Sí,g. Un año o más,Sí,No,No,a. Menos de 9.500 euros,1,0,1,0,0,2
"Rioja, La",Hombre,España,Casado,d. Segunda etapa de Educación Secundaria y similar,b. Trabaja por cuenta ajena,No,Sí,No,2,0,0,0,2,0,1,1,0,0,0,0,3 (REGULAR),66,No ha lugar (no aplica filtro),3,1,1,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.000 euros hoy,0,3.75,3.8,2.6,0.0,10.0,0.0,3- Medios,100.0,3,3,3,3,2,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),Sí,0,0.0,0,No,No,No,"d. Por lo menos tres meses, pero menos de seis meses",Sí,Sí,Sí,c. Entre 15.001 y 27.000 euros,0,0,0,0,0,2
Comunidad Valenciana,Hombre,España,Soltero,f. Enseñanzas de Formación Profesional de Grado Superior y equivalentes,b. Trabaja por cuenta ajena,No,Sí,No,3,1,1,1,4,1,1,0,1,3,1,0,2 (MAL),70,No ha lugar (no aplica filtro),5,1,0,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.100 euros dentro de un año,10,4.5,3.2,4.6,3.0,6.0,0.0,3- Medios,5.0,3,3,3,2,2,No ha lugar (no aplica filtro),"c. Alquiler, o alquiler con opción a compra",No ha lugar (no aplica filtro),No,1,9.0,0,Sí,Sí,No,g. Un año o más,No,No,No,d. Entre 27.001 y 47.000 euros,0,0,0,0,0,0
"Madrid, Comunidad de",Mujer,Otro país,Soltero,c. Primera etapa de Educación Secundaria y similar,b. Trabaja por cuenta ajena,No,Sí,No,5,1,0,1,3,0,1,1,0,0,0,0,3 (REGULAR),67,No ha lugar (no aplica filtro),2,0,1,2.000 euros hoy,2.000 euros hoy,No ha lugar (no aplica filtro),0,4.5,2.8,4.4,0.0,10.0,0.0,2- Bastante bajos,5.0,2,3,2,3,1,Pareja,"c. Alquiler, o alquiler con opción a compra",No ha lugar (no aplica filtro),No,1,10.0,0,Sí,No,No,"c. Por lo menos un mes, pero menos de tres meses",No,No,No,d. Entre 27.001 y 47.000 euros,0,0,0,0,0,0
Castilla - La Mancha,Mujer,España,Casado,f. Enseñanzas de Formación Profesional de Grado Superior y equivalentes,b. Trabaja por cuenta ajena,No,Sí,No,3,1,1,1,5,1,1,1,1,1,1,0,2 (MAL),65,No ha lugar (no aplica filtro),3,0,1,2.000 euros hoy,3.000 euros dentro de un año,No ha lugar (no aplica filtro),40,4.0,3.2,3.6,4.0,6.0,0.0,2- Bastante bajos,5.0,1,3,2,2,2,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),No,0,6.0,0,Sí,No,No,"d. Por lo menos tres meses, pero menos de seis meses",No,No,Sí,d. Entre 27.001 y 47.000 euros,0,0,0,0,0,0
Cantabria,Mujer,España,Casado,d. Segunda etapa de Educación Secundaria y similar,b. Trabaja por cuenta ajena,No,Sí,No,3,1,1,1,3,0,1,1,1,2,1,1,3 (REGULAR),60,No ha lugar (no aplica filtro),1,0,0,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.000 euros hoy,35,4.5,3.2,3.4,10.0,0.0,0.0,2- Bastante bajos,100.0,3,1,2,3,1,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),Sí,0,0.0,0,Sí,Sí,No,g. Un año o más,No,No,No,c. Entre 15.001 y 27.000 euros,0,0,0,0,0,0
Castilla - La Mancha,Hombre,España,Divorciado,d. Segunda etapa de Educación Secundaria y similar,e. Jubilado o jubilación anticipada,No,Sí,No,1,0,0,0,2,1,1,0,0,0,0,0,No ha lugar (no aplica filtro),No ha lugar (no aplica filtro),2 (MAL),1,0,0,2.000 euros hoy,2.000 euros hoy,No ha lugar (no aplica filtro),100,3.75,3.0,2.8,0.0,10.0,0.0,1- Muy bajos,No sabe,1,2,1,1,1,No ha lugar (no aplica filtro),b. Propiedad por herencia o regalo (mayoritariamente),No ha lugar (no aplica filtro),No,0,10.0,0,No,No,Sí,"b. Por lo menos una semana, pero menos de un mes",No,No,No,No contesta,1,0,0,0,0,1
Andalucía,Mujer,España,Casado,"g. Diplomaturas universitarias, grados universitarios de 240 créditos y similares",e. Jubilado o jubilación anticipada,No,Sí,Sí,0,0,0,0,3,1,1,1,1,1,1,0,No ha lugar (no aplica filtro),No ha lugar (no aplica filtro),No ha planificado su jubilación,1,0,0,2.000 euros hoy,2.000 euros hoy,No ha lugar (no aplica filtro),100,4.75,2.4,3.2,5.0,0.0,0.0,3- Medios,100.0,3,3,3,3,2,Pareja,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),Sí,0,10.0,0,Sí,No,No,"d. Por lo menos tres meses, pero menos de seis meses",No,No,No,e. Entre 47.001 y 71.000 euros,0,0,0,0,0,0
Galicia,Mujer,España,Casado,"g. Diplomaturas universitarias, grados universitarios de 240 créditos y similares",b. Trabaja por cuenta ajena,No,Sí,Sí,3,1,1,1,1,0,1,0,1,2,1,1,4 (BIEN),67,No ha lugar (no aplica filtro),2,0,1,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.100 euros dentro de un año,50,4.75,2.6,4.2,8.0,2.0,0.0,3- Medios,5.0,1,3,2,3,1,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),No,0,2.0,0,Sí,Sí,No,g. Un año o más,No,No,No,d. Entre 27.001 y 47.000 euros,0,0,0,0,0,0
Castilla y León,Mujer,Otro país,Casado,b. Educación primaria Incluye sabe leer y escribir pero no tiene título,b. Trabaja por cuenta ajena,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,No está planificando su jubilación o vejez,67,No ha lugar (no aplica filtro),2,0,1,2.000 euros hoy,3.000 euros dentro de un año,No ha lugar (no aplica filtro),0,3.75,4.2,4.2,7.0,3.0,0.0,3- Medios,1.0,1,2,3,3,2,Titular muestral,"c. Alquiler, o alquiler con opción a compra",No ha lugar (no aplica filtro),No,1,0.0,0,Sí,No,No,"d. Por lo menos tres meses, pero menos de seis meses",No,No,No,c. Entre 15.001 y 27.000 euros,0,0,0,0,0,0
"Murcia, Región de",Hombre,España,Casado,"g. Diplomaturas universitarias, grados universitarios de 240 créditos y similares",b. Trabaja por cuenta ajena,No,Sí,No,3,1,1,1,6,1,1,0,1,4,1,0,3 (REGULAR),No sabe,No ha lugar (no aplica filtro),5,1,0,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.100 euros dentro de un año,0,4.75,2.6,4.8,0.0,10.0,0.0,3- Medios,5.0,1,3,2,3,2,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No,No,0,0.0,0,Sí,No,No,g. Un año o más,No,No,No,f. Más de 71.000 euros,0,0,0,0,0,0
Aragón,Mujer,España,Casado,"h. Grados universitarios de más de 240 créditos, licenciaturas, másteres y similares",b. Trabaja por cuenta ajena,No,Sí,No,3,1,1,1,2,0,1,1,1,3,1,1,4 (BIEN),70,No ha lugar (no aplica filtro),5,1,1,2.000 euros hoy,3.000 euros dentro de un año,No ha lugar (no aplica filtro),10,4.5,2.8,4.2,2.0,8.0,0.0,2- Bastante bajos,100.0,2,3,2,3,2,Pareja,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No,Sí,0,10.0,0,Sí,No,No,"f. Por lo menos nueve meses, pero menos de un año",No,No,No,d. Entre 27.001 y 47.000 euros,0,0,0,0,0,0
Andalucía,Mujer,Otro país,Casado,f. Enseñanzas de Formación Profesional de Grado Superior y equivalentes,d. Desempleado,No ha lugar (no aplica filtro),No,No,0,0,0,1,0,0,0,0,1,1,0,1,1 (MUY MAL),No ha lugar (no aplica filtro),No ha lugar (no aplica filtro),2,0,1,2.000 euros hoy,2.000 euros hoy,No ha lugar (no aplica filtro),0,5.0,3.4,5.0,0.0,10.0,0.0,3- Medios,No sabe,2,2,2,3,1,Titular muestral,"c. Alquiler, o alquiler con opción a compra",No ha lugar (no aplica filtro),No,1,,0,Sí,No,No,"c. Por lo menos un mes, pero menos de tres meses",Sí,Sí,No,b. Entre 9.501 y 15.000 euros,0,0,0,0,0,2
Extremadura,Hombre,España,Divorciado,"h. Grados universitarios de más de 240 créditos, licenciaturas, másteres y similares",b. Trabaja por cuenta ajena,No,Sí,Sí,5,1,1,1,5,1,1,1,1,1,1,0,2 (MAL),67,No ha lugar (no aplica filtro),2,1,0,2.000 euros hoy,3.000 euros dentro de un año,No ha lugar (no aplica filtro),10,3.75,3.4,3.6,2.0,3.0,5.0,3- Medios,20.0,3,3,3,3,2,Titular muestral,b. Propiedad por herencia o regalo (mayoritariamente),No ha lugar (no aplica filtro),Sí,0,2.0,0,Sí,No,Sí,"d. Por lo menos tres meses, pero menos de seis meses",Sí,Sí,No,c. Entre 15.001 y 27.000 euros,1,0,1,0,1,4
"Madrid, Comunidad de",Mujer,España,Casado,d. Segunda etapa de Educación Secundaria y similar,b. Trabaja por cuenta ajena,No,Sí,No,3,1,1,1,5,1,1,1,1,2,1,0,4 (BIEN),65,No ha lugar (no aplica filtro),6,1,1,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.100 euros dentro de un año,80,4.5,2.0,2.8,6.0,2.0,1.0,3- Medios,5.0,1,2,2,2,0,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),Sí,0,9.0,0,No,No,No,g. Un año o más,No,No,No,f. Más de 71.000 euros,0,0,0,0,0,0
Cantabria,Mujer,España,Casado,c. Primera etapa de Educación Secundaria y similar,c. Se ocupa de su hogar,No,Sí,No,5,1,1,1,4,1,1,1,0,0,0,0,3 (REGULAR),No espera jubilarse/ Nunca/ Trabajará mientras pueda,No ha lugar (no aplica filtro),4,1,1,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.000 euros hoy,70,4.75,3.4,3.2,0.0,0.0,0.0,3- Medios,500.0,2,2,3,2,2,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),Sí,0,6.0,0,No,No,Sí,g. Un año o más,No,No,Sí,e. Entre 47.001 y 71.000 euros,1,0,0,0,0,1
Cataluña,Hombre,España,Casado,d. Segunda etapa de Educación Secundaria y similar,b. Trabaja por cuenta ajena,No,Sí,Sí,5,1,1,1,5,1,1,0,1,3,1,0,3 (REGULAR),68,No ha lugar (no aplica filtro),2,0,0,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.100 euros dentro de un año,25,4.25,3.0,3.4,3.0,7.0,0.0,3- Medios,100.0,3,3,3,3,2,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),No,0,6.0,0,No,No,No,g. Un año o más,No,No,No,e. Entre 47.001 y 71.000 euros,0,0,0,0,0,0
Extremadura,Hombre,España,Casado,"g. Diplomaturas universitarias, grados universitarios de 240 créditos y similares",b. Trabaja por cuenta ajena,No,Sí,No,3,1,1,1,2,0,1,0,1,1,1,0,3 (REGULAR),65,No ha lugar (no aplica filtro),1,0,0,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.000 euros hoy,50,4.25,2.6,4.2,3.0,2.0,5.0,3- Medios,5.0,3,3,3,3,2,Pareja,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),No,0,10.0,0,No,No,No,g. Un año o más,No,No,No,f. Más de 71.000 euros,0,0,0,0,0,0
Canarias,Hombre,Otro país,Casado,b. Educación primaria Incluye sabe leer y escribir pero no tiene título,f. No puede trabajar por incapacidad permanente,No,Sí,Sí,1,0,0,0,1,0,1,0,0,0,0,0,2 (MAL),No ha lugar (no aplica filtro),No ha lugar (no aplica filtro),2,0,1,2.000 euros hoy,2.000 euros hoy,No ha lugar (no aplica filtro),0,3.75,3.4,2.0,0.0,0.0,10.0,1- Muy bajos,No sabe,2,2,1,2,2,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),No,0,10.0,0,Sí,Sí,Sí,"d. Por lo menos tres meses, pero menos de seis meses",No,Sí,No,b. Entre 9.501 y 15.000 euros,0,0,0,1,0,2
"Balears, Illes",Mujer,Otro país,Casado,d. Segunda etapa de Educación Secundaria y similar,a. Trabaja por cuenta propia,No,Sí,Sí,5,1,1,1,5,1,1,1,1,2,1,1,3 (REGULAR),67,No ha lugar (no aplica filtro),3,1,1,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.100 euros dentro de un año,0,4.5,3.0,3.8,3.0,5.0,2.0,2- Bastante bajos,100.0,1,2,3,3,2,Pareja,b. Propiedad por herencia o regalo (mayoritariamente),No ha lugar (no aplica filtro),Sí,0,10.0,0,Sí,Sí,No,g. Un año o más,No,Sí,Sí,c. Entre 15.001 y 27.000 euros,0,0,0,0,0,1
País Vasco,Hombre,España,Casado,d. Segunda etapa de Educación Secundaria y similar,e. Jubilado o jubilación anticipada,No,Sí,Sí,4,1,0,1,3,1,1,0,1,1,1,0,No ha lugar (no aplica filtro),No ha lugar (no aplica filtro),4 (BIEN),1,0,0,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.000 euros hoy,50,4.25,2.2,3.2,5.0,5.0,0.0,3- Medios,5.0,1,3,2,2,2,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),No,0,0.0,0,Sí,No,No,g. Un año o más,No,No,No,c. Entre 15.001 y 27.000 euros,0,0,0,0,0,0
"Balears, Illes",Hombre,España,Soltero,f. Enseñanzas de Formación Profesional de Grado Superior y equivalentes,b. Trabaja por cuenta ajena,Sí,Sí,Sí,4,1,1,1,6,1,1,1,1,1,1,0,1 (MUY MAL),69,No ha lugar (no aplica filtro),2,1,0,2.000 euros hoy,3.000 euros dentro de un año,No ha lugar (no aplica filtro),50,3.75,3.0,3.8,5.0,5.0,0.0,4- Bastante altos,5.0,3,3,3,2,2,Madre,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),Sí,0,10.0,0,No,No,Sí,"e. Por lo menos seis meses, pero menos de nueve meses",No,No,No,d. Entre 27.001 y 47.000 euros,1,0,0,0,0,1
