,periodo,provincia,viajeros_total,viajeros_esp,viajeros_ext,pernoc_total,pernoc_esp,pernoc_ext,estancia_media_total,estancia_media_esp,estancia_media_ext,year,month,iso_date,estancia_media_esp,estancia_media_ext
173,2022M12,46 Valencia/València,224864,140763,84102,473440,257729,215711,2.105450406,1.83094279,2.564873606,2022,12,12/1/2022,-1.83094279,2.564873606
174,2022M12,28 Madrid,967750,620080,347670,1903855,1111786,792069,1.967300439,1.792971875,2.278220727,2022,12,12/1/2022,-1.792971875,2.278220727
175,2022M11,29 Málaga,304416,144414,160002,951880,312872,639008,3.126905288,2.166493553,3.993750078,2022,11,11/1/2022,-2.166493553,3.993750078
176,2022M11,41 Sevilla,271748,159021,112726,560705,293812,266893,2.063327053,1.847630187,2.367625925,2022,11,11/1/2022,-1.847630187,2.367625925
177,2022M11,"07 Balears, Illes",111194,44337,66857,398085,97922,300163,3.58009425,2.208584252,4.489627115,2022,11,11/1/2022,-2.208584252,4.489627115
178,2022M11,08 Barcelona,822356,267015,555341,1993005,508819,1484186,2.423530685,1.905582083,2.672566945,2022,11,11/1/2022,-1.905582083,2.672566945
179,2022M11,17 Girona,139248,75232,64016,283568,130250,153317,2.036424222,1.731311144,2.39497938,2022,11,11/1/2022,-1.731311144,2.39497938
180,2022M11,46 Valencia/València,248390,148180,100210,513506,275285,238221,2.067337654,1.857774329,2.377217843,2022,11,11/1/2022,-1.857774329,2.377217843
181,2022M11,28 Madrid,1004095,593671,410424,1932711,991945,940766,1.924828826,1.670866524,2.292180769,2022,11,11/1/2022,-1.670866524,2.292180769
182,2022M10,29 Málaga,539765,183271,356494,1914915,409627,1505288,3.547682788,2.235089021,4.222477798,2022,10,10/1/2022,-2.235089021,4.222477798
183,2022M10,41 Sevilla,330034,163745,166288,663795,295621,368174,2.011292776,1.80537421,2.214074377,2022,10,10/1/2022,-1.80537421,2.214074377
184,2022M10,"07 Balears, Illes",1072128,167105,905023,5604472,419017,5185455,5.227428068,2.507507256,5.729638915,2022,10,10/1/2022,-2.507507256,5.729638915
185,2022M10,08 Barcelona,1154049,316090,837958,2922521,607951,2314570,2.532406336,1.923347781,2.762155144,2022,10,10/1/2022,-1.923347781,2.762155144
186,2022M10,17 Girona,351089,148190,202899,874310,253035,621275,2.490280242,1.70750388,3.061991434,2022,10,10/1/2022,-1.70750388,3.061991434
187,2022M10,46 Valencia/València,305025,165661,139364,669537,320077,349460,2.195023359,1.932120415,2.507534227,2022,10,10/1/2022,-1.932120415,2.507534227
188,2022M10,28 Madrid,1104026,582487,521538,2242371,1012992,1229379,2.031085319,1.739080872,2.357218458,2022,10,10/1/2022,-1.739080872,2.357218458
189,2022M09,29 Málaga,620194,224895,395299,2155199,572890,1582309,3.475040068,2.547366549,4.00281559,2022,9,9/1/2022,-2.547366549,4.00281559
190,2022M09,41 Sevilla,324963,164561,160402,635577,278099,357478,1.955844204,1.689944762,2.228638047,2022,9,9/1/2022,-1.689944762,2.228638047
191,2022M09,"07 Balears, Illes",1618513,187516,1430997,8678063,687086,7990977,5.36175057,3.664145993,5.584202483,2022,9,9/1/2022,-3.664145993,5.584202483
192,2022M09,08 Barcelona,1141853,296716,845137,3078699,596473,2482226,2.696230601,2.010248857,2.937069375,2022,9,9/1/2022,-2.010248857,2.937069375
193,2022M09,17 Girona,453933,176025,277909,1377674,372824,1004850,3.034972121,2.118017327,3.615751919,2022,9,9/1/2022,-2.118017327,3.615751919
194,2022M09,46 Valencia/València,319325,181953,137372,807766,425714,382052,2.529604635,2.339692118,2.781148997,2022,9,9/1/2022,-2.339692118,2.781148997
195,2022M09,28 Madrid,1048624,550019,498605,2066264,932436,1133828,1.970452708,1.695279618,2.274000461,2022,9,9/1/2022,-1.695279618,2.274000461
196,2022M08,29 Málaga,665325,321902,343423,2672820,1054152,1618668,4.017314846,3.274760641,4.713336032,2022,8,8/1/2022,-3.274760641,4.713336032
197,2022M08,41 Sevilla,308841,147417,161425,617433,253516,363917,1.99919376,1.719720249,2.254402974,2022,8,8/1/2022,-1.719720249,2.254402974
198,2022M08,"07 Balears, Illes",1954444,284123,1670321,10779452,1192546,9586906,5.515354751,4.197287794,5.739559043,2022,8,8/1/2022,-4.197287794,5.739559043
199,2022M08,08 Barcelona,1234023,283775,950248,3874913,692499,3182414,3.140065461,2.440310105,3.349035199,2022,8,8/1/2022,-2.440310105,3.349035199
200,2022M08,17 Girona,628238,273522,354716,2360768,826799,1533968,3.757760594,3.022787929,4.324496217,2022,8,8/1/2022,-3.022787929,4.324496217
201,2022M08,46 Valencia/València,367124,199207,167917,1028520,559409,469110,2.801560236,2.808179431,2.79370165,2022,8,8/1/2022,-2.808179431,2.79370165
202,2022M08,28 Madrid,855535,448780,406755,1701671,786584,915087,1.989013892,1.752716253,2.249725265,2022,8,8/1/2022,-1.752716253,2.249725265
203,2022M07,29 Málaga,686330,334995,351335,2529662,954203,1575458,3.685780893,2.848409678,4.484204534,2022,7,7/1/2022,-2.848409678,4.484204534
204,2022M07,41 Sevilla,262989,138999,123990,502287,225997,276290,1.909916384,1.625889395,2.228324865,2022,7,7/1/2022,-1.625889395,2.228324865
205,2022M07,"07 Balears, Illes",1904858,242215,1662644,10386341,936133,9450208,5.452553944,3.864884503,5.683843324,2022,7,7/1/2022,-3.864884503,5.683843324
206,2022M07,08 Barcelona,1261966,335624,926342,3679867,724881,2954985,2.915979511,2.159800849,3.189950364,2022,7,7/1/2022,-2.159800849,3.189950364
207,2022M07,17 Girona,588305,244445,343860,2068066,619760,1448306,3.515295637,2.535376056,4.211906008,2022,7,7/1/2022,-2.535376056,4.211906008
208,2022M07,46 Valencia/València,371848,216352,155496,948459,543356,405103,2.550663174,2.511444313,2.605231003,2022,7,7/1/2022,-2.511444313,2.605231003
209,2022M07,28 Madrid,961454,480539,480915,1922656,830820,1091837,1.999737897,1.728933552,2.270332595,2022,7,7/1/2022,-1.728933552,2.270332595
210,2022M06,29 Málaga,611199,258698,352500,2161308,623015,1538293,3.536177252,2.408271421,4.363951773,2022,6,6/1/2022,-2.408271421,4.363951773
211,2022M06,41 Sevilla,313214,175085,138129,611078,296052,315026,1.950991974,1.690904418,2.280665175,2022,6,6/1/2022,-1.690904418,2.280665175
212,2022M06,"07 Balears, Illes",1742424,238985,1503440,8956158,826105,8130054,5.140056611,3.456723225,5.407634492,2022,6,6/1/2022,-3.456723225,5.407634492
213,2022M06,08 Barcelona,1140167,303980,836187,3209021,659593,2549429,2.814518399,2.16985657,3.048874235,2022,6,6/1/2022,-2.16985657,3.048874235
214,2022M06,17 Girona,509322,255088,254234,1385761,525728,860032,2.720795489,2.060967196,3.382836285,2022,6,6/1/2022,-2.060967196,3.382836285
215,2022M06,46 Valencia/València,335018,208777,126241,794544,459584,334960,2.371645703,2.201315279,2.653337664,2022,6,6/1/2022,-2.201315279,2.653337664
216,2022M06,28 Madrid,1016352,554884,461468,2029532,940874,1088657,1.996879034,1.695622869,2.359116992,2022,6,6/1/2022,-1.695622869,2.359116992
217,2022M05,29 Málaga,590649,216312,374336,2025618,511654,1513964,3.429478421,2.365351899,4.044398615,2022,5,5/1/2022,-2.365351899,4.044398615
218,2022M05,41 Sevilla,323040,160761,162280,657845,291585,366260,2.036419638,1.813779461,2.256963273,2022,5,5/1/2022,-1.813779461,2.256963273
219,2022M05,"07 Balears, Illes",1378649,174365,1204285,6377225,525630,5851595,4.625706035,3.014538468,4.858978564,2022,5,5/1/2022,-3.014538468,4.858978564
220,2022M05,08 Barcelona,1080995,292049,788946,2917788,614237,2303551,2.699168821,2.103198436,2.91978285,2022,5,5/1/2022,-2.103198436,2.91978285
221,2022M05,17 Girona,379462,148939,230522,980345,294420,685925,2.583512974,1.976782441,2.975529451,2022,5,5/1/2022,-1.976782441,2.975529451
222,2022M05,46 Valencia/València,320639,185418,135221,759457,397184,362273,2.36857338,2.142100551,2.679117888,2022,5,5/1/2022,-2.142100551,2.679117888
223,2022M05,28 Madrid,1010998,550965,460034,2052491,941725,1110766,2.030163264,1.709228354,2.41453023,2022,5,5/1/2022,-1.709228354,2.41453023
224,2022M04,29 Málaga,541596,224104,317492,1815329,565287,1250042,3.351813898,2.52243155,3.937239364,2022,4,4/1/2022,-2.52243155,3.937239364
225,2022M04,41 Sevilla,299106,166182,132923,629722,316411,313310,2.105347268,1.90400284,2.35707891,2022,4,4/1/2022,-1.90400284,2.35707891
226,2022M04,"07 Balears, Illes",627500,111992,515508,2816016,336559,2479457,4.4876749,3.005205729,4.809735251,2022,4,4/1/2022,-3.005205729,4.809735251
227,2022M04,08 Barcelona,954827,297090,657737,2532973,605783,1927190,2.65280831,2.039055505,2.930031304,2022,4,4/1/2022,-2.039055505,2.930031304
228,2022M04,17 Girona,329552,172924,156628,825358,341555,483804,2.504484876,1.975174065,3.088872998,2022,4,4/1/2022,-1.975174065,3.088872998
229,2022M04,46 Valencia/València,304658,187588,117070,718645,405591,313053,2.358858129,2.162137237,2.674066798,2022,4,4/1/2022,-2.162137237,2.674066798
230,2022M04,28 Madrid,951920,555151,396769,2004575,981114,1023461,2.105822968,1.767292142,2.579488317,2022,4,4/1/2022,-1.767292142,2.579488317
231,2022M03,29 Málaga,360805,167811,192994,1153222,403973,749249,3.19624728,2.407309414,3.882239862,2022,3,3/1/2022,-2.407309414,3.882239862
232,2022M03,41 Sevilla,259122,151606,107515,530313,269131,261182,2.046576516,1.77520019,2.429261033,2022,3,3/1/2022,-1.77520019,2.429261033
233,2022M03,"07 Balears, Illes",202457,60834,141624,817111,177559,639551,4.035973071,2.918746096,4.515837711,2022,3,3/1/2022,-2.918746096,4.515837711
234,2022M03,08 Barcelona,738509,258640,479869,1889303,516812,1372491,2.558266724,1.998190535,2.860136829,2022,3,3/1/2022,-1.998190535,2.860136829
235,2022M03,17 Girona,148484,94875,53608,317741,193695,124045,2.139900595,2.041581028,2.313927026,2022,3,3/1/2022,-2.041581028,2.313927026
236,2022M03,46 Valencia/València,246403,158121,88282,524256,300837,223419,2.127636433,1.902574611,2.530742394,2022,3,3/1/2022,-1.902574611,2.530742394
237,2022M03,28 Madrid,848985,525292,323693,1720481,905312,815168,2.026515192,1.723445246,2.518336819,2022,3,3/1/2022,-1.723445246,2.518336819
238,2022M02,29 Málaga,287697,163580,124117,783064,341683,441381,2.72183582,2.088782247,3.556168776,2022,2,2/1/2022,-2.088782247,3.556168776
239,2022M02,41 Sevilla,216198,140464,75734,422782,242311,180470,1.955531504,1.725075464,2.382945573,2022,2,2/1/2022,-1.725075464,2.382945573
240,2022M02,"07 Balears, Illes",92624,42557,50067,310405,107070,203335,3.35123726,2.515919825,4.061257914,2022,2,2/1/2022,-2.515919825,4.061257914
241,2022M02,08 Barcelona,581175,220732,360443,1394900,419550,975350,2.400137652,1.900721237,2.705975702,2022,2,2/1/2022,-1.900721237,2.705975702
242,2022M02,17 Girona,148373,92785,55588,271749,158061,113688,1.831525951,1.703518888,2.045189609,2022,2,2/1/2022,-1.703518888,2.045189609
243,2022M02,46 Valencia/València,201491,134112,67378,393551,230834,162717,1.953193939,1.721203173,2.414987088,2022,2,2/1/2022,-1.721203173,2.414987088
244,2022M02,28 Madrid,721193,484422,236771,1435535,847027,588508,1.990500462,1.748531239,2.485557775,2022,2,2/1/2022,-1.748531239,2.485557775
245,2022M01,29 Málaga,180901,88951,91950,487481,173183,314297,2.694739111,1.94694832,3.418129418,2022,1,1/1/2022,-1.94694832,3.418129418
246,2022M01,41 Sevilla,170167,112980,57187,320109,189848,130261,1.881146168,1.680368207,2.277807893,2022,1,1/1/2022,-1.680368207,2.277807893
247,2022M01,"07 Balears, Illes",42131,20603,21528,127429,44476,82953,3.024589969,2.15871475,3.85326087,2022,1,1/1/2022,-2.15871475,3.85326087
248,2022M01,08 Barcelona,418906,183731,235175,996160,354869,641291,2.378003657,1.931459579,2.726867227,2022,1,1/1/2022,-1.931459579,2.726867227
249,2022M01,17 Girona,111627,81482,30145,204903,148330,56573,1.835604289,1.820402052,1.876695969,2022,1,1/1/2022,-1.820402052,1.876695969
250,2022M01,46 Valencia/València,148043,98146,49897,294104,167843,126261,1.986611998,1.71013592,2.530432691,2022,1,1/1/2022,-1.71013592,2.530432691
251,2022M01,28 Madrid,569467,386597,182870,1193236,699507,493728,2.095355833,1.809395831,2.699885164,2022,1,1/1/2022,-1.809395831,2.699885164
252,2021M12,29 Málaga,235138,142779,92359,592678,290294,302384,2.520553888,2.033170144,3.274006865,2021,12,12/1/2021,-2.033170144,3.274006865
253,2021M12,41 Sevilla,200593,133089,67503,414190,259367,154823,2.064827786,1.948823719,2.293572138,2021,12,12/1/2021,-1.948823719,2.293572138
254,2021M12,"07 Balears, Illes",57392,27267,30125,166256,61093,105163,2.896849735,2.240547182,3.490887967,2021,12,12/1/2021,-2.240547182,3.490887967
255,2021M12,08 Barcelona,538255,233136,305119,1271540,454372,817169,2.362337554,1.948956832,2.678197687,2021,12,12/1/2021,-1.948956832,2.678197687
256,2021M12,17 Girona,145152,105791,39360,261573,190551,71022,1.802062665,1.801202371,1.804420732,2021,12,12/1/2021,-1.801202371,1.804420732
257,2021M12,46 Valencia/València,179192,116542,62649,366266,214668,151598,2.043986339,1.841979715,2.419799199,2021,12,12/1/2021,-1.841979715,2.419799199
258,2021M12,28 Madrid,770392,528498,241894,1595537,981968,613570,2.07107161,1.858035414,2.536524263,2021,12,12/1/2021,-1.858035414,2.536524263
259,2021M11,29 Málaga,280935,137552,143382,821290,283226,538065,2.923416449,2.05904676,3.752667699,2021,11,11/1/2021,-2.05904676,3.752667699
260,2021M11,41 Sevilla,231148,144322,86826,461926,257731,204195,1.998399294,1.785805352,2.351772511,2021,11,11/1/2021,-1.785805352,2.351772511
261,2021M11,"07 Balears, Illes",88317,33690,54627,318433,69464,248969,3.605568577,2.061858118,4.557618028,2021,11,11/1/2021,-2.061858118,4.557618028
262,2021M11,08 Barcelona,590958,214384,376574,1434167,409903,1024264,2.426850978,1.912003694,2.719954113,2021,11,11/1/2021,-1.912003694,2.719954113
263,2021M11,17 Girona,134474,76945,57529,246367,116200,130166,1.832079064,1.510169602,2.262615377,2021,11,11/1/2021,-1.510169602,2.262615377
264,2021M11,46 Valencia/València,205291,124807,80484,444266,237299,206967,2.164079283,1.90132765,2.571529745,2021,11,11/1/2021,-1.90132765,2.571529745
265,2021M11,28 Madrid,822908,528624,294284,1650955,923355,727600,2.006244927,1.746714111,2.472441587,2021,11,11/1/2021,-1.746714111,2.472441587
266,2021M10,29 Málaga,451642,186441,265201,1566862,455470,1111392,3.469256624,2.442971235,4.190753429,2021,10,10/1/2021,-2.442971235,4.190753429
267,2021M10,41 Sevilla,259341,152279,107062,539423,290398,249025,2.079975785,1.907012786,2.325988679,2021,10,10/1/2021,-1.907012786,2.325988679
268,2021M10,"07 Balears, Illes",761539,141008,620531,3957260,355543,3601717,5.196398346,2.5214385,5.804249909,2021,10,10/1/2021,-2.5214385,5.804249909
269,2021M10,08 Barcelona,734005,261136,472869,1856628,535372,1321256,2.529448709,2.050165431,2.794126915,2021,10,10/1/2021,-2.050165431,2.794126915
270,2021M10,17 Girona,293218,151193,142025,666071,252824,413248,2.271589739,1.672193818,2.909684915,2021,10,10/1/2021,-1.672193818,2.909684915
271,2021M10,46 Valencia/València,259740,159452,100288,580688,314150,266537,2.235651036,1.970185385,2.657715779,2021,10,10/1/2021,-1.970185385,2.657715779
272,2021M10,28 Madrid,885784,564761,321023,1848540,1032907,815634,2.086897031,1.828927635,2.540733842,2021,10,10/1/2021,-1.828927635,2.540733842
273,2021M09,29 Málaga,483297,247187,236110,1745042,715417,1029625,3.610703149,2.89423392,4.360785227,2021,9,9/1/2021,-2.89423392,4.360785227
274,2021M09,41 Sevilla,215467,133622,81845,432726,245981,186745,2.008316819,1.840872012,2.281691001,2021,9,9/1/2021,-1.840872012,2.281691001
275,2021M09,"07 Balears, Illes",1004077,181723,822354,5324350,643627,4680723,5.302730767,3.541802634,5.69185898,2021,9,9/1/2021,-3.541802634,5.69185898
276,2021M09,08 Barcelona,624532,227239,397293,1647371,473376,1173995,2.637768761,2.083163541,2.954985363,2021,9,9/1/2021,-2.083163541,2.954985363
277,2021M09,17 Girona,338181,187260,150921,938605,419560,519045,2.775451607,2.2405212,3.439183414,2021,9,9/1/2021,-2.2405212,3.439183414
278,2021M09,46 Valencia/València,265602,171396,94206,652914,402885,250028,2.458242031,2.350609116,2.654056005,2021,9,9/1/2021,-2.350609116,2.654056005
279,2021M09,28 Madrid,709463,452686,256777,1453739,816887,636852,2.049069508,1.804533385,2.480175405,2021,9,9/1/2021,-1.804533385,2.480175405
280,2021M08,29 Málaga,626297,405728,220569,2380124,1409724,970401,3.800311993,3.474554381,4.399534839,2021,8,8/1/2021,-3.474554381,4.399534839
281,2021M08,41 Sevilla,205076,130389,74687,417933,248513,169420,2.037942031,1.905935317,2.268400123,2021,8,8/1/2021,-1.905935317,2.268400123
282,2021M08,"07 Balears, Illes",1176822,281919,894903,6482644,1197578,5285067,5.508601981,4.247950652,5.905742857,2021,8,8/1/2021,-4.247950652,5.905742857
283,2021M08,08 Barcelona,749150,254957,494193,2285746,645294,1640452,3.051119269,2.530991501,3.319456164,2021,8,8/1/2021,-2.530991501,3.319456164
284,2021M08,17 Girona,577762,350951,226811,1910245,1061665,848580,3.306283556,3.025108918,3.741352933,2021,8,8/1/2021,-3.025108918,3.741352933
285,2021M08,46 Valencia/València,328433,218372,110061,886962,579497,307465,2.700587334,2.653714762,2.793587193,2021,8,8/1/2021,-2.653714762,2.793587193
286,2021M08,28 Madrid,557806,363898,193907,1149845,676957,472889,2.061370799,1.860293269,2.438741252,2021,8,8/1/2021,-1.860293269,2.438741252
287,2021M07,29 Málaga,556796,381978,174818,1880157,1197854,682304,3.376743008,3.135924058,3.902939057,2021,7,7/1/2021,-3.135924058,3.902939057
288,2021M07,41 Sevilla,177516,122330,55186,321483,203180,118303,1.811008585,1.660917191,2.143713985,2021,7,7/1/2021,-1.660917191,2.143713985
289,2021M07,"07 Balears, Illes",1055103,217216,837887,5690675,823313,4867361,5.393478172,3.790296295,5.809090009,2021,7,7/1/2021,-3.790296295,5.809090009
290,2021M07,08 Barcelona,594601,256228,338373,1584510,548455,1036055,2.66482902,2.140495965,3.061872549,2021,7,7/1/2021,-2.140495965,3.061872549
291,2021M07,17 Girona,430850,268879,161972,1270486,668729,601757,2.948789602,2.487100145,3.715191515,2021,7,7/1/2021,-2.487100145,3.715191515
292,2021M07,46 Valencia/València,287626,199856,87770,706843,485379,221464,2.457507319,2.428643623,2.523231172,2021,7,7/1/2021,-2.428643623,2.523231172
293,2021M07,28 Madrid,555840,376416,179424,1122796,673159,449637,2.019998561,1.788337903,2.506002541,2021,7,7/1/2021,-1.788337903,2.506002541
294,2021M06,29 Málaga,342013,252019,89994,913141,609732,303409,2.669901436,2.419389014,3.371435874,2021,6,6/1/2021,-2.419389014,3.371435874
295,2021M06,41 Sevilla,155094,113507,41587,288916,201325,87591,1.862844469,1.773679156,2.106211076,2021,6,6/1/2021,-1.773679156,2.106211076
296,2021M06,"07 Balears, Illes",587951,172410,415541,2543130,508570,2034560,4.325411471,2.949770895,4.896171497,2021,6,6/1/2021,-2.949770895,4.896171497
297,2021M06,08 Barcelona,416397,223044,193353,937701,441866,495835,2.251939855,1.981070999,2.564402931,2021,6,6/1/2021,-1.981070999,2.564402931
298,2021M06,17 Girona,294814,214970,79844,625488,419158,206330,2.121636015,1.949844164,2.58416412,2021,6,6/1/2021,-1.949844164,2.58416412
299,2021M06,46 Valencia/València,208702,164909,43793,460812,353686,107126,2.20799034,2.144734369,2.44619003,2021,6,6/1/2021,-2.144734369,2.44619003
300,2021M06,28 Madrid,491089,371203,119886,956244,656321,299923,1.947190835,1.768091853,2.501734982,2021,6,6/1/2021,-1.768091853,2.501734982
301,2021M05,29 Málaga,178362,124090,54272,391705,231529,160176,2.196123614,1.865815134,2.951356132,2021,5,5/1/2021,-1.865815134,2.951356132
302,2021M05,41 Sevilla,117815,93758,24057,201668,150816,50852,1.711734499,1.608566736,2.113813027,2021,5,5/1/2021,-1.608566736,2.113813027
303,2021M05,"07 Balears, Illes",220486,59370,161116,910455,152835,757620,4.129309797,2.574279939,4.702326274,2021,5,5/1/2021,-2.574279939,4.702326274
304,2021M05,08 Barcelona,288961,170728,118233,617998,322225,295773,2.138689996,1.88735884,2.501611225,2021,5,5/1/2021,-1.88735884,2.501611225
305,2021M05,17 Girona,169103,121192,47911,289115,193531,95584,1.70969764,1.596895835,1.995032456,2021,5,5/1/2021,-1.596895835,1.995032456
306,2021M05,46 Valencia/València,146600,119752,26848,266933,207470,59463,1.820825375,1.732497161,2.214801847,2021,5,5/1/2021,-1.732497161,2.214801847
307,2021M05,28 Madrid,413197,316121,97076,810028,561269,248760,1.960391774,1.775487867,2.562528328,2021,5,5/1/2021,-1.775487867,2.562528328
308,2021M04,29 Málaga,79611,54893,24718,158590,90072,68518,1.992061399,1.640864955,2.771988025,2021,4,4/1/2021,-1.640864955,2.771988025
309,2021M04,41 Sevilla,75686,65594,10092,117141,96712,20429,1.547723489,1.474403147,2.024276655,2021,4,4/1/2021,-1.474403147,2.024276655
310,2021M04,"07 Balears, Illes",73347,26370,46977,272911,56071,216840,3.720820211,2.126317785,4.615875854,2021,4,4/1/2021,-2.126317785,4.615875854
311,2021M04,08 Barcelona,183092,121877,61215,404763,246519,158244,2.210708278,2.022686807,2.585052683,2021,4,4/1/2021,-2.022686807,2.585052683
312,2021M04,17 Girona,67238,52793,14445,118235,91696,26539,1.75845504,1.736896937,1.837244721,2021,4,4/1/2021,-1.736896937,1.837244721
313,2021M04,46 Valencia/València,89777,74992,14785,159720,126153,33567,1.779074819,1.682219437,2.270341562,2021,4,4/1/2021,-1.682219437,2.270341562
314,2021M04,28 Madrid,293955,232440,61516,559997,403306,156690,1.905043289,1.735097229,2.547142207,2021,4,4/1/2021,-1.735097229,2.547142207
315,2021M03,29 Málaga,71264,54084,17179,132489,87826,44664,1.859129434,1.62388137,2.599918505,2021,3,3/1/2021,-1.62388137,2.599918505
316,2021M03,41 Sevilla,65969,60181,5788,103832,90713,13119,1.573951401,1.507336202,2.26658604,2021,3,3/1/2021,-1.507336202,2.26658604
317,2021M03,"07 Balears, Illes",31237,15381,15856,92653,33418,59235,2.96612991,2.17268058,3.735809788,2021,3,3/1/2021,-2.17268058,3.735809788
318,2021M03,08 Barcelona,173589,128268,45321,343994,231548,112446,1.981657824,1.805189135,2.481101476,2021,3,3/1/2021,-1.805189135,2.481101476
319,2021M03,17 Girona,67372,54216,13155,107068,84848,22220,1.589206198,1.564999262,1.6890916,2021,3,3/1/2021,-1.564999262,1.6890916
320,2021M03,46 Valencia/València,76967,64460,12506,130625,104122,26502,1.697155924,1.615296308,2.119142811,2021,3,3/1/2021,-1.615296308,2.119142811
321,2021M03,28 Madrid,296799,235502,61297,582225,409239,172986,1.961681138,1.737730465,2.822095698,2021,3,3/1/2021,-1.737730465,2.822095698
322,2021M02,29 Málaga,41999,32358,9641,77630,52451,25179,1.848377342,1.620959268,2.611658542,2021,2,2/1/2021,-1.620959268,2.611658542
323,2021M02,41 Sevilla,50381,46715,3666,80806,71801,9006,1.603898295,1.537000963,2.456628478,2021,2,2/1/2021,-1.537000963,2.456628478
324,2021M02,"07 Balears, Illes",14724,10810,3913,31923,20979,10944,2.16809291,1.940703053,2.796831076,2021,2,2/1/2021,-1.940703053,2.796831076
325,2021M02,08 Barcelona,138992,105398,33594,269680,188427,81253,1.940255554,1.787766371,2.418675954,2021,2,2/1/2021,-1.787766371,2.418675954
326,2021M02,17 Girona,28130,20307,7823,46739,32579,14160,1.661535727,1.604323632,1.810047296,2021,2,2/1/2021,-1.604323632,1.810047296
327,2021M02,46 Valencia/València,50306,42170,8136,88014,69806,18208,1.749572616,1.655347403,2.237954769,2021,2,2/1/2021,-1.655347403,2.237954769
328,2021M02,28 Madrid,240372,196967,43405,464169,341895,122274,1.931044381,1.735798382,2.817048727,2021,2,2/1/2021,-1.735798382,2.817048727
329,2021M01,29 Málaga,46540,35051,11489,88931,58629,30302,1.910850881,1.672676956,2.637479328,2021,1,1/1/2021,-1.672676956,2.637479328
330,2021M01,41 Sevilla,47473,42298,5175,80671,69594,11077,1.699302762,1.64532602,2.140483092,2021,1,1/1/2021,-1.64532602,2.140483092
331,2021M01,"07 Balears, Illes",11383,8309,3074,27607,16193,11414,2.425283317,1.948850644,3.713077424,2021,1,1/1/2021,-1.948850644,3.713077424
332,2021M01,08 Barcelona,118954,86559,32395,251913,174695,77219,2.117734586,2.018218787,2.383670319,2021,1,1/1/2021,-2.018218787,2.383670319
333,2021M01,17 Girona,29191,19655,9536,48099,31937,16162,1.647733891,1.624879166,1.694840604,2021,1,1/1/2021,-1.624879166,1.694840604
334,2021M01,46 Valencia/València,48238,38843,9394,90095,68510,21584,1.867718396,1.763766959,2.297636789,2021,1,1/1/2021,-1.763766959,2.297636789
335,2021M01,28 Madrid,227901,181252,46649,428861,318876,109984,1.88178639,1.759296449,2.357692555,2021,1,1/1/2021,-1.759296449,2.357692555
336,2020M12,29 Málaga,47441,33614,13827,85623,56189,29434,1.804831264,1.671595169,2.128733637,2020,12,12/1/2020,-1.671595169,2.128733637
337,2020M12,41 Sevilla,56059,48476,7583,83886,70679,13208,1.496387734,1.458020464,1.741790848,2020,12,12/1/2020,-1.458020464,1.741790848
338,2020M12,"07 Balears, Illes",18997,12958,6040,44115,26637,17478,2.32220877,2.055641303,2.893708609,2020,12,12/1/2020,-2.055641303,2.893708609
339,2020M12,08 Barcelona,141562,102504,39058,253452,170139,83312,1.790395728,1.659827909,2.133032925,2020,12,12/1/2020,-1.659827909,2.133032925
340,2020M12,17 Girona,37523,25094,12429,60570,41608,18962,1.614209951,1.658085598,1.525625553,2020,12,12/1/2020,-1.658085598,1.525625553
341,2020M12,46 Valencia/València,69133,58247,10886,121076,97680,23396,1.751348849,1.67699624,2.149182436,2020,12,12/1/2020,-1.67699624,2.149182436
342,2020M12,28 Madrid,247515,200945,46570,471444,358265,113179,1.904708806,1.782900794,2.430298475,2020,12,12/1/2020,-1.782900794,2.430298475
343,2020M11,29 Málaga,39436,27867,11569,79548,51433,28116,2.017141698,1.845659741,2.430287838,2020,11,11/1/2020,-1.845659741,2.430287838
344,2020M11,41 Sevilla,45073,39888,5185,76808,65279,11528,1.704080048,1.636557361,2.223336548,2020,11,11/1/2020,-1.636557361,2.223336548
345,2020M11,"07 Balears, Illes",23073,16747,6326,49276,31589,17687,2.135656395,1.886248283,2.795921593,2020,11,11/1/2020,-1.886248283,2.795921593
346,2020M11,08 Barcelona,100420,73902,26517,196787,137785,59002,1.959639514,1.864428568,2.225063167,2020,11,11/1/2020,-1.864428568,2.225063167
347,2020M11,17 Girona,21251,14092,7159,38018,26377,11641,1.788998165,1.871771218,1.626065093,2020,11,11/1/2020,-1.871771218,1.626065093
348,2020M11,46 Valencia/València,69351,56524,12827,134613,98527,36086,1.941039062,1.743100276,2.813284478,2020,11,11/1/2020,-1.743100276,2.813284478
349,2020M11,28 Madrid,205367,167173,38193,406497,304090,102407,1.979368642,1.819013836,2.681302857,2020,11,11/1/2020,-1.819013836,2.681302857
350,2020M10,29 Málaga,111861,78185,33676,245753,151439,94314,2.196949786,1.936931637,2.800629528,2020,10,10/1/2020,-1.936931637,2.800629528
351,2020M10,41 Sevilla,90734,73603,17132,167238,128385,38853,1.843167941,1.744290314,2.267861312,2020,10,10/1/2020,-1.744290314,2.267861312
352,2020M10,"07 Balears, Illes",65438,38554,26885,170840,84054,86786,2.610715486,2.180162888,3.228045378,2020,10,10/1/2020,-2.180162888,3.228045378
