apartment_id,room_type,price,has_availability,availability_30,availability_60,availability_90,availability_365,review_scores_rating,number_of_reviews,reviews_per_month,city,insert_date,reviews 80+
14193209,Entire home/apt,1080.0,True,10,15,15,15,,0,,Mallorca,2019-09-28,
14193221,Entire home/apt,990.0,True,0,8,35,77,,0,,Mallorca,2019-04-24,
14198448,Entire home/apt,600.0,True,0,0,0,0,98,186,42,Valencia,2020-03-26,True
14201106,Entire home/apt,2100.0,True,8,18,44,319,93,24,53,Mallorca,2020-06-25,True
14201798,Entire home/apt,950.0,True,0,0,0,0,100,1,3,Girona,2018-12-22,True
14209175,Entire home/apt,1140.0,True,1,3,15,134,100,2,16,Mallorca,2019-06-27,True
14214962,Entire home/apt,1720.0,True,8,33,50,79,,0,,Girona,2018-04-21,
14214969,Entire home/apt,2030.0,True,1,31,31,31,,0,,Girona,2018-07-31,
14214987,Entire home/apt,950.0,True,21,51,81,115,87,3,13,Girona,2018-08-30,True
14215215,Private room,250.0,True,26,53,83,174,95,31,198,Barcelona,2017-11-13,True
14216400,Entire home/apt,2200.0,True,2,22,48,317,98,25,105,Girona,2018-07-31,True
14216516,Private room,260.0,False,10,40,70,230,95,12,116,Barcelona,2017-06-05,True
14216618,Private room,700.0,True,30,60,90,365,96,151,285,Barcelona,2020-12-16,True
14217504,Private room,250.0,True,0,10,40,40,100,2,18,Barcelona,2017-09-12,True
14224910,Entire home/apt,410.0,True,13,32,42,216,99,40,243,Madrid,2018-11-07,True
14227923,Entire home/apt,1000.0,True,30,60,90,365,100,1,2,Girona,2020-06-29,True
14228441,Entire home/apt,1950.0,True,1,1,1,217,94,39,137,Madrid,2019-01-14,True
14232719,Entire home/apt,1430.0,True,15,16,29,127,,0,,Mallorca,2019-06-27,
14234152,Private room,500.0,False,0,0,0,66,,0,,Barcelona,2017-04-08,
14235627,Entire home/apt,2810.0,True,3,3,3,212,,0,,Mallorca,2019-10-28,
14243565,Entire home/apt,4000.0,True,29,59,89,364,,0,,Mallorca,2020-12-19,
14245237,Entire home/apt,2000.0,True,0,0,0,0,80,2,4,Madrid,2020-07-17,True
14245384,Entire home/apt,2000.0,True,13,42,71,346,80,3,8,Madrid,2019-12-10,True
14245709,Entire home/apt,2000.0,True,21,50,80,166,80,2,11,Madrid,2018-07-10,True
14247535,Entire home/apt,2100.0,True,28,52,82,350,100,4,11,Girona,2019-08-31,True
14248640,Private room,220.0,False,5,8,38,313,93,9,9,Barcelona,2017-06-05,True
14249095,Private room,180.0,True,0,0,0,0,87,11,46,Barcelona,2018-08-14,True
14258334,Entire home/apt,690.0,True,25,49,72,340,92,58,16,Sevilla,2019-08-31,True
14263672,Entire home/apt,600.0,False,29,55,85,360,91,13,255,Barcelona,2017-01-04,True
14271969,Entire home/apt,750.0,True,8,38,68,240,95,29,56,Malaga,2020-11-30,True
14276011,Private room,340.0,True,20,50,80,80,99,24,99,Madrid,2018-09-11,True
14276058,Private room,710.0,True,6,15,45,45,89,155,448,Barcelona,2019-06-07,True
14287583,Private room,240.0,True,1,1,1,1,91,14,26,Barcelona,2021-01-12,True
14288527,Entire home/apt,670.0,True,19,49,79,160,97,237,443,Malaga,2020-12-30,True
14293369,Entire home/apt,1400.0,True,1,9,39,314,100,3,9,Mallorca,2019-06-27,True
14302642,Private room,230.0,True,30,60,81,81,93,32,91,Barcelona,2020-06-13,True
14305002,Entire home/apt,600.0,True,0,0,0,0,,0,,Madrid,2018-08-14,
14309144,Private room,500.0,True,0,28,58,333,,1,3,Malaga,2019-06-30,
14325567,Entire home/apt,800.0,True,0,0,0,0,95,20,58,Girona,2019-05-29,True
14326808,Entire home/apt,1150.0,True,15,28,54,309,100,1,6,Sevilla,2019-12-31,True
14331451,Entire home/apt,850.0,True,0,0,0,89,73,3,5,Girona,2021-02-27,False
14333551,Private room,300.0,True,6,36,66,341,100,8,3,Madrid,2018-11-07,True
14348631,Private room,350.0,True,30,60,90,365,87,201,44,Madrid,2020-05-14,True
14352270,Shared room,350.0,True,0,0,0,0,,0,,Barcelona,2018-12-10,
14365234,Private room,310.0,True,0,0,0,253,,0,,Barcelona,2019-04-10,
14365279,Entire home/apt,1050.0,False,6,6,12,216,100,5,63,Barcelona,2017-05-07,True
14365626,Private room,200.0,True,0,0,0,0,60,2,7,Valencia,2020-01-31,False
14366477,Entire home/apt,1770.0,True,23,53,57,207,90,2,4,Mallorca,2020-08-28,True
14368132,Private room,250.0,True,0,5,35,284,100,18,74,Madrid,2018-09-11,True
14372147,Private room,250.0,True,0,0,0,0,100,4,27,Madrid,2018-01-17,True
14377832,Entire home/apt,630.0,True,0,0,0,0,95,8,31,Madrid,2019-02-06,True
14378795,Private room,450.0,True,3,25,40,299,86,142,376,Barcelona,2019-09-17,True
14392407,Entire home/apt,600.0,True,0,0,0,0,90,2,15,Barcelona,2017-10-07,True
14402621,Private room,850.0,False,2,12,35,35,98,29,24,Barcelona,2017-08-06,True
14405216,Entire home/apt,550.0,True,0,0,0,271,95,60,117,Malaga,2020-10-30,True
14408217,Entire home/apt,4350.0,True,25,39,43,165,100,6,16,Mallorca,2020-01-29,True
14409727,Private room,320.0,True,30,55,85,176,93,14,93,Barcelona,2017-11-13,True
14417927,Entire home/apt,500.0,False,29,57,80,322,88,5,72,Mallorca,2017-03-15,True
14418359,Entire home/apt,500.0,True,0,0,0,107,96,29,144,Mallorca,2018-04-18,True
14421923,Private room,230.0,True,0,0,0,0,94,65,152,Madrid,2020-11-06,True
14423854,Entire home/apt,500.0,True,9,9,9,232,77,27,113,Madrid,2018-12-10,False
14433252,Private room,5000.0,True,10,34,57,199,80,1,26,Sevilla,2019-04-27,True
14436579,Private room,400.0,True,3,16,43,44,92,59,328,Barcelona,2018-02-07,True
14443970,Private room,370.0,True,0,0,0,0,82,10,5,Barcelona,2018-04-12,True
14444683,Entire home/apt,450.0,True,7,37,67,342,90,2,9,Barcelona,2019-02-06,True
14446714,Entire home/apt,650.0,True,0,0,0,36,95,12,3,Mallorca,2020-11-08,True
14459149,Entire home/apt,400.0,True,1,4,12,144,97,67,33,Madrid,2018-05-14,True
14459234,Hotel room,500.0,True,0,8,33,299,96,38,9,Girona,2020-01-31,True
14460617,Private room,150.0,True,0,0,24,299,98,35,83,Malaga,2020-01-31,True
14466402,Private room,350.0,False,0,0,0,248,100,5,87,Madrid,2017-03-06,True
14484042,Private room,3500.0,True,29,59,89,364,100,1,5,Barcelona,2018-05-14,True
14485011,Entire home/apt,600.0,True,8,22,22,48,93,78,252,Valencia,2019-02-28,True
14487200,Private room,500.0,False,21,51,79,309,97,20,19,Barcelona,2017-07-06,True
14497988,Private room,210.0,True,5,11,23,96,96,100,31,Barcelona,2019-05-14,True
14515452,Entire home/apt,1950.0,True,30,60,90,305,99,65,125,Mallorca,2020-12-19,True
14516410,Entire home/apt,850.0,True,29,59,89,364,,0,,Madrid,2019-12-10,
14520174,Entire home/apt,1100.0,True,2,15,45,225,98,10,32,Girona,2019-07-29,True
14521034,Entire home/apt,800.0,True,0,0,0,0,,0,,Madrid,2020-09-13,
14521196,Entire home/apt,800.0,True,24,54,84,359,95,12,68,Barcelona,2018-02-07,True
14559351,Entire home/apt,1300.0,True,0,0,0,0,,0,,Girona,2018-10-20,
14561846,Private room,300.0,True,13,33,63,153,91,41,173,Malaga,2018-07-31,True
14563088,Private room,320.0,True,22,49,79,253,94,69,332,Barcelona,2018-06-09,True
14567046,Entire home/apt,890.0,True,0,0,0,0,,0,,Madrid,2019-06-07,
14568981,Entire home/apt,440.0,True,6,30,60,150,89,14,59,Sevilla,2018-08-27,True
14569945,Entire home/apt,1030.0,True,8,10,26,195,98,92,284,Madrid,2019-05-14,True
14571645,Private room,500.0,True,10,10,10,10,96,39,252,Barcelona,2017-12-09,True
14573570,Private room,240.0,True,4,4,4,137,99,26,79,Barcelona,2019-05-14,True
14574259,Entire home/apt,1200.0,True,0,0,0,0,100,6,26,Madrid,2018-07-10,True
14579567,Entire home/apt,790.0,True,7,18,46,318,97,85,409,Madrid,2018-05-14,True
14582385,Entire home/apt,570.0,True,2,23,45,135,99,247,488,Madrid,2020-10-17,True
14583572,Entire home/apt,2950.0,True,28,58,88,363,100,3,12,Girona,2018-08-30,True
14585558,Private room,270.0,True,30,60,90,365,97,68,146,Barcelona,2020-06-13,True
14587542,Entire home/apt,2510.0,True,29,59,89,354,,0,,Mallorca,2019-12-31,
14592598,Private room,450.0,True,26,56,86,361,98,20,147,Barcelona,2017-10-07,True
14593145,Private room,750.0,True,30,60,90,365,93,4,16,Barcelona,2018-11-07,True
14594377,Entire home/apt,870.0,True,27,43,59,303,97,7,2,Malaga,2020-05-31,True
14601604,Entire home/apt,920.0,True,0,0,0,0,85,5,47,Mallorca,2018-04-18,True
14606893,Entire home/apt,670.0,True,0,3,20,295,99,21,98,Madrid,2018-11-07,True
14607740,Entire home/apt,800.0,True,0,1,18,18,98,38,31,Barcelona,2017-09-12,True
14608291,Entire home/apt,1150.0,True,8,19,34,105,99,231,545,Madrid,2020-02-18,True
14612268,Private room,340.0,False,8,38,68,68,91,22,199,Barcelona,2017-08-06,True
14620999,Entire home/apt,2000.0,False,4,9,34,309,90,4,66,Madrid,2017-04-08,True
14626938,Entire home/apt,1000.0,True,15,42,61,61,80,4,35,Madrid,2018-08-14,True
14627849,Entire home/apt,1270.0,True,29,59,89,158,93,85,209,Madrid,2020-04-17,True
14631204,Entire home/apt,850.0,True,2,10,40,47,94,40,323,Barcelona,2017-09-12,True
14640104,Entire home/apt,1490.0,True,5,29,30,30,90,14,49,Mallorca,2019-08-31,True
14642417,Entire home/apt,2140.0,True,29,51,74,138,83,8,23,Mallorca,2020-03-22,True
14644797,Entire home/apt,1570.0,True,5,8,16,79,,0,,Girona,2020-06-29,
14662418,Private room,250.0,True,0,0,0,0,80,5,11,Barcelona,2020-07-17,True
14668651,Entire home/apt,700.0,True,5,11,41,316,94,54,249,Madrid,2018-09-11,True
14669223,Entire home/apt,350.0,True,23,53,83,358,97,8,16,Barcelona,2020-11-06,True
14671298,Private room,1500.0,True,0,0,0,0,,0,,Barcelona,2019-04-10,
14677653,Entire home/apt,2950.0,True,10,22,34,178,100,3,22,Mallorca,2018-08-21,True
14680620,Entire home/apt,1060.0,True,14,16,16,226,90,18,5,Mallorca,2019-09-28,True
14682290,Private room,300.0,True,8,25,55,330,91,35,118,Barcelona,2019-04-10,True
14684040,Private room,530.0,True,15,40,53,53,99,124,319,Barcelona,2019-12-10,True
14703600,Entire home/apt,710.0,True,5,23,48,217,100,1,4,Mallorca,2019-03-25,True
14712529,Entire home/apt,770.0,True,6,12,28,142,99,149,47,Madrid,2019-05-14,True
14719647,Entire home/apt,1590.0,True,10,28,50,217,93,55,356,Barcelona,2018-01-17,True
14734390,Entire home/apt,1200.0,True,10,40,70,160,100,1,4,Barcelona,2018-09-11,True
14735765,Entire home/apt,400.0,True,2,7,9,206,92,108,652,Madrid,2018-01-17,True
14750346,Private room,230.0,True,0,0,0,0,96,16,52,Madrid,2019-03-08,True
14766072,Entire home/apt,400.0,True,0,0,0,247,100,11,27,Barcelona,2020-08-24,True
14767959,Entire home/apt,2300.0,True,4,4,4,7,100,2,6,Mallorca,2019-10-28,True
14772349,Entire home/apt,1020.0,True,0,0,26,116,86,117,222,Madrid,2021-01-12,True
14773056,Entire home/apt,1000.0,True,25,51,77,352,88,34,118,Madrid,2019-03-08,True
14778581,Entire home/apt,500.0,True,0,0,0,158,84,5,12,Barcelona,2020-03-16,True
14782589,Entire home/apt,1040.0,True,12,18,27,112,98,76,236,Sevilla,2019-04-27,True
14792937,Entire home/apt,1000.0,True,0,0,0,162,,0,,Barcelona,2021-02-09,
14813508,Entire home/apt,790.0,True,9,30,60,307,97,30,95,Mallorca,2019-09-28,True
14831213,Entire home/apt,1100.0,True,7,36,63,324,90,64,191,Barcelona,2019-10-16,True
14839843,Private room,300.0,True,3,15,35,215,94,50,225,Barcelona,2018-07-10,True
14852941,Entire home/apt,480.0,True,20,20,20,138,88,92,259,Madrid,2019-08-12,True
14854074,Entire home/apt,900.0,True,10,38,46,121,96,54,28,Madrid,2018-04-12,True
14854217,Entire home/apt,1400.0,True,0,24,54,234,94,10,45,Madrid,2018-08-14,True
14864640,Entire home/apt,470.0,True,10,36,63,94,92,190,514,Malaga,2019-09-30,True
14868987,Entire home/apt,3500.0,True,0,0,0,0,97,50,306,Sevilla,2019-08-31,True
14869404,Private room,290.0,False,1,5,11,50,97,15,222,Barcelona,2017-04-08,True
14870222,Private room,490.0,True,0,0,0,128,98,24,117,Barcelona,2018-06-09,True
14889273,Private room,690.0,True,4,23,53,328,95,85,245,Mallorca,2019-07-25,True
14894906,Private room,280.0,True,0,0,0,0,89,30,152,Barcelona,2018-05-14,True
14896116,Private room,370.0,True,0,0,0,0,70,2,7,Barcelona,2019-10-16,False
14896686,Private room,550.0,False,10,21,36,289,84,5,366,Barcelona,2017-04-08,True
14907916,Entire home/apt,570.0,True,17,43,65,320,92,25,62,Girona,2019-12-31,True
14910368,Entire home/apt,950.0,True,30,60,90,334,85,19,51,Girona,2019-09-30,True
14911737,Private room,200.0,True,5,21,46,136,92,100,265,Madrid,2019-10-16,True
14912116,Private room,520.0,True,0,0,0,0,96,89,167,Barcelona,2021-02-09,True
14913422,Entire home/apt,1200.0,False,16,39,67,337,97,7,10,Madrid,2017-04-08,True
14922043,Entire home/apt,1200.0,True,16,31,52,140,80,2,17,Malaga,2019-03-31,True
14922099,Private room,990.0,False,29,59,89,364,,0,,Barcelona,2017-06-05,
14923468,Entire home/apt,2960.0,True,0,23,48,306,94,22,82,Barcelona,2018-12-10,True
14929819,Private room,270.0,True,0,0,0,272,95,130,568,Malaga,2018-07-31,True
14933489,Entire home/apt,400.0,True,4,22,52,142,96,67,344,Sevilla,2018-04-21,True
14940272,Entire home/apt,740.0,True,0,0,23,45,100,9,22,Valencia,2020-11-10,True
14961326,Entire home/apt,940.0,True,0,12,19,239,,0,,Malaga,2019-06-30,
14961344,Entire home/apt,690.0,True,11,26,47,145,100,4,25,Malaga,2018-05-27,True
14962042,Private room,320.0,True,13,41,71,159,99,16,91,Malaga,2018-12-22,True
14962133,Entire home/apt,900.0,True,25,55,85,347,87,41,289,Barcelona,2017-11-13,True
14963633,Private room,350.0,True,19,49,73,348,97,53,223,Girona,2018-08-30,True
14964612,Private room,300.0,True,29,59,89,179,97,7,48,Barcelona,2017-12-09,True
14965707,Private room,300.0,True,0,0,0,0,100,1,2,Barcelona,2020-01-10,True
14972406,Private room,370.0,True,13,43,73,163,90,123,328,Barcelona,2019-10-16,True
14981606,Entire home/apt,1550.0,True,30,45,71,307,95,68,257,Barcelona,2020-04-16,True
14992442,Entire home/apt,680.0,True,26,50,68,306,96,129,286,Valencia,2020-05-31,True
14996558,Entire home/apt,1500.0,True,0,0,0,85,92,10,57,Girona,2018-11-26,True
14997405,Entire home/apt,1100.0,True,0,0,0,174,99,53,104,Madrid,2020-12-17,True
14999488,Private room,250.0,False,4,18,48,104,90,2,65,Barcelona,2017-01-04,True
14999976,Entire home/apt,5000.0,True,23,40,40,239,,2,1,Mallorca,2018-09-18,
15003987,Private room,550.0,True,23,36,41,315,96,23,10,Menorca,2019-05-30,True
15006369,Entire home/apt,910.0,True,7,10,14,34,99,178,373,Madrid,2020-08-25,True
15012271,Private room,200.0,True,0,17,47,322,90,2,13,Barcelona,2018-01-17,True
15012285,Entire home/apt,640.0,True,27,49,79,249,99,29,56,Valencia,2021-02-20,True
15012312,Entire home/apt,650.0,True,17,25,25,25,95,30,151,Madrid,2018-05-14,True
15014198,Entire home/apt,650.0,True,6,21,38,115,97,196,613,Madrid,2019-05-14,True
15019573,Entire home/apt,750.0,True,29,59,89,340,94,19,45,Girona,2020-03-26,True
15030768,Entire home/apt,650.0,True,0,0,0,16,89,36,225,Madrid,2018-01-17,True
15030779,Entire home/apt,600.0,True,3,3,3,3,93,84,422,Madrid,2018-05-14,True
15031239,Entire home/apt,550.0,True,30,60,90,365,100,2,7,Mallorca,2019-10-28,True
15031780,Entire home/apt,670.0,True,30,60,90,362,80,2,6,Malaga,2020-10-30,True
15032997,Entire home/apt,1290.0,True,20,44,51,326,90,4,19,Mallorca,2019-05-27,True
15034204,Entire home/apt,650.0,True,0,0,0,132,97,82,249,Madrid,2019-06-07,True
15034907,Entire home/apt,1600.0,True,1,6,11,286,92,5,38,Mallorca,2019-06-27,True
15036949,Entire home/apt,1000.0,True,15,45,72,73,96,5,29,Malaga,2018-12-22,True
15044451,Private room,450.0,True,18,40,70,345,98,84,282,Madrid,2019-03-08,True
15045517,Private room,650.0,True,11,41,71,244,60,1,7,Barcelona,2021-02-09,False
15047445,Entire home/apt,400.0,True,3,20,48,240,89,102,468,Malaga,2018-07-31,True
15047966,Private room,350.0,True,0,0,0,0,100,1,17,Barcelona,2017-10-07,True
15048152,Entire home/apt,1000.0,True,17,24,24,28,100,8,73,Madrid,2018-07-10,True
15052231,Entire home/apt,450.0,True,12,30,49,49,92,140,36,Madrid,2019-12-10,True
15053593,Entire home/apt,1000.0,False,18,40,66,66,98,18,292,Madrid,2017-04-08,True
15053800,Private room,350.0,True,3,3,3,3,92,17,55,Barcelona,2019-04-10,True
15055155,Entire home/apt,550.0,True,1,17,47,47,95,69,181,Madrid,2019-11-09,True
15066661,Entire home/apt,4000.0,True,13,14,40,315,80,34,103,Barcelona,2019-12-10,True
15068266,Entire home/apt,750.0,False,24,38,63,204,87,4,73,Madrid,2017-03-06,True
15070085,Private room,300.0,True,30,60,90,180,94,52,155,Valencia,2019-07-01,True
15070118,Entire home/apt,2200.0,False,24,48,78,346,96,12,222,Madrid,2017-03-06,True
15071197,Entire home/apt,490.0,True,15,41,42,310,90,49,156,Malaga,2019-05-01,True
15078222,Entire home/apt,2100.0,True,28,58,88,363,90,6,15,Girona,2020-10-28,True
15081686,Entire home/apt,1140.0,True,15,45,63,299,,0,,Girona,2020-03-26,
15081693,Entire home/apt,1700.0,True,16,25,52,54,,0,,Girona,2019-06-30,
15082579,Entire home/apt,1500.0,False,4,23,46,166,85,8,97,Barcelona,2017-06-05,True
15091443,Shared room,700.0,True,21,29,59,281,83,6,21,Madrid,2019-04-11,True
15110544,Entire home/apt,650.0,True,0,21,51,195,93,10,49,Mallorca,2018-12-18,True
15123163,Entire home/apt,1620.0,True,0,0,0,202,97,13,3,Mallorca,2020-11-08,True
15125165,Entire home/apt,1540.0,True,0,0,0,1,,0,,Girona,2020-01-31,
15125219,Entire home/apt,1390.0,True,17,47,77,262,100,3,9,Girona,2019-08-31,True
15125277,Entire home/apt,720.0,True,0,0,22,297,,0,,Girona,2018-12-22,
15125280,Entire home/apt,1020.0,True,29,50,71,222,,0,,Girona,2020-05-28,
15125294,Entire home/apt,780.0,True,0,0,0,0,,0,,Girona,2020-03-26,
15125300,Entire home/apt,1020.0,True,15,45,57,185,80,1,5,Girona,2020-03-26,True
15125331,Entire home/apt,2000.0,True,29,59,89,364,,0,,Girona,2019-10-30,
15138252,Entire home/apt,2970.0,True,0,0,0,0,96,5,26,Mallorca,2020-11-08,True
15140894,Entire home/apt,900.0,True,27,57,87,351,96,10,49,Girona,2019-03-30,True
15142018,Entire home/apt,3100.0,True,12,22,41,73,98,28,74,Madrid,2020-02-18,True
15154624,Entire home/apt,1320.0,True,0,0,0,0,100,2,12,Mallorca,2019-12-31,True
15155730,Entire home/apt,980.0,False,9,34,57,243,,0,,Mallorca,2017-03-15,
15156675,Private room,290.0,True,0,0,0,0,93,6,2,Madrid,2019-03-08,True
15157817,Entire home/apt,1450.0,True,17,33,63,245,84,50,166,Sevilla,2019-06-29,True
15162404,Private room,320.0,True,30,60,90,365,95,4,33,Sevilla,2018-04-21,True
15163885,Hotel room,400.0,True,0,0,0,0,93,60,148,Madrid,2020-03-17,True
15164356,Entire home/apt,500.0,True,3,7,18,71,91,112,503,Sevilla,2018-07-31,True
15168761,Entire home/apt,500.0,True,9,33,63,208,96,146,473,Madrid,2019-04-11,True
15172492,Entire home/apt,400.0,True,0,0,0,119,87,3,27,Madrid,2020-05-14,True
15174318,Entire home/apt,1080.0,True,30,57,81,356,91,67,137,Madrid,2020-10-17,True
15179060,Entire home/apt,630.0,True,0,24,40,295,77,6,19,Barcelona,2019-05-14,False
15179188,Private room,500.0,True,0,0,0,0,92,36,76,Madrid,2021-01-12,True
15189300,Entire home/apt,1000.0,True,14,25,26,267,100,6,63,Girona,2018-04-21,True
15192087,Entire home/apt,1170.0,True,21,30,37,289,97,120,272,Mallorca,2020-05-28,True
15197781,Entire home/apt,2000.0,True,30,57,87,287,90,7,18,Madrid,2020-03-17,True
15199757,Entire home/apt,1650.0,True,0,0,18,49,100,1,38,Mallorca,2019-06-27,True
15203351,Entire home/apt,650.0,True,0,0,7,7,98,36,98,Madrid,2019-10-16,True
15206279,Private room,320.0,True,14,42,56,331,98,33,88,Madrid,2019-11-09,True
15206536,Entire home/apt,1000.0,True,29,59,89,364,92,5,11,Madrid,2020-08-25,True
15215147,Entire home/apt,3990.0,True,30,60,90,351,,0,,Mallorca,2019-11-28,
15225108,Private room,350.0,True,24,54,62,62,100,1,10,Barcelona,2018-05-14,True
15226260,Entire home/apt,3400.0,True,0,5,7,127,,0,,Mallorca,2019-08-31,
15227148,Private room,250.0,True,11,23,23,89,97,18,92,Barcelona,2018-05-14,True
15228632,Entire home/apt,670.0,True,16,30,46,76,,0,,Mallorca,2020-06-25,
15228637,Entire home/apt,680.0,True,25,32,32,50,,0,,Mallorca,2020-06-25,
15228643,Entire home/apt,680.0,True,2,4,25,240,90,2,8,Mallorca,2019-07-25,True
15228656,Entire home/apt,750.0,True,0,0,13,217,100,2,5,Mallorca,2021-02-11,True
15228673,Entire home/apt,840.0,True,29,59,68,144,80,4,11,Mallorca,2020-04-23,True
15228688,Entire home/apt,1150.0,True,0,0,6,95,,0,,Mallorca,2018-07-29,
15234209,Private room,200.0,True,2,17,32,303,99,31,371,Barcelona,2017-10-07,True
15245145,Private room,220.0,True,0,0,15,290,92,5,32,Madrid,2018-01-17,True
15245258,Entire home/apt,1200.0,False,0,0,0,0,87,3,59,Barcelona,2017-06-05,True
15248430,Private room,350.0,True,0,0,0,0,97,88,239,Barcelona,2019-10-16,True
15248525,Entire home/apt,750.0,True,30,60,90,271,96,35,66,Girona,2021-02-27,True
15253506,Entire home/apt,3150.0,False,11,36,65,338,,0,,Barcelona,2017-01-04,
15254167,Private room,320.0,False,26,56,86,361,80,9,284,Barcelona,2017-01-04,True
15259141,Entire home/apt,1990.0,True,28,30,34,85,,0,,Mallorca,2018-04-18,
15265238,Private room,990.0,True,0,0,0,109,,0,,Barcelona,2019-01-14,
15277194,Entire home/apt,2300.0,False,23,53,72,295,,0,,Mallorca,2017-03-15,
15279710,Private room,200.0,True,16,34,62,337,88,255,619,Sevilla,2020-02-29,True
15280322,Entire home/apt,1030.0,True,11,30,53,307,87,14,45,Valencia,2019-09-01,True
15291323,Entire home/apt,450.0,True,3,19,45,315,93,14,34,Madrid,2020-02-18,True
15293984,Entire home/apt,1090.0,True,28,58,88,323,,0,,Mallorca,2018-11-20,
15295749,Entire home/apt,730.0,True,0,7,27,182,93,32,102,Sevilla,2019-07-29,True
15299905,Entire home/apt,2210.0,True,17,47,77,317,98,35,89,Mallorca,2020-01-29,True
15300143,Entire home/apt,1290.0,True,30,60,90,365,99,39,87,Mallorca,2021-02-11,True
15305990,Entire home/apt,1260.0,False,30,60,90,348,,0,,Mallorca,2017-03-15,
15306390,Private room,200.0,True,0,0,0,166,90,4,16,Barcelona,2019-01-14,True
15308709,Entire home/apt,420.0,True,20,50,80,355,89,37,173,Madrid,2018-07-10,True
15313617,Private room,220.0,True,0,0,0,0,88,96,219,Sevilla,2020-05-30,True
15316088,Private room,240.0,True,0,0,0,0,,0,,Madrid,2019-09-19,
15318828,Entire home/apt,370.0,True,30,60,90,305,89,48,153,Malaga,2020-10-30,True
15320242,Private room,200.0,True,0,23,53,143,93,16,64,Madrid,2018-11-07,True
15325670,Private room,390.0,True,13,35,65,340,96,45,152,Barcelona,2019-08-12,True
15348862,Entire home/apt,1690.0,True,23,53,83,84,89,13,8,Barcelona,2018-02-07,True
15349533,Entire home/apt,2210.0,True,28,58,88,325,100,3,19,Girona,2018-10-20,True
15353038,Entire home/apt,800.0,True,0,0,0,0,92,98,268,Madrid,2019-10-16,True
15353324,Entire home/apt,1990.0,False,4,10,23,71,,0,,Barcelona,2017-08-06,
15357450,Entire home/apt,4000.0,True,4,12,17,274,100,1,1,Barcelona,2019-07-10,True
15360160,Entire home/apt,600.0,True,29,59,89,179,90,33,87,Sevilla,2019-11-29,True
15364728,Entire home/apt,500.0,True,1,2,32,66,88,8,42,Girona,2018-07-31,True
15372652,Entire home/apt,570.0,True,0,0,0,0,,0,,Madrid,2018-12-10,
15376167,Entire home/apt,1000.0,False,0,0,3,212,96,15,249,Barcelona,2017-04-08,True
15380630,Private room,500.0,True,30,60,90,365,85,13,29,Valencia,2020-11-10,True
15402634,Private room,380.0,True,13,43,73,73,93,65,17,Madrid,2019-12-10,True
15402794,Private room,150.0,True,8,25,50,297,92,85,254,Valencia,2019-07-31,True
15421787,Private room,800.0,True,30,60,90,365,,0,,Girona,2019-08-31,
15430554,Entire home/apt,2180.0,True,14,14,14,22,,0,,Mallorca,2018-10-17,
15431978,Private room,310.0,True,29,59,89,364,97,58,118,Madrid,2020-11-06,True
15433602,Entire home/apt,800.0,True,22,47,58,59,97,27,147,Sevilla,2018-10-18,True
15435548,Private room,500.0,True,6,29,59,59,97,29,141,Barcelona,2018-09-11,True
15442110,Entire home/apt,790.0,False,0,2,31,31,97,7,148,Madrid,2017-03-06,True
15442250,Entire home/apt,950.0,True,22,52,65,65,92,34,68,Madrid,2021-02-09,True
15442299,Entire home/apt,600.0,True,25,46,74,343,99,103,403,Sevilla,2018-11-22,True
15445327,Entire home/apt,700.0,True,3,7,8,141,98,64,197,Mallorca,2019-06-27,True
15445749,Entire home/apt,790.0,True,23,53,83,173,99,32,78,Madrid,2020-03-17,True
15446759,Entire home/apt,1150.0,True,18,34,46,46,95,4,23,Girona,2018-10-20,True
15458594,Private room,250.0,False,9,39,69,69,94,13,154,Barcelona,2017-07-06,True
15467299,Private room,250.0,True,30,46,46,46,97,84,206,Barcelona,2020-03-16,True
15472647,Private room,800.0,False,7,28,50,286,90,3,6,Barcelona,2017-06-05,True
15476243,Entire home/apt,490.0,True,0,0,0,0,,0,,Mallorca,2020-09-19,
15479793,Entire home/apt,850.0,True,30,46,66,336,97,188,45,Sevilla,2020-03-23,True
15483258,Entire home/apt,690.0,True,2,13,37,284,93,74,326,Madrid,2018-09-11,True
15483686,Entire home/apt,520.0,False,30,60,90,180,,0,,Madrid,2017-04-08,
15487828,Private room,450.0,True,1,3,3,3,96,6,36,Barcelona,2019-03-08,True
15488434,Entire home/apt,2320.0,True,0,13,43,122,73,3,17,Mallorca,2021-02-11,False
15488638,Entire home/apt,620.0,True,16,42,71,301,92,133,343,Barcelona,2020-02-16,True
15489253,Private room,370.0,False,1,1,1,270,96,10,172,Barcelona,2017-04-08,True
15491386,Entire home/apt,1050.0,True,15,41,56,273,83,8,5,Barcelona,2019-02-06,True
15491387,Private room,300.0,False,21,46,70,95,100,3,134,Barcelona,2017-01-04,True
15492619,Entire home/apt,1350.0,True,8,25,49,169,,0,,Sevilla,2019-05-29,
15503909,Entire home/apt,3980.0,True,0,8,38,225,100,1,6,Mallorca,2020-01-29,True
15504370,Entire home/apt,3240.0,True,0,0,0,122,,0,,Mallorca,2018-11-20,
15505839,Entire home/apt,1950.0,True,27,57,87,362,96,73,193,Malaga,2019-11-30,True
15507285,Private room,590.0,True,5,31,61,68,95,64,168,Barcelona,2019-12-10,True
