apartment_id,room_type,price,has_availability,availability_30,availability_60,availability_90,availability_365,review_scores_rating,first_review_date,last_review_date,number_of_reviews,reviews_per_month,city,insert_date,price_missing,reviews 80+
3166655,Entire home/apt,870.0,True,4,26,56,286,92,2014-09-26,2018-04-08,26,0.6,Madrid,2018-05-14,False,True
3184899,Private room,300.0,True,30,52,82,357,91,2014-06-23,2020-01-03,270,4.05,Barcelona,2020-01-10,False,True
3191774,Entire home/apt,1860.0,True,23,36,51,319,93,2014-06-18,2019-12-08,259,3.87,Barcelona,2020-01-10,False,True
3213245,Entire home/apt,1340.0,True,30,60,90,349,93,2014-07-22,2020-08-16,12,0.15,Girona,2020-12-31,False,True
3215070,Entire home/apt,950.0,False,0,0,0,0,80,2014-06-16,2017-05-30,28,0.78,Barcelona,2017-06-05,False,True
3223060,Entire home/apt,680.0,False,10,21,34,288,88,2014-07-29,2016-12-18,18,0.57,Mallorca,2017-03-15,False,True
3227641,Entire home/apt,3000.0,True,29,59,86,334,100,2018-07-03,2018-07-03,1,0.13,Mallorca,2019-02-17,False,True
3233342,Private room,350.0,True,13,42,42,271,95,2014-08-23,2020-02-24,240,3.51,Sevilla,2020-04-30,False,True
3238474,Private room,150.0,True,30,60,90,365,75,2016-07-15,2019-05-31,11,0.23,Barcelona,2020-07-17,False,False
3239311,Entire home/apt,1000.0,False,8,34,64,339,87,2016-07-24,2016-08-15,3,0.24,Barcelona,2017-08-06,False,True
3240744,Private room,440.0,True,22,52,82,357,87,2014-06-17,2018-11-03,187,3.47,Barcelona,2018-12-10,False,True
3244300,Private room,180.0,True,18,18,18,243,91,2015-09-21,2018-07-14,61,1.75,Madrid,2018-08-14,False,True
3248217,Entire home/apt,850.0,True,28,58,88,363,93,2017-07-23,2020-08-07,18,0.48,Mallorca,2020-08-28,False,True
3250010,Entire home/apt,940.0,True,19,47,67,67,98,2014-08-03,2019-09-06,54,0.87,Girona,2019-09-30,False,True
3255204,Entire home/apt,390.0,True,23,53,83,173,98,2015-04-07,2020-03-04,18,0.28,Barcelona,2020-07-17,False,True
3265618,Entire home/apt,1000.0,True,30,60,90,365,100,2020-08-25,2020-08-25,1,0.26,Mallorca,2020-12-19,False,True
3269446,Private room,250.0,True,0,0,0,0,100,2017-11-01,2017-11-01,1,0.03,Barcelona,2020-05-11,False,True
3275634,Entire home/apt,,True,30,60,90,365,73,2016-04-11,2016-08-14,4,0.09,Valencia,2020-02-29,True,False
3275784,Entire home/apt,1500.0,True,0,0,0,214,95,2014-08-29,2019-09-19,8,0.1,Mallorca,2021-01-16,False,True
3279230,Entire home/apt,2850.0,True,0,0,16,149,100,2019-05-05,2019-05-05,1,0.05,Mallorca,2021-01-16,False,True
3281769,Entire home/apt,1250.0,True,24,51,59,91,94,2014-06-16,2020-03-05,128,1.72,Barcelona,2020-08-24,False,True
3283389,Entire home/apt,1150.0,True,23,53,83,358,100,2019-08-10,2019-08-17,2,0.75,Girona,2019-10-30,False,True
3291065,Private room,250.0,True,29,59,89,179,94,2016-05-24,2020-03-10,203,4.17,Barcelona,2020-06-13,False,True
3295510,Entire home/apt,300.0,True,1,1,1,57,94,2015-07-20,2018-08-13,17,0.45,Malaga,2018-08-29,False,True
3297333,Private room,280.0,True,2,24,54,329,97,2014-07-14,2018-05-10,33,0.72,Madrid,2018-05-14,False,True
3305391,Private room,700.0,True,22,48,78,353,96,2014-07-28,2020-06-27,178,2.5,Girona,2020-06-29,False,True
3306010,Entire home/apt,870.0,True,4,9,9,28,67,2015-05-03,2017-04-06,3,0.06,Mallorca,2019-05-27,False,False
3306780,Private room,350.0,False,1,1,3,260,88,2014-07-03,2017-06-22,168,4.65,Barcelona,2017-07-06,False,True
3331046,Entire home/apt,600.0,False,1,8,12,215,88,2014-07-10,2017-04-06,77,2.33,Barcelona,2017-04-08,False,True
3331198,Entire home/apt,1790.0,True,30,45,53,139,96,2014-08-09,2017-10-22,16,0.36,Mallorca,2018-04-18,False,True
3337390,Entire home/apt,1000.0,False,7,27,27,27,,,,0,,Barcelona,2017-07-06,False,
3349247,Entire home/apt,800.0,True,23,53,83,337,94,2015-07-12,2019-08-10,29,0.58,Girona,2019-08-31,False,True
3352293,Private room,300.0,True,0,0,0,0,93,2014-07-16,2015-09-30,24,0.6,Barcelona,2017-11-13,False,True
3355955,Private room,390.0,True,0,0,0,0,96,2014-07-14,2020-07-27,195,2.59,Madrid,2020-10-17,False,True
3357564,Entire home/apt,1650.0,True,29,54,80,355,80,2016-02-08,2016-06-06,2,0.09,Barcelona,2018-01-17,False,True
3358639,Private room,200.0,True,0,0,9,232,95,2014-06-24,2019-12-18,330,4.95,Madrid,2020-01-10,False,True
3360717,Entire home/apt,760.0,True,8,24,37,280,97,2014-07-26,2018-04-14,36,0.8,Girona,2018-04-21,False,True
3365438,Entire home/apt,1650.0,True,25,55,85,360,90,2016-06-06,2016-06-20,2,0.06,Barcelona,2019-02-06,False,True
3366794,Entire home/apt,600.0,True,8,21,51,326,87,2015-05-19,2019-07-12,23,0.45,Mallorca,2019-08-31,False,True
3367356,Entire home/apt,2990.0,True,24,42,68,319,94,2014-07-09,2020-03-07,137,2.01,Barcelona,2020-03-16,False,True
3375441,Entire home/apt,2840.0,True,22,47,77,346,87,2015-06-11,2017-05-27,3,0.08,Mallorca,2018-09-18,False,True
3380578,Entire home/apt,3950.0,True,20,38,59,325,100,2015-09-23,2016-05-22,2,0.04,Girona,2019-08-31,False,True
3381765,Entire home/apt,800.0,True,8,8,12,12,96,2015-06-12,2017-04-16,15,0.39,Madrid,2018-08-14,False,True
3382429,Private room,230.0,True,29,59,89,364,87,2019-07-02,2020-01-06,35,1.9,Barcelona,2021-01-12,False,True
3392606,Private room,590.0,True,0,1,4,258,95,2014-08-11,2019-04-29,71,1.24,Barcelona,2019-05-14,False,True
3393502,Entire home/apt,700.0,True,10,40,60,330,96,2015-01-03,2018-12-03,47,0.99,Barcelona,2018-12-10,False,True
3396940,Entire home/apt,550.0,True,0,0,3,157,94,2014-07-13,2019-08-25,45,0.73,Malaga,2019-09-01,False,True
3437355,Entire home/apt,900.0,False,10,10,10,10,87,2015-07-01,2016-09-18,9,0.46,Barcelona,2017-02-09,False,True
3445805,Entire home/apt,690.0,True,29,59,89,364,97,2015-06-19,2017-01-06,6,0.14,Madrid,2019-01-14,False,True
3448147,Private room,250.0,True,19,49,72,347,93,2015-04-04,2019-09-25,151,2.8,Sevilla,2019-09-30,False,True
3453772,Private room,250.0,True,0,3,4,252,94,2014-07-22,2018-10-24,38,0.74,Barcelona,2018-11-07,False,True
3454239,Entire home/apt,740.0,True,29,47,47,50,97,2018-10-11,2020-01-08,12,0.5,Barcelona,2020-10-12,False,True
3454527,Entire home/apt,800.0,True,2,32,62,305,92,2014-08-20,2020-09-09,48,0.62,Girona,2021-01-31,False,True
3461009,Shared room,590.0,True,5,21,44,49,,,,0,,Mallorca,2020-05-28,False,
3472196,Entire home/apt,1100.0,True,0,12,42,127,78,2014-10-09,2018-06-22,13,0.29,Barcelona,2018-07-10,False,False
3473811,Entire home/apt,3000.0,True,10,10,34,309,83,2014-08-09,2019-08-11,6,0.1,Mallorca,2019-08-31,False,True
3474270,Entire home/apt,1980.0,True,19,36,66,89,96,2018-05-11,2019-04-23,15,0.79,Barcelona,2019-12-10,False,True
3478893,Entire home/apt,750.0,True,0,0,0,74,90,2014-09-26,2019-01-04,187,3.62,Madrid,2019-01-14,False,True
3486515,Entire home/apt,800.0,True,20,50,73,312,84,2014-08-16,2018-11-04,38,0.7,Girona,2019-02-19,False,True
3486890,Private room,500.0,False,4,6,34,309,84,2014-08-02,2016-11-05,5,0.14,Barcelona,2017-07-06,False,True
3496538,Private room,190.0,False,3,14,44,319,96,2015-03-07,2017-05-02,20,0.77,Barcelona,2017-05-07,False,True
3502046,Entire home/apt,790.0,False,11,15,37,312,78,2017-04-16,2017-06-01,9,5.47,Barcelona,2017-06-05,False,False
3504143,Entire home/apt,550.0,True,27,57,77,316,82,2014-07-25,2017-09-03,28,0.62,Girona,2018-04-21,False,True
3505101,Private room,400.0,False,29,59,89,364,,,,0,,Barcelona,2017-03-06,False,
3507362,Entire home/apt,900.0,True,26,29,32,140,93,2016-09-12,2020-01-01,14,0.33,Barcelona,2020-03-16,False,True
3507552,Private room,370.0,True,30,57,81,341,94,2015-06-14,2020-02-25,163,2.85,Barcelona,2020-03-16,False,True
3515468,Private room,260.0,True,0,0,0,256,94,2015-08-07,2018-12-31,41,0.97,Madrid,2019-02-06,False,True
3517921,Entire home/apt,690.0,True,0,0,0,0,95,2014-08-20,2020-03-15,125,1.81,Madrid,2020-05-14,False,True
3519688,Entire home/apt,800.0,True,0,0,0,0,80,2018-04-16,2018-04-23,2,2.17,Madrid,2018-05-14,False,True
3524968,Private room,390.0,True,16,46,76,76,96,2017-05-23,2019-08-26,21,0.75,Barcelona,2019-09-17,False,True
3525932,Entire home/apt,500.0,True,1,17,40,162,91,2017-05-28,2019-04-22,10,0.42,Girona,2019-05-29,False,True
3535864,Entire home/apt,1100.0,True,17,47,77,352,94,2014-09-01,2020-05-06,421,6.16,Barcelona,2020-05-11,False,True
3546336,Private room,1900.0,True,0,0,0,0,98,2014-08-17,2017-03-03,9,0.13,Barcelona,2020-06-13,False,True
3556913,Entire home/apt,1370.0,True,27,57,87,317,69,2016-01-03,2020-02-29,7,0.13,Barcelona,2020-06-13,False,False
3559666,Entire home/apt,1050.0,True,3,15,25,100,97,2014-09-17,2020-02-26,226,3.42,Barcelona,2020-03-16,False,True
3562298,Entire home/apt,500.0,False,3,7,12,275,86,2014-08-01,2017-06-14,117,3.32,Barcelona,2017-07-06,False,True
3566697,Entire home/apt,540.0,True,1,4,34,280,91,2015-05-09,2019-12-28,20,0.36,Girona,2019-12-31,False,True
3576884,Entire home/apt,1000.0,True,20,50,80,171,89,2014-08-25,2018-08-18,29,0.6,Girona,2018-08-30,False,True
3578960,Entire home/apt,950.0,True,1,1,1,1,92,2014-08-19,2020-08-10,12,0.16,Girona,2020-11-28,False,True
3583512,Entire home/apt,550.0,True,17,47,77,164,87,2014-07-26,2019-05-01,170,2.95,Barcelona,2019-05-14,False,True
3584830,Entire home/apt,1090.0,True,4,10,18,258,98,2014-08-26,2019-04-02,230,4.14,Madrid,2019-04-11,False,True
3588117,Private room,250.0,True,2,20,50,315,84,2015-02-16,2019-09-02,250,4.53,Madrid,2019-09-19,False,True
3589257,Private room,650.0,True,29,59,89,364,95,2014-11-05,2020-03-24,25,0.35,Barcelona,2020-11-06,False,True
3591001,Entire home/apt,1600.0,True,30,60,84,359,96,2014-08-10,2019-08-30,26,0.38,Girona,2020-04-30,False,True
3592556,Private room,450.0,True,0,0,0,0,90,2014-07-17,2014-08-28,3,0.04,Madrid,2020-03-17,False,True
3593609,Private room,340.0,True,17,41,41,41,91,2014-07-24,2017-10-22,81,2.0,Barcelona,2017-12-09,False,True
3598284,Entire home/apt,920.0,True,0,13,40,315,90,2017-07-20,2018-07-21,2,0.16,Girona,2018-07-31,False,True
3599402,Private room,200.0,True,0,0,0,0,100,2016-05-04,2018-08-31,6,0.14,Madrid,2019-11-09,False,True
3626464,Hotel room,400.0,True,29,59,89,186,85,2014-11-17,2020-03-14,90,1.35,Malaga,2020-05-31,False,True
3631912,Entire home/apt,1990.0,True,30,56,86,347,93,2014-08-12,2018-11-03,14,0.27,Mallorca,2018-11-20,False,True
3634997,Entire home/apt,1190.0,True,5,18,33,239,77,2014-08-05,2019-10-14,69,1.11,Barcelona,2019-10-16,False,False
3641337,Private room,400.0,True,24,54,81,352,94,2014-09-01,2018-11-23,200,3.89,Barcelona,2018-12-10,False,True
3643732,Entire home/apt,4700.0,True,30,60,87,308,91,2014-11-03,2019-09-10,50,0.78,Mallorca,2020-02-29,False,True
3653355,Entire home/apt,300.0,True,29,59,89,364,85,2014-09-07,2020-09-30,263,3.55,Madrid,2020-11-06,False,True
3658759,Private room,750.0,True,28,58,88,363,,,,0,,Valencia,2020-10-24,False,
3683800,Entire home/apt,650.0,True,27,57,87,338,90,2017-08-26,2017-09-13,2,0.15,Girona,2018-09-28,False,True
3685880,Private room,350.0,False,0,0,0,0,89,2014-08-11,2016-10-31,27,0.77,Barcelona,2017-07-06,False,True
3691083,Private room,450.0,True,0,0,0,0,100,2014-08-14,2014-08-14,1,0.02,Barcelona,2018-11-07,False,True
3691270,Entire home/apt,1150.0,True,20,50,72,219,100,2014-09-10,2014-09-10,1,0.02,Mallorca,2019-01-28,False,True
3691867,Entire home/apt,1000.0,True,16,34,45,320,96,2014-08-11,2018-01-05,225,5.45,Madrid,2018-01-17,False,True
3692920,Entire home/apt,850.0,True,29,59,89,364,70,2015-08-29,2016-08-20,2,0.05,Girona,2018-09-28,False,False
3696539,Entire home/apt,1100.0,True,16,20,22,216,98,2014-12-26,2019-11-16,54,0.87,Mallorca,2020-02-29,False,True
3699971,Private room,300.0,True,0,0,0,0,88,2017-08-16,2017-09-02,5,0.64,Barcelona,2018-04-12,False,True
3701970,Entire home/apt,610.0,True,25,55,85,360,85,2014-08-10,2018-08-25,25,0.51,Menorca,2018-08-29,False,True
3706498,Entire home/apt,2750.0,True,3,3,29,290,93,2015-06-29,2018-08-18,16,0.41,Menorca,2018-09-28,False,True
3735449,Entire home/apt,1270.0,False,9,9,10,281,91,2014-09-04,2016-11-01,7,0.22,Barcelona,2017-05-07,False,True
3739160,Private room,150.0,True,0,0,1,1,97,2017-04-15,2018-11-06,12,0.44,Sevilla,2019-07-29,False,True
3757544,Entire home/apt,1100.0,False,10,28,40,97,96,2014-08-11,2016-10-28,38,1.22,Mallorca,2017-03-15,False,True
3760411,Private room,1050.0,True,10,14,14,48,91,2015-04-02,2019-08-29,15,0.28,Mallorca,2019-09-28,False,True
3764223,Private room,500.0,True,28,50,80,130,100,2016-03-30,2018-03-30,48,1.94,Malaga,2018-04-22,False,True
3764496,Entire home/apt,700.0,True,0,0,0,0,87,2014-10-01,2019-08-23,15,0.23,Madrid,2020-02-18,False,True
3770072,Entire home/apt,1000.0,True,0,18,32,283,96,2014-08-21,2019-10-26,129,2.06,Barcelona,2019-11-09,False,True
3771149,Private room,390.0,False,2,27,53,305,94,2015-03-06,2016-11-13,51,2.31,Barcelona,2017-01-04,False,True
3773519,Entire home/apt,1300.0,True,0,21,51,326,92,2014-08-13,2018-07-31,53,0.97,Valencia,2019-02-28,False,True
3776198,Private room,290.0,True,24,50,51,315,97,2015-03-02,2017-10-21,43,1.32,Barcelona,2017-11-13,False,True
3776211,Entire home/apt,400.0,False,0,0,0,0,90,2014-08-21,2014-11-23,2,0.06,Barcelona,2017-07-06,False,True
3776686,Entire home/apt,2050.0,True,29,49,72,325,93,2014-08-22,2020-03-15,175,2.58,Barcelona,2020-04-16,False,True
3780718,Entire home/apt,1090.0,True,30,60,90,181,88,2016-07-03,2019-09-28,15,0.36,Menorca,2019-12-31,False,True
3783948,Private room,260.0,False,29,59,86,361,99,2014-09-13,2016-11-19,31,1.04,Madrid,2017-03-06,False,True
3789390,Private room,200.0,True,1,30,60,62,100,2015-12-07,2017-02-28,4,0.1,Valencia,2019-03-31,False,True
3789444,Private room,450.0,False,0,0,0,0,,,,0,,Barcelona,2017-05-07,False,
3797696,Entire home/apt,2500.0,True,14,36,58,174,92,2015-02-12,2018-01-06,28,0.78,Barcelona,2018-02-07,False,True
3798387,Entire home/apt,1500.0,False,3,18,48,323,88,2014-08-28,2017-07-23,117,3.31,Barcelona,2017-08-06,False,True
3800639,Entire home/apt,290.0,True,2,7,13,247,91,2014-08-31,2019-06-20,117,2.02,Valencia,2019-07-01,False,True
3802228,Entire home/apt,1600.0,True,30,60,90,365,92,2015-07-18,2018-08-23,20,0.5,Girona,2018-11-26,False,True
3806708,Private room,1100.0,True,10,40,70,337,96,2016-05-17,2018-09-14,9,0.32,Mallorca,2018-09-18,False,True
3809219,Entire home/apt,950.0,True,12,42,67,290,98,2017-04-27,2018-12-04,62,3.14,Mallorca,2018-12-18,False,True
3810717,Entire home/apt,1100.0,False,0,0,0,0,97,2015-07-15,2016-06-19,6,0.34,Barcelona,2017-01-04,False,True
3816076,Private room,260.0,True,30,60,90,90,92,2014-12-01,2020-02-24,55,0.84,Madrid,2020-05-14,False,True
3826233,Entire home/apt,750.0,True,0,0,0,0,,,,0,,Barcelona,2017-10-07,False,
3826309,Entire home/apt,1080.0,True,30,60,72,267,96,2015-09-06,2019-10-21,38,0.63,Mallorca,2020-09-19,False,True
3827423,Private room,200.0,True,4,4,4,264,97,2014-11-13,2019-08-17,23,0.39,Madrid,2019-09-19,False,True
3845305,Private room,650.0,True,0,0,0,0,,,,0,,Barcelona,2017-10-07,False,
3846956,Private room,400.0,True,30,60,90,365,89,2015-05-07,2019-10-12,46,0.67,Barcelona,2021-01-12,False,True
3847290,Private room,890.0,False,30,57,87,357,100,2016-08-09,2016-08-09,1,0.21,Barcelona,2017-01-04,False,True
3853696,Private room,300.0,True,0,0,0,0,,,,0,,Malaga,2018-09-29,False,
3855575,Entire home/apt,1500.0,True,9,39,66,331,99,2014-09-21,2020-03-11,315,4.65,Barcelona,2020-05-11,False,True
3871145,Entire home/apt,1800.0,True,5,17,30,221,98,2015-05-28,2019-09-26,40,0.76,Barcelona,2019-10-16,False,True
3879404,Entire home/apt,1250.0,False,13,30,37,295,86,2014-10-11,2017-05-01,10,0.32,Barcelona,2017-05-07,False,True
3880175,Entire home/apt,800.0,True,29,59,89,333,93,2014-12-23,2018-10-18,38,0.76,Girona,2019-02-19,False,True
3880319,Entire home/apt,550.0,False,12,21,34,286,93,2014-09-14,2017-03-06,39,1.27,Madrid,2017-04-08,False,True
3888649,Private room,400.0,True,0,0,0,0,,,,0,,Menorca,2019-05-30,False,
3896109,Private room,290.0,True,13,34,62,246,89,2014-09-01,2019-03-01,179,3.3,Barcelona,2019-03-08,False,True
3903082,Entire home/apt,1200.0,False,13,39,69,344,94,2015-03-06,2017-02-04,14,0.56,Barcelona,2017-04-08,False,True
3907905,Private room,490.0,False,30,60,90,365,53,2015-08-13,2016-10-26,6,0.32,Barcelona,2017-03-06,False,False
3911744,Entire home/apt,800.0,True,8,27,57,332,79,2014-09-14,2018-01-02,32,0.73,Barcelona,2018-05-14,False,False
3916107,Private room,250.0,True,0,0,0,0,,,,0,,Barcelona,2018-02-07,False,
3919665,Entire home/apt,2000.0,True,28,58,88,363,100,2015-08-03,2018-10-19,12,0.3,Mallorca,2018-11-20,False,True
3922394,Entire home/apt,490.0,False,0,0,0,0,90,2014-09-02,2015-10-01,50,1.71,Barcelona,2017-02-09,False,True
3923206,Entire home/apt,1860.0,False,12,29,38,238,100,2015-09-21,2016-10-29,3,0.17,Mallorca,2017-03-15,False,True
3927638,Entire home/apt,500.0,True,1,28,51,320,85,2014-09-13,2017-09-25,65,1.76,Barcelona,2017-10-07,False,True
3933737,Entire home/apt,1450.0,True,3,24,29,77,80,2016-11-05,2016-11-05,1,0.02,Mallorca,2020-03-22,False,True
3938824,Entire home/apt,690.0,True,11,29,38,46,89,2014-09-02,2019-10-29,57,0.89,Madrid,2020-01-10,False,True
3942375,Entire home/apt,1550.0,True,3,7,12,270,97,2014-10-08,2018-06-27,67,1.49,Barcelona,2018-07-10,False,True
3942411,Private room,380.0,True,0,0,0,0,91,2014-09-29,2017-09-18,86,2.29,Barcelona,2017-11-13,False,True
3942917,Private room,880.0,True,25,55,85,358,98,2014-09-11,2018-10-13,88,1.79,Mallorca,2018-10-17,False,True
3943443,Private room,350.0,True,0,0,0,0,95,2014-09-09,2016-09-30,4,0.08,Barcelona,2018-08-14,False,True
3948967,Entire home/apt,1140.0,False,6,9,18,253,93,2015-04-14,2017-02-26,103,4.52,Barcelona,2017-03-06,False,True
3950979,Entire home/apt,820.0,False,20,39,46,261,94,2015-03-16,2017-01-29,7,0.3,Madrid,2017-03-06,False,True
3970654,Private room,550.0,False,21,51,81,150,92,2014-09-07,2017-01-27,93,3.1,Barcelona,2017-03-06,False,True
3972514,Entire home/apt,,True,9,9,10,169,100,2015-05-05,2019-04-14,6,0.12,Mallorca,2019-05-27,True,True
3992145,Entire home/apt,1300.0,True,29,59,89,364,100,2014-10-20,2014-11-03,2,0.05,Malaga,2017-11-25,False,True
3992649,Entire home/apt,1000.0,True,0,15,45,320,100,2018-10-26,2019-01-31,2,0.1,Barcelona,2020-07-17,False,True
4000081,Private room,150.0,True,0,0,0,0,100,2018-12-31,2019-01-31,2,0.91,Madrid,2019-03-08,False,True
4015522,Entire home/apt,800.0,True,30,60,90,365,90,2016-08-29,2018-08-27,29,0.93,Girona,2019-03-30,False,True
4026797,Entire home/apt,650.0,True,30,60,90,181,73,2018-08-11,2019-08-10,3,0.24,Girona,2019-08-31,False,False
4028518,Entire home/apt,950.0,True,29,36,46,204,99,2014-09-24,2020-03-12,475,7.22,Barcelona,2020-03-16,False,True
4029838,Entire home/apt,900.0,True,2,14,30,264,96,2014-10-24,2017-10-02,126,3.55,Barcelona,2017-10-07,False,True
4032873,Entire home/apt,600.0,True,30,60,90,365,97,2014-10-19,2017-08-19,6,0.12,Mallorca,2019-01-28,False,True
4042494,Private room,450.0,False,0,0,0,0,91,2014-10-23,2015-11-28,17,0.56,Barcelona,2017-05-07,False,True
4065756,Private room,500.0,False,1,20,28,269,82,2014-10-30,2016-11-23,21,0.67,Barcelona,2017-06-05,False,True
4066844,Entire home/apt,900.0,True,4,34,64,155,93,2014-11-19,2018-08-31,152,3.28,Malaga,2018-09-29,False,True
4068098,Entire home/apt,1800.0,True,12,21,48,323,93,2015-04-16,2018-06-04,48,1.27,Barcelona,2018-06-09,False,True
4075560,Private room,490.0,False,0,0,0,219,86,2015-06-25,2015-08-25,9,0.42,Madrid,2017-04-08,False,True
4079428,Entire home/apt,1300.0,True,2,10,10,173,95,2015-10-31,2018-05-06,8,0.23,Mallorca,2018-09-18,False,True
4079653,Entire home/apt,490.0,True,29,59,89,179,90,2017-04-16,2020-08-09,76,1.64,Malaga,2021-02-27,False,True
4082346,Private room,300.0,True,30,60,90,365,82,2015-02-06,2020-03-02,80,1.23,Sevilla,2020-06-29,False,True
4087574,Entire home/apt,750.0,False,12,35,61,333,100,2014-09-29,2015-10-24,6,0.2,Madrid,2017-04-08,False,True
4090679,Entire home/apt,600.0,True,26,56,86,361,88,2015-09-28,2019-01-11,37,0.92,Mallorca,2019-01-28,False,True
4097748,Entire home/apt,1200.0,True,17,41,61,317,86,2015-09-29,2019-10-13,10,0.2,Valencia,2019-10-31,False,True
4123060,Entire home/apt,780.0,True,30,60,85,322,92,2018-10-07,2020-01-13,23,1.02,Barcelona,2020-08-24,False,True
4146455,Entire home/apt,1000.0,True,29,45,67,242,93,2014-10-25,2019-10-01,23,0.34,Mallorca,2020-06-25,False,True
4149400,Entire home/apt,1350.0,True,1,1,23,290,98,2015-05-05,2020-03-15,76,1.18,Mallorca,2020-09-19,False,True
4150857,Private room,770.0,True,26,56,86,86,,,,0,,Barcelona,2019-02-06,False,
4161286,Private room,200.0,True,0,0,16,31,,,,0,,Madrid,2020-04-17,False,
4166058,Entire home/apt,300.0,True,24,54,74,86,85,2014-10-05,2017-10-30,102,2.73,Barcelona,2017-11-13,False,True
4178114,Entire home/apt,1510.0,True,0,16,46,314,100,2014-10-22,2019-04-22,6,0.11,Mallorca,2019-07-25,False,True
4186859,Entire home/apt,900.0,True,0,0,0,207,93,2016-02-07,2020-02-22,86,1.52,Valencia,2020-10-24,False,True
4187115,Entire home/apt,1700.0,True,8,8,35,295,95,2015-08-25,2020-02-29,23,0.4,Mallorca,2020-06-25,False,True
4187665,Private room,250.0,True,0,0,0,0,89,2014-10-07,2016-01-01,65,0.91,Mallorca,2020-09-19,False,True
4192924,Entire home/apt,910.0,True,0,0,0,63,,,,0,,Girona,2020-12-31,False,
4202082,Private room,330.0,True,30,60,90,365,86,2015-05-16,2017-10-10,10,0.31,Madrid,2018-01-17,False,True
4209027,Private room,290.0,True,0,17,47,47,80,2015-04-25,2017-10-22,98,2.99,Barcelona,2018-01-17,False,True
4210151,Private room,350.0,True,30,60,90,365,91,2015-01-27,2016-08-24,16,0.46,Barcelona,2017-12-09,False,True
4254382,Entire home/apt,,True,0,0,0,0,99,2015-02-16,2018-08-20,31,0.65,Mallorca,2019-01-28,True,True
4256038,Entire home/apt,850.0,True,16,37,67,311,89,2014-10-14,2018-01-30,103,2.58,Barcelona,2018-02-07,False,True
4256300,Entire home/apt,500.0,True,4,22,50,316,94,2014-11-01,2018-07-04,127,2.82,Malaga,2018-07-31,False,True
4299561,Entire home/apt,450.0,True,19,29,56,178,91,2014-10-20,2017-11-01,137,3.72,Barcelona,2017-11-13,False,True
4309709,Entire home/apt,1000.0,False,1,27,45,53,97,2014-12-09,2017-02-07,47,1.75,Madrid,2017-03-06,False,True
4322074,Entire home/apt,950.0,True,0,0,0,0,95,2015-01-03,2015-07-02,5,0.11,Girona,2018-10-20,False,True
4323108,Entire home/apt,650.0,False,6,21,41,312,92,2014-10-25,2017-03-12,90,3.14,Mallorca,2017-03-15,False,True
4327985,Entire home/apt,990.0,True,30,60,90,330,98,2015-04-05,2018-12-02,46,0.98,Valencia,2019-02-28,False,True
4332917,Private room,430.0,True,9,18,48,281,97,2015-01-01,2019-10-23,218,3.74,Barcelona,2019-11-09,False,True
4340187,Entire home/apt,630.0,True,0,0,0,125,96,2015-01-13,2019-06-21,20,0.33,Madrid,2020-02-18,False,True
4344370,Hotel room,1850.0,True,6,28,49,154,98,2015-01-15,2020-02-10,19,0.31,Barcelona,2020-03-16,False,True
4344409,Entire home/apt,1750.0,True,6,20,50,325,100,2015-05-25,2017-06-29,4,0.14,Barcelona,2017-09-12,False,True
4351098,Private room,280.0,True,2,2,28,303,87,2015-05-03,2019-06-19,47,0.94,Sevilla,2019-06-29,False,True
4377210,Entire home/apt,900.0,True,29,55,79,282,100,2017-07-29,2017-08-22,2,0.07,Girona,2019-11-30,False,True
4377983,Entire home/apt,1250.0,True,1,5,20,283,93,2015-06-06,2018-08-18,39,1.01,Mallorca,2018-08-21,False,True
4380982,Entire home/apt,970.0,True,27,57,87,357,93,2015-02-11,2020-08-23,226,3.37,Barcelona,2020-09-12,False,True
4390409,Entire home/apt,1300.0,True,14,35,38,126,90,2015-06-21,2018-08-25,2,0.04,Mallorca,2020-01-29,False,True
4399271,Entire home/apt,2400.0,False,7,19,36,127,95,2016-04-24,2017-07-02,20,1.39,Barcelona,2017-07-06,False,True
4401797,Entire home/apt,790.0,False,9,24,44,319,,,,0,,Barcelona,2017-06-05,False,
4408617,Entire home/apt,810.0,True,16,31,38,260,89,2014-11-12,2019-12-03,124,2.0,Madrid,2020-01-10,False,True
4415780,Private room,250.0,False,0,0,0,0,88,2016-08-31,2016-10-19,5,0.61,Barcelona,2017-05-07,False,True
4425955,Entire home/apt,900.0,True,0,0,0,0,97,2015-07-06,2020-11-01,28,0.42,Mallorca,2021-01-16,False,True
4437209,Entire home/apt,1500.0,True,0,0,0,16,98,2015-03-05,2017-07-11,23,0.57,Madrid,2018-07-10,False,True
4440010,Shared room,200.0,True,24,54,84,359,91,2018-07-08,2018-11-30,11,1.21,Madrid,2019-04-11,False,True
4444415,Entire home/apt,1500.0,False,2,6,19,236,91,2014-11-30,2017-04-17,114,3.9,Barcelona,2017-05-07,False,True
4456730,Private room,280.0,True,0,0,0,0,94,2015-07-10,2019-10-05,58,0.96,Barcelona,2020-07-17,False,True
4466701,Entire home/apt,850.0,True,0,0,0,0,,,,0,,Madrid,2020-06-13,False,
4473361,Entire home/apt,900.0,True,9,27,37,37,100,2015-03-22,2018-10-01,27,0.63,Madrid,2018-10-10,False,True
4474561,Entire home/apt,1000.0,False,14,39,69,344,79,2015-01-02,2017-07-31,82,2.63,Barcelona,2017-08-06,False,False
