apartment_id,room_type,price,has_availability,availability_30,availability_60,availability_90,availability_365,review_scores_rating,first_review_date,last_review_date,number_of_reviews,reviews_per_month,city,insert_date,price_missing,reviews 80+
101580,Entire home/apt,,True,22,52,82,237,99,2017-05-28,2018-10-14,14,0.74,Girona,2018-12-22,True,True
103386,Entire home/apt,840.0,True,17,38,64,229,93,2011-11-01,2019-04-19,13,0.14,Valencia,2019-10-31,False,True
107437,Entire home/apt,2200.0,True,12,41,59,250,93,2011-07-08,2018-07-28,34,0.39,Barcelona,2018-10-10,False,True
121210,Private room,510.0,True,13,38,68,68,89,2011-05-31,2017-12-09,154,1.87,Barcelona,2018-04-12,False,True
128463,Private room,300.0,True,3,16,28,264,97,2011-09-03,2018-01-23,184,2.38,Barcelona,2018-02-07,False,True
131987,Entire home/apt,690.0,True,30,60,90,163,98,2012-03-12,2020-03-12,235,2.38,Sevilla,2020-05-30,False,True
144471,Private room,470.0,True,22,52,82,357,87,2011-07-04,2016-08-04,32,0.43,Barcelona,2017-09-12,False,True
157327,Entire home/apt,5000.0,True,26,56,86,361,80,2015-08-18,2015-08-18,1,0.03,Girona,2018-08-30,False,True
158238,Entire home/apt,1200.0,True,24,54,84,359,89,2011-07-22,2018-05-21,97,1.17,Barcelona,2018-06-09,False,True
164621,Private room,330.0,True,10,39,69,344,95,2011-07-26,2017-06-25,44,0.45,Mallorca,2019-08-31,False,True
170750,Entire home/apt,900.0,True,11,11,11,17,90,2011-10-28,2018-11-18,189,2.21,Madrid,2018-12-10,False,True
176827,Private room,280.0,False,13,43,72,347,83,2012-02-06,2017-04-02,156,2.51,Madrid,2017-04-08,False,True
178456,Entire home/apt,900.0,True,30,60,90,365,88,2012-08-23,2019-09-25,33,0.38,Mallorca,2019-11-28,False,True
183346,Private room,300.0,True,0,0,0,137,83,2013-11-16,2016-05-29,12,0.24,Madrid,2018-01-17,False,True
186221,Private room,150.0,False,5,11,37,234,89,2011-08-22,2017-04-02,416,6.15,Barcelona,2017-04-08,False,True
193923,Private room,200.0,True,2,17,29,253,98,2011-09-02,2020-02-10,125,1.23,Barcelona,2020-02-16,False,True
206846,Entire home/apt,1280.0,True,5,7,25,205,92,2012-02-12,2019-10-09,77,0.82,Barcelona,2019-12-10,False,True
210156,Entire home/apt,580.0,True,26,44,49,102,97,2012-08-11,2019-11-02,90,0.98,Mallorca,2020-03-22,False,True
213296,Private room,250.0,False,8,14,25,224,89,2012-05-20,2017-01-21,168,2.96,Barcelona,2017-02-09,False,True
214970,Private room,330.0,True,1,1,1,1,93,2012-06-13,2020-03-02,144,1.41,Barcelona,2020-12-16,False,True
222753,Private room,310.0,True,30,60,90,365,86,2011-10-22,2020-03-01,172,1.58,Valencia,2020-11-10,False,True
255195,Entire home/apt,330.0,True,30,60,90,330,85,2012-03-02,2020-10-09,17,0.16,Barcelona,2020-11-06,False,True
265647,Entire home/apt,1750.0,True,17,41,71,333,95,2013-08-19,2017-09-03,8,0.13,Girona,2018-08-30,False,True
279439,Private room,250.0,True,1,4,13,13,91,2012-02-20,2018-04-13,102,1.36,Barcelona,2018-05-14,False,True
