Totales Territoriales;Comunidades y Ciudades Autónomas;País de residencia;Meses;Total
Total Nacional;09 Cataluña;Países Bajos;Total;190.125
Total Nacional;09 Cataluña;Países Bajos;Enero;1.351
Total Nacional;09 Cataluña;Países Bajos;Febrero;2.850
Total Nacional;09 Cataluña;Países Bajos;Marzo;2.335
Total Nacional;09 Cataluña;Países Bajos;Abril;7.084
Total Nacional;09 Cataluña;Países Bajos;Mayo;18.316
Total Nacional;09 Cataluña;Países Bajos;Junio;18.108
Total Nacional;09 Cataluña;Países Bajos;Julio;57.043
Total Nacional;09 Cataluña;Países Bajos;Agosto;47.985
Total Nacional;09 Cataluña;Países Bajos;Septiembre;23.452
Total Nacional;09 Cataluña;Países Bajos;Octubre;7.651
Total Nacional;09 Cataluña;Países Bajos;Noviembre;1.891
Total Nacional;09 Cataluña;Países Bajos;Diciembre;2.060
Total Nacional;09 Cataluña;Polonia;Total;57.983
Total Nacional;09 Cataluña;Polonia;Enero;2.537
Total Nacional;09 Cataluña;Polonia;Febrero;4.250
Total Nacional;09 Cataluña;Polonia;Marzo;3.625
Total Nacional;09 Cataluña;Polonia;Abril;4.409
Total Nacional;09 Cataluña;Polonia;Mayo;6.998
Total Nacional;09 Cataluña;Polonia;Junio;6.124
Total Nacional;09 Cataluña;Polonia;Julio;7.656
Total Nacional;09 Cataluña;Polonia;Agosto;6.135
Total Nacional;09 Cataluña;Polonia;Septiembre;7.717
Total Nacional;09 Cataluña;Polonia;Octubre;4.112
Total Nacional;09 Cataluña;Polonia;Noviembre;2.745
Total Nacional;09 Cataluña;Polonia;Diciembre;1.676
Total Nacional;09 Cataluña;Portugal;Total;47.933
Total Nacional;09 Cataluña;Portugal;Enero;2.445
Total Nacional;09 Cataluña;Portugal;Febrero;2.224
Total Nacional;09 Cataluña;Portugal;Marzo;3.144
Total Nacional;09 Cataluña;Portugal;Abril;2.588
Total Nacional;09 Cataluña;Portugal;Mayo;3.323
Total Nacional;09 Cataluña;Portugal;Junio;3.771
Total Nacional;09 Cataluña;Portugal;Julio;6.531
Total Nacional;09 Cataluña;Portugal;Agosto;8.550
Total Nacional;09 Cataluña;Portugal;Septiembre;8.442
Total Nacional;09 Cataluña;Portugal;Octubre;2.637
Total Nacional;09 Cataluña;Portugal;Noviembre;2.117
Total Nacional;09 Cataluña;Portugal;Diciembre;2.161
Total Nacional;09 Cataluña;Republica Checa;Total;43.384
Total Nacional;09 Cataluña;Republica Checa;Enero;2.185
Total Nacional;09 Cataluña;Republica Checa;Febrero;2.501
Total Nacional;09 Cataluña;Republica Checa;Marzo;3.186
Total Nacional;09 Cataluña;Republica Checa;Abril;3.398
Total Nacional;09 Cataluña;Republica Checa;Mayo;3.444
Total Nacional;09 Cataluña;Republica Checa;Junio;4.589
Total Nacional;09 Cataluña;Republica Checa;Julio;2.464
Total Nacional;09 Cataluña;Republica Checa;Agosto;3.689
Total Nacional;09 Cataluña;Republica Checa;Septiembre;6.957
Total Nacional;09 Cataluña;Republica Checa;Octubre;4.503
Total Nacional;09 Cataluña;Republica Checa;Noviembre;3.318
Total Nacional;09 Cataluña;Republica Checa;Diciembre;3.151
Total Nacional;09 Cataluña;Suecia;Total;22.396
Total Nacional;09 Cataluña;Suecia;Enero;272
Total Nacional;09 Cataluña;Suecia;Febrero;656
Total Nacional;09 Cataluña;Suecia;Marzo;1.255
Total Nacional;09 Cataluña;Suecia;Abril;1.333
Total Nacional;09 Cataluña;Suecia;Mayo;1.423
Total Nacional;09 Cataluña;Suecia;Junio;4.045
Total Nacional;09 Cataluña;Suecia;Julio;6.668
Total Nacional;09 Cataluña;Suecia;Agosto;1.431
Total Nacional;09 Cataluña;Suecia;Septiembre;2.605
Total Nacional;09 Cataluña;Suecia;Octubre;2.084
Total Nacional;09 Cataluña;Suecia;Noviembre;440
Total Nacional;09 Cataluña;Suecia;Diciembre;185
Total Nacional;09 Cataluña;Resto de la UE;Total;76.201
Total Nacional;09 Cataluña;Resto de la UE;Enero;3.277
Total Nacional;09 Cataluña;Resto de la UE;Febrero;2.673
Total Nacional;09 Cataluña;Resto de la UE;Marzo;3.631
Total Nacional;09 Cataluña;Resto de la UE;Abril;5.362
Total Nacional;09 Cataluña;Resto de la UE;Mayo;8.087
Total Nacional;09 Cataluña;Resto de la UE;Junio;7.238
Total Nacional;09 Cataluña;Resto de la UE;Julio;17.190
Total Nacional;09 Cataluña;Resto de la UE;Agosto;7.950
Total Nacional;09 Cataluña;Resto de la UE;Septiembre;7.536
Total Nacional;09 Cataluña;Resto de la UE;Octubre;7.302
Total Nacional;09 Cataluña;Resto de la UE;Noviembre;3.192
Total Nacional;09 Cataluña;Resto de la UE;Diciembre;2.765
Total Nacional;09 Cataluña;Noruega;Total;15.447
Total Nacional;09 Cataluña;Noruega;Enero;145
Total Nacional;09 Cataluña;Noruega;Febrero;360
Total Nacional;09 Cataluña;Noruega;Marzo;592
Total Nacional;09 Cataluña;Noruega;Abril;1.020
Total Nacional;09 Cataluña;Noruega;Mayo;816
Total Nacional;09 Cataluña;Noruega;Junio;2.110
Total Nacional;09 Cataluña;Noruega;Julio;4.036
Total Nacional;09 Cataluña;Noruega;Agosto;988
Total Nacional;09 Cataluña;Noruega;Septiembre;1.872
Total Nacional;09 Cataluña;Noruega;Octubre;1.881
Total Nacional;09 Cataluña;Noruega;Noviembre;990
Total Nacional;09 Cataluña;Noruega;Diciembre;636
Total Nacional;09 Cataluña;Reino Unido;Total;340.812
Total Nacional;09 Cataluña;Reino Unido;Enero;2.883
Total Nacional;09 Cataluña;Reino Unido;Febrero;5.646
Total Nacional;09 Cataluña;Reino Unido;Marzo;5.580
Total Nacional;09 Cataluña;Reino Unido;Abril;17.826
Total Nacional;09 Cataluña;Reino Unido;Mayo;42.256
Total Nacional;09 Cataluña;Reino Unido;Junio;41.843
Total Nacional;09 Cataluña;Reino Unido;Julio;48.905
Total Nacional;09 Cataluña;Reino Unido;Agosto;70.491
Total Nacional;09 Cataluña;Reino Unido;Septiembre;56.550
Total Nacional;09 Cataluña;Reino Unido;Octubre;43.429
Total Nacional;09 Cataluña;Reino Unido;Noviembre;2.971
Total Nacional;09 Cataluña;Reino Unido;Diciembre;2.431
Total Nacional;09 Cataluña;Suiza;Total;43.162
Total Nacional;09 Cataluña;Suiza;Enero;674
Total Nacional;09 Cataluña;Suiza;Febrero;1.231
Total Nacional;09 Cataluña;Suiza;Marzo;1.038
Total Nacional;09 Cataluña;Suiza;Abril;3.020
Total Nacional;09 Cataluña;Suiza;Mayo;2.478
Total Nacional;09 Cataluña;Suiza;Junio;2.918
Total Nacional;09 Cataluña;Suiza;Julio;11.958
Total Nacional;09 Cataluña;Suiza;Agosto;5.425
Total Nacional;09 Cataluña;Suiza;Septiembre;7.417
Total Nacional;09 Cataluña;Suiza;Octubre;4.740
Total Nacional;09 Cataluña;Suiza;Noviembre;851
Total Nacional;09 Cataluña;Suiza;Diciembre;1.412
Total Nacional;09 Cataluña;Resto de Europa;Total;94.318
Total Nacional;09 Cataluña;Resto de Europa;Enero;4.413
Total Nacional;09 Cataluña;Resto de Europa;Febrero;4.753
Total Nacional;09 Cataluña;Resto de Europa;Marzo;8.593
Total Nacional;09 Cataluña;Resto de Europa;Abril;4.468
Total Nacional;09 Cataluña;Resto de Europa;Mayo;6.292
Total Nacional;09 Cataluña;Resto de Europa;Junio;14.591
Total Nacional;09 Cataluña;Resto de Europa;Julio;18.220
Total Nacional;09 Cataluña;Resto de Europa;Agosto;11.670
Total Nacional;09 Cataluña;Resto de Europa;Septiembre;11.050
Total Nacional;09 Cataluña;Resto de Europa;Octubre;5.743
Total Nacional;09 Cataluña;Resto de Europa;Noviembre;2.399
Total Nacional;09 Cataluña;Resto de Europa;Diciembre;2.127
Total Nacional;09 Cataluña;Estados Unidos;Total;107.468
Total Nacional;09 Cataluña;Estados Unidos;Enero;3.756
Total Nacional;09 Cataluña;Estados Unidos;Febrero;4.680
Total Nacional;09 Cataluña;Estados Unidos;Marzo;8.266
Total Nacional;09 Cataluña;Estados Unidos;Abril;9.054
Total Nacional;09 Cataluña;Estados Unidos;Mayo;11.544
Total Nacional;09 Cataluña;Estados Unidos;Junio;16.878
Total Nacional;09 Cataluña;Estados Unidos;Julio;15.779
Total Nacional;09 Cataluña;Estados Unidos;Agosto;9.846
Total Nacional;09 Cataluña;Estados Unidos;Septiembre;9.829
Total Nacional;09 Cataluña;Estados Unidos;Octubre;7.541
Total Nacional;09 Cataluña;Estados Unidos;Noviembre;4.700
Total Nacional;09 Cataluña;Estados Unidos;Diciembre;5.594
Total Nacional;09 Cataluña;Resto de América;Total;163.437
Total Nacional;09 Cataluña;Resto de América;Enero;9.820
Total Nacional;09 Cataluña;Resto de América;Febrero;9.049
Total Nacional;09 Cataluña;Resto de América;Marzo;12.560
Total Nacional;09 Cataluña;Resto de América;Abril;13.835
Total Nacional;09 Cataluña;Resto de América;Mayo;15.678
Total Nacional;09 Cataluña;Resto de América;Junio;17.876
Total Nacional;09 Cataluña;Resto de América;Julio;18.306
Total Nacional;09 Cataluña;Resto de América;Agosto;16.897
Total Nacional;09 Cataluña;Resto de América;Septiembre;17.899
Total Nacional;09 Cataluña;Resto de América;Octubre;13.206
Total Nacional;09 Cataluña;Resto de América;Noviembre;9.827
Total Nacional;09 Cataluña;Resto de América;Diciembre;8.482
Total Nacional;09 Cataluña;Países Africanos;Total;61.101
Total Nacional;09 Cataluña;Países Africanos;Enero;4.660
Total Nacional;09 Cataluña;Países Africanos;Febrero;4.247
Total Nacional;09 Cataluña;Países Africanos;Marzo;4.082
Total Nacional;09 Cataluña;Países Africanos;Abril;4.243
Total Nacional;09 Cataluña;Países Africanos;Mayo;4.655
Total Nacional;09 Cataluña;Países Africanos;Junio;5.541
Total Nacional;09 Cataluña;Países Africanos;Julio;8.488
Total Nacional;09 Cataluña;Países Africanos;Agosto;7.338
Total Nacional;09 Cataluña;Países Africanos;Septiembre;5.007
Total Nacional;09 Cataluña;Países Africanos;Octubre;4.955
Total Nacional;09 Cataluña;Países Africanos;Noviembre;3.998
Total Nacional;09 Cataluña;Países Africanos;Diciembre;3.886
Total Nacional;09 Cataluña;Resto del mundo;Total;163.544
Total Nacional;09 Cataluña;Resto del mundo;Enero;10.167
Total Nacional;09 Cataluña;Resto del mundo;Febrero;10.974
Total Nacional;09 Cataluña;Resto del mundo;Marzo;8.304
Total Nacional;09 Cataluña;Resto del mundo;Abril;11.380
Total Nacional;09 Cataluña;Resto del mundo;Mayo;12.871
Total Nacional;09 Cataluña;Resto del mundo;Junio;16.128
Total Nacional;09 Cataluña;Resto del mundo;Julio;24.932
Total Nacional;09 Cataluña;Resto del mundo;Agosto;11.157
Total Nacional;09 Cataluña;Resto del mundo;Septiembre;24.474
Total Nacional;09 Cataluña;Resto del mundo;Octubre;12.990
Total Nacional;09 Cataluña;Resto del mundo;Noviembre;9.422
Total Nacional;09 Cataluña;Resto del mundo;Diciembre;10.745
Total Nacional;10 Comunitat Valenciana;Total;Total;11.575.245
Total Nacional;10 Comunitat Valenciana;Total;Enero;480.764
Total Nacional;10 Comunitat Valenciana;Total;Febrero;534.684
Total Nacional;10 Comunitat Valenciana;Total;Marzo;665.832
Total Nacional;10 Comunitat Valenciana;Total;Abril;615.218
Total Nacional;10 Comunitat Valenciana;Total;Mayo;748.482
Total Nacional;10 Comunitat Valenciana;Total;Junio;1.145.115
Total Nacional;10 Comunitat Valenciana;Total;Julio;1.964.864
Total Nacional;10 Comunitat Valenciana;Total;Agosto;2.468.640
Total Nacional;10 Comunitat Valenciana;Total;Septiembre;1.186.568
Total Nacional;10 Comunitat Valenciana;Total;Octubre;806.235
Total Nacional;10 Comunitat Valenciana;Total;Noviembre;490.428
Total Nacional;10 Comunitat Valenciana;Total;Diciembre;468.414
Total Nacional;10 Comunitat Valenciana;Españoles;Total;4.633.276
Total Nacional;10 Comunitat Valenciana;Españoles;Enero;98.523
Total Nacional;10 Comunitat Valenciana;Españoles;Febrero;116.395
Total Nacional;10 Comunitat Valenciana;Españoles;Marzo;228.915
Total Nacional;10 Comunitat Valenciana;Españoles;Abril;158.201
Total Nacional;10 Comunitat Valenciana;Españoles;Mayo;231.756
Total Nacional;10 Comunitat Valenciana;Españoles;Junio;512.754
Total Nacional;10 Comunitat Valenciana;Españoles;Julio;1.084.343
Total Nacional;10 Comunitat Valenciana;Españoles;Agosto;1.286.065
Total Nacional;10 Comunitat Valenciana;Españoles;Septiembre;531.730
Total Nacional;10 Comunitat Valenciana;Españoles;Octubre;139.075
Total Nacional;10 Comunitat Valenciana;Españoles;Noviembre;108.236
Total Nacional;10 Comunitat Valenciana;Españoles;Diciembre;137.284
Total Nacional;10 Comunitat Valenciana;Extranjeros;Total;6.941.969
Total Nacional;10 Comunitat Valenciana;Extranjeros;Enero;382.242
Total Nacional;10 Comunitat Valenciana;Extranjeros;Febrero;418.289
Total Nacional;10 Comunitat Valenciana;Extranjeros;Marzo;436.916
Total Nacional;10 Comunitat Valenciana;Extranjeros;Abril;457.017
Total Nacional;10 Comunitat Valenciana;Extranjeros;Mayo;516.726
Total Nacional;10 Comunitat Valenciana;Extranjeros;Junio;632.362
Total Nacional;10 Comunitat Valenciana;Extranjeros;Julio;880.522
Total Nacional;10 Comunitat Valenciana;Extranjeros;Agosto;1.182.575
Total Nacional;10 Comunitat Valenciana;Extranjeros;Septiembre;654.838
Total Nacional;10 Comunitat Valenciana;Extranjeros;Octubre;667.160
Total Nacional;10 Comunitat Valenciana;Extranjeros;Noviembre;382.192
Total Nacional;10 Comunitat Valenciana;Extranjeros;Diciembre;331.130
Total Nacional;10 Comunitat Valenciana;Unión Europea27 (sin España);Total;4.030.376
Total Nacional;10 Comunitat Valenciana;Unión Europea27 (sin España);Enero;219.970
Total Nacional;10 Comunitat Valenciana;Unión Europea27 (sin España);Febrero;250.261
Total Nacional;10 Comunitat Valenciana;Unión Europea27 (sin España);Marzo;260.656
Total Nacional;10 Comunitat Valenciana;Unión Europea27 (sin España);Abril;235.694
Total Nacional;10 Comunitat Valenciana;Unión Europea27 (sin España);Mayo;276.394
Total Nacional;10 Comunitat Valenciana;Unión Europea27 (sin España);Junio;312.935
Total Nacional;10 Comunitat Valenciana;Unión Europea27 (sin España);Julio;544.898
Total Nacional;10 Comunitat Valenciana;Unión Europea27 (sin España);Agosto;793.357
Total Nacional;10 Comunitat Valenciana;Unión Europea27 (sin España);Septiembre;360.990
Total Nacional;10 Comunitat Valenciana;Unión Europea27 (sin España);Octubre;364.601
Total Nacional;10 Comunitat Valenciana;Unión Europea27 (sin España);Noviembre;209.010
Total Nacional;10 Comunitat Valenciana;Unión Europea27 (sin España);Diciembre;201.611
Total Nacional;10 Comunitat Valenciana;Alemania;Total;633.922
Total Nacional;10 Comunitat Valenciana;Alemania;Enero;34.047
Total Nacional;10 Comunitat Valenciana;Alemania;Febrero;33.846
Total Nacional;10 Comunitat Valenciana;Alemania;Marzo;51.077
Total Nacional;10 Comunitat Valenciana;Alemania;Abril;28.912
Total Nacional;10 Comunitat Valenciana;Alemania;Mayo;46.781
Total Nacional;10 Comunitat Valenciana;Alemania;Junio;55.599
Total Nacional;10 Comunitat Valenciana;Alemania;Julio;74.052
Total Nacional;10 Comunitat Valenciana;Alemania;Agosto;84.637
Total Nacional;10 Comunitat Valenciana;Alemania;Septiembre;83.898
Total Nacional;10 Comunitat Valenciana;Alemania;Octubre;83.773
Total Nacional;10 Comunitat Valenciana;Alemania;Noviembre;26.043
Total Nacional;10 Comunitat Valenciana;Alemania;Diciembre;31.258
Total Nacional;10 Comunitat Valenciana;Austria;Total;31.625
Total Nacional;10 Comunitat Valenciana;Austria;Enero;1.525
Total Nacional;10 Comunitat Valenciana;Austria;Febrero;1.325
Total Nacional;10 Comunitat Valenciana;Austria;Marzo;3.052
Total Nacional;10 Comunitat Valenciana;Austria;Abril;5.383
Total Nacional;10 Comunitat Valenciana;Austria;Mayo;2.777
Total Nacional;10 Comunitat Valenciana;Austria;Junio;4.028
Total Nacional;10 Comunitat Valenciana;Austria;Julio;2.868
Total Nacional;10 Comunitat Valenciana;Austria;Agosto;2.729
Total Nacional;10 Comunitat Valenciana;Austria;Septiembre;2.847
Total Nacional;10 Comunitat Valenciana;Austria;Octubre;2.403
Total Nacional;10 Comunitat Valenciana;Austria;Noviembre;1.219
Total Nacional;10 Comunitat Valenciana;Austria;Diciembre;1.469
Total Nacional;10 Comunitat Valenciana;Bélgica;Total;315.263
Total Nacional;10 Comunitat Valenciana;Bélgica;Enero;26.982
Total Nacional;10 Comunitat Valenciana;Bélgica;Febrero;25.816
Total Nacional;10 Comunitat Valenciana;Bélgica;Marzo;32.474
Total Nacional;10 Comunitat Valenciana;Bélgica;Abril;25.200
Total Nacional;10 Comunitat Valenciana;Bélgica;Mayo;21.205
Total Nacional;10 Comunitat Valenciana;Bélgica;Junio;17.162
Total Nacional;10 Comunitat Valenciana;Bélgica;Julio;43.378
Total Nacional;10 Comunitat Valenciana;Bélgica;Agosto;31.567
Total Nacional;10 Comunitat Valenciana;Bélgica;Septiembre;23.052
Total Nacional;10 Comunitat Valenciana;Bélgica;Octubre;29.483
Total Nacional;10 Comunitat Valenciana;Bélgica;Noviembre;19.548
Total Nacional;10 Comunitat Valenciana;Bélgica;Diciembre;19.396
Total Nacional;10 Comunitat Valenciana;Dinamarca;Total;70.792
Total Nacional;10 Comunitat Valenciana;Dinamarca;Enero;2.385
Total Nacional;10 Comunitat Valenciana;Dinamarca;Febrero;3.432
Total Nacional;10 Comunitat Valenciana;Dinamarca;Marzo;5.081
Total Nacional;10 Comunitat Valenciana;Dinamarca;Abril;2.820
Total Nacional;10 Comunitat Valenciana;Dinamarca;Mayo;7.212
Total Nacional;10 Comunitat Valenciana;Dinamarca;Junio;2.727
Total Nacional;10 Comunitat Valenciana;Dinamarca;Julio;18.099
Total Nacional;10 Comunitat Valenciana;Dinamarca;Agosto;4.194
Total Nacional;10 Comunitat Valenciana;Dinamarca;Septiembre;4.224
Total Nacional;10 Comunitat Valenciana;Dinamarca;Octubre;15.077
Total Nacional;10 Comunitat Valenciana;Dinamarca;Noviembre;3.339
Total Nacional;10 Comunitat Valenciana;Dinamarca;Diciembre;2.204
Total Nacional;10 Comunitat Valenciana;Finlandia;Total;125.066
Total Nacional;10 Comunitat Valenciana;Finlandia;Enero;12.561
Total Nacional;10 Comunitat Valenciana;Finlandia;Febrero;17.331
Total Nacional;10 Comunitat Valenciana;Finlandia;Marzo;4.401
Total Nacional;10 Comunitat Valenciana;Finlandia;Abril;4.295
Total Nacional;10 Comunitat Valenciana;Finlandia;Mayo;4.101
Total Nacional;10 Comunitat Valenciana;Finlandia;Junio;5.427
Total Nacional;10 Comunitat Valenciana;Finlandia;Julio;4.994
Total Nacional;10 Comunitat Valenciana;Finlandia;Agosto;2.746
Total Nacional;10 Comunitat Valenciana;Finlandia;Septiembre;3.154
Total Nacional;10 Comunitat Valenciana;Finlandia;Octubre;6.514
Total Nacional;10 Comunitat Valenciana;Finlandia;Noviembre;33.992
Total Nacional;10 Comunitat Valenciana;Finlandia;Diciembre;25.551
Total Nacional;10 Comunitat Valenciana;Francia;Total;838.301
Total Nacional;10 Comunitat Valenciana;Francia;Enero;18.351
Total Nacional;10 Comunitat Valenciana;Francia;Febrero;19.256
Total Nacional;10 Comunitat Valenciana;Francia;Marzo;13.334
Total Nacional;10 Comunitat Valenciana;Francia;Abril;27.794
Total Nacional;10 Comunitat Valenciana;Francia;Mayo;36.627
Total Nacional;10 Comunitat Valenciana;Francia;Junio;62.798
Total Nacional;10 Comunitat Valenciana;Francia;Julio;157.006
Total Nacional;10 Comunitat Valenciana;Francia;Agosto;373.551
Total Nacional;10 Comunitat Valenciana;Francia;Septiembre;66.570
Total Nacional;10 Comunitat Valenciana;Francia;Octubre;39.038
Total Nacional;10 Comunitat Valenciana;Francia;Noviembre;9.170
Total Nacional;10 Comunitat Valenciana;Francia;Diciembre;14.807
Total Nacional;10 Comunitat Valenciana;Grecia;Total;4.493
Total Nacional;10 Comunitat Valenciana;Grecia;Enero;236
Total Nacional;10 Comunitat Valenciana;Grecia;Febrero;456
Total Nacional;10 Comunitat Valenciana;Grecia;Marzo;635
Total Nacional;10 Comunitat Valenciana;Grecia;Abril;540
Total Nacional;10 Comunitat Valenciana;Grecia;Mayo;40
Total Nacional;10 Comunitat Valenciana;Grecia;Junio;313
Total Nacional;10 Comunitat Valenciana;Grecia;Julio;93
Total Nacional;10 Comunitat Valenciana;Grecia;Agosto;655
Total Nacional;10 Comunitat Valenciana;Grecia;Septiembre;210
Total Nacional;10 Comunitat Valenciana;Grecia;Octubre;558
Total Nacional;10 Comunitat Valenciana;Grecia;Noviembre;290
Total Nacional;10 Comunitat Valenciana;Grecia;Diciembre;468
Total Nacional;10 Comunitat Valenciana;Irlanda;Total;176.545
Total Nacional;10 Comunitat Valenciana;Irlanda;Enero;4.541
Total Nacional;10 Comunitat Valenciana;Irlanda;Febrero;5.840
Total Nacional;10 Comunitat Valenciana;Irlanda;Marzo;10.989
Total Nacional;10 Comunitat Valenciana;Irlanda;Abril;13.446
Total Nacional;10 Comunitat Valenciana;Irlanda;Mayo;21.393
Total Nacional;10 Comunitat Valenciana;Irlanda;Junio;20.780
Total Nacional;10 Comunitat Valenciana;Irlanda;Julio;20.205
Total Nacional;10 Comunitat Valenciana;Irlanda;Agosto;18.373
Total Nacional;10 Comunitat Valenciana;Irlanda;Septiembre;28.253
Total Nacional;10 Comunitat Valenciana;Irlanda;Octubre;19.315
Total Nacional;10 Comunitat Valenciana;Irlanda;Noviembre;8.988
Total Nacional;10 Comunitat Valenciana;Irlanda;Diciembre;4.423
Total Nacional;10 Comunitat Valenciana;Italia;Total;291.083
Total Nacional;10 Comunitat Valenciana;Italia;Enero;10.744
Total Nacional;10 Comunitat Valenciana;Italia;Febrero;12.336
Total Nacional;10 Comunitat Valenciana;Italia;Marzo;14.390
Total Nacional;10 Comunitat Valenciana;Italia;Abril;18.579
Total Nacional;10 Comunitat Valenciana;Italia;Mayo;21.009
Total Nacional;10 Comunitat Valenciana;Italia;Junio;29.445
Total Nacional;10 Comunitat Valenciana;Italia;Julio;43.390
Total Nacional;10 Comunitat Valenciana;Italia;Agosto;73.089
Total Nacional;10 Comunitat Valenciana;Italia;Septiembre;24.675
Total Nacional;10 Comunitat Valenciana;Italia;Octubre;18.237
Total Nacional;10 Comunitat Valenciana;Italia;Noviembre;10.251
Total Nacional;10 Comunitat Valenciana;Italia;Diciembre;14.939
Total Nacional;10 Comunitat Valenciana;Luxemburgo;Total;9.350
Total Nacional;10 Comunitat Valenciana;Luxemburgo;Enero;490
Total Nacional;10 Comunitat Valenciana;Luxemburgo;Febrero;737
Total Nacional;10 Comunitat Valenciana;Luxemburgo;Marzo;995
Total Nacional;10 Comunitat Valenciana;Luxemburgo;Abril;97
Total Nacional;10 Comunitat Valenciana;Luxemburgo;Mayo;1.170
Total Nacional;10 Comunitat Valenciana;Luxemburgo;Junio;578
Total Nacional;10 Comunitat Valenciana;Luxemburgo;Julio;191
Total Nacional;10 Comunitat Valenciana;Luxemburgo;Agosto;2.553
Total Nacional;10 Comunitat Valenciana;Luxemburgo;Septiembre;1.551
Total Nacional;10 Comunitat Valenciana;Luxemburgo;Octubre;123
Total Nacional;10 Comunitat Valenciana;Luxemburgo;Noviembre;141
Total Nacional;10 Comunitat Valenciana;Luxemburgo;Diciembre;724
Total Nacional;10 Comunitat Valenciana;Países Bajos;Total;784.960
Total Nacional;10 Comunitat Valenciana;Países Bajos;Enero;71.096
Total Nacional;10 Comunitat Valenciana;Países Bajos;Febrero;79.560
Total Nacional;10 Comunitat Valenciana;Países Bajos;Marzo;71.515
Total Nacional;10 Comunitat Valenciana;Países Bajos;Abril;55.031
Total Nacional;10 Comunitat Valenciana;Países Bajos;Mayo;61.208
Total Nacional;10 Comunitat Valenciana;Países Bajos;Junio;46.397
Total Nacional;10 Comunitat Valenciana;Países Bajos;Julio;74.600
Total Nacional;10 Comunitat Valenciana;Países Bajos;Agosto;90.112
Total Nacional;10 Comunitat Valenciana;Países Bajos;Septiembre;54.300
Total Nacional;10 Comunitat Valenciana;Países Bajos;Octubre;75.831
Total Nacional;10 Comunitat Valenciana;Países Bajos;Noviembre;51.377
Total Nacional;10 Comunitat Valenciana;Países Bajos;Diciembre;53.935
Total Nacional;10 Comunitat Valenciana;Polonia;Total;235.812
Total Nacional;10 Comunitat Valenciana;Polonia;Enero;20.147
Total Nacional;10 Comunitat Valenciana;Polonia;Febrero;26.598
Total Nacional;10 Comunitat Valenciana;Polonia;Marzo;20.466
Total Nacional;10 Comunitat Valenciana;Polonia;Abril;18.002
Total Nacional;10 Comunitat Valenciana;Polonia;Mayo;21.658
Total Nacional;10 Comunitat Valenciana;Polonia;Junio;23.917
Total Nacional;10 Comunitat Valenciana;Polonia;Julio;23.403
Total Nacional;10 Comunitat Valenciana;Polonia;Agosto;18.317
Total Nacional;10 Comunitat Valenciana;Polonia;Septiembre;18.001
Total Nacional;10 Comunitat Valenciana;Polonia;Octubre;19.779
Total Nacional;10 Comunitat Valenciana;Polonia;Noviembre;14.142
Total Nacional;10 Comunitat Valenciana;Polonia;Diciembre;11.382
Total Nacional;10 Comunitat Valenciana;Portugal;Total;94.756
Total Nacional;10 Comunitat Valenciana;Portugal;Enero;838
Total Nacional;10 Comunitat Valenciana;Portugal;Febrero;1.464
Total Nacional;10 Comunitat Valenciana;Portugal;Marzo;1.801
Total Nacional;10 Comunitat Valenciana;Portugal;Abril;4.115
Total Nacional;10 Comunitat Valenciana;Portugal;Mayo;2.257
Total Nacional;10 Comunitat Valenciana;Portugal;Junio;4.893
Total Nacional;10 Comunitat Valenciana;Portugal;Julio;20.406
Total Nacional;10 Comunitat Valenciana;Portugal;Agosto;38.535
Total Nacional;10 Comunitat Valenciana;Portugal;Septiembre;14.220
Total Nacional;10 Comunitat Valenciana;Portugal;Octubre;2.274
Total Nacional;10 Comunitat Valenciana;Portugal;Noviembre;2.099
Total Nacional;10 Comunitat Valenciana;Portugal;Diciembre;1.854
Total Nacional;10 Comunitat Valenciana;Republica Checa;Total;33.076
Total Nacional;10 Comunitat Valenciana;Republica Checa;Enero;1.669
Total Nacional;10 Comunitat Valenciana;Republica Checa;Febrero;1.520
Total Nacional;10 Comunitat Valenciana;Republica Checa;Marzo;2.262
Total Nacional;10 Comunitat Valenciana;Republica Checa;Abril;1.765
Total Nacional;10 Comunitat Valenciana;Republica Checa;Mayo;2.087
Total Nacional;10 Comunitat Valenciana;Republica Checa;Junio;4.942
Total Nacional;10 Comunitat Valenciana;Republica Checa;Julio;4.723
Total Nacional;10 Comunitat Valenciana;Republica Checa;Agosto;1.506
Total Nacional;10 Comunitat Valenciana;Republica Checa;Septiembre;3.984
Total Nacional;10 Comunitat Valenciana;Republica Checa;Octubre;5.427
Total Nacional;10 Comunitat Valenciana;Republica Checa;Noviembre;1.309
Total Nacional;10 Comunitat Valenciana;Republica Checa;Diciembre;1.879
Total Nacional;10 Comunitat Valenciana;Suecia;Total;148.696
Total Nacional;10 Comunitat Valenciana;Suecia;Enero;5.789
Total Nacional;10 Comunitat Valenciana;Suecia;Febrero;8.293
Total Nacional;10 Comunitat Valenciana;Suecia;Marzo;10.542
Total Nacional;10 Comunitat Valenciana;Suecia;Abril;11.990
Total Nacional;10 Comunitat Valenciana;Suecia;Mayo;9.855
Total Nacional;10 Comunitat Valenciana;Suecia;Junio;16.701
Total Nacional;10 Comunitat Valenciana;Suecia;Julio;27.818
Total Nacional;10 Comunitat Valenciana;Suecia;Agosto;8.594
Total Nacional;10 Comunitat Valenciana;Suecia;Septiembre;10.843
Total Nacional;10 Comunitat Valenciana;Suecia;Octubre;17.010
