Totales Territoriales;Comunidades y Ciudades Autónomas;País de residencia;Meses;Total
Total Nacional;04 Balears, Illes;Bélgica;Diciembre;272
Total Nacional;04 Balears, Illes;Dinamarca;Total;108.216
Total Nacional;04 Balears, Illes;Dinamarca;Enero;..
Total Nacional;04 Balears, Illes;Dinamarca;Febrero;..
Total Nacional;04 Balears, Illes;Dinamarca;Marzo;1.416
Total Nacional;04 Balears, Illes;Dinamarca;Abril;3.377
Total Nacional;04 Balears, Illes;Dinamarca;Mayo;12.224
Total Nacional;04 Balears, Illes;Dinamarca;Junio;15.177
Total Nacional;04 Balears, Illes;Dinamarca;Julio;32.992
Total Nacional;04 Balears, Illes;Dinamarca;Agosto;17.280
Total Nacional;04 Balears, Illes;Dinamarca;Septiembre;14.588
Total Nacional;04 Balears, Illes;Dinamarca;Octubre;10.096
Total Nacional;04 Balears, Illes;Dinamarca;Noviembre;656
Total Nacional;04 Balears, Illes;Dinamarca;Diciembre;147
Total Nacional;04 Balears, Illes;Finlandia;Total;19.657
Total Nacional;04 Balears, Illes;Finlandia;Enero;..
Total Nacional;04 Balears, Illes;Finlandia;Febrero;122
Total Nacional;04 Balears, Illes;Finlandia;Marzo;730
Total Nacional;04 Balears, Illes;Finlandia;Abril;1.593
Total Nacional;04 Balears, Illes;Finlandia;Mayo;2.043
Total Nacional;04 Balears, Illes;Finlandia;Junio;3.545
Total Nacional;04 Balears, Illes;Finlandia;Julio;2.116
Total Nacional;04 Balears, Illes;Finlandia;Agosto;1.750
Total Nacional;04 Balears, Illes;Finlandia;Septiembre;3.625
Total Nacional;04 Balears, Illes;Finlandia;Octubre;3.239
Total Nacional;04 Balears, Illes;Finlandia;Noviembre;750
Total Nacional;04 Balears, Illes;Finlandia;Diciembre;..
Total Nacional;04 Balears, Illes;Francia;Total;594.677
Total Nacional;04 Balears, Illes;Francia;Enero;972
Total Nacional;04 Balears, Illes;Francia;Febrero;929
Total Nacional;04 Balears, Illes;Francia;Marzo;2.353
Total Nacional;04 Balears, Illes;Francia;Abril;18.068
Total Nacional;04 Balears, Illes;Francia;Mayo;86.612
Total Nacional;04 Balears, Illes;Francia;Junio;77.300
Total Nacional;04 Balears, Illes;Francia;Julio;112.862
Total Nacional;04 Balears, Illes;Francia;Agosto;145.943
Total Nacional;04 Balears, Illes;Francia;Septiembre;96.529
Total Nacional;04 Balears, Illes;Francia;Octubre;50.896
Total Nacional;04 Balears, Illes;Francia;Noviembre;1.108
Total Nacional;04 Balears, Illes;Francia;Diciembre;1.105
Total Nacional;04 Balears, Illes;Grecia;Total;11.690
Total Nacional;04 Balears, Illes;Grecia;Enero;..
Total Nacional;04 Balears, Illes;Grecia;Febrero;..
Total Nacional;04 Balears, Illes;Grecia;Marzo;61
Total Nacional;04 Balears, Illes;Grecia;Abril;229
Total Nacional;04 Balears, Illes;Grecia;Mayo;1.135
Total Nacional;04 Balears, Illes;Grecia;Junio;1.428
Total Nacional;04 Balears, Illes;Grecia;Julio;2.213
Total Nacional;04 Balears, Illes;Grecia;Agosto;1.047
Total Nacional;04 Balears, Illes;Grecia;Septiembre;2.232
Total Nacional;04 Balears, Illes;Grecia;Octubre;2.337
Total Nacional;04 Balears, Illes;Grecia;Noviembre;367
Total Nacional;04 Balears, Illes;Grecia;Diciembre;637
Total Nacional;04 Balears, Illes;Irlanda;Total;270.876
Total Nacional;04 Balears, Illes;Irlanda;Enero;..
Total Nacional;04 Balears, Illes;Irlanda;Febrero;354
Total Nacional;04 Balears, Illes;Irlanda;Marzo;2.033
Total Nacional;04 Balears, Illes;Irlanda;Abril;7.843
Total Nacional;04 Balears, Illes;Irlanda;Mayo;40.975
Total Nacional;04 Balears, Illes;Irlanda;Junio;51.691
Total Nacional;04 Balears, Illes;Irlanda;Julio;55.623
Total Nacional;04 Balears, Illes;Irlanda;Agosto;47.413
Total Nacional;04 Balears, Illes;Irlanda;Septiembre;39.528
Total Nacional;04 Balears, Illes;Irlanda;Octubre;24.936
Total Nacional;04 Balears, Illes;Irlanda;Noviembre;427
Total Nacional;04 Balears, Illes;Irlanda;Diciembre;..
Total Nacional;04 Balears, Illes;Italia;Total;767.525
Total Nacional;04 Balears, Illes;Italia;Enero;514
Total Nacional;04 Balears, Illes;Italia;Febrero;535
Total Nacional;04 Balears, Illes;Italia;Marzo;1.580
Total Nacional;04 Balears, Illes;Italia;Abril;10.753
Total Nacional;04 Balears, Illes;Italia;Mayo;68.299
Total Nacional;04 Balears, Illes;Italia;Junio;123.508
Total Nacional;04 Balears, Illes;Italia;Julio;169.206
Total Nacional;04 Balears, Illes;Italia;Agosto;227.329
Total Nacional;04 Balears, Illes;Italia;Septiembre;123.181
Total Nacional;04 Balears, Illes;Italia;Octubre;41.398
Total Nacional;04 Balears, Illes;Italia;Noviembre;534
Total Nacional;04 Balears, Illes;Italia;Diciembre;688
Total Nacional;04 Balears, Illes;Luxemburgo;Total;10.651
Total Nacional;04 Balears, Illes;Luxemburgo;Enero;..
Total Nacional;04 Balears, Illes;Luxemburgo;Febrero;232
Total Nacional;04 Balears, Illes;Luxemburgo;Marzo;441
Total Nacional;04 Balears, Illes;Luxemburgo;Abril;..
Total Nacional;04 Balears, Illes;Luxemburgo;Mayo;286
Total Nacional;04 Balears, Illes;Luxemburgo;Junio;347
Total Nacional;04 Balears, Illes;Luxemburgo;Julio;6.980
Total Nacional;04 Balears, Illes;Luxemburgo;Agosto;583
Total Nacional;04 Balears, Illes;Luxemburgo;Septiembre;1.479
Total Nacional;04 Balears, Illes;Luxemburgo;Octubre;210
Total Nacional;04 Balears, Illes;Luxemburgo;Noviembre;..
Total Nacional;04 Balears, Illes;Luxemburgo;Diciembre;53
Total Nacional;04 Balears, Illes;Países Bajos;Total;379.873
Total Nacional;04 Balears, Illes;Países Bajos;Enero;422
Total Nacional;04 Balears, Illes;Países Bajos;Febrero;729
Total Nacional;04 Balears, Illes;Países Bajos;Marzo;1.172
Total Nacional;04 Balears, Illes;Países Bajos;Abril;4.223
Total Nacional;04 Balears, Illes;Países Bajos;Mayo;73.403
Total Nacional;04 Balears, Illes;Países Bajos;Junio;82.146
Total Nacional;04 Balears, Illes;Países Bajos;Julio;51.568
Total Nacional;04 Balears, Illes;Países Bajos;Agosto;79.159
Total Nacional;04 Balears, Illes;Países Bajos;Septiembre;58.842
Total Nacional;04 Balears, Illes;Países Bajos;Octubre;27.370
Total Nacional;04 Balears, Illes;Países Bajos;Noviembre;503
Total Nacional;04 Balears, Illes;Países Bajos;Diciembre;336
Total Nacional;04 Balears, Illes;Polonia;Total;148.483
Total Nacional;04 Balears, Illes;Polonia;Enero;458
Total Nacional;04 Balears, Illes;Polonia;Febrero;463
Total Nacional;04 Balears, Illes;Polonia;Marzo;3.215
Total Nacional;04 Balears, Illes;Polonia;Abril;8.265
Total Nacional;04 Balears, Illes;Polonia;Mayo;20.774
Total Nacional;04 Balears, Illes;Polonia;Junio;29.970
Total Nacional;04 Balears, Illes;Polonia;Julio;24.596
Total Nacional;04 Balears, Illes;Polonia;Agosto;24.151
Total Nacional;04 Balears, Illes;Polonia;Septiembre;21.968
Total Nacional;04 Balears, Illes;Polonia;Octubre;13.606
Total Nacional;04 Balears, Illes;Polonia;Noviembre;683
Total Nacional;04 Balears, Illes;Polonia;Diciembre;336
Total Nacional;04 Balears, Illes;Portugal;Total;163.093
Total Nacional;04 Balears, Illes;Portugal;Enero;119
Total Nacional;04 Balears, Illes;Portugal;Febrero;151
Total Nacional;04 Balears, Illes;Portugal;Marzo;535
Total Nacional;04 Balears, Illes;Portugal;Abril;35.831
Total Nacional;04 Balears, Illes;Portugal;Mayo;10.553
Total Nacional;04 Balears, Illes;Portugal;Junio;17.056
Total Nacional;04 Balears, Illes;Portugal;Julio;34.646
Total Nacional;04 Balears, Illes;Portugal;Agosto;30.179
Total Nacional;04 Balears, Illes;Portugal;Septiembre;25.153
Total Nacional;04 Balears, Illes;Portugal;Octubre;8.569
Total Nacional;04 Balears, Illes;Portugal;Noviembre;83
Total Nacional;04 Balears, Illes;Portugal;Diciembre;218
Total Nacional;04 Balears, Illes;Republica Checa;Total;67.675
Total Nacional;04 Balears, Illes;Republica Checa;Enero;92
Total Nacional;04 Balears, Illes;Republica Checa;Febrero;357
Total Nacional;04 Balears, Illes;Republica Checa;Marzo;935
Total Nacional;04 Balears, Illes;Republica Checa;Abril;2.791
Total Nacional;04 Balears, Illes;Republica Checa;Mayo;4.251
Total Nacional;04 Balears, Illes;Republica Checa;Junio;11.354
Total Nacional;04 Balears, Illes;Republica Checa;Julio;15.880
Total Nacional;04 Balears, Illes;Republica Checa;Agosto;11.203
Total Nacional;04 Balears, Illes;Republica Checa;Septiembre;16.129
Total Nacional;04 Balears, Illes;Republica Checa;Octubre;3.512
Total Nacional;04 Balears, Illes;Republica Checa;Noviembre;623
Total Nacional;04 Balears, Illes;Republica Checa;Diciembre;547
Total Nacional;04 Balears, Illes;Suecia;Total;166.827
Total Nacional;04 Balears, Illes;Suecia;Enero;328
Total Nacional;04 Balears, Illes;Suecia;Febrero;762
Total Nacional;04 Balears, Illes;Suecia;Marzo;1.882
Total Nacional;04 Balears, Illes;Suecia;Abril;7.098
Total Nacional;04 Balears, Illes;Suecia;Mayo;22.943
Total Nacional;04 Balears, Illes;Suecia;Junio;39.065
Total Nacional;04 Balears, Illes;Suecia;Julio;35.885
Total Nacional;04 Balears, Illes;Suecia;Agosto;20.521
Total Nacional;04 Balears, Illes;Suecia;Septiembre;21.966
Total Nacional;04 Balears, Illes;Suecia;Octubre;14.726
Total Nacional;04 Balears, Illes;Suecia;Noviembre;1.336
Total Nacional;04 Balears, Illes;Suecia;Diciembre;315
Total Nacional;04 Balears, Illes;Resto de la UE;Total;110.331
Total Nacional;04 Balears, Illes;Resto de la UE;Enero;413
Total Nacional;04 Balears, Illes;Resto de la UE;Febrero;536
Total Nacional;04 Balears, Illes;Resto de la UE;Marzo;1.493
Total Nacional;04 Balears, Illes;Resto de la UE;Abril;5.108
Total Nacional;04 Balears, Illes;Resto de la UE;Mayo;14.800
Total Nacional;04 Balears, Illes;Resto de la UE;Junio;18.290
Total Nacional;04 Balears, Illes;Resto de la UE;Julio;20.980
Total Nacional;04 Balears, Illes;Resto de la UE;Agosto;16.097
Total Nacional;04 Balears, Illes;Resto de la UE;Septiembre;22.567
Total Nacional;04 Balears, Illes;Resto de la UE;Octubre;8.921
Total Nacional;04 Balears, Illes;Resto de la UE;Noviembre;794
Total Nacional;04 Balears, Illes;Resto de la UE;Diciembre;334
Total Nacional;04 Balears, Illes;Noruega;Total;119.871
Total Nacional;04 Balears, Illes;Noruega;Enero;..
Total Nacional;04 Balears, Illes;Noruega;Febrero;610
Total Nacional;04 Balears, Illes;Noruega;Marzo;1.704
Total Nacional;04 Balears, Illes;Noruega;Abril;3.443
Total Nacional;04 Balears, Illes;Noruega;Mayo;13.630
Total Nacional;04 Balears, Illes;Noruega;Junio;23.678
Total Nacional;04 Balears, Illes;Noruega;Julio;32.124
Total Nacional;04 Balears, Illes;Noruega;Agosto;16.938
Total Nacional;04 Balears, Illes;Noruega;Septiembre;15.251
Total Nacional;04 Balears, Illes;Noruega;Octubre;11.919
Total Nacional;04 Balears, Illes;Noruega;Noviembre;320
Total Nacional;04 Balears, Illes;Noruega;Diciembre;..
Total Nacional;04 Balears, Illes;Reino Unido;Total;2.283.043
Total Nacional;04 Balears, Illes;Reino Unido;Enero;1.575
Total Nacional;04 Balears, Illes;Reino Unido;Febrero;3.190
Total Nacional;04 Balears, Illes;Reino Unido;Marzo;20.725
Total Nacional;04 Balears, Illes;Reino Unido;Abril;59.596
Total Nacional;04 Balears, Illes;Reino Unido;Mayo;317.050
Total Nacional;04 Balears, Illes;Reino Unido;Junio;396.749
Total Nacional;04 Balears, Illes;Reino Unido;Julio;408.743
Total Nacional;04 Balears, Illes;Reino Unido;Agosto;458.437
Total Nacional;04 Balears, Illes;Reino Unido;Septiembre;373.929
Total Nacional;04 Balears, Illes;Reino Unido;Octubre;225.979
Total Nacional;04 Balears, Illes;Reino Unido;Noviembre;10.723
Total Nacional;04 Balears, Illes;Reino Unido;Diciembre;6.348
Total Nacional;04 Balears, Illes;Suiza;Total;112.210
Total Nacional;04 Balears, Illes;Suiza;Enero;398
Total Nacional;04 Balears, Illes;Suiza;Febrero;571
Total Nacional;04 Balears, Illes;Suiza;Marzo;1.326
Total Nacional;04 Balears, Illes;Suiza;Abril;3.440
Total Nacional;04 Balears, Illes;Suiza;Mayo;8.709
Total Nacional;04 Balears, Illes;Suiza;Junio;16.237
Total Nacional;04 Balears, Illes;Suiza;Julio;25.447
Total Nacional;04 Balears, Illes;Suiza;Agosto;18.697
Total Nacional;04 Balears, Illes;Suiza;Septiembre;15.482
Total Nacional;04 Balears, Illes;Suiza;Octubre;20.689
Total Nacional;04 Balears, Illes;Suiza;Noviembre;453
Total Nacional;04 Balears, Illes;Suiza;Diciembre;761
Total Nacional;04 Balears, Illes;Resto de Europa;Total;113.559
Total Nacional;04 Balears, Illes;Resto de Europa;Enero;472
Total Nacional;04 Balears, Illes;Resto de Europa;Febrero;719
Total Nacional;04 Balears, Illes;Resto de Europa;Marzo;1.154
Total Nacional;04 Balears, Illes;Resto de Europa;Abril;2.376
Total Nacional;04 Balears, Illes;Resto de Europa;Mayo;13.191
Total Nacional;04 Balears, Illes;Resto de Europa;Junio;23.063
Total Nacional;04 Balears, Illes;Resto de Europa;Julio;22.193
Total Nacional;04 Balears, Illes;Resto de Europa;Agosto;19.944
Total Nacional;04 Balears, Illes;Resto de Europa;Septiembre;16.409
Total Nacional;04 Balears, Illes;Resto de Europa;Octubre;13.323
Total Nacional;04 Balears, Illes;Resto de Europa;Noviembre;135
Total Nacional;04 Balears, Illes;Resto de Europa;Diciembre;581
Total Nacional;04 Balears, Illes;Estados Unidos;Total;78.457
Total Nacional;04 Balears, Illes;Estados Unidos;Enero;536
Total Nacional;04 Balears, Illes;Estados Unidos;Febrero;1.185
Total Nacional;04 Balears, Illes;Estados Unidos;Marzo;2.731
Total Nacional;04 Balears, Illes;Estados Unidos;Abril;3.229
Total Nacional;04 Balears, Illes;Estados Unidos;Mayo;8.441
Total Nacional;04 Balears, Illes;Estados Unidos;Junio;11.255
Total Nacional;04 Balears, Illes;Estados Unidos;Julio;18.663
Total Nacional;04 Balears, Illes;Estados Unidos;Agosto;12.268
Total Nacional;04 Balears, Illes;Estados Unidos;Septiembre;12.034
Total Nacional;04 Balears, Illes;Estados Unidos;Octubre;4.685
Total Nacional;04 Balears, Illes;Estados Unidos;Noviembre;1.268
Total Nacional;04 Balears, Illes;Estados Unidos;Diciembre;2.162
Total Nacional;04 Balears, Illes;Resto de América;Total;117.804
Total Nacional;04 Balears, Illes;Resto de América;Enero;1.185
Total Nacional;04 Balears, Illes;Resto de América;Febrero;1.018
Total Nacional;04 Balears, Illes;Resto de América;Marzo;2.514
Total Nacional;04 Balears, Illes;Resto de América;Abril;3.485
Total Nacional;04 Balears, Illes;Resto de América;Mayo;16.918
Total Nacional;04 Balears, Illes;Resto de América;Junio;13.934
Total Nacional;04 Balears, Illes;Resto de América;Julio;20.225
Total Nacional;04 Balears, Illes;Resto de América;Agosto;21.317
Total Nacional;04 Balears, Illes;Resto de América;Septiembre;20.172
Total Nacional;04 Balears, Illes;Resto de América;Octubre;13.999
Total Nacional;04 Balears, Illes;Resto de América;Noviembre;1.375
Total Nacional;04 Balears, Illes;Resto de América;Diciembre;1.660
Total Nacional;04 Balears, Illes;Países Africanos;Total;37.463
Total Nacional;04 Balears, Illes;Países Africanos;Enero;153
Total Nacional;04 Balears, Illes;Países Africanos;Febrero;252
Total Nacional;04 Balears, Illes;Países Africanos;Marzo;200
Total Nacional;04 Balears, Illes;Países Africanos;Abril;856
Total Nacional;04 Balears, Illes;Países Africanos;Mayo;2.718
Total Nacional;04 Balears, Illes;Países Africanos;Junio;8.999
Total Nacional;04 Balears, Illes;Países Africanos;Julio;7.458
Total Nacional;04 Balears, Illes;Países Africanos;Agosto;8.238
Total Nacional;04 Balears, Illes;Países Africanos;Septiembre;5.453
Total Nacional;04 Balears, Illes;Países Africanos;Octubre;2.612
Total Nacional;04 Balears, Illes;Países Africanos;Noviembre;154
Total Nacional;04 Balears, Illes;Países Africanos;Diciembre;370
Total Nacional;04 Balears, Illes;Resto del mundo;Total;160.705
Total Nacional;04 Balears, Illes;Resto del mundo;Enero;822
Total Nacional;04 Balears, Illes;Resto del mundo;Febrero;1.158
Total Nacional;04 Balears, Illes;Resto del mundo;Marzo;1.984
Total Nacional;04 Balears, Illes;Resto del mundo;Abril;4.605
Total Nacional;04 Balears, Illes;Resto del mundo;Mayo;18.783
Total Nacional;04 Balears, Illes;Resto del mundo;Junio;27.116
Total Nacional;04 Balears, Illes;Resto del mundo;Julio;30.974
Total Nacional;04 Balears, Illes;Resto del mundo;Agosto;31.392
Total Nacional;04 Balears, Illes;Resto del mundo;Septiembre;27.503
Total Nacional;04 Balears, Illes;Resto del mundo;Octubre;10.019
Total Nacional;04 Balears, Illes;Resto del mundo;Noviembre;1.800
Total Nacional;04 Balears, Illes;Resto del mundo;Diciembre;4.549
Total Nacional;09 Cataluña;Total;Total;5.481.095
Total Nacional;09 Cataluña;Total;Enero;166.864
Total Nacional;09 Cataluña;Total;Febrero;184.076
Total Nacional;09 Cataluña;Total;Marzo;253.987
Total Nacional;09 Cataluña;Total;Abril;293.097
Total Nacional;09 Cataluña;Total;Mayo;474.986
Total Nacional;09 Cataluña;Total;Junio;628.162
Total Nacional;09 Cataluña;Total;Julio;1.002.702
Total Nacional;09 Cataluña;Total;Agosto;1.157.162
Total Nacional;09 Cataluña;Total;Septiembre;635.509
Total Nacional;09 Cataluña;Total;Octubre;339.450
Total Nacional;09 Cataluña;Total;Noviembre;164.532
Total Nacional;09 Cataluña;Total;Diciembre;180.568
Total Nacional;09 Cataluña;Españoles;Total;2.071.734
Total Nacional;09 Cataluña;Españoles;Enero;89.705
Total Nacional;09 Cataluña;Españoles;Febrero;90.298
Total Nacional;09 Cataluña;Españoles;Marzo;139.045
Total Nacional;09 Cataluña;Españoles;Abril;105.777
Total Nacional;09 Cataluña;Españoles;Mayo;129.624
Total Nacional;09 Cataluña;Españoles;Junio;260.684
Total Nacional;09 Cataluña;Españoles;Julio;315.460
Total Nacional;09 Cataluña;Españoles;Agosto;436.386
Total Nacional;09 Cataluña;Españoles;Septiembre;219.650
Total Nacional;09 Cataluña;Españoles;Octubre;105.845
Total Nacional;09 Cataluña;Españoles;Noviembre;80.376
Total Nacional;09 Cataluña;Españoles;Diciembre;98.884
Total Nacional;09 Cataluña;Extranjeros;Total;3.409.361
Total Nacional;09 Cataluña;Extranjeros;Enero;77.159
Total Nacional;09 Cataluña;Extranjeros;Febrero;93.778
Total Nacional;09 Cataluña;Extranjeros;Marzo;114.942
Total Nacional;09 Cataluña;Extranjeros;Abril;187.321
Total Nacional;09 Cataluña;Extranjeros;Mayo;345.362
Total Nacional;09 Cataluña;Extranjeros;Junio;367.478
Total Nacional;09 Cataluña;Extranjeros;Julio;687.242
Total Nacional;09 Cataluña;Extranjeros;Agosto;720.776
Total Nacional;09 Cataluña;Extranjeros;Septiembre;415.859
Total Nacional;09 Cataluña;Extranjeros;Octubre;233.605
Total Nacional;09 Cataluña;Extranjeros;Noviembre;84.156
Total Nacional;09 Cataluña;Extranjeros;Diciembre;81.684
Total Nacional;09 Cataluña;Unión Europea27 (sin España);Total;2.395.495
Total Nacional;09 Cataluña;Unión Europea27 (sin España);Enero;39.571
Total Nacional;09 Cataluña;Unión Europea27 (sin España);Febrero;51.829
Total Nacional;09 Cataluña;Unión Europea27 (sin España);Marzo;64.389
Total Nacional;09 Cataluña;Unión Europea27 (sin España);Abril;120.055
Total Nacional;09 Cataluña;Unión Europea27 (sin España);Mayo;245.261
Total Nacional;09 Cataluña;Unión Europea27 (sin España);Junio;245.746
Total Nacional;09 Cataluña;Unión Europea27 (sin España);Julio;533.776
Total Nacional;09 Cataluña;Unión Europea27 (sin España);Agosto;584.559
Total Nacional;09 Cataluña;Unión Europea27 (sin España);Septiembre;279.306
Total Nacional;09 Cataluña;Unión Europea27 (sin España);Octubre;137.474
Total Nacional;09 Cataluña;Unión Europea27 (sin España);Noviembre;47.823
Total Nacional;09 Cataluña;Unión Europea27 (sin España);Diciembre;45.707
Total Nacional;09 Cataluña;Alemania;Total;341.946
Total Nacional;09 Cataluña;Alemania;Enero;4.002
Total Nacional;09 Cataluña;Alemania;Febrero;5.686
Total Nacional;09 Cataluña;Alemania;Marzo;15.606
Total Nacional;09 Cataluña;Alemania;Abril;18.075
Total Nacional;09 Cataluña;Alemania;Mayo;34.768
Total Nacional;09 Cataluña;Alemania;Junio;37.162
Total Nacional;09 Cataluña;Alemania;Julio;62.075
Total Nacional;09 Cataluña;Alemania;Agosto;67.818
Total Nacional;09 Cataluña;Alemania;Septiembre;52.615
Total Nacional;09 Cataluña;Alemania;Octubre;35.018
Total Nacional;09 Cataluña;Alemania;Noviembre;4.195
Total Nacional;09 Cataluña;Alemania;Diciembre;4.925
Total Nacional;09 Cataluña;Austria;Total;16.277
Total Nacional;09 Cataluña;Austria;Enero;713
Total Nacional;09 Cataluña;Austria;Febrero;793
Total Nacional;09 Cataluña;Austria;Marzo;1.813
Total Nacional;09 Cataluña;Austria;Abril;1.185
Total Nacional;09 Cataluña;Austria;Mayo;1.450
Total Nacional;09 Cataluña;Austria;Junio;2.419
Total Nacional;09 Cataluña;Austria;Julio;2.053
Total Nacional;09 Cataluña;Austria;Agosto;1.551
Total Nacional;09 Cataluña;Austria;Septiembre;1.748
Total Nacional;09 Cataluña;Austria;Octubre;1.144
Total Nacional;09 Cataluña;Austria;Noviembre;699
Total Nacional;09 Cataluña;Austria;Diciembre;709
Total Nacional;09 Cataluña;Bélgica;Total;104.462
Total Nacional;09 Cataluña;Bélgica;Enero;1.018
Total Nacional;09 Cataluña;Bélgica;Febrero;1.237
Total Nacional;09 Cataluña;Bélgica;Marzo;1.332
Total Nacional;09 Cataluña;Bélgica;Abril;4.363
Total Nacional;09 Cataluña;Bélgica;Mayo;8.021
Total Nacional;09 Cataluña;Bélgica;Junio;8.166
Total Nacional;09 Cataluña;Bélgica;Julio;40.707
Total Nacional;09 Cataluña;Bélgica;Agosto;20.046
Total Nacional;09 Cataluña;Bélgica;Septiembre;13.245
Total Nacional;09 Cataluña;Bélgica;Octubre;3.940
Total Nacional;09 Cataluña;Bélgica;Noviembre;1.164
Total Nacional;09 Cataluña;Bélgica;Diciembre;1.224
Total Nacional;09 Cataluña;Dinamarca;Total;19.631
Total Nacional;09 Cataluña;Dinamarca;Enero;323
Total Nacional;09 Cataluña;Dinamarca;Febrero;678
Total Nacional;09 Cataluña;Dinamarca;Marzo;856
Total Nacional;09 Cataluña;Dinamarca;Abril;1.071
Total Nacional;09 Cataluña;Dinamarca;Mayo;1.525
Total Nacional;09 Cataluña;Dinamarca;Junio;1.181
Total Nacional;09 Cataluña;Dinamarca;Julio;7.119
Total Nacional;09 Cataluña;Dinamarca;Agosto;1.093
Total Nacional;09 Cataluña;Dinamarca;Septiembre;1.534
Total Nacional;09 Cataluña;Dinamarca;Octubre;3.580
Total Nacional;09 Cataluña;Dinamarca;Noviembre;449
Total Nacional;09 Cataluña;Dinamarca;Diciembre;221
Total Nacional;09 Cataluña;Finlandia;Total;9.493
Total Nacional;09 Cataluña;Finlandia;Enero;519
Total Nacional;09 Cataluña;Finlandia;Febrero;428
Total Nacional;09 Cataluña;Finlandia;Marzo;551
Total Nacional;09 Cataluña;Finlandia;Abril;531
Total Nacional;09 Cataluña;Finlandia;Mayo;690
Total Nacional;09 Cataluña;Finlandia;Junio;1.528
Total Nacional;09 Cataluña;Finlandia;Julio;922
Total Nacional;09 Cataluña;Finlandia;Agosto;220
Total Nacional;09 Cataluña;Finlandia;Septiembre;2.457
Total Nacional;09 Cataluña;Finlandia;Octubre;893
Total Nacional;09 Cataluña;Finlandia;Noviembre;430
Total Nacional;09 Cataluña;Finlandia;Diciembre;324
Total Nacional;09 Cataluña;Francia;Total;924.180
Total Nacional;09 Cataluña;Francia;Enero;9.818
Total Nacional;09 Cataluña;Francia;Febrero;15.564
Total Nacional;09 Cataluña;Francia;Marzo;12.975
Total Nacional;09 Cataluña;Francia;Abril;46.085
Total Nacional;09 Cataluña;Francia;Mayo;88.738
Total Nacional;09 Cataluña;Francia;Junio;61.875
Total Nacional;09 Cataluña;Francia;Julio;216.707
Total Nacional;09 Cataluña;Francia;Agosto;324.425
Total Nacional;09 Cataluña;Francia;Septiembre;82.607
Total Nacional;09 Cataluña;Francia;Octubre;39.916
Total Nacional;09 Cataluña;Francia;Noviembre;11.865
Total Nacional;09 Cataluña;Francia;Diciembre;13.605
Total Nacional;09 Cataluña;Grecia;Total;4.556
Total Nacional;09 Cataluña;Grecia;Enero;572
Total Nacional;09 Cataluña;Grecia;Febrero;586
Total Nacional;09 Cataluña;Grecia;Marzo;586
Total Nacional;09 Cataluña;Grecia;Abril;541
Total Nacional;09 Cataluña;Grecia;Mayo;272
Total Nacional;09 Cataluña;Grecia;Junio;436
Total Nacional;09 Cataluña;Grecia;Julio;267
Total Nacional;09 Cataluña;Grecia;Agosto;176
Total Nacional;09 Cataluña;Grecia;Septiembre;421
Total Nacional;09 Cataluña;Grecia;Octubre;259
Total Nacional;09 Cataluña;Grecia;Noviembre;219
Total Nacional;09 Cataluña;Grecia;Diciembre;222
Total Nacional;09 Cataluña;Irlanda;Total;338.866
Total Nacional;09 Cataluña;Irlanda;Enero;772
Total Nacional;09 Cataluña;Irlanda;Febrero;1.259
Total Nacional;09 Cataluña;Irlanda;Marzo;1.587
Total Nacional;09 Cataluña;Irlanda;Abril;9.538
Total Nacional;09 Cataluña;Irlanda;Mayo;54.609
Total Nacional;09 Cataluña;Irlanda;Junio;71.587
Total Nacional;09 Cataluña;Irlanda;Julio;82.298
Total Nacional;09 Cataluña;Irlanda;Agosto;56.601
Total Nacional;09 Cataluña;Irlanda;Septiembre;49.004
Total Nacional;09 Cataluña;Irlanda;Octubre;9.971
Total Nacional;09 Cataluña;Irlanda;Noviembre;826
Total Nacional;09 Cataluña;Irlanda;Diciembre;814
Total Nacional;09 Cataluña;Italia;Total;189.443
Total Nacional;09 Cataluña;Italia;Enero;9.424
Total Nacional;09 Cataluña;Italia;Febrero;10.023
Total Nacional;09 Cataluña;Italia;Marzo;11.534
Total Nacional;09 Cataluña;Italia;Abril;13.626
Total Nacional;09 Cataluña;Italia;Mayo;13.194
Total Nacional;09 Cataluña;Italia;Junio;17.089
Total Nacional;09 Cataluña;Italia;Julio;23.636
Total Nacional;09 Cataluña;Italia;Agosto;35.775
Total Nacional;09 Cataluña;Italia;Septiembre;17.058
Total Nacional;09 Cataluña;Italia;Octubre;13.489
Total Nacional;09 Cataluña;Italia;Noviembre;13.568
Total Nacional;09 Cataluña;Italia;Diciembre;11.028
Total Nacional;09 Cataluña;Luxemburgo;Total;8.616
Total Nacional;09 Cataluña;Luxemburgo;Enero;343
Total Nacional;09 Cataluña;Luxemburgo;Febrero;420
Total Nacional;09 Cataluña;Luxemburgo;Marzo;372
Total Nacional;09 Cataluña;Luxemburgo;Abril;867
Total Nacional;09 Cataluña;Luxemburgo;Mayo;402
Total Nacional;09 Cataluña;Luxemburgo;Junio;429
Total Nacional;09 Cataluña;Luxemburgo;Julio;441
Total Nacional;09 Cataluña;Luxemburgo;Agosto;1.116
Total Nacional;09 Cataluña;Luxemburgo;Septiembre;1.906
Total Nacional;09 Cataluña;Luxemburgo;Octubre;975
Total Nacional;09 Cataluña;Luxemburgo;Noviembre;707
Total Nacional;09 Cataluña;Luxemburgo;Diciembre;637
