tipo,origen,pais,periodo,total,level,year,month,date,pais_final
Viajero,Total,Residentes en España,2015M01,2393392.0,country,2015,1,2015-01-01,españa
Viajero,Total,Residentes en España,2015M02,2878965.0,country,2015,2,2015-02-01,españa
Viajero,Total,Residentes en España,2015M03,3490443.0,country,2015,3,2015-03-01,españa
Viajero,Total,Residentes en España,2015M04,4031142.0,country,2015,4,2015-04-01,españa
Viajero,Total,Residentes en España,2015M05,4102767.0,country,2015,5,2015-05-01,españa
Viajero,Total,Residentes en España,2015M06,4587906.0,country,2015,6,2015-06-01,españa
Viajero,Total,Residentes en España,2015M07,5175659.0,country,2015,7,2015-07-01,españa
Viajero,Total,Residentes en España,2015M08,5945162.0,country,2015,8,2015-08-01,españa
Viajero,Total,Residentes en España,2015M09,4504038.0,country,2015,9,2015-09-01,españa
Viajero,Total,Residentes en España,2015M10,4137843.0,country,2015,10,2015-10-01,españa
Viajero,Total,Residentes en España,2015M11,3055877.0,country,2015,11,2015-11-01,españa
Viajero,Total,Residentes en España,2015M12,3220404.0,country,2015,12,2015-12-01,españa
Viajero,Total,Residentes en España,2016M01,2618022.0,country,2016,1,2016-01-01,españa
Viajero,Total,Residentes en España,2016M02,3191750.0,country,2016,2,2016-02-01,españa
Viajero,Total,Residentes en España,2016M03,4110169.0,country,2016,3,2016-03-01,españa
Viajero,Total,Residentes en España,2016M04,3755761.0,country,2016,4,2016-04-01,españa
Viajero,Total,Residentes en España,2016M05,4197064.0,country,2016,5,2016-05-01,españa
Viajero,Total,Residentes en España,2016M06,4723090.0,country,2016,6,2016-06-01,españa
Viajero,Total,Residentes en España,2016M07,5504356.0,country,2016,7,2016-07-01,españa
Viajero,Total,Residentes en España,2016M08,5993466.0,country,2016,8,2016-08-01,españa
Viajero,Total,Residentes en España,2016M09,4672782.0,country,2016,9,2016-09-01,españa
Viajero,Total,Residentes en España,2016M10,4358634.0,country,2016,10,2016-10-01,españa
Viajero,Total,Residentes en España,2016M11,3186298.0,country,2016,11,2016-11-01,españa
Viajero,Total,Residentes en España,2016M12,3231853.0,country,2016,12,2016-12-01,españa
Viajero,Total,Residentes en España,2017M01,2655015.0,country,2017,1,2017-01-01,españa
Viajero,Total,Residentes en España,2017M02,3157734.0,country,2017,2,2017-02-01,españa
Viajero,Total,Residentes en España,2017M03,3706176.0,country,2017,3,2017-03-01,españa
Viajero,Total,Residentes en España,2017M04,4688384.0,country,2017,4,2017-04-01,españa
Viajero,Total,Residentes en España,2017M05,4177945.0,country,2017,5,2017-05-01,españa
Viajero,Total,Residentes en España,2017M06,4785681.0,country,2017,6,2017-06-01,españa
Viajero,Total,Residentes en España,2017M07,5453609.0,country,2017,7,2017-07-01,españa
Viajero,Total,Residentes en España,2017M08,5970747.0,country,2017,8,2017-08-01,españa
Viajero,Total,Residentes en España,2017M09,4762659.0,country,2017,9,2017-09-01,españa
Viajero,Total,Residentes en España,2017M10,4302582.0,country,2017,10,2017-10-01,españa
Viajero,Total,Residentes en España,2017M11,3340928.0,country,2017,11,2017-11-01,españa
Viajero,Total,Residentes en España,2017M12,3461708.0,country,2017,12,2017-12-01,españa
Viajero,Total,Residentes en España,2018M01,2743159.0,country,2018,1,2018-01-01,españa
Viajero,Total,Residentes en España,2018M02,3208522.0,country,2018,2,2018-02-01,españa
Viajero,Total,Residentes en España,2018M03,4136756.0,country,2018,3,2018-03-01,españa
Viajero,Total,Residentes en España,2018M04,4154873.0,country,2018,4,2018-04-01,españa
Viajero,Total,Residentes en España,2018M05,4250360.0,country,2018,5,2018-05-01,españa
Viajero,Total,Residentes en España,2018M06,4868754.0,country,2018,6,2018-06-01,españa
Viajero,Total,Residentes en España,2018M07,5380698.0,country,2018,7,2018-07-01,españa
Viajero,Total,Residentes en España,2018M08,6181557.0,country,2018,8,2018-08-01,españa
Viajero,Total,Residentes en España,2018M09,4840570.0,country,2018,9,2018-09-01,españa
Viajero,Total,Residentes en España,2018M10,4354922.0,country,2018,10,2018-10-01,españa
Viajero,Total,Residentes en España,2018M11,3551431.0,country,2018,11,2018-11-01,españa
Viajero,Total,Residentes en España,2018M12,3494108.0,country,2018,12,2018-12-01,españa
Viajero,Total,Residentes en España,2019M01,2755656.0,country,2019,1,2019-01-01,españa
Viajero,Total,Residentes en España,2019M02,3315368.0,country,2019,2,2019-02-01,españa
Viajero,Total,Residentes en España,2019M03,4033782.0,country,2019,3,2019-03-01,españa
Viajero,Total,Residentes en España,2019M04,4470668.0,country,2019,4,2019-04-01,españa
Viajero,Total,Residentes en España,2019M05,4578814.0,country,2019,5,2019-05-01,españa
Viajero,Total,Residentes en España,2019M06,5183371.0,country,2019,6,2019-06-01,españa
Viajero,Total,Residentes en España,2019M07,5669457.0,country,2019,7,2019-07-01,españa
Viajero,Total,Residentes en España,2019M08,6432729.0,country,2019,8,2019-08-01,españa
Viajero,Total,Residentes en España,2019M09,4809515.0,country,2019,9,2019-09-01,españa
Viajero,Total,Residentes en España,2019M10,4321124.0,country,2019,10,2019-10-01,españa
Viajero,Total,Residentes en España,2019M11,3585911.0,country,2019,11,2019-11-01,españa
Viajero,Total,Residentes en España,2019M12,3577792.0,country,2019,12,2019-12-01,españa
Viajero,Total,Alemania,2015M01,258742.0,country,2015,1,2015-01-01,alemania
Viajero,Total,Alemania,2015M02,286886.0,country,2015,2,2015-02-01,alemania
Viajero,Total,Alemania,2015M03,438978.0,country,2015,3,2015-03-01,alemania
Viajero,Total,Alemania,2015M04,564922.0,country,2015,4,2015-04-01,alemania
Viajero,Total,Alemania,2015M05,843677.0,country,2015,5,2015-05-01,alemania
Viajero,Total,Alemania,2015M06,833134.0,country,2015,6,2015-06-01,alemania
Viajero,Total,Alemania,2015M07,833962.0,country,2015,7,2015-07-01,alemania
Viajero,Total,Alemania,2015M08,912344.0,country,2015,8,2015-08-01,alemania
Viajero,Total,Alemania,2015M09,940121.0,country,2015,9,2015-09-01,alemania
Viajero,Total,Alemania,2015M10,770106.0,country,2015,10,2015-10-01,alemania
Viajero,Total,Alemania,2015M11,333836.0,country,2015,11,2015-11-01,alemania
Viajero,Total,Alemania,2015M12,244634.0,country,2015,12,2015-12-01,alemania
Viajero,Total,Alemania,2016M01,257698.0,country,2016,1,2016-01-01,alemania
Viajero,Total,Alemania,2016M02,308130.0,country,2016,2,2016-02-01,alemania
Viajero,Total,Alemania,2016M03,496214.0,country,2016,3,2016-03-01,alemania
Viajero,Total,Alemania,2016M04,595830.0,country,2016,4,2016-04-01,alemania
Viajero,Total,Alemania,2016M05,959779.0,country,2016,5,2016-05-01,alemania
Viajero,Total,Alemania,2016M06,930997.0,country,2016,6,2016-06-01,alemania
Viajero,Total,Alemania,2016M07,900198.0,country,2016,7,2016-07-01,alemania
Viajero,Total,Alemania,2016M08,966493.0,country,2016,8,2016-08-01,alemania
Viajero,Total,Alemania,2016M09,1024579.0,country,2016,9,2016-09-01,alemania
Viajero,Total,Alemania,2016M10,886195.0,country,2016,10,2016-10-01,alemania
Viajero,Total,Alemania,2016M11,337164.0,country,2016,11,2016-11-01,alemania
Viajero,Total,Alemania,2016M12,270207.0,country,2016,12,2016-12-01,alemania
Viajero,Total,Alemania,2017M01,268670.0,country,2017,1,2017-01-01,alemania
Viajero,Total,Alemania,2017M02,303694.0,country,2017,2,2017-02-01,alemania
Viajero,Total,Alemania,2017M03,453429.0,country,2017,3,2017-03-01,alemania
Viajero,Total,Alemania,2017M04,654720.0,country,2017,4,2017-04-01,alemania
Viajero,Total,Alemania,2017M05,913652.0,country,2017,5,2017-05-01,alemania
Viajero,Total,Alemania,2017M06,1003575.0,country,2017,6,2017-06-01,alemania
Viajero,Total,Alemania,2017M07,988174.0,country,2017,7,2017-07-01,alemania
Viajero,Total,Alemania,2017M08,902331.0,country,2017,8,2017-08-01,alemania
Viajero,Total,Alemania,2017M09,1022635.0,country,2017,9,2017-09-01,alemania
Viajero,Total,Alemania,2017M10,893915.0,country,2017,10,2017-10-01,alemania
Viajero,Total,Alemania,2017M11,354672.0,country,2017,11,2017-11-01,alemania
Viajero,Total,Alemania,2017M12,254706.0,country,2017,12,2017-12-01,alemania
Viajero,Total,Alemania,2018M01,264452.0,country,2018,1,2018-01-01,alemania
Viajero,Total,Alemania,2018M02,325094.0,country,2018,2,2018-02-01,alemania
Viajero,Total,Alemania,2018M03,490211.0,country,2018,3,2018-03-01,alemania
Viajero,Total,Alemania,2018M04,592994.0,country,2018,4,2018-04-01,alemania
Viajero,Total,Alemania,2018M05,906182.0,country,2018,5,2018-05-01,alemania
Viajero,Total,Alemania,2018M06,902908.0,country,2018,6,2018-06-01,alemania
Viajero,Total,Alemania,2018M07,867836.0,country,2018,7,2018-07-01,alemania
Viajero,Total,Alemania,2018M08,837116.0,country,2018,8,2018-08-01,alemania
Viajero,Total,Alemania,2018M09,969936.0,country,2018,9,2018-09-01,alemania
Viajero,Total,Alemania,2018M10,848483.0,country,2018,10,2018-10-01,alemania
Viajero,Total,Alemania,2018M11,343111.0,country,2018,11,2018-11-01,alemania
Viajero,Total,Alemania,2018M12,269907.0,country,2018,12,2018-12-01,alemania
Viajero,Total,Alemania,2019M01,259171.0,country,2019,1,2019-01-01,alemania
Viajero,Total,Alemania,2019M02,304760.0,country,2019,2,2019-02-01,alemania
Viajero,Total,Alemania,2019M03,462680.0,country,2019,3,2019-03-01,alemania
Viajero,Total,Alemania,2019M04,623576.0,country,2019,4,2019-04-01,alemania
Viajero,Total,Alemania,2019M05,822439.0,country,2019,5,2019-05-01,alemania
Viajero,Total,Alemania,2019M06,889958.0,country,2019,6,2019-06-01,alemania
Viajero,Total,Alemania,2019M07,807451.0,country,2019,7,2019-07-01,alemania
Viajero,Total,Alemania,2019M08,780620.0,country,2019,8,2019-08-01,alemania
Viajero,Total,Alemania,2019M09,906606.0,country,2019,9,2019-09-01,alemania
Viajero,Total,Alemania,2019M10,794579.0,country,2019,10,2019-10-01,alemania
Viajero,Total,Alemania,2019M11,328474.0,country,2019,11,2019-11-01,alemania
Viajero,Total,Alemania,2019M12,255317.0,country,2019,12,2019-12-01,alemania
Viajero,Total,Austria,2015M01,15427.0,country,2015,1,2015-01-01,austria
Viajero,Total,Austria,2015M02,18761.0,country,2015,2,2015-02-01,austria
Viajero,Total,Austria,2015M03,30232.0,country,2015,3,2015-03-01,austria
Viajero,Total,Austria,2015M04,42705.0,country,2015,4,2015-04-01,austria
Viajero,Total,Austria,2015M05,51583.0,country,2015,5,2015-05-01,austria
Viajero,Total,Austria,2015M06,55654.0,country,2015,6,2015-06-01,austria
Viajero,Total,Austria,2015M07,52616.0,country,2015,7,2015-07-01,austria
Viajero,Total,Austria,2015M08,50056.0,country,2015,8,2015-08-01,austria
Viajero,Total,Austria,2015M09,53405.0,country,2015,9,2015-09-01,austria
Viajero,Total,Austria,2015M10,36579.0,country,2015,10,2015-10-01,austria
Viajero,Total,Austria,2015M11,22825.0,country,2015,11,2015-11-01,austria
Viajero,Total,Austria,2015M12,16846.0,country,2015,12,2015-12-01,austria
Viajero,Total,Austria,2016M01,15237.0,country,2016,1,2016-01-01,austria
Viajero,Total,Austria,2016M02,21588.0,country,2016,2,2016-02-01,austria
Viajero,Total,Austria,2016M03,31583.0,country,2016,3,2016-03-01,austria
Viajero,Total,Austria,2016M04,41244.0,country,2016,4,2016-04-01,austria
Viajero,Total,Austria,2016M05,54999.0,country,2016,5,2016-05-01,austria
Viajero,Total,Austria,2016M06,52647.0,country,2016,6,2016-06-01,austria
Viajero,Total,Austria,2016M07,59370.0,country,2016,7,2016-07-01,austria
Viajero,Total,Austria,2016M08,53240.0,country,2016,8,2016-08-01,austria
Viajero,Total,Austria,2016M09,57506.0,country,2016,9,2016-09-01,austria
Viajero,Total,Austria,2016M10,47799.0,country,2016,10,2016-10-01,austria
Viajero,Total,Austria,2016M11,21736.0,country,2016,11,2016-11-01,austria
Viajero,Total,Austria,2016M12,17220.0,country,2016,12,2016-12-01,austria
Viajero,Total,Austria,2017M01,15860.0,country,2017,1,2017-01-01,austria
Viajero,Total,Austria,2017M02,20276.0,country,2017,2,2017-02-01,austria
Viajero,Total,Austria,2017M03,25286.0,country,2017,3,2017-03-01,austria
Viajero,Total,Austria,2017M04,44331.0,country,2017,4,2017-04-01,austria
Viajero,Total,Austria,2017M05,57624.0,country,2017,5,2017-05-01,austria
Viajero,Total,Austria,2017M06,48961.0,country,2017,6,2017-06-01,austria
Viajero,Total,Austria,2017M07,59255.0,country,2017,7,2017-07-01,austria
Viajero,Total,Austria,2017M08,50247.0,country,2017,8,2017-08-01,austria
Viajero,Total,Austria,2017M09,56283.0,country,2017,9,2017-09-01,austria
Viajero,Total,Austria,2017M10,45488.0,country,2017,10,2017-10-01,austria
Viajero,Total,Austria,2017M11,23010.0,country,2017,11,2017-11-01,austria
Viajero,Total,Austria,2017M12,15611.0,country,2017,12,2017-12-01,austria
Viajero,Total,Austria,2018M01,15407.0,country,2018,1,2018-01-01,austria
Viajero,Total,Austria,2018M02,20683.0,country,2018,2,2018-02-01,austria
Viajero,Total,Austria,2018M03,31070.0,country,2018,3,2018-03-01,austria
Viajero,Total,Austria,2018M04,37598.0,country,2018,4,2018-04-01,austria
Viajero,Total,Austria,2018M05,52955.0,country,2018,5,2018-05-01,austria
Viajero,Total,Austria,2018M06,51803.0,country,2018,6,2018-06-01,austria
Viajero,Total,Austria,2018M07,60752.0,country,2018,7,2018-07-01,austria
Viajero,Total,Austria,2018M08,58802.0,country,2018,8,2018-08-01,austria
Viajero,Total,Austria,2018M09,55076.0,country,2018,9,2018-09-01,austria
Viajero,Total,Austria,2018M10,50479.0,country,2018,10,2018-10-01,austria
Viajero,Total,Austria,2018M11,25632.0,country,2018,11,2018-11-01,austria
Viajero,Total,Austria,2018M12,19732.0,country,2018,12,2018-12-01,austria
Viajero,Total,Austria,2019M01,17321.0,country,2019,1,2019-01-01,austria
Viajero,Total,Austria,2019M02,24985.0,country,2019,2,2019-02-01,austria
Viajero,Total,Austria,2019M03,32049.0,country,2019,3,2019-03-01,austria
Viajero,Total,Austria,2019M04,50044.0,country,2019,4,2019-04-01,austria
Viajero,Total,Austria,2019M05,57663.0,country,2019,5,2019-05-01,austria
Viajero,Total,Austria,2019M06,56112.0,country,2019,6,2019-06-01,austria
Viajero,Total,Austria,2019M07,57641.0,country,2019,7,2019-07-01,austria
Viajero,Total,Austria,2019M08,54689.0,country,2019,8,2019-08-01,austria
Viajero,Total,Austria,2019M09,55424.0,country,2019,9,2019-09-01,austria
Viajero,Total,Austria,2019M10,47750.0,country,2019,10,2019-10-01,austria
Viajero,Total,Austria,2019M11,24254.0,country,2019,11,2019-11-01,austria
Viajero,Total,Austria,2019M12,18458.0,country,2019,12,2019-12-01,austria
Viajero,Total,Bélgica,2015M01,51250.0,country,2015,1,2015-01-01,bélgica
Viajero,Total,Bélgica,2015M02,54367.0,country,2015,2,2015-02-01,bélgica
Viajero,Total,Bélgica,2015M03,67791.0,country,2015,3,2015-03-01,bélgica
Viajero,Total,Bélgica,2015M04,115587.0,country,2015,4,2015-04-01,bélgica
Viajero,Total,Bélgica,2015M05,122472.0,country,2015,5,2015-05-01,bélgica
Viajero,Total,Bélgica,2015M06,124630.0,country,2015,6,2015-06-01,bélgica
Viajero,Total,Bélgica,2015M07,206309.0,country,2015,7,2015-07-01,bélgica
Viajero,Total,Bélgica,2015M08,156937.0,country,2015,8,2015-08-01,bélgica
Viajero,Total,Bélgica,2015M09,146969.0,country,2015,9,2015-09-01,bélgica
Viajero,Total,Bélgica,2015M10,101339.0,country,2015,10,2015-10-01,bélgica
Viajero,Total,Bélgica,2015M11,73559.0,country,2015,11,2015-11-01,bélgica
Viajero,Total,Bélgica,2015M12,55327.0,country,2015,12,2015-12-01,bélgica
Viajero,Total,Bélgica,2016M01,55103.0,country,2016,1,2016-01-01,bélgica
Viajero,Total,Bélgica,2016M02,63032.0,country,2016,2,2016-02-01,bélgica
Viajero,Total,Bélgica,2016M03,88859.0,country,2016,3,2016-03-01,bélgica
Viajero,Total,Bélgica,2016M04,97974.0,country,2016,4,2016-04-01,bélgica
Viajero,Total,Bélgica,2016M05,129238.0,country,2016,5,2016-05-01,bélgica
Viajero,Total,Bélgica,2016M06,123775.0,country,2016,6,2016-06-01,bélgica
Viajero,Total,Bélgica,2016M07,218932.0,country,2016,7,2016-07-01,bélgica
Viajero,Total,Bélgica,2016M08,167357.0,country,2016,8,2016-08-01,bélgica
Viajero,Total,Bélgica,2016M09,152221.0,country,2016,9,2016-09-01,bélgica
Viajero,Total,Bélgica,2016M10,123820.0,country,2016,10,2016-10-01,bélgica
Viajero,Total,Bélgica,2016M11,73303.0,country,2016,11,2016-11-01,bélgica
Viajero,Total,Bélgica,2016M12,53359.0,country,2016,12,2016-12-01,bélgica
Viajero,Total,Bélgica,2017M01,58788.0,country,2017,1,2017-01-01,bélgica
Viajero,Total,Bélgica,2017M02,63387.0,country,2017,2,2017-02-01,bélgica
Viajero,Total,Bélgica,2017M03,76956.0,country,2017,3,2017-03-01,bélgica
Viajero,Total,Bélgica,2017M04,120987.0,country,2017,4,2017-04-01,bélgica
Viajero,Total,Bélgica,2017M05,135577.0,country,2017,5,2017-05-01,bélgica
Viajero,Total,Bélgica,2017M06,125801.0,country,2017,6,2017-06-01,bélgica
Viajero,Total,Bélgica,2017M07,220642.0,country,2017,7,2017-07-01,bélgica
Viajero,Total,Bélgica,2017M08,164992.0,country,2017,8,2017-08-01,bélgica
Viajero,Total,Bélgica,2017M09,161441.0,country,2017,9,2017-09-01,bélgica
Viajero,Total,Bélgica,2017M10,122468.0,country,2017,10,2017-10-01,bélgica
Viajero,Total,Bélgica,2017M11,70446.0,country,2017,11,2017-11-01,bélgica
Viajero,Total,Bélgica,2017M12,58854.0,country,2017,12,2017-12-01,bélgica
Viajero,Total,Bélgica,2018M01,61184.0,country,2018,1,2018-01-01,bélgica
Viajero,Total,Bélgica,2018M02,71431.0,country,2018,2,2018-02-01,bélgica
Viajero,Total,Bélgica,2018M03,85634.0,country,2018,3,2018-03-01,bélgica
Viajero,Total,Bélgica,2018M04,125654.0,country,2018,4,2018-04-01,bélgica
Viajero,Total,Bélgica,2018M05,134670.0,country,2018,5,2018-05-01,bélgica
Viajero,Total,Bélgica,2018M06,131462.0,country,2018,6,2018-06-01,bélgica
Viajero,Total,Bélgica,2018M07,205169.0,country,2018,7,2018-07-01,bélgica
Viajero,Total,Bélgica,2018M08,162362.0,country,2018,8,2018-08-01,bélgica
Viajero,Total,Bélgica,2018M09,155337.0,country,2018,9,2018-09-01,bélgica
Viajero,Total,Bélgica,2018M10,127037.0,country,2018,10,2018-10-01,bélgica
Viajero,Total,Bélgica,2018M11,69361.0,country,2018,11,2018-11-01,bélgica
Viajero,Total,Bélgica,2018M12,62834.0,country,2018,12,2018-12-01,bélgica
Viajero,Total,Bélgica,2019M01,60079.0,country,2019,1,2019-01-01,bélgica
Viajero,Total,Bélgica,2019M02,61971.0,country,2019,2,2019-02-01,bélgica
Viajero,Total,Bélgica,2019M03,85292.0,country,2019,3,2019-03-01,bélgica
Viajero,Total,Bélgica,2019M04,124768.0,country,2019,4,2019-04-01,bélgica
Viajero,Total,Bélgica,2019M05,135524.0,country,2019,5,2019-05-01,bélgica
Viajero,Total,Bélgica,2019M06,140343.0,country,2019,6,2019-06-01,bélgica
Viajero,Total,Bélgica,2019M07,195795.0,country,2019,7,2019-07-01,bélgica
Viajero,Total,Bélgica,2019M08,161421.0,country,2019,8,2019-08-01,bélgica
Viajero,Total,Bélgica,2019M09,152631.0,country,2019,9,2019-09-01,bélgica
Viajero,Total,Bélgica,2019M10,122159.0,country,2019,10,2019-10-01,bélgica
Viajero,Total,Bélgica,2019M11,69703.0,country,2019,11,2019-11-01,bélgica
Viajero,Total,Bélgica,2019M12,61859.0,country,2019,12,2019-12-01,bélgica
Viajero,Total,Dinamarca,2015M01,28937.0,country,2015,1,2015-01-01,dinamarca
Viajero,Total,Dinamarca,2015M02,35339.0,country,2015,2,2015-02-01,dinamarca
Viajero,Total,Dinamarca,2015M03,47334.0,country,2015,3,2015-03-01,dinamarca
Viajero,Total,Dinamarca,2015M04,44092.0,country,2015,4,2015-04-01,dinamarca
Viajero,Total,Dinamarca,2015M05,42061.0,country,2015,5,2015-05-01,dinamarca
Viajero,Total,Dinamarca,2015M06,39675.0,country,2015,6,2015-06-01,dinamarca
Viajero,Total,Dinamarca,2015M07,72695.0,country,2015,7,2015-07-01,dinamarca
Viajero,Total,Dinamarca,2015M08,36803.0,country,2015,8,2015-08-01,dinamarca
Viajero,Total,Dinamarca,2015M09,48762.0,country,2015,9,2015-09-01,dinamarca
Viajero,Total,Dinamarca,2015M10,59590.0,country,2015,10,2015-10-01,dinamarca
Viajero,Total,Dinamarca,2015M11,32033.0,country,2015,11,2015-11-01,dinamarca
Viajero,Total,Dinamarca,2015M12,25585.0,country,2015,12,2015-12-01,dinamarca
Viajero,Total,Dinamarca,2016M01,32069.0,country,2016,1,2016-01-01,dinamarca
Viajero,Total,Dinamarca,2016M02,41293.0,country,2016,2,2016-02-01,dinamarca
Viajero,Total,Dinamarca,2016M03,51390.0,country,2016,3,2016-03-01,dinamarca
Viajero,Total,Dinamarca,2016M04,50500.0,country,2016,4,2016-04-01,dinamarca
Viajero,Total,Dinamarca,2016M05,47862.0,country,2016,5,2016-05-01,dinamarca
Viajero,Total,Dinamarca,2016M06,47201.0,country,2016,6,2016-06-01,dinamarca
Viajero,Total,Dinamarca,2016M07,92715.0,country,2016,7,2016-07-01,dinamarca
Viajero,Total,Dinamarca,2016M08,53165.0,country,2016,8,2016-08-01,dinamarca
Viajero,Total,Dinamarca,2016M09,61312.0,country,2016,9,2016-09-01,dinamarca
Viajero,Total,Dinamarca,2016M10,63374.0,country,2016,10,2016-10-01,dinamarca
Viajero,Total,Dinamarca,2016M11,36466.0,country,2016,11,2016-11-01,dinamarca
Viajero,Total,Dinamarca,2016M12,28386.0,country,2016,12,2016-12-01,dinamarca
Viajero,Total,Dinamarca,2017M01,35585.0,country,2017,1,2017-01-01,dinamarca
Viajero,Total,Dinamarca,2017M02,44100.0,country,2017,2,2017-02-01,dinamarca
Viajero,Total,Dinamarca,2017M03,51924.0,country,2017,3,2017-03-01,dinamarca
Viajero,Total,Dinamarca,2017M04,55589.0,country,2017,4,2017-04-01,dinamarca
Viajero,Total,Dinamarca,2017M05,58105.0,country,2017,5,2017-05-01,dinamarca
Viajero,Total,Dinamarca,2017M06,57639.0,country,2017,6,2017-06-01,dinamarca
Viajero,Total,Dinamarca,2017M07,95511.0,country,2017,7,2017-07-01,dinamarca
Viajero,Total,Dinamarca,2017M08,55820.0,country,2017,8,2017-08-01,dinamarca
Viajero,Total,Dinamarca,2017M09,71126.0,country,2017,9,2017-09-01,dinamarca
Viajero,Total,Dinamarca,2017M10,70738.0,country,2017,10,2017-10-01,dinamarca
Viajero,Total,Dinamarca,2017M11,40359.0,country,2017,11,2017-11-01,dinamarca
Viajero,Total,Dinamarca,2017M12,31377.0,country,2017,12,2017-12-01,dinamarca
Viajero,Total,Dinamarca,2018M01,41737.0,country,2018,1,2018-01-01,dinamarca
Viajero,Total,Dinamarca,2018M02,47831.0,country,2018,2,2018-02-01,dinamarca
Viajero,Total,Dinamarca,2018M03,59023.0,country,2018,3,2018-03-01,dinamarca
Viajero,Total,Dinamarca,2018M04,54906.0,country,2018,4,2018-04-01,dinamarca
Viajero,Total,Dinamarca,2018M05,60474.0,country,2018,5,2018-05-01,dinamarca
Viajero,Total,Dinamarca,2018M06,49924.0,country,2018,6,2018-06-01,dinamarca
Viajero,Total,Dinamarca,2018M07,98855.0,country,2018,7,2018-07-01,dinamarca
Viajero,Total,Dinamarca,2018M08,51741.0,country,2018,8,2018-08-01,dinamarca
Viajero,Total,Dinamarca,2018M09,64111.0,country,2018,9,2018-09-01,dinamarca
Viajero,Total,Dinamarca,2018M10,68275.0,country,2018,10,2018-10-01,dinamarca
Viajero,Total,Dinamarca,2018M11,37593.0,country,2018,11,2018-11-01,dinamarca
Viajero,Total,Dinamarca,2018M12,28925.0,country,2018,12,2018-12-01,dinamarca
Viajero,Total,Dinamarca,2019M01,37544.0,country,2019,1,2019-01-01,dinamarca
Viajero,Total,Dinamarca,2019M02,42841.0,country,2019,2,2019-02-01,dinamarca
Viajero,Total,Dinamarca,2019M03,50413.0,country,2019,3,2019-03-01,dinamarca
Viajero,Total,Dinamarca,2019M04,54958.0,country,2019,4,2019-04-01,dinamarca
Viajero,Total,Dinamarca,2019M05,62315.0,country,2019,5,2019-05-01,dinamarca
Viajero,Total,Dinamarca,2019M06,51061.0,country,2019,6,2019-06-01,dinamarca
Viajero,Total,Dinamarca,2019M07,87724.0,country,2019,7,2019-07-01,dinamarca
Viajero,Total,Dinamarca,2019M08,50118.0,country,2019,8,2019-08-01,dinamarca
Viajero,Total,Dinamarca,2019M09,60381.0,country,2019,9,2019-09-01,dinamarca
Viajero,Total,Dinamarca,2019M10,66102.0,country,2019,10,2019-10-01,dinamarca
Viajero,Total,Dinamarca,2019M11,38806.0,country,2019,11,2019-11-01,dinamarca
Viajero,Total,Dinamarca,2019M12,29854.0,country,2019,12,2019-12-01,dinamarca
Viajero,Total,Finlandia,2015M01,25913.0,country,2015,1,2015-01-01,finlandia
Viajero,Total,Finlandia,2015M02,29322.0,country,2015,2,2015-02-01,finlandia
Viajero,Total,Finlandia,2015M03,34672.0,country,2015,3,2015-03-01,finlandia
Viajero,Total,Finlandia,2015M04,34648.0,country,2015,4,2015-04-01,finlandia
Viajero,Total,Finlandia,2015M05,28765.0,country,2015,5,2015-05-01,finlandia
Viajero,Total,Finlandia,2015M06,33220.0,country,2015,6,2015-06-01,finlandia
Viajero,Total,Finlandia,2015M07,31918.0,country,2015,7,2015-07-01,finlandia
Viajero,Total,Finlandia,2015M08,21446.0,country,2015,8,2015-08-01,finlandia
Viajero,Total,Finlandia,2015M09,26997.0,country,2015,9,2015-09-01,finlandia
Viajero,Total,Finlandia,2015M10,40900.0,country,2015,10,2015-10-01,finlandia
Viajero,Total,Finlandia,2015M11,31422.0,country,2015,11,2015-11-01,finlandia
Viajero,Total,Finlandia,2015M12,26803.0,country,2015,12,2015-12-01,finlandia
Viajero,Total,Finlandia,2016M01,27623.0,country,2016,1,2016-01-01,finlandia
Viajero,Total,Finlandia,2016M02,29309.0,country,2016,2,2016-02-01,finlandia
Viajero,Total,Finlandia,2016M03,37173.0,country,2016,3,2016-03-01,finlandia
Viajero,Total,Finlandia,2016M04,32114.0,country,2016,4,2016-04-01,finlandia
Viajero,Total,Finlandia,2016M05,26344.0,country,2016,5,2016-05-01,finlandia
Viajero,Total,Finlandia,2016M06,27718.0,country,2016,6,2016-06-01,finlandia
Viajero,Total,Finlandia,2016M07,29259.0,country,2016,7,2016-07-01,finlandia
Viajero,Total,Finlandia,2016M08,19983.0,country,2016,8,2016-08-01,finlandia
Viajero,Total,Finlandia,2016M09,24142.0,country,2016,9,2016-09-01,finlandia
Viajero,Total,Finlandia,2016M10,40931.0,country,2016,10,2016-10-01,finlandia
Viajero,Total,Finlandia,2016M11,34778.0,country,2016,11,2016-11-01,finlandia
Viajero,Total,Finlandia,2016M12,28596.0,country,2016,12,2016-12-01,finlandia
Viajero,Total,Finlandia,2017M01,28832.0,country,2017,1,2017-01-01,finlandia
Viajero,Total,Finlandia,2017M02,33392.0,country,2017,2,2017-02-01,finlandia
Viajero,Total,Finlandia,2017M03,40507.0,country,2017,3,2017-03-01,finlandia
Viajero,Total,Finlandia,2017M04,35688.0,country,2017,4,2017-04-01,finlandia
Viajero,Total,Finlandia,2017M05,30603.0,country,2017,5,2017-05-01,finlandia
Viajero,Total,Finlandia,2017M06,30287.0,country,2017,6,2017-06-01,finlandia
