Totales Territoriales;Comunidades y Ciudades Autónomas;País de residencia;Meses;Total
Total nacional;País Vasco;Dinamarca;Mayo;1.334
Total nacional;País Vasco;Dinamarca;Junio;1.490
Total nacional;País Vasco;Dinamarca;Julio;4.516
Total nacional;País Vasco;Dinamarca;Agosto;1.493
Total nacional;País Vasco;Dinamarca;Septiembre;2.233
Total nacional;País Vasco;Dinamarca;Octubre;1.634
Total nacional;País Vasco;Dinamarca;Noviembre;723
Total nacional;País Vasco;Dinamarca;Diciembre;608
Total nacional;País Vasco;Finlandia;Total;16.120
Total nacional;País Vasco;Finlandia;Enero;571
Total nacional;País Vasco;Finlandia;Febrero;676
Total nacional;País Vasco;Finlandia;Marzo;1.386
Total nacional;País Vasco;Finlandia;Abril;1.216
Total nacional;País Vasco;Finlandia;Mayo;2.161
Total nacional;País Vasco;Finlandia;Junio;1.916
Total nacional;País Vasco;Finlandia;Julio;2.372
Total nacional;País Vasco;Finlandia;Agosto;732
Total nacional;País Vasco;Finlandia;Septiembre;1.797
Total nacional;País Vasco;Finlandia;Octubre;1.730
Total nacional;País Vasco;Finlandia;Noviembre;1.207
Total nacional;País Vasco;Finlandia;Diciembre;355
Total nacional;País Vasco;Francia;Total;401.188
Total nacional;País Vasco;Francia;Enero;17.880
Total nacional;País Vasco;Francia;Febrero;22.217
Total nacional;País Vasco;Francia;Marzo;19.856
Total nacional;País Vasco;Francia;Abril;35.058
Total nacional;País Vasco;Francia;Mayo;40.215
Total nacional;País Vasco;Francia;Junio;31.877
Total nacional;País Vasco;Francia;Julio;43.455
Total nacional;País Vasco;Francia;Agosto;70.428
Total nacional;País Vasco;Francia;Septiembre;30.982
Total nacional;País Vasco;Francia;Octubre;37.645
Total nacional;País Vasco;Francia;Noviembre;24.342
Total nacional;País Vasco;Francia;Diciembre;27.234
Total nacional;País Vasco;Grecia;Total;7.814
Total nacional;País Vasco;Grecia;Enero;461
Total nacional;País Vasco;Grecia;Febrero;496
Total nacional;País Vasco;Grecia;Marzo;390
Total nacional;País Vasco;Grecia;Abril;684
Total nacional;País Vasco;Grecia;Mayo;730
Total nacional;País Vasco;Grecia;Junio;590
Total nacional;País Vasco;Grecia;Julio;928
Total nacional;País Vasco;Grecia;Agosto;1.433
Total nacional;País Vasco;Grecia;Septiembre;451
Total nacional;País Vasco;Grecia;Octubre;994
Total nacional;País Vasco;Grecia;Noviembre;437
Total nacional;País Vasco;Grecia;Diciembre;221
Total nacional;País Vasco;Irlanda;Total;39.815
Total nacional;País Vasco;Irlanda;Enero;688
Total nacional;País Vasco;Irlanda;Febrero;644
Total nacional;País Vasco;Irlanda;Marzo;1.557
Total nacional;País Vasco;Irlanda;Abril;2.643
Total nacional;País Vasco;Irlanda;Mayo;3.991
Total nacional;País Vasco;Irlanda;Junio;5.803
Total nacional;País Vasco;Irlanda;Julio;6.313
Total nacional;País Vasco;Irlanda;Agosto;6.059
Total nacional;País Vasco;Irlanda;Septiembre;5.957
Total nacional;País Vasco;Irlanda;Octubre;3.483
Total nacional;País Vasco;Irlanda;Noviembre;1.830
Total nacional;País Vasco;Irlanda;Diciembre;848
Total nacional;País Vasco;Italia;Total;133.949
Total nacional;País Vasco;Italia;Enero;7.291
Total nacional;País Vasco;Italia;Febrero;4.977
Total nacional;País Vasco;Italia;Marzo;5.767
Total nacional;País Vasco;Italia;Abril;8.556
Total nacional;País Vasco;Italia;Mayo;10.479
Total nacional;País Vasco;Italia;Junio;11.703
Total nacional;País Vasco;Italia;Julio;15.020
Total nacional;País Vasco;Italia;Agosto;32.788
Total nacional;País Vasco;Italia;Septiembre;13.405
Total nacional;País Vasco;Italia;Octubre;11.032
Total nacional;País Vasco;Italia;Noviembre;6.796
Total nacional;País Vasco;Italia;Diciembre;6.134
Total nacional;País Vasco;Luxemburgo;Total;2.614
Total nacional;País Vasco;Luxemburgo;Enero;79
Total nacional;País Vasco;Luxemburgo;Febrero;75
Total nacional;País Vasco;Luxemburgo;Marzo;102
Total nacional;País Vasco;Luxemburgo;Abril;251
Total nacional;País Vasco;Luxemburgo;Mayo;100
Total nacional;País Vasco;Luxemburgo;Junio;143
Total nacional;País Vasco;Luxemburgo;Julio;294
Total nacional;País Vasco;Luxemburgo;Agosto;1.038
Total nacional;País Vasco;Luxemburgo;Septiembre;194
Total nacional;País Vasco;Luxemburgo;Octubre;140
Total nacional;País Vasco;Luxemburgo;Noviembre;105
Total nacional;País Vasco;Luxemburgo;Diciembre;93
Total nacional;País Vasco;Países Bajos;Total;92.637
Total nacional;País Vasco;Países Bajos;Enero;2.866
Total nacional;País Vasco;Países Bajos;Febrero;3.327
Total nacional;País Vasco;Países Bajos;Marzo;3.891
Total nacional;País Vasco;Países Bajos;Abril;7.263
Total nacional;País Vasco;Países Bajos;Mayo;9.434
Total nacional;País Vasco;Países Bajos;Junio;10.345
Total nacional;País Vasco;Países Bajos;Julio;12.694
Total nacional;País Vasco;Países Bajos;Agosto;17.892
Total nacional;País Vasco;Países Bajos;Septiembre;10.026
Total nacional;País Vasco;Países Bajos;Octubre;7.537
Total nacional;País Vasco;Países Bajos;Noviembre;4.287
Total nacional;País Vasco;Países Bajos;Diciembre;3.075
Total nacional;País Vasco;Polonia;Total;20.302
Total nacional;País Vasco;Polonia;Enero;1.841
Total nacional;País Vasco;Polonia;Febrero;812
Total nacional;País Vasco;Polonia;Marzo;1.180
Total nacional;País Vasco;Polonia;Abril;1.305
Total nacional;País Vasco;Polonia;Mayo;1.961
Total nacional;País Vasco;Polonia;Junio;1.603
Total nacional;País Vasco;Polonia;Julio;2.731
Total nacional;País Vasco;Polonia;Agosto;2.600
Total nacional;País Vasco;Polonia;Septiembre;1.920
Total nacional;País Vasco;Polonia;Octubre;2.045
Total nacional;País Vasco;Polonia;Noviembre;1.334
Total nacional;País Vasco;Polonia;Diciembre;969
Total nacional;País Vasco;Portugal;Total;76.326
Total nacional;País Vasco;Portugal;Enero;4.287
Total nacional;País Vasco;Portugal;Febrero;3.986
Total nacional;País Vasco;Portugal;Marzo;4.913
Total nacional;País Vasco;Portugal;Abril;5.548
Total nacional;País Vasco;Portugal;Mayo;5.603
Total nacional;País Vasco;Portugal;Junio;7.437
Total nacional;País Vasco;Portugal;Julio;8.804
Total nacional;País Vasco;Portugal;Agosto;11.840
Total nacional;País Vasco;Portugal;Septiembre;6.702
Total nacional;País Vasco;Portugal;Octubre;5.637
Total nacional;País Vasco;Portugal;Noviembre;6.116
Total nacional;País Vasco;Portugal;Diciembre;5.452
Total nacional;País Vasco;Reino Unido;Total;225.015
Total nacional;País Vasco;Reino Unido;Enero;7.357
Total nacional;País Vasco;Reino Unido;Febrero;7.400
Total nacional;País Vasco;Reino Unido;Marzo;12.977
Total nacional;País Vasco;Reino Unido;Abril;17.414
Total nacional;País Vasco;Reino Unido;Mayo;23.154
Total nacional;País Vasco;Reino Unido;Junio;27.919
Total nacional;País Vasco;Reino Unido;Julio;26.770
Total nacional;País Vasco;Reino Unido;Agosto;29.359
Total nacional;País Vasco;Reino Unido;Septiembre;32.294
Total nacional;País Vasco;Reino Unido;Octubre;22.349
Total nacional;País Vasco;Reino Unido;Noviembre;10.767
Total nacional;País Vasco;Reino Unido;Diciembre;7.255
Total nacional;País Vasco;República Checa;Total;8.664
Total nacional;País Vasco;República Checa;Enero;1.848
Total nacional;País Vasco;República Checa;Febrero;564
Total nacional;País Vasco;República Checa;Marzo;379
Total nacional;País Vasco;República Checa;Abril;435
Total nacional;País Vasco;República Checa;Mayo;649
Total nacional;País Vasco;República Checa;Junio;698
Total nacional;País Vasco;República Checa;Julio;911
Total nacional;País Vasco;República Checa;Agosto;699
Total nacional;País Vasco;República Checa;Septiembre;958
Total nacional;País Vasco;República Checa;Octubre;665
Total nacional;País Vasco;República Checa;Noviembre;620
Total nacional;País Vasco;República Checa;Diciembre;238
Total nacional;País Vasco;Suecia;Total;36.868
Total nacional;País Vasco;Suecia;Enero;1.022
Total nacional;País Vasco;Suecia;Febrero;797
Total nacional;País Vasco;Suecia;Marzo;1.649
Total nacional;País Vasco;Suecia;Abril;2.600
Total nacional;País Vasco;Suecia;Mayo;3.473
Total nacional;País Vasco;Suecia;Junio;3.775
Total nacional;País Vasco;Suecia;Julio;6.825
Total nacional;País Vasco;Suecia;Agosto;2.812
Total nacional;País Vasco;Suecia;Septiembre;5.979
Total nacional;País Vasco;Suecia;Octubre;4.719
Total nacional;País Vasco;Suecia;Noviembre;2.667
Total nacional;País Vasco;Suecia;Diciembre;549
Total nacional;País Vasco;Noruega;Total;25.726
Total nacional;País Vasco;Noruega;Enero;1.031
Total nacional;País Vasco;Noruega;Febrero;812
Total nacional;País Vasco;Noruega;Marzo;1.009
Total nacional;País Vasco;Noruega;Abril;1.928
Total nacional;País Vasco;Noruega;Mayo;2.271
Total nacional;País Vasco;Noruega;Junio;2.431
Total nacional;País Vasco;Noruega;Julio;5.942
Total nacional;País Vasco;Noruega;Agosto;2.729
Total nacional;País Vasco;Noruega;Septiembre;3.242
Total nacional;País Vasco;Noruega;Octubre;2.911
Total nacional;País Vasco;Noruega;Noviembre;1.049
Total nacional;País Vasco;Noruega;Diciembre;372
Total nacional;País Vasco;Rusia;Total;27.531
Total nacional;País Vasco;Rusia;Enero;1.479
Total nacional;País Vasco;Rusia;Febrero;1.257
Total nacional;País Vasco;Rusia;Marzo;1.279
Total nacional;País Vasco;Rusia;Abril;1.904
Total nacional;País Vasco;Rusia;Mayo;2.505
Total nacional;País Vasco;Rusia;Junio;2.381
Total nacional;País Vasco;Rusia;Julio;4.413
Total nacional;País Vasco;Rusia;Agosto;4.189
Total nacional;País Vasco;Rusia;Septiembre;2.149
Total nacional;País Vasco;Rusia;Octubre;2.192
Total nacional;País Vasco;Rusia;Noviembre;1.708
Total nacional;País Vasco;Rusia;Diciembre;2.076
Total nacional;País Vasco;Suiza;Total;42.735
Total nacional;País Vasco;Suiza;Enero;1.134
Total nacional;País Vasco;Suiza;Febrero;802
Total nacional;País Vasco;Suiza;Marzo;1.743
Total nacional;País Vasco;Suiza;Abril;4.332
Total nacional;País Vasco;Suiza;Mayo;5.118
Total nacional;País Vasco;Suiza;Junio;5.514
Total nacional;País Vasco;Suiza;Julio;6.592
Total nacional;País Vasco;Suiza;Agosto;4.775
Total nacional;País Vasco;Suiza;Septiembre;5.412
Total nacional;País Vasco;Suiza;Octubre;4.762
Total nacional;País Vasco;Suiza;Noviembre;1.506
Total nacional;País Vasco;Suiza;Diciembre;1.046
Total nacional;País Vasco;Resto de Europa sin U.E.;Total;41.280
Total nacional;País Vasco;Resto de Europa sin U.E.;Enero;2.742
Total nacional;País Vasco;Resto de Europa sin U.E.;Febrero;1.876
Total nacional;País Vasco;Resto de Europa sin U.E.;Marzo;2.660
Total nacional;País Vasco;Resto de Europa sin U.E.;Abril;3.343
Total nacional;País Vasco;Resto de Europa sin U.E.;Mayo;5.009
Total nacional;País Vasco;Resto de Europa sin U.E.;Junio;2.576
Total nacional;País Vasco;Resto de Europa sin U.E.;Julio;3.551
Total nacional;País Vasco;Resto de Europa sin U.E.;Agosto;4.230
Total nacional;País Vasco;Resto de Europa sin U.E.;Septiembre;5.444
Total nacional;País Vasco;Resto de Europa sin U.E.;Octubre;3.928
Total nacional;País Vasco;Resto de Europa sin U.E.;Noviembre;2.788
Total nacional;País Vasco;Resto de Europa sin U.E.;Diciembre;3.133
Total nacional;País Vasco;Japón;Total;44.321
Total nacional;País Vasco;Japón;Enero;2.232
Total nacional;País Vasco;Japón;Febrero;1.912
Total nacional;País Vasco;Japón;Marzo;3.806
Total nacional;País Vasco;Japón;Abril;3.081
Total nacional;País Vasco;Japón;Mayo;4.470
Total nacional;País Vasco;Japón;Junio;4.618
Total nacional;País Vasco;Japón;Julio;4.021
Total nacional;País Vasco;Japón;Agosto;4.711
Total nacional;País Vasco;Japón;Septiembre;5.451
Total nacional;País Vasco;Japón;Octubre;4.557
Total nacional;País Vasco;Japón;Noviembre;3.307
Total nacional;País Vasco;Japón;Diciembre;2.156
Total nacional;País Vasco;Estados Unidos;Total;216.984
Total nacional;País Vasco;Estados Unidos;Enero;4.402
Total nacional;País Vasco;Estados Unidos;Febrero;4.725
Total nacional;País Vasco;Estados Unidos;Marzo;8.526
Total nacional;País Vasco;Estados Unidos;Abril;14.958
Total nacional;País Vasco;Estados Unidos;Mayo;25.227
Total nacional;País Vasco;Estados Unidos;Junio;29.222
Total nacional;País Vasco;Estados Unidos;Julio;37.937
Total nacional;País Vasco;Estados Unidos;Agosto;22.278
Total nacional;País Vasco;Estados Unidos;Septiembre;30.348
Total nacional;País Vasco;Estados Unidos;Octubre;25.113
Total nacional;País Vasco;Estados Unidos;Noviembre;8.396
Total nacional;País Vasco;Estados Unidos;Diciembre;5.851
Total nacional;País Vasco;Resto de América;Total;245.585
Total nacional;País Vasco;Resto de América;Enero;10.824
Total nacional;País Vasco;Resto de América;Febrero;10.426
Total nacional;País Vasco;Resto de América;Marzo;13.073
Total nacional;País Vasco;Resto de América;Abril;18.936
Total nacional;País Vasco;Resto de América;Mayo;28.385
Total nacional;País Vasco;Resto de América;Junio;25.501
Total nacional;País Vasco;Resto de América;Julio;28.062
Total nacional;País Vasco;Resto de América;Agosto;24.502
Total nacional;País Vasco;Resto de América;Septiembre;33.507
Total nacional;País Vasco;Resto de América;Octubre;26.592
Total nacional;País Vasco;Resto de América;Noviembre;14.700
Total nacional;País Vasco;Resto de América;Diciembre;11.077
Total nacional;País Vasco;Países africanos;Total;23.987
Total nacional;País Vasco;Países africanos;Enero;1.558
Total nacional;País Vasco;Países africanos;Febrero;1.676
Total nacional;País Vasco;Países africanos;Marzo;2.083
Total nacional;País Vasco;Países africanos;Abril;1.954
Total nacional;País Vasco;Países africanos;Mayo;2.536
Total nacional;País Vasco;Países africanos;Junio;2.237
Total nacional;País Vasco;Países africanos;Julio;2.519
Total nacional;País Vasco;Países africanos;Agosto;1.689
Total nacional;País Vasco;Países africanos;Septiembre;2.695
Total nacional;País Vasco;Países africanos;Octubre;1.651
Total nacional;País Vasco;Países africanos;Noviembre;1.615
Total nacional;País Vasco;Países africanos;Diciembre;1.773
Total nacional;Rioja, La;Total;Total;1.041.714
Total nacional;Rioja, La;Total;Enero;47.018
Total nacional;Rioja, La;Total;Febrero;55.405
Total nacional;Rioja, La;Total;Marzo;71.512
Total nacional;Rioja, La;Total;Abril;98.061
Total nacional;Rioja, La;Total;Mayo;91.586
Total nacional;Rioja, La;Total;Junio;94.310
Total nacional;Rioja, La;Total;Julio;99.294
Total nacional;Rioja, La;Total;Agosto;131.789
Total nacional;Rioja, La;Total;Septiembre;114.190
Total nacional;Rioja, La;Total;Octubre;97.292
Total nacional;Rioja, La;Total;Noviembre;75.128
Total nacional;Rioja, La;Total;Diciembre;66.129
Total nacional;Rioja, La;Residentes en España;Total;854.565
Total nacional;Rioja, La;Residentes en España;Enero;41.016
Total nacional;Rioja, La;Residentes en España;Febrero;49.768
Total nacional;Rioja, La;Residentes en España;Marzo;63.254
Total nacional;Rioja, La;Residentes en España;Abril;81.589
Total nacional;Rioja, La;Residentes en España;Mayo;63.699
Total nacional;Rioja, La;Residentes en España;Junio;70.944
Total nacional;Rioja, La;Residentes en España;Julio;80.386
Total nacional;Rioja, La;Residentes en España;Agosto;113.515
Total nacional;Rioja, La;Residentes en España;Septiembre;83.380
Total nacional;Rioja, La;Residentes en España;Octubre;79.695
Total nacional;Rioja, La;Residentes en España;Noviembre;66.421
Total nacional;Rioja, La;Residentes en España;Diciembre;60.897
Total nacional;Rioja, La;No residentes en España;Total;187.149
Total nacional;Rioja, La;No residentes en España;Enero;6.001
Total nacional;Rioja, La;No residentes en España;Febrero;5.637
Total nacional;Rioja, La;No residentes en España;Marzo;8.257
Total nacional;Rioja, La;No residentes en España;Abril;16.471
Total nacional;Rioja, La;No residentes en España;Mayo;27.887
Total nacional;Rioja, La;No residentes en España;Junio;23.367
Total nacional;Rioja, La;No residentes en España;Julio;18.908
Total nacional;Rioja, La;No residentes en España;Agosto;18.274
Total nacional;Rioja, La;No residentes en España;Septiembre;30.810
Total nacional;Rioja, La;No residentes en España;Octubre;17.597
Total nacional;Rioja, La;No residentes en España;Noviembre;8.707
Total nacional;Rioja, La;No residentes en España;Diciembre;5.232
Total nacional;Rioja, La;Unión Europea (sin España);Total;120.916
Total nacional;Rioja, La;Unión Europea (sin España);Enero;4.171
Total nacional;Rioja, La;Unión Europea (sin España);Febrero;3.624
Total nacional;Rioja, La;Unión Europea (sin España);Marzo;5.083
Total nacional;Rioja, La;Unión Europea (sin España);Abril;11.349
Total nacional;Rioja, La;Unión Europea (sin España);Mayo;16.477
Total nacional;Rioja, La;Unión Europea (sin España);Junio;15.641
Total nacional;Rioja, La;Unión Europea (sin España);Julio;12.428
Total nacional;Rioja, La;Unión Europea (sin España);Agosto;13.097
Total nacional;Rioja, La;Unión Europea (sin España);Septiembre;19.648
Total nacional;Rioja, La;Unión Europea (sin España);Octubre;10.323
Total nacional;Rioja, La;Unión Europea (sin España);Noviembre;5.535
Total nacional;Rioja, La;Unión Europea (sin España);Diciembre;3.538
Total nacional;Rioja, La;Alemania;Total;18.355
Total nacional;Rioja, La;Alemania;Enero;389
Total nacional;Rioja, La;Alemania;Febrero;580
Total nacional;Rioja, La;Alemania;Marzo;742
Total nacional;Rioja, La;Alemania;Abril;1.505
Total nacional;Rioja, La;Alemania;Mayo;3.502
Total nacional;Rioja, La;Alemania;Junio;2.605
Total nacional;Rioja, La;Alemania;Julio;1.580
Total nacional;Rioja, La;Alemania;Agosto;1.988
Total nacional;Rioja, La;Alemania;Septiembre;3.149
Total nacional;Rioja, La;Alemania;Octubre;1.443
Total nacional;Rioja, La;Alemania;Noviembre;563
Total nacional;Rioja, La;Alemania;Diciembre;311
Total nacional;Rioja, La;Austria;Total;2.418
Total nacional;Rioja, La;Austria;Enero;..
Total nacional;Rioja, La;Austria;Febrero;..
Total nacional;Rioja, La;Austria;Marzo;44
Total nacional;Rioja, La;Austria;Abril;633
Total nacional;Rioja, La;Austria;Mayo;585
Total nacional;Rioja, La;Austria;Junio;348
Total nacional;Rioja, La;Austria;Julio;116
Total nacional;Rioja, La;Austria;Agosto;163
Total nacional;Rioja, La;Austria;Septiembre;237
Total nacional;Rioja, La;Austria;Octubre;147
Total nacional;Rioja, La;Austria;Noviembre;78
Total nacional;Rioja, La;Austria;Diciembre;52
Total nacional;Rioja, La;Bélgica;Total;5.605
Total nacional;Rioja, La;Bélgica;Enero;121
Total nacional;Rioja, La;Bélgica;Febrero;86
Total nacional;Rioja, La;Bélgica;Marzo;104
Total nacional;Rioja, La;Bélgica;Abril;822
Total nacional;Rioja, La;Bélgica;Mayo;756
Total nacional;Rioja, La;Bélgica;Junio;522
Total nacional;Rioja, La;Bélgica;Julio;1.043
Total nacional;Rioja, La;Bélgica;Agosto;809
Total nacional;Rioja, La;Bélgica;Septiembre;641
Total nacional;Rioja, La;Bélgica;Octubre;472
Total nacional;Rioja, La;Bélgica;Noviembre;180
Total nacional;Rioja, La;Bélgica;Diciembre;48
Total nacional;Rioja, La;Dinamarca;Total;1.329
Total nacional;Rioja, La;Dinamarca;Enero;28
Total nacional;Rioja, La;Dinamarca;Febrero;..
Total nacional;Rioja, La;Dinamarca;Marzo;..
Total nacional;Rioja, La;Dinamarca;Abril;151
Total nacional;Rioja, La;Dinamarca;Mayo;190
Total nacional;Rioja, La;Dinamarca;Junio;196
Total nacional;Rioja, La;Dinamarca;Julio;239
Total nacional;Rioja, La;Dinamarca;Agosto;83
Total nacional;Rioja, La;Dinamarca;Septiembre;310
Total nacional;Rioja, La;Dinamarca;Octubre;52
Total nacional;Rioja, La;Dinamarca;Noviembre;37
Total nacional;Rioja, La;Dinamarca;Diciembre;25
Total nacional;Rioja, La;Finlandia;Total;967
Total nacional;Rioja, La;Finlandia;Enero;70
Total nacional;Rioja, La;Finlandia;Febrero;..
Total nacional;Rioja, La;Finlandia;Marzo;36
Total nacional;Rioja, La;Finlandia;Abril;27
Total nacional;Rioja, La;Finlandia;Mayo;125
Total nacional;Rioja, La;Finlandia;Junio;103
Total nacional;Rioja, La;Finlandia;Julio;86
Total nacional;Rioja, La;Finlandia;Agosto;..
Total nacional;Rioja, La;Finlandia;Septiembre;102
Total nacional;Rioja, La;Finlandia;Octubre;265
Total nacional;Rioja, La;Finlandia;Noviembre;122
Total nacional;Rioja, La;Finlandia;Diciembre;20
Total nacional;Rioja, La;Francia;Total;29.505
Total nacional;Rioja, La;Francia;Enero;1.239
Total nacional;Rioja, La;Francia;Febrero;1.036
Total nacional;Rioja, La;Francia;Marzo;1.347
Total nacional;Rioja, La;Francia;Abril;3.101
Total nacional;Rioja, La;Francia;Mayo;3.233
Total nacional;Rioja, La;Francia;Junio;3.708
Total nacional;Rioja, La;Francia;Julio;2.452
Total nacional;Rioja, La;Francia;Agosto;3.476
Total nacional;Rioja, La;Francia;Septiembre;5.092
Total nacional;Rioja, La;Francia;Octubre;2.242
Total nacional;Rioja, La;Francia;Noviembre;1.223
Total nacional;Rioja, La;Francia;Diciembre;1.357
Total nacional;Rioja, La;Grecia;Total;394
Total nacional;Rioja, La;Grecia;Enero;..
Total nacional;Rioja, La;Grecia;Febrero;..
Total nacional;Rioja, La;Grecia;Marzo;..
Total nacional;Rioja, La;Grecia;Abril;87
Total nacional;Rioja, La;Grecia;Mayo;48
Total nacional;Rioja, La;Grecia;Junio;22
Total nacional;Rioja, La;Grecia;Julio;..
Total nacional;Rioja, La;Grecia;Agosto;27
Total nacional;Rioja, La;Grecia;Septiembre;36
Total nacional;Rioja, La;Grecia;Octubre;..
Total nacional;Rioja, La;Grecia;Noviembre;91
Total nacional;Rioja, La;Grecia;Diciembre;23
Total nacional;Rioja, La;Irlanda;Total;4.739
Total nacional;Rioja, La;Irlanda;Enero;41
Total nacional;Rioja, La;Irlanda;Febrero;61
Total nacional;Rioja, La;Irlanda;Marzo;117
Total nacional;Rioja, La;Irlanda;Abril;505
Total nacional;Rioja, La;Irlanda;Mayo;933
Total nacional;Rioja, La;Irlanda;Junio;755
Total nacional;Rioja, La;Irlanda;Julio;443
Total nacional;Rioja, La;Irlanda;Agosto;518
Total nacional;Rioja, La;Irlanda;Septiembre;862
Total nacional;Rioja, La;Irlanda;Octubre;349
Total nacional;Rioja, La;Irlanda;Noviembre;80
Total nacional;Rioja, La;Irlanda;Diciembre;77
Total nacional;Rioja, La;Italia;Total;10.106
Total nacional;Rioja, La;Italia;Enero;700
Total nacional;Rioja, La;Italia;Febrero;355
Total nacional;Rioja, La;Italia;Marzo;744
Total nacional;Rioja, La;Italia;Abril;686
Total nacional;Rioja, La;Italia;Mayo;1.215
Total nacional;Rioja, La;Italia;Junio;968
Total nacional;Rioja, La;Italia;Julio;1.147
Total nacional;Rioja, La;Italia;Agosto;1.562
Total nacional;Rioja, La;Italia;Septiembre;999
Total nacional;Rioja, La;Italia;Octubre;725
Total nacional;Rioja, La;Italia;Noviembre;521
Total nacional;Rioja, La;Italia;Diciembre;485
Total nacional;Rioja, La;Luxemburgo;Total;177
Total nacional;Rioja, La;Luxemburgo;Enero;..
Total nacional;Rioja, La;Luxemburgo;Febrero;63
Total nacional;Rioja, La;Luxemburgo;Marzo;..
Total nacional;Rioja, La;Luxemburgo;Abril;..
Total nacional;Rioja, La;Luxemburgo;Mayo;..
Total nacional;Rioja, La;Luxemburgo;Junio;..
Total nacional;Rioja, La;Luxemburgo;Julio;22
Total nacional;Rioja, La;Luxemburgo;Agosto;48
Total nacional;Rioja, La;Luxemburgo;Septiembre;..
Total nacional;Rioja, La;Luxemburgo;Octubre;..
Total nacional;Rioja, La;Luxemburgo;Noviembre;..
Total nacional;Rioja, La;Luxemburgo;Diciembre;..
Total nacional;Rioja, La;Países Bajos;Total;6.372
Total nacional;Rioja, La;Países Bajos;Enero;94
Total nacional;Rioja, La;Países Bajos;Febrero;130
Total nacional;Rioja, La;Países Bajos;Marzo;146
Total nacional;Rioja, La;Países Bajos;Abril;473
Total nacional;Rioja, La;Países Bajos;Mayo;650
Total nacional;Rioja, La;Países Bajos;Junio;1.203
Total nacional;Rioja, La;Países Bajos;Julio;1.016
Total nacional;Rioja, La;Países Bajos;Agosto;924
Total nacional;Rioja, La;Países Bajos;Septiembre;955
Total nacional;Rioja, La;Países Bajos;Octubre;275
Total nacional;Rioja, La;Países Bajos;Noviembre;433
Total nacional;Rioja, La;Países Bajos;Diciembre;71
Total nacional;Rioja, La;Polonia;Total;1.469
Total nacional;Rioja, La;Polonia;Enero;24
Total nacional;Rioja, La;Polonia;Febrero;53
Total nacional;Rioja, La;Polonia;Marzo;39
Total nacional;Rioja, La;Polonia;Abril;145
Total nacional;Rioja, La;Polonia;Mayo;63
Total nacional;Rioja, La;Polonia;Junio;100
Total nacional;Rioja, La;Polonia;Julio;282
Total nacional;Rioja, La;Polonia;Agosto;144
Total nacional;Rioja, La;Polonia;Septiembre;226
Total nacional;Rioja, La;Polonia;Octubre;158
Total nacional;Rioja, La;Polonia;Noviembre;175
Total nacional;Rioja, La;Polonia;Diciembre;59
Total nacional;Rioja, La;Portugal;Total;4.809
Total nacional;Rioja, La;Portugal;Enero;291
Total nacional;Rioja, La;Portugal;Febrero;217
Total nacional;Rioja, La;Portugal;Marzo;441
Total nacional;Rioja, La;Portugal;Abril;519
Total nacional;Rioja, La;Portugal;Mayo;424
Total nacional;Rioja, La;Portugal;Junio;426
Total nacional;Rioja, La;Portugal;Julio;578
Total nacional;Rioja, La;Portugal;Agosto;525
Total nacional;Rioja, La;Portugal;Septiembre;543
Total nacional;Rioja, La;Portugal;Octubre;285
Total nacional;Rioja, La;Portugal;Noviembre;275
Total nacional;Rioja, La;Portugal;Diciembre;284
Total nacional;Rioja, La;Reino Unido;Total;24.939
Total nacional;Rioja, La;Reino Unido;Enero;749
Total nacional;Rioja, La;Reino Unido;Febrero;564
Total nacional;Rioja, La;Reino Unido;Marzo;881
Total nacional;Rioja, La;Reino Unido;Abril;1.876
Total nacional;Rioja, La;Reino Unido;Mayo;4.129
Total nacional;Rioja, La;Reino Unido;Junio;3.334
Total nacional;Rioja, La;Reino Unido;Julio;2.458
Total nacional;Rioja, La;Reino Unido;Agosto;2.171
Total nacional;Rioja, La;Reino Unido;Septiembre;4.691
Total nacional;Rioja, La;Reino Unido;Octubre;2.523
Total nacional;Rioja, La;Reino Unido;Noviembre;1.098
Total nacional;Rioja, La;Reino Unido;Diciembre;464
Total nacional;Rioja, La;República Checa;Total;1.190
Total nacional;Rioja, La;República Checa;Enero;..
Total nacional;Rioja, La;República Checa;Febrero;40
Total nacional;Rioja, La;República Checa;Marzo;..
Total nacional;Rioja, La;República Checa;Abril;124
Total nacional;Rioja, La;República Checa;Mayo;33
Total nacional;Rioja, La;República Checa;Junio;87
Total nacional;Rioja, La;República Checa;Julio;80
Total nacional;Rioja, La;República Checa;Agosto;67
Total nacional;Rioja, La;República Checa;Septiembre;221
Total nacional;Rioja, La;República Checa;Octubre;374
Total nacional;Rioja, La;República Checa;Noviembre;124
Total nacional;Rioja, La;República Checa;Diciembre;..
Total nacional;Rioja, La;Suecia;Total;2.385
Total nacional;Rioja, La;Suecia;Enero;35
Total nacional;Rioja, La;Suecia;Febrero;..
Total nacional;Rioja, La;Suecia;Marzo;103
Total nacional;Rioja, La;Suecia;Abril;79
Total nacional;Rioja, La;Suecia;Mayo;140
Total nacional;Rioja, La;Suecia;Junio;295
Total nacional;Rioja, La;Suecia;Julio;260
Total nacional;Rioja, La;Suecia;Agosto;114
Total nacional;Rioja, La;Suecia;Septiembre;865
Total nacional;Rioja, La;Suecia;Octubre;389
Total nacional;Rioja, La;Suecia;Noviembre;62
Total nacional;Rioja, La;Suecia;Diciembre;..
