Totales Territoriales	Comunidades y Ciudades Autónomas	País de residencia	Meses	Total
Total Nacional	09 Cataluña	Suiza	Febrero	11.160
Total Nacional	09 Cataluña	Suiza	Marzo	17.224
Total Nacional	09 Cataluña	Suiza	Abril	21.860
Total Nacional	09 Cataluña	Suiza	Mayo	22.500
Total Nacional	09 Cataluña	Suiza	Junio	23.166
Total Nacional	09 Cataluña	Suiza	Julio	32.809
Total Nacional	09 Cataluña	Suiza	Agosto	21.575
Total Nacional	09 Cataluña	Suiza	Septiembre	24.941
Total Nacional	09 Cataluña	Suiza	Octubre	25.593
Total Nacional	09 Cataluña	Suiza	Noviembre	13.652
Total Nacional	09 Cataluña	Suiza	Diciembre	10.156
Total Nacional	09 Cataluña	Resto de Europa sin U.E.	Enero	19.287
Total Nacional	09 Cataluña	Resto de Europa sin U.E.	Febrero	16.113
Total Nacional	09 Cataluña	Resto de Europa sin U.E.	Marzo	23.615
Total Nacional	09 Cataluña	Resto de Europa sin U.E.	Abril	29.619
Total Nacional	09 Cataluña	Resto de Europa sin U.E.	Mayo	37.738
Total Nacional	09 Cataluña	Resto de Europa sin U.E.	Junio	51.814
Total Nacional	09 Cataluña	Resto de Europa sin U.E.	Julio	45.307
Total Nacional	09 Cataluña	Resto de Europa sin U.E.	Agosto	44.793
Total Nacional	09 Cataluña	Resto de Europa sin U.E.	Septiembre	46.597
Total Nacional	09 Cataluña	Resto de Europa sin U.E.	Octubre	28.625
Total Nacional	09 Cataluña	Resto de Europa sin U.E.	Noviembre	21.071
Total Nacional	09 Cataluña	Resto de Europa sin U.E.	Diciembre	19.130
Total Nacional	09 Cataluña	Japón	Enero	9.803
Total Nacional	09 Cataluña	Japón	Febrero	16.600
Total Nacional	09 Cataluña	Japón	Marzo	16.305
Total Nacional	09 Cataluña	Japón	Abril	12.223
Total Nacional	09 Cataluña	Japón	Mayo	13.526
Total Nacional	09 Cataluña	Japón	Junio	16.179
Total Nacional	09 Cataluña	Japón	Julio	12.069
Total Nacional	09 Cataluña	Japón	Agosto	14.892
Total Nacional	09 Cataluña	Japón	Septiembre	16.582
Total Nacional	09 Cataluña	Japón	Octubre	16.017
Total Nacional	09 Cataluña	Japón	Noviembre	16.352
Total Nacional	09 Cataluña	Japón	Diciembre	14.879
Total Nacional	09 Cataluña	Estados Unidos	Enero	36.318
Total Nacional	09 Cataluña	Estados Unidos	Febrero	40.966
Total Nacional	09 Cataluña	Estados Unidos	Marzo	67.654
Total Nacional	09 Cataluña	Estados Unidos	Abril	85.190
Total Nacional	09 Cataluña	Estados Unidos	Mayo	116.083
Total Nacional	09 Cataluña	Estados Unidos	Junio	139.830
Total Nacional	09 Cataluña	Estados Unidos	Julio	135.387
Total Nacional	09 Cataluña	Estados Unidos	Agosto	97.160
Total Nacional	09 Cataluña	Estados Unidos	Septiembre	111.367
Total Nacional	09 Cataluña	Estados Unidos	Octubre	110.755
Total Nacional	09 Cataluña	Estados Unidos	Noviembre	70.000
Total Nacional	09 Cataluña	Estados Unidos	Diciembre	45.525
Total Nacional	09 Cataluña	Resto de América	Enero	45.541
Total Nacional	09 Cataluña	Resto de América	Febrero	42.100
Total Nacional	09 Cataluña	Resto de América	Marzo	52.764
Total Nacional	09 Cataluña	Resto de América	Abril	60.828
Total Nacional	09 Cataluña	Resto de América	Mayo	87.724
Total Nacional	09 Cataluña	Resto de América	Junio	85.770
Total Nacional	09 Cataluña	Resto de América	Julio	94.934
Total Nacional	09 Cataluña	Resto de América	Agosto	81.514
Total Nacional	09 Cataluña	Resto de América	Septiembre	88.949
Total Nacional	09 Cataluña	Resto de América	Octubre	81.405
Total Nacional	09 Cataluña	Resto de América	Noviembre	54.012
Total Nacional	09 Cataluña	Resto de América	Diciembre	40.789
Total Nacional	09 Cataluña	Países africanos	Enero	13.408
Total Nacional	09 Cataluña	Países africanos	Febrero	11.478
Total Nacional	09 Cataluña	Países africanos	Marzo	12.867
Total Nacional	09 Cataluña	Países africanos	Abril	16.483
Total Nacional	09 Cataluña	Países africanos	Mayo	13.406
Total Nacional	09 Cataluña	Países africanos	Junio	15.496
Total Nacional	09 Cataluña	Países africanos	Julio	22.966
Total Nacional	09 Cataluña	Países africanos	Agosto	23.694
Total Nacional	09 Cataluña	Países africanos	Septiembre	14.975
Total Nacional	09 Cataluña	Países africanos	Octubre	14.230
Total Nacional	09 Cataluña	Países africanos	Noviembre	13.276
Total Nacional	09 Cataluña	Países africanos	Diciembre	14.233
Total Nacional	10 Comunitat Valenciana	Residentes en España	Enero	242.785
Total Nacional	10 Comunitat Valenciana	Residentes en España	Febrero	324.151
Total Nacional	10 Comunitat Valenciana	Residentes en España	Marzo	452.982
Total Nacional	10 Comunitat Valenciana	Residentes en España	Abril	453.863
Total Nacional	10 Comunitat Valenciana	Residentes en España	Mayo	420.104
Total Nacional	10 Comunitat Valenciana	Residentes en España	Junio	536.877
Total Nacional	10 Comunitat Valenciana	Residentes en España	Julio	606.185
Total Nacional	10 Comunitat Valenciana	Residentes en España	Agosto	660.233
Total Nacional	10 Comunitat Valenciana	Residentes en España	Septiembre	478.064
Total Nacional	10 Comunitat Valenciana	Residentes en España	Octubre	400.285
Total Nacional	10 Comunitat Valenciana	Residentes en España	Noviembre	352.067
Total Nacional	10 Comunitat Valenciana	Residentes en España	Diciembre	332.653
Total Nacional	10 Comunitat Valenciana	No residentes en España	Enero	190.709
Total Nacional	10 Comunitat Valenciana	No residentes en España	Febrero	208.491
Total Nacional	10 Comunitat Valenciana	No residentes en España	Marzo	276.241
Total Nacional	10 Comunitat Valenciana	No residentes en España	Abril	332.553
Total Nacional	10 Comunitat Valenciana	No residentes en España	Mayo	373.108
Total Nacional	10 Comunitat Valenciana	No residentes en España	Junio	355.810
Total Nacional	10 Comunitat Valenciana	No residentes en España	Julio	377.245
Total Nacional	10 Comunitat Valenciana	No residentes en España	Agosto	383.774
Total Nacional	10 Comunitat Valenciana	No residentes en España	Septiembre	393.315
Total Nacional	10 Comunitat Valenciana	No residentes en España	Octubre	364.659
Total Nacional	10 Comunitat Valenciana	No residentes en España	Noviembre	259.509
Total Nacional	10 Comunitat Valenciana	No residentes en España	Diciembre	203.025
Total Nacional	10 Comunitat Valenciana	Unión Europea (sin España)	Enero	131.513
Total Nacional	10 Comunitat Valenciana	Unión Europea (sin España)	Febrero	147.494
Total Nacional	10 Comunitat Valenciana	Unión Europea (sin España)	Marzo	201.049
Total Nacional	10 Comunitat Valenciana	Unión Europea (sin España)	Abril	252.859
Total Nacional	10 Comunitat Valenciana	Unión Europea (sin España)	Mayo	283.634
Total Nacional	10 Comunitat Valenciana	Unión Europea (sin España)	Junio	265.180
Total Nacional	10 Comunitat Valenciana	Unión Europea (sin España)	Julio	274.081
Total Nacional	10 Comunitat Valenciana	Unión Europea (sin España)	Agosto	292.290
Total Nacional	10 Comunitat Valenciana	Unión Europea (sin España)	Septiembre	297.958
Total Nacional	10 Comunitat Valenciana	Unión Europea (sin España)	Octubre	272.596
Total Nacional	10 Comunitat Valenciana	Unión Europea (sin España)	Noviembre	189.848
Total Nacional	10 Comunitat Valenciana	Unión Europea (sin España)	Diciembre	146.374
Total Nacional	10 Comunitat Valenciana	Alemania	Enero	9.273
Total Nacional	10 Comunitat Valenciana	Alemania	Febrero	9.619
Total Nacional	10 Comunitat Valenciana	Alemania	Marzo	14.746
Total Nacional	10 Comunitat Valenciana	Alemania	Abril	15.085
Total Nacional	10 Comunitat Valenciana	Alemania	Mayo	17.727
Total Nacional	10 Comunitat Valenciana	Alemania	Junio	14.374
Total Nacional	10 Comunitat Valenciana	Alemania	Julio	13.120
Total Nacional	10 Comunitat Valenciana	Alemania	Agosto	12.526
Total Nacional	10 Comunitat Valenciana	Alemania	Septiembre	17.098
Total Nacional	10 Comunitat Valenciana	Alemania	Octubre	18.782
Total Nacional	10 Comunitat Valenciana	Alemania	Noviembre	12.017
Total Nacional	10 Comunitat Valenciana	Alemania	Diciembre	8.730
Total Nacional	10 Comunitat Valenciana	Austria	Enero	735
Total Nacional	10 Comunitat Valenciana	Austria	Febrero	801
Total Nacional	10 Comunitat Valenciana	Austria	Marzo	1.263
Total Nacional	10 Comunitat Valenciana	Austria	Abril	1.999
Total Nacional	10 Comunitat Valenciana	Austria	Mayo	2.385
Total Nacional	10 Comunitat Valenciana	Austria	Junio	1.567
Total Nacional	10 Comunitat Valenciana	Austria	Julio	1.593
Total Nacional	10 Comunitat Valenciana	Austria	Agosto	1.738
Total Nacional	10 Comunitat Valenciana	Austria	Septiembre	1.725
Total Nacional	10 Comunitat Valenciana	Austria	Octubre	2.187
Total Nacional	10 Comunitat Valenciana	Austria	Noviembre	1.738
Total Nacional	10 Comunitat Valenciana	Austria	Diciembre	865
Total Nacional	10 Comunitat Valenciana	Bélgica	Enero	8.991
Total Nacional	10 Comunitat Valenciana	Bélgica	Febrero	9.091
Total Nacional	10 Comunitat Valenciana	Bélgica	Marzo	11.880
Total Nacional	10 Comunitat Valenciana	Bélgica	Abril	15.129
Total Nacional	10 Comunitat Valenciana	Bélgica	Mayo	15.044
Total Nacional	10 Comunitat Valenciana	Bélgica	Junio	11.603
Total Nacional	10 Comunitat Valenciana	Bélgica	Julio	15.621
Total Nacional	10 Comunitat Valenciana	Bélgica	Agosto	12.053
Total Nacional	10 Comunitat Valenciana	Bélgica	Septiembre	15.960
Total Nacional	10 Comunitat Valenciana	Bélgica	Octubre	14.111
Total Nacional	10 Comunitat Valenciana	Bélgica	Noviembre	11.719
Total Nacional	10 Comunitat Valenciana	Bélgica	Diciembre	7.919
Total Nacional	10 Comunitat Valenciana	Dinamarca	Enero	1.306
Total Nacional	10 Comunitat Valenciana	Dinamarca	Febrero	1.992
Total Nacional	10 Comunitat Valenciana	Dinamarca	Marzo	2.581
Total Nacional	10 Comunitat Valenciana	Dinamarca	Abril	3.074
Total Nacional	10 Comunitat Valenciana	Dinamarca	Mayo	2.496
Total Nacional	10 Comunitat Valenciana	Dinamarca	Junio	1.584
Total Nacional	10 Comunitat Valenciana	Dinamarca	Julio	4.066
Total Nacional	10 Comunitat Valenciana	Dinamarca	Agosto	1.711
Total Nacional	10 Comunitat Valenciana	Dinamarca	Septiembre	2.510
Total Nacional	10 Comunitat Valenciana	Dinamarca	Octubre	2.826
Total Nacional	10 Comunitat Valenciana	Dinamarca	Noviembre	1.812
Total Nacional	10 Comunitat Valenciana	Dinamarca	Diciembre	1.175
Total Nacional	10 Comunitat Valenciana	Finlandia	Enero	1.327
Total Nacional	10 Comunitat Valenciana	Finlandia	Febrero	1.489
Total Nacional	10 Comunitat Valenciana	Finlandia	Marzo	2.529
Total Nacional	10 Comunitat Valenciana	Finlandia	Abril	2.702
Total Nacional	10 Comunitat Valenciana	Finlandia	Mayo	2.132
Total Nacional	10 Comunitat Valenciana	Finlandia	Junio	2.486
Total Nacional	10 Comunitat Valenciana	Finlandia	Julio	2.509
Total Nacional	10 Comunitat Valenciana	Finlandia	Agosto	1.162
Total Nacional	10 Comunitat Valenciana	Finlandia	Septiembre	1.396
Total Nacional	10 Comunitat Valenciana	Finlandia	Octubre	3.245
Total Nacional	10 Comunitat Valenciana	Finlandia	Noviembre	3.194
Total Nacional	10 Comunitat Valenciana	Finlandia	Diciembre	1.881
Total Nacional	10 Comunitat Valenciana	Francia	Enero	11.491
Total Nacional	10 Comunitat Valenciana	Francia	Febrero	13.067
Total Nacional	10 Comunitat Valenciana	Francia	Marzo	13.914
Total Nacional	10 Comunitat Valenciana	Francia	Abril	24.280
Total Nacional	10 Comunitat Valenciana	Francia	Mayo	26.842
Total Nacional	10 Comunitat Valenciana	Francia	Junio	20.475
Total Nacional	10 Comunitat Valenciana	Francia	Julio	33.273
Total Nacional	10 Comunitat Valenciana	Francia	Agosto	54.600
Total Nacional	10 Comunitat Valenciana	Francia	Septiembre	26.206
Total Nacional	10 Comunitat Valenciana	Francia	Octubre	26.347
Total Nacional	10 Comunitat Valenciana	Francia	Noviembre	13.934
Total Nacional	10 Comunitat Valenciana	Francia	Diciembre	13.271
Total Nacional	10 Comunitat Valenciana	Grecia	Enero	276
Total Nacional	10 Comunitat Valenciana	Grecia	Febrero	545
Total Nacional	10 Comunitat Valenciana	Grecia	Marzo	578
Total Nacional	10 Comunitat Valenciana	Grecia	Abril	477
Total Nacional	10 Comunitat Valenciana	Grecia	Mayo	564
Total Nacional	10 Comunitat Valenciana	Grecia	Junio	496
Total Nacional	10 Comunitat Valenciana	Grecia	Julio	501
Total Nacional	10 Comunitat Valenciana	Grecia	Agosto	858
Total Nacional	10 Comunitat Valenciana	Grecia	Septiembre	481
Total Nacional	10 Comunitat Valenciana	Grecia	Octubre	410
Total Nacional	10 Comunitat Valenciana	Grecia	Noviembre	535
Total Nacional	10 Comunitat Valenciana	Grecia	Diciembre	321
Total Nacional	10 Comunitat Valenciana	Irlanda	Enero	1.817
Total Nacional	10 Comunitat Valenciana	Irlanda	Febrero	2.714
Total Nacional	10 Comunitat Valenciana	Irlanda	Marzo	3.838
Total Nacional	10 Comunitat Valenciana	Irlanda	Abril	5.404
Total Nacional	10 Comunitat Valenciana	Irlanda	Mayo	7.757
Total Nacional	10 Comunitat Valenciana	Irlanda	Junio	7.893
Total Nacional	10 Comunitat Valenciana	Irlanda	Julio	5.113
Total Nacional	10 Comunitat Valenciana	Irlanda	Agosto	5.386
Total Nacional	10 Comunitat Valenciana	Irlanda	Septiembre	9.059
Total Nacional	10 Comunitat Valenciana	Irlanda	Octubre	7.179
Total Nacional	10 Comunitat Valenciana	Irlanda	Noviembre	3.111
Total Nacional	10 Comunitat Valenciana	Irlanda	Diciembre	2.377
Total Nacional	10 Comunitat Valenciana	Italia	Enero	16.633
Total Nacional	10 Comunitat Valenciana	Italia	Febrero	17.423
Total Nacional	10 Comunitat Valenciana	Italia	Marzo	19.374
Total Nacional	10 Comunitat Valenciana	Italia	Abril	25.056
Total Nacional	10 Comunitat Valenciana	Italia	Mayo	24.785
Total Nacional	10 Comunitat Valenciana	Italia	Junio	23.204
Total Nacional	10 Comunitat Valenciana	Italia	Julio	24.706
Total Nacional	10 Comunitat Valenciana	Italia	Agosto	40.115
Total Nacional	10 Comunitat Valenciana	Italia	Septiembre	21.846
Total Nacional	10 Comunitat Valenciana	Italia	Octubre	19.994
Total Nacional	10 Comunitat Valenciana	Italia	Noviembre	23.321
Total Nacional	10 Comunitat Valenciana	Italia	Diciembre	18.535
Total Nacional	10 Comunitat Valenciana	Luxemburgo	Enero	126
Total Nacional	10 Comunitat Valenciana	Luxemburgo	Febrero	204
Total Nacional	10 Comunitat Valenciana	Luxemburgo	Marzo	204
Total Nacional	10 Comunitat Valenciana	Luxemburgo	Abril	248
Total Nacional	10 Comunitat Valenciana	Luxemburgo	Mayo	290
Total Nacional	10 Comunitat Valenciana	Luxemburgo	Junio	212
Total Nacional	10 Comunitat Valenciana	Luxemburgo	Julio	199
Total Nacional	10 Comunitat Valenciana	Luxemburgo	Agosto	413
Total Nacional	10 Comunitat Valenciana	Luxemburgo	Septiembre	278
Total Nacional	10 Comunitat Valenciana	Luxemburgo	Octubre	453
Total Nacional	10 Comunitat Valenciana	Luxemburgo	Noviembre	168
Total Nacional	10 Comunitat Valenciana	Luxemburgo	Diciembre	196
Total Nacional	10 Comunitat Valenciana	Países Bajos	Enero	12.953
Total Nacional	10 Comunitat Valenciana	Países Bajos	Febrero	14.591
Total Nacional	10 Comunitat Valenciana	Países Bajos	Marzo	18.861
Total Nacional	10 Comunitat Valenciana	Países Bajos	Abril	22.245
Total Nacional	10 Comunitat Valenciana	Países Bajos	Mayo	24.396
Total Nacional	10 Comunitat Valenciana	Países Bajos	Junio	22.548
Total Nacional	10 Comunitat Valenciana	Países Bajos	Julio	21.097
Total Nacional	10 Comunitat Valenciana	Países Bajos	Agosto	20.409
Total Nacional	10 Comunitat Valenciana	Países Bajos	Septiembre	25.535
Total Nacional	10 Comunitat Valenciana	Países Bajos	Octubre	26.146
Total Nacional	10 Comunitat Valenciana	Países Bajos	Noviembre	14.056
Total Nacional	10 Comunitat Valenciana	Países Bajos	Diciembre	10.359
Total Nacional	10 Comunitat Valenciana	Polonia	Enero	2.271
Total Nacional	10 Comunitat Valenciana	Polonia	Febrero	2.509
Total Nacional	10 Comunitat Valenciana	Polonia	Marzo	2.506
Total Nacional	10 Comunitat Valenciana	Polonia	Abril	4.535
Total Nacional	10 Comunitat Valenciana	Polonia	Mayo	5.091
Total Nacional	10 Comunitat Valenciana	Polonia	Junio	4.901
Total Nacional	10 Comunitat Valenciana	Polonia	Julio	4.993
Total Nacional	10 Comunitat Valenciana	Polonia	Agosto	3.245
Total Nacional	10 Comunitat Valenciana	Polonia	Septiembre	4.693
Total Nacional	10 Comunitat Valenciana	Polonia	Octubre	3.450
Total Nacional	10 Comunitat Valenciana	Polonia	Noviembre	2.888
Total Nacional	10 Comunitat Valenciana	Polonia	Diciembre	2.302
Total Nacional	10 Comunitat Valenciana	Portugal	Enero	3.219
Total Nacional	10 Comunitat Valenciana	Portugal	Febrero	3.851
Total Nacional	10 Comunitat Valenciana	Portugal	Marzo	4.191
Total Nacional	10 Comunitat Valenciana	Portugal	Abril	7.401
Total Nacional	10 Comunitat Valenciana	Portugal	Mayo	5.711
Total Nacional	10 Comunitat Valenciana	Portugal	Junio	8.438
Total Nacional	10 Comunitat Valenciana	Portugal	Julio	14.377
Total Nacional	10 Comunitat Valenciana	Portugal	Agosto	20.619
Total Nacional	10 Comunitat Valenciana	Portugal	Septiembre	12.902
Total Nacional	10 Comunitat Valenciana	Portugal	Octubre	4.743
Total Nacional	10 Comunitat Valenciana	Portugal	Noviembre	3.711
Total Nacional	10 Comunitat Valenciana	Portugal	Diciembre	3.123
Total Nacional	10 Comunitat Valenciana	Reino Unido	Enero	53.164
Total Nacional	10 Comunitat Valenciana	Reino Unido	Febrero	59.220
Total Nacional	10 Comunitat Valenciana	Reino Unido	Marzo	89.180
Total Nacional	10 Comunitat Valenciana	Reino Unido	Abril	108.532
Total Nacional	10 Comunitat Valenciana	Reino Unido	Mayo	130.074
Total Nacional	10 Comunitat Valenciana	Reino Unido	Junio	125.324
Total Nacional	10 Comunitat Valenciana	Reino Unido	Julio	110.118
Total Nacional	10 Comunitat Valenciana	Reino Unido	Agosto	95.710
Total Nacional	10 Comunitat Valenciana	Reino Unido	Septiembre	136.133
Total Nacional	10 Comunitat Valenciana	Reino Unido	Octubre	120.394
Total Nacional	10 Comunitat Valenciana	Reino Unido	Noviembre	85.764
Total Nacional	10 Comunitat Valenciana	Reino Unido	Diciembre	66.058
Total Nacional	10 Comunitat Valenciana	República Checa	Enero	458
Total Nacional	10 Comunitat Valenciana	República Checa	Febrero	335
Total Nacional	10 Comunitat Valenciana	República Checa	Marzo	1.211
Total Nacional	10 Comunitat Valenciana	República Checa	Abril	787
Total Nacional	10 Comunitat Valenciana	República Checa	Mayo	1.181
Total Nacional	10 Comunitat Valenciana	República Checa	Junio	895
Total Nacional	10 Comunitat Valenciana	República Checa	Julio	1.281
Total Nacional	10 Comunitat Valenciana	República Checa	Agosto	885
Total Nacional	10 Comunitat Valenciana	República Checa	Septiembre	2.134
Total Nacional	10 Comunitat Valenciana	República Checa	Octubre	2.184
Total Nacional	10 Comunitat Valenciana	República Checa	Noviembre	433
Total Nacional	10 Comunitat Valenciana	República Checa	Diciembre	500
Total Nacional	10 Comunitat Valenciana	Suecia	Enero	3.044
Total Nacional	10 Comunitat Valenciana	Suecia	Febrero	3.897
Total Nacional	10 Comunitat Valenciana	Suecia	Marzo	5.209
Total Nacional	10 Comunitat Valenciana	Suecia	Abril	6.551
Total Nacional	10 Comunitat Valenciana	Suecia	Mayo	6.668
Total Nacional	10 Comunitat Valenciana	Suecia	Junio	5.756
Total Nacional	10 Comunitat Valenciana	Suecia	Julio	7.175
Total Nacional	10 Comunitat Valenciana	Suecia	Agosto	3.541
Total Nacional	10 Comunitat Valenciana	Suecia	Septiembre	7.546
Total Nacional	10 Comunitat Valenciana	Suecia	Octubre	6.588
Total Nacional	10 Comunitat Valenciana	Suecia	Noviembre	3.905
Total Nacional	10 Comunitat Valenciana	Suecia	Diciembre	2.194
Total Nacional	10 Comunitat Valenciana	Noruega	Enero	2.756
Total Nacional	10 Comunitat Valenciana	Noruega	Febrero	3.658
Total Nacional	10 Comunitat Valenciana	Noruega	Marzo	6.136
Total Nacional	10 Comunitat Valenciana	Noruega	Abril	7.226
Total Nacional	10 Comunitat Valenciana	Noruega	Mayo	7.143
Total Nacional	10 Comunitat Valenciana	Noruega	Junio	4.566
Total Nacional	10 Comunitat Valenciana	Noruega	Julio	8.497
Total Nacional	10 Comunitat Valenciana	Noruega	Agosto	3.741
Total Nacional	10 Comunitat Valenciana	Noruega	Septiembre	7.265
Total Nacional	10 Comunitat Valenciana	Noruega	Octubre	7.876
Total Nacional	10 Comunitat Valenciana	Noruega	Noviembre	3.835
Total Nacional	10 Comunitat Valenciana	Noruega	Diciembre	2.913
Total Nacional	10 Comunitat Valenciana	Rusia	Enero	4.255
Total Nacional	10 Comunitat Valenciana	Rusia	Febrero	2.979
Total Nacional	10 Comunitat Valenciana	Rusia	Marzo	3.722
Total Nacional	10 Comunitat Valenciana	Rusia	Abril	3.856
Total Nacional	10 Comunitat Valenciana	Rusia	Mayo	5.455
Total Nacional	10 Comunitat Valenciana	Rusia	Junio	6.672
Total Nacional	10 Comunitat Valenciana	Rusia	Julio	7.519
Total Nacional	10 Comunitat Valenciana	Rusia	Agosto	7.136
Total Nacional	10 Comunitat Valenciana	Rusia	Septiembre	9.181
Total Nacional	10 Comunitat Valenciana	Rusia	Octubre	6.208
Total Nacional	10 Comunitat Valenciana	Rusia	Noviembre	3.352
Total Nacional	10 Comunitat Valenciana	Rusia	Diciembre	5.511
Total Nacional	10 Comunitat Valenciana	Suiza	Enero	2.503
Total Nacional	10 Comunitat Valenciana	Suiza	Febrero	3.762
Total Nacional	10 Comunitat Valenciana	Suiza	Marzo	4.821
Total Nacional	10 Comunitat Valenciana	Suiza	Abril	5.505
Total Nacional	10 Comunitat Valenciana	Suiza	Mayo	5.294
Total Nacional	10 Comunitat Valenciana	Suiza	Junio	6.383
Total Nacional	10 Comunitat Valenciana	Suiza	Julio	7.618
Total Nacional	10 Comunitat Valenciana	Suiza	Agosto	4.030
Total Nacional	10 Comunitat Valenciana	Suiza	Septiembre	5.425
Total Nacional	10 Comunitat Valenciana	Suiza	Octubre	6.357
Total Nacional	10 Comunitat Valenciana	Suiza	Noviembre	4.670
Total Nacional	10 Comunitat Valenciana	Suiza	Diciembre	2.456
Total Nacional	10 Comunitat Valenciana	Resto de Europa sin U.E.	Enero	4.390
Total Nacional	10 Comunitat Valenciana	Resto de Europa sin U.E.	Febrero	4.579
Total Nacional	10 Comunitat Valenciana	Resto de Europa sin U.E.	Marzo	6.260
Total Nacional	10 Comunitat Valenciana	Resto de Europa sin U.E.	Abril	8.581
Total Nacional	10 Comunitat Valenciana	Resto de Europa sin U.E.	Mayo	9.311
Total Nacional	10 Comunitat Valenciana	Resto de Europa sin U.E.	Junio	9.730
Total Nacional	10 Comunitat Valenciana	Resto de Europa sin U.E.	Julio	10.428
Total Nacional	10 Comunitat Valenciana	Resto de Europa sin U.E.	Agosto	10.539
Total Nacional	10 Comunitat Valenciana	Resto de Europa sin U.E.	Septiembre	10.000
Total Nacional	10 Comunitat Valenciana	Resto de Europa sin U.E.	Octubre	8.418
Total Nacional	10 Comunitat Valenciana	Resto de Europa sin U.E.	Noviembre	4.641
Total Nacional	10 Comunitat Valenciana	Resto de Europa sin U.E.	Diciembre	3.663
Total Nacional	10 Comunitat Valenciana	Japón	Enero	3.769
Total Nacional	10 Comunitat Valenciana	Japón	Febrero	3.056
Total Nacional	10 Comunitat Valenciana	Japón	Marzo	5.467
Total Nacional	10 Comunitat Valenciana	Japón	Abril	2.800
Total Nacional	10 Comunitat Valenciana	Japón	Mayo	3.857
Total Nacional	10 Comunitat Valenciana	Japón	Junio	2.476
Total Nacional	10 Comunitat Valenciana	Japón	Julio	3.542
Total Nacional	10 Comunitat Valenciana	Japón	Agosto	3.893
Total Nacional	10 Comunitat Valenciana	Japón	Septiembre	3.670
Total Nacional	10 Comunitat Valenciana	Japón	Octubre	2.220
Total Nacional	10 Comunitat Valenciana	Japón	Noviembre	4.165
Total Nacional	10 Comunitat Valenciana	Japón	Diciembre	3.408
Total Nacional	10 Comunitat Valenciana	Estados Unidos	Enero	3.325
Total Nacional	10 Comunitat Valenciana	Estados Unidos	Febrero	3.991
Total Nacional	10 Comunitat Valenciana	Estados Unidos	Marzo	7.587
Total Nacional	10 Comunitat Valenciana	Estados Unidos	Abril	8.316
Total Nacional	10 Comunitat Valenciana	Estados Unidos	Mayo	9.489
Total Nacional	10 Comunitat Valenciana	Estados Unidos	Junio	11.631
Total Nacional	10 Comunitat Valenciana	Estados Unidos	Julio	11.294
Total Nacional	10 Comunitat Valenciana	Estados Unidos	Agosto	7.847
Total Nacional	10 Comunitat Valenciana	Estados Unidos	Septiembre	9.759
Total Nacional	10 Comunitat Valenciana	Estados Unidos	Octubre	8.784
Total Nacional	10 Comunitat Valenciana	Estados Unidos	Noviembre	6.069
Total Nacional	10 Comunitat Valenciana	Estados Unidos	Diciembre	4.585
Total Nacional	10 Comunitat Valenciana	Resto de América	Enero	8.757
Total Nacional	10 Comunitat Valenciana	Resto de América	Febrero	8.188
Total Nacional	10 Comunitat Valenciana	Resto de América	Marzo	10.764
Total Nacional	10 Comunitat Valenciana	Resto de América	Abril	10.969
Total Nacional	10 Comunitat Valenciana	Resto de América	Mayo	15.802
Total Nacional	10 Comunitat Valenciana	Resto de América	Junio	16.348
Total Nacional	10 Comunitat Valenciana	Resto de América	Julio	19.412
Total Nacional	10 Comunitat Valenciana	Resto de América	Agosto	16.864
Total Nacional	10 Comunitat Valenciana	Resto de América	Septiembre	16.700
Total Nacional	10 Comunitat Valenciana	Resto de América	Octubre	14.969
Total Nacional	10 Comunitat Valenciana	Resto de América	Noviembre	9.743
Total Nacional	10 Comunitat Valenciana	Resto de América	Diciembre	8.434
Total Nacional	10 Comunitat Valenciana	Países africanos	Enero	6.547
Total Nacional	10 Comunitat Valenciana	Países africanos	Febrero	6.753
Total Nacional	10 Comunitat Valenciana	Países africanos	Marzo	6.685
Total Nacional	10 Comunitat Valenciana	Países africanos	Abril	6.500
Total Nacional	10 Comunitat Valenciana	Países africanos	Mayo	5.323
Total Nacional	10 Comunitat Valenciana	Países africanos	Junio	4.680
Total Nacional	10 Comunitat Valenciana	Países africanos	Julio	9.669
Total Nacional	10 Comunitat Valenciana	Países africanos	Agosto	12.755
Total Nacional	10 Comunitat Valenciana	Países africanos	Septiembre	8.081
Total Nacional	10 Comunitat Valenciana	Países africanos	Octubre	6.126
Total Nacional	10 Comunitat Valenciana	Países africanos	Noviembre	6.849
Total Nacional	10 Comunitat Valenciana	Países africanos	Diciembre	5.591
Total Nacional	13 Madrid, Comunidad de	Residentes en España	Enero	514.887
Total Nacional	13 Madrid, Comunidad de	Residentes en España	Febrero	530.705
Total Nacional	13 Madrid, Comunidad de	Residentes en España	Marzo	564.073
Total Nacional	13 Madrid, Comunidad de	Residentes en España	Abril	520.285
Total Nacional	13 Madrid, Comunidad de	Residentes en España	Mayo	562.675
Total Nacional	13 Madrid, Comunidad de	Residentes en España	Junio	575.242
Total Nacional	13 Madrid, Comunidad de	Residentes en España	Julio	516.910
Total Nacional	13 Madrid, Comunidad de	Residentes en España	Agosto	481.301
Total Nacional	13 Madrid, Comunidad de	Residentes en España	Septiembre	554.765
Total Nacional	13 Madrid, Comunidad de	Residentes en España	Octubre	559.826
Total Nacional	13 Madrid, Comunidad de	Residentes en España	Noviembre	581.438
