Totales Territoriales	Comunidades y Ciudades Autónomas	País de residencia	Meses	Total
Total Nacional	04 Balears, Illes	Irlanda	Marzo	846
Total Nacional	04 Balears, Illes	Irlanda	Abril	5.367
Total Nacional	04 Balears, Illes	Irlanda	Mayo	15.063
Total Nacional	04 Balears, Illes	Irlanda	Junio	15.705
Total Nacional	04 Balears, Illes	Irlanda	Julio	17.927
Total Nacional	04 Balears, Illes	Irlanda	Agosto	15.268
Total Nacional	04 Balears, Illes	Irlanda	Septiembre	13.323
Total Nacional	04 Balears, Illes	Irlanda	Octubre	8.443
Total Nacional	04 Balears, Illes	Irlanda	Noviembre	212
Total Nacional	04 Balears, Illes	Irlanda	Diciembre	160
Total Nacional	04 Balears, Illes	Italia	Enero	1.131
Total Nacional	04 Balears, Illes	Italia	Febrero	1.385
Total Nacional	04 Balears, Illes	Italia	Marzo	3.584
Total Nacional	04 Balears, Illes	Italia	Abril	11.593
Total Nacional	04 Balears, Illes	Italia	Mayo	32.082
Total Nacional	04 Balears, Illes	Italia	Junio	70.618
Total Nacional	04 Balears, Illes	Italia	Julio	91.251
Total Nacional	04 Balears, Illes	Italia	Agosto	118.059
Total Nacional	04 Balears, Illes	Italia	Septiembre	59.867
Total Nacional	04 Balears, Illes	Italia	Octubre	19.166
Total Nacional	04 Balears, Illes	Italia	Noviembre	1.711
Total Nacional	04 Balears, Illes	Italia	Diciembre	1.453
Total Nacional	04 Balears, Illes	Luxemburgo	Enero	86
Total Nacional	04 Balears, Illes	Luxemburgo	Febrero	304
Total Nacional	04 Balears, Illes	Luxemburgo	Marzo	348
Total Nacional	04 Balears, Illes	Luxemburgo	Abril	1.629
Total Nacional	04 Balears, Illes	Luxemburgo	Mayo	3.441
Total Nacional	04 Balears, Illes	Luxemburgo	Junio	2.180
Total Nacional	04 Balears, Illes	Luxemburgo	Julio	2.975
Total Nacional	04 Balears, Illes	Luxemburgo	Agosto	4.642
Total Nacional	04 Balears, Illes	Luxemburgo	Septiembre	3.477
Total Nacional	04 Balears, Illes	Luxemburgo	Octubre	1.627
Total Nacional	04 Balears, Illes	Luxemburgo	Noviembre	111
Total Nacional	04 Balears, Illes	Luxemburgo	Diciembre	104
Total Nacional	04 Balears, Illes	Países Bajos	Enero	1.086
Total Nacional	04 Balears, Illes	Países Bajos	Febrero	1.560
Total Nacional	04 Balears, Illes	Países Bajos	Marzo	2.943
Total Nacional	04 Balears, Illes	Países Bajos	Abril	19.659
Total Nacional	04 Balears, Illes	Países Bajos	Mayo	45.696
Total Nacional	04 Balears, Illes	Países Bajos	Junio	48.399
Total Nacional	04 Balears, Illes	Países Bajos	Julio	54.523
Total Nacional	04 Balears, Illes	Países Bajos	Agosto	49.940
Total Nacional	04 Balears, Illes	Países Bajos	Septiembre	49.927
Total Nacional	04 Balears, Illes	Países Bajos	Octubre	31.636
Total Nacional	04 Balears, Illes	Países Bajos	Noviembre	1.113
Total Nacional	04 Balears, Illes	Países Bajos	Diciembre	917
Total Nacional	04 Balears, Illes	Polonia	Enero	1.027
Total Nacional	04 Balears, Illes	Polonia	Febrero	604
Total Nacional	04 Balears, Illes	Polonia	Marzo	1.208
Total Nacional	04 Balears, Illes	Polonia	Abril	4.594
Total Nacional	04 Balears, Illes	Polonia	Mayo	15.713
Total Nacional	04 Balears, Illes	Polonia	Junio	21.750
Total Nacional	04 Balears, Illes	Polonia	Julio	27.828
Total Nacional	04 Balears, Illes	Polonia	Agosto	23.225
Total Nacional	04 Balears, Illes	Polonia	Septiembre	23.273
Total Nacional	04 Balears, Illes	Polonia	Octubre	9.630
Total Nacional	04 Balears, Illes	Polonia	Noviembre	1.361
Total Nacional	04 Balears, Illes	Polonia	Diciembre	695
Total Nacional	04 Balears, Illes	Portugal	Enero	306
Total Nacional	04 Balears, Illes	Portugal	Febrero	219
Total Nacional	04 Balears, Illes	Portugal	Marzo	1.097
Total Nacional	04 Balears, Illes	Portugal	Abril	2.677
Total Nacional	04 Balears, Illes	Portugal	Mayo	7.165
Total Nacional	04 Balears, Illes	Portugal	Junio	16.894
Total Nacional	04 Balears, Illes	Portugal	Julio	18.199
Total Nacional	04 Balears, Illes	Portugal	Agosto	24.939
Total Nacional	04 Balears, Illes	Portugal	Septiembre	16.607
Total Nacional	04 Balears, Illes	Portugal	Octubre	4.134
Total Nacional	04 Balears, Illes	Portugal	Noviembre	590
Total Nacional	04 Balears, Illes	Portugal	Diciembre	281
Total Nacional	04 Balears, Illes	Reino Unido	Enero	6.304
Total Nacional	04 Balears, Illes	Reino Unido	Febrero	8.564
Total Nacional	04 Balears, Illes	Reino Unido	Marzo	28.816
Total Nacional	04 Balears, Illes	Reino Unido	Abril	90.208
Total Nacional	04 Balears, Illes	Reino Unido	Mayo	387.466
Total Nacional	04 Balears, Illes	Reino Unido	Junio	462.302
Total Nacional	04 Balears, Illes	Reino Unido	Julio	429.747
Total Nacional	04 Balears, Illes	Reino Unido	Agosto	419.082
Total Nacional	04 Balears, Illes	Reino Unido	Septiembre	409.725
Total Nacional	04 Balears, Illes	Reino Unido	Octubre	226.985
Total Nacional	04 Balears, Illes	Reino Unido	Noviembre	6.372
Total Nacional	04 Balears, Illes	Reino Unido	Diciembre	6.229
Total Nacional	04 Balears, Illes	República Checa	Enero	47
Total Nacional	04 Balears, Illes	República Checa	Febrero	177
Total Nacional	04 Balears, Illes	República Checa	Marzo	382
Total Nacional	04 Balears, Illes	República Checa	Abril	1.163
Total Nacional	04 Balears, Illes	República Checa	Mayo	4.907
Total Nacional	04 Balears, Illes	República Checa	Junio	11.925
Total Nacional	04 Balears, Illes	República Checa	Julio	16.568
Total Nacional	04 Balears, Illes	República Checa	Agosto	14.051
Total Nacional	04 Balears, Illes	República Checa	Septiembre	12.339
Total Nacional	04 Balears, Illes	República Checa	Octubre	3.860
Total Nacional	04 Balears, Illes	República Checa	Noviembre	614
Total Nacional	04 Balears, Illes	República Checa	Diciembre	234
Total Nacional	04 Balears, Illes	Suecia	Enero	1.303
Total Nacional	04 Balears, Illes	Suecia	Febrero	1.724
Total Nacional	04 Balears, Illes	Suecia	Marzo	5.416
Total Nacional	04 Balears, Illes	Suecia	Abril	21.954
Total Nacional	04 Balears, Illes	Suecia	Mayo	58.127
Total Nacional	04 Balears, Illes	Suecia	Junio	63.153
Total Nacional	04 Balears, Illes	Suecia	Julio	66.157
Total Nacional	04 Balears, Illes	Suecia	Agosto	57.150
Total Nacional	04 Balears, Illes	Suecia	Septiembre	53.723
Total Nacional	04 Balears, Illes	Suecia	Octubre	27.485
Total Nacional	04 Balears, Illes	Suecia	Noviembre	2.350
Total Nacional	04 Balears, Illes	Suecia	Diciembre	2.009
Total Nacional	04 Balears, Illes	Noruega	Enero	438
Total Nacional	04 Balears, Illes	Noruega	Febrero	568
Total Nacional	04 Balears, Illes	Noruega	Marzo	2.582
Total Nacional	04 Balears, Illes	Noruega	Abril	6.533
Total Nacional	04 Balears, Illes	Noruega	Mayo	16.645
Total Nacional	04 Balears, Illes	Noruega	Junio	24.460
Total Nacional	04 Balears, Illes	Noruega	Julio	37.041
Total Nacional	04 Balears, Illes	Noruega	Agosto	22.061
Total Nacional	04 Balears, Illes	Noruega	Septiembre	18.632
Total Nacional	04 Balears, Illes	Noruega	Octubre	9.893
Total Nacional	04 Balears, Illes	Noruega	Noviembre	625
Total Nacional	04 Balears, Illes	Noruega	Diciembre	323
Total Nacional	04 Balears, Illes	Rusia	Enero	762
Total Nacional	04 Balears, Illes	Rusia	Febrero	641
Total Nacional	04 Balears, Illes	Rusia	Marzo	783
Total Nacional	04 Balears, Illes	Rusia	Abril	1.127
Total Nacional	04 Balears, Illes	Rusia	Mayo	8.784
Total Nacional	04 Balears, Illes	Rusia	Junio	15.683
Total Nacional	04 Balears, Illes	Rusia	Julio	18.208
Total Nacional	04 Balears, Illes	Rusia	Agosto	17.417
Total Nacional	04 Balears, Illes	Rusia	Septiembre	17.768
Total Nacional	04 Balears, Illes	Rusia	Octubre	4.347
Total Nacional	04 Balears, Illes	Rusia	Noviembre	465
Total Nacional	04 Balears, Illes	Rusia	Diciembre	322
Total Nacional	04 Balears, Illes	Suiza	Enero	795
Total Nacional	04 Balears, Illes	Suiza	Febrero	1.999
Total Nacional	04 Balears, Illes	Suiza	Marzo	5.804
Total Nacional	04 Balears, Illes	Suiza	Abril	17.877
Total Nacional	04 Balears, Illes	Suiza	Mayo	28.318
Total Nacional	04 Balears, Illes	Suiza	Junio	33.060
Total Nacional	04 Balears, Illes	Suiza	Julio	51.242
Total Nacional	04 Balears, Illes	Suiza	Agosto	30.454
Total Nacional	04 Balears, Illes	Suiza	Septiembre	37.131
Total Nacional	04 Balears, Illes	Suiza	Octubre	26.180
Total Nacional	04 Balears, Illes	Suiza	Noviembre	1.347
Total Nacional	04 Balears, Illes	Suiza	Diciembre	2.180
Total Nacional	04 Balears, Illes	Resto de Europa sin U.E.	Enero	696
Total Nacional	04 Balears, Illes	Resto de Europa sin U.E.	Febrero	1.543
Total Nacional	04 Balears, Illes	Resto de Europa sin U.E.	Marzo	3.190
Total Nacional	04 Balears, Illes	Resto de Europa sin U.E.	Abril	3.670
Total Nacional	04 Balears, Illes	Resto de Europa sin U.E.	Mayo	5.956
Total Nacional	04 Balears, Illes	Resto de Europa sin U.E.	Junio	14.223
Total Nacional	04 Balears, Illes	Resto de Europa sin U.E.	Julio	21.020
Total Nacional	04 Balears, Illes	Resto de Europa sin U.E.	Agosto	18.238
Total Nacional	04 Balears, Illes	Resto de Europa sin U.E.	Septiembre	9.920
Total Nacional	04 Balears, Illes	Resto de Europa sin U.E.	Octubre	5.891
Total Nacional	04 Balears, Illes	Resto de Europa sin U.E.	Noviembre	1.159
Total Nacional	04 Balears, Illes	Resto de Europa sin U.E.	Diciembre	612
Total Nacional	04 Balears, Illes	Japón	Enero	160
Total Nacional	04 Balears, Illes	Japón	Febrero	682
Total Nacional	04 Balears, Illes	Japón	Marzo	248
Total Nacional	04 Balears, Illes	Japón	Abril	469
Total Nacional	04 Balears, Illes	Japón	Mayo	747
Total Nacional	04 Balears, Illes	Japón	Junio	1.030
Total Nacional	04 Balears, Illes	Japón	Julio	1.282
Total Nacional	04 Balears, Illes	Japón	Agosto	2.248
Total Nacional	04 Balears, Illes	Japón	Septiembre	1.553
Total Nacional	04 Balears, Illes	Japón	Octubre	802
Total Nacional	04 Balears, Illes	Japón	Noviembre	227
Total Nacional	04 Balears, Illes	Japón	Diciembre	373
Total Nacional	04 Balears, Illes	Estados Unidos	Enero	568
Total Nacional	04 Balears, Illes	Estados Unidos	Febrero	758
Total Nacional	04 Balears, Illes	Estados Unidos	Marzo	2.349
Total Nacional	04 Balears, Illes	Estados Unidos	Abril	4.495
Total Nacional	04 Balears, Illes	Estados Unidos	Mayo	10.908
Total Nacional	04 Balears, Illes	Estados Unidos	Junio	17.946
Total Nacional	04 Balears, Illes	Estados Unidos	Julio	20.149
Total Nacional	04 Balears, Illes	Estados Unidos	Agosto	18.803
Total Nacional	04 Balears, Illes	Estados Unidos	Septiembre	15.684
Total Nacional	04 Balears, Illes	Estados Unidos	Octubre	8.711
Total Nacional	04 Balears, Illes	Estados Unidos	Noviembre	1.273
Total Nacional	04 Balears, Illes	Estados Unidos	Diciembre	1.334
Total Nacional	04 Balears, Illes	Resto de América	Enero	921
Total Nacional	04 Balears, Illes	Resto de América	Febrero	1.028
Total Nacional	04 Balears, Illes	Resto de América	Marzo	1.608
Total Nacional	04 Balears, Illes	Resto de América	Abril	5.613
Total Nacional	04 Balears, Illes	Resto de América	Mayo	12.801
Total Nacional	04 Balears, Illes	Resto de América	Junio	15.488
Total Nacional	04 Balears, Illes	Resto de América	Julio	16.979
Total Nacional	04 Balears, Illes	Resto de América	Agosto	16.558
Total Nacional	04 Balears, Illes	Resto de América	Septiembre	14.244
Total Nacional	04 Balears, Illes	Resto de América	Octubre	8.430
Total Nacional	04 Balears, Illes	Resto de América	Noviembre	1.392
Total Nacional	04 Balears, Illes	Resto de América	Diciembre	947
Total Nacional	04 Balears, Illes	Países africanos	Enero	320
Total Nacional	04 Balears, Illes	Países africanos	Febrero	296
Total Nacional	04 Balears, Illes	Países africanos	Marzo	277
Total Nacional	04 Balears, Illes	Países africanos	Abril	703
Total Nacional	04 Balears, Illes	Países africanos	Mayo	1.402
Total Nacional	04 Balears, Illes	Países africanos	Junio	1.828
Total Nacional	04 Balears, Illes	Países africanos	Julio	3.490
Total Nacional	04 Balears, Illes	Países africanos	Agosto	4.304
Total Nacional	04 Balears, Illes	Países africanos	Septiembre	7.326
Total Nacional	04 Balears, Illes	Países africanos	Octubre	1.149
Total Nacional	04 Balears, Illes	Países africanos	Noviembre	235
Total Nacional	04 Balears, Illes	Países africanos	Diciembre	291
Total Nacional	09 Cataluña	Residentes en España	Enero	382.568
Total Nacional	09 Cataluña	Residentes en España	Febrero	421.878
Total Nacional	09 Cataluña	Residentes en España	Marzo	586.368
Total Nacional	09 Cataluña	Residentes en España	Abril	614.901
Total Nacional	09 Cataluña	Residentes en España	Mayo	627.770
Total Nacional	09 Cataluña	Residentes en España	Junio	764.069
Total Nacional	09 Cataluña	Residentes en España	Julio	828.278
Total Nacional	09 Cataluña	Residentes en España	Agosto	894.527
Total Nacional	09 Cataluña	Residentes en España	Septiembre	705.950
Total Nacional	09 Cataluña	Residentes en España	Octubre	590.105
Total Nacional	09 Cataluña	Residentes en España	Noviembre	428.103
Total Nacional	09 Cataluña	Residentes en España	Diciembre	485.083
Total Nacional	09 Cataluña	No residentes en España	Enero	544.474
Total Nacional	09 Cataluña	No residentes en España	Febrero	599.132
Total Nacional	09 Cataluña	No residentes en España	Marzo	800.325
Total Nacional	09 Cataluña	No residentes en España	Abril	1.032.548
Total Nacional	09 Cataluña	No residentes en España	Mayo	1.328.511
Total Nacional	09 Cataluña	No residentes en España	Junio	1.404.099
Total Nacional	09 Cataluña	No residentes en España	Julio	1.545.714
Total Nacional	09 Cataluña	No residentes en España	Agosto	1.572.953
Total Nacional	09 Cataluña	No residentes en España	Septiembre	1.386.535
Total Nacional	09 Cataluña	No residentes en España	Octubre	1.199.917
Total Nacional	09 Cataluña	No residentes en España	Noviembre	703.249
Total Nacional	09 Cataluña	No residentes en España	Diciembre	598.274
Total Nacional	09 Cataluña	Unión Europea (sin España)	Enero	315.179
Total Nacional	09 Cataluña	Unión Europea (sin España)	Febrero	347.575
Total Nacional	09 Cataluña	Unión Europea (sin España)	Marzo	494.879
Total Nacional	09 Cataluña	Unión Europea (sin España)	Abril	662.356
Total Nacional	09 Cataluña	Unión Europea (sin España)	Mayo	859.914
Total Nacional	09 Cataluña	Unión Europea (sin España)	Junio	827.687
Total Nacional	09 Cataluña	Unión Europea (sin España)	Julio	953.856
Total Nacional	09 Cataluña	Unión Europea (sin España)	Agosto	1.063.185
Total Nacional	09 Cataluña	Unión Europea (sin España)	Septiembre	857.307
Total Nacional	09 Cataluña	Unión Europea (sin España)	Octubre	744.549
Total Nacional	09 Cataluña	Unión Europea (sin España)	Noviembre	392.526
Total Nacional	09 Cataluña	Unión Europea (sin España)	Diciembre	333.323
Total Nacional	09 Cataluña	Alemania	Enero	36.504
Total Nacional	09 Cataluña	Alemania	Febrero	44.553
Total Nacional	09 Cataluña	Alemania	Marzo	68.320
Total Nacional	09 Cataluña	Alemania	Abril	66.929
Total Nacional	09 Cataluña	Alemania	Mayo	96.580
Total Nacional	09 Cataluña	Alemania	Junio	97.720
Total Nacional	09 Cataluña	Alemania	Julio	107.767
Total Nacional	09 Cataluña	Alemania	Agosto	96.176
Total Nacional	09 Cataluña	Alemania	Septiembre	97.834
Total Nacional	09 Cataluña	Alemania	Octubre	90.530
Total Nacional	09 Cataluña	Alemania	Noviembre	50.904
Total Nacional	09 Cataluña	Alemania	Diciembre	33.468
Total Nacional	09 Cataluña	Austria	Enero	3.501
Total Nacional	09 Cataluña	Austria	Febrero	5.295
Total Nacional	09 Cataluña	Austria	Marzo	7.547
Total Nacional	09 Cataluña	Austria	Abril	8.440
Total Nacional	09 Cataluña	Austria	Mayo	9.393
Total Nacional	09 Cataluña	Austria	Junio	7.304
Total Nacional	09 Cataluña	Austria	Julio	8.722
Total Nacional	09 Cataluña	Austria	Agosto	9.654
Total Nacional	09 Cataluña	Austria	Septiembre	9.010
Total Nacional	09 Cataluña	Austria	Octubre	9.592
Total Nacional	09 Cataluña	Austria	Noviembre	6.160
Total Nacional	09 Cataluña	Austria	Diciembre	5.399
Total Nacional	09 Cataluña	Bélgica	Enero	11.055
Total Nacional	09 Cataluña	Bélgica	Febrero	13.989
Total Nacional	09 Cataluña	Bélgica	Marzo	19.221
Total Nacional	09 Cataluña	Bélgica	Abril	30.381
Total Nacional	09 Cataluña	Bélgica	Mayo	33.096
Total Nacional	09 Cataluña	Bélgica	Junio	36.402
Total Nacional	09 Cataluña	Bélgica	Julio	62.502
Total Nacional	09 Cataluña	Bélgica	Agosto	43.514
Total Nacional	09 Cataluña	Bélgica	Septiembre	40.592
Total Nacional	09 Cataluña	Bélgica	Octubre	31.434
Total Nacional	09 Cataluña	Bélgica	Noviembre	12.766
Total Nacional	09 Cataluña	Bélgica	Diciembre	11.990
Total Nacional	09 Cataluña	Dinamarca	Enero	5.065
Total Nacional	09 Cataluña	Dinamarca	Febrero	5.608
Total Nacional	09 Cataluña	Dinamarca	Marzo	9.605
Total Nacional	09 Cataluña	Dinamarca	Abril	10.959
Total Nacional	09 Cataluña	Dinamarca	Mayo	13.700
Total Nacional	09 Cataluña	Dinamarca	Junio	7.959
Total Nacional	09 Cataluña	Dinamarca	Julio	17.521
Total Nacional	09 Cataluña	Dinamarca	Agosto	8.571
Total Nacional	09 Cataluña	Dinamarca	Septiembre	11.268
Total Nacional	09 Cataluña	Dinamarca	Octubre	11.935
Total Nacional	09 Cataluña	Dinamarca	Noviembre	5.665
Total Nacional	09 Cataluña	Dinamarca	Diciembre	3.764
Total Nacional	09 Cataluña	Finlandia	Enero	3.459
Total Nacional	09 Cataluña	Finlandia	Febrero	4.496
Total Nacional	09 Cataluña	Finlandia	Marzo	6.077
Total Nacional	09 Cataluña	Finlandia	Abril	9.790
Total Nacional	09 Cataluña	Finlandia	Mayo	7.721
Total Nacional	09 Cataluña	Finlandia	Junio	10.279
Total Nacional	09 Cataluña	Finlandia	Julio	9.999
Total Nacional	09 Cataluña	Finlandia	Agosto	5.994
Total Nacional	09 Cataluña	Finlandia	Septiembre	8.222
Total Nacional	09 Cataluña	Finlandia	Octubre	10.433
Total Nacional	09 Cataluña	Finlandia	Noviembre	3.938
Total Nacional	09 Cataluña	Finlandia	Diciembre	3.484
Total Nacional	09 Cataluña	Francia	Enero	97.318
Total Nacional	09 Cataluña	Francia	Febrero	98.474
Total Nacional	09 Cataluña	Francia	Marzo	131.037
Total Nacional	09 Cataluña	Francia	Abril	236.658
Total Nacional	09 Cataluña	Francia	Mayo	295.286
Total Nacional	09 Cataluña	Francia	Junio	208.346
Total Nacional	09 Cataluña	Francia	Julio	271.670
Total Nacional	09 Cataluña	Francia	Agosto	406.866
Total Nacional	09 Cataluña	Francia	Septiembre	227.173
Total Nacional	09 Cataluña	Francia	Octubre	226.044
Total Nacional	09 Cataluña	Francia	Noviembre	103.084
Total Nacional	09 Cataluña	Francia	Diciembre	99.504
Total Nacional	09 Cataluña	Grecia	Enero	2.498
Total Nacional	09 Cataluña	Grecia	Febrero	2.447
Total Nacional	09 Cataluña	Grecia	Marzo	3.881
Total Nacional	09 Cataluña	Grecia	Abril	3.856
Total Nacional	09 Cataluña	Grecia	Mayo	4.683
Total Nacional	09 Cataluña	Grecia	Junio	4.978
Total Nacional	09 Cataluña	Grecia	Julio	3.399
Total Nacional	09 Cataluña	Grecia	Agosto	3.826
Total Nacional	09 Cataluña	Grecia	Septiembre	5.930
Total Nacional	09 Cataluña	Grecia	Octubre	4.378
Total Nacional	09 Cataluña	Grecia	Noviembre	6.116
Total Nacional	09 Cataluña	Grecia	Diciembre	3.911
Total Nacional	09 Cataluña	Irlanda	Enero	6.285
Total Nacional	09 Cataluña	Irlanda	Febrero	6.062
Total Nacional	09 Cataluña	Irlanda	Marzo	7.419
Total Nacional	09 Cataluña	Irlanda	Abril	13.996
Total Nacional	09 Cataluña	Irlanda	Mayo	18.355
Total Nacional	09 Cataluña	Irlanda	Junio	26.929
Total Nacional	09 Cataluña	Irlanda	Julio	26.879
Total Nacional	09 Cataluña	Irlanda	Agosto	25.389
Total Nacional	09 Cataluña	Irlanda	Septiembre	21.628
Total Nacional	09 Cataluña	Irlanda	Octubre	19.241
Total Nacional	09 Cataluña	Irlanda	Noviembre	6.526
Total Nacional	09 Cataluña	Irlanda	Diciembre	5.061
Total Nacional	09 Cataluña	Italia	Enero	45.862
Total Nacional	09 Cataluña	Italia	Febrero	44.138
Total Nacional	09 Cataluña	Italia	Marzo	67.475
Total Nacional	09 Cataluña	Italia	Abril	70.252
Total Nacional	09 Cataluña	Italia	Mayo	58.810
Total Nacional	09 Cataluña	Italia	Junio	65.606
Total Nacional	09 Cataluña	Italia	Julio	69.699
Total Nacional	09 Cataluña	Italia	Agosto	98.100
Total Nacional	09 Cataluña	Italia	Septiembre	69.987
Total Nacional	09 Cataluña	Italia	Octubre	60.225
Total Nacional	09 Cataluña	Italia	Noviembre	55.247
Total Nacional	09 Cataluña	Italia	Diciembre	55.959
Total Nacional	09 Cataluña	Luxemburgo	Enero	422
Total Nacional	09 Cataluña	Luxemburgo	Febrero	896
Total Nacional	09 Cataluña	Luxemburgo	Marzo	863
Total Nacional	09 Cataluña	Luxemburgo	Abril	1.121
Total Nacional	09 Cataluña	Luxemburgo	Mayo	1.128
Total Nacional	09 Cataluña	Luxemburgo	Junio	1.602
Total Nacional	09 Cataluña	Luxemburgo	Julio	985
Total Nacional	09 Cataluña	Luxemburgo	Agosto	1.962
Total Nacional	09 Cataluña	Luxemburgo	Septiembre	1.335
Total Nacional	09 Cataluña	Luxemburgo	Octubre	1.263
Total Nacional	09 Cataluña	Luxemburgo	Noviembre	720
Total Nacional	09 Cataluña	Luxemburgo	Diciembre	473
Total Nacional	09 Cataluña	Países Bajos	Enero	18.435
Total Nacional	09 Cataluña	Países Bajos	Febrero	16.443
Total Nacional	09 Cataluña	Países Bajos	Marzo	25.886
Total Nacional	09 Cataluña	Países Bajos	Abril	32.384
Total Nacional	09 Cataluña	Países Bajos	Mayo	54.787
Total Nacional	09 Cataluña	Países Bajos	Junio	51.613
Total Nacional	09 Cataluña	Países Bajos	Julio	67.803
Total Nacional	09 Cataluña	Países Bajos	Agosto	60.518
Total Nacional	09 Cataluña	Países Bajos	Septiembre	49.416
Total Nacional	09 Cataluña	Países Bajos	Octubre	44.830
Total Nacional	09 Cataluña	Países Bajos	Noviembre	19.904
Total Nacional	09 Cataluña	Países Bajos	Diciembre	15.132
Total Nacional	09 Cataluña	Polonia	Enero	6.411
Total Nacional	09 Cataluña	Polonia	Febrero	6.983
Total Nacional	09 Cataluña	Polonia	Marzo	9.255
Total Nacional	09 Cataluña	Polonia	Abril	12.369
Total Nacional	09 Cataluña	Polonia	Mayo	24.733
Total Nacional	09 Cataluña	Polonia	Junio	34.351
Total Nacional	09 Cataluña	Polonia	Julio	30.274
Total Nacional	09 Cataluña	Polonia	Agosto	26.820
Total Nacional	09 Cataluña	Polonia	Septiembre	34.788
Total Nacional	09 Cataluña	Polonia	Octubre	14.181
Total Nacional	09 Cataluña	Polonia	Noviembre	8.737
Total Nacional	09 Cataluña	Polonia	Diciembre	5.173
Total Nacional	09 Cataluña	Portugal	Enero	11.507
Total Nacional	09 Cataluña	Portugal	Febrero	12.450
Total Nacional	09 Cataluña	Portugal	Marzo	14.156
Total Nacional	09 Cataluña	Portugal	Abril	20.875
Total Nacional	09 Cataluña	Portugal	Mayo	16.503
Total Nacional	09 Cataluña	Portugal	Junio	17.965
Total Nacional	09 Cataluña	Portugal	Julio	21.038
Total Nacional	09 Cataluña	Portugal	Agosto	25.939
Total Nacional	09 Cataluña	Portugal	Septiembre	22.737
Total Nacional	09 Cataluña	Portugal	Octubre	18.948
Total Nacional	09 Cataluña	Portugal	Noviembre	13.743
Total Nacional	09 Cataluña	Portugal	Diciembre	11.967
Total Nacional	09 Cataluña	Reino Unido	Enero	43.483
Total Nacional	09 Cataluña	Reino Unido	Febrero	58.276
Total Nacional	09 Cataluña	Reino Unido	Marzo	84.690
Total Nacional	09 Cataluña	Reino Unido	Abril	93.146
Total Nacional	09 Cataluña	Reino Unido	Mayo	167.433
Total Nacional	09 Cataluña	Reino Unido	Junio	188.824
Total Nacional	09 Cataluña	Reino Unido	Julio	181.452
Total Nacional	09 Cataluña	Reino Unido	Agosto	188.279
Total Nacional	09 Cataluña	Reino Unido	Septiembre	186.608
Total Nacional	09 Cataluña	Reino Unido	Octubre	140.946
Total Nacional	09 Cataluña	Reino Unido	Noviembre	63.094
Total Nacional	09 Cataluña	Reino Unido	Diciembre	51.998
Total Nacional	09 Cataluña	República Checa	Enero	1.840
Total Nacional	09 Cataluña	República Checa	Febrero	2.543
Total Nacional	09 Cataluña	República Checa	Marzo	2.829
Total Nacional	09 Cataluña	República Checa	Abril	4.197
Total Nacional	09 Cataluña	República Checa	Mayo	4.375
Total Nacional	09 Cataluña	República Checa	Junio	9.422
Total Nacional	09 Cataluña	República Checa	Julio	9.708
Total Nacional	09 Cataluña	República Checa	Agosto	7.885
Total Nacional	09 Cataluña	República Checa	Septiembre	8.873
Total Nacional	09 Cataluña	República Checa	Octubre	4.614
Total Nacional	09 Cataluña	República Checa	Noviembre	3.810
Total Nacional	09 Cataluña	República Checa	Diciembre	2.308
Total Nacional	09 Cataluña	Suecia	Enero	6.861
Total Nacional	09 Cataluña	Suecia	Febrero	8.921
Total Nacional	09 Cataluña	Suecia	Marzo	13.160
Total Nacional	09 Cataluña	Suecia	Abril	16.775
Total Nacional	09 Cataluña	Suecia	Mayo	19.516
Total Nacional	09 Cataluña	Suecia	Junio	18.018
Total Nacional	09 Cataluña	Suecia	Julio	22.210
Total Nacional	09 Cataluña	Suecia	Agosto	13.222
Total Nacional	09 Cataluña	Suecia	Septiembre	17.954
Total Nacional	09 Cataluña	Suecia	Octubre	18.325
Total Nacional	09 Cataluña	Suecia	Noviembre	10.638
Total Nacional	09 Cataluña	Suecia	Diciembre	6.726
Total Nacional	09 Cataluña	Noruega	Enero	3.042
Total Nacional	09 Cataluña	Noruega	Febrero	5.106
Total Nacional	09 Cataluña	Noruega	Marzo	6.503
Total Nacional	09 Cataluña	Noruega	Abril	9.825
Total Nacional	09 Cataluña	Noruega	Mayo	10.570
Total Nacional	09 Cataluña	Noruega	Junio	14.451
Total Nacional	09 Cataluña	Noruega	Julio	19.987
Total Nacional	09 Cataluña	Noruega	Agosto	9.336
Total Nacional	09 Cataluña	Noruega	Septiembre	12.299
Total Nacional	09 Cataluña	Noruega	Octubre	11.015
Total Nacional	09 Cataluña	Noruega	Noviembre	5.179
Total Nacional	09 Cataluña	Noruega	Diciembre	3.096
Total Nacional	09 Cataluña	Rusia	Enero	18.376
Total Nacional	09 Cataluña	Rusia	Febrero	14.538
Total Nacional	09 Cataluña	Rusia	Marzo	18.932
Total Nacional	09 Cataluña	Rusia	Abril	24.220
Total Nacional	09 Cataluña	Rusia	Mayo	40.381
Total Nacional	09 Cataluña	Rusia	Junio	83.331
Total Nacional	09 Cataluña	Rusia	Julio	83.804
Total Nacional	09 Cataluña	Rusia	Agosto	84.816
Total Nacional	09 Cataluña	Rusia	Septiembre	74.884
Total Nacional	09 Cataluña	Rusia	Octubre	29.452
Total Nacional	09 Cataluña	Rusia	Noviembre	17.203
Total Nacional	09 Cataluña	Rusia	Diciembre	13.480
Total Nacional	09 Cataluña	Suiza	Enero	9.623
