anio,tabla,pregunta,ambito,categoria,TOTAL,EMPRESAS QUE PROPORCIONAN FORMACIÓN - TOTAL,EMPRESAS QUE PROPORCIONAN FORMACIÓN - IMPARTICIÓN DE CURSOS Y OTROS TIPOS DE FORMACIÓN (1),EMPRESAS QUE PROPORCIONAN FORMACIÓN - SÓLO IMPARTICIÓN DE CURSOS (1),EMPRESAS QUE PROPORCIONAN FORMACIÓN - SÓLO OTROS TIPOS DE FORMACIÓN (1),EMPRESAS QUE NO PROPORCIONAN FORMACIÓN
2020,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",total_empresas,TOTAL,100,60.474,61.509,23.845,14.646,39.526
2020,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",tamano_empresa,De 5 a 9 trabajadores,100,50.105,55.55,25.647,18.803,49.895
2020,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",tamano_empresa,De 10 a 49 trabajadores,100,68.289,62.637,24.125,13.238,31.711
2020,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",tamano_empresa,De 50 a 249 trabajadores,100,90.475,78.506,16.823,4.671,9.525
2020,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",tamano_empresa,De 250 a 499 trabajadores,100,96.142,88.123,10.045,1.831,3.858
2020,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",tamano_empresa,Más de 499 trabajadores,100,98.119,90.16,8.882,0.958,1.881
2020,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Industria,100,64.707,64.553,22.506,12.941,35.293
2020,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Construcción,100,63.456,64.279,25.044,10.677,36.544
2020,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Comercio y reparación de vehículos,100,57.632,58.904,25.006,16.09,42.368
2020,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Transporte y almacenamiento,100,68.179,66.108,26.779,7.113,31.821
2020,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Hostelería,100,47.102,44.46,27.994,27.546,52.898
2020,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,"Información, comunicaciones, actividades financieras, de seguros e inmobiliarias",100,69.921,74.531,17.19,8.279,30.079
2020,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,"Actividades profesionales, científicas y técnicas",100,75.697,68.008,18.982,13.01,24.303
2020,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Actividades administrativas y servicios auxiliares,100,67.486,59.983,27.018,13.0,32.514
2020,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,"Actividades artísticas, recreativas y de entretenimiento y otros servicios",100,51.259,69.572,17.892,12.536,48.741
2020,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Andalucía,100,66.9,54.639,29.919,15.442,33.1
2020,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Aragón,100,54.996,61.544,25.687,12.77,45.004
2020,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Asturias (Principado de),100,54.631,60.055,29.173,10.773,45.369
2020,EAL-17,"EMPRESAS, SEGÚN SI IMPARTIERON FORMACIÓN, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Balears (Illes),100,55.471,58.05,29.874,12.076,44.529
