apartment_id,room_type,price,has_availability,availability_30,availability_60,availability_90,availability_365,review_scores_rating,number_of_reviews,reviews_per_month,city,insert_date,reviews 80+,fully_booked,occ_month,occ_2month,occ_3month,occ_year
144471,Private room,470.0,True,22,52,82,357,87.0,32,42.0,Barcelona,2017-09-12,True,False,0.26666666666666666,0.13333333333333333,0.08888888888888889,0.021917808219178082
157327,Entire home/apt,5000.0,True,26,56,86,361,80.0,1,3.0,Girona,2018-08-30,True,False,0.13333333333333333,0.06666666666666667,0.044444444444444446,0.010958904109589041
158238,Entire home/apt,1200.0,True,24,54,84,359,89.0,97,116.0,Barcelona,2018-06-09,True,False,0.2,0.1,0.06666666666666667,0.01643835616438356
164621,Private room,330.0,True,10,39,69,344,95.0,44,45.0,Mallorca,2019-08-31,True,False,0.6666666666666666,0.35,0.23333333333333334,0.057534246575342465
170750,Entire home/apt,900.0,True,11,11,11,17,90.0,189,218.0,Madrid,2018-12-10,True,False,0.6333333333333333,0.8166666666666667,0.8777777777777778,0.9534246575342465
176827,Private room,280.0,False,13,43,72,347,83.0,156,248.0,Madrid,2017-04-08,True,False,0.5666666666666667,0.2833333333333333,0.2,0.049315068493150684
178456,Entire home/apt,900.0,True,30,60,90,365,88.0,33,37.0,Mallorca,2019-11-28,True,False,0.0,0.0,0.0,0.0
183346,Private room,300.0,True,0,0,0,137,83.0,12,24.0,Madrid,2018-01-17,True,False,1.0,1.0,1.0,0.6246575342465753
186221,Private room,150.0,False,5,11,37,234,89.0,416,607.0,Barcelona,2017-04-08,True,False,0.8333333333333334,0.8166666666666667,0.5888888888888889,0.3589041095890411
193923,Private room,200.0,True,2,17,29,253,98.0,125,121.0,Barcelona,2020-02-16,True,False,0.9333333333333333,0.7166666666666667,0.6777777777777778,0.30684931506849317
206846,Entire home/apt,1280.0,True,5,7,25,205,92.0,77,81.0,Barcelona,2019-12-10,True,False,0.8333333333333334,0.8833333333333333,0.7222222222222222,0.4383561643835616
210156,Entire home/apt,580.0,True,26,44,49,102,97.0,90,97.0,Mallorca,2020-03-22,True,False,0.13333333333333333,0.26666666666666666,0.45555555555555555,0.7205479452054795
213296,Private room,250.0,False,8,14,25,224,89.0,168,292.0,Barcelona,2017-02-09,True,False,0.7333333333333333,0.7666666666666667,0.7222222222222222,0.3863013698630137
214970,Private room,330.0,True,1,1,1,1,93.0,144,139.0,Barcelona,2020-12-16,True,False,0.9666666666666667,0.9833333333333333,0.9888888888888889,0.9972602739726028
222753,Private room,310.0,True,30,60,90,365,86.0,172,156.0,Valencia,2020-11-10,True,False,0.0,0.0,0.0,0.0
255195,Entire home/apt,330.0,True,30,60,90,330,85.0,17,16.0,Barcelona,2020-11-06,True,False,0.0,0.0,0.0,0.0958904109589041
265647,Entire home/apt,1750.0,True,17,41,71,333,95.0,8,13.0,Girona,2018-08-30,True,False,0.43333333333333335,0.31666666666666665,0.2111111111111111,0.08767123287671233
279439,Private room,250.0,True,1,4,13,13,91.0,102,134.0,Barcelona,2018-05-14,True,False,0.9666666666666667,0.9333333333333333,0.8555555555555555,0.9643835616438357
305213,Entire home/apt,1050.0,False,14,24,51,141,95.0,170,272.0,Barcelona,2017-08-06,True,False,0.5333333333333333,0.6,0.43333333333333335,0.6136986301369863
314781,Private room,1000.0,False,30,60,90,365,93.0,13,31.0,Barcelona,2017-02-09,True,False,0.0,0.0,0.0,0.0
318826,Entire home/apt,900.0,True,23,53,83,358,98.0,11,13.0,Madrid,2019-02-06,True,False,0.23333333333333334,0.11666666666666667,0.07777777777777778,0.019178082191780823
323679,Entire home/apt,550.0,True,0,0,26,301,86.0,7,8.0,Girona,2019-06-30,True,False,1.0,1.0,0.7111111111111111,0.17534246575342466
326464,Private room,600.0,True,30,60,90,365,99.0,33,43.0,Barcelona,2021-02-09,True,False,0.0,0.0,0.0,0.0
330723,Private room,300.0,True,30,60,90,365,93.0,51,49.0,Barcelona,2021-02-09,True,False,0.0,0.0,0.0,0.0
336795,Private room,250.0,True,29,52,71,344,73.0,156,162.0,Madrid,2020-04-17,False,False,0.03333333333333333,0.13333333333333333,0.2111111111111111,0.057534246575342465
342557,Private room,700.0,True,30,60,90,365,97.0,55,64.0,Madrid,2020-11-06,True,False,0.0,0.0,0.0,0.0
343864,Entire home/apt,1390.0,True,0,5,35,307,94.0,7,13.0,Barcelona,2018-11-07,True,False,1.0,0.9166666666666666,0.6111111111111112,0.1589041095890411
352772,Entire home/apt,850.0,True,0,0,0,219,94.0,103,126.0,Barcelona,2020-11-06,True,False,1.0,1.0,1.0,0.4
353713,Private room,370.0,True,4,11,11,11,95.0,247,518.0,Madrid,2018-08-14,True,False,0.8666666666666667,0.8166666666666667,0.8777777777777778,0.9698630136986301
354838,Entire home/apt,700.0,True,0,0,0,0,95.0,38,44.0,Madrid,2019-06-07,True,True,1.0,1.0,1.0,1.0
363601,Entire home/apt,600.0,True,0,0,0,134,84.0,26,26.0,Barcelona,2020-10-12,True,False,1.0,1.0,1.0,0.6328767123287671
365911,Entire home/apt,1130.0,True,15,37,52,305,94.0,40,57.0,Barcelona,2018-05-14,True,False,0.5,0.38333333333333336,0.4222222222222222,0.1643835616438356
374558,Entire home/apt,540.0,False,0,0,2,2,87.0,91,19.0,Madrid,2017-04-08,True,False,1.0,1.0,0.9777777777777777,0.9945205479452055
376232,Entire home/apt,800.0,False,4,15,29,278,97.0,8,14.0,Madrid,2017-04-08,True,False,0.8666666666666667,0.75,0.6777777777777778,0.23835616438356164
377455,Entire home/apt,460.0,True,0,20,50,325,85.0,6,6.0,Valencia,2020-11-10,True,False,1.0,0.6666666666666666,0.4444444444444444,0.1095890410958904
378998,Private room,200.0,False,0,0,0,0,,0,,Barcelona,2017-06-05,,True,1.0,1.0,1.0,1.0
384063,Entire home/apt,400.0,True,30,55,85,347,71.0,9,9.0,Barcelona,2021-02-09,False,False,0.0,0.08333333333333333,0.05555555555555555,0.049315068493150684
384727,Private room,450.0,True,0,0,0,0,97.0,588,681.0,Sevilla,2019-06-29,True,True,1.0,1.0,1.0,1.0
398377,Private room,550.0,True,0,0,0,272,94.0,207,199.0,Girona,2020-11-28,True,False,1.0,1.0,1.0,0.2547945205479452
402588,Entire home/apt,920.0,True,30,60,90,352,91.0,139,163.0,Madrid,2020-03-17,True,False,0.0,0.0,0.0,0.03561643835616438
403446,Entire home/apt,700.0,True,17,35,60,296,98.0,199,211.0,Mallorca,2020-01-29,True,False,0.43333333333333335,0.4166666666666667,0.3333333333333333,0.18904109589041096
403669,Entire home/apt,1150.0,True,7,31,61,152,93.0,128,187.0,Sevilla,2018-09-22,True,False,0.7666666666666667,0.48333333333333334,0.32222222222222224,0.5835616438356165
417814,Private room,270.0,True,27,57,87,362,97.0,53,91.0,Barcelona,2020-06-13,True,False,0.1,0.05,0.03333333333333333,0.00821917808219178
417879,Entire home/apt,1290.0,True,30,49,79,294,97.0,45,56.0,Mallorca,2019-02-17,True,False,0.0,0.18333333333333332,0.12222222222222222,0.19452054794520549
422454,Entire home/apt,600.0,True,14,25,43,103,93.0,53,76.0,Valencia,2019-03-31,True,False,0.5333333333333333,0.5833333333333334,0.5222222222222223,0.7178082191780822
424026,Entire home/apt,520.0,True,30,60,90,312,89.0,16,28.0,Girona,2019-02-19,True,False,0.0,0.0,0.0,0.14520547945205478
425639,Entire home/apt,3980.0,True,20,50,80,300,94.0,20,18.0,Barcelona,2018-02-07,True,False,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.1780821917808219
426401,Entire home/apt,550.0,True,29,59,61,273,92.0,71,76.0,Sevilla,2020-05-30,True,False,0.03333333333333333,0.016666666666666666,0.32222222222222224,0.25205479452054796
434195,Private room,360.0,True,26,56,86,361,92.0,168,647.0,Madrid,2018-01-17,True,False,0.13333333333333333,0.06666666666666667,0.044444444444444446,0.010958904109589041
435010,Private room,250.0,True,6,20,20,288,92.0,196,218.0,Madrid,2019-11-09,True,False,0.8,0.6666666666666666,0.7777777777777778,0.21095890410958903
443909,Private room,600.0,False,10,28,51,152,92.0,150,279.0,Barcelona,2017-02-09,True,False,0.6666666666666666,0.5333333333333333,0.43333333333333335,0.5835616438356165
449218,Entire home/apt,450.0,True,10,29,29,119,97.0,286,279.0,Madrid,2020-10-17,True,False,0.6666666666666666,0.5166666666666667,0.6777777777777778,0.673972602739726
459265,Entire home/apt,990.0,True,0,0,0,146,98.0,10,19.0,Menorca,2019-11-30,True,False,1.0,1.0,1.0,0.6
461943,Private room,490.0,False,19,49,79,79,100.0,1,10.0,Barcelona,2017-06-05,True,False,0.36666666666666664,0.18333333333333332,0.12222222222222222,0.7835616438356164
