apartment_id,room_type,price,has_availability,availability_30,availability_60,availability_90,availability_365,review_scores_rating,number_of_reviews,reviews_per_month,city,insert_date,reviews 80+,fully_booked,occ_month,occ_2month,occ_3month,occ_year
8207999,Private room,490.0,True,0,0,0,0,90.0,2,6.0,Barcelona,2018-09-11,True,True,1.0,1.0,1.0,1.0
8215329,Entire home/apt,1450.0,True,7,37,67,342,97.0,13,3.0,Girona,2019-07-29,True,False,0.7666666666666667,0.38333333333333336,0.25555555555555554,0.06301369863013699
8215716,Entire home/apt,950.0,True,30,60,90,365,80.0,1,9.0,Barcelona,2020-05-11,True,False,0.0,0.0,0.0,0.0
8215879,Entire home/apt,950.0,True,3,10,23,278,80.0,2,9.0,Barcelona,2018-04-12,True,False,0.9,0.8333333333333334,0.7444444444444445,0.23835616438356164
8216543,Entire home/apt,1200.0,False,0,2,22,285,85.0,5,27.0,Barcelona,2017-07-06,True,False,1.0,0.9666666666666667,0.7555555555555555,0.2191780821917808
8257847,Entire home/apt,990.0,False,6,36,66,68,86.0,33,148.0,Barcelona,2017-08-06,True,False,0.8,0.4,0.26666666666666666,0.8136986301369863
8260073,Entire home/apt,1750.0,True,0,0,0,154,98.0,28,5.0,Girona,2020-05-28,True,False,1.0,1.0,1.0,0.5780821917808219
8271873,Private room,190.0,True,0,0,0,189,98.0,301,48.0,Barcelona,2020-11-06,True,False,1.0,1.0,1.0,0.4821917808219178
8287073,Entire home/apt,1200.0,False,0,0,0,0,93.0,7,43.0,Barcelona,2017-02-09,True,True,1.0,1.0,1.0,1.0
8290927,Private room,400.0,True,0,0,0,0,,0,,Barcelona,2017-10-07,,True,1.0,1.0,1.0,1.0
8299987,Entire home/apt,1390.0,False,4,7,18,280,94.0,10,226.0,Barcelona,2017-08-06,True,False,0.8666666666666667,0.8833333333333333,0.8,0.2328767123287671
8303125,Hotel room,1860.0,True,0,0,2,229,90.0,4,6.0,Madrid,2021-01-12,True,False,1.0,1.0,0.9777777777777777,0.3726027397260274
8316352,Private room,550.0,True,4,9,9,16,97.0,21,49.0,Madrid,2019-04-11,True,False,0.8666666666666667,0.85,0.9,0.9561643835616438
8317251,Entire home/apt,2000.0,True,30,60,90,365,,0,,Mallorca,2020-11-08,,False,0.0,0.0,0.0,0.0
8338269,Entire home/apt,990.0,True,4,7,7,165,98.0,50,14.0,Menorca,2018-09-28,True,False,0.8666666666666667,0.8833333333333333,0.9222222222222223,0.547945205479452
8345529,Private room,400.0,False,6,22,46,130,95.0,4,69.0,Barcelona,2017-04-08,True,False,0.8,0.6333333333333333,0.4888888888888889,0.6438356164383562
8352016,Entire home/apt,750.0,True,0,0,1,244,99.0,203,312.0,Girona,2021-01-31,True,False,1.0,1.0,0.9888888888888889,0.3315068493150685
8352449,Entire home/apt,490.0,True,25,50,80,80,89.0,58,164.0,Sevilla,2018-08-27,True,False,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.7808219178082192
8370275,Private room,300.0,True,24,54,84,359,92.0,24,71.0,Madrid,2018-07-10,True,False,0.2,0.1,0.06666666666666667,0.01643835616438356
8380683,Private room,240.0,True,16,46,76,351,97.0,220,533.0,Valencia,2019-03-31,True,False,0.4666666666666667,0.23333333333333334,0.15555555555555556,0.038356164383561646
8382715,Private room,100.0,True,0,0,0,1,90.0,418,656.0,Malaga,2020-12-30,True,False,1.0,1.0,1.0,0.9972602739726028
8402787,Entire home/apt,990.0,True,5,26,42,310,92.0,210,458.0,Madrid,2019-07-10,True,False,0.8333333333333334,0.5666666666666667,0.5333333333333333,0.1506849315068493
8405250,Private room,1260.0,True,12,26,39,299,78.0,16,34.0,Madrid,2019-07-10,False,False,0.6,0.5666666666666667,0.5666666666666667,0.18082191780821918
8405901,Entire home/apt,1000.0,True,13,43,73,348,100.0,2,6.0,Barcelona,2019-05-14,True,False,0.5666666666666667,0.2833333333333333,0.18888888888888888,0.04657534246575343
8414213,Entire home/apt,2620.0,True,4,14,29,296,100.0,1,5.0,Sevilla,2018-12-21,True,False,0.8666666666666667,0.7666666666666667,0.6777777777777778,0.18904109589041096
8418514,Private room,500.0,True,13,43,73,348,98.0,170,261.0,Madrid,2021-02-09,True,False,0.5666666666666667,0.2833333333333333,0.18888888888888888,0.04657534246575343
8432486,Private room,290.0,False,30,60,90,358,89.0,45,28.0,Barcelona,2017-02-09,True,False,0.0,0.0,0.0,0.019178082191780823
8442992,Entire home/apt,690.0,True,5,35,50,50,97.0,41,118.0,Girona,2018-07-31,True,False,0.8333333333333334,0.4166666666666667,0.4444444444444444,0.863013698630137
8452768,Entire home/apt,1100.0,True,20,50,62,65,91.0,30,81.0,Sevilla,2018-10-18,True,False,0.3333333333333333,0.16666666666666666,0.3111111111111111,0.821917808219178
8455978,Entire home/apt,810.0,True,0,16,28,103,97.0,44,83.0,Madrid,2020-03-17,True,False,1.0,0.7333333333333333,0.6888888888888889,0.7178082191780822
8482861,Private room,200.0,True,0,0,0,246,81.0,16,5.0,Madrid,2018-05-14,True,False,1.0,1.0,1.0,0.32602739726027397
8491814,Entire home/apt,800.0,True,8,36,66,341,93.0,90,181.0,Girona,2020-01-31,True,False,0.7333333333333333,0.4,0.26666666666666666,0.06575342465753424
8517585,Entire home/apt,690.0,True,3,4,32,37,98.0,87,212.0,Madrid,2019-03-08,True,False,0.9,0.9333333333333333,0.6444444444444445,0.8986301369863013
8521963,Private room,120.0,True,0,0,0,228,96.0,5,11.0,Barcelona,2019-09-17,True,False,1.0,1.0,1.0,0.37534246575342467
8528333,Entire home/apt,550.0,True,2,5,14,219,92.0,205,476.0,Madrid,2019-04-11,True,False,0.9333333333333333,0.9166666666666666,0.8444444444444444,0.4
8544919,Private room,530.0,True,15,45,75,350,97.0,80,128.0,Mallorca,2021-02-11,True,False,0.5,0.25,0.16666666666666666,0.0410958904109589
8548754,Entire home/apt,1290.0,True,26,53,83,338,95.0,12,45.0,Girona,2018-11-26,True,False,0.13333333333333333,0.11666666666666667,0.07777777777777778,0.07397260273972603
8551651,Private room,450.0,True,0,0,8,283,94.0,11,27.0,Madrid,2019-02-06,True,False,1.0,1.0,0.9111111111111111,0.22465753424657534
8553863,Entire home/apt,910.0,True,0,8,38,291,90.0,12,28.0,Barcelona,2019-04-10,True,False,1.0,0.8666666666666667,0.5777777777777777,0.20273972602739726
8560924,Private room,500.0,True,30,60,90,365,,0,,Barcelona,2017-09-12,,False,0.0,0.0,0.0,0.0
8577709,Entire home/apt,800.0,False,5,14,23,277,86.0,41,25.0,Barcelona,2017-03-06,True,False,0.8333333333333334,0.7666666666666667,0.7444444444444445,0.2410958904109589
8579303,Private room,500.0,True,1,1,1,10,86.0,149,608.0,Barcelona,2017-10-07,True,False,0.9666666666666667,0.9833333333333333,0.9888888888888889,0.9726027397260274
8598604,Entire home/apt,1020.0,True,30,60,90,365,,0,,Mallorca,2019-10-28,,False,0.0,0.0,0.0,0.0
8605416,Entire home/apt,2390.0,True,30,60,90,365,100.0,1,3.0,Mallorca,2021-01-16,True,False,0.0,0.0,0.0,0.0
8606569,Private room,260.0,True,28,58,88,88,100.0,5,9.0,Valencia,2020-09-28,True,False,0.06666666666666667,0.03333333333333333,0.022222222222222223,0.7589041095890411
8620038,Private room,350.0,True,1,1,1,1,95.0,21,55.0,Barcelona,2020-06-13,True,False,0.9666666666666667,0.9833333333333333,0.9888888888888889,0.9972602739726028
8625967,Private room,350.0,True,0,0,0,0,81.0,41,63.0,Barcelona,2021-02-09,True,True,1.0,1.0,1.0,1.0
8649608,Private room,250.0,True,15,45,75,350,99.0,14,72.0,Madrid,2018-05-14,True,False,0.5,0.25,0.16666666666666666,0.0410958904109589
8659814,Entire home/apt,1150.0,True,30,60,90,365,93.0,19,74.0,Barcelona,2017-11-13,True,False,0.0,0.0,0.0,0.0
8659944,Private room,290.0,True,9,31,55,326,97.0,111,398.0,Madrid,2018-01-17,True,False,0.7,0.48333333333333334,0.3888888888888889,0.10684931506849316
8665229,Private room,330.0,True,4,4,4,4,74.0,41,169.0,Barcelona,2017-10-07,False,False,0.8666666666666667,0.9333333333333333,0.9555555555555556,0.989041095890411
8678755,Entire home/apt,460.0,True,14,31,58,317,91.0,40,111.0,Sevilla,2018-09-22,True,False,0.5333333333333333,0.48333333333333334,0.35555555555555557,0.13150684931506848
8679279,Entire home/apt,900.0,True,29,59,89,89,95.0,36,109.0,Girona,2019-08-31,True,False,0.03333333333333333,0.016666666666666666,0.011111111111111112,0.7561643835616438
8682598,Private room,290.0,True,17,47,77,345,98.0,45,163.0,Sevilla,2019-04-27,True,False,0.43333333333333335,0.21666666666666667,0.14444444444444443,0.0547945205479452
8687968,Entire home/apt,1300.0,True,30,53,81,258,,0,,Barcelona,2018-06-09,,False,0.0,0.11666666666666667,0.1,0.29315068493150687
8697956,Private room,320.0,True,8,36,66,341,82.0,9,136.0,Madrid,2019-04-11,True,False,0.7333333333333333,0.4,0.26666666666666666,0.06575342465753424
8699662,Private room,590.0,True,0,0,0,0,80.0,1,2.0,Mallorca,2019-02-17,True,True,1.0,1.0,1.0,1.0
8708285,Entire home/apt,950.0,False,7,37,67,342,90.0,7,37.0,Barcelona,2017-05-07,True,False,0.7666666666666667,0.38333333333333336,0.25555555555555554,0.06301369863013699
8713265,Private room,200.0,True,18,45,73,348,78.0,117,26.0,Barcelona,2019-09-17,False,False,0.4,0.25,0.18888888888888888,0.04657534246575343
8728121,Entire home/apt,900.0,False,0,0,0,0,100.0,1,6.0,Madrid,2017-04-08,True,True,1.0,1.0,1.0,1.0
8732880,Private room,400.0,True,0,0,0,0,95.0,11,4.0,Madrid,2018-01-17,True,True,1.0,1.0,1.0,1.0
8747669,Entire home/apt,730.0,True,30,57,87,362,,0,,Barcelona,2018-04-12,,False,0.0,0.05,0.03333333333333333,0.00821917808219178
8749646,Private room,620.0,True,5,5,5,5,84.0,9,37.0,Barcelona,2017-11-13,True,False,0.8333333333333334,0.9166666666666666,0.9444444444444444,0.9863013698630136
8753004,Private room,200.0,True,0,0,0,0,80.0,2,7.0,Madrid,2018-01-17,True,True,1.0,1.0,1.0,1.0
8755195,Entire home/apt,800.0,True,3,20,36,179,92.0,53,148.0,Madrid,2018-10-10,True,False,0.9,0.6666666666666666,0.6,0.5095890410958904
8785365,Entire home/apt,640.0,True,0,0,10,184,80.0,1,3.0,Mallorca,2019-06-27,True,False,1.0,1.0,0.8888888888888888,0.4958904109589041
8796971,Private room,180.0,True,30,60,90,365,40.0,2,3.0,Madrid,2020-08-25,False,False,0.0,0.0,0.0,0.0
8842446,Entire home/apt,350.0,False,0,1,5,261,91.0,35,167.0,Barcelona,2017-07-06,True,False,1.0,0.9833333333333333,0.9444444444444444,0.28493150684931506
8858054,Entire home/apt,500.0,True,0,0,0,0,97.0,37,6.0,Madrid,2020-12-17,True,True,1.0,1.0,1.0,1.0
8874708,Private room,590.0,True,0,0,0,0,80.0,1,2.0,Barcelona,2019-12-10,True,True,1.0,1.0,1.0,1.0
8878941,Private room,620.0,True,30,60,90,365,60.0,1,75.0,Madrid,2018-01-17,False,False,0.0,0.0,0.0,0.0
8893111,Entire home/apt,1950.0,True,0,0,0,120,79.0,15,28.0,Valencia,2020-05-31,False,False,1.0,1.0,1.0,0.6712328767123288
8893392,Entire home/apt,700.0,True,0,4,9,9,84.0,212,376.0,Madrid,2020-06-13,True,False,1.0,0.9333333333333333,0.9,0.9753424657534246
8923152,Private room,550.0,False,16,46,76,76,93.0,36,267.0,Barcelona,2017-07-06,True,False,0.4666666666666667,0.23333333333333334,0.15555555555555556,0.7917808219178082
8931118,Entire home/apt,2470.0,False,11,40,70,345,95.0,49,327.0,Barcelona,2017-02-09,True,False,0.6333333333333333,0.3333333333333333,0.2222222222222222,0.0547945205479452
8933347,Entire home/apt,1000.0,True,8,34,58,324,81.0,29,83.0,Barcelona,2018-10-10,True,False,0.7333333333333333,0.43333333333333335,0.35555555555555557,0.11232876712328767
8933966,Entire home/apt,1200.0,True,21,21,21,225,95.0,56,102.0,Mallorca,2020-11-08,True,False,0.3,0.65,0.7666666666666667,0.3835616438356164
8938744,Private room,260.0,True,0,0,0,0,,0,,Barcelona,2019-06-07,,True,1.0,1.0,1.0,1.0
8938905,Private room,420.0,True,5,35,65,340,87.0,53,201.0,Mallorca,2018-09-18,True,False,0.8333333333333334,0.4166666666666667,0.2777777777777778,0.0684931506849315
8949091,Entire home/apt,1900.0,True,22,35,45,268,100.0,1,1.0,Mallorca,2018-04-18,True,False,0.26666666666666666,0.4166666666666667,0.5,0.26575342465753427
8953520,Private room,250.0,True,0,14,44,319,90.0,43,77.0,Barcelona,2020-12-16,True,False,1.0,0.7666666666666667,0.5111111111111111,0.12602739726027398
8978429,Shared room,100.0,False,24,54,84,359,95.0,8,47.0,Barcelona,2017-06-05,True,False,0.2,0.1,0.06666666666666667,0.01643835616438356
8979120,Private room,440.0,True,0,0,0,0,96.0,26,53.0,Madrid,2020-11-06,True,True,1.0,1.0,1.0,1.0
8979204,Private room,350.0,True,0,0,0,0,100.0,7,31.0,Barcelona,2017-10-07,True,True,1.0,1.0,1.0,1.0
8981681,Hotel room,1800.0,True,17,27,35,197,100.0,8,15.0,Sevilla,2020-02-29,True,False,0.43333333333333335,0.55,0.6111111111111112,0.4602739726027397
9012509,Private room,120.0,True,0,0,0,0,100.0,1,3.0,Barcelona,2018-11-07,True,True,1.0,1.0,1.0,1.0
9020920,Entire home/apt,1000.0,True,5,32,62,330,69.0,7,33.0,Barcelona,2018-01-17,False,False,0.8333333333333334,0.4666666666666667,0.3111111111111111,0.0958904109589041
9021581,Entire home/apt,1100.0,True,27,57,87,177,90.0,23,67.0,Girona,2018-10-20,True,False,0.1,0.05,0.03333333333333333,0.5150684931506849
9022672,Private room,240.0,True,8,33,56,327,95.0,163,547.0,Madrid,2018-04-12,True,False,0.7333333333333333,0.45,0.37777777777777777,0.10410958904109589
9040814,Private room,450.0,False,2,4,13,274,92.0,38,463.0,Barcelona,2017-04-08,True,False,0.9333333333333333,0.9333333333333333,0.8555555555555555,0.2493150684931507
9071819,Private room,170.0,True,6,19,39,241,94.0,342,759.0,Malaga,2019-10-31,True,False,0.8,0.6833333333333333,0.5666666666666667,0.33972602739726027
9103409,Entire home/apt,900.0,True,6,18,37,277,95.0,152,373.0,Valencia,2019-02-28,True,False,0.8,0.7,0.5888888888888889,0.2410958904109589
9106139,Entire home/apt,250.0,True,1,1,1,1,84.0,34,61.0,Girona,2020-12-31,True,False,0.9666666666666667,0.9833333333333333,0.9888888888888889,0.9972602739726028
9109924,Entire home/apt,450.0,True,0,0,0,0,95.0,4,18.0,Madrid,2018-01-17,True,True,1.0,1.0,1.0,1.0
9122183,Private room,200.0,True,0,5,17,228,100.0,154,347.0,Sevilla,2019-07-29,True,False,1.0,0.9166666666666666,0.8111111111111111,0.37534246575342467
9122315,Entire home/apt,1380.0,True,6,29,59,258,100.0,2,13.0,Mallorca,2018-09-18,True,False,0.8,0.5166666666666667,0.34444444444444444,0.29315068493150687
9124283,Entire home/apt,590.0,True,26,52,82,357,90.0,29,93.0,Girona,2018-11-26,True,False,0.13333333333333333,0.13333333333333333,0.08888888888888889,0.021917808219178082
9124729,Entire home/apt,1450.0,True,22,49,79,345,94.0,225,446.0,Sevilla,2019-12-31,True,False,0.26666666666666666,0.18333333333333332,0.12222222222222222,0.0547945205479452
9124815,Entire home/apt,690.0,True,9,31,61,336,91.0,27,9.0,Girona,2018-07-31,True,False,0.7,0.48333333333333334,0.32222222222222224,0.07945205479452055
9126438,Entire home/apt,2000.0,True,28,46,59,130,75.0,4,12.0,Girona,2020-04-30,False,False,0.06666666666666667,0.23333333333333334,0.34444444444444444,0.6438356164383562
9127476,Entire home/apt,750.0,True,10,15,26,106,94.0,75,23.0,Madrid,2018-10-10,True,False,0.6666666666666666,0.75,0.7111111111111111,0.7095890410958904
9128910,Entire home/apt,520.0,True,29,55,82,349,95.0,452,832.0,Madrid,2020-05-14,True,False,0.03333333333333333,0.08333333333333333,0.08888888888888889,0.043835616438356165
9136431,Entire home/apt,840.0,True,0,0,0,70,87.0,125,206.0,Valencia,2020-11-10,True,False,1.0,1.0,1.0,0.8082191780821918
9150241,Private room,500.0,False,18,40,70,345,94.0,23,177.0,Barcelona,2017-04-08,True,False,0.4,0.3333333333333333,0.2222222222222222,0.0547945205479452
9154907,Private room,220.0,True,0,0,0,0,,0,,Barcelona,2017-12-09,,True,1.0,1.0,1.0,1.0
9161264,Entire home/apt,1080.0,True,2,19,49,232,,0,,Barcelona,2019-06-07,,False,0.9333333333333333,0.6833333333333333,0.45555555555555555,0.3643835616438356
9169934,Private room,450.0,True,23,53,83,173,94.0,27,6.0,Barcelona,2019-11-09,True,False,0.23333333333333334,0.11666666666666667,0.07777777777777778,0.5260273972602739
9224274,Entire home/apt,1850.0,False,30,60,90,365,60.0,4,53.0,Barcelona,2017-02-09,False,False,0.0,0.0,0.0,0.0
9224648,Entire home/apt,850.0,False,14,26,53,320,94.0,54,332.0,Madrid,2017-03-06,True,False,0.5333333333333333,0.5666666666666667,0.4111111111111111,0.1232876712328767
9225333,Entire home/apt,1190.0,True,0,21,44,231,100.0,2,7.0,Girona,2019-02-19,True,False,1.0,0.65,0.5111111111111111,0.36712328767123287
9250389,Entire home/apt,990.0,True,0,0,0,227,96.0,120,236.0,Barcelona,2020-10-12,True,False,1.0,1.0,1.0,0.3780821917808219
9256471,Private room,180.0,True,30,60,90,344,96.0,5,43.0,Valencia,2020-05-31,True,False,0.0,0.0,0.0,0.057534246575342465
9257391,Private room,200.0,True,0,0,0,0,,0,,Girona,2019-06-30,,True,1.0,1.0,1.0,1.0
9273634,Private room,360.0,False,30,60,90,361,73.0,15,122.0,Barcelona,2017-01-04,False,False,0.0,0.0,0.0,0.010958904109589041
9273891,Entire home/apt,670.0,True,12,25,39,238,84.0,11,3.0,Mallorca,2018-11-20,True,False,0.6,0.5833333333333334,0.5666666666666667,0.34794520547945207
9278829,Entire home/apt,690.0,True,26,53,81,124,91.0,102,349.0,Sevilla,2018-04-21,True,False,0.13333333333333333,0.11666666666666667,0.1,0.6602739726027397
9288970,Entire home/apt,750.0,True,17,40,70,345,96.0,5,16.0,Mallorca,2018-08-21,True,False,0.43333333333333335,0.3333333333333333,0.2222222222222222,0.0547945205479452
9298157,Entire home/apt,670.0,True,16,41,71,108,92.0,50,206.0,Malaga,2017-11-25,True,False,0.4666666666666667,0.31666666666666665,0.2111111111111111,0.7041095890410959
9306092,Entire home/apt,710.0,True,14,30,60,335,95.0,62,24.0,Madrid,2018-04-12,True,False,0.5333333333333333,0.5,0.3333333333333333,0.0821917808219178
9308102,Entire home/apt,950.0,True,7,26,34,303,97.0,69,154.0,Madrid,2019-10-16,True,False,0.7666666666666667,0.5666666666666667,0.6222222222222222,0.16986301369863013
9311615,Entire home/apt,560.0,True,0,0,0,0,,0,,Madrid,2020-08-25,,True,1.0,1.0,1.0,1.0
9312047,Entire home/apt,2600.0,True,29,59,89,294,98.0,10,22.0,Mallorca,2020-01-29,True,False,0.03333333333333333,0.016666666666666666,0.011111111111111112,0.19452054794520549
9320429,Entire home/apt,1750.0,True,0,0,0,0,,0,,Mallorca,2018-09-18,,True,1.0,1.0,1.0,1.0
9324193,Entire home/apt,800.0,True,18,48,78,353,83.0,6,16.0,Girona,2019-08-31,True,False,0.4,0.2,0.13333333333333333,0.03287671232876712
9324575,Entire home/apt,350.0,True,0,0,0,159,78.0,21,72.0,Madrid,2018-07-10,False,False,1.0,1.0,1.0,0.5643835616438356
9358770,Private room,490.0,True,5,9,33,308,97.0,31,65.0,Barcelona,2020-01-10,True,False,0.8333333333333334,0.85,0.6333333333333333,0.15616438356164383
9359210,Private room,290.0,True,0,0,0,0,,0,,Madrid,2019-12-10,,True,1.0,1.0,1.0,1.0
9367812,Private room,300.0,True,23,53,83,174,94.0,145,233.0,Madrid,2021-02-09,True,False,0.23333333333333334,0.11666666666666667,0.07777777777777778,0.5232876712328767
9377811,Entire home/apt,1100.0,True,16,35,38,290,86.0,8,6.0,Barcelona,2018-05-14,True,False,0.4666666666666667,0.4166666666666667,0.5777777777777777,0.2054794520547945
9380158,Entire home/apt,950.0,False,4,11,21,252,100.0,9,92.0,Barcelona,2017-04-08,True,False,0.8666666666666667,0.8166666666666667,0.7666666666666667,0.3095890410958904
