Comunidades y Ciudades Autónomas;País de residencia;Meses;Total
Andalucía;Residentes en España;Enero;480.886
Andalucía;Residentes en España;Febrero;677.674
Andalucía;Residentes en España;Marzo;803.054
Andalucía;Residentes en España;Abril;763.886
Andalucía;Residentes en España;Mayo;826.824
Andalucía;Residentes en España;Junio;971.751
Andalucía;Residentes en España;Julio;1.089.296
Andalucía;Residentes en España;Agosto;1.176.004
Andalucía;Residentes en España;Septiembre;879.774
Andalucía;Residentes en España;Octubre;805.382
Andalucía;Residentes en España;Noviembre;574.512
Andalucía;Residentes en España;Diciembre;595.675
Andalucía;Alemania;Enero;20.982
Andalucía;Alemania;Febrero;30.477
Andalucía;Alemania;Marzo;72.936
Andalucía;Alemania;Abril;94.829
Andalucía;Alemania;Mayo;118.065
Andalucía;Alemania;Junio;86.792
Andalucía;Alemania;Julio;67.847
Andalucía;Alemania;Agosto;74.453
Andalucía;Alemania;Septiembre;122.496
Andalucía;Alemania;Octubre;115.520
Andalucía;Alemania;Noviembre;33.525
Andalucía;Alemania;Diciembre;20.228
Andalucía;Austria;Enero;1.483
Andalucía;Austria;Febrero;2.774
Andalucía;Austria;Marzo;6.118
Andalucía;Austria;Abril;6.636
Andalucía;Austria;Mayo;8.620
Andalucía;Austria;Junio;5.472
Andalucía;Austria;Julio;6.248
Andalucía;Austria;Agosto;5.760
Andalucía;Austria;Septiembre;8.087
Andalucía;Austria;Octubre;6.348
Andalucía;Austria;Noviembre;3.075
Andalucía;Austria;Diciembre;1.600
Andalucía;Bélgica;Enero;9.397
Andalucía;Bélgica;Febrero;11.802
Andalucía;Bélgica;Marzo;18.434
Andalucía;Bélgica;Abril;21.171
Andalucía;Bélgica;Mayo;27.126
Andalucía;Bélgica;Junio;23.018
Andalucía;Bélgica;Julio;37.501
Andalucía;Bélgica;Agosto;30.741
Andalucía;Bélgica;Septiembre;30.774
Andalucía;Bélgica;Octubre;26.487
Andalucía;Bélgica;Noviembre;15.293
Andalucía;Bélgica;Diciembre;9.289
Andalucía;Dinamarca;Enero;4.476
Andalucía;Dinamarca;Febrero;7.475
Andalucía;Dinamarca;Marzo;11.729
Andalucía;Dinamarca;Abril;11.637
Andalucía;Dinamarca;Mayo;10.446
Andalucía;Dinamarca;Junio;6.974
Andalucía;Dinamarca;Julio;15.576
Andalucía;Dinamarca;Agosto;10.727
Andalucía;Dinamarca;Septiembre;13.864
Andalucía;Dinamarca;Octubre;14.001
Andalucía;Dinamarca;Noviembre;6.822
Andalucía;Dinamarca;Diciembre;3.772
Andalucía;Finlandia;Enero;3.928
Andalucía;Finlandia;Febrero;4.392
Andalucía;Finlandia;Marzo;6.650
Andalucía;Finlandia;Abril;7.405
Andalucía;Finlandia;Mayo;4.688
Andalucía;Finlandia;Junio;5.068
Andalucía;Finlandia;Julio;4.853
Andalucía;Finlandia;Agosto;3.001
Andalucía;Finlandia;Septiembre;4.635
Andalucía;Finlandia;Octubre;8.375
Andalucía;Finlandia;Noviembre;5.439
Andalucía;Finlandia;Diciembre;3.222
Andalucía;Francia;Enero;22.390
Andalucía;Francia;Febrero;32.831
Andalucía;Francia;Marzo;41.881
Andalucía;Francia;Abril;110.282
Andalucía;Francia;Mayo;121.857
Andalucía;Francia;Junio;80.625
Andalucía;Francia;Julio;90.974
Andalucía;Francia;Agosto;128.901
Andalucía;Francia;Septiembre;108.172
Andalucía;Francia;Octubre;93.457
Andalucía;Francia;Noviembre;34.446
Andalucía;Francia;Diciembre;31.763
Andalucía;Grecia;Enero;618
Andalucía;Grecia;Febrero;840
Andalucía;Grecia;Marzo;1.017
Andalucía;Grecia;Abril;1.622
Andalucía;Grecia;Mayo;1.803
Andalucía;Grecia;Junio;2.239
Andalucía;Grecia;Julio;1.726
Andalucía;Grecia;Agosto;1.640
Andalucía;Grecia;Septiembre;1.397
Andalucía;Grecia;Octubre;1.906
Andalucía;Grecia;Noviembre;1.386
Andalucía;Grecia;Diciembre;1.058
Andalucía;Irlanda;Enero;5.280
Andalucía;Irlanda;Febrero;5.816
Andalucía;Irlanda;Marzo;9.107
Andalucía;Irlanda;Abril;14.563
Andalucía;Irlanda;Mayo;21.564
Andalucía;Irlanda;Junio;21.032
Andalucía;Irlanda;Julio;18.468
Andalucía;Irlanda;Agosto;15.453
Andalucía;Irlanda;Septiembre;22.623
Andalucía;Irlanda;Octubre;23.483
Andalucía;Irlanda;Noviembre;7.986
Andalucía;Irlanda;Diciembre;4.735
Andalucía;Italia;Enero;22.181
Andalucía;Italia;Febrero;18.799
Andalucía;Italia;Marzo;34.095
Andalucía;Italia;Abril;42.612
Andalucía;Italia;Mayo;42.562
Andalucía;Italia;Junio;42.461
Andalucía;Italia;Julio;41.590
Andalucía;Italia;Agosto;77.680
Andalucía;Italia;Septiembre;46.001
Andalucía;Italia;Octubre;43.623
Andalucía;Italia;Noviembre;25.248
Andalucía;Italia;Diciembre;28.664
Andalucía;Luxemburgo;Enero;459
Andalucía;Luxemburgo;Febrero;551
Andalucía;Luxemburgo;Marzo;838
Andalucía;Luxemburgo;Abril;953
Andalucía;Luxemburgo;Mayo;1.520
Andalucía;Luxemburgo;Junio;1.527
Andalucía;Luxemburgo;Julio;1.651
Andalucía;Luxemburgo;Agosto;2.230
Andalucía;Luxemburgo;Septiembre;1.733
Andalucía;Luxemburgo;Octubre;1.273
Andalucía;Luxemburgo;Noviembre;692
Andalucía;Luxemburgo;Diciembre;616
Andalucía;Países Bajos;Enero;13.221
Andalucía;Países Bajos;Febrero;18.949
Andalucía;Países Bajos;Marzo;23.894
Andalucía;Países Bajos;Abril;43.244
Andalucía;Países Bajos;Mayo;50.926
Andalucía;Países Bajos;Junio;41.811
Andalucía;Países Bajos;Julio;38.762
Andalucía;Países Bajos;Agosto;39.676
Andalucía;Países Bajos;Septiembre;48.534
Andalucía;Países Bajos;Octubre;44.288
Andalucía;Países Bajos;Noviembre;19.719
Andalucía;Países Bajos;Diciembre;12.894
Andalucía;Polonia;Enero;3.701
Andalucía;Polonia;Febrero;4.591
Andalucía;Polonia;Marzo;5.863
Andalucía;Polonia;Abril;10.015
Andalucía;Polonia;Mayo;11.821
Andalucía;Polonia;Junio;15.908
Andalucía;Polonia;Julio;16.568
Andalucía;Polonia;Agosto;15.358
Andalucía;Polonia;Septiembre;17.629
Andalucía;Polonia;Octubre;11.151
Andalucía;Polonia;Noviembre;5.515
Andalucía;Polonia;Diciembre;3.196
Andalucía;Portugal;Enero;7.997
Andalucía;Portugal;Febrero;12.423
Andalucía;Portugal;Marzo;32.082
Andalucía;Portugal;Abril;15.684
Andalucía;Portugal;Mayo;14.567
Andalucía;Portugal;Junio;30.989
Andalucía;Portugal;Julio;24.846
Andalucía;Portugal;Agosto;44.611
Andalucía;Portugal;Septiembre;27.070
Andalucía;Portugal;Octubre;15.403
Andalucía;Portugal;Noviembre;8.358
Andalucía;Portugal;Diciembre;11.167
Andalucía;Reino Unido;Enero;55.366
Andalucía;Reino Unido;Febrero;67.535
Andalucía;Reino Unido;Marzo;100.344
Andalucía;Reino Unido;Abril;137.351
Andalucía;Reino Unido;Mayo;180.547
Andalucía;Reino Unido;Junio;185.620
Andalucía;Reino Unido;Julio;163.720
