Viajeros y pernoctaciones;Residencia: Nivel 1;Residencia: Nivel 2;Totales Territoriales;Comunidades y Ciudades Autónomas;Provincias;Periodo;Total
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2019M12;1.003.989
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2015M01;864.140
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2015M02;1.062.500
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2015M03;1.395.084
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2015M04;2.046.456
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2015M05;2.674.520
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2015M06;2.631.513
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2015M07;2.723.631
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2015M08;2.962.361
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2015M09;3.093.428
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2015M10;2.745.548
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2015M11;1.209.686
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2015M12;890.529
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2016M01;979.799
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2016M02;1.160.568
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2016M03;1.790.089
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2016M04;2.395.262
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2016M05;2.942.303
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2016M06;3.051.116
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2016M07;3.156.972
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2016M08;3.304.276
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2016M09;3.437.809
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2016M10;3.073.341
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2016M11;1.317.927
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2016M12;961.537
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2017M01;1.082.626
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2017M02;1.230.168
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2017M03;1.739.260
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2017M04;2.665.849
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2017M05;3.132.804
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2017M06;3.356.432
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2017M07;3.326.203
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2017M08;3.426.880
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2017M09;3.675.417
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2017M10;3.235.286
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2017M11;1.371.163
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2017M12;980.803
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2018M01;1.129.956
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2018M02;1.307.936
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2018M03;1.890.010
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2018M04;2.547.950
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2018M05;3.225.254
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2018M06;3.291.517
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2018M07;3.157.658
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2018M08;3.153.601
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2018M09;3.531.238
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2018M10;3.129.501
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2018M11;1.442.570
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2018M12;1.104.187
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2019M01;1.217.380
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2019M02;1.339.252
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2019M03;1.915.822
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2019M04;2.657.112
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2019M05;3.179.861
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2019M06;3.283.558
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2019M07;3.130.527
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2019M08;3.212.837
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2019M09;3.522.524
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2019M10;3.205.630
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2019M11;1.490.327
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2019M12;1.132.729
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2015M01;144.353
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2015M02;309.308
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2015M03;786.715
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2015M04;2.142.054
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2015M05;5.751.424
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2015M06;7.754.512
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2015M07;9.356.986
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2015M08;9.818.187
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2015M09;8.267.572
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2015M10;5.107.990
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2015M11;250.420
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2015M12;151.644
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2016M01;163.933
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2016M02;402.044
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2016M03;1.122.302
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2016M04;2.319.262
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2016M05;6.681.137
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2016M06;8.575.430
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2016M07;9.896.460
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2016M08;10.103.202
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2016M09;8.757.881
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2016M10;5.566.432
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2016M11;309.724
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2016M12;178.156
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2017M01;169.263
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2017M02;355.159
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2017M03;873.775
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2017M04;2.544.992
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2017M05;6.925.548
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2017M06;8.717.575
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2017M07;9.871.714
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2017M08;9.928.450
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2017M09;8.626.444
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2017M10;5.757.497
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2017M11;292.508
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2017M12;147.427
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2018M01;158.976
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2018M02;394.248
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2018M03;959.193
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2018M04;2.461.842
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2018M05;6.895.031
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2018M06;8.717.950
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2018M07;9.988.610
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2018M08;9.957.170
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2018M09;8.590.717
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2018M10;5.650.268
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2018M11;254.957
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2018M12;223.103
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2019M01;129.311
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2019M02;357.932
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2019M03;932.094
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2019M04;2.710.493
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2019M05;6.592.341
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2019M06;8.564.483
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2019M07;9.755.705
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2019M08;9.879.075
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2019M09;8.394.762
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2019M10;5.531.878
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2019M11;302.720
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2019M12;230.187
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2015M01;1.046.054
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2015M02;1.234.150
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2015M03;1.682.134
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2015M04;2.655.638
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2015M05;3.575.327
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2015M06;3.994.676
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2015M07;5.530.987
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2015M08;6.009.390
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2015M09;4.510.228
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2015M10;3.284.527
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2015M11;1.530.426
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2015M12;1.225.972
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2016M01;1.190.504
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2016M02;1.464.518
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2016M03;1.969.238
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2016M04;2.665.890
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2016M05;3.759.850
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2016M06;4.358.751
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2016M07;5.958.542
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2016M08;6.255.059
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2016M09;4.852.265
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2016M10;3.469.074
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2016M11;1.567.598
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2016M12;1.410.137
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2017M01;1.315.910
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2017M02;1.534.890
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2017M03;2.027.555
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2017M04;3.136.411
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2017M05;3.981.774
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2017M06;4.966.234
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2017M07;6.286.181
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2017M08;6.345.362
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2017M09;5.047.488
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2017M10;3.362.056
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2017M11;1.447.157
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2017M12;1.218.637
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2018M01;1.361.426
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2018M02;1.543.989
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2018M03;2.077.450
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2018M04;2.859.142
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2018M05;4.171.712
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2018M06;4.859.970
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2018M07;5.952.192
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2018M08;6.144.711
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2018M09;5.082.710
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2018M10;3.733.041
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2018M11;1.756.612
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2018M12;1.489.843
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2019M01;1.505.126
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2019M02;1.693.048
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2019M03;2.125.254
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2019M04;3.134.919
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2019M05;4.129.421
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2019M06;5.200.609
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2019M07;6.151.341
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2019M08;6.421.100
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2019M09;5.107.852
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2019M10;3.815.630
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2019M11;1.806.090
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2019M12;1.548.327
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2015M01;482.748
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2015M02;535.553
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2015M03;798.675
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2015M04;879.585
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2015M05;1.120.891
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2015M06;1.142.124
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2015M07;1.234.842
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2015M08;1.331.850
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2015M09;1.294.668
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2015M10;1.168.273
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2015M11;734.165
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2015M12;562.768
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2016M01;591.936
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2016M02;639.831
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2016M03;865.323
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2016M04;1.070.902
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2016M05;1.210.576
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2016M06;1.207.875
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2016M07;1.419.833
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2016M08;1.461.344
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2016M09;1.447.883
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2016M10;1.307.381
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2016M11;865.968
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2016M12;605.261
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2017M01;646.762
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2017M02;696.299
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2017M03;966.702
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2017M04;1.173.862
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2017M05;1.339.365
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2017M06;1.379.101
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2017M07;1.529.239
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2017M08;1.559.601
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2017M09;1.524.589
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2017M10;1.338.778
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2017M11;895.371
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2017M12;659.367
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2018M01;694.586
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2018M02;750.707
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2018M03;989.928
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2018M04;1.201.060
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2018M05;1.416.817
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2018M06;1.363.222
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2018M07;1.467.753
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2018M08;1.494.457
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2018M09;1.537.237
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2018M10;1.429.141
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2018M11;958.859
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2018M12;718.441
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2019M01;723.409
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2019M02;754.324
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2019M03;1.002.297
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2019M04;1.156.068
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2019M05;1.282.066
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2019M06;1.310.415
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2019M07;1.410.611
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2019M08;1.464.160
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2019M09;1.449.296
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2019M10;1.400.413
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2019M11;936.678
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2019M12;695.332
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2015M01;638.299
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2015M02;646.523
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2015M03;892.097
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2015M04;975.838
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2015M05;1.161.340
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2015M06;984.506
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2015M07;1.003.491
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2015M08;879.121
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2015M09;1.071.351
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2015M10;1.218.988
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2015M11;858.821
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2015M12;713.488
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2016M01;720.981
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2016M02;760.213
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2016M03;936.923
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2016M04;1.062.635
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2016M05;1.149.879
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2016M06;1.084.459
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2016M07;1.051.676
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2016M08;959.303
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2016M09;1.163.990
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2016M10;1.170.434
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2016M11;868.443
