Viajeros y pernoctaciones;Residencia: Nivel 1;Residencia: Nivel 2;Totales Territoriales;Comunidades y Ciudades Autónomas;Provincias;Periodo;Total
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2016M07;830.845
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2016M08;874.216
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2016M09;973.226
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2016M10;880.798
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2016M11;441.278
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2016M12;370.673
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2017M01;395.419
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2017M02;426.890
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2017M03;585.642
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2017M04;890.205
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2017M05;1.001.404
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2017M06;929.609
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2017M07;879.464
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2017M08;929.351
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2017M09;1.040.807
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2017M10;947.601
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2017M11;472.909
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2017M12;386.124
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2018M01;401.303
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2018M02;456.137
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2018M03;613.758
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2018M04;863.922
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2018M05;1.006.793
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2018M06;938.731
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2018M07;865.237
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2018M08;901.047
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2018M09;1.016.072
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2018M10;946.684
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2018M11;498.889
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2018M12;423.278
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2019M01;436.073
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2019M02;472.605
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2019M03;659.339
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2019M04;923.021
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2019M05;1.033.106
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2019M06;962.995
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2019M07;884.341
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2019M08;924.449
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2019M09;1.048.117
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2019M10;994.193
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2019M11;545.964
Viajero;Total;Residentes en el Extranjero;Total Nacional;01 Andalucía;;2019M12;453.304
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2015M01;27.990
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2015M02;55.263
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2015M03;135.984
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2015M04;393.094
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2015M05;1.016.598
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2015M06;1.206.777
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2015M07;1.393.516
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2015M08;1.432.152
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2015M09;1.191.107
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2015M10;714.122
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2015M11;48.323
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2015M12;35.467
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2016M01;30.287
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2016M02;78.473
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2016M03;199.976
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2016M04;425.451
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2016M05;1.171.272
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2016M06;1.376.186
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2016M07;1.552.517
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2016M08;1.571.374
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2016M09;1.368.430
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2016M10;803.670
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2016M11;58.392
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2016M12;42.022
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2017M01;32.458
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2017M02;75.260
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2017M03;167.168
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2017M04;464.239
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2017M05;1.190.334
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2017M06;1.384.753
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2017M07;1.591.845
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2017M08;1.531.695
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2017M09;1.402.757
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2017M10;873.049
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2017M11;69.905
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2017M12;36.874
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2018M01;38.157
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2018M02;83.217
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2018M03;180.302
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2018M04;459.838
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2018M05;1.233.891
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2018M06;1.472.147
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2018M07;1.584.076
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2018M08;1.515.180
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2018M09;1.411.660
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2018M10;881.253
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2018M11;58.161
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2018M12;61.330
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2019M01;33.085
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2019M02;79.968
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2019M03;184.534
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2019M04;546.683
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2019M05;1.237.844
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2019M06;1.467.241
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2019M07;1.604.594
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2019M08;1.601.142
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2019M09;1.403.608
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2019M10;895.159
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2019M11;73.047
Viajero;Total;Residentes en el Extranjero;Total Nacional;04 Balears, Illes;;2019M12;58.580
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2015M01;398.729
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2015M02;468.805
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2015M03;612.288
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2015M04;924.757
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2015M05;1.164.845
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2015M06;1.138.035
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2015M07;1.346.297
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2015M08;1.471.720
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2015M09;1.155.624
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2015M10;1.017.797
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2015M11;574.447
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2015M12;477.942
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2016M01;450.185
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2016M02;543.108
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2016M03;705.715
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2016M04;940.174
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2016M05;1.200.217
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2016M06;1.251.118
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2016M07;1.528.353
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2016M08;1.528.429
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2016M09;1.269.440
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2016M10;1.102.853
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2016M11;600.336
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2016M12;535.283
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2017M01;521.563
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2017M02;588.319
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2017M03;773.506
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2017M04;1.115.796
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2017M05;1.284.026
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2017M06;1.363.864
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2017M07;1.610.508
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2017M08;1.555.418
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2017M09;1.353.850
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2017M10;1.068.351
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2017M11;578.274
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2017M12;504.701
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2018M01;544.474
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2018M02;599.132
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2018M03;800.325
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2018M04;1.032.548
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2018M05;1.328.511
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2018M06;1.404.099
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2018M07;1.545.714
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2018M08;1.572.953
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2018M09;1.386.535
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2018M10;1.199.917
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2018M11;703.249
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2018M12;598.274
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2019M01;591.034
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2019M02;655.777
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2019M03;828.120
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2019M04;1.135.985
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2019M05;1.360.338
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2019M06;1.490.200
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2019M07;1.612.316
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2019M08;1.692.776
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2019M09;1.407.132
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2019M10;1.259.647
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2019M11;760.696
Viajero;Total;Residentes en el Extranjero;Total Nacional;09 Cataluña;;2019M12;642.367
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2015M01;126.123
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2015M02;144.155
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2015M03;200.472
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2015M04;244.314
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2015M05;300.730
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2015M06;279.166
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2015M07;303.167
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2015M08;330.426
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2015M09;306.361
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2015M10;280.557
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2015M11;190.032
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2015M12;151.584
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2016M01;149.451
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2016M02;174.741
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2016M03;227.734
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2016M04;288.180
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2016M05;316.754
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2016M06;298.694
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2016M07;347.326
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2016M08;348.164
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2016M09;351.750
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2016M10;318.638
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2016M11;220.567
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2016M12;166.444
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2017M01;168.041
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2017M02;189.637
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2017M03;253.967
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2017M04;312.250
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2017M05;354.481
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2017M06;340.447
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2017M07;389.900
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2017M08;387.207
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2017M09;380.342
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2017M10;346.281
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2017M11;231.244
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2017M12;181.847
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2018M01;190.709
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2018M02;208.491
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2018M03;276.241
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2018M04;332.553
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2018M05;373.108
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2018M06;355.810
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2018M07;377.245
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2018M08;383.774
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2018M09;393.315
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2018M10;364.659
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2018M11;259.509
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2018M12;203.025
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2019M01;200.449
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2019M02;220.135
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2019M03;278.272
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2019M04;339.874
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2019M05;372.194
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2019M06;363.828
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2019M07;387.411
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2019M08;399.839
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2019M09;392.044
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2019M10;363.309
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2019M11;266.983
Viajero;Total;Residentes en el Extranjero;Total Nacional;10 Comunitat Valenciana;;2019M12;201.863
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2015M01;280.151
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2015M02;301.074
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2015M03;395.713
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2015M04;429.585
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2015M05;515.489
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2015M06;441.394
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2015M07;456.587
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2015M08;399.744
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2015M09;479.925
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2015M10;546.624
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2015M11;386.045
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2015M12;313.894
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2016M01;309.360
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2016M02;347.169
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2016M03;431.885
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2016M04;473.663
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2016M05;517.324
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2016M06;490.831
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2016M07;466.648
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2016M08;426.467
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2016M09;519.874
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2016M10;527.102
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2016M11;392.514
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2016M12;342.208
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2017M01;361.600
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2017M02;374.867
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2017M03;456.020
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2017M04;530.303
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2017M05;548.690
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2017M06;536.206
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2017M07;530.222
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2017M08;477.992
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2017M09;552.969
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2017M10;568.157
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2017M11;429.502
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2017M12;361.568
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2018M01;349.721
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2018M02;375.898
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2018M03;466.030
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2018M04;521.134
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2018M05;538.731
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2018M06;553.034
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2018M07;570.828
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2018M08;476.607
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2018M09;560.508
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2018M10;602.656
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2018M11;466.508
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2018M12;394.163
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2019M01;368.785
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2019M02;393.872
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2019M03;499.689
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2019M04;520.538
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2019M05;604.232
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2019M06;595.166
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2019M07;589.400
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2019M08;515.112
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2019M09;574.638
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2019M10;610.908
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2019M11;496.122
Viajero;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2019M12;412.019
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2015M01;902.311
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2015M02;1.255.482
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2015M03;1.644.221
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2015M04;1.900.705
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2015M05;1.711.168
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2015M06;2.324.838
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2015M07;3.443.647
