tipo,origen,totales territoriales,ccaa,periodo,total,year,month,date
Pernoctaciones,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2017M04,1173862,2017,4,2017-04-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2017M05,1339365,2017,5,2017-05-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2017M06,1379101,2017,6,2017-06-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2017M07,1529239,2017,7,2017-07-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2017M08,1559601,2017,8,2017-08-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2017M09,1524589,2017,9,2017-09-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2017M10,1338778,2017,10,2017-10-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2017M11,895371,2017,11,2017-11-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2017M12,659367,2017,12,2017-12-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2018M01,694586,2018,1,2018-01-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2018M02,750707,2018,2,2018-02-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2018M03,989928,2018,3,2018-03-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2018M04,1201060,2018,4,2018-04-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2018M05,1416817,2018,5,2018-05-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2018M06,1363222,2018,6,2018-06-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2018M07,1467753,2018,7,2018-07-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2018M08,1494457,2018,8,2018-08-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2018M09,1537237,2018,9,2018-09-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2018M10,1429141,2018,10,2018-10-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2018M11,958859,2018,11,2018-11-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2018M12,718441,2018,12,2018-12-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2019M01,723409,2019,1,2019-01-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2019M02,754324,2019,2,2019-02-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2019M03,1002297,2019,3,2019-03-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2019M04,1156068,2019,4,2019-04-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2019M05,1282066,2019,5,2019-05-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2019M06,1310415,2019,6,2019-06-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2019M07,1410611,2019,7,2019-07-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2019M08,1464160,2019,8,2019-08-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2019M09,1449296,2019,9,2019-09-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2019M10,1400413,2019,10,2019-10-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2019M11,936678,2019,11,2019-11-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2019M12,695332,2019,12,2019-12-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2015M01,638299,2015,1,2015-01-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2015M02,646523,2015,2,2015-02-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2015M03,892097,2015,3,2015-03-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2015M04,975838,2015,4,2015-04-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2015M05,1161340,2015,5,2015-05-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2015M06,984506,2015,6,2015-06-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2015M07,1003491,2015,7,2015-07-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2015M08,879121,2015,8,2015-08-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2015M09,1071351,2015,9,2015-09-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2015M10,1218988,2015,10,2015-10-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2015M11,858821,2015,11,2015-11-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2015M12,713488,2015,12,2015-12-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2016M01,720981,2016,1,2016-01-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2016M02,760213,2016,2,2016-02-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2016M03,936923,2016,3,2016-03-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2016M04,1062635,2016,4,2016-04-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2016M05,1149879,2016,5,2016-05-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2016M06,1084459,2016,6,2016-06-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2016M07,1051676,2016,7,2016-07-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2016M08,959303,2016,8,2016-08-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2016M09,1163990,2016,9,2016-09-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2016M10,1170434,2016,10,2016-10-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2016M11,868443,2016,11,2016-11-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2016M12,792231,2016,12,2016-12-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2017M01,835084,2017,1,2017-01-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2017M02,829793,2017,2,2017-02-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2017M03,1011910,2017,3,2017-03-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2017M04,1222393,2017,4,2017-04-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2017M05,1247879,2017,5,2017-05-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2017M06,1264354,2017,6,2017-06-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2017M07,1226861,2017,7,2017-07-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2017M08,1124879,2017,8,2017-08-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2017M09,1253304,2017,9,2017-09-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2017M10,1264950,2017,10,2017-10-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2017M11,1005803,2017,11,2017-11-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2017M12,875888,2017,12,2017-12-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2018M01,850891,2018,1,2018-01-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2018M02,839162,2018,2,2018-02-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2018M03,1047637,2018,3,2018-03-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2018M04,1205943,2018,4,2018-04-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2018M05,1249670,2018,5,2018-05-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2018M06,1225162,2018,6,2018-06-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2018M07,1251419,2018,7,2018-07-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2018M08,1070532,2018,8,2018-08-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2018M09,1253989,2018,9,2018-09-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2018M10,1347316,2018,10,2018-10-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2018M11,1073916,2018,11,2018-11-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2018M12,928281,2018,12,2018-12-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2019M01,888710,2019,1,2019-01-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2019M02,881619,2019,2,2019-02-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2019M03,1197738,2019,3,2019-03-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2019M04,1243947,2019,4,2019-04-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2019M05,1384625,2019,5,2019-05-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2019M06,1366216,2019,6,2019-06-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2019M07,1367073,2019,7,2019-07-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2019M08,1189764,2019,8,2019-08-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2019M09,1375365,2019,9,2019-09-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2019M10,1416809,2019,10,2019-10-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2019M11,1150362,2019,11,2019-11-01
Pernoctaciones,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2019M12,1011203,2019,12,2019-12-01
