tipo,origen,totales territoriales,ccaa,periodo,total,year,month,date
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2018M05,562675,2018,5,2018-05-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2018M06,575242,2018,6,2018-06-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2018M07,516910,2018,7,2018-07-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2018M08,481301,2018,8,2018-08-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2018M09,554765,2018,9,2018-09-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2018M10,559826,2018,10,2018-10-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2018M11,581438,2018,11,2018-11-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2018M12,598334,2018,12,2018-12-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2019M01,504310,2019,1,2019-01-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2019M02,528779,2019,2,2019-02-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2019M03,579601,2019,3,2019-03-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2019M04,544970,2019,4,2019-04-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2019M05,568723,2019,5,2019-05-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2019M06,577243,2019,6,2019-06-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2019M07,528508,2019,7,2019-07-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2019M08,470435,2019,8,2019-08-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2019M09,504841,2019,9,2019-09-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2019M10,564969,2019,10,2019-10-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2019M11,561920,2019,11,2019-11-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2019M12,569533,2019,12,2019-12-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2015M01,294711,2015,1,2015-01-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2015M02,348713,2015,2,2015-02-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2015M03,456357,2015,3,2015-03-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2015M04,698076,2015,4,2015-04-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2015M05,859037,2015,5,2015-05-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2015M06,753209,2015,6,2015-06-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2015M07,708513,2015,7,2015-07-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2015M08,810848,2015,8,2015-08-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2015M09,886033,2015,9,2015-09-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2015M10,813348,2015,10,2015-10-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2015M11,393427,2015,11,2015-11-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2015M12,330621,2015,12,2015-12-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2016M01,337184,2016,1,2016-01-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2016M02,383563,2016,2,2016-02-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2016M03,581689,2016,3,2016-03-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2016M04,787261,2016,4,2016-04-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2016M05,930155,2016,5,2016-05-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2016M06,833009,2016,6,2016-06-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2016M07,830845,2016,7,2016-07-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2016M08,874216,2016,8,2016-08-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2016M09,973226,2016,9,2016-09-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2016M10,880798,2016,10,2016-10-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2016M11,441278,2016,11,2016-11-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2016M12,370673,2016,12,2016-12-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2017M01,395419,2017,1,2017-01-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2017M02,426890,2017,2,2017-02-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2017M03,585642,2017,3,2017-03-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2017M04,890205,2017,4,2017-04-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2017M05,1001404,2017,5,2017-05-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2017M06,929609,2017,6,2017-06-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2017M07,879464,2017,7,2017-07-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2017M08,929351,2017,8,2017-08-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2017M09,1040807,2017,9,2017-09-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2017M10,947601,2017,10,2017-10-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2017M11,472909,2017,11,2017-11-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2017M12,386124,2017,12,2017-12-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2018M01,401303,2018,1,2018-01-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2018M02,456137,2018,2,2018-02-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2018M03,613758,2018,3,2018-03-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2018M04,863922,2018,4,2018-04-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2018M05,1006793,2018,5,2018-05-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2018M06,938731,2018,6,2018-06-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2018M07,865237,2018,7,2018-07-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2018M08,901047,2018,8,2018-08-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2018M09,1016072,2018,9,2018-09-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2018M10,946684,2018,10,2018-10-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2018M11,498889,2018,11,2018-11-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2018M12,423278,2018,12,2018-12-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2019M01,436073,2019,1,2019-01-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2019M02,472605,2019,2,2019-02-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2019M03,659339,2019,3,2019-03-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2019M04,923021,2019,4,2019-04-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2019M05,1033106,2019,5,2019-05-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2019M06,962995,2019,6,2019-06-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2019M07,884341,2019,7,2019-07-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2019M08,924449,2019,8,2019-08-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2019M09,1048117,2019,9,2019-09-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2019M10,994193,2019,10,2019-10-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2019M11,545964,2019,11,2019-11-01
Viajero,Residentes en el Extranjero,Total Nacional,01 Andalucía,2019M12,453304,2019,12,2019-12-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2015M01,27990,2015,1,2015-01-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2015M02,55263,2015,2,2015-02-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2015M03,135984,2015,3,2015-03-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2015M04,393094,2015,4,2015-04-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2015M05,1016598,2015,5,2015-05-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2015M06,1206777,2015,6,2015-06-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2015M07,1393516,2015,7,2015-07-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2015M08,1432152,2015,8,2015-08-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2015M09,1191107,2015,9,2015-09-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2015M10,714122,2015,10,2015-10-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2015M11,48323,2015,11,2015-11-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2015M12,35467,2015,12,2015-12-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2016M01,30287,2016,1,2016-01-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2016M02,78473,2016,2,2016-02-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2016M03,199976,2016,3,2016-03-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2016M04,425451,2016,4,2016-04-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2016M05,1171272,2016,5,2016-05-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2016M06,1376186,2016,6,2016-06-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2016M07,1552517,2016,7,2016-07-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2016M08,1571374,2016,8,2016-08-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2016M09,1368430,2016,9,2016-09-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2016M10,803670,2016,10,2016-10-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2016M11,58392,2016,11,2016-11-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2016M12,42022,2016,12,2016-12-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2017M01,32458,2017,1,2017-01-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2017M02,75260,2017,2,2017-02-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2017M03,167168,2017,3,2017-03-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2017M04,464239,2017,4,2017-04-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2017M05,1190334,2017,5,2017-05-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2017M06,1384753,2017,6,2017-06-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2017M07,1591845,2017,7,2017-07-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2017M08,1531695,2017,8,2017-08-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2017M09,1402757,2017,9,2017-09-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2017M10,873049,2017,10,2017-10-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2017M11,69905,2017,11,2017-11-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2017M12,36874,2017,12,2017-12-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2018M01,38157,2018,1,2018-01-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2018M02,83217,2018,2,2018-02-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2018M03,180302,2018,3,2018-03-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2018M04,459838,2018,4,2018-04-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2018M05,1233891,2018,5,2018-05-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2018M06,1472147,2018,6,2018-06-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2018M07,1584076,2018,7,2018-07-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2018M08,1515180,2018,8,2018-08-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2018M09,1411660,2018,9,2018-09-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2018M10,881253,2018,10,2018-10-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2018M11,58161,2018,11,2018-11-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2018M12,61330,2018,12,2018-12-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2019M01,33085,2019,1,2019-01-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2019M02,79968,2019,2,2019-02-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2019M03,184534,2019,3,2019-03-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2019M04,546683,2019,4,2019-04-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2019M05,1237844,2019,5,2019-05-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2019M06,1467241,2019,6,2019-06-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2019M07,1604594,2019,7,2019-07-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2019M08,1601142,2019,8,2019-08-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2019M09,1403608,2019,9,2019-09-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2019M10,895159,2019,10,2019-10-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2019M11,73047,2019,11,2019-11-01
Viajero,Residentes en el Extranjero,Total Nacional,"04 Balears, Illes",2019M12,58580,2019,12,2019-12-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2015M01,398729,2015,1,2015-01-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2015M02,468805,2015,2,2015-02-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2015M03,612288,2015,3,2015-03-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2015M04,924757,2015,4,2015-04-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2015M05,1164845,2015,5,2015-05-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2015M06,1138035,2015,6,2015-06-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2015M07,1346297,2015,7,2015-07-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2015M08,1471720,2015,8,2015-08-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2015M09,1155624,2015,9,2015-09-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2015M10,1017797,2015,10,2015-10-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2015M11,574447,2015,11,2015-11-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2015M12,477942,2015,12,2015-12-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2016M01,450185,2016,1,2016-01-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2016M02,543108,2016,2,2016-02-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2016M03,705715,2016,3,2016-03-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2016M04,940174,2016,4,2016-04-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2016M05,1200217,2016,5,2016-05-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2016M06,1251118,2016,6,2016-06-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2016M07,1528353,2016,7,2016-07-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2016M08,1528429,2016,8,2016-08-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2016M09,1269440,2016,9,2016-09-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2016M10,1102853,2016,10,2016-10-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2016M11,600336,2016,11,2016-11-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2016M12,535283,2016,12,2016-12-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2017M01,521563,2017,1,2017-01-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2017M02,588319,2017,2,2017-02-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2017M03,773506,2017,3,2017-03-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2017M04,1115796,2017,4,2017-04-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2017M05,1284026,2017,5,2017-05-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2017M06,1363864,2017,6,2017-06-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2017M07,1610508,2017,7,2017-07-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2017M08,1555418,2017,8,2017-08-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2017M09,1353850,2017,9,2017-09-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2017M10,1068351,2017,10,2017-10-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2017M11,578274,2017,11,2017-11-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2017M12,504701,2017,12,2017-12-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2018M01,544474,2018,1,2018-01-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2018M02,599132,2018,2,2018-02-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2018M03,800325,2018,3,2018-03-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2018M04,1032548,2018,4,2018-04-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2018M05,1328511,2018,5,2018-05-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2018M06,1404099,2018,6,2018-06-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2018M07,1545714,2018,7,2018-07-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2018M08,1572953,2018,8,2018-08-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2018M09,1386535,2018,9,2018-09-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2018M10,1199917,2018,10,2018-10-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2018M11,703249,2018,11,2018-11-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2018M12,598274,2018,12,2018-12-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2019M01,591034,2019,1,2019-01-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2019M02,655777,2019,2,2019-02-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2019M03,828120,2019,3,2019-03-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2019M04,1135985,2019,4,2019-04-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2019M05,1360338,2019,5,2019-05-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2019M06,1490200,2019,6,2019-06-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2019M07,1612316,2019,7,2019-07-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2019M08,1692776,2019,8,2019-08-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2019M09,1407132,2019,9,2019-09-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2019M10,1259647,2019,10,2019-10-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2019M11,760696,2019,11,2019-11-01
Viajero,Residentes en el Extranjero,Total Nacional,09 Cataluña,2019M12,642367,2019,12,2019-12-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2015M01,126123,2015,1,2015-01-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2015M02,144155,2015,2,2015-02-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2015M03,200472,2015,3,2015-03-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2015M04,244314,2015,4,2015-04-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2015M05,300730,2015,5,2015-05-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2015M06,279166,2015,6,2015-06-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2015M07,303167,2015,7,2015-07-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2015M08,330426,2015,8,2015-08-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2015M09,306361,2015,9,2015-09-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2015M10,280557,2015,10,2015-10-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2015M11,190032,2015,11,2015-11-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2015M12,151584,2015,12,2015-12-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2016M01,149451,2016,1,2016-01-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2016M02,174741,2016,2,2016-02-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2016M03,227734,2016,3,2016-03-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2016M04,288180,2016,4,2016-04-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2016M05,316754,2016,5,2016-05-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2016M06,298694,2016,6,2016-06-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2016M07,347326,2016,7,2016-07-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2016M08,348164,2016,8,2016-08-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2016M09,351750,2016,9,2016-09-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2016M10,318638,2016,10,2016-10-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2016M11,220567,2016,11,2016-11-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2016M12,166444,2016,12,2016-12-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2017M01,168041,2017,1,2017-01-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2017M02,189637,2017,2,2017-02-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2017M03,253967,2017,3,2017-03-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2017M04,312250,2017,4,2017-04-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2017M05,354481,2017,5,2017-05-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2017M06,340447,2017,6,2017-06-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2017M07,389900,2017,7,2017-07-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2017M08,387207,2017,8,2017-08-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2017M09,380342,2017,9,2017-09-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2017M10,346281,2017,10,2017-10-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2017M11,231244,2017,11,2017-11-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2017M12,181847,2017,12,2017-12-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2018M01,190709,2018,1,2018-01-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2018M02,208491,2018,2,2018-02-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2018M03,276241,2018,3,2018-03-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2018M04,332553,2018,4,2018-04-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2018M05,373108,2018,5,2018-05-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2018M06,355810,2018,6,2018-06-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2018M07,377245,2018,7,2018-07-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2018M08,383774,2018,8,2018-08-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2018M09,393315,2018,9,2018-09-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2018M10,364659,2018,10,2018-10-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2018M11,259509,2018,11,2018-11-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2018M12,203025,2018,12,2018-12-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2019M01,200449,2019,1,2019-01-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2019M02,220135,2019,2,2019-02-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2019M03,278272,2019,3,2019-03-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2019M04,339874,2019,4,2019-04-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2019M05,372194,2019,5,2019-05-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2019M06,363828,2019,6,2019-06-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2019M07,387411,2019,7,2019-07-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2019M08,399839,2019,8,2019-08-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2019M09,392044,2019,9,2019-09-01
