Comunidades y Ciudades Autónomas;País de residencia;Meses;Total
Balears, Illes;Finlandia;Agosto;23.542
Balears, Illes;Finlandia;Septiembre;18.855
Balears, Illes;Finlandia;Octubre;18.026
Balears, Illes;Finlandia;Noviembre;3.058
Balears, Illes;Finlandia;Diciembre;1.923
Balears, Illes;Francia;Enero;3.898
Balears, Illes;Francia;Febrero;5.600
Balears, Illes;Francia;Marzo;11.043
Balears, Illes;Francia;Abril;167.899
Balears, Illes;Francia;Mayo;313.674
Balears, Illes;Francia;Junio;333.339
Balears, Illes;Francia;Julio;428.401
Balears, Illes;Francia;Agosto;542.528
Balears, Illes;Francia;Septiembre;364.400
Balears, Illes;Francia;Octubre;233.756
Balears, Illes;Francia;Noviembre;5.308
Balears, Illes;Francia;Diciembre;4.125
Balears, Illes;Grecia;Enero;196
Balears, Illes;Grecia;Febrero;166
Balears, Illes;Grecia;Marzo;661
Balears, Illes;Grecia;Abril;660
Balears, Illes;Grecia;Mayo;2.217
Balears, Illes;Grecia;Junio;3.010
Balears, Illes;Grecia;Julio;12.238
Balears, Illes;Grecia;Agosto;3.580
Balears, Illes;Grecia;Septiembre;2.265
Balears, Illes;Grecia;Octubre;1.166
Balears, Illes;Grecia;Noviembre;297
Balears, Illes;Grecia;Diciembre;178
Balears, Illes;Irlanda;Enero;171
Balears, Illes;Irlanda;Febrero;784
Balears, Illes;Irlanda;Marzo;4.388
Balears, Illes;Irlanda;Abril;13.898
Balears, Illes;Irlanda;Mayo;52.781
Balears, Illes;Irlanda;Junio;75.779
Balears, Illes;Irlanda;Julio;73.770
Balears, Illes;Irlanda;Agosto;90.596
Balears, Illes;Irlanda;Septiembre;57.337
Balears, Illes;Irlanda;Octubre;27.274
Balears, Illes;Irlanda;Noviembre;1.099
Balears, Illes;Irlanda;Diciembre;342
Balears, Illes;Italia;Enero;3.986
Balears, Illes;Italia;Febrero;3.873
Balears, Illes;Italia;Marzo;7.826
Balears, Illes;Italia;Abril;22.343
Balears, Illes;Italia;Mayo;117.405
Balears, Illes;Italia;Junio;344.955
Balears, Illes;Italia;Julio;512.474
Balears, Illes;Italia;Agosto;687.749
Balears, Illes;Italia;Septiembre;373.816
Balears, Illes;Italia;Octubre;60.304
Balears, Illes;Italia;Noviembre;3.450
Balears, Illes;Italia;Diciembre;2.008
Balears, Illes;Luxemburgo;Enero;789
Balears, Illes;Luxemburgo;Febrero;1.467
Balears, Illes;Luxemburgo;Marzo;4.625
Balears, Illes;Luxemburgo;Abril;9.272
Balears, Illes;Luxemburgo;Mayo;18.239
Balears, Illes;Luxemburgo;Junio;22.755
Balears, Illes;Luxemburgo;Julio;33.548
Balears, Illes;Luxemburgo;Agosto;31.333
Balears, Illes;Luxemburgo;Septiembre;26.019
Balears, Illes;Luxemburgo;Octubre;10.820
Balears, Illes;Luxemburgo;Noviembre;1.068
Balears, Illes;Luxemburgo;Diciembre;436
Balears, Illes;Países Bajos;Enero;1.589
Balears, Illes;Países Bajos;Febrero;4.489
Balears, Illes;Países Bajos;Marzo;10.455
Balears, Illes;Países Bajos;Abril;79.877
Balears, Illes;Países Bajos;Mayo;254.962
Balears, Illes;Países Bajos;Junio;235.446
Balears, Illes;Países Bajos;Julio;339.372
Balears, Illes;Países Bajos;Agosto;417.830
Balears, Illes;Países Bajos;Septiembre;252.109
Balears, Illes;Países Bajos;Octubre;138.844
Balears, Illes;Países Bajos;Noviembre;4.048
Balears, Illes;Países Bajos;Diciembre;2.737
Balears, Illes;Polonia;Enero;729
Balears, Illes;Polonia;Febrero;1.028
Balears, Illes;Polonia;Marzo;4.136
Balears, Illes;Polonia;Abril;12.413
Balears, Illes;Polonia;Mayo;59.961
Balears, Illes;Polonia;Junio;107.435
Balears, Illes;Polonia;Julio;134.009
Balears, Illes;Polonia;Agosto;135.974
Balears, Illes;Polonia;Septiembre;118.657
Balears, Illes;Polonia;Octubre;47.320
Balears, Illes;Polonia;Noviembre;1.254
Balears, Illes;Polonia;Diciembre;864
Balears, Illes;Portugal;Enero;2.272
Balears, Illes;Portugal;Febrero;3.178
Balears, Illes;Portugal;Marzo;2.667
Balears, Illes;Portugal;Abril;8.074
Balears, Illes;Portugal;Mayo;50.253
Balears, Illes;Portugal;Junio;93.429
Balears, Illes;Portugal;Julio;131.086
Balears, Illes;Portugal;Agosto;147.566
Balears, Illes;Portugal;Septiembre;114.000
Balears, Illes;Portugal;Octubre;34.508
Balears, Illes;Portugal;Noviembre;872
Balears, Illes;Portugal;Diciembre;1.847
Balears, Illes;Reino Unido;Enero;11.844
Balears, Illes;Reino Unido;Febrero;25.463
Balears, Illes;Reino Unido;Marzo;143.708
Balears, Illes;Reino Unido;Abril;416.419
Balears, Illes;Reino Unido;Mayo;2.097.600
Balears, Illes;Reino Unido;Junio;2.777.961
Balears, Illes;Reino Unido;Julio;2.909.415
Balears, Illes;Reino Unido;Agosto;3.099.230
Balears, Illes;Reino Unido;Septiembre;2.678.078
Balears, Illes;Reino Unido;Octubre;1.542.961
Balears, Illes;Reino Unido;Noviembre;23.092
Balears, Illes;Reino Unido;Diciembre;13.540
Balears, Illes;República Checa;Enero;595
Balears, Illes;República Checa;Febrero;500
Balears, Illes;República Checa;Marzo;4.650
Balears, Illes;República Checa;Abril;6.979
Balears, Illes;República Checa;Mayo;12.802
Balears, Illes;República Checa;Junio;102.936
Balears, Illes;República Checa;Julio;123.933
Balears, Illes;República Checa;Agosto;114.608
Balears, Illes;República Checa;Septiembre;84.142
Balears, Illes;República Checa;Octubre;16.435
Balears, Illes;República Checa;Noviembre;1.128
Balears, Illes;República Checa;Diciembre;856
Balears, Illes;Suecia;Enero;3.380
Balears, Illes;Suecia;Febrero;5.637
Balears, Illes;Suecia;Marzo;28.343
Balears, Illes;Suecia;Abril;63.451
Balears, Illes;Suecia;Mayo;202.956
Balears, Illes;Suecia;Junio;208.340
Balears, Illes;Suecia;Julio;295.112
Balears, Illes;Suecia;Agosto;234.102
Balears, Illes;Suecia;Septiembre;229.086
Balears, Illes;Suecia;Octubre;105.651
Balears, Illes;Suecia;Noviembre;10.503
Balears, Illes;Suecia;Diciembre;4.288
Balears, Illes;Noruega;Enero;1.146
Balears, Illes;Noruega;Febrero;3.386
Balears, Illes;Noruega;Marzo;11.546
Balears, Illes;Noruega;Abril;38.277
Balears, Illes;Noruega;Mayo;55.435
Balears, Illes;Noruega;Junio;100.981
Balears, Illes;Noruega;Julio;144.260
Balears, Illes;Noruega;Agosto;93.928
Balears, Illes;Noruega;Septiembre;82.372
Balears, Illes;Noruega;Octubre;43.704
Balears, Illes;Noruega;Noviembre;2.621
Balears, Illes;Noruega;Diciembre;1.200
Balears, Illes;Rusia;Enero;1.159
Balears, Illes;Rusia;Febrero;507
Balears, Illes;Rusia;Marzo;2.947
Balears, Illes;Rusia;Abril;10.719
Balears, Illes;Rusia;Mayo;50.243
Balears, Illes;Rusia;Junio;103.873
Balears, Illes;Rusia;Julio;153.151
Balears, Illes;Rusia;Agosto;136.558
Balears, Illes;Rusia;Septiembre;108.253
Balears, Illes;Rusia;Octubre;26.981
Balears, Illes;Rusia;Noviembre;1.162
Balears, Illes;Rusia;Diciembre;798
Balears, Illes;Suiza;Enero;3.522
Balears, Illes;Suiza;Febrero;12.477
Balears, Illes;Suiza;Marzo;32.713
Balears, Illes;Suiza;Abril;104.341
Balears, Illes;Suiza;Mayo;140.901
Balears, Illes;Suiza;Junio;190.978
Balears, Illes;Suiza;Julio;313.969
Balears, Illes;Suiza;Agosto;187.684
Balears, Illes;Suiza;Septiembre;188.646
Balears, Illes;Suiza;Octubre;190.884
Balears, Illes;Suiza;Noviembre;8.493
Balears, Illes;Suiza;Diciembre;6.759
Balears, Illes;Japón;Enero;287
Balears, Illes;Japón;Febrero;125
Balears, Illes;Japón;Marzo;725
Balears, Illes;Japón;Abril;819
Balears, Illes;Japón;Mayo;1.135
Balears, Illes;Japón;Junio;1.693
Balears, Illes;Japón;Julio;3.412
Balears, Illes;Japón;Agosto;5.848
Balears, Illes;Japón;Septiembre;2.957
Balears, Illes;Japón;Octubre;1.214
Balears, Illes;Japón;Noviembre;798
Balears, Illes;Japón;Diciembre;496
Balears, Illes;Estados Unidos;Enero;1.243
Balears, Illes;Estados Unidos;Febrero;2.357
Balears, Illes;Estados Unidos;Marzo;5.466
Balears, Illes;Estados Unidos;Abril;12.799
Balears, Illes;Estados Unidos;Mayo;21.801
Balears, Illes;Estados Unidos;Junio;33.981
Balears, Illes;Estados Unidos;Julio;48.094
Balears, Illes;Estados Unidos;Agosto;36.290
Balears, Illes;Estados Unidos;Septiembre;31.217
Balears, Illes;Estados Unidos;Octubre;14.918
Balears, Illes;Estados Unidos;Noviembre;3.721
Balears, Illes;Estados Unidos;Diciembre;1.993
Balears, Illes;Países africanos;Enero;436
Balears, Illes;Países africanos;Febrero;584
Balears, Illes;Países africanos;Marzo;1.241
Balears, Illes;Países africanos;Abril;1.761
Balears, Illes;Países africanos;Mayo;5.981
Balears, Illes;Países africanos;Junio;3.515
Balears, Illes;Países africanos;Julio;11.489
Balears, Illes;Países africanos;Agosto;16.363
Balears, Illes;Países africanos;Septiembre;11.420
Balears, Illes;Países africanos;Octubre;3.554
Balears, Illes;Países africanos;Noviembre;838
Balears, Illes;Países africanos;Diciembre;353
Cataluña;Residentes en España;Enero;747.176
Cataluña;Residentes en España;Febrero;821.359
Cataluña;Residentes en España;Marzo;1.418.163
Cataluña;Residentes en España;Abril;1.235.477
Cataluña;Residentes en España;Mayo;1.375.589
Cataluña;Residentes en España;Junio;1.592.502
Cataluña;Residentes en España;Julio;2.212.941
Cataluña;Residentes en España;Agosto;2.739.109
Cataluña;Residentes en España;Septiembre;1.597.899
Cataluña;Residentes en España;Octubre;1.216.213
Cataluña;Residentes en España;Noviembre;770.642
Cataluña;Residentes en España;Diciembre;902.125
Cataluña;Alemania;Enero;88.748
Cataluña;Alemania;Febrero;105.831
Cataluña;Alemania;Marzo;204.003
Cataluña;Alemania;Abril;218.526
Cataluña;Alemania;Mayo;380.882
Cataluña;Alemania;Junio;374.304
Cataluña;Alemania;Julio;611.739
Cataluña;Alemania;Agosto;606.054
Cataluña;Alemania;Septiembre;463.298
Cataluña;Alemania;Octubre;358.647
Cataluña;Alemania;Noviembre;125.274
Cataluña;Alemania;Diciembre;115.453
Cataluña;Austria;Enero;10.488
Cataluña;Austria;Febrero;13.788
Cataluña;Austria;Marzo;21.972
Cataluña;Austria;Abril;23.584
Cataluña;Austria;Mayo;30.786
Cataluña;Austria;Junio;29.783
Cataluña;Austria;Julio;40.841
Cataluña;Austria;Agosto;37.746
Cataluña;Austria;Septiembre;36.023
Cataluña;Austria;Octubre;38.586
Cataluña;Austria;Noviembre;16.965
Cataluña;Austria;Diciembre;12.017
Cataluña;Bélgica;Enero;22.118
Cataluña;Bélgica;Febrero;31.423
Cataluña;Bélgica;Marzo;57.812
Cataluña;Bélgica;Abril;78.888
Cataluña;Bélgica;Mayo;120.601
Cataluña;Bélgica;Junio;154.375
Cataluña;Bélgica;Julio;370.391
Cataluña;Bélgica;Agosto;248.787
Cataluña;Bélgica;Septiembre;203.262
Cataluña;Bélgica;Octubre;102.556
Cataluña;Bélgica;Noviembre;49.827
Cataluña;Bélgica;Diciembre;28.569
Cataluña;Dinamarca;Enero;9.199
Cataluña;Dinamarca;Febrero;14.590
Cataluña;Dinamarca;Marzo;26.039
Cataluña;Dinamarca;Abril;39.579
Cataluña;Dinamarca;Mayo;31.047
Cataluña;Dinamarca;Junio;36.727
Cataluña;Dinamarca;Julio;77.656
Cataluña;Dinamarca;Agosto;34.026
Cataluña;Dinamarca;Septiembre;39.432
Cataluña;Dinamarca;Octubre;44.998
Cataluña;Dinamarca;Noviembre;18.252
Cataluña;Dinamarca;Diciembre;8.061
Cataluña;Finlandia;Enero;8.441
Cataluña;Finlandia;Febrero;11.600
Cataluña;Finlandia;Marzo;20.694
Cataluña;Finlandia;Abril;24.116
Cataluña;Finlandia;Mayo;26.528
Cataluña;Finlandia;Junio;33.420
Cataluña;Finlandia;Julio;41.389
Cataluña;Finlandia;Agosto;22.649
Cataluña;Finlandia;Septiembre;26.168
Cataluña;Finlandia;Octubre;35.264
Cataluña;Finlandia;Noviembre;16.513
Cataluña;Finlandia;Diciembre;9.791
Cataluña;Francia;Enero;183.912
Cataluña;Francia;Febrero;227.720
Cataluña;Francia;Marzo;274.607
Cataluña;Francia;Abril;635.624
Cataluña;Francia;Mayo;747.175
Cataluña;Francia;Junio;591.452
Cataluña;Francia;Julio;875.058
Cataluña;Francia;Agosto;1.376.505
Cataluña;Francia;Septiembre;644.193
Cataluña;Francia;Octubre;639.536
Cataluña;Francia;Noviembre;246.073
Cataluña;Francia;Diciembre;215.778
Cataluña;Grecia;Enero;5.575
Cataluña;Grecia;Febrero;6.927
Cataluña;Grecia;Marzo;7.656
Cataluña;Grecia;Abril;10.160
Cataluña;Grecia;Mayo;10.481
Cataluña;Grecia;Junio;8.054
Cataluña;Grecia;Julio;10.566
Cataluña;Grecia;Agosto;12.223
Cataluña;Grecia;Septiembre;10.443
Cataluña;Grecia;Octubre;14.769
Cataluña;Grecia;Noviembre;9.587
Cataluña;Grecia;Diciembre;7.390
Cataluña;Irlanda;Enero;15.427
Cataluña;Irlanda;Febrero;18.738
Cataluña;Irlanda;Marzo;26.822
Cataluña;Irlanda;Abril;32.687
